date,quarterlyBasicEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyCommonStockIssuance,quarterlyCashAndCashEquivalents,quarterlyBasicAverageShares,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyDilutedAverageShares,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlySellingGeneralAndAdministration,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyEbitda,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyOperatingExpense,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredRevenue
2004-03-31,-0.035049,,16981000.0,,,,1059461000.0,115865800.0,,1059461000.0,,1000.0,,,48851000.0,,111606000.0,,,-124157000.0,-16981000.0,115865800.0,,3956057000.0,15228668000.0,,1626598000.0,-13536000.0,,,-17596000.0,,1098098000.0,,,-15873000.0,1080502000.0,-4061000.0,,,134002000.0,72477000.0,2460000.0,,61525000.0,12805813000.0,94625000.0,-0.035049,783952000.0,26333000.0,14397000.0,,2085698000.0,11272611000.0,,1537879000.0,1269876000.0,,63985000.0,1979875000.0,1439808000.0,,9450239000.0,,98071000.0,,10720115000.0,,36546000.0,-4061000.0,-4061000.0,-1600000.0,8169290000.0,370000.0,,2410550000.0,
2004-06-30,0.04829,,22177000.0,,,,1713211000.0,116068728.0,,1713211000.0,,-96019000.0,,,63240000.0,,94199000.0,,,581338000.0,-13482000.0,116068728.0,,3873611000.0,15170325000.0,,1471939000.0,-24603000.0,,,664254000.0,,1080502000.0,,,-7766000.0,1712845000.0,5605000.0,,,157796000.0,70818000.0,-143000.0,,86270000.0,12895385000.0,80717000.0,0.04829,789597000.0,54575000.0,-36696000.0,,2014181000.0,11296714000.0,,1548957000.0,1947163000.0,,49958000.0,2006870000.0,1426864000.0,,8934041000.0,,122093000.0,,10881204000.0,,35823000.0,5605000.0,5605000.0,-11576000.0,7526675000.0,3042000.0,,2261536000.0,
2004-09-30,0.054633,,23623000.0,,,,1683428000.0,116066064.0,,1683428000.0,,1000.0,,,67263000.0,,-12348000.0,,,-18420000.0,-31578000.0,116066064.0,,3906448000.0,16105708000.0,,1501648000.0,11284000.0,,,-72378000.0,,1712845000.0,,,-37904000.0,1683428000.0,6341000.0,,-5560000.0,168897000.0,75277000.0,3526000.0,,93620000.0,13794414000.0,-43926000.0,0.054633,795970000.0,-100925000.0,3401000.0,,2164585000.0,12199260000.0,,1620642000.0,1959441000.0,,46003000.0,2031552000.0,1491463000.0,,9670388000.0,,129179000.0,,11629829000.0,,35559000.0,6341000.0,6341000.0,-11066000.0,8438277000.0,-7514000.0,,2297618000.0,
2004-12-31,,,24912000.0,968404000.0,,,940905000.0,,,1942496000.0,263334000.0,35625000.0,,,-88575000.0,3202139000.0,305713000.0,26144000.0,-1023265000.0,-25879000.0,-105658000.0,,0.0,4196687000.0,17302577000.0,,-27498000.0,-3894000.0,,1001591000.0,159371000.0,99563000.0,1683428000.0,1154797000.0,,-105208000.0,1942496000.0,-1590000.0,,-74249000.0,219522000.0,113169000.0,8516000.0,,106353000.0,14865110000.0,200055000.0,,667276000.0,166720000.0,,1991669000.0,1759355000.0,13105890000.0,,2208998000.0,1852686000.0,,10224656000.0,805716000.0,1656161000.0,341224000.0,11253069000.0,,552837000.0,,13105755000.0,,446484000.0,-1590000.0,-1590000.0,4310000.0,133022000.0,-33014000.0,,2423379000.0,
2005-03-31,0.33,191778000.0,15290000.0,4190747000.0,,2203000.0,1825912000.0,115029300.0,,1825912000.0,256050000.0,0.0,8941000.0,,42632000.0,,-16327000.0,-1000.0,-1023265000.0,-16975000.0,-21510000.0,115029300.0,1453499000.0,4322011000.0,8235716000.0,,1805758000.0,,,,-32265000.0,,1858177000.0,1905733000.0,100425000.0,-19955000.0,1825912000.0,28119000.0,,,106514000.0,41206000.0,13995000.0,,65308000.0,5721216000.0,-37837000.0,0.33,695395000.0,-96796000.0,-2851000.0,5214012000.0,3615282000.0,3913705000.0,,1556645000.0,1765009000.0,,494477000.0,,1381971000.0,,149147000.0,,174674000.0,,2105934000.0,,109366000.0,28119000.0,28119000.0,-259000.0,1593316000.0,0.0,,2501153000.0,
2005-06-30,0.4229,134484000.0,19333000.0,3908367000.0,,214000.0,1815833000.0,114642768.0,19937000.0,1815833000.0,251447000.0,0.0,8337000.0,,59932000.0,,146219000.0,0.0,-1023265000.0,3200000.0,-15826000.0,114642768.0,1609576000.0,4083571000.0,8007404000.0,,1595145000.0,,,,115396000.0,,1825912000.0,1865374000.0,87239000.0,-56289000.0,1815833000.0,40236000.0,,,113336000.0,33588000.0,8479000.0,,79748000.0,5665236000.0,130393000.0,0.4229,733732000.0,32514000.0,33300000.0,4931632000.0,3726397000.0,3923833000.0,,1608126000.0,1665037000.0,,374814000.0,,1432802000.0,,139318000.0,,175324000.0,,1938839000.0,,95576000.0,40236000.0,40236000.0,121000.0,1733186000.0,-38908000.0,,2328877000.0,
2005-09-30,0.42,133760000.0,19229000.0,3887342000.0,,-13000.0,1806065000.0,114642768.0,19830000.0,1806065000.0,250095000.0,-1000.0,8292000.0,,59609000.0,,-698000.0,1000.0,-1023265000.0,74000.0,-30149.36,114642768.0,1600917000.0,4061604000.0,7964329000.0,,1582974000.0,60000.0,,,-447000.0,,1815833000.0,1855339000.0,86770000.0,410000.0,1806065000.0,40020000.0,,,79320000.0,-403000.0,-119000.0,,79320000.0,5634760000.0,-498000.0,0.42,733375000.0,346000.0,-164000.0,4910607000.0,3706351000.0,3902725000.0,,1599476000.0,1656080000.0,,372798000.0,,1425094000.0,,138569000.0,,174382000.0,,1928409000.0,,95062000.0,40020000.0,40020000.0,120000.0,1723862000.0,210000.0,,2316349000.0,
2005-12-31,,118823000.0,18072000.0,912834000.0,,73103000.0,1853716000.0,,,2589261000.0,253742000.0,-37871000.0,18210000.0,,70683000.0,2901824000.0,928737000.0,75980000.0,-971772000.0,-79085000.0,-164651000.0,,3106570000.0,3997153000.0,8636000000.0,,-26037000.0,-12852000.0,,735545000.0,809438000.0,89236000.0,1806065000.0,1157581000.0,184846000.0,-95300000.0,2589261000.0,44322000.0,,,245510000.0,110946000.0,-8509000.0,,134564000.0,6307345000.0,764086000.0,,729036000.0,795457000.0,-15491000.0,1884606000.0,4517893000.0,4638847000.0,,3319416000.0,1544823000.0,,1012366000.0,520740000.0,2995289000.0,,125806000.0,,324127000.0,,1789452000.0,,189563000.0,44322000.0,50240000.0,20832000.0,119534000.0,44379000.0,,2312204000.0,
2006-03-31,0.3756,142472000.0,13448000.0,3958819000.0,,,2635982000.0,113848166.0,,2635982000.0,231033000.0,0.0,8117000.0,,44947000.0,,120060000.0,-1000.0,-971772000.0,-110610000.0,-38889000.0,113848166.0,2198509000.0,4076939000.0,8918578000.0,,3126276000.0,-80928000.0,,,-14538000.0,,2650520000.0,2271320000.0,74507000.0,3029000.0,2635982000.0,30651000.0,,,105523000.0,40101000.0,-7632000.0,,65422000.0,5774856000.0,81171000.0,0.3756,,66269000.0,-9329000.0,4930591000.0,4700862000.0,4841639000.0,,1907386000.0,796319000.0,,727990000.0,,1759340000.0,,135203000.0,,148046000.0,,1073994000.0,,82624000.0,30651000.0,30651000.0,485000.0,1477667000.0,0.0,,3126276000.0,
2006-06-30,0.6,169939000.0,27492000.0,4159867000.0,,,2673890000.0,108863692.0,12659000.0,2673890000.0,222877000.0,-197432000.0,9846000.0,,95263000.0,,398581000.0,0.0,-971772000.0,-360463000.0,-52538000.0,108863692.0,2629391000.0,4284412000.0,9309064000.0,,2992286000.0,-204861000.0,,,-109112000.0,,2635982000.0,2263427000.0,95135000.0,-50980000.0,2673890000.0,65853000.0,,,154006000.0,45956000.0,-8863000.0,,108050000.0,6297597000.0,346043000.0,0.6,,304682000.0,-10747000.0,5131639000.0,5115695000.0,5024652000.0,,2031854000.0,872073000.0,,956468000.0,,1818823000.0,,139890000.0,,213031000.0,,1181902000.0,,104981000.0,65853000.0,65853000.0,-128000.0,1394294000.0,1023000.0,,2992286000.0,
2006-09-30,0.7,218696000.0,39048000.0,4153186000.0,,669000.0,3006081000.0,109270089.0,22313000.0,3006081000.0,227190000.0,692000.0,12044000.0,,114482000.0,,379469000.0,0.0,-1040991000.0,-3465000.0,-53990000.0,109270089.0,3154793000.0,4318507000.0,10390255000.0,,3032070000.0,-14046000.0,,,356038000.0,,2673890000.0,2732236000.0,107383000.0,-45866000.0,3006081000.0,76448000.0,,992000.0,181068000.0,44400000.0,902000.0,,136668000.0,7339422000.0,325479000.0,0.7,,262188000.0,-3632000.0,5194177000.0,6114219000.0,6071748000.0,,2257698000.0,866541000.0,,995476000.0,,2001603000.0,,139966000.0,,256095000.0,,1225203000.0,,119427000.0,76448000.0,76448000.0,127000.0,2070191000.0,-1022000.0,,3032070000.0,
2006-12-31,,187940000.0,43814000.0,1000936000.0,,13747000.0,3171215000.0,,,3210149000.0,245351000.0,80378000.0,15761000.0,,134692000.0,83147000.0,351477000.0,165107000.0,-1229394000.0,-166489000.0,-62056000.0,,3723816000.0,4510680000.0,10642075000.0,,55564000.0,-185719000.0,,38934000.0,51369000.0,106772000.0,3006081000.0,2188624000.0,188060000.0,-64427000.0,3171215000.0,90277000.0,,-71646000.0,245824000.0,80447000.0,37898000.0,,165377000.0,7452382000.0,289421000.0,,965962000.0,151086000.0,-10607000.0,2230330000.0,6157791000.0,6131395000.0,,2873338000.0,893109000.0,,1503517000.0,770367000.0,2539511000.0,,213542000.0,,333827000.0,,1294591000.0,3114596000.0,168450000.0,90277000.0,90277000.0,29057000.0,177381000.0,-4092000.0,,3169236000.0,
2007-03-31,0.87,192846000.0,45407000.0,4304984000.0,,3739000.0,3313776000.0,104954825.0,,3313776000.0,271507000.0,1000.0,11352000.0,,137957000.0,,179892000.0,-1000.0,-1096579000.0,-96824000.0,-47143000.0,104954825.0,3148708000.0,4473390000.0,10953637000.0,,3173682000.0,-114987000.0,,,104837000.0,,3208939000.0,3087409000.0,117257000.0,42736000.0,3313776000.0,90948000.0,,,211543000.0,47944000.0,-14289000.0,,163599000.0,7757652000.0,132749000.0,0.87,,71983000.0,-16694000.0,5401563000.0,6507624000.0,6480247000.0,,2370112000.0,890111000.0,,580275000.0,,2097403000.0,,167071000.0,,272709000.0,,1250028000.0,,109110000.0,90948000.0,90948000.0,21368000.0,2586196000.0,88543000.0,,3173682000.0,
2007-06-30,1.0266,,44127400.950228,,,37951918.689173,,104954825.0,18273616.957917,,,-371835265.062198,14483533.440719,,155258064.079483,,253260401.965429,,,-378019320.654602,-41923962.654141,105510784.0,,,,,,-1693428.279437,,,-178202188.082895,,3313776000.0,,131840762.348227,-40299517.738944,3183128713.943447,107746659.9889,,,222099450.600322,48567769.562922,23493488.541765,,173396320.911786,,211336439.311288,1.015201,,84222584.958783,2887267.187352,,,,,2496852877.07947,,,,,2177132260.378738,,,,319720616.700732,,,,146324295.788946,107746659.9889,111130663.129255,406080.376843,,930043.030984,,,
2007-09-30,1.034682,,44094353.354168,,-202583933.028071,5828238.809008,,104954825.0,27683833.497439,,,0.0,14412717.439388,,151690283.545243,,530644564.2289,,,-223245924.033385,-113709982.705963,105749881.0,,,,,,-6327120.559697,,,108184030.213694,,3183128713.943447,,117156841.759779,-79922676.01935,3463618590.978495,108594831.399746,,-20163109.254625,235836932.579007,56462815.536326,-26613909.607165,,169813205.473979,,416934581.522938,1.027441,,424013317.106089,-57543353.520956,,,,,3090885739.971745,,,,,2789502975.2986,,,,301382764.673145,,,,131569559.199167,108594831.399746,107595930.191076,570800.690669,,6706873.346715,,,
2007-12-31,,187644888.973129,-26720695.23609,1192645836.674588,-57789365.09477,5843724.680658,3501392392.144284,,47148197.80194,3501392392.144284,64006298.5697,0.0,19424943.712093,,-163740399.443917,3527636432.560106,240075487.76925,24786038.170499,-1495181302.579206,-31203478.422808,-178928042.465577,,3980929330.631169,5050228177.351393,11808797585.548283,,-68088704.856605,-2672244.707748,,,-36714245.049719,119410383.891991,3463618590.978495,2721069590.447169,136336334.184163,-176789397.826117,3501392392.144284,-135217302.844861,,-8515842.473531,-32058220.978034,84533980.663943,-21956639.558334,,-146459058.373698,8605858253.02171,61147445.303673,,851910711.942496,343425520.347539,-43832091.046949,2687827139.253794,7239418548.704565,6758569408.196889,294079052.881741,3242901618.427412,952512866.869815,,416551241.488912,1142198958.986397,3232578797.333127,,66339102.162217,37762258.153878,10322821.094285,,1366439704.317145,,156781879.467982,-135217302.844861,-137019704.207827,1085702.660894,253254990.012685,187370353.373325,,3176112091.21262,
2008-03-31,1.352768,263743899.935249,61277025.853219,5173486631.184952,,789652.395016,3687360823.765378,,13108229.757261,3687360823.765378,148138789.304948,0.0,17214422.211343,,203414456.956048,,92863121.653848,0.0,,75806629.921509,-107550656.20114,105314199.0,2844643787.804608,5462183546.802697,12679606437.246325,,,0.0,,,-105339629.495096,,3792700453.260475,4430265796.996162,148296719.783951,-106129281.890112,3687360823.765378,141979500.623825,,,270219049.574377,53696362.861069,3790331.496075,4895844.849097,216206825.755303,9080686681.722706,-14687534.547292,1.342409,,-101865158.957027,-9633759.219192,,7617302863.279584,7217422890.443627,,2869280942.529099,,,329285048.721553,,2487562974.778503,,1026548113.520428,,381717967.750596,,1463383818.443121,,165511141.995294,141979500.623825,142137431.102829,315860.958006,3200777017.956695,157930.479003,,3571913643.614081,
2008-06-30,1.544377,289401211.739712,63262255.094815,5223857109.135258,,8652475.231076,3392556456.054764,,22031631.127547,3392556456.054764,58383822.488001,-196868361.004013,13533716.264065,,226138956.644897,,59155133.126229,0.0,,-273461834.894362,-125040420.988253,105645849.0,2478715870.642852,5530568888.189472,12475411125.973719,,,,,,-281944971.968434,,3687360823.765378,4600204579.431899,137855063.340939,-125045476.155368,3392556456.054764,162089857.581242,,,307465018.836941,59294431.064496,-1429799.589552,4861020.364531,247855850.184908,8876072074.907545,-65885287.862024,1.526477,,-169281272.705574,4125851.437305,,7380753796.52215,6944842237.784247,,2869934691.950586,1027303485.718782,,604925643.244945,,2470690062.160674,,0.0,,399244629.789913,,1495318278.385396,,151388779.605004,162089857.581242,162876701.550083,314737.587536,2947360138.484539,-157930.479003,,3572114249.744276,
2008-09-30,1.626785,235735333.511921,78672437.858643,4744173586.927404,-37002689.126654,3246975.254335,3133080491.209272,106251420.0,2114850.480071,3133080491.209272,21289494.832715,0.0,16213853.680545,,252372157.28848,,191433463.183463,0.0,,-13265882.906233,-128202414.710729,106251420.0,1925077896.992683,5070001550.890352,11559772724.068407,,,,,,134489474.079036,,3392556456.054764,4710899939.374286,182300111.382125,-147524467.919245,3133080491.209272,170738928.757737,,20489830.966087,335639487.913509,81152480.144959,59534092.143557,,252372157.28848,8233253908.948637,63231048.472734,1.621385,,-22112834.907252,-56527706.300198,,6913164239.288282,6489771173.178056,,2725196328.619567,919536988.734896,,234748403.287888,,2274310206.268417,,0.0,,450886122.35115,,1320089669.660355,,198513965.06267,170738928.757737,173699719.429836,2114850.480071,3121942278.680897,-21007514.768706,,3301422589.422928,
2008-12-31,,140323523.679595,79734116.313025,1315533034.4962,-21398792.824088,87263565.772301,3347579140.796837,,60689437.39387,3403819918.144611,36055349.83434,0.0,18798310.447716,,265649010.42664,3353843583.818248,289535446.888758,0.0,-1379291143.469666,246001968.798986,-197855615.764771,,3680986719.380795,4996380544.032074,11320405379.068407,,-158560013.364145,,,56240777.347774,252934337.229414,116101010.663474,3133080491.209272,2371996547.595846,131310456.097949,-193870866.192193,3341732327.310187,180951404.747768,20868304.923786,2227014.042715,394744941.269546,68406493.449036,-53542033.354866,,211524149.315923,7846145279.394159,91679831.123987,,1277389536.988056,-22747081.399075,34054435.253118,2694824177.965866,6481331959.796197,6324024835.036334,138931425.230392,2556906894.110267,1022078681.404349,,196007461.647688,2026338502.658908,2119683032.456992,,57354456.107136,46635298.048278,437223861.653275,,1364813319.597962,,225699712.337351,180951404.747768,185914894.113615,383805.980155,314892669.209567,323067623.92674,,3443216304.257037,
2009-03-31,1.237404,167827529.021559,58905472.636816,4585870646.766169,,0.0,3568557213.930348,106251420.0,16053067.993367,3568557213.930348,41658374.792703,0.0,15389718.076285,,195953565.505804,,242388059.701493,0.0,,62752902.155887,-77213930.348259,106513996.0,1510315091.210614,4880000000.0,10974726368.159204,,,,,,382752902.155887,,3184742951.907131,4379568822.553897,128557213.930348,-76948590.381426,3567495854.063018,131475953.565506,0.0,0.0,260829187.396352,48822553.897181,1459369.817579,8888888.888889,204179104.477612,7518938640.13267,165174129.353234,1.233831,,46832504.145937,4908789.386401,,6177512437.810945,6094726368.159204,,2081592039.800995,1035223880.597015,,256849087.893864,,1733466003.31675,,0.0,,348126036.484245,,1341426202.321725,,143946932.006633,131475953.565506,137048092.868988,928689.883914,2269320066.334992,0.0,,3420630182.421227,
