date,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetIncome,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyOtherNonCurrentAssets,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyBasicAverageShares,quarterlyNetOtherInvestingChanges,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyGrossProfit,quarterlyBeginningCashPosition,quarterlyOperatingExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyBasicEPS,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOperatingIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyCapitalExpenditure,quarterlyOtherIncomeExpense,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable
1999-06-30,531702076.54,1219227752.06,,31797752.3,18708525.77,5656556.84,,,18951467.15,,,,,,379264833.79,,,,,,,,213332824.3,,20780000.0,213332824.3,148410950.01,,,10527721.07,,42510.34,,-34209.86,,,,38599971.94,400000000,,,,242941.38,1043329033.91,,429447106.7,,,,,,,,116208220.7,,,,129459482.86,687525675.52,,,,429447106.7,,,,,,,,,,,,,,
1999-12-31,513945335.2,1164980091.07,,44561334.94,7312532.05,165404.68,,0.0,7555473.43,,,,,,348638605.95,,,,,,,,203790196.16,,15780000.0,203790196.16,134595252.76,,,9947126.35,,26943.94,,-11290099.45,,,,38048990.13,400000000,,,,242941.38,1003885708.84,,415301830.37,,,,,,,,78237704.01,,,,127039779.33,651034755.87,,,,415301830.37,,,,,,,,,,,,,,
2000-06-30,504874820.43,1176432613.24,,68888708.71,5554035.74,2636962.88,,,5796977.12,,,,,,343065211.59,,,,,,,,204154229.88,,16780000.0,204154229.88,125736541.4,,,9651535.69,,32978377.54,,-11344811.25,,,,34920268.98,400000000,,,,242941.38,1024859134.11,,408956100.46,,,,,,,,94997639.63,,,,119939564.28,671557792.81,,,,408956100.46,,,,,,,,,,,,,,
2000-12-31,633104697.63,1357075613.84,,83902421.03,24976050.36,59335.75,,0.0,242941.38,,,,,,480019240.06,,,,,,,,127419782.68,,21000000.0,127419782.68,357472699.75,,,31857484.83,,0.0,,-13191890.51,,,,81255201.62,400000000,,,,242941.38,974626863.73,,515263252.75,,,,,,,,46779708.22,,,,357229758.37,723970916.21,,,,515263252.75,,,,,,,,,,,,,,
2001-06-30,632659523.83,1460557745.63,,154725057.49,24832554.13,2351608.61,,,242941.38,,,,,,467391225.43,,,,,,,,160581936.55,,144000000.0,160581936.55,468525746.88,,,27882175.51,,24513800.0,,0.0,,,,85728380.03,400000000,,,,242941.38,967199444.62,,527820414.22,,,,,,,,40894877.04,,,,468282805.5,827898221.8,,,,527820414.22,,,,,,,,,,,,,,
2001-12-31,715408990.13,1581331370.37,,121380229.14,30607838.67,16750000.0,,0.0,2142941.38,,,,1700000.0,,478984417.38,,,,,,,,217447347.74,,247100000.0,217447347.74,599597366.49,,,29650982.69,,24393800.0,,0.0,,,,103536793.8,400000000,,,,242941.38,951126165.21,,593654361.87,,,,,,,,18262946.55,,,,597454425.11,865922380.24,,,,593654361.87,,,,,,,,,,,,,,
2002-03-31,799988540.21,1765906635.87,97840035.9,168468539.55,45754073.92,16750000.0,,0.0,49604524.74,14657713.19,,15353207.86,40360656.23,29779643.14,550252137.75,,,15353207.86,0.038383,,,,153469136.95,3591251.09,279807243.73,153469136.95,753673188.88,,,78927940.81,,983800.0,,20000.0,,,,141182378.32,400000000,52034242.56,,30988709.44,242941.38,966479373.07,2460063.21,651710433.7,,20709027.49,,,,,0.038383,30846472.29,,17117776.4,21045533.12,704068664.14,965918095.66,,149874278.46,,651710433.7,,,,,,,,,,,,,,
2002-06-30,810062016.5,1792272531.2,202243795.15,180850078.99,47828335.31,579112.2,,0.0,76407957.8,34421889.33,,32329335.69,37750000.0,46296820.53,511901989.83,,,32329335.69,,,,,223695112.7,5148206.28,276505000.0,223695112.7,745617195.49,,,78283739.17,,24413800.0,,0.0,,,,131826326.22,400000000,90699723.53,,49079514.72,242941.38,998827000.4,5923959.65,659352067.41,,45494055.26,,,,,,56919754.06,,40345848.98,41620208.81,669209237.69,982210514.7,,292943518.68,,659352067.41,,,,,,,,,,,,,,
2002-09-30,847835060.27,1858916935.11,118303229.13,180083865.52,47411531.66,7128135.22,,0.0,91967822.18,17950740.38,,18074248.3,60369454.85,51743749.77,545232208.43,,,18074248.3,,,,,182916755.89,3460026.06,287500000.0,182916755.89,794604154.75,,,77639537.53,,2153800.0,,20000.0,,,,165269031.0,400000000,76527900.36,,52962643.95,242941.38,1016901248.7,3019343.38,697639442.93,,24430109.82,,,,,,71368666.16,,20970083.76,23565256.41,702636332.57,1011081874.84,,194831129.49,,697639442.93,,,,,,,,,,,,,,
2002-12-31,924061228.11,1882271513.97,205728457.62,184009844.69,22517313.0,4400000.0,,0.0,98660254.38,3434298.99,,3183898.79,46350000.0,74123498.18,521658881.92,,,3183898.79,,,,,186886282.11,5368047.23,257000000.0,186886282.11,854696980.26,,,76995335.89,,24393800.0,,0.0,,,,184241804.11,400000000,85624297.72,,76405247.93,242941.38,979111254.56,3630860.27,754422887.89,,12433206.49,,,,,,31702840.27,,7065159.26,9219049.79,756036725.88,958210285.86,,291352755.34,,754422887.89,,,,,,,,,,,,,,
2003-03-31,893595247.05,2097696325.77,123681602.63,167336001.98,22183713.0,4050000.0,210312127.33,0.0,94632254.38,21482063.63,,20921640.51,42655600.0,32034482.96,548346902.67,397198409.44,-23345289.47,20921640.51,0.049577,,-3249512.22,,397198409.44,2910991.56,197000000.0,397198409.44,907475420.07,143715880.22,11584454.86,75971218.39,152771215.38,24393800.0,-26688020.75,0.0,,-431000.0,,197102527.51,422000000,61092246.93,186886282.11,33237276.68,242941.38,1141190416.8,3600579.23,768381896.77,-184719856.43,39578089.28,3507378.68,149099924.86,,,0.049577,48716340.14,,25082642.86,27854970.25,812843165.69,1204101078.72,133159675.27,184773849.56,175909959.49,768381896.77,-23138744.11,,,,,,,,,,,,,
2003-06-30,873782415.55,1976789673.35,182385980.57,209524013.85,22424513.0,4050000.0,-116125729.29,0.0,94567454.38,34154594.11,,33366182.63,42350000.0,49271250.4,519779151.89,281072680.15,-90116559.01,33366182.63,,,-3210731.7,,281072680.15,3549252.36,195000000.0,281072680.15,754380227.76,-903594.93,12893415.39,32127224.91,-128817917.16,20393800.0,27363444.29,0.0,,-382542.07,,164867536.74,422000000,94562645.9,397198409.44,51391755.62,242941.38,1174594496.69,7367975.8,794620031.31,12277056.43,57965237.66,2939985.59,4900075.14,,,,75083924.43,,41522569.91,43170890.28,659812773.38,1103007257.8,-88535652.75,276948626.47,-38323734.31,794620031.31,-90494182.85,,,,,,,,,,,,,
2003-09-30,875640932.97,1893900155.46,134489974.12,233442743.67,46127914.73,26418350.72,-130580812.24,0.0,67142941.38,23517506.72,,23324591.46,37350000.0,43140598.08,534380079.6,148120787.77,27728693.1,23324591.46,0.055272,-206600.0,-33017614.25,,148169733.72,1243411.84,124800000.0,148169733.72,650077234.02,229690.82,11545891.45,31134556.96,29193579.88,23393800.0,-34659007.81,0.0,,813542.07,,176125236.75,422000000,77486536.54,281072680.15,44986777.61,242941.38,1197695006.71,4005319.53,796204964.68,-152345422.03,40312129.54,2056984.03,0.0,,,0.055272,94557243.79,,27522826.25,32499758.93,582934292.64,1018259222.49,-47355140.26,211976510.66,2598906.81,796204964.68,26594673.07,,,,,,,,,,,,,
2003-12-31,896794247.76,1893148599.68,228293548.15,246287027.11,22183713.0,37550000.0,-7809347.65,0.0,53826654.38,1690469.12,,4435399.43,8000000.0,85822335.73,520405703.85,142682520.26,43635270.35,4435399.43,,206600.0,-12021338.55,,142682520.26,4387696.85,124000000.0,142682520.26,645635381.71,-1871130.37,15904678.9,75184232.25,-164345173.28,19393800.0,15280521.14,0.0,,-2013370.4,,185407027.36,422000000,107305659.0,148120787.77,88039097.57,242941.38,1202616644.46,6462135.34,775504731.93,54938222.03,28444980.21,3397129.89,0.0,,,,94459762.9,,8152604.46,19266561.43,591808727.33,996354351.92,-138949901.71,335599207.15,-86898964.59,775504731.93,-77446208.69,,,,,,,,,,,,,
2004-03-31,909956977.05,2074920169.41,126892904.91,302124901.65,22183713.0,33150000.0,7391505.7,0.0,53826654.38,27747376.32,,27710404.83,8000000.0,35242038.25,577246747.36,150074025.96,-4352909.56,27710404.83,0.065664,,-2037877.21,,150074025.96,1909406.69,199000000.0,150074025.96,799613693.98,12196.2,12230375.96,74391564.3,-71152410.08,19393800.0,-56841043.51,0.0,,19974921.0,,207835251.89,422000000,72149249.59,142682520.26,36410405.62,242941.38,1230327049.29,4940026.31,789719358.49,-137200350.04,46827185.28,2010439.44,,,,0.065664,116805580.25,,32687402.63,35738843.97,745787039.6,1164963192.36,-88500337.48,199042154.5,-44994675.03,789719358.49,-26157735.05,,,,,,,,,,,,,
2004-06-30,934270713.2,2088213558.1,228327233.28,296938202.33,22183713.0,36225000.0,13425088.49,0.0,50751654.38,32574281.17,,31289340.07,8000000.0,52211436.43,573706125.47,163499114.45,-60267690.63,31289340.07,,,-3146611.15,,163499114.45,3275081.67,179800000.0,163499114.45,813227353.47,-12196.2,12297891.89,73165160.71,44497261.35,19393800.0,445704.56,0.0,,-19974921.0,,216830712.34,422000000,97268096.08,150074025.96,54320733.88,242941.38,1228425834.37,6444171.48,819705318.34,-55899649.96,54591426.21,3034661.62,,,,,108050818.22,,39018452.65,42947362.2,762475699.09,1153942844.9,31687033.72,325595329.36,84286981.91,819705318.34,-39789720.56,,,,,,,,,,,,,
2004-09-30,903104561.1,2133432723.77,167473776.73,334209754.22,22183713.0,35225000.0,-37514453.34,0.0,50751654.38,24388637.19,,24591159.03,8000000.0,42439232.97,630801710.55,125984661.11,10733128.09,24591159.03,0.058273,,-30957585.18,,125984661.11,2026440.81,186221400.0,125984661.11,834158715.3,0.0,14369737.7,41971607.06,3518703.9,19393800.0,-54000667.75,0.0,,-20650.0,,263239279.69,422000000,75344491.26,163499114.45,43926652.49,242941.38,1252454059.23,3983344.27,819646964.38,-157450350.04,44768159.97,2483522.17,,,,0.058273,127662045.23,,28371981.46,31417838.77,783407060.92,1230328162.67,-46942441.75,242818267.99,-4416904.23,819646964.38,7935608.13,,,,,,,,,,,,,
2004-12-31,869515612.57,2019421955.06,256436792.6,317310165.86,22183713.0,40550000.0,30247862.62,0.0,29426654.38,12149371.57,,12313095.23,7000000.0,79576657.96,623800863.75,156232523.73,24695842.2,12313095.23,,,-7875885.38,,156232523.73,3524547.57,192487000.0,156232523.73,708613196.25,0.0,10432558.76,27723156.37,-53258043.83,14891800.0,-11984871.84,0.0,,425041.92,,250782534.27,422000000,101089263.77,125984661.11,82086608.76,242941.38,1265422331.87,6280297.84,804616717.53,-5849649.96,32386775.74,2848883.74,,,,,134944772.52,,18429669.41,19002655.01,679186541.87,1149906342.49,-50522534.44,357526056.37,5446236.65,804616717.53,-58704280.48,,,,,,,,,,,,,
2005-03-31,862583228.85,2099445506.36,156456753.89,337132200.7,22399438.36,40550000.0,-17936019.67,0.0,29642379.74,18723537.27,,18536272.2,7000000.0,34384108.4,666261733.66,138296504.06,-3663432.9,18536272.2,0.043925,,-2874504.45,,138296504.06,2866168.71,218050000.0,138296504.06,769913210.26,44802.99,12439450.73,26792476.28,-45570176.39,14891800.0,-42460869.91,0.0,,0.0,2185.16,275578082.75,422000000,59926105.2,156232523.73,35555135.89,242941.38,1283958604.07,3474777.85,798246735.86,-106677400.0,37503934.56,2862618.79,,,,0.043925,149709302.2,,22198315.12,24370969.31,740270830.52,1236862277.51,-73952141.49,216382859.09,-40610991.86,798246735.86,-4959184.53,,,,,,,,,,,,,
2005-06-30,870900640.36,2104421801.65,195031178.65,376279015.22,22183713.0,37550000.0,-34676020.77,0.0,29426654.38,16712168.92,,17099933.98,7000000.0,53497054.77,678784465.1,103620483.29,-24866849.79,17099933.98,,,-3176656.91,,117320483.29,3184992.65,239534833.28,117320483.29,791939764.59,-13744802.99,12776206.83,26984608.19,-34566260.03,14891800.0,-14543790.8,0.0,,3355243.26,452214.84,288660910.49,422000000,77213465.18,138296504.06,54858437.98,242941.38,1267296110.11,4176041.59,805619168.21,-21950000.0,36849409.99,3073255.43,,,,,129539603.86,,20888210.51,22355027.2,762513110.21,1233521161.29,-46421053.21,272244643.83,-7637733.45,805619168.21,-26928526.58,,,,,,,,,,,,,
2005-09-30,866290304.92,2107825538.4,130882147.7,316565619.62,22183713.0,29550000.0,-8899097.43,0.0,29426654.38,16115688.1,,15788506.99,7000000.0,24068421.83,735348491.42,94721385.86,-1555867.58,15788506.99,0.037414,,-30969365.55,,94721385.86,2973253.94,244650000.0,94721385.86,779227813.22,14099666.3,17282105.86,25990324.1,22303028.1,14891800.0,-54542966.96,0.0,,-3355243.26,-452214.84,306290606.72,422000000,46603477.83,103620483.29,26309914.28,242941.38,1283084617.1,2107839.44,800156803.64,-110022000.0,38478887.34,2938291.52,,,,0.037414,142076842.01,,18223527.54,20293563.55,749801158.84,1241535233.48,-11427517.77,177485625.53,22117997.66,800156803.64,185030.44,,,,,,,,,,,,,
2005-12-31,860028428.39,2127384112.13,246531272.21,371415628.85,18381310.04,32550000.0,6139309.47,0.0,22624251.42,-3165904.11,,-2634357.12,4000000.0,104394510.64,719812008.3,100860695.33,-33946736.07,-2634357.12,,,-9754635.99,,100860695.33,4065149.66,290402766.7,100860695.33,800652253.05,-399666.3,9037255.12,26132662.01,-41167979.72,0.0,6053874.84,0.0,,452214.84,452214.84,300529602.08,422000000,89010447.99,94721385.86,105012150.77,242941.38,1280500032.83,3364964.89,801889459.96,-34578000.0,13301465.56,4852683.99,,,,,139909389.09,,199060.78,-16001702.78,778028001.63,1267355683.74,-28498893.62,335541720.2,-5223641.93,801889459.96,-35944337.79,,,,,,,,,,,,,
2006-03-31,860573548.89,2164201638.38,160234867.49,382128095.15,18381310.04,32550000.0,12651024.96,0.0,22624251.42,3159804.58,,3447299.19,4000000.0,29971664.11,704088032.63,113511720.29,-12885609.54,3447299.19,0.008169,,-3872613.78,,113511720.29,3870791.66,307650000.0,113511720.29,834309974.72,299862.04,11622821.83,25250555.06,-21773919.36,0.0,15723975.67,0.0,,0.0,,291117664.73,422000000,39956020.75,100860695.33,31248211.8,242941.38,1283947332.02,369889.66,802466184.86,-164350000.0,19023307.73,2258181.94,,,,0.008169,142558265.9,,3529694.24,8707808.95,811685723.3,1303628089.49,-26380200.58,200190888.24,-8731309.82,802466184.86,-13042609.54,,,,,,,,,,,,,
2006-06-30,912142345.64,2230542015.92,237518310.05,460180633.57,18381310.04,32550000.0,-13128710.51,0.0,23324251.42,6984679.05,,6842242.5,4000000.0,67349267.11,683121651.66,100383009.78,-40383276.02,6842242.5,,,-4417427.24,,100383009.78,4419249.36,353170383.32,100383009.78,922360159.15,-299862.04,12795550.0,25405482.11,-32135731.14,0.0,17802681.98,0.0,,-1478427.26,,294785757.69,422000000,78625493.92,113511720.29,69256411.36,242941.38,1261276891.13,2937514.69,833363449.36,-16100000.0,27136993.1,5626739.23,,,,,119605243.41,,9922193.74,9369082.56,899035907.73,1318399670.28,-21839667.61,316143803.97,7017617.62,833363449.36,-39153348.76,,,,,,,,,,,,,
2006-09-30,874199407.76,2187582079.02,175419684.88,394530526.23,18381310.04,29550000.0,-21703264.74,0.0,22624251.42,4394559.85,,3771249.9,4000000.0,41213834.83,717913735.6,78679745.04,-19299027.62,3771249.9,0.008937,0.0,-27841314.82,,78679745.04,2042672.74,310417616.62,78679745.04,876321569.65,-2395.0,16413750.05,24573169.16,33013559.58,0.0,-31628384.95,0.0,,-474572.74,,304226382.54,422000000,47349089.9,100383009.78,42008239.79,242941.38,1265114623.15,-1086939.67,796258973.64,-91220000.0,21764042.97,1784115.13,,,,0.008937,122964620.91,,3307620.18,5340850.11,853697318.23,1313382671.26,28789156.34,222768774.78,51601514.46,796258973.64,-18587954.88,,,,,,,,,,,,,
2006-12-31,911884570.47,2132913615.4,184713792.14,371979824.71,17501489.65,33550000.0,-2576907.31,0.0,17744431.03,-104020964.88,,-101955587.44,,136872275.35,710196289.75,76102837.73,-39815311.23,-101955587.44,,0.0,-9602785.71,,82804512.27,5685967.34,350023825.01,82804512.27,921715878.94,-6699279.54,9696578.15,25311812.79,-38028482.51,0.0,-37195861.95,0.0,,-19526427.26,,358876044.02,422000000,43361371.46,78679745.04,137969633.5,242941.38,1165310630.15,3630.52,837315372.44,-74980000.0,-88634788.87,6336713.25,,,,,22474593.24,,-104017334.36,-94608262.04,903971447.91,1221029044.93,12405681.29,228075163.6,-14566361.15,837315372.44,-23462121.36,,,,,,,,,,,,,
2007-03-31,920459179.44,2205511366.54,150382626.45,387290582.45,32726147.62,36391786.1,41489586.51,,61969089.0,-1690983.6,,-1486974.78,29000000.0,38510019.28,712108802.86,124350895.97,-12740816.07,-1486974.78,-0.004,,-4087036.6,371743695.0,124350895.97,4257702.72,345533825.01,124350895.97,1007052145.65,-100601.25,,118410785.79,7276298.86,0.0,,36556.0,371743695.0,-120364.66,,381283450.14,422000000,43219972.87,82861309.46,39736913.78,242941.38,1149013237.65,-145238.49,674713903.91,-177500000.0,2421480.63,,,,,-0.004,6177200.74,,-1836222.09,3483059.09,945083056.65,1285052187.1,,193602599.32,,674713903.91,-22658557.1,,,,,,,,,,,,,
2007-06-30,918431451.23,2208401888.28,281216712.57,421721455.2,17501489.65,34275249.61,-8311296.39,,44744431.03,12325830.66,,12708199.74,27000000.0,50689291.19,676776958.72,109337925.04,-19505021.99,12708199.74,,,-4480207.83,,127670504.47,4405754.48,361173475.0,127670504.47,1000723919.53,-11530303.64,,117334282.06,-12825230.87,12105941.1,,198045.09,,120364.66,,397537842.59,422000000,80481476.94,124350895.97,53028341.11,242941.38,1161802295.31,-421662.66,668899710.41,-6950000.0,16309922.48,,,,,,18885400.47,,11904168.0,27453135.83,955979488.5,1289970437.05,,361698189.51,,668899710.41,-9673555.55,,,,,,,,,,,,,
2007-09-30,911603509.61,2221701791.74,193308139.34,491586083.99,17501489.65,31489242.0,-39208139.49,,46744431.03,1186980.03,,-371619.96,29000000.0,50681629.89,669187613.08,76831460.09,2379131.29,-371619.96,-0.001,,-4442077.13,371619960.0,76831460.09,4314796.9,387427500.0,76831460.09,1012836842.97,12464618.25,,115487273.98,-32797816.31,12457078.1,,11610.0,371619960.0,0.0,,375795151.35,422000000,53325412.63,109337925.04,51347534.45,242941.38,1162402897.43,225638.75,666552403.04,-142720000.0,5727415.68,,,,,-0.001,19486002.6,,1412618.78,1977878.18,966092411.94,1310098282.13,,246633551.97,,666552403.04,-8142976.03,,,,,,,,,,,,,
2007-12-31,905240206.55,2216816579.29,199869360.49,416639166.1,4592037.84,31247174.93,28579554.96,,33592037.84,-2448157.57,,-1571106.13,29000000.0,62837775.27,683335578.5,98652543.32,15432264.74,-1571106.13,,,-5883536.45,,108403575.44,6086935.53,365079750.0,108403575.44,1010130474.02,-10835665.48,,133379306.24,27651422.77,0.0,,0.0,,59717.82,0.0,388790153.58,422000000,69706053.27,76831460.09,64639983.73,,1161039825.84,1210629.04,715642597.47,-91005825.01,4849407.0,,,,,,16060153.67,,-1237528.53,5066069.54,976538436.18,1311576372.74,,269575413.76,,715642597.47,5477969.46,,,,,,,,,,,,,
2008-03-31,888106665.18,2227461778.87,143261079.82,427895690.35,4592037.84,32277745.33,-41214594.38,,31592037.84,-22912855.59,,-22499314.07,27000000.0,44088085.69,762907721.64,67188981.06,-2562506.67,-22499314.07,-0.0533,,-5790208.42,422125968.0,67188981.06,6063495.12,366344750.0,67188981.06,1043688529.19,-5877877.96,,131776488.28,-31263899.29,0.0,,0.0,422125968.0,-67563.68,44847.59,409685634.63,422000000,33989454.6,108403575.44,44404986.21,,1138540511.77,77273.11,706689376.91,-145150000.0,-16772087.36,,,,,-0.0533,-6439160.4,,-22835582.48,-10415531.61,1012096491.35,1339355113.69,,177250534.42,,706689376.91,-2539890.58,,,,,,,,,,,,,
