date,quarterlyInterestExpense,quarterlyCommonStockIssuance,quarterlyInvestmentsAndAdvances,quarterlyBasicAverageShares,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyAccountsReceivable,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyTotalNonCurrentAssets,quarterlyDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyPurchaseOfInvestment,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,quarterlyChangeInInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyStockholdersEquity,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation
2002-03-31,293000000.0,306000000.0,,2150000000.0,-73000000.0,0.0,8875000000.0,14534000000.0,1100000000.0,2365000000,2365000000.0,-10679000000.0,-364000000.0,-857000000.0,-70000000.0,2255000000.0,10458000000.0,19771000000.0,3257000000.0,15056000000.0,3878000000.0,1376000000.0,5275000000.0,736000000.0,453000000.0,67075000000.0,1.09,383000000.0,2365000000.0,83544000000.0,37485000000.0,-7078000000.0,334000000.0,,,935000000.0,,383000000.0,3511000000.0,4171000000,15960000000,-2765000000.0,2927000000.0,721000000.0,,7428000000.0,25735000000.0,59824000000.0,2169724771.0,,-1248000000.0,66000000.0,383000000.0,-290000000.0,38454000000.0,-1087000000.0,4505000000,418000000.0,19682000000.0,9221000000.0,41910000000.0,8532000000.0,,16469000000.0,17914000000.0,,55000000.0,3255000000.0,,1936000000.0,1.1,11681000000.0,,,,,
2002-06-30,309000000.0,345000000.0,,2139344262.0,-26000000.0,0.0,9087000000.0,14761000000.0,4636000000.0,2610000000,2610000000.0,-11066000000.0,-470000000.0,-3406000000.0,997000000.0,3066000000.0,10480000000.0,18667000000.0,3392000000.0,15390000000.0,4318000000.0,1533000000.0,5567000000.0,4166000000.0,383000000.0,68030000000.0,1.21,1380000000.0,2610000000.0,86183000000.0,37879000000.0,-3265000000.0,330000000.0,,,935000000.0,,1380000000.0,3681000000.0,4627000000,16520000000,1796000000.0,2878000000.0,-65000000.0,,8019000000.0,26456000000.0,61444000000.0,2157024793.0,,-1245000000.0,52000000.0,1380000000.0,-346000000.0,39773000000.0,-1133000000.0,4957000000,-299000000.0,20541000000.0,10888000000.0,40931000000.0,8501000000.0,,18153000000.0,20513000000.0,,129000000.0,3390000000.0,,2119000000.0,1.22,11784000000.0,,,,,
2002-09-30,279000000.0,64000000.0,,2105797101.0,-62000000.0,2653000000.0,9331000000.0,16743000000.0,4196000000.0,4359000000,4359000000.0,-9487000000.0,-515000000.0,-4334000000.0,-925000000.0,3276000000.0,11152000000.0,18386000000.0,3006000000.0,14563000000.0,6932000000.0,2461000000.0,5030000000.0,3681000000.0,1380000000.0,68874000000.0,2.06,455000000.0,4359000000.0,85985000000.0,37568000000.0,-3276000000.0,312000000.0,,,935000000.0,,455000000.0,1304000000.0,4558000000,15238000000,1166000000.0,2739000000.0,539000000.0,,7564000000.0,24050000000.0,60405000000.0,2116019417.0,,-1236000000.0,-380000000.0,455000000.0,-801000000.0,42796000000.0,-2402000000.0,4870000000,-328000000.0,21345000000.0,12326000000.0,40760000000.0,7674000000.0,,17111000000.0,19645000000.0,,-226000000.0,3005000000.0,,2295000000.0,2.07,11222000000.0,,,,,
2002-12-31,446000000.0,9000000.0,,,-26000000.0,-566000000.0,9127000000.0,17382000000.0,680000000.0,1768000000,1768000000.0,-9707000000.0,-660000000.0,432000000.0,110000000.0,2413000000.0,11633000000.0,21355000000.0,3178000000.0,14846000000.0,2970000000.0,1054000000.0,5139000000.0,20000000.0,455000000.0,70099000000.0,,565000000.0,1768000000.0,87540000000.0,37871000000.0,-3956000000.0,355000000.0,,,935000000.0,,565000000.0,1965000000.0,3245000000,14464000000,-1043000000.0,3088000000.0,390000000.0,,6423000000.0,24553000000.0,63696000000.0,,,-1339000000.0,300000000.0,565000000.0,-1034000000.0,43259000000.0,-1768000000.0,3600000000,-546000000.0,19478000000.0,11616000000.0,44614000000.0,8041000000.0,,17441000000.0,19082000000.0,,-494000000.0,2632000000.0,,2610000000.0,,11626000000.0,,,,,
2003-03-31,283000000.0,52000000.0,,2024074074.0,-104000000.0,0.0,9447000000.0,17499000000.0,2173000000.0,2186000000,2186000000.0,-10237000000.0,-423000000.0,-933000000.0,826000000.0,3375000000.0,11608000000.0,22908000000.0,3055000000.0,15101000000.0,3581000000.0,1261000000.0,5465000000.0,1750000000.0,565000000.0,70709000000.0,1.07,1391000000.0,2186000000.0,89900000000.0,38109000000.0,-3614000000.0,341000000.0,,,935000000.0,,1391000000.0,1931000000.0,3864000000,14484000000,151000000.0,2726000000.0,-167000000.0,,6919000000.0,25338000000.0,65306000000.0,2042990654.0,,-1309000000.0,-187000000.0,1391000000.0,-444000000.0,44016000000.0,-856000000.0,4205000000,-472000000.0,20149000000.0,11821000000.0,45453000000.0,7565000000.0,,19191000000.0,19853000000.0,,-16000000.0,3053000000.0,,2888000000.0,1.08,10937000000.0,,,,,
2003-06-30,263000000.0,86000000.0,,2030833333.0,-98000000.0,-191000000.0,9482000000.0,17862000000.0,1979000000.0,2437000000,2437000000.0,-10795000000.0,-476000000.0,2086000000.0,3441000000.0,2490000000.0,11837000000.0,21090000000.0,3305000000.0,15621000000.0,3928000000.0,1382000000.0,5596000000.0,1503000000.0,1391000000.0,71923000000.0,1.2,4832000000.0,2437000000.0,94152000000.0,38440000000.0,-2796000000.0,339000000.0,,,935000000.0,,4832000000.0,7411000000.0,4191000000,15487000000,-3111000000.0,2650000000.0,885000000.0,,7496000000.0,26416000000.0,67286000000.0,2030833333.0,,-1298000000.0,277000000.0,4832000000.0,-783000000.0,45167000000.0,-7000000.0,4530000000,-55000000.0,22238000000.0,10858000000.0,43877000000.0,7991000000.0,,22229000000.0,23409000000.0,,-229000000.0,3111000000.0,,2319000000.0,1.2,10950000000.0,,,,,
2003-09-30,301000000.0,50000000.0,,2024390244.0,-132000000.0,-10000000.0,9152000000.0,17632000000.0,4748000000.0,2490000000,2490000000.0,-10776000000.0,-1061000000.0,-2925000000.0,1216000000.0,2879000000.0,12216000000.0,20787000000.0,3179000000.0,15377000000.0,3922000000.0,1353000000.0,5161000000.0,3687000000.0,4832000000.0,71567000000.0,1.22,6048000000.0,2490000000.0,94426000000.0,38558000000.0,-3369000000.0,370000000.0,,,935000000.0,,6048000000.0,5937000000.0,4223000000,15302000000,3189000000.0,2639000000.0,119000000.0,,7402000000.0,26153000000.0,66771000000.0,2040983607.0,,-1298000000.0,147000000.0,6048000000.0,-395000000.0,46290000000.0,-40000000.0,4593000000,219000000.0,22829000000.0,11667000000.0,43649000000.0,7900000000.0,,22859000000.0,23122000000.0,,558000000.0,3167000000.0,,2498000000.0,1.23,10646000000.0,,,,,
2003-12-31,520000000.0,255000000.0,,,226000000.0,-112000000.0,9540000000.0,19181000000.0,1916000000.0,2091000000,2091000000.0,-11166000000.0,-14000000.0,-3687000000.0,-2271000000.0,2703000000.0,13110000000.0,21163000000.0,3385000000.0,16067000000.0,3329000000.0,1155000000.0,5256000000.0,1902000000.0,6048000000.0,74793000000.0,,3777000000.0,2091000000.0,96175000000.0,39545000000.0,-2125000000.0,390000000.0,,,935000000.0,,3777000000.0,3376000000.0,3632000000,15431000000,-316000000.0,3198000000.0,147000000.0,,7017000000.0,27233000000.0,66338000000.0,,,-1380000000.0,14000000.0,3777000000.0,-805000000.0,47008000000.0,-246000000.0,4022000000,-361000000.0,25077000000.0,12116000000.0,44945000000.0,8414000000.0,,21382000000.0,21393000000.0,,179000000.0,2509000000.0,,2809000000.0,,10672000000.0,,,,,
2004-03-31,300000000.0,430000000.0,,2050467290.0,-154000000.0,-335000000.0,9543000000.0,19558000000.0,289000000.0,2194000000,2194000000.0,-11628000000.0,-326000000.0,-577000000.0,-573000000.0,2167000000.0,13009000000.0,21371000000.0,3710000000.0,16009000000.0,3428000000.0,1186000000.0,5592000000.0,-37000000.0,3777000000.0,75246000000.0,1.07,3204000000.0,2194000000.0,95565000000.0,39679000000.0,-1711000000.0,384000000.0,,,935000000.0,,3204000000.0,4022000000.0,3728000000,15522000000,-3548000000.0,2780000000.0,972000000.0,,7438000000.0,27637000000.0,63963000000.0,2050467290.0,,-1385000000.0,149000000.0,3204000000.0,-368000000.0,47696000000.0,-152000000.0,4112000000,137000000.0,26840000000.0,9854000000.0,45140000000.0,8084000000.0,,20319000000.0,18823000000.0,,110000000.0,3371000000.0,,1980000000.0,1.07,10760000000.0,,,,,
2004-06-30,297000000.0,73000000.0,,2052343750.0,-115000000.0,-420000000.0,9216000000.0,20243000000.0,4077000000.0,2627000000,2627000000.0,-11778000000.0,-389000000.0,-2017000000.0,1827000000.0,2680000000.0,13295000000.0,20559000000.0,3893000000.0,15773000000.0,3619000000.0,963000000.0,5672000000.0,3688000000.0,3204000000.0,75774000000.0,1.27,5031000000.0,2627000000.0,97921000000.0,39758000000.0,-2125000000.0,388000000.0,,,935000000.0,,5031000000.0,4325000000.0,3916000000,16445000000,1584000000.0,2877000000.0,-18000000.0,,7809000000.0,27551000000.0,65461000000.0,2068503937.0,,-1393000000.0,184000000.0,5031000000.0,-154000000.0,48950000000.0,-162000000.0,4304000000,,27775000000.0,11172000000.0,44407000000.0,8636000000.0,,22147000000.0,21054000000.0,,254000000.0,3468000000.0,,2228000000.0,1.28,10553000000.0,,,,,
2004-09-30,288000000.0,39000000.0,,2052713178.0,-65000000.0,-76000000.0,9647000000.0,20201000000.0,4437000000.0,2648000000,2648000000.0,-12066000000.0,-483000000.0,-2635000000.0,1638000000.0,3298000000.0,13411000000.0,19580000000.0,3398000000.0,15832000000.0,3870000000.0,1295000000.0,5492000000.0,3954000000.0,5031000000.0,75946000000.0,1.29,6669000000.0,2648000000.0,100244000000.0,39913000000.0,-1975000000.0,397000000.0,,,935000000.0,,6669000000.0,4303000000.0,4158000000,15977000000,1740000000.0,2926000000.0,-218000000.0,,7556000000.0,27898000000.0,66477000000.0,2052713178.0,,-1395000000.0,-391000000.0,6669000000.0,-200000000.0,50124000000.0,-167000000.0,4555000000,,29083000000.0,12466000000.0,43484000000.0,8421000000.0,,24298000000.0,22993000000.0,,278000000.0,3319000000.0,,2490000000.0,1.29,10493000000.0,,,,,
2004-12-31,638000000.0,285000000.0,,,-75000000.0,-311000000.0,10041000000.0,20330000000.0,2087000000.0,1951000000,1947000000.0,-12782000000.0,-715000000.0,-2753000000.0,-925000000.0,2488000000.0,13553000000.0,18683000000.0,3823000000.0,16305000000.0,3087000000.0,1096000000.0,5754000000.0,1372000000.0,6669000000.0,75747000000.0,,5744000000.0,1947000000.0,101648000000.0,39112000000.0,-1141000000.0,438000000.0,,,935000000.0,,5744000000.0,4297000000.0,3484000000,16019000000,192000000.0,3466000000.0,-348000000.0,,7307000000.0,29087000000.0,66170000000.0,,,-1499000000.0,-82000000.0,5744000000.0,-694000000.0,50595000000.0,-207000000.0,3922000000,,30714000000.0,13323000000.0,42596000000.0,8712000000.0,,25901000000.0,23574000000.0,,16000000.0,2698000000.0,,4362000000.0,,10360000000.0,,,,,
2005-03-31,281000000.0,330000000.0,,2060317460.0,-354000000.0,-55000000.0,10124000000.0,23037000000.0,-483000000.0,2584000000,2596000000.0,-13054000000.0,-355000000.0,600000000.0,-1536000000.0,1781000000.0,13540000000.0,18224000000.0,3615000000.0,16187000000.0,3895000000.0,1291000000.0,6080000000.0,-838000000.0,5744000000.0,78304000000.0,1.25,4208000000.0,2596000000.0,102280000000.0,39080000000.0,-1038000000.0,407000000.0,,,935000000.0,,4208000000.0,6969000000.0,4176000000,16462000000,-4144000000.0,3072000000.0,896000000.0,,7791000000.0,29241000000.0,65103000000.0,2076800000.0,,-1503000000.0,-71000000.0,4208000000.0,-1648000000.0,51573000000.0,-167000000.0,4583000000,335000000.0,32409000000.0,11123000000.0,42158000000.0,8671000000.0,,23976000000.0,22945000000.0,,40000000.0,3556000000.0,,3564000000.0,1.26,10394000000.0,,,,,
2005-06-30,320000000.0,243000000.0,,2067441860.0,-26000000.0,-73000000.0,10867000000.0,21012000000.0,5549000000.0,2912000000,2667000000.0,-13058000000.0,-537000000.0,1249000000.0,4291000000.0,3801000000.0,12652000000.0,19034000000.0,3718000000.0,16247000000.0,4151000000.0,1192000000.0,5737000000.0,5012000000.0,4208000000.0,80697000000.0,1.28,8499000000.0,2667000000.0,108205000000.0,43438000000.0,-1466000000.0,410000000.0,,,935000000.0,,8499000000.0,8762000000.0,4473000000,17325000000,3387000000.0,3153000000.0,-1147000000.0,,8191000000.0,29305000000.0,70178000000.0,2083593750.0,,-1510000000.0,-386000000.0,8499000000.0,-2108000000.0,52759000000.0,-208000000.0,4883000000,-228000000.0,33388000000.0,12359000000.0,42103000000.0,9134000000.0,,27508000000.0,28075000000.0,,351000000.0,3643000000.0,,2405000000.0,1.29,10417000000.0,,,,,
2005-09-30,306000000.0,228000000.0,,2074100719.0,-36000000.0,-284000000.0,10918000000.0,21053000000.0,2889000000.0,2883000000,2883000000.0,-13278000000.0,-597000000.0,-4702000000.0,-2304000000.0,3276000000.0,12738000000.0,19153000000.0,3909000000.0,16318000000.0,4009000000.0,1098000000.0,5503000000.0,2292000000.0,8499000000.0,80568000000.0,1.38,6195000000.0,2883000000.0,106090000000.0,43197000000.0,-1848000000.0,406000000.0,,,935000000.0,,6195000000.0,5567000000.0,4315000000,17306000000,-354000000.0,3279000000.0,-241000000.0,,8224000000.0,29596000000.0,67120000000.0,2089130435.0,,-1514000000.0,-112000000.0,6195000000.0,-450000000.0,54012000000.0,-408000000.0,4721000000,483000000.0,34506000000.0,12869000000.0,42129000000.0,9082000000.0,,25522000000.0,24991000000.0,,137000000.0,3619000000.0,,2906000000.0,1.39,10238000000.0,,,,,
2005-12-31,250000000.0,184000000.0,,,259000000.0,-324000000.0,10584000000.0,22075000000.0,3105000000.0,2289000000,2289000000.0,-13278000000.0,-717000000.0,-2281000000.0,63000000.0,3065000000.0,14229000000.0,17868000000.0,4428000000.0,16678000000.0,3380000000.0,1037000000.0,5361000000.0,2388000000.0,6195000000.0,82168000000.0,,6258000000.0,2289000000.0,107949000000.0,43415000000.0,-1853000000.0,452000000.0,,,935000000.0,,6258000000.0,6266000000.0,3522000000,17827000000,918000000.0,3645000000.0,-497000000.0,,7950000000.0,29956000000.0,68101000000.0,,,-1664000000.0,45000000.0,6258000000.0,-679000000.0,54666000000.0,-392000000.0,3974000000,,35707000000.0,13182000000.0,41943000000.0,9877000000.0,,25781000000.0,26158000000.0,,57000000.0,3982000000.0,,3578000000.0,,9846000000.0,,,,,
2006-03-31,243000000.0,84000000.0,,2082035928.0,-481000000.0,-268000000.0,11580000000.0,22136000000.0,-691000000.0,3477000000,3477000000.0,-13662000000.0,-407000000.0,-2993000000.0,-3767000000.0,2365000000.0,14168000000.0,16058000000.0,3815000000.0,16719000000.0,3836000000.0,289000000.0,5324000000.0,-1098000000.0,6258000000.0,82690000000.0,1.65,2491000000.0,3477000000.0,104814000000.0,12201000000.0,-1361000000.0,446000000.0,,,935000000.0,,2491000000.0,7386000000.0,4079000000,16809000000,-4723000000.0,3098000000.0,768000000.0,,7894000000.0,30381000000.0,62724000000.0,2107272727.0,,-1667000000.0,-941000000.0,2491000000.0,-96000000.0,56617000000.0,-315000000.0,4525000000,,38144000000.0,10545000000.0,39330000000.0,8915000000.0,,22124000000.0,23394000000.0,31634000000.0,311000000.0,3540000000.0,,2729000000.0,1.67,9104000000.0,,,,,
2006-06-30,266000000.0,124000000.0,,2085384615.0,-140000000.0,-390000000.0,11139000000.0,20109000000.0,7808000000.0,2711000000,2711000000.0,-14330000000.0,-526000000.0,-4316000000.0,3122000000.0,4251000000.0,13321000000.0,15495000000.0,4078000000.0,16876000000.0,4137000000.0,1388000000.0,5808000000.0,7282000000.0,2491000000.0,81333000000.0,1.29,5613000000.0,2711000000.0,106764000000.0,12194000000.0,-1041000000.0,437000000.0,,,935000000.0,,5613000000.0,6116000000.0,4403000000,17874000000,3140000000.0,3176000000.0,-1056000000.0,,8481000000.0,31206000000.0,63187000000.0,2101550388.0,,-1672000000.0,770000000.0,5613000000.0,-439000000.0,57653000000.0,-318000000.0,4840000000,,39691000000.0,11644000000.0,38000000000.0,9393000000.0,,25431000000.0,25187000000.0,32154000000.0,-216000000.0,3679000000.0,,2871000000.0,1.3,9184000000.0,,,,,
2006-09-30,193000000.0,213000000.0,,2083333333.0,55000000.0,55000000.0,11765000000.0,19527000000.0,4027000000.0,2875000000,2875000000.0,-14741000000.0,-568000000.0,-4224000000.0,82000000.0,3585000000.0,13076000000.0,13221000000.0,3675000000.0,17043000000.0,4520000000.0,1598000000.0,5826000000.0,3459000000.0,5613000000.0,81580000000.0,1.36,5695000000.0,2875000000.0,107779000000.0,11868000000.0,-917000000.0,456000000.0,,,935000000.0,,5695000000.0,6415000000.0,4716000000,17656000000,1463000000.0,3589000000.0,-276000000.0,,8391000000.0,31784000000.0,62793000000.0,2113970588.0,,-1673000000.0,-608000000.0,5695000000.0,247000000.0,58724000000.0,-310000000.0,5172000000,554000000.0,41190000000.0,13732000000.0,35472000000.0,9265000000.0,,26199000000.0,27321000000.0,33142000000.0,33000000.0,3726000000.0,,2913000000.0,1.38,9175000000.0,,,,,
2006-12-31,629000000.0,65000000.0,,,247000000.0,176000000.0,12186000000.0,15524000000.0,2442000000.0,2959000000,2959000000.0,-14658000000.0,-953000000.0,-2833000000.0,-675000000.0,2744000000.0,10851000000.0,14498000000.0,4479000000.0,17274000000.0,4043000000.0,1076000000.0,6070000000.0,1489000000.0,5695000000.0,78118000000.0,,5020000000.0,2959000000.0,104270000000.0,12085000000.0,-3808000000.0,465000000.0,,,935000000.0,,5020000000.0,4201000000.0,3599000000,17985000000,-1308000000.0,4016000000.0,56000000.0,,8078000000.0,31932000000.0,61123000000.0,,,-1803000000.0,-231000000.0,5020000000.0,-330000000.0,59879000000.0,-311000000.0,4064000000,-643000000.0,39619000000.0,14466000000.0,35696000000.0,9907000000.0,,26152000000.0,25427000000.0,33235000000.0,246000000.0,4029000000.0,,2876000000.0,,10347000000.0,,,,,
2007-03-31,114000000.0,245000000.0,,2099236641.0,-13000000.0,46000000.0,8562000000.0,13733000000.0,-516000000.0,2125000000,2750000000.0,-7464000000.0,-297000000.0,-1529000000.0,-2592000000.0,1890000000.0,6675000000.0,7952000000.0,1878000000.0,7719000000.0,3136000000.0,1051000000.0,2725000000.0,-813000000.0,4781000000.0,29952000000.0,1.3,2189000000.0,2750000000.0,44609000000.0,1903000000.0,-1544000000.0,226000000.0,,,935000000.0,,2189000000.0,579000000.0,3250000000,9037000000,-4231000000.0,1074000000.0,736000000.0,,5128000000.0,15183000000.0,30099000000.0,2115384615.0,,-1805000000.0,201000000.0,2189000000.0,-386000000.0,32010000000.0,,3476000000,182000000.0,14510000000.0,7079000000.0,19477000000.0,3909000000.0,,14657000000.0,10622000000.0,6597000000.0,68000000.0,1878000000.0,,1181000000.0,1.31,4850000000.0,,,,,
2007-06-30,62000000.0,85000000.0,,2109523810.0,512000000.0,-217000000.0,8263000000.0,7973000000.0,5623000000.0,2215000000,2215000000.0,-7832000000.0,-304000000.0,-1518000000.0,3967000000.0,2408000000.0,6891000000.0,4304000000.0,2288000000.0,14294000000.0,3182000000.0,1066000000.0,2525000000.0,5319000000.0,2189000000.0,30999000000.0,1.05,6156000000.0,2215000000.0,49495000000.0,1938000000.0,-767000000.0,236000000.0,,,935000000.0,,6156000000.0,4004000000.0,3244000000,9797000000,3568000000.0,1072000000.0,-411000000.0,,5532000000.0,22126000000.0,33306000000.0,2109523810.0,,-1811000000.0,439000000.0,6156000000.0,-175000000.0,32770000000.0,,3480000000,283000000.0,16189000000.0,9596000000.0,16226000000.0,4265000000.0,,18496000000.0,17080000000.0,6794000000.0,16000000.0,1966000000.0,,1552000000.0,1.05,5031000000.0,,,,,
2007-09-30,11000000.0,27000000.0,,2106400000.0,33000000.0,35000000.0,8932000000.0,14333000000.0,3166000000.0,2633000000,2633000000.0,-8097000000.0,-327000000.0,-1792000000.0,1153000000.0,2830000000.0,6834000000.0,3540000000.0,1934000000.0,8074000000.0,3694000000.0,1117000000.0,2523000000.0,2839000000.0,6156000000.0,30981000000.0,1.24,7309000000.0,2633000000.0,51728000000.0,1874000000.0,-836000000.0,242000000.0,,,935000000.0,,7309000000.0,4485000000.0,3705000000,9964000000,562000000.0,1166000000.0,-430000000.0,,5639000000.0,16171000000.0,34489000000.0,2123387097.0,,-1453000000.0,-549000000.0,7309000000.0,-334000000.0,33822000000.0,,3947000000,153000000.0,17239000000.0,10703000000.0,15305000000.0,4325000000.0,,20747000000.0,19184000000.0,6700000000.0,-18000000.0,1907000000.0,,1983000000.0,1.25,4931000000.0,,,,,
2007-12-31,466000000.0,66000000.0,,,143000000.0,-63000000.0,10571000000.0,12510000000.0,2031000000.0,2188000000,2188000000.0,-8454000000.0,-530000000.0,1336000000.0,-811000000.0,2242000000.0,7093000000.0,7963000000.0,2169000000.0,8857000000.0,3008000000.0,862000000.0,3323000000.0,1501000000.0,7309000000.0,34321000000.0,,6498000000.0,2188000000.0,57211000000.0,4953000000.0,-237000000.0,276000000.0,,,935000000.0,,6498000000.0,3083000000.0,3036000000,9253000000,-1730000000.0,1463000000.0,-150000000.0,,5205000000.0,17311000000.0,38657000000.0,,,-1583000000.0,-980000000.0,6498000000.0,-4360000000.0,34426000000.0,,3312000000,1197000000.0,18554000000.0,11994000000.0,19875000000.0,4048000000.0,,22890000000.0,18782000000.0,8001000000.0,524000000.0,2054000000.0,,2498000000.0,,4819000000.0,,,,,
2008-03-31,,35000000.0,,2115517241.0,1697000000.0,-104000000.0,1277000000.0,11880000000.0,4026000000.0,614000000,2454000000.0,-3087000000.0,-45000000.0,-2675000000.0,-29000000.0,2817000000.0,5733000000.0,736000000.0,504000000.0,2207000000.0,979000000.0,365000000.0,72000000.0,3981000000.0,4842000000.0,17212000000.0,1.16,4813000000.0,2454000000.0,25847000000.0,3044000000.0,-810000000.0,59000000.0,,,935000000.0,,4813000000.0,1269000000.0,1213000000,3604000000,1643000000.0,321000000.0,-458000000.0,,1717000000.0,5294000000.0,21139000000.0,2115517241.0,,-1583000000.0,-23000000.0,4813000000.0,394000000.0,21575000000.0,,1272000000,624000000.0,4708000000.0,6685000000.0,10047000000.0,1887000000.0,,8635000000.0,11092000000.0,81000000.0,231000000.0,648000000.0,,2378000000.0,1.16,3578000000.0,,,,,
2008-06-30,18000000.0,37000000.0,,2075000000.0,529000000.0,128000000.0,1139000000.0,11991000000.0,-2806000000.0,930000000,930000000.0,-3109000000.0,-40000000.0,-2004000000.0,-4697000000.0,1511000000.0,5912000000.0,601000000.0,594000000.0,2179000000.0,1471000000.0,541000000.0,121000000.0,-2846000000.0,4813000000.0,17294000000.0,0.45,415000000.0,930000000.0,20851000000.0,3043000000.0,-808000000.0,51000000.0,,,935000000.0,,415000000.0,2089000000.0,1417000000,5054000000,-3677000000.0,271000000.0,430000000.0,,2011000000.0,5288000000.0,16917000000.0,2088000000.0,,-1585000000.0,138000000.0,116000000.0,-13000000.0,21907000000.0,,1468000000,-1808000000.0,3934000000.0,3010000000.0,10036000000.0,3043000000.0,,3557000000.0,6881000000.0,81000000.0,27000000.0,649000000.0,,1882000000.0,0.45,3523000000.0,,,,,
2008-09-30,25000000.0,7000000.0,,2058000000.0,-3545000000.0,37000000.0,1060000000.0,11541000000.0,3113000000.0,867000000,867000000.0,-3154000000.0,-46000000.0,-2383000000.0,799000000.0,716000000.0,5815000000.0,601000000.0,712000000.0,2162000000.0,1358000000.0,491000000.0,52000000.0,3067000000.0,116000000.0,16825000000.0,0.42,915000000.0,867000000.0,20670000000.0,3041000000.0,-795000000.0,52000000.0,,,935000000.0,,915000000.0,284000000.0,2296000000,5238000000,2009000000.0,293000000.0,-120000000.0,,3008000000.0,5316000000.0,16492000000.0,2058000000.0,,2420000000.0,79000000.0,915000000.0,195000000.0,22113000000.0,0.0,2348000000,1753000000.0,4178000000.0,5180000000.0,10019000000.0,2230000000.0,,3845000000.0,6473000000.0,81000000.0,377000000.0,763000000.0,,1818000000.0,0.42,3603000000.0,,,,,
2008-12-31,210000000.0,10000000.0,4261000000.0,,233000000.0,-436000000.0,1069000000.0,6563000000.0,548000000.0,679000000,679000000.0,-3145000000.0,-110000000.0,6125000000.0,7001000000.0,0.0,4995000000.0,7339000000.0,401000000.0,2199000000.0,981000000.0,302000000.0,,438000000.0,915000000.0,16139000000.0,,7916000000.0,679000000.0,27215000000.0,3039000000.0,-2181000000.0,53000000.0,,,935000000.0,,7916000000.0,135000000.0,-1131000000,1255000000,-259000000.0,494000000.0,10000000.0,,-730000000.0,5344000000.0,24387000000.0,,0.0,-661000000.0,-9000000.0,7916000000.0,-97000000.0,22131000000.0,0.0,-1383000000,-1988000000.0,2828000000.0,5832000000.0,17245000000.0,1985000000.0,,11076000000.0,7142000000.0,77000000.0,-525000000.0,693000000.0,,357000000.0,,1310000000.0,,,,,
2009-03-31,,11000000.0,4354000000.0,2061000000.0,-289000000.0,106000000.0,2033000000.0,6229000000.0,2043000000.0,589000000,589000000.0,-3205000000.0,-43000000.0,3780000000.0,-4058000000.0,0.0,8110000000.0,12460000000.0,851000000.0,2844000000.0,961000000.0,372000000.0,,2000000000.0,7916000000.0,30577000000.0,0.28,3858000000.0,589000000.0,38656000000.0,12152000000.0,-2171000000.0,78000000.0,,464000000.0,935000000.0,,3858000000.0,1210000000.0,1191000000,3812000000,1281000000.0,415000000.0,-277000000.0,-6000000.0,2042000000.0,6049000000.0,35875000000.0,2067000000.0,44000000.0,-661000000.0,-168000000.0,3858000000.0,-9881000000.0,22058000000.0,,1269000000,428000000.0,2778000000.0,7269000000.0,26271000000.0,1770000000.0,-10244000000.0,8079000000.0,9604000000.0,4998000000.0,-58000000.0,845000000.0,-132000000.0,351000000.0,0.28,1790000000.0,,,,,
