date,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDilutedAverageShares,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyIncomeTaxPayable,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,quarterlyNetOtherInvestingChanges,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyEbitda,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets
1995-03-31,,,,0.115671,,,,,,,,,300000,300000,,,,2593563.0,,,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115671,,,,5700000,,,,,,,5700000,,2593563.0,,5700000,,,,,,,,,,,,,
1995-06-30,,,,0.115671,,,,,,,,,300000,300000,,,,2593563.0,,,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115671,,,,5700000,,,,,,,5700000,,2593563.0,,5700000,,,,,,,,,,,,,
1995-09-30,,,,0.115671,,,,,,,,,300000,300000,,,,2593563.0,,,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115671,,,,5700000,,,,,,,5700000,,2593563.0,,5700000,,,,,,,,,,,,,
1995-12-31,57400000.0,16500000.0,,,17600000.0,96800000.0,2100000.0,,1900000.0,,,600000.0,300000,300000,,,1100000.0,,,,200000,,,2200000.0,100000.0,16500000.0,100000.0,,,,91900000.0,80200000.0,-100000.0,,800000.0,,,,,,16600000.0,,,3400000.0,,,,,,,,,-12300000,86200000.0,6300000.0,,,,,-12300000,,,,5500000,,,4900000.0,88300000.0,21800000.0,,-2100000.0,,,,,,
1996-03-31,57300000.0,100000.0,0.0,0.146813,17500000.0,95100000.0,1800000.0,,2800000.0,,,600000.0,400000,400000,,0.0,1100000.0,2724554.0,600000.0,-300000.0,400000,200000.0,,2100000.0,200000.0,15800000.0,200000.0,700000.0,400000.0,-1200000.0,90500000.0,78400000.0,-100000.0,,600000.0,,-100000.0,,,,16700000.0,100000.0,,1500000.0,0.0,3700000.0,5100000.0,,0.146813,100000.0,,700000.0,1900000,84800000.0,6400000.0,300000.0,100000.0,,500000.0,1400000,-700000.0,2724554.0,,5100000,,-800000.0,4600000.0,86100000.0,20200000.0,100000.0,-1300000.0,-1300000.0,,,,,
1996-06-30,57300000.0,200000.0,-100000.0,0.133467,17400000.0,95700000.0,1900000.0,,2300000.0,,,600000.0,500000,500000,,0.0,1000000.0,3746244.0,-1200000.0,-200000.0,500000,100000.0,,2800000.0,100000.0,6800000.0,100000.0,700000.0,9200000.0,-100000.0,91100000.0,69200000.0,100000.0,,300000.0,,0.0,,,,26500000.0,200000.0,,1700000.0,0.0,3800000.0,5300000.0,,0.133467,100000.0,,800000.0,2000000,85600000.0,6600000.0,300000.0,9600000.0,,400000.0,1500000,-100000.0,3746244.0,,5300000,,400000.0,4600000.0,87000000.0,11000000.0,1300000.0,-1400000.0,-1400000.0,,,,,
1996-09-30,57200000.0,100000.0,200000.0,0.115671,17300000.0,98000000.0,2000000.0,,3600000.0,,,700000.0,500000,500000,,100000.0,1000000.0,4322605.0,-1900000.0,-400000.0,500000,300000.0,,2800000.0,300000.0,8100000.0,300000.0,600000.0,700000.0,-1400000.0,92400000.0,71300000.0,0.0,,1000000.0,,0.0,,,,26700000.0,100000.0,,1400000.0,0.0,4000000.0,5300000.0,,0.115671,100000.0,,800000.0,1800000,86900000.0,6700000.0,300000.0,100000.0,,600000.0,1300000,1600000.0,4322605.0,0.0,5300000,,-500000.0,5600000.0,88300000.0,13200000.0,500000.0,-1400000.0,-1900000.0,,,,,
1996-12-31,66600000.0,400000.0,-100000.0,,26300000.0,99700000.0,1900000.0,,2400000.0,,,600000.0,400000,400000,,0.0,1000000.0,,-3500000.0,-500000.0,400000,100000.0,,2800000.0,100000.0,400000.0,100000.0,500000.0,0.0,-1100000.0,94300000.0,73100000.0,-100000.0,,1100000.0,,0.0,,,,26600000.0,300000.0,,2900000.0,0.0,4200000.0,5300000.0,,,0.0,,600000.0,1700000,89900000.0,6600000.0,200000.0,0.0,,600000.0,1100000,800000.0,,900000.0,5300000,,600000.0,5400000.0,91400000.0,5700000.0,2400000.0,-1500000.0,-3500000.0,,,,,
1997-03-31,69500000.0,300000.0,100000.0,0.044489,29300000.0,100900000.0,1700000.0,,2700000.0,,,700000.0,200000,200000,,100000.0,1000000.0,4495493.0,-2000000.0,-100000.0,200000,300000.0,,2800000.0,300000.0,300000.0,300000.0,600000.0,100000.0,-2500000.0,95900000.0,74600000.0,100000.0,-100000.0,800000.0,,-500000.0,,,,26300000.0,100000.0,,1200000.0,0.0,4200000.0,5000000.0,,0.044489,100000.0,,300000.0,1400000,91300000.0,6400000.0,100000.0,100000.0,,400000.0,800000,2600000.0,4495493.0,,5000000,,-1100000.0,5000000.0,92800000.0,4200000.0,-500000.0,-1500000.0,-2000000.0,,,,,
1997-06-30,70200000.0,200000.0,0.0,0.129018,29600000.0,102300000.0,2000000.0,,2900000.0,,,600000.0,500000,500000,,0.0,1000000.0,3875428.0,-1900000.0,-800000.0,500000,200000.0,,2800000.0,200000.0,200000.0,200000.0,600000.0,300000.0,-500000.0,96800000.0,75800000.0,-100000.0,,700000.0,,400000.0,,,,26500000.0,300000.0,,1600000.0,-100000.0,4100000.0,5600000.0,,0.129018,100000.0,,900000.0,2100000,92300000.0,6500000.0,400000.0,100000.0,,900000.0,1500000,400000.0,3875428.0,,5600000,,-600000.0,5500000.0,92400000.0,4700000.0,1500000.0,-100000.0,-2000000.0,,,,,
