date,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyLongTermDebt,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyInventory,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyDilutedAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyOtherIntangibleAssets,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyEndCashPosition,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue
2004-12-31,14105000.0,,-10529000.0,75014000.0,-75770000.0,27132000.0,55518000.0,12305000.0,4468000.0,688837000,7117000.0,16393000.0,-85221000.0,,-5062000.0,55796000.0,,24767000.0,54044000.0,,,0,70093000.0,715969000,14105000.0,844602000,-20252000.0,570000.0,-4679000.0,,65031000.0,65031000.0,,,,,28843000.0,27697000.0,,11529000.0,414015000,85837000.0,119317000,118242000,,1086547000.0,,144084000,65031000.0,147085000,,-50786000.0,-15066000.0,-30887000.0,31963000.0,128633000,141633000,1075000.0,,115636000,145680000,391261000,-25391000.0,-397710000.0,272382000,,,,-139601000.0,68000.0,51688000.0,,,,,,
2005-03-31,24309000.0,,93834000.0,193106000.0,-24698000.0,29073000.0,30561000.0,24309000.0,403000.0,801998000,4540000.0,-5271000.0,-33994000.0,67453932.0,1809000.0,58912000.0,,18434000.0,74816000.0,,,0,65031000.0,831071000,24309000.0,979976000,5863000.0,980000.0,2262000.0,,66840000.0,66840000.0,0.4,60963801.0,,,27459000.0,27874000.0,,-12272000.0,542396000,87061000.0,90281000,54922000,-26727000.0,1199708000.0,,108715000,66840000.0,82381000,,-121283000.0,-139000.0,-31059000.0,19974000.0,148905000,145973000,35359000.0,,108779000,133408000,397547000,9073000.0,-397710000.0,396423000,,0.39,,-6267000.0,271000.0,69909000.0,,,,,,
2005-06-30,30729000.0,,-35728000.0,181157000.0,-65620000.0,31235000.0,47987000.0,30729000.0,6049000.0,801551000,3467000.0,3798000.0,-19923000.0,68004934.0,-3189000.0,46313000.0,,19089000.0,59021000.0,,,0,66840000.0,832786000,30729000.0,968294000,-17633000.0,1216000.0,4111000.0,,63651000.0,63651000.0,0.5,61496642.0,,,29929000.0,27049000.0,,-3192000.0,515482000,88751000.0,98271000,58636000,-6584000.0,1199261000.0,,117360000,63651000.0,88565000,,-12833000.0,-8000.0,-31358000.0,37471000.0,135508000,135064000,39635000.0,,108038000,130216000,409972000,10879000.0,-397710000.0,380418000,,0.5,,-35232000.0,292000.0,69045000.0,,,,,,
2005-09-30,48466000.0,,-24330000.0,183187000.0,0.0,48350000.0,57574000.0,48466000.0,8503000.0,802655000,1034000.0,6873000.0,-2275000.0,69309656.0,-16275000.0,36351000.0,,46064000.0,80914000.0,,,0,63651000.0,851005000,48466000.0,993724000,57574000.0,1907000.0,4274000.0,,47376000.0,47376000.0,0.78,62046731.0,0.0,,33202000.0,32755000.0,,-2847000.0,509551000,95796000.0,103813000,63698000,-19501000.0,1200365000.0,,149877000,47376000.0,96900000,,-47023000.0,-498000.0,-31668000.0,59503000.0,142719000,132147000,40115000.0,,124787000,127370000,436956000,8099000.0,-397710000.0,377404000,,0.76,,-47023000.0,218000.0,66847000.0,,,,,,
2005-12-31,54967000.0,,61261000.0,271099000.0,-113530000.0,61294000.0,108994000.0,54967000.0,10279000.0,891357000,16380000.0,7557000.0,1079000.0,,13312000.0,22616000.0,,48738000.0,75639000.0,,,0,47376000.0,972491000,54967000.0,1111739000,-4536000.0,2228000.0,-11231000.0,,42777000.0,42777000.0,,,-10000000.0,,36226000.0,,,6261000.0,614826000,90422000.0,105248000,68856000,20711000.0,1400619000.0,,153986000,42777000.0,105082000,,-154295000.0,-303000.0,-31799000.0,67457000.0,139248000,113038000,36392000.0,,168774000,160475000,458153000,1352000.0,-509262000.0,501788000,,,19840000.0,56271000.0,1166000.0,70214000.0,,,,,,
2006-03-31,40878000.0,,-22613000.0,267686000.0,-40350000.0,62253000.0,104407000.0,40878000.0,7451000.0,903160000,7123000.0,11227000.0,360000.0,71290864.0,47238000.0,36137000.0,,46478000.0,72596000.0,,,0,42777000.0,985253000,40878000.0,1163973000,64057000.0,2345000.0,5732000.0,,90015000.0,90015000.0,0.65,63226725.0,,,35162000.0,,,-2128000.0,632423000,98312000.0,100808000,57747000,22116000.0,1412422000.0,,147286000,90015000.0,92909000,,-35793000.0,-361000.0,-32056000.0,55732000.0,178720000,134449000,43061000.0,,177383000,158347000,490416000,7899000.0,-509262000.0,497974000,,0.62,19840000.0,4557000.0,603000.0,71941000.0,,,,,,
2006-06-30,40360000.0,,87695000.0,384017000.0,-35258000.0,62231000.0,47343000.0,40360000.0,5879000.0,904016000,990000.0,4586000.0,-3675000.0,72675530.0,106464000.0,31438000.0,,43295000.0,78264000.0,,,0,90015000.0,986087000,40360000.0,1276071000,12085000.0,3341000.0,2963000.0,,196479000.0,196479000.0,0.63,63943511.0,,,35940000.0,,,-11242000.0,722051000,86449000.0,104468000,55609000,-29024000.0,1413278000.0,,147763000,196479000.0,91549000,,-26830000.0,11015000.0,-32588000.0,48825000.0,289984000,117887000,48859000.0,,185108000,147105000,509249000,12919000.0,-509262000.0,604164000,,0.61,19840000.0,8428000.0,1714000.0,73042000.0,,,,,,
2006-09-30,48081000.0,,-209000.0,412637000.0,-44496000.0,65613000.0,60552000.0,48081000.0,6329000.0,1161644000,2277000.0,8734000.0,2961000.0,73121167.0,-118283000.0,29580000.0,,50632000.0,119152000.0,,,0,196479000.0,1247097000,48081000.0,1462429000,16056000.0,4320000.0,1604000.0,,78196000.0,78196000.0,0.75,64201082.0,,,45276000.0,-445417000.0,,-4228000.0,879123000,133070000.0,116669000,62543000,-33734000.0,1670906000.0,,167301000,78196000.0,107819000,,-179046000.0,-12322000.0,-32711000.0,61043000.0,215332000,162650000,54126000.0,,645833000,209116000,534167000,8850000.0,-509262000.0,716473000,,0.72,19840000.0,-9946000.0,1494000.0,94720000.0,,,,,,
2006-12-31,17604000.0,,-79175000.0,358236000.0,-43270000.0,88165000.0,93731000.0,17604000.0,4898000.0,1187316000,19966000.0,1980000.0,-12234000.0,,-51246000.0,24419000.0,1624000.0,56320000.0,120573000.0,,,0,78196000.0,1295321000,17604000.0,1462839000,50461000.0,5427000.0,-11830000.0,,26950000.0,28574000.0,,,,,45876000.0,-478378000.0,,1249000.0,874452000,139672000.0,99402000,40489000,8390000.0,1851452000.0,,155722000,26950000.0,86365000,,-67740000.0,32268000.0,-32909000.0,22707000.0,167518000,164091000,58913000.0,,663437000,224631000,536607000,13037000.0,-664136000.0,710361000,,,19840000.0,-12044000.0,0.0,127494000.0,,,,,,
2007-03-31,31347000.0,,1493000.0,380871000.0,-39880000.0,96698000.0,89236000.0,31347000.0,6728000.0,1184294000,9468000.0,2905000.0,-992000.0,74225567.0,47227000.0,33481000.0,,49076000.0,111936000.0,,,0,26950000.0,1300832000,31347000.0,1502922000,49356000.0,4613000.0,-136000.0,,74177000.0,74177000.0,0.48,65037578.0,,,45664000.0,,,-11163000.0,892538000,133481000.0,99732000,43036000,14134000.0,1848430000.0,,148808000,74177000.0,88700000,,-43543000.0,6022000.0,-33058000.0,37484000.0,202090000,166962000,56696000.0,,187452000,215265000,555442000,11032000.0,-664136000.0,725576000,,0.47,19840000.0,-3663000.0,211000.0,129440000.0,,,,,,
2007-06-30,41050000.0,,44016000.0,448177000.0,-152832000.0,95383000.0,95997000.0,41050000.0,14610000.0,1308192000,10338000.0,10684000.0,12126000.0,75112732.0,-21095000.0,22990000.0,,54961000.0,84687000.0,,,0,74177000.0,1423415000,41050000.0,1585749000,-56835000.0,4735000.0,329000.0,,53082000.0,53082000.0,0.62,65927540.0,,,52560000.0,,,1606000.0,949391000,137347000.0,109901000,48574000,11277000.0,1972328000.0,,164862000,53082000.0,101134000,,-158012000.0,-14294000.0,-33561000.0,56749000.0,162334000,160337000,61327000.0,,194833000,204856000,577185000,8767000.0,-664136000.0,789054000,,0.6,19840000.0,-5180000.0,450000.0,136021000.0,,,,,,
2007-09-30,48640000.0,,23146000.0,490405000.0,-51734000.0,124214000.0,112920000.0,48640000.0,8787000.0,1308758000,12089000.0,-15000.0,269000.0,75735767.0,53282000.0,25554000.0,396000.0,66497000.0,97256000.0,,,0,53082000.0,1452812000,48640000.0,1673285000,61186000.0,6345000.0,-193000.0,,106364000.0,106760000.0,0.73,60506235.0,,,53475000.0,,,-10201000.0,1001465000,159226000.0,121442000,59679000,12946000.0,1972894000.0,,187939000,106364000.0,113154000,,-80408000.0,1179000.0,-33860000.0,54289000.0,220473000,184780000,61763000.0,,209524000,192573000,607669000,8288000.0,-664136000.0,816685000,,0.71,19840000.0,1326000.0,0.0,133707000.0,,,,,,
2007-12-31,43249000.0,,-61160000.0,452490000.0,-52487000.0,130571000.0,51737000.0,43249000.0,11033000.0,1331460000,11142000.0,11134000.0,-6531000.0,,-58496000.0,21762000.0,37000.0,69427000.0,119645000.0,,,0,106364000.0,1481871000,43249000.0,1668123000,-750000.0,6637000.0,0.0,,47868000.0,47905000.0,,,-2193000.0,,59698000.0,,,10433000.0,972186000,128858000.0,136298000,71976000,-70322000.0,2196926000.0,,205725000,47868000.0,131674000,,-51675000.0,9079000.0,-34116000.0,58039000.0,186252000,150620000,64322000.0,,217209000,205702000,627361000,4624000.0,-865466000.0,821566000,,,19840000.0,3005000.0,0.0,163374000.0,,,,,,
2008-03-31,26196000.0,,21929000.0,500255000.0,-81917000.0,136033000.0,164727000.0,26196000.0,12763000.0,1364942000,13583000.0,19631000.0,-26397000.0,77031721.0,118394000.0,36628000.0,,76469000.0,112751000.0,,,0,47868000.0,1520815000,26196000.0,1820592000,82810000.0,6140000.0,0.0,,166262000.0,166262000.0,0.38,68392973.0,,,62486000.0,,,-1240000.0,1112420000,160373000.0,152990000,80670000,46480000.0,2230408000.0,,229459000,166262000.0,143156000,,-77827000.0,28493000.0,-38653000.0,48139000.0,299777000,197001000,72320000.0,,198496000,227908000,638619000,9834000.0,-865466000.0,915419000,,0.37,19840000.0,4090000.0,0.0,187256000.0,,,,,,
2008-06-30,102289000.0,,-246953000.0,286672000.0,-32080000.0,136955000.0,184174000.0,102289000.0,3392000.0,1335582000,8610000.0,41985000.0,-9778000.0,78116563.0,-106173000.0,75268000.0,,95406000.0,169292000.0,,,0,166262000.0,1492377000,102289000.0,1739643000,152094000.0,5134000.0,0.0,,60089000.0,60089000.0,1.47,69725750.0,,,65151000.0,,,288000.0,945786000,170360000.0,245999000,169346000,-5031000.0,2201048000.0,,341405000,60089000.0,234497000,,-38523000.0,-21534000.0,-39714000.0,154549000.0,247266000,245628000,76653000.0,,261018000,225536000,714161000,11502000.0,-865466000.0,700158000,,1.44,19840000.0,-5816000.0,0.0,187950000.0,,,,,,
2008-09-30,86949000.0,,-43851000.0,282711000.0,-38361000.0,135733000.0,168251000.0,86949000.0,10090000.0,1315677000,0.0,20513000.0,24731000.0,78364794.0,72347000.0,68376000.0,,75859000.0,114251000.0,,,0,60089000.0,1471250000,86949000.0,1746679000,129890000.0,2674000.0,0.0,,132436000.0,132436000.0,1.24,69842684.0,0.0,,63697000.0,,,639000.0,892239000,146527000.0,169853000,94161000,34126000.0,2181143000.0,,245712000,132436000.0,157858000,,-46844000.0,6964000.0,-39808000.0,116074000.0,275429000,214903000,75692000.0,,308157000,213466000,766089000,11995000.0,-865466000.0,677336000,,1.22,19840000.0,-8483000.0,6014000.0,181159000.0,,,,,,
2008-12-31,13755000.0,,-127109000.0,197651000.0,-80944000.0,130717000.0,142983000.0,13755000.0,12167000.0,1407629000,0.0,5678000.0,-37999000.0,,-65205000.0,70963000.0,9491000.0,26632000.0,123794000.0,,,0,132436000.0,1558186000,13755000.0,1798359000,62039000.0,2383000.0,0.0,,67231000.0,76722000.0,,,-9491000.0,,64139000.0,,,4316000.0,958826000,179312000.0,158697000,61119000,20794000.0,2514100000.0,,185329000,67231000.0,125258000,,-92547000.0,39103000.0,-39953000.0,20309000.0,240173000,250275000,97578000.0,,280959000,245799000,755010000,33439000.0,-1106471000.0,708551000,,,19840000.0,-348000.0,11638000.0,265101000.0,,,,,,
2009-03-31,19884000.0,62182000.0,-69847000.0,168255000.0,-44964000.0,62815000.0,54684000.0,19884000.0,16499000.0,1391965000,232000.0,-8876000.0,3044000.0,78235513.0,-60818000.0,0.0,9767000.0,60218000.0,89805000.0,,,0,67231000.0,1544715000,19884000.0,1685547000,9720000.0,1779000.0,0.0,,6413000.0,16180000.0,0.28,70484995.0,,0.0,,,,-18194000.0,859773000,148932000.0,86018000,15831000,-11075000.0,,56256000.0,146236000,6413000.0,78749000,4364000.0,-45459000.0,-3213000.0,-40025000.0,14052000.0,140832000,205188000,70187000.0,,257808000,223362000,739317000,11150000.0,,654585000,-30054000.0,0.28,19840000.0,-495000.0,5509000.0,262968000.0,,,,,,
2009-06-30,24880000.0,0.0,40150000.0,248400000.0,-41011000.0,140644000.0,3151000.0,24880000.0,8849000.0,1364585000,625000.0,15461000.0,1258000.0,79054232.0,-3975000.0,6104000.0,9056000.0,56857000.0,118795000.0,,,0,6413000.0,1535206000,24880000.0,1696857000,-37860000.0,1258000.0,0.0,,2438000.0,11494000.0,0.35,71068073.0,,435000.0,,,,5490000.0,876847000,142196000.0,105931000,44655000,-80730000.0,,1607000.0,162788000,2438000.0,109991000,4606000.0,-45896000.0,-16431000.0,-40476000.0,43397000.0,161651000,149907000,61276000.0,,242172000,218772000,732629000,12073000.0,,726940000,,0.35,19840000.0,-5320000.0,6443000.0,259768000.0,,,,,,
2009-09-30,17834000.0,62542000.0,90206000.0,374729000.0,-175855000.0,69327000.0,88297000.0,19639000.0,11958000.0,1661403000,1843000.0,1578000.0,6361000.0,79070585.0,238000.0,0.0,10883000.0,61230000.0,87771000.0,,,0,2438000.0,1893803000,17834000.0,2027503000,-87558000.0,6361000.0,0.0,,2676000.0,13559000.0,0.25,71328047.0,,,,,,-4878000.0,1221913000,193611000.0,88953000,29038000,20005000.0,,2779000.0,150183000,2676000.0,92640000,4706000.0,-175292000.0,461000.0,-40637000.0,22677000.0,133700000,198939000,59915000.0,,219329000,214420000,716456000,12917000.0,,1022974000,,0.25,19840000.0,3109000.0,6344000.0,433825000.0,,,,,,
2009-12-31,122900000.0,73345000.0,-22000000.0,159723000.0,-92372000.0,0.0,84184000.0,134677000.0,5235000.0,1606995000,237478000.0,-9697000.0,3870000.0,,96390000.0,1772000.0,24112000.0,77872000.0,117051000.0,,,0,2676000.0,1827790000,122900000.0,2084676000,-8188000.0,3870000.0,0.0,,99066000.0,123178000.0,,,-4293000.0,,,,,-13381000.0,944562000,212742000.0,102672000,48377000,-4982000.0,2941761000.0,2366000.0,180544000,99066000.0,105247000,4520000.0,40889000.0,-81743000.0,-43478000.0,44507000.0,256886000,217563000,54295000.0,,297210000,218764000,1039290000,13248000.0,-1334766000.0,726999000,,,19840000.0,1075000.0,0.0,237110000.0,,,,,,
2010-03-31,42508000.0,3611000.0,7020000.0,205277000.0,-122793000.0,65977000.0,80237000.0,46391000.0,5450000.0,1681204000,7380000.0,-427000.0,23320000.0,87851115.0,-45630000.0,1706000.0,15815000.0,71381000.0,122881000.0,,,0,99066000.0,1902875000,42508000.0,2124235000,-42556000.0,3033000.0,0.0,,53436000.0,69251000.0,0.53,79710068.0,,80000.0,,,,-10400000.0,1075129000,187344000.0,98200000,25677000,1876000.0,,12139000.0,169581000,53436000.0,106060000,5307000.0,-126942000.0,1429000.0,-45359000.0,45964000.0,221360000,217060000,72523000.0,,308855000,206810000,1049106000,15460000.0,,858069000,,0.53,19840000.0,-4229000.0,0.0,104643000.0,,,,,,
2010-06-30,44027000.0,2922000.0,-11452000.0,229588000.0,-99525000.0,0.0,107279000.0,48079000.0,6447000.0,1726449000,9453000.0,4617000.0,14578000.0,88911757.0,-21591000.0,0.0,96206000.0,52694000.0,93207000.0,,,0,53436000.0,1888634000,44027000.0,2129104000,7754000.0,3696000.0,0.0,,31845000.0,128051000.0,0.55,80601384.0,-4150000.0,0.0,,,,-8985000.0,959726000,168526000.0,116851000,41814000,18547000.0,,22519000.0,169545000,31845000.0,117744000,4527000.0,-114735000.0,66000.0,-45906000.0,52696000.0,240470000,193891000,75037000.0,,288314000,191409000,1060683000,13685000.0,,765835000,,0.54,19840000.0,-11060000.0,0.0,227418000.0,,,,,,
2010-09-30,8911000.0,3169000.0,-15557000.0,249147000.0,-108532000.0,0.0,106575000.0,8911000.0,8103000.0,1960181000,10524000.0,-643000.0,-17437000.0,89036872.0,75580000.0,0.0,35176000.0,55533000.0,104683000.0,,,0,31845000.0,2171137000,8911000.0,2451690000,-1957000.0,3159000.0,0.0,,107425000.0,142601000.0,0.11,83374059.0,,,,,,-15982000.0,1142976000,218129000.0,116720000,29170000,12972000.0,,32879000.0,172253000,107425000.0,83323000,5567000.0,-17222000.0,4974000.0,-46080000.0,8574000.0,280553000,269663000,87550000.0,,276252000,264224000,1308714000,15960000.0,,873313000,,0.1,51589000.0,42392000.0,0.0,243755000.0,,,,,,
2010-12-31,15817000.0,3108000.0,15570000.0,302558000.0,-107654000.0,0.0,127191000.0,15817000.0,10707000.0,2031501000,13467000.0,13771000.0,-704000.0,,38198000.0,12143000.0,15132000.0,75194000.0,147329000.0,,,0,107425000.0,2238617000,15817000.0,2581716000,19537000.0,3482000.0,0.0,,145623000.0,160755000.0,,,,,,,,-15578000.0,1281150000,253086000.0,141232000,33774000,32124000.0,3619671000.0,58795000.0,216426000,145623000.0,114621000,13232000.0,-100164000.0,12012000.0,-50598000.0,29588000.0,343099000,340934000,107458000.0,,254636000,246982000,1300566000,25907000.0,-1588170000.0,940216000,,,51589000.0,-12551000.0,10249000.0,274560000.0,,,,,,
2011-03-31,27193000.0,2717000.0,34790000.0,376053000.0,-156705000.0,0.0,126617000.0,27193000.0,13371000.0,1959139000,12976000.0,23686000.0,-44301000.0,90513768.0,36803000.0,54662000.0,14520000.0,57139000.0,169554000.0,,,0,145623000.0,2129158000,27193000.0,2528718000,-30088000.0,5374000.0,0.0,,182426000.0,196946000.0,0.3,89224446.0,,612000.0,,-20980000.0,,-25913000.0,1474766000,291473000.0,172601000,94239000,26463000.0,2203757000.0,101617000.0,229740000,182426000.0,107967000,8226000.0,-126773000.0,52038000.0,-50779000.0,50879000.0,399560000,464825000,78362000.0,,14002000,240615000,1053952000,20333000.0,-244618000.0,1009941000,,0.3,0.0,29320000.0,0.0,267360000.0,,,,,,
2011-06-30,81429000.0,1705000.0,-43936000.0,367923000.0,-85144000.0,0.0,61930000.0,81429000.0,10775000.0,2021291000,14084000.0,66612000.0,13167000.0,91513572.0,-106131000.0,30613000.0,11322000.0,59241000.0,150422000.0,,,0,182426000.0,2189435000,81429000.0,2455173000,-23214000.0,6569000.0,0.0,,76295000.0,87617000.0,0.9,90134881.0,,3443000.0,,-9826000.0,,-5016000.0,1339293000,211421000.0,219056000,137040000,-47757000.0,2324801000.0,73169000.0,278297000,76295000.0,214193000,6682000.0,-124667000.0,-30883000.0,-51333000.0,148041000.0,265738000,332364000,82016000.0,,44485000,238683000,1115880000,18030000.0,-303510000.0,1006929000,,0.89,0.0,-42966000.0,0.0,277814000.0,,,,,,
2011-09-30,64442000.0,869000.0,4329000.0,409096000.0,-134781000.0,0.0,99906000.0,64442000.0,13210000.0,2128826000,15219000.0,45888000.0,11360000.0,91710198.0,-4566000.0,10983000.0,10514000.0,63232000.0,158304000.0,,,0,87617000.0,2292546000,64442000.0,2568092000,-34875000.0,6659000.0,0.0,,72537000.0,83051000.0,0.71,90491566.0,,0.0,,-14403000.0,,3008000.0,1421131000,250885000.0,185129000,100251000,-12194000.0,2491871000.0,54721000.0,248361000,83051000.0,177505000,7609000.0,-111459000.0,-24735000.0,-51545000.0,110330000.0,275546000,333817000,84878000.0,,64807000,234571000,1146961000,18984000.0,-363045000.0,1087314000,,0.7,0.0,23322000.0,0.0,315681000.0,,,,,,
2011-12-31,-30243000.0,0.0,180028000.0,373436000.0,246199000.0,0.0,158639000.0,-30243000.0,13885000.0,2123983000,268806000.0,36698000.0,-109008000.0,,151456000.0,11568000.0,14349000.0,62546000.0,176820000.0,127131000.0,,0,83051000.0,2299528000,-30243000.0,2735187000,404838000.0,6365000.0,0.0,,220158000.0,234507000.0,,,,-245000.0,,-33387000.0,,-18289000.0,1403586000,297756000.0,212626000,116035000,29315000.0,2550297000.0,36407000.0,275172000,234507000.0,77715000,16150000.0,-181017000.0,-17492000.0,-52777000.0,6455000.0,435659000,491184000,96591000.0,,-3157000,227668000,1331601000,25903000.0,-426314000.0,912402000,,,0.0,-426971000.0,0.0,310531000.0,,,,,,
2012-03-31,65094000.0,,-37489000.0,373798000.0,-112648000.0,0.0,124887000.0,65094000.0,8082000.0,2294644000,17558000.0,31202000.0,-43342000.0,98191000.0,-119870000.0,20580000.0,0.0,68698000.0,205088000.0,127392000.0,,0,234507000.0,2489767000,65094000.0,2826999000,12239000.0,6101000.0,0.0,,114637000.0,114637000.0,0.67,96644000.0,,,,-26006000.0,,-28431000.0,1450434000,250753000.0,241790000,140501000,-25469000.0,2294644000.0,76341000.0,310488000,114637000.0,178245000,10055000.0,-207298000.0,4207000.0,-55047000.0,96296000.0,337232000,493465000,101289000.0,,16232000,241802000,1376565000,20203000.0,,956969000,,0.66,,-94650000.0,0.0,341369000.0,,,,,,
2012-06-30,37816000.0,,39877000.0,452267000.0,-16932000.0,0.0,123485000.0,37816000.0,19293000.0,2300509000,18781000.0,37985000.0,-5928000.0,99923000.0,42836000.0,2179000.0,0.0,59774000.0,136307000.0,132485000.0,,0,114637000.0,2490993000,37816000.0,2816133000,106553000.0,6600000.0,0.0,,157473000.0,157473000.0,0.39,97937000.0,,,,-42417000.0,,300000.0,1445483000,214122000.0,186770000,82537000,-1709000.0,2300509000.0,30014000.0,246544000,157473000.0,158913000,9861000.0,-117918000.0,-16025000.0,-55678000.0,75801000.0,325140000,397483000,104233000.0,,-32525000,236684000,1370650000,21929000.0,,1048000000,,0.38,,-100986000.0,0.0,359049000.0,,,,,,
2012-09-30,30798000.0,,1481000.0,492669000.0,-10043000.0,0.0,148301000.0,30798000.0,12700000.0,2321449000,0.0,58826000.0,-24534000.0,99748000.0,65972000.0,10297000.0,0.0,65137000.0,135771000.0,130328000.0,,0,157473000.0,2513863000,30798000.0,2899417000,138258000.0,7229000.0,0.0,,223445000.0,223445000.0,0.31,98523000.0,,,,-55170000.0,,-2701000.0,1540963000,230322000.0,219701000,121387000,13175000.0,2321449000.0,52670000.0,284838000,223445000.0,173794000,8704000.0,-77879000.0,3923000.0,-38869000.0,89624000.0,385554000,442376000,98314000.0,,-49254000,232894000,1358454000,21373000.0,,1098587000,,0.31,,-67836000.0,1104000.0,371023000.0,,,,,,
2012-12-31,56914000.0,,110381000.0,642022000.0,-419099000.0,0.0,99907000.0,56914000.0,25719000.0,2562401000,0.0,34609000.0,36030000.0,,-121320000.0,8484000.0,23729000.0,102334000.0,180064000.0,,,0,223445000.0,2755755000,56914000.0,3076257000,-319192000.0,7656000.0,0.0,,102125000.0,102125000.0,,,,,,-32409000.0,,11541000.0,1657611000,300682000.0,86815000,63149000,-33406000.0,3421205000.0,27709000.0,189149000,102125000.0,165821000,18484000.0,-336828000.0,-46908000.0,-37890000.0,91523000.0,320502000,355711000,23666000.0,,-99871000,288815000,1418646000,51485000.0,-858804000.0,1301900000,,,,280060000.0,0.0,371063000.0,,,,,,
2013-03-31,52137000.0,,26405000.0,712763000.0,-189096000.0,0.0,190712000.0,52137000.0,15526000.0,2649734000,0.0,50757000.0,-6969000.0,101349000.0,74388000.0,8257000.0,0.0,81448000.0,156966000.0,,,0,102125000.0,2844088000,52137000.0,3203797000,1616000.0,8689000.0,0.0,,176513000.0,176513000.0,0.53,99301000.0,,,,-33741000.0,,4047000.0,1762290000,321775000.0,212338000,118552000,28471000.0,2649734000.0,41784000.0,293786000,176513000.0,193031000,16136000.0,-142259000.0,4841000.0,-43024000.0,102894000.0,359709000,391708000,93786000.0,,-107346000,295706000,1441507000,35387000.0,,1370582000,,0.51,,38210000.0,746000.0,362113000.0,,,,,,
2013-06-30,106198000.0,,28246000.0,780470000.0,-78118000.0,0.0,179074000.0,106198000.0,16674000.0,2674869000,0.0,58889000.0,39447000.0,102223000.0,59085000.0,1009000.0,0.0,78418000.0,160425000.0,,,0,176513000.0,2866993000,106198000.0,3299007000,100956000.0,9336000.0,0.0,,235598000.0,235598000.0,1.05,100964000.0,,,,-14786000.0,,9580000.0,1763769000,232249000.0,217748000,134976000,6852000.0,2674869000.0,72370000.0,296166000,235598000.0,252841000,10724000.0,-153731000.0,3978000.0,-41754000.0,165087000.0,432014000,325912000,82772000.0,,-71732000,298519000,1535238000,28690000.0,,1437857000,,1.04,,-75613000.0,2149000.0,358868000.0,,,,,,
2013-09-30,67796000.0,,-41576000.0,781074000.0,-143247000.0,0.0,158236000.0,67796000.0,18159000.0,2759432000,0.0,62389000.0,-5514000.0,102763000.0,20537000.0,4931000.0,0.0,78826000.0,178662000.0,,,0,235598000.0,2953880000,67796000.0,3424425000,14989000.0,10109000.0,0.0,,256135000.0,256135000.0,0.67,101613000.0,,,,-165000.0,,287000.0,1835640000,281112000.0,229629000,145808000,-4671000.0,2759432000.0,83357000.0,308455000,256135000.0,219120000,12779000.0,-98371000.0,3752000.0,-41576000.0,130185000.0,470545000,389757000,83821000.0,,-64939000,302272000,1588785000,31361000.0,,1445883000,,0.66,,44876000.0,2372000.0,362537000.0,,,,,,
