date,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyOperatingIncome,quarterlyDeferredIncomeTax,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyEbitda,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyGoodwill,quarterlyOtherIncomeExpense,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,quarterlyCashAndCashEquivalents,quarterlyDepreciationAndAmortization,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
2009-09-30,-66600000.0,351200000.0,15600000.0,2572700000.0,0.0,0.7,226200000,,291000000.0,93300000.0,121000000.0,314400000,-17700000.0,439700000.0,-73600000.0,213600000.0,17600000.0,5978700000.0,,29500000.0,726300000,,676700000.0,2448800000.0,2800000.0,448000000,,49900000,,992700000.0,4947700000.0,1239700000.0,199800000,975600000,-55900000.0,-122300000.0,-1333000000.0,214500000.0,202500000.0,149900000,162200000.0,149900000,352300000.0,392500000.0,52100000,4000000.0,540100000.0,972100000.0,2883200000.0,-22200000,249300000,,743200000.0,0.7,,600200000.0,500100000,873900000.0,,439700000.0,88200000.0,439700000.0,277500000.0,2500000.0,5199300000.0,,-17700000.0,,,296400000.0,1669400000.0,7648100000.0,149900000,-700000.0,,,
2009-12-31,-519300000.0,358600000.0,57500000.0,2600500000.0,0.0,,321100000,,0.0,66500000.0,134600000.0,408900000,0.0,691700000.0,-133300000.0,,17600000.0,5638700000.0,,58500000.0,832900000,,690700000.0,2738000000.0,2600000.0,460200000,66400000.0,74600000,,1456100000.0,5102500000.0,1221700000.0,229800000,1107300000,-52200000.0,2200000.0,-1378800000.0,,184300000.0,155200000,252000000.0,155200000,385500000.0,328500000.0,51600000,1900000.0,498600000.0,913200000.0,2783500000.0,-82600000,274400000,,751400000.0,,,1127600000.0,511800000,858000000.0,,691700000.0,87800000.0,758100000.0,439700000.0,2500000.0,5047500000.0,,-81100000.0,,,333300000.0,2146800000.0,7785500000.0,155200000,300000.0,,,
2010-03-31,-93500000.0,304900000.0,67900000.0,2610700000.0,20000000.0,1.01,296700000,,338800000.0,-45800000.0,136000000.0,379000000,0.0,821200000.0,-37800000.0,203000000.0,12700000.0,5713900000.0,,17200000.0,794400000,,655200000.0,2873800000.0,1300000.0,446700000,50200000.0,74100000,,1452900000.0,5307900000.0,1190500000.0,279500000,1062800000,-50900000.0,-87900000.0,-1420200000.0,204200000.0,211400000.0,205400000,129500000.0,205400000,259500000.0,325900000.0,51000000,4900000.0,451300000.0,896500000.0,2712300000.0,-2600000,268400000,,767100000.0,1.01,,1127000000.0,497700000,834000000.0,,821200000.0,84900000.0,871400000.0,691700000.0,2500000.0,4948200000.0,,-6900000.0,,14600000.0,208600000.0,2108100000.0,7822000000.0,205400000,700000.0,,,
2010-06-30,-85400000.0,224100000.0,25400000.0,2619900000.0,17000000.0,0.82,239600000,,345200000.0,7500000.0,115000000.0,320500000,0.0,953700000.0,-54100000.0,201900000.0,17900000.0,5734500000.0,,10300000.0,807100000,,601800000.0,2982800000.0,0.0,512400000,33000000.0,48300000,,1491000000.0,5473400000.0,1170600000.0,213800000,1057700000,-67100000.0,-81900000.0,-1449300000.0,203000000.0,217800000.0,165500000,132500000.0,165500000,272700000.0,360400000.0,55100000,3200000.0,461400000.0,885800000.0,2637600000.0,-11500000,250600000,,765100000.0,0.82,,1130600000.0,567500000,818500000.0,,953700000.0,80900000.0,986700000.0,821200000.0,2500000.0,4844500000.0,,-4000000.0,,,205600000.0,2092800000.0,7827300000.0,165500000,300000.0,,,
2010-09-30,-225700000.0,325300000.0,57600000.0,2699800000.0,19500000.0,0.96,276600000,,342500000.0,30300000.0,116500000.0,360300000,-44100000.0,918600000.0,-143500000.0,198700000.0,14800000.0,5821900000.0,,-20600000.0,745800000,,698600000.0,3007300000.0,0.0,411600000,63000000.0,66300000,,1483200000.0,5664500000.0,1177400000.0,257400000,965000000,-63900000.0,-220800000.0,-1522400000.0,199700000.0,266200000.0,191100000,-35100000.0,191100000,320300000.0,344600000.0,57600000,4800000.0,524500000.0,925400000.0,2738700000.0,-5000000,219200000,,757800000.0,0.96,,1138600000.0,469200000,814100000.0,,918600000.0,83700000.0,981600000.0,953700000.0,2500000.0,4996400000.0,,1500000.0,,,256400000.0,2181800000.0,8003700000.0,191100000,100000.0,,,
2010-12-31,-101000000.0,321000000.0,48900000.0,2788100000.0,11000000.0,,342500000,,0.0,66600000.0,129600000.0,433200000,-82600000.0,668900000.0,-491500000.0,,16600000.0,5771300000.0,,18900000.0,860500000,,702500000.0,3009700000.0,100000.0,461100000,265100000.0,74600000,,1526100000.0,5699400000.0,1213800000.0,109500000,1134700000,-98300000.0,-99000000.0,-1574300000.0,,368500000.0,34900000,-249700000.0,34900000,341000000.0,180200000.0,56900000,4000000.0,0.0,936400000.0,2580800000.0,-219600000,274200000,524000000.0,775900000.0,,,1142100000.0,518000000,827100000.0,,668900000.0,90700000.0,934000000.0,918600000.0,2500000.0,4990200000.0,,-321600000.0,,,242700000.0,2228600000.0,7999900000.0,34900000,200000.0,,,
2011-03-31,-236100000.0,409700000.0,24000000.0,2859900000.0,75000000.0,1.08,322700000,6200000.0,329800000.0,-135300000.0,127300000.0,383300000,0.0,575600000.0,-66900000.0,192600000.0,14300000.0,5864300000.0,,-13800000.0,836600000,,713400000.0,3030700000.0,4400000.0,458300000,290600000.0,77300000,,1540000000.0,5908300000.0,1218300000.0,286200000,1115600000,-63400000.0,-216500000.0,-1641600000.0,193800000.0,361400000.0,208900000,-93300000.0,208900000,182200000.0,399800000.0,55600000,17000000.0,562100000.0,958400000.0,2676900000.0,-25500000,279000000,,876300000.0,1.08,,1140200000.0,513900000,830400000.0,,575600000.0,86100000.0,866200000.0,668900000.0,2500000.0,5087000000.0,,-78500000.0,,11000000.0,118800000.0,2253400000.0,8117700000.0,208900000,2400000.0,,,
2011-06-30,-121100000.0,447500000.0,31100000.0,2915700000.0,94800000.0,1.06,272600000,3300000.0,299300000.0,-64300000.0,124000000.0,347700000,0.0,624100000.0,-95600000.0,191500000.0,17400000.0,6015800000.0,,-8000000.0,849500000,,679000000.0,3108300000.0,12900000.0,519900000,321400000.0,45500000,,1554400000.0,6111300000.0,1213000000.0,249300000,1137400000,-55800000.0,-107800000.0,-1702700000.0,192700000.0,422400000.0,203800000,48500000.0,203800000,251000000.0,407100000.0,57000000,,43200000.0,975100000.0,2694000000.0,-13500000,287900000,391800000.0,888400000.0,1.06,,1147300000.0,576900000,811500000.0,,624100000.0,88600000.0,945500000.0,575600000.0,2500000.0,5140900000.0,,-134600000.0,,9800000.0,195200000.0,2233400000.0,8249200000.0,203800000,30300000.0,,,
2011-09-30,-549300000.0,370100000.0,39600000.0,2954200000.0,55200000.0,1.02,274600000,1100000.0,299100000.0,51600000.0,108600000.0,365500000,0.0,553000000.0,-248600000.0,187700000.0,14400000.0,5608700000.0,,-5900000.0,779600000,,674600000.0,3073300000.0,-7700000.0,444000000,424900000.0,63700000,,1915500000.0,6302800000.0,1210300000.0,254900000,1031500000,-77500000.0,-169000000.0,-1743900000.0,188800000.0,486200000.0,191200000,-71100000.0,191500000,350600000.0,372000000.0,61000000,,526400000.0,968400000.0,2634300000.0,-8000000,251900000,,827900000.0,1.01,,1543500000.0,505000000,794700000.0,,553000000.0,90900000.0,977900000.0,624100000.0,2500000.0,5125500000.0,,-226300000.0,,,273100000.0,2590100000.0,8198800000.0,191500000,5300000.0,,,
2011-12-31,-143500000.0,271400000.0,8600000.0,3013100000.0,169800000.0,,229400000,-17400000.0,0.0,144900000.0,143300000.0,258600000,-75700000.0,768300000.0,-213300000.0,,14400000.0,5507200000.0,,34900000.0,864100000,,867100000.0,3276600000.0,1800000.0,569700000,455500000.0,32400000,,2133400000.0,6426800000.0,1207300000.0,188500000,1167300000,-91400000.0,37500000.0,-1805800000.0,,606900000.0,156100000,215300000.0,156600000,393100000.0,557400000.0,65000000,,0.0,929800000.0,2626000000.0,-28200000,303200000,455400000.0,838800000.0,,,1576000000.0,634700000,798500000.0,,768300000.0,94300000.0,1223800000.0,553000000.0,2500000.0,5238700000.0,,-234900000.0,143300000.0,,301700000.0,3000500000.0,8515300000.0,156600000,-33000000.0,,,
2012-03-31,-141600000.0,327600000.0,48100000.0,3051200000.0,174600000.0,1.18,329100000,6200000.0,261400000.0,-117100000.0,126000000.0,395500000,0.0,674000000.0,-164200000.0,177400000.0,12800000.0,5661600000.0,,-6000000.0,852000000,,1369300000.0,3322500000.0,1000000.0,463300000,555100000.0,72200000,,1572800000.0,6636300000.0,1192700000.0,281100000,1140700000,-48300000.0,-129100000.0,-1858500000.0,178500000.0,645900000.0,208900000,-94300000.0,209600000,207400000.0,507500000.0,59600000,10300000.0,507500000.0,937000000.0,2658300000.0,-33500000,288700000,,895000000.0,1.17,,1572800000.0,522900000,784300000.0,,674000000.0,96800000.0,1229100000.0,768300000.0,2600000.0,5281200000.0,,-290500000.0,861800000.0,17600000.0,159100000.0,2942100000.0,8603700000.0,209600000,1200000.0,,,
2012-06-30,-106500000.0,275500000.0,12200000.0,3084900000.0,248100000.0,1.22,332600000,1100000.0,279700000.0,-92800000.0,137200000.0,399100000,0.0,651000000.0,-117900000.0,175200000.0,15000000.0,5712200000.0,,-23700000.0,843100000,,683100000.0,3478300000.0,1000000.0,453300000,684900000.0,73600000,,2221200000.0,6819400000.0,1176800000.0,287600000,1125000000,-64300000.0,-133000000.0,-1908100000.0,176200000.0,575000000.0,214000000,-23000000.0,214500000,231500000.0,494700000.0,57200000,7700000.0,530300000.0,956000000.0,2609500000.0,-30700000,281900000,,906700000.0,1.22,,1726500000.0,510500000,776900000.0,,651000000.0,93400000.0,1335900000.0,674000000.0,2600000.0,5138200000.0,,-301700000.0,683100000.0,18100000.0,167200000.0,2904300000.0,8616500000.0,214500000,14900000.0,,,
2012-09-30,-97600000.0,311200000.0,43000000.0,3157400000.0,244400000.0,1.02,286300000,2700000.0,274000000.0,68400000.0,141100000.0,335900000,0.0,801500000.0,-85400000.0,174100000.0,13900000.0,5830900000.0,,-23600000.0,769800000,,755500000.0,3631900000.0,500000.0,430000000,687400000.0,57200000,0.0,2197700000.0,6966300000.0,1185600000.0,234900000,1025500000,-63500000.0,-116300000.0,-1971800000.0,175300000.0,557500000.0,177700000,150500000.0,178100000,345000000.0,463600000.0,53500000,16100000.0,571100000.0,994100000.0,2648600000.0,-36900000,255700000,,874900000.0,1.02,,1734100000.0,483500000,760500000.0,-31500000.0,801500000.0,82700000.0,1488900000.0,651000000.0,2600000.0,5152200000.0,,-266300000.0,755500000.0,18300000.0,281500000.0,2953200000.0,8784100000.0,178100000,17000000.0,,,
2012-12-31,-139900000.0,343900000.0,22800000.0,3194300000.0,211400000.0,,256100000,-74800000.0,0.0,78100000.0,184100000.0,295600000,-59900000.0,884300000.0,-224600000.0,,13300000.0,5860900000.0,,-14200000.0,881600000,,866000000.0,3708700000.0,2300000.0,565700000,671600000.0,34200000,-46800000.0,2280100000.0,7085900000.0,1210700000.0,186500000,1180500000,-88400000.0,-58100000.0,-1983600000.0,,780500000.0,152300000,82800000.0,152800000,368000000.0,135500000.0,55300000,12800000.0,92300000.0,995300000.0,2571800000.0,-55600000,298900000,347900000.0,884600000.0,,,1720800000.0,625500000,740700000.0,-31200000.0,884300000.0,90200000.0,1555900000.0,801500000.0,2600000.0,5303700000.0,,-271600000.0,100100000.0,18900000.0,279600000.0,3146100000.0,9012400000.0,152800000,-2900000.0,,,
2013-03-31,-392000000.0,316100000.0,41400000.0,3225200000.0,232000000.0,1.3,331700000,,311200000.0,-147500000.0,174300000.0,387000000,-8800000.0,657000000.0,53000000.0,168700000.0,14000000.0,5712400000.0,-31300000.0,-59700000.0,846000000,,763300000.0,3464000000.0,800000.0,460800000,544200000.0,65700000,-100100000.0,2268900000.0,7271000000.0,1219500000.0,283700000,1138900000,-75400000.0,-452500000.0,-2005700000.0,170700000.0,803600000.0,218000000,-227300000.0,218600000,180500000.0,566100000.0,53500000,67000000.0,763300000.0,1039100000.0,2534800000.0,-33500000,292900000,484900000.0,912500000.0,1.28,,1702800000.0,514300000,722700000.0,-30900000.0,657000000.0,85100000.0,1201200000.0,884300000.0,2600000.0,5280600000.0,-44200000.0,-94800000.0,0.0,18200000.0,105100000.0,3032200000.0,8744600000.0,218600000,3500000.0,,,
2013-06-30,-68800000.0,296900000.0,44100000.0,3269300000.0,243400000.0,0.9,333000000,,360500000.0,-73800000.0,165200000.0,305700000,-65600000.0,709900000.0,-174600000.0,168800000.0,12200000.0,5889600000.0,40100000.0,-26500000.0,845900000,,804300000.0,3591700000.0,1600000.0,458000000,525900000.0,44300000,0.0,2403500000.0,7389200000.0,1225200000.0,196000000,1169500000,-81200000.0,47100000.0,-2044100000.0,170700000.0,984100000.0,151700000,52900000.0,152100000,189700000.0,715400000.0,54900000,149700000.0,804300000.0,1052900000.0,2577400000.0,-122600000,323600000,,942500000.0,0.89,,1688100000.0,512900000,719000000.0,-33600000.0,709900000.0,91400000.0,1235800000.0,657000000.0,2600000.0,5505700000.0,-45800000.0,-271200000.0,0.0,18300000.0,108500000.0,3207800000.0,9097400000.0,152100000,-200000.0,,,
2013-09-30,-17500000.0,324800000.0,41700000.0,3338100000.0,155800000.0,0.91,258100000,,350600000.0,28000000.0,146600000.0,307400000,-5500000.0,917400000.0,-150700000.0,170000000.0,10900000.0,6139000000.0,-12500000.0,-28900000.0,745500000,,804200000.0,3837200000.0,2700000.0,438000000,588400000.0,44300000,800000.0,2414200000.0,7510600000.0,1234100000.0,198400000,1074300000,-86700000.0,60300000.0,-2104000000.0,172200000.0,971100000.0,154100000,207500000.0,154400000,292700000.0,728200000.0,49400000,108700000.0,804200000.0,1081900000.0,2602800000.0,-46400000,328800000,,898900000.0,0.9,,1686000000.0,487400000,712200000.0,-33900000.0,917400000.0,91900000.0,1505800000.0,709900000.0,2600000.0,5520200000.0,57000000.0,-214300000.0,0.0,17100000.0,206000000.0,3218400000.0,9357400000.0,154400000,2200000.0,,,
2013-12-31,-240700000.0,367100000.0,221200000.0,3316200000.0,199600000.0,1.38,376500000,,379000000.0,-47600000.0,146300000.0,409600000,-7800000.0,1080600000.0,-10200000.0,170700000.0,11400000.0,6300100000.0,42000000.0,-13300000.0,899900000,,1031600000.0,4197700000.0,2900000.0,477000000,727000000.0,67600000,1800000.0,2248900000.0,7712700000.0,1224700000.0,303000000,1240700000,-49600000.0,-122200000.0,-2091500000.0,173500000.0,839300000.0,235400000,163200000.0,235900000,300200000.0,576600000.0,46400000,149400000.0,1031100000.0,1074500000.0,2611200000.0,-61200000,340800000,431600000.0,936600000.0,1.36,,1672300000.0,523400000,707700000.0,-34000000.0,1080600000.0,90100000.0,1807600000.0,917400000.0,2600000.0,5382900000.0,-41300000.0,-152400000.0,500000.0,16500000.0,250600000.0,3280500000.0,9580600000.0,235900000,1300000.0,,,
2014-03-31,-400500000.0,375700000.0,155100000.0,3378000000.0,583100000.0,1.31,344300000,,393600000.0,-161800000.0,155300000.0,401900000,0.0,882700000.0,-98400000.0,169100000.0,11200000.0,6237700000.0,-56000000.0,-56600000.0,856100000,,918700000.0,4046700000.0,2500000.0,464300000,705400000.0,64800000,200000.0,2223700000.0,7897300000.0,1235600000.0,285900000,1161500000,-80800000.0,-290700000.0,-2142400000.0,171800000.0,803500000.0,221100000,-197900000.0,221500000,188800000.0,543600000.0,47500000,138200000.0,918700000.0,1125900000.0,2623300000.0,-45900000,305400000,530700000.0,939100000.0,1.29,,1680100000.0,511800000,671000000.0,-34000000.0,882700000.0,101000000.0,1588100000.0,1080600000.0,2600000.0,5333400000.0,5300000.0,-600700000.0,,15000000.0,108000000.0,3142400000.0,9380100000.0,221500000,5400000.0,,,
2014-06-30,0.0,356100000.0,134600000.0,3464500000.0,108300000.0,1.05,345800000,,434400000.0,-33400000.0,171800000.0,343500000,0.0,968700000.0,-170300000.0,168400000.0,13000000.0,6452300000.0,54300000.0,-28600000.0,849700000,,952900000.0,4229800000.0,1700000.0,455800000,729300000.0,60300000,300000.0,2233100000.0,8036500000.0,1275400000.0,236400000,1182900000,-94600000.0,-400000.0,-2189100000.0,171000000.0,875500000.0,176100000,86000000.0,176500000,254100000.0,545700000.0,48100000,80700000.0,646500000.0,1147200000.0,2611100000.0,-96500000,333200000,,950200000.0,1.03,,1687400000.0,503900000,646500000.0,-36900000.0,968700000.0,91300000.0,1698000000.0,882700000.0,2700000.0,5408500000.0,-20000000.0,-182600000.0,,15800000.0,159500000.0,3186000000.0,9638300000.0,176500000,-44500000.0,,,
2014-09-30,0.0,268500000.0,49000000.0,3465600000.0,228000000.0,0.98,318100000,,460500000.0,-16900000.0,149100000.0,334600000,-7400000.0,967300000.0,-229400000.0,169000000.0,12800000.0,6541400000.0,8200000.0,-49000000.0,807700000,,1093000000.0,4332700000.0,800000.0,443500000,779800000.0,62100000,900000.0,2036500000.0,8165900000.0,1279000000.0,227400000,1106000000,-83200000.0,-15900000.0,-2186600000.0,171700000.0,905800000.0,165300000,-1400000.0,165500000,255700000.0,610100000.0,46100000,35600000.0,644900000.0,1177500000.0,2533100000.0,-77400000,298300000,,947600000.0,0.96,,1426400000.0,489600000,620300000.0,-37100000.0,967300000.0,90900000.0,1747100000.0,968700000.0,2700000.0,5338200000.0,-27600000.0,-366800000.0,250000000.0,16300000.0,172500000.0,3129500000.0,9670900000.0,165500000,-15300000.0,,,
2014-12-31,0.0,85900000.0,72400000.0,3410600000.0,362800000.0,,166500000,,0.0,173400000.0,167100000.0,302800000,4700000.0,1083300000.0,28700000.0,,12400000.0,6520800000.0,113600000.0,-19900000.0,910000000,,1038000000.0,4289000000.0,400000.0,686400000,612500000.0,37700000,900000.0,2074100000.0,8285200000.0,1288800000.0,194200000,1222900000,-83700000.0,-255400000.0,-2121800000.0,,939200000.0,156500000,116000000.0,156600000,354200000.0,159700000.0,51100000,30200000.0,159500000.0,1169000000.0,2514200000.0,40200000,312900000,471300000.0,912100000.0,,,1425500000.0,743500000,603500000.0,-37500000.0,1083300000.0,92600000.0,1695800000.0,967300000.0,2700000.0,5345700000.0,1900000.0,-200800000.0,,16000000.0,270500000.0,3112100000.0,9634700000.0,156600000,1000000.0,,,
2015-03-31,0.0,-31500000.0,57500000.0,3470200000.0,320300000.0,1.04,361900000,,548500000.0,-196200000.0,174900000.0,343900000,-3000000.0,8793500000.0,67900000.0,170000000.0,12900000.0,6581200000.0,-149500000.0,-62200000.0,855700000,,908700000.0,11917200000.0,400000.0,425000000,488400000.0,55000000,,9698400000.0,8426800000.0,1300700000.0,231800000,1134400000,-96800000.0,7568600000.0,-2169500000.0,172900000.0,976900000.0,176800000,7710200000.0,177100000,91500000.0,637200000.0,48400000,27500000.0,0.0,1217000000.0,2417000000.0,-109600000,278700000,576300000.0,869800000.0,1.02,,9061200000.0,493800000,578300000.0,-37300000.0,8793500000.0,89000000.0,9281900000.0,1083300000.0,2700000.0,5272900000.0,6600000.0,-152600000.0,,23100000.0,-5300000.0,10607100000.0,17190100000.0,177100000,-50600000.0,,,
2015-06-30,0.0,-40500000.0,134000000.0,4213300000.0,78600000.0,-0.91,347600000,,936200000.0,25500000.0,268200000.0,-31400000,17700000.0,1424600000.0,-7788600000.0,173000000.0,172400000.0,10124100000.0,245300000.0,-87700000.0,877100000,,2163100000.0,6751500000.0,10100000.0,445100000,459000000.0,-55500000,,14915000000.0,8232300000.0,1998600000.0,-213700000,1167600000,-72000000.0,231100000.0,-2214700000.0,173000000.0,781700000.0,-158200000,-7368900000.0,-158000000,186800000.0,3165200000.0,51400000,7100000.0,1863100000.0,2441400000.0,7730700000.0,-481100000,290500000,891700000.0,1490300000.0,-0.91,2363200000.0,11749800000.0,529500000,9941500000.0,-37400000.0,1424600000.0,99600000.0,1883600000.0,8793500000.0,3000000.0,20452500000.0,-65900000.0,0.0,300000000.0,82700000.0,114800000.0,17078100000.0,27204000000.0,-158000000,1300000.0,,,
2015-09-30,0.0,-253100000.0,208300000.0,4288900000.0,179900000.0,0.11,311900000,,0.0,-241700000.0,223600000.0,362100000,23600000.0,1466900000.0,41300000.0,203500000.0,13500000.0,9991600000.0,-347300000.0,-46600000.0,1210100000,0.0,1786500000.0,6394700000.0,126600000.0,692300000,343300000.0,9600000,-150100000.0,14909300000.0,8264800000.0,1989000000.0,31800000,1762200000,-135800000.0,-144100000.0,-2299900000.0,205700000.0,802200000.0,22200000,42300000.0,22200000,151300000.0,500300000.0,83300000,42400000.0,167000000.0,2357800000.0,7679500000.0,-191600000,552100000,686300000.0,1385100000.0,0.11,2348900000.0,11689600000.0,898200000,9823700000.0,-37600000.0,1466900000.0,239500000.0,1810200000.0,1424600000.0,3000000.0,20294400000.0,88700000.0,-26400000.0,225000000.0,90800000.0,15500000.0,16695800000.0,26689100000.0,22200000,1200000.0,,,
2015-12-31,-150000000.0,-329000000.0,147200000.0,4427900000.0,224100000.0,,-84400000,,0.0,29300000.0,284800000.0,507500000,9900000.0,1459300000.0,121500000.0,,11700000.0,9887900000.0,-11600000.0,-8900000.0,1264300000,52800000.0,1617900000.0,5862900000.0,107000000.0,1099900000,164600000.0,6500000,-350700000.0,15712200000.0,8347700000.0,2062600000.0,133200000,1933600000,-129500000.0,-515800000.0,-2365300000.0,,613500000.0,126700000,-7600000.0,127000000,387100000.0,263000000.0,85900000,28200000.0,144100000.0,2254100000.0,9934200000.0,305600000,669300000,775900000.0,1446500000.0,,3150200000.0,11556300000.0,1348700000,8746300000.0,-44800000.0,1459300000.0,284300000.0,1623900000.0,1466900000.0,3000000.0,21356600000.0,-85500000.0,-35800000.0,,90000000.0,257600000.0,17330100000.0,27219500000.0,127000000,1500000.0,,,
2016-03-31,-415500000.0,-242900000.0,165600000.0,4521200000.0,223500000.0,0.53,339600000,,420700000.0,-260700000.0,252600000.0,489900000,-14700000.0,996800000.0,95800000.0,200100000.0,12700000.0,9661000000.0,-120700000.0,38300000.0,1268800000,,1514600000.0,5082000000.0,153700000.0,716900000,13400000.0,49000000,-400000000.0,15121700000.0,8407500000.0,2039000000.0,154800000,1904000000,-112700000.0,-825300000.0,-2482200000.0,202000000.0,559200000.0,105800000,-462500000.0,105900000,265200000.0,4004300000.0,85700000,31300000.0,1514600000.0,2082900000.0,10142900000.0,-97900000,635200000,906100000.0,1568200000.0,0.52,3015100000.0,11117400000.0,929200000,8474200000.0,-44600000.0,996800000.0,246900000.0,1010200000.0,1459300000.0,3000000.0,21215300000.0,-83400000.0,-300000.0,,88200000.0,152500000.0,16636300000.0,26297300000.0,105900000,3200000.0,,,
2016-06-30,0.0,-339300000.0,193600000.0,4762300000.0,49800000.0,-0.16,350900000,,518900000.0,-8200000.0,243800000.0,450900000,-12700000.0,976300000.0,-266200000.0,199400000.0,18000000.0,9536200000.0,-21200000.0,21900000.0,1305300000,,2101200000.0,5050600000.0,132700000.0,732000000,0.0,142200000,-118800000.0,14405700000.0,8331900000.0,2033800000.0,110500000,1934000000,-118300000.0,-128000000.0,-2728500000.0,199400000.0,622800000.0,-31700000,-20500000.0,-31300000,387200000.0,3872200000.0,88600000,47300000.0,2101200000.0,1962100000.0,9958000000.0,-153100000,628700000,,1593300000.0,-0.16,2824200000.0,10533500000.0,954400000,8377900000.0,-47800000.0,976300000.0,252300000.0,976300000.0,996800000.0,3000000.0,20992500000.0,-37400000.0,-900000.0,500000000.0,88100000.0,268900000.0,16506900000.0,26043100000.0,-31300000,-8400000.0,,,
2016-09-30,0.0,-303400000.0,167100000.0,4880600000.0,0.0,0.79,365900000,,535800000.0,-149900000.0,266300000.0,483100000,35200000.0,475300000.0,-1374300000.0,200100000.0,15200000.0,9746200000.0,65900000.0,-16000000.0,1353500000,-1258900000.0,2312100000.0,4698100000.0,14500000.0,727700000,13400000.0,-54400000,-181200000.0,14978200000.0,8442700000.0,2080800000.0,103500000,1832800000,-150400000.0,519200000.0,-2799800000.0,202900000.0,486400000.0,157900000,-501000000.0,158800000,352600000.0,3972000000.0,95600000,34900000.0,2312100000.0,2070000000.0,10770100000.0,-171500000,479300000,,1603600000.0,0.78,3084500000.0,11006200000.0,987600000,9001100000.0,-47900000.0,475300000.0,288100000.0,488700000.0,976300000.0,3000000.0,22338400000.0,40500000.0,-200000.0,575800000.0,91500000.0,202200000.0,17290300000.0,27036500000.0,158800000,-3500000.0,,,
2016-12-31,0.0,-434000000.0,183500000.0,4671500000.0,12900000.0,0.33,405000000,,465700000.0,216100000.0,364500000.0,374900000,-10800000.0,634100000.0,-146800000.0,200400000.0,11400000.0,9582900000.0,109600000.0,25300000.0,1398200000,0.0,2401000000.0,4673500000.0,22400000.0,756300000,0.0,-33900000,-1350000000.0,14525000000.0,8467100000.0,2037900000.0,32800000,2013100000,-148800000.0,-309100000.0,-2633600000.0,202500000.0,553600000.0,66700000,158800000.0,66600000,627200000.0,3855200000.0,95700000,23100000.0,1825400000.0,1969300000.0,10508500000.0,-282300000,614900000,864100000.0,1604400000.0,0.33,3030900000.0,10669800000.0,993200000,8735400000.0,-48100000.0,634100000.0,252000000.0,634100000.0,475300000.0,3100000.0,21835400000.0,-57500000.0,-100000.0,575600000.0,90100000.0,478400000.0,16926000000.0,26508900000.0,66600000,-7600000.0,,,
