date,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyOperatingIncome,quarterlyEndCashPosition,quarterlyDilutedAverageShares,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyInventory,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyBasicAverageShares,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyNetPPE,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredRevenue
2006-12-31,3735000000,,490000000,337000000,2460000000,,-191000000,365000000,,699000000,14225000000,,0.0,5401000000.0,,-107000000,6715000000,9517000000,1000000.0,713000000,4329000000.0,,,,11101000000,3778000000.0,11539000000.0,0.0,1193000000.0,3036000000,442000000,3278000000,184000000,365000000,298000000,,7510000000,2296000000.0,0.0,687000000.0,-148000000,72000000,487000000,7000000,2000000,-62000000,,-3270000000.0,1588000000,0.0,,1298000000,1551000000,,362000000,286000000,,102000000,2131000000,64000000,2971000000,55000000.0,15974000000,,25491000000,1403000000,,,32000000,920000000,-2514000000.0,1162000000,5000000.0,2460000000,,2460000000,
2007-03-31,4928000000,,599000000,510000000,1660000000,453531000.0,-81000000,346000000,,947000000,13693000000,-155000000.0,-275000000.0,5375000000.0,,-107000000,6437000000,9099000000,67000000.0,-694000000,4549000000.0,,,0.78,11211000000,4069000000.0,11539000000.0,-1000000.0,1953000000.0,3981000000,-17000000,3283000000,314000000,346000000,340000000,,7256000000,2398000000.0,3973000000.0,686000000.0,-54000000,60000000,499000000,15000000,-3000000,-303000000,,-3270000000.0,2110000000,,,-800000000,-416000000,441005000.0,437000000,475000000,,161000000,2105000000,97000000,1018000000,61000000.0,15984000000,,25083000000,-470000000,,,89000000,2780000000,-2450000000.0,2460000000,5000000.0,1660000000,0.76,1660000000,
2007-06-30,5419000000,,685000000,588000000,3045000000,449494949.0,3041000000,1335000000,,1093000000,11915000000,49000000.0,-526000000.0,5356000000.0,,-113000000,5607000000,8150000000,48000000.0,-596000000,5773000000.0,,,3.06,12180000000,4097000000.0,11541000000.0,3116000000.0,2133000000.0,4326000000,-46000000,2233000000,356000000,1335000000,367000000,,6308000000,0.0,4075000000.0,686000000.0,-76000000,54000000,537000000,18000000,-56000000,-1606000000,,-3270000000.0,2273000000,,,1385000000,-50000000,436274510.0,505000000,535000000,,179000000,2086000000,138000000,0,56000000.0,16140000000,,24290000000,-126000000,,,97000000,2788000000,-2277000000.0,1660000000,5000000.0,3045000000,2.97,3045000000,
2007-09-30,5355000000,,575000000,477000000,2609000000,439705882.0,-83000000,299000000,,1079000000,11307000000,,-500000000.0,5332000000.0,,-111000000,4975000000,7807000000,72000000.0,155000000,5963000000.0,,,0.69,11973000000,4049000000.0,11464000000.0,-3120000000.0,2088000000.0,4276000000,11000000,2249000000,304000000,299000000,460000000,,6332000000,0.0,4083000000.0,119000000.0,-83000000,41000000,543000000,14000000,-9000000,-1084000000,,-3270000000.0,2084000000,,,-436000000,731000000,433333333.0,602000000,469000000,,165000000,2062000000,142000000,0,81000000.0,15684000000,,23491000000,648000000,,,98000000,2768000000,-2292000000.0,3045000000,4000000.0,2609000000,0.68,2609000000,
2007-12-31,5599000000,,934000000,753000000,2655000000,,-370000000,598000000,,1145000000,10523000000,,-341000000.0,,,-109000000,4788000000,7616000000,-5000000.0,412000000,6452000000.0,,,,12542000000,3947000000.0,11627000000.0,-1000000.0,900000000.0,4454000000,40000000,2268000000,719000000,598000000,267000000,,5735000000,0.0,0.0,0.0,-185000000,41000000,386000000,8000000,-2000000,-517000000,,,1363000000,451000000.0,,46000000,933000000,,392000000,746000000,,27000000,2058000000,125000000,1845000000,43000000.0,15665000000,,23281000000,748000000,,,88000000,1141000000,-1956000000.0,2609000000,4000000.0,2655000000,,2655000000,
2008-03-31,5354000000,,700000000,608000000,2287000000,432300000.0,-61000000,398000000,,1095000000,10283000000,93000000.0,-340000000.0,5455000000.0,,-109000000,4474000000,7497000000,32000000.0,-550000000,6716000000.0,,,0.95,12632000000,4196000000.0,11632000000.0,-1000000.0,1588000000.0,4259000000,2000000,2288000000,400000000,398000000,380000000,,5809000000,0.0,3038000000.0,,-60000000,34000000,385000000,18000000,-5000000,-364000000,,-3420000000.0,1970000000,483000000.0,,-368000000,57000000,418200000.0,487000000,592000000,,192000000,2035000000,107000000,0,67000000.0,15637000000,,23134000000,-3000000,,,92000000,2886000000,-1903000000.0,2655000000,4000000.0,2287000000,0.92,2287000000,
2008-06-30,5870000000,,759000000,662000000,2554000000,426000000.0,-93000000,426000000,,1200000000,10628000000,-114000000.0,-340000000.0,5535000000.0,,-118000000,4810000000,7981000000,37000000.0,321000000,7025000000.0,,,1.03,12736000000,113000000.0,11657000000.0,-33000000.0,1749000000.0,4670000000,5000000,2269000000,426000000,426000000,396000000,,5818000000,4366000000.0,3006000000.0,,-69000000,34000000,379000000,28000000,2000000,-401000000,,-3514000000.0,1938000000,543000000.0,,267000000,761000000,413592233.0,538000000,647000000,,221000000,2021000000,142000000,0,,15616000000,,23597000000,692000000,,,97000000,3061000000,-1856000000.0,2287000000,4000000.0,2554000000,1.0,2554000000,
2008-09-30,5864000000,,777000000,680000000,2761000000,421600000.0,-109000000,427000000,,1190000000,10806000000,188000000.0,-340000000.0,5535000000.0,,-117000000,5059000000,8168000000,-67000000.0,111000000,7336000000.0,,,1.04,12707000000,4486000000.0,11667000000.0,-58000000.0,1175000000.0,4674000000,27000000,2273000000,427000000,427000000,380000000,,5747000000,0.0,0.0,,-96000000,29000000,356000000,4000000,-18000000,-437000000,,-3545000000.0,1273000000,515000000.0,,207000000,753000000,409900000.0,510000000,649000000,,222000000,1990000000,130000000,1850000000,,15598000000,,23766000000,657000000,,,99000000,1196000000,-1900000000.0,2554000000,4000000.0,2761000000,1.01,2761000000,
2008-12-31,6086000000,,744000000,646000000,2259000000,,-154000000,421000000,-77000000.0,1176000000,13946000000,-99000000.0,-680000000.0,5517000000.0,,-116000000,5149000000,7417000000,572000000.0,14000000,7646000000.0,,,,9087000000,3898000000.0,11662000000.0,-8000000.0,1065000000.0,4910000000,28000000,2309000000,421000000,421000000,392000000,0.0,8797000000,0.0,0.0,,-153000000,32000000,325000000,3000000,-12000000,-792000000,,-3493000000.0,1402000000,0.0,,-502000000,444000000,,530000000,610000000,0.0,189000000,2024000000,138000000,1970000000,1000000.0,15879000000,645000000.0,23296000000,291000000,,,102000000,1201000000,-5182000000.0,2761000000,4000000.0,2259000000,,2259000000,
2009-03-31,5884000000,,808000000,712000000,2210000000,404000000.0,-46000000,452000000,,1187000000,13579000000,1000000.0,-300000000.0,,,-112000000,4668000000,7339000000,71000000.0,-442000000,7976000000.0,,,1.13,9191000000,4363000000.0,11661000000.0,0.0,1098000000.0,4697000000,48000000,2297000000,457000000,452000000,364000000,,8911000000,0.0,0.0,,-46000000,32000000,275000000,1000000,-5000000,-408000000,,,1130000000,,,-49000000,405000000,399000000.0,475000000,679000000,,222000000,1981000000,111000000,1794000000,3000000.0,15540000000,-606000000.0,22879000000,359000000,,,97000000,1209000000,-5132000000.0,2259000000,4000000.0,2210000000,1.12,2210000000,
2009-06-30,6125000000,,878000000,765000000,2199000000,397300000.0,-78000000,489000000,,1286000000,13511000000,14000000.0,-300000000.0,,,-122000000,5085000000,7594000000,69000000.0,271000000,8344000000.0,,,1.24,9441000000,4608000000.0,11665000000.0,-10000000.0,1016000000.0,4839000000,-14000000,2295000000,504000000,489000000,370000000,,8426000000,0.0,0.0,,-69000000,31000000,294000000,-17000000,13000000,-442000000,,,1186000000,,,-11000000,509000000,392500000.0,521000000,750000000,,246000000,1961000000,151000000,1968000000,,15456000000,-39000000.0,23050000000,440000000,,,97000000,1189000000,-4962000000.0,2210000000,4000000.0,2199000000,1.23,2199000000,
2009-09-30,6205000000,,880000000,765000000,2442000000,393400000.0,-72000000,490000000,,1311000000,13241000000,13000000.0,-300000000.0,,,-121000000,5170000000,7549000000,91000000.0,433000000,8714000000.0,,,1.26,9535000000,4312000000.0,11668000000.0,0.0,988000000.0,4894000000,-21000000,2293000000,499000000,490000000,401000000,,8071000000,0.0,0.0,,-72000000,32000000,317000000,-6000000,10000000,-427000000,,,1207000000,,,243000000,742000000,388100000.0,546000000,747000000,,248000000,1945000000,145000000,2002000000,,15331000000,365000000.0,22880000000,670000000,,,101000000,1266000000,-4967000000.0,2199000000,4000000.0,2442000000,1.25,2442000000,
2009-12-31,6667000000,,889000000,800000000,2642000000,,-496000000,504000000,,1350000000,13668000000,18000000.0,-300000000.0,5655000000.0,,-118000000,5523000000,7868000000,38000000.0,185000000,9102000000.0,35000000.0,,,9827000000,4493000000.0,11922000000.0,-2000000.0,1034000000.0,5317000000,-19000000,2329000000,517000000,504000000,392000000,,8145000000,0.0,0.0,,-160000000,28000000,344000000,44000000,-21000000,-373000000,,-3654000000.0,1269000000,23000000.0,,200000000,1069000000,,550000000,754000000,-334000000.0,237000000,2001000000,158000000,2224000000,,15739000000,55000000.0,23607000000,909000000,,,107000000,1397000000,-4824000000.0,2442000000,4000000.0,2642000000,,2642000000,
2010-03-31,6053000000,,816000000,709000000,2613000000,384400000.0,-69000000,445000000,,1269000000,13564000000,16000000.0,-300000000.0,,,-117000000,5359000000,8179000000,24000000.0,-539000000,9406000000.0,29000000.0,,1.18,10116000000,4855000000.0,11925000000.0,0.0,1220000000.0,4784000000,17000000,2328000000,461000000,445000000,408000000,,8205000000,0.0,0.0,,-59000000,32000000,329000000,12000000,1000000,-219000000,,,1243000000,23000000.0,,-29000000,259000000,377600000.0,560000000,681000000,-12000000.0,220000000,1969000000,152000000,2173000000,23000000.0,15621000000,32000000.0,23800000000,200000000,,,103000000,1310000000,-4768000000.0,2642000000,4000000.0,2613000000,1.16,2613000000,
2010-06-30,5973000000,,446000000,345000000,2385000000,383100000.0,-82000000,208000000,,935000000,13286000000,6000000.0,-475000000.0,,,-143000000,5675000000,7720000000,-133000000.0,661000000,9473000000.0,32000000.0,,0.55,9875000000,4592000000.0,11921000000.0,-1000000.0,1214000000.0,5038000000,-1000000,2327000000,219000000,208000000,414000000,,7611000000,0.0,0.0,,-81000000,33000000,330000000,8000000,-6000000,-546000000,,,1231000000,23000000.0,,-228000000,400000000,378500000.0,590000000,310000000,0.0,91000000,1953000000,176000000,2159000000,,15561000000,-194000000.0,23281000000,319000000,,,103000000,1330000000,-4712000000.0,2613000000,4000000.0,2385000000,0.55,2385000000,
2010-09-30,6272000000,,864000000,749000000,2149000000,374500000.0,-89000000,728000000,,1297000000,12625000000,9000000.0,-425000000.0,,,-141000000,5314000000,7525000000,377000000.0,-165000000,10065000000.0,27000000.0,,1.96,10100000000,4606000000.0,11924000000.0,0.0,1831000000.0,4975000000,15000000,2326000000,649000000,728000000,394000000,,7311000000,0.0,0.0,,-89000000,33000000,324000000,-11000000,30000000,-565000000,,,1193000000,310000000.0,,-236000000,418000000,371700000.0,548000000,726000000,0.0,77000000,1951000000,154000000,2070000000,,15327000000,-111000000.0,22852000000,329000000,,,105000000,1413000000,-4680000000.0,2385000000,4000000.0,2149000000,1.94,2149000000,
2010-12-31,6885000000,,852000000,804000000,3638000000,,-295000000,459000000,126000000.0,1379000000,14532000000,5000000.0,-250000000.0,5844000000.0,,-135000000,5960000000,8822000000,77000000.0,820000000,10390000000.0,40000000.0,,,9754000000,4414000000.0,12045000000.0,0.0,1320000000.0,5506000000,-41000000,3610000000,514000000,459000000,432000000,,8572000000,0.0,0.0,,-157000000,28000000,363000000,-3000000,-153000000,919000000,,-3841000000.0,1446000000,147000000.0,,1489000000,865000000,,575000000,715000000,-140000000.0,201000000,2003000000,143000000,2201000000,10000000.0,15600000000,325000000.0,24422000000,708000000,,,109000000,1538000000,-5146000000.0,2149000000,4000000.0,3638000000,,3638000000,
2011-03-31,6062000000,,702000000,591000000,2660000000,360800000.0,-576000000,384000000,-222000000.0,1158000000,14521000000,4000000.0,-312000000.0,,,-135000000,5760000000,8544000000,-9000000.0,-798000000,10620000000.0,31000000.0,,1.07,9912000000,4933000000.0,12435000000.0,0.0,1505000000.0,4904000000,-50000000,3611000000,388000000,384000000,428000000,,8761000000,0.0,0.0,,-76000000,43000000,422000000,0,0,-417000000,,,1468000000,258000000.0,,-978000000,15000000,357400000.0,567000000,553000000,-500000000.0,165000000,1997000000,139000000,2104000000,17000000.0,16030000000,-560000000.0,24574000000,-61000000,,,106000000,1322000000,-4965000000.0,3638000000,4000000.0,2660000000,1.06,2660000000,
2011-06-30,6222000000,,796000000,681000000,2116000000,358900000.0,-113000000,438000000,9000000.0,1280000000,13716000000,120000000.0,-313000000.0,,,-153000000,5341000000,8077000000,-11000000.0,-424000000,10906000000.0,23000000.0,,1.23,10195000000,4964000000.0,12469000000.0,0.0,1156000000.0,4942000000,-7000000,3612000000,445000000,438000000,437000000,,8375000000,0.0,0.0,,-81000000,43000000,430000000,5000000,-1000000,-344000000,,,1414000000,350000000.0,,-544000000,-87000000,356200000.0,599000000,641000000,-50000000.0,196000000,1966000000,162000000,1978000000,7000000.0,15978000000,-147000000.0,24055000000,-168000000,,,112000000,1331000000,-4803000000.0,2660000000,4000000.0,2116000000,1.23,2116000000,
2011-09-30,6132000000,,829000000,725000000,2405000000,351400000.0,-106000000,501000000,14000000.0,1306000000,13713000000,-10000000.0,-312000000.0,,,-152000000,5746000000,8112000000,104000000.0,130000000,11258000000.0,18000000.0,,1.43,10255000000,4987000000.0,12468000000.0,0.0,1273000000.0,4826000000,6000000,3612000000,509000000,501000000,428000000,,7967000000,0.0,0.0,,-114000000,41000000,423000000,2000000,-14000000,-466000000,,,1461000000,363000000.0,,289000000,861000000,350500000.0,581000000,675000000,-1000000.0,166000000,1958000000,153000000,2044000000,-4000000.0,16008000000,30000000.0,24120000000,747000000,,,113000000,1349000000,-4808000000.0,2116000000,3000000.0,2405000000,1.43,2405000000,
2011-12-31,6441000000,,982000000,860000000,4000000000,,-256000000,543000000,158000000.0,1416000000,17514000000,-5000000.0,-313000000.0,5968000000.0,,-148000000,6130000000,9309000000,292000000.0,331000000,11656000000.0,30000000.0,,,8181000000,4526000000.0,12544000000.0,-1000000.0,1140000000.0,5025000000,87000000,4605000000,555000000,543000000,385000000,,11384000000,0.0,0.0,,-166000000,45000000,336000000,0,3000000,533000000,,-3962000000.0,1338000000,5000000.0,,1595000000,1318000000,,556000000,821000000,-94000000.0,266000000,2006000000,171000000,2542000000,2000000.0,16545000000,970000000.0,25854000000,1152000000,,,116000000,1507000000,-7001000000.0,2405000000,3000000.0,4000000000,,4000000000,
2012-03-31,5938000000,,828000000,706000000,3541000000,338700000.0,-90000000,448000000,-307000000.0,1279000000,17128000000,-19000000.0,-400000000.0,,,-146000000,5731000000,9185000000,11000000.0,-469000000,11938000000.0,27000000.0,,1.33,8336000000,4838000000.0,12544000000.0,0.0,1313000000.0,4659000000,-59000000,4606000000,454000000,448000000,405000000,,11397000000,0.0,0.0,,-90000000,50000000,395000000,5000000,8000000,-484000000,,,1344000000,4000000.0,2360000000.0,-459000000,115000000,337500000.0,573000000,666000000,0.0,212000000,1979000000,168000000,0,57000000.0,16442000000,-484000000.0,25627000000,25000000,,,112000000,1199000000,-6817000000.0,4000000000,3000000.0,3541000000,1.32,3541000000,
2012-06-30,5992000000,,740000000,742000000,2350000000,334400000.0,-606000000,471000000,-21000000.0,1340000000,16279000000,-14000000.0,-200000000.0,,,-167000000,5433000000,8779000000,55000000.0,-911000000,12242000000.0,29000000.0,556000000.0,1.41,8641000000,5054000000.0,12542000000.0,-557000000.0,1092000000.0,4652000000,-53000000,4607000000,471000000,471000000,404000000,,10846000000,0.0,0.0,,-93000000,50000000,448000000,2000000,-3000000,-328000000,,,1338000000,6000000.0,2274000000.0,-1191000000,-257000000,333400000.0,598000000,690000000,0.0,219000000,1943000000,194000000,0,37000000.0,16299000000,-313000000.0,25078000000,-350000000,,,116000000,1179000000,-6688000000.0,3541000000,3000000.0,2906000000,1.41,2350000000,
2012-09-30,6045000000,-125000000.0,907000000,786000000,3032000000,333000000.0,-137000000,500000000,14000000.0,1356000000,16472000000,28000000.0,-125000000.0,,,-165000000,5668000000,9260000000,-59000000.0,497000000,12578000000.0,28000000.0,614000000.0,1.51,9062000000,4789000000.0,12546000000.0,-1000000.0,1179000000.0,4689000000,-33000000,4609000000,508000000,500000000,389000000,,10804000000,0.0,0.0,,-81000000,49000000,482000000,2000000,5000000,-292000000,,,1242000000,3000000.0,2169000000.0,682000000,1111000000,332000000.0,570000000,745000000,-7000000.0,237000000,1929000000,181000000,2169000000,-4000000.0,16437000000,175000000.0,25697000000,1030000000,75000000.0,,113000000,1190000000,-6506000000.0,2350000000,3000000.0,3646000000,1.5,3032000000,
2012-12-31,6439000000,-674000000.0,730000000,755000000,3188000000,330800000.0,-690000000,469000000,155000000.0,1347000000,18496000000,40000000.0,-100000000.0,6140000000.0,,-165000000,5902000000,9246000000,87000000.0,240000000,12883000000.0,38000000.0,856000000.0,1.42,8026000000,1131000000.0,12756000000.0,-1000000.0,1142000000.0,5092000000,108000000,4731000000,468000000,469000000,431000000,-970000000.0,12594000000,0.0,0.0,,-151000000,52000000,381000000,-3000000,-28000000,-142000000,407000000.0,-4154000000.0,1331000000,9000000.0,2398000000.0,156000000,988000000,329800000.0,592000000,678000000,-294000000.0,210000000,1986000000,161000000,0,4000000.0,17440000000,477000000.0,26686000000,837000000,430000000.0,664000000.0,114000000,1348000000,-7788000000.0,3032000000,3000000.0,4044000000,1.42,3188000000,
2013-03-31,5879000000,-201000000.0,824000000,706000000,3125000000,328200000.0,-105000000,488000000,-129000000.0,1274000000,18227000000,-8000000.0,-225000000.0,,,-164000000,5689000000,9458000000,2000000.0,-204000000,13193000000.0,31000000.0,887000000.0,1.49,8290000000,4808000000.0,12757000000.0,0.0,1416000000.0,4605000000,-62000000,4731000000,496000000,488000000,408000000,,12538000000,0.0,0.0,,-58000000,53000000,442000000,3000000,7000000,-381000000,,,1273000000,10000000.0,2187000000.0,-63000000,423000000,327400000.0,568000000,663000000,,167000000,1954000000,160000000,0,5000000.0,17229000000,-493000000.0,26687000000,365000000,153000000.0,,108000000,1221000000,-7646000000.0,3188000000,3000000.0,4012000000,1.49,3125000000,
2013-06-30,6115000000,-638000000.0,766000000,766000000,2467000000,325600000.0,-186000000,488000000,-58000000.0,1362000000,17639000000,-15000000.0,-225000000.0,,,-179000000,5454000000,9276000000,-80000000.0,-578000000,13503000000.0,33000000.0,995000000.0,1.5,8568000000,5156000000.0,12764000000.0,-14000000.0,1223000000.0,4753000000,-12000000,4732000000,493000000,488000000,420000000,,12185000000,0.0,0.0,,-68000000,53000000,454000000,2000000,-3000000,-430000000,,,1272000000,10000000.0,2140000000.0,-658000000,-42000000,324900000.0,596000000,713000000,-14000000.0,220000000,1924000000,176000000,0,,17100000000,-398000000.0,26376000000,-110000000,534000000.0,,113000000,1164000000,-7464000000.0,3125000000,3000000.0,3462000000,1.5,2467000000,
2013-09-30,5842000000,-100000000.0,876000000,757000000,2942000000,323300000.0,-17000000,489000000,-19000000.0,1308000000,17767000000,8000000.0,-225000000.0,,,-177000000,5839000000,9752000000,-56000000.0,310000000,13817000000.0,32000000.0,955000000.0,1.52,8841000000,5248000000.0,12765000000.0,0.0,1311000000.0,4534000000,50000000,4733000000,491000000,489000000,387000000,,11928000000,0.0,0.0,,-73000000,53000000,405000000,-2000000,5000000,-404000000,,,1248000000,1000000.0,2232000000.0,475000000,896000000,322500000.0,551000000,712000000,0.0,221000000,1907000000,164000000,0,,17026000000,8000000.0,26778000000,823000000,156000000.0,,111000000,1143000000,-7314000000.0,2467000000,3000000.0,3897000000,1.51,2942000000,
2013-12-31,5870000000,-302000000.0,720000000,709000000,3296000000,319600000.0,-165000000,531000000,35000000.0,1230000000,14770000000,-25000000.0,-400000000.0,6256000000.0,,-174000000,5810000000,9816000000,202000000.0,319000000,14173000000.0,33000000.0,1001000000.0,1.66,11035000000,1223000000.0,12764000000.0,0.0,1214000000.0,4640000000,42000000,4734000000,469000000,531000000,521000000,0.0,8960000000,4870000000.0,0.0,,-130000000,51000000,363000000,-7000000,8000000,-582000000,479000000.0,-4319000000.0,1384000000,323000000.0,2350000000.0,354000000,1101000000,318800000.0,521000000,669000000,5000000.0,200000000,1937000000,-35000000,0,,16151000000,492000000.0,25967000000,971000000,261000000.0,575000000.0,113000000,1178000000,-5113000000.0,2942000000,3000000.0,4297000000,1.66,3296000000,
2014-03-31,5508000000,-1345000000.0,898000000,788000000,3036000000,315800000.0,-539000000,596000000,-100000000.0,1347000000,14958000000,-5000000.0,-30000000.0,,,-174000000,5979000000,10439000000,-31000000.0,-32000000,14582000000.0,38000000.0,1495000000.0,1.89,11418000000,5211000000.0,12765000000.0,0.0,1422000000.0,4161000000,0,4735000000,593000000,596000000,448000000,,8979000000,0.0,0.0,,-51000000,51000000,363000000,11000000,0,-392000000,,,1435000000,,2612000000.0,-260000000,671000000,315000000.0,559000000,740000000,,147000000,1902000000,111000000,0,,16102000000,-77000000.0,26541000000,620000000,857000000.0,1435000000.0,107000000,1078000000,-4962000000.0,3296000000,3000000.0,4531000000,1.89,3036000000,
2014-06-30,5701000000,-26000000.0,876000000,759000000,3261000000,313500000.0,518000000,551000000,36000000.0,1400000000,14486000000,-7000000.0,-53000000.0,,,-189000000,5896000000,10299000000,-35000000.0,-440000000,14945000000.0,50000000.0,915000000.0,1.76,11728000000,5366000000.0,12765000000.0,0.0,1299000000.0,4301000000,-67000000,4736000000,501000000,551000000,517000000,,8590000000,0.0,0.0,,-76000000,54000000,430000000,24000000,6000000,-468000000,,,1438000000,,2558000000.0,225000000,175000000,312900000.0,641000000,713000000,,212000000,1878000000,124000000,0,,16081000000,-185000000.0,26380000000,99000000,620000000.0,,109000000,1113000000,-4786000000.0,3036000000,3000000.0,4176000000,1.76,3261000000,
2014-09-30,5474000000,-819000000.0,876000000,763000000,2634000000,311400000.0,-668000000,515000000,-55000000.0,1303000000,14353000000,13000000.0,-1000000.0,,,-188000000,5955000000,10285000000,-193000000.0,-50000000,15273000000.0,30000000.0,1480000000.0,1.66,11784000000,5340000000.0,12762000000.0,0.0,1371000000.0,4171000000,-92000000,4737000000,519000000,515000000,419000000,,8398000000,0.0,0.0,,-86000000,53000000,522000000,6000000,-1000000,-383000000,,,1400000000,,2382000000.0,-627000000,424000000,310900000.0,540000000,712000000,0.0,193000000,1860000000,121000000,0,,16022000000,-179000000.0,26307000000,338000000,237000000.0,,111000000,1060000000,-4895000000.0,3261000000,3000000.0,4114000000,1.65,2634000000,
2014-12-31,6143000000,-724000000.0,873000000,869000000,3222000000,309700000.0,-633000000,582000000,173000000.0,1481000000,18179000000,-32000000.0,-6000000.0,6426000000.0,,-184000000,5930000000,10292000000,199000000.0,-56000000,15671000000.0,30000000.0,1497000000.0,1.88,9525000000,1042000000.0,13061000000.0,-29000000.0,1337000000.0,4662000000,109000000,5330000000,580000000,582000000,612000000,,12249000000,0.0,0.0,,-167000000,55000000,414000000,4000000,2000000,307000000,519000000.0,-4491000000.0,2612000000,,2284000000.0,588000000,914000000,309100000.0,612000000,818000000,-427000000.0,238000000,1935000000,144000000,0,,17608000000,279000000.0,27900000000,747000000,691000000.0,616000000.0,112000000,1250000000,-7458000000.0,2634000000,3000000.0,4719000000,1.88,3222000000,
2015-03-31,5288000000,-148000000.0,953000000,840000000,2906000000,308600000.0,136000000,551000000,-112000000.0,1455000000,17892000000,-3000000.0,-40000000.0,,346000000.0,-186000000,5635000000,10241000000,-94000000.0,-542000000,16017000000.0,51000000.0,1234000000.0,1.79,9707000000,5223000000.0,13060000000.0,-31000000.0,1299000000.0,3833000000,-93000000,5331000000,554000000,551000000,473000000,,12257000000,0.0,0.0,,-68000000,58000000,506000000,18000000,2000000,-508000000,,,2591000000,,1944000000.0,-316000000,56000000,308200000.0,615000000,788000000,-6000000.0,234000000,1906000000,142000000,0,,17557000000,-586000000.0,27798000000,-12000000,385000000.0,,107000000,1141000000,-7353000000.0,3222000000,3000000.0,4140000000,1.79,2906000000,
2015-06-30,5848000000,0.0,767000000,648000000,1828000000,305700000.0,-1358000000,505000000,13000000.0,1323000000,18182000000,-40000000.0,-56000000.0,,103000000.0,-205000000,5641000000,8704000000,-138000000.0,-76000000,16314000000.0,36000000.0,666000000.0,1.65,10056000000,5514000000.0,14683000000.0,16000000.0,964000000.0,4525000000,-13000000,5333000000,502000000,505000000,489000000,,12541000000,0.0,343000000.0,,-101000000,59000000,519000000,365000000,1000000,-96000000,,,3121000000,,1975000000.0,-1078000000,376000000,305400000.0,675000000,592000000,-1886000000.0,90000000,1929000000,186000000,1428000000,,19733000000,-209000000.0,28437000000,275000000,598000000.0,,116000000,1171000000,-7095000000.0,2906000000,3000000.0,2494000000,1.65,1828000000,
2015-09-30,5783000000,-510000000.0,821000000,697000000,2453000000,304300000.0,-20000000,447000000,162000000.0,1375000000,18900000000,21000000.0,-2000000.0,,,-204000000,6328000000,9528000000,-16000000.0,497000000,16552000000.0,27000000.0,608000000.0,1.47,10148000000,5649000000.0,14681000000.0,9000000.0,2779000000.0,4408000000,-101000000,5334000000,444000000,447000000,495000000,,12572000000,0.0,343000000.0,,-107000000,58000000,619000000,0,-9000000,-456000000,,,3106000000,,2215000000.0,625000000,1101000000,303900000.0,678000000,633000000,0.0,189000000,1934000000,183000000,1589000000,,19721000000,95000000.0,29249000000,994000000,562000000.0,,130000000,1334000000,-7024000000.0,1828000000,3000000.0,3061000000,1.47,2453000000,
