date,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyEbitda,quarterlyFreeCashFlow,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyNetOtherInvestingChanges,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyTaxProvision,quarterlyNetPPE,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyBasicAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyGoodwill,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable
2004-12-31,-694687600.0,827466900.0,-53681850,2259000000,330351850,,4726000000,-332966900,216007250,-505800950,319059950,1714864550,-721808200,,20655000000,15612400,45815850.0,1710000000,19715000000.0,13081000000,,17593300.0,279000000,793000000,1513000000,9284000000,,134705850,,10822000000,147000000,114895450.0,127000000,1580158700,25559800,22416300.0,330351850,4586000000,330351850,147000000.0,147000000.0,4723000000.0,-1353759550,,2301966900,489737100,6643250.0,940000000.0,160650800,19715000000,4706000000,578000000,-362026450,86449800,25253600.0,-57968750,-91965050,0.0,681086400,,-111650600,,76000000.0,22365000000,-148000000.0,,,14468900,132882750,,,,,,,,
2005-03-31,298832950.0,665417500.0,-71381150,1888575850,296413250,1149200000.0,3618661350,-148811550,136713050,670256900,429496750,1707098350,533543850,,17650501650,-16937900,146391850.0,1651445250,23247267750.0,11975095300,0.262644,-50813700.0,244389700,727119850,1449400300,7326851600,,372633800,,10086519450,202044950,-20567450.0,177847950,1334464550,-3629550,4839400.0,296413250,4959175150,296413250,202044950.0,202044950.0,3677944000.0,-650899300,0.257641,800920700,453693750,,855363950.0,158490350,16796347550,0,225032100,-153650950,75010700,70171300.0,-307301900,64122050,-1209850.0,583147700,1127600000.0,-378683050,-6450920200.0,76220550.0,19301946900,-81059950.0,,-347226950.0,54443250,147601700,1587323200.0,,,,,,,
2005-06-30,281722250.0,596477600.0,-68246050,1737991200,422556000,1131200000.0,3633981600,-248023650,140091750,863948550,465832050,1833525600,723856800,,17932296800,53681900,167156950.0,1370551200,23456144800.0,12018962400,0.379181,-7976700.0,142076800,660167200,1470984800,7283885600,,374788800,,10280971200,154324800,-60269350.0,186169600,1458736800,-4899200,68648600.0,422556000,5022904800,422556000,154324800.0,154324800.0,3787081600.0,-593497500,0.374192,734880000,641795200,,910026400.0,219239200,17022270400,0,83286400,-316672250,78387200,9440700.0,-513314100,69381150,0.0,782504300,1112400000.0,-581560150,-6433874400.0,80836800.0,19302848000,-78387200.0,,-398676250.0,-45869650,202044950,1573868000.0,,,,,,,
2005-09-30,233025400.0,580300000.0,-68120200,1912668800,429422000,1114400000.0,3684905000,-304167200,116638600,814159200,322140600,1808214800,697520600,,17744413400,-63437800,159976000.0,1150154600,23258424000.0,11601357600,0.392216,8884600.0,121863000,642972400,1436822800,7293210400,,414334200,,9688688800,118381200,-102538000.0,175250600,1393880600,10445400,17038800.0,429422000,4604100200,429422000,118381200.0,118381200.0,3647765800.0,-599796600,0.384722,696360000,636008800,,929640600.0,206586800,16814772800,0,370231400,-321206000,71957200,24842000.0,-307487200,-9319000,0.0,643346600,1094800000.0,-375607400,-6443651200.0,114899400.0,18894568000,-113738800.0,,-381039400.0,-36428000,154324800,1427538000.0,,,,,,,
2005-12-31,-807076150.0,525326100.0,-67252600,1958000000,408166600,,4891000000,-373997600,236556600,-833261600,301858350,1889634000,-1069818200,,21039000000,-4306200,73475200.0,1149000000,29466421550.0,12939000000,,24905800.0,248000000,623000000,1487000000,9249000000,,476635000,,10981000000,62000000,26842700.0,151000000,1412999000,9678800,14473200.0,408166600,4677000000,408166600,62000000.0,62000000.0,4817000000.0,-1020806600,,2482817200,604224200,,961000000.0,196057600,20078000000,4580000000,408000000,-394143050,73843600,10546000.0,276160600,18330100,0.0,696001400,,-104149400,-9388421550.0,72000000.0,22188000000,-222000000.0,,-291057400.0,-57145600,118381200,1484718650.0,,,,,,,
2006-03-31,360479400.0,,-87495000,1903891200,361646000,1090200000.0,4851889400,-208821400,163324000,787455000,463140200,1845561200,624131000,,21102627400,12832600,46664000.0,1196931600,29495147800.0,13105584400,0.339686,-69996000.0,183156200,550635200,1504914000,9193974600,,1221430200,,11201693200,172656800,-19832200.0,223987200,624131000,-1166600,-53663600.0,361646000,4855389200,361646000,172656800.0,172656800.0,4841390000.0,-709292800,0.329695,0,548302000,,946112600.0,186656000,20156514800,4587071200,401310400,-155157800,74662400,66496200.0,-211154600,69996000,0.0,618298000,1072200000.0,-298649600,-9338633000.0,65329600.0,22299559000,,,-369812200.0,110827000,61829800,1437251200.0,,,,,,,
2006-06-30,326798400.0,549377400.0,-83768400,1709297700,727313400,1077000000.0,5196843300,-277166300,162521300,965457500,117376000,1940614500,802936200,,20830745100,-347574700,-140080400.0,1583630400,29183728200.0,13208411700,0.687929,-13411500.0,116770500,954181800,1447954200,9205963800,,427046400,,11499114000,206850600,34289500.0,234653100,1513568100,-4448400,8067500.0,727313400,5278026600,727313400,206850600.0,206850600.0,4773133200.0,-1984213400,0.672974,710631900,722865000,,967527000.0,-4448400,19864330200,4529583300,126779400,-285233800,74510700,6902400.0,-7929100,-418083300,-1112100.0,402609800,1059800000.0,-91697500,-9319398000.0,75622800.0,22414375500,,,-345268100.0,33746000,172656800,1506895500.0,,,,,,,
2006-09-30,340235850.0,488654700.0,-85336100,1887679800,496464250,1060400000.0,5295990550,-377525400,159462450,1001778200,469310450,1976931800,842315750,,21152724000,101571250,73334700.0,1480467550,29508942500.0,13387800000,0.474132,29856300.0,107102400,1033091900,1470426700,9245391550,,488654700,,11500120200,55782500,133924150.0,204163950,1488277100,-10040850,6548350.0,496464250,5154303000,496464250,55782500.0,55782500.0,4875390500.0,-155863900,0.469141,645961350,750832450,,973962450.0,254368200,20178761550,4468178250,150612750,-384073750,81442450,4696900.0,-541789600,-71397100,0.0,853384200,1045000000.0,-627125700,-9330180950.0,69170300.0,22633191550,,,-392760150.0,-150151250,206850600,1667896750.0,,,,,,,
2006-12-31,-1022513650.0,507330300.0,-83400500,2114000000,501661350,,5409000000,-485486900,167692250,-1003233800,602173350,1952552100,-1170926050,,22668000000,435170850,23081700.0,1336000000,30389365100.0,14180000000,,17551200.0,192000000,692000000,1465000000,9824000000,,512587150,,12066000000,179000000,48283850.0,189000000,1439964950,26619100,72047750.0,501661350,5386000000,501661350,179000000.0,179000000.0,5215000000.0,-239629900,,2610891000,706326550,,1615000000.0,204665200,21053000000,4459000000,218000000,-473534650,79944800,41904500.0,-383126700,402484400,0.0,1075708000,,-466527200,-9336365100.0,73000000.0,24004000000,-44000000.0,,-375159550.0,122578250,55782500,1821190500.0,,,,,,,
2007-03-31,366860700.0,193813200.0,-107289450,1754701650,324175650,1035600000.0,5435998800,-192659550,171893850,732567750,59989800,1906983450,560673900,,22644995850,-263032200,6921900.0,1089045600,30349070550.0,13919940900,0.320143,-18458400.0,183430350,508759650,1533200850,9814100550,,980602500,,12165239250,106135800,-402623850.0,207657000,926380950,3460950,10382850.0,324175650,5604431700,324175650,106135800.0,106135800.0,5027606700.0,-145359900,0.315141,365707050,477611100,,1646258550.0,153435450,20997583650,0,244573800,-203042400,87677400,18458400.0,-35763150,176508450,1153650.0,263032200,1020400000.0,-143052600,-9351486900.0,49606950.0,23734041450,,,-342634050.0,-72679950,178815750,1460520900.0,,,,,,,
2007-06-30,317130550.0,106375000.0,-104396800,1857307500,516982500,1024600000.0,5559157500,-342406700,169569900,981211150,395295200,2028571250,811641250,,22086641250,58792200,43074350.0,1103108750,29777553750.0,13389421250,0.510505,-1752850.0,158498750,425500000,1443508750,9800328750,,942482500,,11532113750,241471250,,204240000,1086088750,1063750,2382150.0,516982500,5198546250,516982500,241471250.0,241471250.0,4890058750.0,-904561350,0.5055,274447500,727605000,,1665832500.0,211686250,20420808750,0,365930000,-344788850,85100000,41111600.0,-157839350,37305300,0.0,740084050,1010400000.0,-262236150,-9356745000.0,62761250.0,23189750000,,,-344548450.0,134377450,106135800,1428616250.0,,,,,,,
2007-09-30,287847350.0,592245200.0,-104310350,1554146800,484925600,1012800000.0,5556770400,-335414950,164329550,933084300,79325600,2023173200,768130100,,21457957800,-279691900,75209950.0,1445833500,29228691800.0,13245027300,0.484981,-5624950.0,316990300,640936500,1409066600,9658764000,,497843700,,11690880500,213645500,,205695900,1525329500,1987400,14064900.0,484925600,5342131200,484925600,213645500.0,213645500.0,4939682700.0,-1419423250,0.479981,757199400,691615200,,1576008200.0,206689600,19881949600,0,293141500,-349479850,77508600,12970100.0,2057450,-251574350,0.0,428805450,999400000.0,-120378550,-9346742200.0,55647200.0,22903791300,,,-451597700.0,-26918000,241471250,1205358100.0,,,,,,,
2007-12-31,-972905350.0,-1238063400.0,-102003400,1590000000,833397900,,5925000000,-24518800,172206700,-2838678100,495389400,1940762200,-3011872200,,22412000000,418422950,-207206200.0,1048000000,29701186450.0,13283000000,,43836200.0,138000000,370000000,1422000000,10177000000,,2243974300,,11693000000,310000000,122620450.0,162000000,-303212100,159044100,376170100.0,833397900,5363000000,833397900,310000000.0,310000000.0,4908000000.0,-1119655500,,2708660100,810020400,,1999000000.0,-23377500,20413000000,4283000000,254000000,-489688900,84593900,4459900.0,-715329300,266760600,0.0,985078300,,-817332700,-9288186450.0,54000000.0,23460000000,-31000000.0,,-445219800.0,96220500,213645500,1274152450.0,,,,,,,
2008-03-31,348857000.0,172376400.0,-110813400,1597559850,309867100,965600000.0,5808469050,-165194050,174428500,695661900,-12312600,1921791650,521233400,,22760867150,-311919200,24625200.0,1341047350,30023249050.0,14054832900,0.319176,-48224350.0,109787350,619734200,1400558250,10047081600,,1053753350,,12457273050,333466250,-67719300.0,211366300,868038300,-6156300,11286550.0,309867100,6048564750,309867100,333466250.0,333466250.0,5008150050.0,-578692200,0.319176,346804900,429914950,,2059282350.0,120047850,20700558750,0,267799050,-176480600,86188200,17442850.0,1026050,-233939400,1026050.0,164168000,965600000.0,15390750,-9322690300.0,70797450.0,24101914500,,,-366299850.0,23599150,308841050,1258963350.0,,,,,,,
2008-06-30,-440857000.0,473000000.0,-109186600,1374000000,459000000,964000000.0,5902000000,-343805950,176571500,892571500,57312600,2098000000,707000000,,22977000000,-257080800,89374800.0,1376000000,,14244000000,0.48,-5775650.0,88000000,843000000,0,10109000000,,742000000,,12870000000,161000000,-58280700.0,217000000,1356000000,9000000,8713450.0,459000000,6389000000,459000000,161000000.0,161000000.0,5100000000.0,-1419307800,0.475,649000000,629000000,,2113000000.0,170000000,20864000000,4208000000,85000000,-352519400,87000000,16557150.0,-128204150,-234060600,0.0,409832000,952800000.0,-237390750,,91000000.0,24353000000,-1000000.0,,-323700150.0,-172599150,333466250,1198000000.0,,,,,,,
2008-09-30,-43000000.0,519000000.0,-108000000,1778000000,552000000,954200000.0,6073000000,-393000000,177000000,1025000000,542000000,2257000000,844000000,,23606000000,198000000,73000000.0,1358000000,,14666000000,0.585,6000000.0,200000000,657000000,1378000000,10298000000,,717000000,,12888000000,288000000,16000000.0,213000000,1540000000,4000000,22000000.0,552000000,6264000000,552000000,288000000.0,288000000.0,5246000000.0,-798000000,0.58,696000000,756000000,,2134000000.0,204000000,21472000000,4171000000,449000000,-415000000,92000000,14000000.0,0,209000000,0.0,957000000,943400000.0,-441000000,,77000000.0,24964000000,54000000.0,,-327000000.0,127000000,161000000,1252000000.0,,,,,,,
2008-12-31,-139000000.0,499000000.0,-108000000,1892000000,573000000,,6535000000,-498000000,197000000,1036000000,20000000,2200000000,820000000,,24964000000,-174000000,43000000.0,1756000000,32506000000.0,16161000000,,25000000.0,132000000,913000000,0,10559000000,,684000000,,14269000000,413000000,-17000000.0,200000000,1516000000,19000000,32000000.0,573000000,7405000000,573000000,413000000.0,413000000.0,5511000000.0,-793000000,,696000000,729000000,,1761000000.0,156000000,23203000000,0,1892000000,-480000000,110000000,6000000.0,0,-173000000,0.0,500000000,,104000000,-9303000000.0,-413000000.0,26720000000,-155000000.0,,-4000000.0,125000000,288000000,413000000.0,,,,,,,
2009-03-31,-14000000.0,620000000.0,-118000000,1807000000,424000000,944600000.0,6841000000,-446000000,203000000,845000000,131000000,1859000000,481000000,,25734000000,-148000000,10000000.0,1777000000,,16608000000,0.455,-53000000.0,138000000,940000000,1371000000,10903000000,,555000000,,14801000000,349000000,-132000000.0,273000000,1304000000,161000000,4000000.0,424000000,7836000000,424000000,349000000.0,349000000.0,5594000000.0,-1272000000,0.45,823000000,530000000,-373000000.0,1787000000.0,106000000,23947000000,4188000000,1807000000,-187000000,112000000,2000000.0,0,1000000,0.0,318000000,936600000.0,52000000,,0.0,27511000000,-126000000.0,,,-64000000,413000000,,,,,,,,
2009-06-30,-22000000.0,502000000.0,-118000000,1776000000,387000000,946000000.0,7110000000,-236000000,199000000,791000000,323000000,1781000000,583000000,,24974000000,28000000,40000000.0,1763000000,,15631000000,0.415,4000000.0,96000000,865000000,1319000000,11106000000,,497000000,,13855000000,431000000,-9000000.0,258000000,1284000000,9000000,33000000.0,387000000,7093000000,387000000,431000000.0,431000000.0,5443000000.0,-187000000,0.41,701000000,484000000,0.0,1814000000.0,97000000,23160000000,4203000000,1776000000,-309000000,108000000,13000000.0,0,28000000,0.0,632000000,937400000.0,-292000000,,0.0,26737000000,-207000000.0,,,82000000,349000000,,,,,,,,
2009-09-30,-77000000.0,480000000.0,-119000000,1248000000,461000000,947600000.0,7452000000,-322000000,191000000,901000000,308000000,1845000000,689000000,,24303000000,-21000000,96000000.0,1449000000,,14349000000,0.49,16000000.0,60000000,849000000,1227000000,11403000000,,485000000,,13101000000,233000000,-51000000.0,237000000,1360000000,21000000,13000000.0,461000000,6511000000,461000000,233000000.0,233000000.0,5363000000.0,-611000000,0.485,671000000,613000000,0.0,1849000000.0,152000000,22454000000,4239000000,1248000000,-342000000,97000000,34000000.0,0,-31000000,0.0,650000000,938800000.0,-511000000,,0.0,25752000000,-288000000.0,,,-198000000,431000000,,,,,,,,
2009-12-31,-108000000.0,489000000.0,-119000000,1237000000,582000000,,7915000000,-433000000,197000000,926000000,115000000,1882000000,653000000,390000000.0,23686000000,85000000,-8000000.0,1490000000,31939000000.0,13943000000,,65000000.0,66000000,797000000,0,11233000000,22000000.0,543000000,496000000.0,12706000000,352000000,-12000000.0,170000000,1339000000,76000000,57000000.0,582000000,6391000000,582000000,352000000.0,352000000.0,5119000000.0,-39000000,,686000000,634000000,0.0,58000000.0,52000000,22630000000,0,88000000,-564000000,95000000,24000000.0,0,41000000,130000000.0,679000000,,-133000000,-9309000000.0,114000000.0,25176000000,-948000000.0,,,119000000,233000000,309000000.0,,,,,,,
2010-03-31,,601000000.0,-127000000,1337000000,511000000,949800000.0,8191000000,17000000,205000000,970000000,463000000,1965000000,603000000,,23435000000,-37000000,70000000.0,1947000000,,13870000000,0.54,-67000000.0,95000000,781000000,0,11512000000,,556000000,,12533000000,748000000,101000000.0,235000000,1409000000,162000000,7000000.0,511000000,6189000000,511000000,748000000.0,748000000.0,5145000000.0,-18000000,0.54,806000000,673000000,0.0,1166000000.0,162000000,22269000000,4301000000,108000000,-134000000,92000000,52000000.0,0,-1000000,0.0,597000000,942000000.0,-222000000,,0.0,25382000000,-980000000.0,,-129000000.0,396000000,352000000,1229000000.0,,,,,,,
2010-06-30,,525000000.0,-126000000,1551000000,534000000,945200000.0,8331000000,-267000000,205000000,1032000000,558000000,2093000000,813000000,,24022000000,177000000,41000000.0,2105000000,,14450000000,0.57,-17000000.0,64000000,794000000,0,11677000000,,550000000,,12899000000,896000000,98000000.0,255000000,1543000000,14000000,11000000.0,534000000,6345000000,534000000,896000000.0,896000000.0,5298000000.0,-22000000,0.565,730000000,736000000,0.0,1221000000.0,202000000,22801000000,4275000000,210000000,-301000000,91000000,22000000.0,0,14000000,0.0,859000000,937600000.0,-443000000,,0.0,26127000000,-929000000.0,,-317000000.0,148000000,748000000,1341000000.0,,,,,,,
2010-09-30,-278000000.0,528000000.0,-125000000,1302000000,556000000,936800000.0,8560000000,-386000000,204000000,1062000000,99000000,2122000000,834000000,,24217000000,-227000000,233000000.0,1811000000,,14171000000,0.6,-18000000.0,127000000,810000000,0,11857000000,,556000000,,12869000000,548000000,-187000000.0,271000000,1566000000,24000000,3000000.0,556000000,6117000000,556000000,548000000.0,548000000.0,5442000000.0,-118000000,0.595,732000000,768000000,0.0,1571000000.0,212000000,22646000000,4270000000,109000000,-389000000,90000000,27000000.0,0,-35000000,0.0,488000000,929200000.0,-453000000,,0.0,26028000000,-973000000.0,,-237000000.0,-348000000,896000000,1193000000.0,,,,,,,
2010-12-31,,488000000.0,-125000000,1906000000,503000000,,8741000000,-747000000,220000000,1006000000,293000000,2117000000,774000000,254000000.0,23616000000,-118000000,74000000.0,1590000000,32470000000.0,13922000000,,59000000.0,62000000,775000000,425000000,11284000000,,635000000,493000000.0,12016000000,490000000,273000000.0,210000000,1482000000,12000000,14000000.0,503000000,5531000000,503000000,490000000.0,490000000.0,5152000000.0,-26000000,,708000000,699000000,0.0,699000000.0,196000000,22917000000,0,558000000,-762000000,87000000,14000000.0,0,19000000,0.0,1055000000,,-367000000,-9553000000.0,260000000.0,25206000000,-1709000000.0,,-230000000.0,-58000000,548000000,383000000.0,,,,,,,
2011-03-31,-92000000.0,557000000.0,-149000000,1815000000,668000000,923600000.0,8966000000,93000000,218000000,1163000000,279000000,2084000000,645000000,1287000000.0,23498000000,-111000000,104000000.0,1714000000,22677000000.0,13754000000,0.73,-19000000.0,73000000,770000000,0,11458000000,,664000000,,11939000000,593000000,-64000000.0,228000000,1420000000,300000000,14000000.0,668000000,5451000000,668000000,593000000.0,593000000.0,5201000000.0,-22000000,0.725,775000000,859000000,,821000000.0,191000000,22677000000,4228000000,474000000,-220000000,86000000,20000000.0,0,-18000000,0.0,499000000,916600000.0,-491000000,,0.0,25212000000,-1736000000.0,,-340000000.0,103000000,490000000,1341000000.0,,,,,,,
2011-06-30,-17000000.0,494000000.0,-147000000,1815000000,538000000,914200000.0,8966000000,-841000000,217000000,1101000000,522000000,2260000000,874000000,1287000000.0,23498000000,42000000,119000000.0,1714000000,22677000000.0,13754000000,0.595,-13000000.0,73000000,770000000,0,11458000000,,675000000,,11939000000,175000000,106000000.0,228000000,1585000000,10000000,-464000000.0,538000000,5451000000,538000000,593000000.0,593000000.0,5201000000.0,-17000000,0.59,711000000,799000000,,821000000.0,261000000,22677000000,4228000000,474000000,-377000000,85000000,31000000.0,0,-54000000,0.0,899000000,907800000.0,-476000000,,0.0,25212000000,-1736000000.0,,-407000000.0,-418000000,593000000,1341000000.0,,,,,,,
2011-09-30,-38000000.0,470000000.0,-145000000,2090000000,659000000,902800000.0,9154000000,-362000000,218000000,1226000000,572000000,2307000000,938000000,1330000000.0,24699000000,104000000,104000000.0,1868000000,23800000000.0,14911000000,0.735,-27000000.0,551000000,801000000,0,11656000000,,681000000,,12821000000,192000000,60000000.0,272000000,1626000000,70000000,-17000000.0,659000000,5878000000,659000000,192000000.0,192000000.0,5613000000.0,-186000000,0.73,688000000,923000000,,899000000.0,264000000,23800000000,4149000000,525000000,-415000000,85000000,5000000.0,0,55000000,0.0,987000000,896600000.0,-611000000,,0.0,26567000000,-1647000000.0,,-417000000.0,17000000,175000000,1565000000.0,,,,,,,
2011-12-31,-393000000.0,567000000.0,-144000000,1715000000,592000000,,9378000000,-619000000,231000000,1091000000,-22000000,2377000000,839000000,,24178000000,-43000000,204000000.0,1848000000,33821000000.0,15346000000,,70000000.0,105000000,820000000,762000000,10680000000,,740000000,244000000.0,13631000000,101000000,-68000000.0,201000000,1637000000,21000000,-6000000.0,592000000,6441000000,592000000,101000000.0,101000000.0,5333000000.0,-858000000,,798000000,775000000,,261000000.0,183000000,23917000000,0,135000000,-613000000,85000000,,77000000,-34000000,0.0,591000000,,-72000000,-9904000000.0,169000000.0,26026000000,-2839000000.0,,-256000000.0,-91000000,192000000,445000000.0,,,,,,,
2012-03-31,,586000000.0,-165000000,2237000000,775000000,887000000.0,9679000000,89000000,230000000,1316000000,-99000000,2346000000,793000000,683000000.0,23980000000,-247000000,194000000.0,1893000000,23681000000.0,14875000000,0.88,-61000000.0,102000000,769000000,0,10998000000,,737000000,,12638000000,182000000,-200000000.0,261000000,1609000000,293000000,2000000.0,775000000,5892000000,775000000,182000000.0,182000000.0,5494000000.0,-745000000,0.875,816000000,1000000000,,299000000.0,225000000,23681000000,4153000000,895000000,-224000000,86000000,54000000.0,0,44000000,0.0,125000000,882000000.0,-132000000,,0.0,25873000000,-2834000000.0,,-353000000.0,81000000,101000000,1342000000.0,,,,,,,
2012-06-30,34000000.0,585000000.0,-163000000,2393000000,631000000,879000000.0,9821000000,-366000000,230000000,1224000000,822000000,2543000000,985000000,713000000.0,24407000000,238000000,78000000.0,2059000000,24078000000.0,15302000000,0.72,-15000000.0,85000000,833000000,0,11164000000,,743000000,,12909000000,345000000,290000000.0,277000000,1800000000,9000000,23000000.0,631000000,5991000000,631000000,345000000.0,345000000.0,5629000000.0,-723000000,0.72,815000000,908000000,,329000000.0,277000000,24078000000,4132000000,784000000,-389000000,86000000,19000000.0,0,-56000000,0.0,1211000000,874400000.0,-682000000,,0.0,26466000000,-2789000000.0,,-369000000.0,163000000,182000000,1609000000.0,,,,,,,
2012-09-30,17000000.0,548000000.0,-163000000,2309000000,664000000,871800000.0,9988000000,-547000000,227000000,1230000000,492000000,2497000000,985000000,,24353000000,33000000,59000000.0,1925000000,24004000000.0,14973000000,0.765,3000000.0,78000000,845000000,738000000,11305000000,,737000000,,12664000000,175000000,50000000.0,272000000,1760000000,18000000,-39000000.0,664000000,5770000000,664000000,175000000.0,175000000.0,5603000000.0,-338000000,0.76,775000000,919000000,,349000000.0,255000000,24004000000,4120000000,678000000,-508000000,84000000,24000000.0,0,-25000000,0.0,1000000000,867800000.0,-620000000,,0.0,26278000000,-2803000000.0,,-373000000.0,-170000000,345000000,1631000000.0,,,,,,,
2012-12-31,-285000000.0,571000000.0,-161000000,2203000000,610000000,864000000.0,10167000000,-597000000,237000000,1154000000,114000000,2534000000,1260000000,,24790000000,42000000,120000000.0,1869000000,34722000000.0,15641000000,0.71,43000000.0,89000000,831000000,776000000,11018000000,30000000.0,3680000000,728000000.0,13438000000,155000000,-11000000.0,230000000,-1146000000,-343000000,13000000.0,610000000,6323000000,610000000,155000000.0,155000000.0,5555000000.0,-195000000,0.705,-2406000000,831000000,,57000000.0,221000000,24541000000,4108000000,577000000,-610000000,86000000,20000000.0,0,17000000,75000000.0,724000000,860600000.0,-148000000,-10181000000.0,0.0,26659000000,-3257000000.0,,-305000000.0,-20000000,175000000,386000000.0,,,,,,,
2013-03-31,-72000000.0,718000000.0,-183000000,2798000000,555000000,856600000.0,10211000000,-161000000,235000000,1057000000,93000000,2466000000,861000000,,24993000000,-440000000,83000000.0,1999000000,24733000000.0,15880000000,0.65,-57000000.0,95000000,900000000,778000000,11112000000,,1605000000,,13082000000,128000000,-321000000.0,289000000,861000000,-39000000,15000000.0,555000000,5945000000,555000000,128000000.0,128000000.0,5700000000.0,-929000000,0.65,0,733000000,,260000000.0,178000000,24733000000,4088000000,1466000000,-228000000,89000000,14000000.0,0,-59000000,0.0,321000000,853400000.0,-199000000,,0.0,26992000000,-3187000000.0,,-361000000.0,-27000000,155000000,1332000000.0,,,,,,,
2013-06-30,-81000000.0,972000000.0,-182000000,2791000000,717000000,849200000.0,10416000000,-411000000,250000000,1320000000,645000000,2666000000,1107000000,,25640000000,133000000,73000000.0,1905000000,25305000000.0,16160000000,0.845,-38000000.0,81000000,876000000,767000000,11385000000,,1559000000,,13369000000,87000000,118000000.0,330000000,1107000000,-37000000,7000000.0,717000000,6141000000,717000000,87000000.0,87000000.0,5867000000.0,-1043000000,0.845,0,982000000,,335000000.0,265000000,25305000000,4063000000,1322000000,-418000000,88000000,9000000.0,0,39000000,0.0,1063000000,846200000.0,-695000000,,0.0,27545000000,-3094000000.0,,-351000000.0,-41000000,128000000,1469000000.0,,,,,,,
2013-09-30,25000000.0,983000000.0,-180000000,2987000000,705000000,842200000.0,10611000000,-579000000,241000000,1330000000,527000000,2698000000,1160000000,,25760000000,82000000,13000000.0,2037000000,25383000000.0,16230000000,0.84,11000000.0,67000000,868000000,760000000,11567000000,,1538000000,,13243000000,182000000,57000000.0,317000000,1160000000,-71000000,-40000000.0,705000000,6010000000,705000000,182000000.0,182000000.0,5884000000.0,-932000000,0.835,0,1000000000,,377000000.0,295000000,25383000000,4036000000,1488000000,-539000000,89000000,5000000.0,0,-3000000,0.0,1066000000,839200000.0,-394000000,,0.0,27797000000,-3080000000.0,,-383000000.0,95000000,87000000,1499000000.0,,,,,,,
2013-12-31,60000000.0,1102000000.0,-179000000,2498000000,635000000,837100000.0,10788000000,-701000000,254000000,1219000000,310000000,2745000000,1040000000,,28186000000,-13000000,162000000.0,1977000000,36806000000.0,17210000000,0.76,46000000.0,89000000,815000000,815000000,12953000000,57000000.0,1705000000,789000000.0,14712000000,214000000,-99000000.0,274000000,1040000000,-75000000,87000000.0,635000000,6819000000,635000000,214000000.0,214000000.0,6537000000.0,1491000000,0.76,0,874000000,,59000000.0,239000000,26227000000,4015000000,1021000000,-788000000,91000000,3000000.0,0,55000000,72000000.0,1098000000,833800000.0,-368000000,-10579000000.0,0.0,30163000000,-1850000000.0,,-305000000.0,32000000,182000000,408000000.0,,,,,,,
