date,quarterlyFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyCurrentAssets,quarterlyTotalNonCurrentAssets,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInInventory,quarterlyCashDividendsPaid,quarterlyBasicAverageShares,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyBasicEPS,quarterlyNetOtherInvestingChanges,quarterlyOperatingExpense,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyDilutedAverageShares,quarterlyAccountsPayable,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2003-06-30,58409000.0,1500788000.0,94812000.0,335986000.0,765867000.0,1283524000.0,,1409687000.0,12914000.0,51363000.0,2049391000.0,38520000,0.183333,17921000.0,,19495000.0,0.0,,,30111000.0,315606000.0,890000.0,153897000.0,38520000,38520000,1862327000.0,6238000.0,78187000.0,-4216000.0,,183917865.0,-64900000.0,346209000.0,158674000.0,304994000.0,,962912000.0,0.21,2504000.0,71097000.0,26275000.0,,,,90000.0,47314000.0,315606000.0,315606000.0,82800000,-3266000.0,-20369000.0,237566163.0,83821000.0,489883000,16168000.0,-87000.0,577444000.0,78778000.0,-263070000.0,135592000.0,10612000.0,,361539000.0,,314374000.0,64195000.0,,100721000,288270000.0,25675000.0,,,4276000.0,,,,
2003-09-30,77691000.0,1378234000.0,,347895000.0,740576000.0,1297289000.0,,1272648000.0,14483000.0,49134000.0,2037865000.0,38060000,0.18,19336000.0,,16111000.0,-11850000.0,,,25743000.0,272109000.0,-16190000.0,165387000.0,38060000,38060000,1758305000.0,14625000.0,91103000.0,4647000.0,,195308895.0,-42282000.0,356542000.0,250688000.0,315606000.0,,961296000.0,0.193333,-441000.0,70176000.0,33117000.0,,,,90000.0,50224000.0,272109000.0,272109000.0,95211000,-100860000.0,-21954000.0,229498086.0,71166000.0,513282000,11856000.0,7517000.0,584438000.0,99645000.0,-263070000.0,258681000.0,-43497000.0,,380071000.0,,321368000.0,62910000.0,,114547000,326330000.0,24850000.0,,,7201000.0,,,,
2003-12-31,-1665000.0,1242552000.0,100909000.0,359965000.0,605058000.0,1340472000.0,,1117002000.0,19310000.0,49807000.0,1945530000.0,62798000,,19985000.0,,11766000.0,-6816000.0,,,32853000.0,61657000.0,-8926000.0,223481000.0,62798000,62798000,1605372000.0,13866000.0,106240000.0,-6815000.0,,,-65999000.0,387933000.0,306871000.0,272109000.0,,984159000.0,,690000.0,102291000.0,62875000.0,,-924000.0,,90000.0,50557000.0,61657000.0,61657000.0,121190000,-179029000.0,-36241000.0,,71868000.0,583446000,-78136000.0,8643000.0,648465000.0,34576000.0,-306018000.0,139486000.0,-210452000.0,,362820000.0,,342447000.0,100498000.0,-24125000.0,141175000,389128000.0,37700000.0,,,8077000.0,,,,
2004-03-31,101435000.0,1241791000.0,101652000.0,363429000.0,689495000.0,1360859000.0,,1105277000.0,24500000.0,52181000.0,2050354000.0,52865000,0.256667,20270000.0,,11636000.0,0.0,,,26187000.0,153156000.0,1443000.0,172002000.0,52865000,52865000,1623328000.0,12527000.0,112014000.0,6818000.0,,196198953.0,-39938000.0,400444000.0,390826000.0,61657000.0,,998464000.0,0.27,1831000.0,75169000.0,43178000.0,,-3493000.0,,90000.0,50025000.0,153156000.0,153156000.0,96833000,5321000.0,-24681000.0,205766907.0,80711000.0,535431000,39116000.0,-1016000.0,655886000.0,126116000.0,-306018000.0,149149000.0,91499000.0,,381537000.0,,349868000.0,86640000.0,,117103000,441993000.0,33775000.0,,,17578000.0,,,,
2004-06-30,59598000.0,1240396000.0,112854000.0,375139000.0,748433000.0,1387941000.0,,1094247000.0,18308000.0,55594000.0,2136374000.0,52401000,0.25,20927000.0,,11258000.0,0.0,,,28337000.0,200701000.0,667000.0,176491000.0,52401000,52401000,1624775000.0,16143000.0,127841000.0,-1876000.0,,199372364.0,-43545000.0,402046000.0,471208000.0,153156000.0,,1008634000.0,0.265,2157000.0,80024000.0,40836000.0,,2187000.0,,135000.0,49868000.0,200701000.0,200701000.0,96467000,454000.0,-31038000.0,208020712.0,71805000.0,551630000,-1760000.0,5844000.0,669182000.0,90636000.0,-306018000.0,149852000.0,47545000.0,,384379000.0,,363164000.0,85876000.0,,117394000,494299000.0,33475000.0,,,11641000.0,,,,
2004-09-30,81699000.0,1487962000.0,123166000.0,396909000.0,826874000.0,1604017000.0,,1334687000.0,19662000.0,61120000.0,2430891000.0,60386000,0.295,22257000.0,,13741000.0,-3934000.0,,,30666000.0,226942000.0,1010000.0,198622000.0,60386000,60386000,1933615000.0,12749000.0,133613000.0,123000.0,,198337860.0,-247446000.0,434669000.0,452336000.0,200701000.0,,1199196000.0,0.305,239000.0,86970000.0,56016000.0,,-360000.0,,135000.0,53277000.0,226942000.0,226942000.0,111652000,157835000.0,-34153000.0,205779562.0,84365000.0,595531000,19442000.0,7003000.0,698090000.0,115852000.0,-306018000.0,184845000.0,26241000.0,,445653000.0,,392072000.0,98921000.0,,133909000,554685000.0,38535000.0,,,5361000.0,,,,
2004-12-31,48885000.0,1493897000.0,133919000.0,419593000.0,868720000.0,1643239000.0,,1322468000.0,22570000.0,64147000.0,2511959000.0,56602000,,23212000.0,,15777000.0,-219000.0,,,31843000.0,251979000.0,1053000.0,196410000.0,56602000,56602000,1935632000.0,14230000.0,148859000.0,-808000.0,,,-48732000.0,462095000.0,523134000.0,226942000.0,,1216945000.0,,9482000.0,91239000.0,44210000.0,,1730000.0,,135000.0,53364000.0,251979000.0,251979000.0,105171000,-13572000.0,-38456000.0,,96231000.0,616003000,-23743000.0,17284000.0,759563000.0,87341000.0,-347499000.0,158221000.0,25037000.0,,441735000.0,,412064000.0,90447000.0,-9981000.0,128383000,611287000.0,33845000.0,,,8852000.0,,,,
2005-03-31,85781000.0,1540848000.0,139340000.0,409949000.0,961917000.0,1687895000.0,,1362006000.0,22473000.0,65149000.0,2649812000.0,56334000,0.275,24848000.0,,17534000.0,-29213000.0,,,34697000.0,317879000.0,3147000.0,200009000.0,56334000,56334000,1973709000.0,31982000.0,156369000.0,-2820000.0,,198799224.0,-25844000.0,472983000.0,618413000.0,251979000.0,,1240200000.0,0.285,2282000.0,94013000.0,44441000.0,,7710000.0,,135000.0,6346000.0,317879000.0,317879000.0,105996000,-19662000.0,-25625000.0,206300598.0,91366000.0,609958000,20694000.0,-5814000.0,763212000.0,111406000.0,-347499000.0,195809000.0,65900000.0,,432861000.0,,415713000.0,91609000.0,,130844000,667621000.0,35275000.0,,,17031000.0,,,,
2005-06-30,65915000.0,1539007000.0,152347000.0,435354000.0,979208000.0,1772285000.0,,1361387000.0,22807000.0,71393000.0,2751493000.0,52943000,0.255,25860000.0,,24897000.0,-766000.0,,,35480000.0,312761000.0,-55000.0,213693000.0,52943000,52943000,1997858000.0,14293000.0,154813000.0,292000.0,,200953174.0,-120803000.0,489970000.0,686830000.0,317879000.0,,1317391000.0,0.265,966000.0,103378000.0,45017000.0,,-1331000.0,,135000.0,4480000.0,312761000.0,312761000.0,110315000,9490000.0,-40280000.0,207690060.0,101381000.0,649047000,16760000.0,-5619000.0,788100000.0,106195000.0,-347499000.0,200643000.0,-5118000.0,,458851000.0,,440601000.0,85363000.0,,136175000,720564000.0,32420000.0,,,12741000.0,,,,
2005-09-30,52985000.0,1549252000.0,162219000.0,457994000.0,1029181000.0,1839354000.0,,1360665000.0,25096000.0,72854000.0,2868535000.0,55217000,0.265,26372000.0,,24297000.0,-582000.0,,,36032000.0,337196000.0,356000.0,218826000.0,55217000,55217000,2020243000.0,131098000.0,163491000.0,-142000.0,,202614922.0,-67480000.0,502887000.0,772533000.0,312761000.0,,1256223000.0,0.275,10267000.0,106488000.0,47163000.0,,11001000.0,,135000.0,4349000.0,337196000.0,337196000.0,112338000,7306000.0,-31624000.0,208743578.0,99080000.0,676820000,-2544000.0,2483000.0,799532000.0,84609000.0,-347499000.0,205343000.0,24435000.0,,470991000.0,,452033000.0,88397000.0,,138710000,775781000.0,33180000.0,,,8841000.0,,,,
2005-12-31,119508000.0,4350781000.0,231994000.0,731946000.0,1654408000.0,4625354000.0,,4085435000.0,189847000.0,124983000.0,6279762000.0,64149000,,42639000.0,,72858000.0,-47323000.0,,,69130000.0,431811000.0,1864000.0,306147000.0,64149000,42928000,5340514000.0,44949000.0,75499000.0,14650000.0,,,-2831236000.0,853560000.0,850609000.0,337196000.0,,3830327000.0,,304891000.0,169425000.0,38463000.0,,14806000.0,,135000.0,71767000.0,431811000.0,431811000.0,136722000,2742507000.0,-63836000.0,,212049000.0,1038093000,123817000.0,-54407000.0,1155353000.0,183344000.0,-405275000.0,473923000.0,94615000.0,,989733000.0,,750078000.0,65728000.0,,179361000,839930000.0,22800000.0,,,5306000.0,,,,
2006-03-31,-76570000.0,4304195000.0,236266000.0,817773000.0,1537439000.0,4652015000.0,3605401000.0,4039333000.0,180362000.0,134248000.0,6189454000.0,57469000,0.275,41891000.0,,70459000.0,18530000.0,,,88255000.0,279146000.0,3874000.0,345415000.0,57469000,57780000,5133320000.0,55780000.0,84500000.0,-18911000.0,,205162910.0,-55482000.0,859138000.0,962532000.0,431811000.0,,230981000.0,0.28,0.0,183340000.0,22622000.0,,21004000.0,2635000.0,135000.0,5237000.0,279146000.0,279146000.0,162075000,-73619000.0,-53006000.0,210776838.0,178298000.0,1163188000,-133853000.0,-2425000.0,1165128000.0,-23564000.0,-405275000.0,409324000.0,-152665000.0,,829125000.0,,759853000.0,95490000.0,,203966000,897399000.0,37710000.0,,,21063000.0,,,,
2006-06-30,188104000.0,4209528000.0,291140000.0,842973000.0,1629623000.0,4711788000.0,3640143000.0,3939047000.0,177230000.0,142674000.0,6341411000.0,63237000,0.3,41717000.0,,68436000.0,3522000.0,,,93362000.0,339319000.0,2973000.0,364843000.0,63237000,64329000,5190575000.0,59498000.0,93251000.0,-4371000.0,,206958124.0,-104009000.0,859165000.0,1042844000.0,279146000.0,,224769000.0,0.305,0.0,193091000.0,24620000.0,,24434000.0,7346000.0,135000.0,5008000.0,339319000.0,339319000.0,171752000,-91908000.0,-67986000.0,211290416.0,190096000.0,1207816000,180219000.0,-18555000.0,1192653000.0,256090000.0,-405275000.0,494803000.0,60173000.0,,981047000.0,,787378000.0,106289000.0,,213469000,960636000.0,41960000.0,,,4878000.0,,,,
2006-09-30,30755000.0,4075239000.0,302011000.0,857049000.0,1612758000.0,4731372000.0,3657355000.0,3818111000.0,135920000.0,145432000.0,6344130000.0,94856000,0.45,44478000.0,,67904000.0,5390000.0,,,99336000.0,260278000.0,41239000.0,379992000.0,94856000,93091000,5085596000.0,46468000.0,121208000.0,-5836000.0,,207569020.0,-67310000.0,902745000.0,1146812000.0,339319000.0,,214494000.0,0.455,21348000.0,162898000.0,22232000.0,,14091000.0,4624000.0,135000.0,6640000.0,260278000.0,260278000.0,217094000,-108668000.0,-66182000.0,211847952.0,227650000.0,1237041000,-60218000.0,22229000.0,1218330000.0,96937000.0,-405275000.0,474056000.0,-79041000.0,,1010357000.0,,813055000.0,152461000.0,,261572000,1055492000.0,59370000.0,,34718000.0,5246000.0,,,,
2006-12-31,108977000.0,4011361000.0,341766000.0,872556000.0,1709496000.0,4782320000.0,3667853000.0,3730380000.0,155339000.0,157365000.0,6491816000.0,74129000,,45209000.0,,,9807000.0,,,89119000.0,310202000.0,-273791000.0,400061000.0,74129000,74129000,5123533000.0,60780000.0,125642000.0,10531000.0,,,-85262000.0,932385000.0,1245924000.0,260278000.0,,203721000.0,,-21348000.0,211550000.0,29858000.0,,12997000.0,5962000.0,135000.0,20871000.0,310202000.0,310202000.0,188511000,-54922000.0,-81131000.0,,251686000.0,1272617000,45013000.0,1093000.0,1408687000.0,190108000.0,-558721000.0,497849000.0,49924000.0,,1112172000.0,,849966000.0,121519000.0,,233720000,1129621000.0,47390000.0,,22676000.0,9406000.0,,,,
2007-03-31,38532000.0,4013312000.0,302689000.0,881585000.0,1748032000.0,4789965000.0,3663091000.0,3721373000.0,156653000.0,146856000.0,6537997000.0,76582000,0.36,45790000.0,-20975000.0,68870000.0,1378000.0,,,69452000.0,356384000.0,3195000.0,396581000.0,76582000,76582000,5056358000.0,77336000.0,135286000.0,19667000.0,,210026280.0,-59679000.0,906510000.0,1354143000.0,310202000.0,,194741000.0,0.365,0.0,203264000.0,28500000.0,,13767000.0,10886000.0,135000.0,34133000.0,356384000.0,362199000.0,193317000,17830000.0,-49499000.0,213478432.0,205299000.0,1278166000,-49740000.0,-2194000.0,1413518000.0,88031000.0,-558721000.0,500925000.0,46182000.0,,1043046000.0,,854797000.0,127642000.0,,239107000,1210094000.0,51060000.0,,15529000.0,12137000.0,5815000.0,,,
2007-06-30,69845000.0,3963556000.0,336939000.0,891013000.0,1887480000.0,4783902000.0,3666914000.0,3698403000.0,101860000.0,156376000.0,6671382000.0,125024000,0.585,47058000.0,-16101000.0,62911000.0,4910000.0,,,69860000.0,396902000.0,62933000.0,421722000.0,125024000,125024000,5037025000.0,63650000.0,163293000.0,-164000.0,,210902612.0,-49698000.0,959812000.0,1500656000.0,356384000.0,,186968000.0,0.595,-6262000.0,160505000.0,33326000.0,,13013000.0,28008000.0,135000.0,9564000.0,396902000.0,418849000.0,261217000,-35685000.0,-56056000.0,214022496.0,220540000.0,1312735000,-25554000.0,29652000.0,1425091000.0,125901000.0,-558721000.0,506426000.0,40518000.0,,1073469000.0,,866370000.0,205964000.0,,308275000,1335118000.0,80940000.0,,-1289000.0,7401000.0,21947000.0,,,
2007-09-30,24699000.0,3964571000.0,322289000.0,890243000.0,1920520000.0,4860915000.0,3728822000.0,3695586000.0,101950000.0,154703000.0,6781435000.0,94455000,0.44,49230000.0,-5126000.0,62715000.0,12882000.0,,,75611000.0,391300000.0,6278000.0,428138000.0,94455000,94455000,5006151000.0,52168000.0,167035000.0,-4359000.0,,212342946.0,-133476000.0,976285000.0,1627266000.0,396902000.0,,185761000.0,0.445,-75520000.0,215726000.0,27653000.0,,5010000.0,14228000.0,135000.0,9711000.0,391300000.0,413477000.0,212412000,32096000.0,-71079000.0,215122278.0,245976000.0,1318381000,-58540000.0,-1813000.0,1452885000.0,95778000.0,-558721000.0,463604000.0,-5602000.0,,1041580000.0,,894164000.0,155975000.0,,261642000,1429573000.0,61520000.0,,-29077000.0,28218000.0,22177000.0,,,
2007-12-31,125457000.0,3974697000.0,395853000.0,927503000.0,1976250000.0,4967710000.0,3767933000.0,3683887000.0,124755000.0,169983000.0,6943960000.0,85717000,,51392000.0,-32944000.0,62651000.0,1860000.0,,,80173000.0,447046000.0,5329000.0,427366000.0,85717000,85717000,5061193000.0,77409000.0,166055000.0,-3873000.0,,,-183619000.0,927949000.0,1732250000.0,391300000.0,,183042000.0,,100245000.0,232103000.0,34482000.0,,-2511000.0,-16053000.0,135000.0,23431000.0,447046000.0,487324000.0,195263000,16039000.0,-97869000.0,,225461000.0,1354869000,79556000.0,-7044000.0,1623240000.0,223326000.0,-683914000.0,441751000.0,55746000.0,,1086496000.0,,939326000.0,137941000.0,0.0,246655000,1515290000.0,52224000.0,,13671000.0,15146000.0,40278000.0,,,
2008-03-31,26287000.0,3972096000.0,288559000.0,930209000.0,2018477000.0,4971955000.0,3774906000.0,3669809000.0,138261000.0,155396000.0,6990432000.0,86934000,0.4,52811000.0,-948000.0,59066000.0,1281000.0,,,76807000.0,479316000.0,4863000.0,414515000.0,86934000,86934000,5042830000.0,67030000.0,164026000.0,3499000.0,,214734712.0,-59713000.0,959837000.0,1798326000.0,447046000.0,,175161000.0,0.405,0.0,217788000.0,29604000.0,,-13640000.0,14787000.0,135000.0,35626000.0,479316000.0,525175000.0,196727000,959000.0,-64737000.0,216478720.0,211600000.0,1344724000,-50159000.0,-7439000.0,1638772000.0,91024000.0,-683914000.0,534949000.0,32270000.0,,1070734000.0,,954858000.0,142524000.0,-7144000.0,249538000,1602224000.0,55590000.0,,14829000.0,8525000.0,45859000.0,,,
2008-06-30,54175000.0,3960523000.0,345830000.0,973286000.0,1989239000.0,5060321000.0,3831996000.0,3657118000.0,121986000.0,162696000.0,7049560000.0,94951000,0.45,52892000.0,-16181000.0,55320000.0,1644000.0,,,81222000.0,326986000.0,2987000.0,434018000.0,94951000,94951000,5109983000.0,71991000.0,181419000.0,-3800000.0,,209629634.0,-132249000.0,1046665000.0,1779879000.0,479316000.0,,170831000.0,0.455,18983000.0,228464000.0,34756000.0,,-5051000.0,5996000.0,135000.0,52195000.0,326986000.0,378124000.0,205554000,-154591000.0,-80335000.0,211234346.0,207206000.0,1407304000,-54940000.0,24610000.0,1669417000.0,134510000.0,-683914000.0,544229000.0,-152330000.0,,1149460000.0,,985503000.0,153221000.0,-162529000.0,258446000,1697175000.0,58270000.0,,13549000.0,4245000.0,51138000.0,,,
2008-09-30,67383000.0,3978556000.0,330838000.0,1005648000.0,2063989000.0,5107904000.0,3856601000.0,3643275000.0,120804000.0,165922000.0,7171893000.0,93910000,0.445,54970000.0,-3571000.0,54505000.0,1999000.0,,,82494000.0,387947000.0,2481000.0,441487000.0,93910000,93910000,5102306000.0,74331000.0,214477000.0,-947000.0,,209113540.0,-106569000.0,1056691000.0,1906679000.0,326986000.0,,165270000.0,0.45,3766000.0,233603000.0,36010000.0,,-4846000.0,3268000.0,135000.0,64262000.0,387947000.0,439561000.0,207884000,21303000.0,-78844000.0,211155646.0,212661000.0,1447135000,-62296000.0,38986000.0,1695616000.0,146227000.0,-683914000.0,515989000.0,60961000.0,,1123750000.0,,1011702000.0,155860000.0,0.0,262854000,1791085000.0,61950000.0,,16688000.0,20900000.0,51614000.0,,,
2008-12-31,90059000.0,4004724000.0,312216000.0,1011344000.0,2128304000.0,5157787000.0,3876931000.0,3622421000.0,137419000.0,170455000.0,7286091000.0,98365000,,56244000.0,-2357000.0,55825000.0,2959000.0,,,84174000.0,410881000.0,2080000.0,449666000.0,98365000,98365000,5167787000.0,72260000.0,244884000.0,-1467000.0,,,-95429000.0,1075457000.0,1952458000.0,387947000.0,,160521000.0,,7567000.0,238066000.0,33761000.0,,-14339000.0,18595000.0,135000.0,72725000.0,410881000.0,446413000.0,211600000,-65807000.0,-94111000.0,,282883000.0,1461010000,-25648000.0,38755000.0,1884580000.0,184170000.0,-836505000.0,495239000.0,22934000.0,,1163063000.0,,1048075000.0,157855000.0,-63042000.0,267844000,1889450000.0,59490000.0,,13938000.0,6577000.0,35532000.0,,,
2009-03-31,61046000.0,4284656000.0,276851000.0,1005886000.0,2031463000.0,5203948000.0,3905762000.0,3634878000.0,389677000.0,127273000.0,7235411000.0,96211000,0.46,57123000.0,-520000.0,48301000.0,779000.0,29068000.0,-65411000.0,71353000.0,405683000.0,754000.0,441754000.0,96211000,108274000,5311262000.0,46006000.0,260101000.0,13055000.0,-13567000.0,207756834.0,-98663000.0,1088584000.0,1865942000.0,410881000.0,-13757000.0,155823000.0,0.465,0.0,221150000.0,32454000.0,-2630739000.0,-12111000.0,10689000.0,135000.0,83295000.0,405683000.0,431096000.0,220604000,-40784000.0,-73203000.0,208818052.0,217125000.0,1447640000,-67038000.0,16430000.0,,134249000.0,,441124000.0,-5198000.0,8211000.0,1026606000.0,-39828000.0,1067289000.0,173057000.0,-33440000.0,278481000,1985661000.0,64783000.0,11009000.0,15485000.0,7541000.0,25413000.0,,,
2009-06-30,147121000.0,3987241000.0,329517000.0,1051879000.0,2233397000.0,5207637000.0,3908290000.0,3579417000.0,133521000.0,132166000.0,7441034000.0,105819000,0.51,58185000.0,-16102000.0,47088000.0,6770000.0,30971000.0,13451000.0,65354000.0,544113000.0,1273000.0,467162000.0,119632000,133445000,5096081000.0,44104000.0,274303000.0,5989000.0,-16328000.0,207411366.0,-61709000.0,1128330000.0,2000058000.0,405683000.0,-40316000.0,148923000.0,0.51,0.0,231208000.0,37851000.0,-6506212000.0,-10033000.0,21556000.0,135000.0,92290000.0,544113000.0,563222000.0,235954000,-12244000.0,-65262000.0,207851686.0,230576000.0,1519041000,4633000.0,13576000.0,,212383000.0,,453048000.0,138430000.0,3409000.0,1108840000.0,-3486000.0,1075349000.0,190139000.0,-3280000.0,295412000,2091480000.0,70507000.0,11403000.0,-8918000.0,4438000.0,19109000.0,,,
2009-09-30,100039000.0,4285866000.0,314677000.0,1095857000.0,2308533000.0,5229175000.0,3932964000.0,3587833000.0,393358000.0,134931000.0,7537708000.0,110930000,0.53,56813000.0,-2057000.0,45535000.0,16791000.0,31578000.0,-7035000.0,69014000.0,581680000.0,999000.0,478058000.0,110930000,126270000,5399375000.0,34262000.0,304675000.0,-3186000.0,-16993000.0,208254668.0,-88376000.0,1142861000.0,2076803000.0,544113000.0,-14162000.0,141925000.0,0.535,0.0,233057000.0,270601000.0,-4824716000.0,-7838000.0,1344000.0,135000.0,100677000.0,581680000.0,602360000.0,245001000,-41544000.0,-67448000.0,209214636.0,256707000.0,1573915000,-47616000.0,15411000.0,,167487000.0,,426856000.0,37567000.0,14592000.0,1113509000.0,-20687000.0,1088446000.0,200465000.0,-29207000.0,302813000,2202410000.0,74195000.0,11438000.0,930000.0,2258000.0,20680000.0,,,
2009-12-31,83570000.0,4317136000.0,286121000.0,1095046000.0,2302521000.0,5255715000.0,3951196000.0,3562864000.0,419417000.0,137161000.0,7558236000.0,109724000,,56865000.0,-8147000.0,44831000.0,-35923000.0,30247000.0,-45884000.0,70041000.0,539459000.0,682000.0,473158000.0,109724000,125583000,5364077000.0,32615000.0,334855000.0,-743000.0,-20860000.0,,-97312000.0,1105903000.0,2135066000.0,581680000.0,35922000.0,136732000.0,,7697000.0,234446000.0,40234000.0,-4867157000.0,-5548000.0,2031000.0,135000.0,100007000.0,539459000.0,565934000.0,238712000,-97500000.0,-69021000.0,,176657000.0,1568204000,-59337000.0,5452000.0,2075318000.0,152591000.0,-970393000.0,461092000.0,-42221000.0,23064000.0,1046941000.0,-23616000.0,1104925000.0,194563000.0,-99131000.0,296259000,2312134000.0,68980000.0,10572000.0,3687000.0,14713000.0,26475000.0,,,
2010-03-31,219262000.0,4325607000.0,299709000.0,1082789000.0,2461251000.0,5230467000.0,3942386000.0,3539028000.0,440119000.0,137277000.0,7691718000.0,109423000,0.52,57468000.0,-13393000.0,44583000.0,1378000.0,31549000.0,1800000.0,68038000.0,755909000.0,3176000.0,476629000.0,109423000,125000000,5373082000.0,33397000.0,346460000.0,1818000.0,-18658000.0,206729738.0,-23563000.0,1103786000.0,2261148000.0,539459000.0,594000.0,129285000.0,0.525,0.0,236308000.0,34485000.0,-4902041000.0,-3320000.0,17220000.0,135000.0,98844000.0,755909000.0,778816000.0,240321000,-21834000.0,-42585000.0,209531200.0,177764000.0,1559418000,67991000.0,-3311000.0,,261847000.0,,412515000.0,216450000.0,58643000.0,1047475000.0,-1069000.0,1093850000.0,198914000.0,-2307000.0,300965000,2421557000.0,73914000.0,10233000.0,6495000.0,1721000.0,22907000.0,,,
2010-06-30,239153000.0,4102055000.0,348640000.0,1110552000.0,2265150000.0,5312531000.0,4013711000.0,3315505000.0,436933000.0,136104000.0,7577681000.0,107853000,0.52,58353000.0,-3538000.0,43655000.0,-3045000.0,32602000.0,60455000.0,69386000.0,574716000.0,-3388000.0,476355000.0,107853000,123893000,5220873000.0,33202000.0,349617000.0,187000.0,-18643000.0,206007246.0,-146240000.0,1070633000.0,2301271000.0,755909000.0,33130000.0,126988000.0,0.525,0.0,233990000.0,39222000.0,-5036271000.0,-1461000.0,3279000.0,135000.0,96590000.0,574716000.0,597642000.0,242365000,-330872000.0,-56766000.0,208898130.0,238219000.0,1586907000,97679000.0,-7386000.0,,295919000.0,,429399000.0,-181193000.0,5970000.0,1118818000.0,-90632000.0,1106028000.0,195322000.0,-103143000.0,297330000,2529410000.0,71429000.0,12166000.0,-2368000.0,4532000.0,22926000.0,,,
2010-09-30,91341000.0,4138845000.0,357132000.0,1146382000.0,2262005000.0,5365100000.0,4053123000.0,3292840000.0,458288000.0,148041000.0,7627105000.0,119387000,0.575,58486000.0,-8000000.0,39490000.0,386000.0,33728000.0,33095000.0,68950000.0,534565000.0,759000.0,505267000.0,119387000,142881000,5250629000.0,32428000.0,387717000.0,1036000.0,-23811000.0,205217688.0,-115510000.0,1082676000.0,2321433000.0,574716000.0,-12044000.0,124217000.0,0.58,0.0,248676000.0,38798000.0,-5068442000.0,119000.0,7667000.0,135000.0,96252000.0,534565000.0,557510000.0,256591000,-86007000.0,-70025000.0,208044916.0,321179000.0,1651649000,-128015000.0,72196000.0,,161366000.0,,337221000.0,-40151000.0,0.0,1111784000.0,-45942000.0,1121604000.0,217860000.0,-48621000.0,315836000,2648797000.0,74979000.0,11093000.0,0.0,2317000.0,22945000.0,,,
2010-12-31,16325000.0,5152945000.0,325477000.0,1135012000.0,2622854000.0,5491570000.0,4091307000.0,4233850000.0,497659000.0,157578000.0,8114424000.0,69020000,,60071000.0,-33518000.0,53879000.0,-110708000.0,34766000.0,-91122000.0,76008000.0,860117000.0,-69164000.0,514405000.0,69020000,92445000,6077290000.0,32054000.0,421436000.0,-6933000.0,-22479000.0,,-151320000.0,1048976000.0,1978422000.0,534565000.0,33699000.0,162635000.0,,0.0,259000000.0,43994000.0,-9127748000.0,503000.0,33027000.0,135000.0,74892000.0,860117000.0,883120000.0,255405000,356321000.0,-104226000.0,,181033000.0,1649417000,-138611000.0,13900000.0,2310553000.0,120551000.0,-1139745000.0,342943000.0,325552000.0,0.0,924345000.0,-50859000.0,1170808000.0,132362000.0,-469827000.0,246312000,2717817000.0,39917000.0,12059000.0,554474000.0,,23003000.0,,,
