date,quarterlyPurchaseOfInvestment,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,quarterlyEbitda,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyBasicEPS,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetIncome,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock
2010-03-31,-12142000000.0,-1662000000.0,3979000000,13499000000,-83000000.0,5625000000.0,3074000000.0,10018000000.0,-974000000.0,17709000000.0,231000000.0,,32336000000.0,12229000000.0,255000000.0,5555000000.0,29670000000.0,468000000.0,,6460146000.0,4195000000,941000000.0,231000000.0,39348000000.0,2886000000.0,480000000.0,83000000.0,849000000.0,7874000000.0,0.484286,1646000000.0,-62000000.0,2542000000.0,,1220000000.0,1298000000.0,3074000000,,4515000000.0,5480000000.0,-301000000.0,160000000.0,,162000000.0,,50000000.0,638000000.0,3074000000.0,161000000.0,-2051000000.0,18549000000.0,6352836000.0,935000000.0,3241000000.0,2330000000.0,2409000000.0,955000000.0,,4029000000.0,3504000000.0,426000000.0,2192000000.0,2029000000.0,13137000000.0,211000000.0,57057000000.0,263000000.0,24721000000.0,10018000000.0,23155000000.0,0.475714,12602000000.0,216000000.0,5666000000.0,125000000.0,7609000000.0,9553000000.0
2010-06-30,-16258000000.0,646000000.0,4234000000,15700000000,-5430000000.0,6136000000.0,3253000000.0,9705000000.0,2830000000.0,21614000000.0,219000000.0,,36033000000.0,15612000000.0,56000000.0,6228000000.0,32870000000.0,405000000.0,,6491527000.0,4507000000,1021000000.0,219000000.0,43111000000.0,3447000000.0,714000000.0,-45000000.0,955000000.0,9564000000.0,0.51,1902000000.0,-304000000.0,2691000000.0,,1438000000.0,1153000000.0,3253000000,,3188000000.0,6002000000.0,-626000000.0,199000000.0,,316000000.0,,58000000.0,942000000.0,3253000000.0,-145000000.0,-2238000000.0,21551000000.0,6385379000.0,2119000000.0,3828000000.0,4801000000.0,-313000000.0,1039000000.0,-290000000.0,4292000000.0,3990000000.0,464000000.0,2525000000.0,4175000000.0,14583000000.0,-561000000.0,64725000000.0,318000000.0,28692000000.0,9705000000.0,24288000000.0,0.501429,11789000000.0,273000000.0,8469000000.0,108000000.0,10018000000.0,10133000000.0
2010-09-30,-16483000000.0,670000000.0,5447000000,20343000000,-4383000000.0,7512000000.0,4308000000.0,11261000000.0,3495000000.0,27392000000.0,224000000.0,,41678000000.0,20722000000.0,210000000.0,7234000000.0,37169000000.0,142000000.0,,,5776000000,1139000000.0,224000000.0,47791000000.0,5510000000.0,741000000.0,24000000.0,1157000000.0,12831000000.0,,2065000000.0,-109000000.0,2984000000.0,,1571000000.0,1231000000.0,4308000000,,3447000000.0,6670000000.0,-813000000.0,179000000.0,,256000000.0,,-297000000.0,1051000000.0,4308000000.0,77000000.0,-2466000000.0,25391000000.0,,2263000000.0,,5683000000.0,1556000000.0,1153000000.0,-23000000.0,5461000000.0,4768000000.0,494000000.0,3257000000.0,4870000000.0,14359000000.0,-2063000000.0,75183000000.0,342000000.0,33505000000.0,11261000000.0,25620000000.0,,12912000000.0,329000000.0,12015000000.0,-46000000.0,9705000000.0,10668000000.0
2010-12-31,-19575000000.0,2291000000.0,7827000000,26741000000,-10729000000.0,10298000000.0,6004000000.0,10734000000.0,2346000000.0,32076000000.0,299000000.0,,43927000000.0,23795000000.0,152000000.0,8635000000.0,43050000000.0,823000000.0,,6532078000.0,8183000000,1216000000.0,299000000.0,54666000000.0,6027000000.0,741000000.0,-23000000.0,1356000000.0,16443000000.0,0.932857,2471000000.0,166000000.0,3541000000.0,,1896000000.0,1647000000.0,6004000000,,3467000000.0,8281000000.0,-1263000000.0,208000000.0,,429000000.0,,136000000.0,885000000.0,6004000000.0,221000000.0,-2767000000.0,32730000000.0,6435058000.0,2954000000.0,5418000000.0,9773000000.0,-527000000.0,1959000000.0,,7963000000.0,5868000000.0,575000000.0,3184000000.0,8510000000.0,16243000000.0,-517000000.0,86742000000.0,522000000.0,42815000000.0,10734000000.0,26977000000.0,0.918571,10132000000.0,356000000.0,14301000000.0,114000000.0,11261000000.0,11502000000.0
2011-03-31,-22685000000.0,-1229000000.0,7874000000,24667000000,-1522000000.0,10218000000.0,5987000000.0,15978000000.0,-720000000.0,33427000000.0,287000000.0,,46997000000.0,24327000000.0,,9416000000.0,49025000000.0,740000000.0,,6551608000.0,8308000000,1230000000.0,287000000.0,61477000000.0,5798000000.0,741000000.0,35000000.0,1590000000.0,14449000000.0,0.927143,2344000000.0,-45000000.0,3591000000.0,,1763000000.0,1720000000.0,5987000000,,4055000000.0,9100000000.0,-656000000.0,286000000.0,,547000000.0,,26000000.0,930000000.0,5987000000.0,261000000.0,-3175000000.0,36533000000.0,6462372000.0,3885000000.0,6150000000.0,6219000000.0,5244000000.0,1913000000.0,,7900000000.0,6241000000.0,581000000.0,2750000000.0,5563000000.0,13256000000.0,229000000.0,94904000000.0,507000000.0,47907000000.0,15978000000.0,29234000000.0,0.914286,21784000000.0,434000000.0,13714000000.0,126000000.0,10734000000.0,12326000000.0
2011-06-30,-32873000000.0,2366000000.0,9379000000,28571000000,-15032000000.0,11922000000.0,7308000000.0,12091000000.0,854000000.0,37415000000.0,284000000.0,,46898000000.0,26859000000.0,,10348000000.0,56239000000.0,669000000.0,,6564670000.0,9860000000,1407000000.0,284000000.0,69343000000.0,6102000000.0,741000000.0,22000000.0,7597000000.0,16649000000.0,1.127143,2543000000.0,41000000.0,3992000000.0,,1915000000.0,1818000000.0,7308000000,,4251000000.0,10556000000.0,-962000000.0,83000000.0,,37000000.0,,172000000.0,889000000.0,7308000000.0,-46000000.0,-3599000000.0,47761000000.0,6482756000.0,3440000000.0,7331000000.0,11108000000.0,-3887000000.0,2243000000.0,0.0,9551000000.0,6749000000.0,628000000.0,0.0,10146000000.0,16304000000.0,-304000000.0,106758000000.0,1169000000.0,59860000000.0,12091000000.0,28395000000.0,1.112857,18781000000.0,481000000.0,15270000000.0,389000000.0,15978000000.0,12715000000.0
2011-09-30,-27184000000.0,2329000000.0,8710000000,28270000000,-13136000000.0,11380000000.0,6623000000.0,9815000000.0,35000000.0,39756000000.0,298000000.0,,44988000000.0,27970000000.0,,11768000000.0,62841000000.0,636000000.0,,6576619000.0,9253000000,1686000000.0,298000000.0,76615000000.0,5369000000.0,896000000.0,-293000000.0,1838000000.0,16890000000.0,1.018571,2670000000.0,113000000.0,4091000000.0,,2025000000.0,1941000000.0,6623000000,,4529000000.0,11786000000.0,-4571000000.0,254000000.0,,431000000.0,,-438000000.0,776000000.0,6623000000.0,177000000.0,-3991000000.0,55618000000.0,6497960000.0,3556000000.0,8159000000.0,10429000000.0,-2276000000.0,2168000000.0,-244000000.0,8791000000.0,7777000000.0,645000000.0,3641000000.0,5858000000.0,16137000000.0,735000000.0,116371000000.0,3536000000.0,71383000000.0,9815000000.0,25952000000.0,1.007143,19156000000.0,543000000.0,14632000000.0,443000000.0,12091000000.0,13331000000.0
2011-12-31,-40175000000.0,1893000000.0,17340000000,46333000000,-17128000000.0,20703000000.0,13064000000.0,10310000000.0,4314000000.0,48627000000.0,13064000000.0,,54771000000.0,34607000000.0,,12340000000.0,75709000000.0,1456000000.0,,6591004000.0,18061000000,2187000000.0,420000000.0,90054000000.0,8930000000.0,896000000.0,-34000000.0,2267000000.0,25630000000.0,2.004286,3363000000.0,-460000000.0,4886000000.0,,2605000000.0,2108000000.0,13064000000,,4958000000.0,14020000000.0,-1429000000.0,91000000.0,,69000000.0,,137000000.0,1236000000.0,13064000000.0,-22000000.0,-4524000000.0,67445000000.0,6517287000.0,4281000000.0,9725000000.0,17554000000.0,495000000.0,4413000000.0,,17477000000.0,7816000000.0,758000000.0,4605000000.0,16125000000.0,19846000000.0,-3561000000.0,138681000000.0,3472000000.0,83910000000.0,10310000000.0,30156000000.0,1.981429,24510000000.0,721000000.0,18221000000.0,384000000.0,9815000000.0,13961000000.0
2012-03-31,-44847000000.0,-268000000.0,15384000000,39186000000,-14476000000.0,18564000000.0,11622000000.0,10121000000.0,-1505000000.0,48436000000.0,11622000000.0,,50712000000.0,32036000000.0,,13941000000.0,87124000000.0,1459000000.0,,6614251000.0,16124000000,2446000000.0,424000000.0,102498000000.0,7042000000.0,1141000000.0,-14000000.0,2239000000.0,20622000000.0,1.778571,3180000000.0,134000000.0,5247000000.0,,2339000000.0,2250000000.0,11622000000,,5050000000.0,16400000000.0,-1509000000.0,286000000.0,,310000000.0,,148000000.0,1102000000.0,11622000000.0,24000000.0,-5094000000.0,81638000000.0,6535074000.0,4992000000.0,11704000000.0,13977000000.0,-189000000.0,3910000000.0,,15532000000.0,8847000000.0,841000000.0,3943000000.0,12468000000.0,18417000000.0,1898000000.0,150934000000.0,3604000000.0,100222000000.0,10121000000.0,28538000000.0,1.757143,32244000000.0,740000000.0,17011000000.0,524000000.0,10310000000.0,14850000000.0
2012-06-30,-36069000000.0,-1069000000.0,11573000000,35023000000,-12310000000.0,14994000000.0,8824000000.0,7945000000.0,-359000000.0,51150000000.0,8824000000.0,,51943000000.0,33060000000.0,,16205000000.0,95641000000.0,1151000000.0,,6629413000.0,12408000000,2530000000.0,448000000.0,111746000000.0,7657000000.0,1132000000.0,-8000000.0,2146000000.0,20029000000.0,1.345714,3421000000.0,-20000000.0,5822000000.0,,2545000000.0,2365000000.0,8824000000,,6560000000.0,18090000000.0,-2963000000.0,56000000.0,,-55000000.0,,288000000.0,1122000000.0,8824000000.0,-111000000.0,-5718000000.0,89567000000.0,6556172000.0,5438000000.0,13195000000.0,10189000000.0,-2176000000.0,3037000000.0,0.0,11861000000.0,10487000000.0,876000000.0,4642000000.0,7226000000.0,19709000000.0,-615000000.0,162896000000.0,4329000000.0,110953000000.0,7945000000.0,27654000000.0,1.331429,26730000000.0,835000000.0,16808000000.0,532000000.0,10121000000.0,15573000000.0
2012-09-30,-30141000000.0,-855000000.0,10944000000,35966000000,-4313000000.0,14401000000.0,8223000000.0,10746000000.0,2017000000.0,57854000000.0,448000000.0,,57653000000.0,38542000000.0,,21887000000.0,101289000000.0,339000000.0,,6637302000.0,11925000000,2648000000.0,448000000.0,118210000000.0,10930000000.0,1135000000.0,8000000.0,2548000000.0,21565000000.0,1.251429,3457000000.0,331000000.0,5953000000.0,,2551000000.0,2817000000.0,8223000000,,6458000000.0,19312000000.0,-3501000000.0,232000000.0,,-2022000000.0,,-1139000000.0,791000000.0,8223000000.0,234000000.0,-6435000000.0,92122000000.0,6568401000.0,5478000000.0,13847000000.0,9136000000.0,2801000000.0,2670000000.0,0.0,10893000000.0,15452000000.0,906000000.0,5104000000.0,5635000000.0,18383000000.0,-3273000000.0,176064000000.0,4224000000.0,118411000000.0,10746000000.0,29129000000.0,1.238571,29321000000.0,981000000.0,21175000000.0,499000000.0,7945000000.0,16422000000.0
2012-12-31,-37192000000.0,7036000000.0,17210000000,54512000000,-13521000000.0,21060000000.0,13078000000.0,16154000000.0,6145000000.0,68742000000.0,545000000.0,-2493000000.0,72348000000.0,46879000000.0,,23214000000.0,109567000000.0,1179000000.0,-1950000000.0,6630519000.0,18798000000,2938000000.0,545000000.0,127346000000.0,11598000000.0,1381000000.0,-52000000.0,3125000000.0,33452000000.0,1.99,3850000000.0,-664000000.0,7274000000.0,,2840000000.0,3271000000.0,13078000000,,6644000000.0,21863000000.0,-2455000000.0,76000000.0,,-4497000000.0,,41000000.0,1455000000.0,13078000000.0,-130000000.0,-7792000000.0,97292000000.0,6572412000.0,5183000000.0,15654000000.0,23426000000.0,5408000000.0,4594000000.0,-284000000.0,17672000000.0,15422000000.0,1010000000.0,5746000000.0,20971000000.0,23666000000.0,-668000000.0,196088000000.0,4462000000.0,123740000000.0,16154000000.0,39820000000.0,1.972857,26462000000.0,1588000000.0,26398000000.0,612000000.0,10746000000.0,17167000000.0
2013-03-31,-43971000000.0,-88000000.0,12558000000,43603000000,-14357000000.0,16349000000.0,9547000000.0,12053000000.0,-10567000000.0,59253000000.0,575000000.0,-2491000000.0,63337000000.0,35508000000.0,,24194000000.0,116572000000.0,778000000.0,0.0,6622245000.0,14250000000,2877000000.0,575000000.0,135490000000.0,7084000000.0,1400000000.0,-41000000.0,3783000000.0,27254000000.0,1.451429,3791000000.0,210000000.0,7265000000.0,,2672000000.0,4387000000.0,9547000000,,6377000000.0,23745000000.0,-2299000000.0,199000000.0,,-2248000000.0,,-73000000.0,1245000000.0,9547000000.0,44000000.0,-9168000000.0,105550000000.0,6577403000.0,5294000000.0,16481000000.0,12504000000.0,-4101000000.0,3358000000.0,-15000000.0,12905000000.0,15026000000.0,1119000000.0,5702000000.0,10205000000.0,27084000000.0,4514000000.0,194743000000.0,4136000000.0,131406000000.0,12053000000.0,39137000000.0,1.441429,31969000000.0,1692000000.0,14912000000.0,964000000.0,16154000000.0,17954000000.0
2013-06-30,-41518000000.0,-1911000000.0,9201000000,35323000000,-6507000000.0,13024000000.0,6900000000.0,11248000000.0,-318000000.0,76502000000.0,578000000.0,-2811000000.0,68219000000.0,36319000000.0,,26889000000.0,104564000000.0,567000000.0,-16000000000.0,6469855000.0,11182000000,2672000000.0,578000000.0,123354000000.0,8839000000.0,1522000000.0,-95000000.0,3869000000.0,22299000000.0,1.072857,3823000000.0,-452000000.0,7333000000.0,16958000000.0,2645000000.0,4483000000.0,6900000000,,7270000000.0,40183000000.0,-2016000000.0,60000000.0,,-2126000000.0,53000000.0,-98000000.0,1697000000.0,6900000000.0,-271000000.0,-10562000000.0,104014000000.0,6430326000.0,5421000000.0,16070000000.0,7828000000.0,-805000000.0,2535000000.0,-144000000.0,9435000000.0,16327000000.0,1178000000.0,6050000000.0,5812000000.0,31358000000.0,-1755000000.0,199856000000.0,4353000000.0,131637000000.0,11248000000.0,42606000000.0,1.067143,37266000000.0,1694000000.0,15516000000.0,-234000000.0,12053000000.0,19024000000.0
2013-09-30,-25808000000.0,1441000000.0,10030000000,37472000000,611000000.0,13871000000.0,7512000000.0,14259000000.0,7080000000.0,83451000000.0,555000000.0,-2769000000.0,73286000000.0,43658000000.0,,28519000000.0,104256000000.0,-1383000000.0,-4910000000.0,6363917000.0,12009000000,2625000000.0,555000000.0,123549000000.0,13102000000.0,1577000000.0,28000000.0,4258000000.0,23601000000.0,1.187143,3841000000.0,-67000000.0,7435000000.0,16960000000.0,2673000000.0,3719000000.0,7512000000,,6882000000.0,39793000000.0,-2306000000.0,195000000.0,,-7508000000.0,83000000.0,-194000000.0,1764000000.0,7512000000.0,-24000000.0,-11922000000.0,106215000000.0,6329141000.0,5146000000.0,16489000000.0,9908000000.0,3011000000.0,2631000000.0,-53000000.0,10143000000.0,16597000000.0,1168000000.0,6177000000.0,7602000000.0,26287000000.0,-4263000000.0,207000000000.0,4179000000.0,133714000000.0,14259000000.0,40546000000.0,1.18,28750000000.0,1783000000.0,22367000000.0,-471000000.0,11248000000.0,19764000000.0
2013-12-31,-48397000000.0,5520000000.0,17463000000,57594000000,-15103000000.0,21846000000.0,13072000000.0,14077000000.0,8191000000.0,95500000000.0,681000000.0,-2769000000.0,80347000000.0,53769000000.0,,29288000000.0,109431000000.0,1253000000.0,-5029000000.0,6310164000.0,19937000000,3071000000.0,681000000.0,129684000000.0,14200000000.0,2022000000.0,5000000.0,5123000000.0,35748000000.0,2.084286,4383000000.0,-358000000.0,8357000000.0,16961000000.0,3053000000.0,3393000000.0,13072000000,,8574000000.0,41731000000.0,-2044000000.0,134000000.0,,-7749000000.0,84000000.0,-97000000.0,2122000000.0,13072000000.0,-85000000.0,-13800000000.0,118131000000.0,6272504000.0,5091000000.0,18306000000.0,22670000000.0,-182000000.0,4637000000.0,-525000000.0,17709000000.0,15488000000.0,1330000000.0,6141000000.0,20626000000.0,26634000000.0,-1098000000.0,225184000000.0,4105000000.0,144837000000.0,14077000000.0,40711000000.0,2.071429,35858000000.0,2144000000.0,29588000000.0,-306000000.0,14259000000.0,20559000000.0
2014-03-31,-41963000000.0,-74000000.0,13593000000,45646000000,11741000000.0,17947000000.0,10223000000.0,18949000000.0,-10566000000.0,85810000000.0,696000000.0,-2661000000.0,70541000000.0,43208000000.0,,30406000000.0,98934000000.0,806000000.0,-17971000000.0,6156696000.0,15790000000,3164000000.0,696000000.0,120179000000.0,9700000000.0,2055000000.0,-28000000.0,5771000000.0,27699000000.0,1.67,4354000000.0,293000000.0,8310000000.0,16962000000.0,2932000000.0,3005000000.0,10223000000,,7528000000.0,42602000000.0,-1486000000.0,207000000.0,,-20407000000.0,85000000.0,-100000000.0,1829000000.0,10223000000.0,18000000.0,-15286000000.0,109239000000.0,6123299000.0,5106000000.0,19471000000.0,13538000000.0,4872000000.0,3595000000.0,-34000000.0,13818000000.0,15120000000.0,1422000000.0,5928000000.0,12052000000.0,22401000000.0,4499000000.0,205989000000.0,3928000000.0,135448000000.0,18949000000.0,41350000000.0,1.66,55252000000.0,1887000000.0,18914000000.0,-251000000.0,14077000000.0,21496000000.0
2014-06-30,-70302000000.0,-1258000000.0,10282000000,37432000000,-22214000000.0,14735000000.0,7748000000.0,12977000000.0,-156000000.0,101580000000.0,724000000.0,-2867000000.0,67949000000.0,46205000000.0,,34453000000.0,98715000000.0,1095000000.0,-5000000000.0,6051711000.0,12530000000,3058000000.0,724000000.0,120940000000.0,10788000000.0,2374000000.0,30000000.0,5928000000.0,22697000000.0,1.29,4453000000.0,235000000.0,8396000000.0,29030000000.0,2850000000.0,3128000000.0,7748000000,,7825000000.0,55375000000.0,-2431000000.0,94000000.0,2010000000.0,5987000000.0,100000000.0,-137000000.0,1594000000.0,7748000000.0,-210000000.0,-16868000000.0,126685000000.0,6012635000.0,4160000000.0,20159000000.0,10255000000.0,-5972000000.0,2736000000.0,-339000000.0,10484000000.0,17585000000.0,1603000000.0,5775000000.0,7824000000.0,24828000000.0,-1087000000.0,222520000000.0,3767000000.0,154571000000.0,12977000000.0,37805000000.0,1.28,50828000000.0,1946000000.0,20535000000.0,86000000.0,18949000000.0,22139000000.0
2014-09-30,-56466000000.0,2859000000.0,11165000000,42123000000,2997000000.0,16009000000.0,8467000000.0,13844000000.0,8469000000.0,120292000000.0,762000000.0,-2829000000.0,68531000000.0,63448000000.0,,39015000000.0,87152000000.0,-807000000.0,-17000000000.0,5972082000.0,13556000000,3031000000.0,762000000.0,111547000000.0,17460000000.0,4616000000.0,9000000.0,6480000000.0,26114000000.0,1.43,4844000000.0,-246000000.0,8491000000.0,28987000000.0,3158000000.0,4567000000.0,8467000000,,9806000000.0,56844000000.0,-3852000000.0,295000000.0,6308000000.0,-15380000000.0,115000000.0,-97000000.0,2111000000.0,8467000000.0,-142000000.0,-18391000000.0,130162000000.0,5933845000.0,3764000000.0,20259000000.0,13250000000.0,867000000.0,3005000000.0,-2867000000.0,11472000000.0,20624000000.0,1686000000.0,8498000000.0,9398000000.0,11233000000.0,-6546000000.0,231839000000.0,4142000000.0,163308000000.0,13844000000.0,25077000000.0,1.42,66173000000.0,1969000000.0,30196000000.0,1082000000.0,12977000000.0,23313000000.0
2014-12-31,-44915000000.0,10038000000.0,24246000000,74599000000,-21165000000.0,29741000000.0,18024000000.0,19478000000.0,9003000000.0,138566000000.0,888000000.0,-2801000000.0,83403000000.0,73611000000.0,,40747000000.0,97178000000.0,2197000000.0,-5030000000.0,5881803000.0,27122000000,3480000000.0,888000000.0,123328000000.0,16709000000.0,4629000000.0,65000000.0,7155000000.0,44858000000.0,3.08,5495000000.0,-172000000.0,8987000000.0,32504000000.0,3600000000.0,5600000000.0,18024000000,-2409000000.0,13635000000.0,64955000000.0,-3265000000.0,80000000.0,3899000000.0,-6923000000.0,131000000.0,-353000000.0,2283000000.0,18024000000.0,-248000000.0,-20355000000.0,145492000000.0,5843082000.0,3608000000.0,23371000000.0,33722000000.0,5634000000.0,6392000000.0,-23000000.0,24416000000.0,20392000000.0,1895000000.0,11478000000.0,30457000000.0,12985000000.0,751000000.0,261894000000.0,4370000000.0,178491000000.0,19478000000.0,32463000000.0,3.06,26973000000.0,2575000000.0,38001000000.0,1963000000.0,13844000000.0,24187000000.0
2015-03-31,-47608000000.0,2424000000.0,18278000000,58010000000,-22331000000.0,23656000000.0,13569000000.0,14489000000.0,-14431000000.0,132188000000.0,927000000.0,-2743000000.0,67891000000.0,58729000000.0,,42460000000.0,100920000000.0,-318000000.0,-6970000000.0,5834858000.0,21206000000,3571000000.0,927000000.0,129006000000.0,10905000000.0,4711000000.0,23000000.0,6527000000.0,34354000000.0,2.34,5378000000.0,-113000000.0,8944000000.0,40072000000.0,3460000000.0,5991000000.0,13569000000,-99000000.0,9094000000.0,73459000000.0,-2476000000.0,229000000.0,3799000000.0,-1739000000.0,163000000.0,-226000000.0,2396000000.0,13569000000.0,-3000000.0,-22309000000.0,160443000000.0,5793799000.0,3937000000.0,23825000000.0,19081000000.0,-4989000000.0,4995000000.0,-92000000.0,18564000000.0,20151000000.0,1918000000.0,11899000000.0,16605000000.0,18607000000.0,5804000000.0,261194000000.0,4061000000.0,193303000000.0,14489000000.0,33096000000.0,2.33,27822000000.0,2479000000.0,23159000000.0,2710000000.0,19478000000.0,25376000000.0
2015-06-30,-45001000000.0,-570000000.0,14083000000,49605000000,-11403000000.0,19681000000.0,10677000000.0,15319000000.0,2165000000.0,147474000000.0,856000000.0,-3053000000.0,70953000000.0,65285000000.0,,45544000000.0,98252000000.0,941000000.0,-10000000000.0,5773099000.0,17758000000,3474000000.0,856000000.0,125677000000.0,10370000000.0,5044000000.0,46000000.0,6788000000.0,29924000000.0,1.86,5598000000.0,354000000.0,9088000000.0,47419000000.0,3564000000.0,6757000000.0,10677000000,,9291000000.0,82189000000.0,-2089000000.0,15000000.0,6999000000.0,-2755000000.0,201000000.0,-175000000.0,2042000000.0,10677000000.0,-397000000.0,-24395000000.0,168145000000.0,5729886000.0,4081000000.0,24539000000.0,14988000000.0,830000000.0,3796000000.0,-115000000.0,14473000000.0,21149000000.0,2034000000.0,11450000000.0,12899000000.0,19384000000.0,535000000.0,273151000000.0,3779000000.0,202198000000.0,15319000000.0,34703000000.0,1.85,35756000000.0,3084000000.0,26474000000.0,1098000000.0,14489000000.0,26327000000.0
2015-09-30,-28878000000.0,-245000000.0,14623000000,51501000000,-1375000000.0,20548000000.0,11124000000.0,21120000000.0,8663000000.0,171124000000.0,915000000.0,-2964000000.0,89378000000.0,80610000000.0,,49257000000.0,92284000000.0,-1438000000.0,-13253000000.0,5682519000.0,18419000000,3624000000.0,915000000.0,119355000000.0,16849000000.0,5116000000.0,-160000000.0,25181000000.0,30953000000.0,1.97,5925000000.0,-307000000.0,8940000000.0,53463000000.0,3705000000.0,9365000000.0,11124000000,,9539000000.0,90514000000.0,-3658000000.0,219000000.0,10999000000.0,-6299000000.0,238000000.0,-149000000.0,2349000000.0,11124000000.0,-102000000.0,-26786000000.0,164065000000.0,5646916000.0,5556000000.0,24062000000.0,13475000000.0,5801000000.0,3938000000.0,-113000000.0,15062000000.0,22471000000.0,2220000000.0,0.0,9817000000.0,20481000000.0,-6479000000.0,290479000000.0,3893000000.0,201101000000.0,21120000000.0,41601000000.0,1.96,31434000000.0,3119000000.0,35490000000.0,-345000000.0,15319000000.0,27416000000.0
2015-12-31,-47836000000.0,3478000000.0,24171000000,75872000000,-20450000000.0,30423000000.0,18361000000.0,16689000000.0,-852000000.0,165017000000.0,1078000000.0,-2969000000.0,76219000000.0,76092000000.0,,51342000000.0,101494000000.0,1592000000.0,-6863000000.0,5594127000.0,27803000000,3546000000.0,1078000000.0,128267000000.0,12953000000.0,5202000000.0,-298000000.0,24032000000.0,45449000000.0,3.3,6252000000.0,-102000000.0,8989000000.0,53204000000.0,3848000000.0,10558000000.0,18361000000,,11073000000.0,88925000000.0,-4006000000.0,1000000.0,9759000000.0,-11444000000.0,276000000.0,-263000000.0,2451000000.0,18361000000.0,-373000000.0,-29042000000.0,177665000000.0,5558930000.0,7974000000.0,21617000000.0,27463000000.0,-4431000000.0,6212000000.0,-86000000.0,24573000000.0,22300000000.0,2404000000.0,0.0,23457000000.0,21385000000.0,3896000000.0,293284000000.0,3924000000.0,217065000000.0,16689000000.0,38074000000.0,3.28,31776000000.0,2954000000.0,33312000000.0,-1480000000.0,21120000000.0,28253000000.0
2016-03-31,-38406000000.0,-3940000000.0,13987000000,50557000000,-13660000000.0,19921000000.0,10516000000.0,21514000000.0,-8623000000.0,174820000000.0,1048000000.0,-2902000000.0,87592000000.0,68265000000.0,,54051000000.0,102021000000.0,1500000000.0,-6667000000.0,5540886000.0,16940000000,3322000000.0,1048000000.0,130457000000.0,12229000000.0,5249000000.0,-24000000.0,23208000000.0,30636000000.0,1.91,5934000000.0,170000000.0,9461000000.0,69374000000.0,3423000000.0,10904000000.0,10516000000,,10204000000.0,106555000000.0,-2599000000.0,246000000.0,10498000000.0,6884000000.0,321000000.0,-510000000.0,2281000000.0,10516000000.0,-114000000.0,-30848000000.0,177645000000.0,5514381000.0,7745000000.0,22955000000.0,11601000000.0,4825000000.0,3626000000.0,-54000000.0,14142000000.0,23203000000.0,2511000000.0,0.0,9002000000.0,33769000000.0,724000000.0,305277000000.0,3843000000.0,217685000000.0,21514000000.0,55283000000.0,1.9,27423000000.0,2477000000.0,25098000000.0,-1048000000.0,16689000000.0,29484000000.0
