date,quarterlyDilutedEPS,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyBasicAverageShares,quarterlyEbitda,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyGrossProfit,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyChangesInAccountReceivables
1995-06-30,0.24,1415300000.0,69700000.0,,196200000.0,,0.0,55100000.0,,120700000.0,120700000.0,234700000.0,486500000.0,,,273750000.0,162100000,-25100000.0,704100000,109900000,-1132500000.0,-130400000.0,2421500000.0,-50000000.0,,720200000.0,1319300000.0,89500000.0,,159100000.0,,73200000.0,,,12500000.0,5800000.0,,1874100000.0,22800000.0,1289000000.0,0.0,,,,326200000.0,1729300000.0,565300000.0,3048600000.0,134000000.0,66700000,66700000.0,215800000.0,52200000.0,913100000.0,301500000.0,0.24,,0.0,44600000.0,233700000.0,10900000.0,1633300000.0,0.0,46300000.0,65700000.0,244100000.0,377900000.0,419300000.0,,-9600000.0,268000000.0,-15500000.0,273750000.0,,,,
1995-09-30,,1398400000.0,-37000000.0,,181500000.0,,0.0,54700000.0,,198500000.0,198500000.0,147300000.0,124200000.0,,,,174600000,-52400000.0,722100000,120900000,-1142000000.0,-113200000.0,2423000000.0,-84400000.0,,720000000.0,1327500000.0,120300000.0,,132500000.0,,77800000.0,,,600000.0,5100000.0,,1946600000.0,33700000.0,1281000000.0,390000000.0,,,,307000000.0,1672000000.0,557600000.0,2999500000.0,80100000.0,86600000,86600000.0,240500000.0,53700000.0,881100000.0,289700000.0,,,0.0,59700000.0,205800000.0,9800000.0,1601100000.0,0.0,33800000.0,85800000.0,209500000.0,415100000.0,408600000.0,,9100000.0,294200000.0,-13300000.0,,,,,
1995-12-31,0.17,1344300000.0,13300000.0,,188000000.0,,198500000.0,54300000.0,,199200000.0,199200000.0,147300000.0,485100000.0,,,256470588.0,123000000,-41100000.0,639900000,72000000,-1169200000.0,-59600000.0,2436800000.0,-79900000.0,,707300000.0,1284300000.0,61800000.0,,88800000.0,,700000.0,,,-6700000.0,5000000.0,,1976300000.0,17300000.0,1267600000.0,0.0,,,,297700000.0,1656400000.0,556300000.0,2940700000.0,47700000.0,44500000,44500000.0,219200000.0,51000000.0,889100000.0,297600000.0,0.17,,0.0,-27800000.0,222200000.0,9300000.0,1596400000.0,100000.0,35200000.0,43600000.0,200800000.0,342200000.0,410400000.0,,-800000.0,270200000.0,-900000.0,256470588.0,,,,
1996-03-31,0.28,1322000000.0,-6500000.0,,177600000.0,,0.0,53900000.0,,156600000.0,156600000.0,148200000.0,452200000.0,,,263928571.0,163600000,-34000000.0,705700000,112800000,-1179500000.0,-121700000.0,2411700000.0,-80100000.0,,714800000.0,1251200000.0,103900000.0,,90400000.0,,-42600000.0,,,-35200000.0,14000000.0,,2035200000.0,29100000.0,1232200000.0,0.0,,,,317900000.0,1611600000.0,488000000.0,2862800000.0,56400000.0,74800000,74800000.0,224200000.0,50800000.0,826000000.0,299100000.0,0.28,,0.0,-10800000.0,262600000.0,9700000.0,1540800000.0,-100000.0,38900000.0,73900000.0,201800000.0,387800000.0,394400000.0,,800000.0,275000000.0,-30300000.0,263928571.0,,,,
1996-06-30,0.29,1306800000.0,-13000000.0,,171800000.0,,0.0,53300000.0,,187800000.0,187800000.0,176700000.0,458800000.0,,,263448276.0,219000000,-34900000.0,692900000,120000000,-1204200000.0,-39600000.0,2436500000.0,-84100000.0,,886000000.0,1320500000.0,107200000.0,,119800000.0,,31200000.0,,,-5400000.0,10600000.0,,2097200000.0,30000000.0,1232300000.0,0.0,,,,252900000.0,1589200000.0,371900000.0,2909700000.0,84900000.0,77200000,77200000.0,221000000.0,48000000.0,716900000.0,299400000.0,0.29,,0.0,-47900000.0,427200000.0,9800000.0,1602900000.0,0.0,45600000.0,76400000.0,185100000.0,440000000.0,400900000.0,,-3100000.0,320000000.0,-16200000.0,263448276.0,,,,
1996-09-30,,1325200000.0,15500000.0,,175900000.0,,0.0,52900000.0,,135200000.0,135200000.0,158800000.0,128000000.0,,,,177200000,-52400000.0,731200000,126500000,-1218100000.0,-190800000.0,2462200000.0,-81800000.0,,766100000.0,1276800000.0,120900000.0,,161400000.0,,-52700000.0,,,60800000.0,5800000.0,,2160300000.0,33800000.0,1244100000.0,410700000.0,,,,309200000.0,1613000000.0,468200000.0,2889800000.0,109000000.0,87100000,87100000.0,244800000.0,50700000.0,798500000.0,295200000.0,,,0.0,-23400000.0,227400000.0,8600000.0,1564600000.0,0.0,35100000.0,86200000.0,193000000.0,422000000.0,402500000.0,,2900000.0,295500000.0,-14300000.0,,,,,
1996-12-31,0.22,1336000000.0,-700000.0,,168700000.0,,135200000.0,52500000.0,,152700000.0,152700000.0,159100000.0,514700000.0,,,248695652.0,136200000,-30800000.0,655800000,86500000,-1248600000.0,-109800000.0,2482700000.0,-45000000.0,,676200000.0,1223700000.0,81800000.0,,139000000.0,39700000.0,17500000.0,,,31200000.0,3600000.0,,2159000000.0,23700000.0,1234100000.0,0.0,,,,293400000.0,1598400000.0,468200000.0,2822100000.0,108200000.0,58100000,58100000.0,186500000.0,49700000.0,809900000.0,302800000.0,0.23,,0.0,-10600000.0,161500000.0,9400000.0,1486100000.0,100000.0,38900000.0,57200000.0,195600000.0,362400000.0,403500000.0,,4800000.0,275900000.0,-900000.0,260000000.0,,,,
1997-03-31,0.32,1317800000.0,2400000.0,,164100000.0,,0.0,52000000.0,,151300000.0,151300000.0,147800000.0,456700000.0,,,248181818.0,173000000,-31800000.0,699200000,121600000,-1256500000.0,-37100000.0,2465700000.0,-62900000.0,,658400000.0,1235000000.0,116500000.0,,70300000.0,39400000.0,-1400000.0,,,-63800000.0,16200000.0,,2163900000.0,33800000.0,1209200000.0,100000.0,,,,301300000.0,1558200000.0,466400000.0,2793200000.0,38500000.0,82700000,82700000.0,185500000.0,51400000.0,817000000.0,308200000.0,0.33,,0.0,-29400000.0,201600000.0,8600000.0,1475400000.0,0.0,42400000.0,81900000.0,184900000.0,397900000.0,402800000.0,,3300000.0,276300000.0,-33000000.0,255937500.0,,,,
1997-06-30,0.27,1342300000.0,-178500000.0,,302500000.0,,0.0,51600000.0,,121000000.0,121000000.0,162100000.0,494200000.0,,,250357143.0,158200000,-46800000.0,706500000,105100000,-1285400000.0,109000000.0,2529700000.0,-31300000.0,,849300000.0,1308000000.0,98800000.0,,106900000.0,57600000.0,-30200000.0,,,-16300000.0,7100000.0,,2187300000.0,28700000.0,1244300000.0,100000.0,,,,299600000.0,1730000000.0,472900000.0,3038000000.0,60100000.0,70100000,70100000.0,191100000.0,53100000.0,846400000.0,307000000.0,0.28,,0.0,-246200000.0,355000000.0,10100000.0,1695700000.0,-100000.0,66500000.0,70100000.0,183200000.0,406900000.0,444700000.0,,3800000.0,301800000.0,-17300000.0,259629630.0,,,,
1997-09-30,,1385400000.0,157000000.0,,331900000.0,,0.0,51100000.0,,112600000.0,112600000.0,166000000.0,128500000.0,,,,192900000,-261700000.0,749000000,137300000,-1299100000.0,-54100000.0,2549800000.0,-10800000.0,,678200000.0,1312600000.0,125600000.0,,126500000.0,44000000.0,-8400000.0,,,54200000.0,2500000.0,,2249500000.0,36400000.0,1250700000.0,417300000.0,,,,309100000.0,1767700000.0,665400000.0,3080300000.0,-135200000.0,89200000,89200000.0,203000000.0,55600000.0,1016700000.0,306600000.0,,,0.0,-77900000.0,132400000.0,11300000.0,1694900000.0,0.0,44700000.0,88200000.0,185100000.0,439900000.0,438300000.0,,-400000.0,302600000.0,-16000000.0,,,,,
1997-12-31,0.25,1381500000.0,-45000000.0,,356600000.0,,112600000.0,50600000.0,,118500000.0,118500000.0,191100000.0,569100000.0,,,244230769.0,156100000,-44000000.0,701600000,103100000,-1330500000.0,-68100000.0,2584200000.0,-42700000.0,,668400000.0,1280500000.0,90600000.0,,164000000.0,44600000.0,5800000.0,,,46700000.0,6000000.0,,2255000000.0,26300000.0,1253700000.0,0.0,,,,301800000.0,1796700000.0,665000000.0,3077200000.0,120000000.0,64300000,64300000.0,199100000.0,53000000.0,1027300000.0,314100000.0,0.26,,0.0,-89000000.0,99300000.0,10200000.0,1695700000.0,-100000.0,48200000.0,63500000.0,186400000.0,399800000.0,438500000.0,,-2200000.0,296700000.0,-700000.0,254000000.0,,,,
1998-03-31,0.35,1487100000.0,9500000.0,,389800000.0,,0.0,50000000.0,,113100000.0,113100000.0,171500000.0,520900000.0,,,247297297.0,200200000,-110700000.0,738400000,144500000,-1355100000.0,19500000.0,2613100000.0,-1800000.0,,754800000.0,1313700000.0,130000000.0,,77700000.0,43800000.0,-5300000.0,,,-70400000.0,23100000.0,,2326500000.0,37700000.0,1258000000.0,100000.0,,,,308400000.0,1858900000.0,879000000.0,3172600000.0,-33000000.0,92300000,92300000.0,186000000.0,55700000.0,930700000.0,0.0,0.37,,0.0,-101200000.0,233800000.0,11400000.0,1685500000.0,100000.0,51700000.0,91500000.0,211100000.0,430000000.0,469700000.0,,-3100000.0,285500000.0,-36300000.0,261428571.0,,,,
1998-06-30,-0.04,1479900000.0,-18600000.0,,730100000.0,,0.0,49500000.0,,103400000.0,103400000.0,193300000.0,631400000.0,,,270000000.0,159500000,-504800000.0,833600000,99300000,-1400200000.0,395900000.0,2669300000.0,0.0,,1078300000.0,1489400000.0,-11000000.0,,119400000.0,80900000.0,-9700000.0,,,-20100000.0,8500000.0,,2298000000.0,-1000000.0,1269100000.0,0.0,,,,358800000.0,2225800000.0,765900000.0,3715200000.0,-385400000.0,-10000000,-10000000.0,234400000.0,60200000.0,1157000000.0,329200000.0,-0.04,,0.0,-523400000.0,446900000.0,17500000.0,2235300000.0,-100000.0,61900000.0,-10800000.0,226600000.0,474800000.0,515200000.0,,-92700000.0,375500000.0,-19500000.0,270000000.0,,,,
1998-09-30,,1613800000.0,5400000.0,,746300000.0,,0.0,49000000.0,,83300000.0,83300000.0,196100000.0,208500000.0,,,,209400000,-58400000.0,843300000,149600000,-1424400000.0,-105600000.0,2727100000.0,0.0,,1091900000.0,1542800000.0,131200000.0,,139700000.0,48600000.0,-20200000.0,,,122200000.0,8400000.0,,2350800000.0,41300000.0,1302700000.0,498200000.0,,,,343300000.0,2303200000.0,765200000.0,3846000000.0,81300000.0,89900000,89900000.0,242000000.0,59800000.0,1140300000.0,326600000.0,,,83300000.0,-56200000.0,385200000.0,17100000.0,2232200000.0,200000.0,48500000.0,89100000.0,254200000.0,500000000.0,536800000.0,,-1100000.0,350400000.0,-18800000.0,,,,,
1998-12-31,0.29,1666700000.0,-12300000.0,,773900000.0,,83300000.0,48600000.0,,128600000.0,128600000.0,191500000.0,656600000.0,,,251333333.0,173600000,-103500000.0,769000000,110900000,-1463700000.0,76200000.0,2781600000.0,,,1121600000.0,1590000000.0,94000000.0,,86900000.0,49300000.0,45300000.0,,,-67300000.0,5700000.0,,2405200000.0,17800000.0,1317900000.0,0.0,,,,323000000.0,2345200000.0,761500000.0,3935200000.0,-16600000.0,76200000,76200000.0,223100000.0,62700000.0,1146900000.0,337500000.0,0.3,,128600000.0,-115800000.0,465000000.0,17900000.0,2268500000.0,0.0,47900000.0,75400000.0,253400000.0,446000000.0,592200000.0,,1000000.0,335100000.0,,260000000.0,,,,
1999-03-31,0.34,1684300000.0,-65400000.0,,876700000.0,,128600000.0,48200000.0,,73900000.0,73900000.0,205800000.0,,,,248055556.0,210200000,-182600000.0,874000000,144400000,-1459200000.0,159200000.0,2785900000.0,,,1299400000.0,1633600000.0,127100000.0,,38200000.0,67300000.0,-54700000.0,,,-119200000.0,9700000.0,,2473000000.0,37000000.0,1326700000.0,641000000.0,,,,363500000.0,2498400000.0,760800000.0,4132000000.0,-144400000.0,90100000,90100000.0,233000000.0,65800000.0,1148300000.0,335300000.0,0.36,,73900000.0,-248000000.0,658400000.0,18800000.0,2447700000.0,-43100000.0,52200000.0,89300000.0,295000000.0,510500000.0,599600000.0,,1500000.0,366100000.0,,262647059.0,,,,
1999-06-30,0.12,1668300000.0,-28800000.0,,828100000.0,,73900000.0,47800000.0,,67000000.0,67000000.0,194800000.0,667000000.0,,,248461538.0,191900000,-79200000.0,873000000,129100000,-1472200000.0,-79400000.0,2826800000.0,,,1259500000.0,1592800000.0,35300000.0,,181100000.0,50700000.0,-6900000.0,,,31000000.0,9700000.0,,2484600000.0,2200000.0,1354600000.0,-100000.0,,,,398500000.0,2490400000.0,759200000.0,4083200000.0,101900000.0,33100000,33100000.0,231900000.0,62800000.0,1155400000.0,335900000.0,0.13,,67000000.0,-108000000.0,592600000.0,16900000.0,2414900000.0,-100000.0,60300000.0,32300000.0,307700000.0,474500000.0,594000000.0,,-76900000.0,345400000.0,-22800000.0,269166667.0,,,,
1999-09-30,,1768700000.0,-27000000.0,,1034700000.0,,67000000.0,379400000.0,,64600000.0,59900000.0,164100000.0,209400000.0,-197000000.0,,,204000000,-320500000.0,902400000,136400000,-1501700000.0,208700000.0,2932800000.0,,,1329300000.0,1683700000.0,116100000.0,,125600000.0,86700000.0,-7000000.0,,,232800000.0,1700000.0,4700000.0,2539000000.0,39800000.0,1431100000.0,488600000.0,,,,367800000.0,2753300000.0,954200000.0,4437000000.0,-194900000.0,76300000,76300000.0,243900000.0,67600000.0,1339000000.0,344100000.0,,,59900000.0,-344000000.0,631300000.0,18600000.0,2668300000.0,0.0,40700000.0,75600000.0,287500000.0,534600000.0,642500000.0,,-1700000.0,398200000.0,-22100000.0,,,,,
1999-12-31,0.29,1805300000.0,-28100000.0,,1012200000.0,,59900000.0,378600000.0,,71600000.0,70900000.0,173600000.0,743300000.0,-222700000.0,,251000000.0,194100000,-66700000.0,859200000,121700000,-1526300000.0,-15000000.0,2969000000.0,,,1354700000.0,1702600000.0,101800000.0,,121200000.0,53700000.0,11000000.0,,-26000000.0,,7400000.0,700000.0,2590800000.0,26500000.0,1442700000.0,100000.0,,,,377600000.0,2789000000.0,953400000.0,4491600000.0,54500000.0,75300000,75300000.0,233800000.0,72400000.0,1331600000.0,336800000.0,0.3,,70900000.0,-94800000.0,611300000.0,21600000.0,2686300000.0,0.0,41400000.0,75300000.0,334100000.0,481600000.0,666400000.0,,1700000.0,359900000.0,-700000.0,259655172.0,,,,
2000-03-31,0.45,1874405000.0,-15709000.0,,685504000.0,,70900000.0,377728000.0,,76374000.0,65064000.0,177481000.0,734913000.0,-263189000.0,,251997872.0,218976000,-98921000.0,925132000,149907000,-1551828000.0,-50046000.0,3038348000.0,,,1464634000.0,1708230000.0,165107000.0,,146049000.0,57175000.0,-5868000.0,,1051000.0,,11938000.0,11310000.0,2686022000.0,45936000.0,1486520000.0,0.0,,,,404918000.0,2822470000.0,819927000.0,4530700000.0,47128000.0,119171000,119171000.0,244063000.0,69069000.0,1191661000.0,327613000.0,0.47,,65064000.0,-101327000.0,729721000.0,21199000.0,2656295000.0,0.0,44121000.0,118439000.0,650446000.0,520214000.0,685501000.0,,36399000.0,370307000.0,-46496000.0,263197778.0,,,,
2000-06-30,0.43,1955365000.0,-31019000.0,,665907000.0,46473000.0,65064000.0,377056000.0,,83165000.0,76940000.0,165069000.0,739176000.0,-287876000.0,,252651111.0,224613000,-105675000.0,914140000,151327000,-1585595000.0,-69219000.0,3124479000.0,,,1440418000.0,1708026000.0,161508000.0,,171880000.0,60202000.0,11876000.0,,7915000.0,8027000.0,12498000.0,6225000.0,2775887000.0,47090000.0,1538884000.0,0.0,,,,380552000.0,2852781000.0,787780000.0,4560807000.0,66205000.0,114418000,114418000.0,248773000.0,73286000.0,1165024000.0,330189000.0,0.45,,76940000.0,-89695000.0,701242000.0,17564000.0,2605442000.0,0.0,47055000.0,113693000.0,647990000.0,533588000.0,706565000.0,,27745000.0,382261000.0,-24897000.0,264402326.0,,,,
2000-09-30,,1955998000.0,-24704000.0,,639063000.0,21701000.0,76940000.0,376232000.0,,54757000.0,49196000.0,175524000.0,183967000.0,-351054000.0,,,222952000,-105076000.0,919898000,149452000,-1587042000.0,-85231000.0,3163100000.0,,,1353538000.0,1660677000.0,91570000.0,,176364000.0,52662000.0,-27744000.0,,-14201000.0,,2888000.0,5561000.0,2835908000.0,7556000.0,1576058000.0,531836000.0,,,,397056000.0,2844419000.0,779569000.0,4505096000.0,71288000.0,84014000,84014000.0,247228000.0,73500000.0,1195560000.0,329497000.0,,,49196000.0,-117577000.0,637735000.0,13877000.0,2549098000.0,0.0,86494000.0,83301000.0,629298000.0,522842000.0,678676000.0,,-44005000.0,373390000.0,-23656000.0,,,,,
2000-12-31,0.23,2030136000.0,-29020000.0,,938026000.0,,49196000.0,375527000.0,,81351000.0,79012000.0,0.0,703307000.0,-343819000.0,,249670833.0,181609000,-77213000.0,843257000,106291000,-1620718000.0,44561000.0,3223894000.0,,,1362484000.0,1716309000.0,79766000.0,,95190000.0,52727000.0,29816000.0,,-53712000.0,,21407000.0,2339000.0,2871466000.0,19144000.0,1603176000.0,0.0,,738310000.0,,448947000.0,2878959000.0,781007000.0,4595268000.0,17977000.0,60622000,60622000.0,235292000.0,75318000.0,1202648000.0,331480000.0,0.24,-544000.0,79012000.0,-109352000.0,659177000.0,18564000.0,2565132000.0,0.0,90161000.0,59921000.0,337757000.0,394310000.0,697458000.0,,-7961000.0,288019000.0,-652000.0,260526087.0,,,,
2001-03-31,0.44,2133623000.0,-32926000.0,,937122000.0,,79012000.0,374502000.0,,83518000.0,79926000.0,0.0,687936000.0,-383734000.0,,255819565.0,256894000,-102877000.0,961179000,177155000,-1648979000.0,-51455000.0,3272011000.0,,,1305249000.0,1718022000.0,155739000.0,,220789000.0,54497000.0,914000.0,,5121000.0,,39313000.0,3592000.0,2964832000.0,37377000.0,1623032000.0,0.0,,722640000.0,,487615000.0,2925189000.0,778139000.0,4643211000.0,117912000.0,118362000,118362000.0,241912000.0,79739000.0,1204339000.0,337237000.0,0.46,-2365000.0,79926000.0,-166546000.0,617313000.0,15998000.0,2509588000.0,0.0,88963000.0,117677000.0,365035000.0,473564000.0,710527000.0,,-5418000.0,296409000.0,-49464000.0,267447727.0,,,,
2001-06-30,0.46,2219983000.0,-31105000.0,,910584000.0,,79926000.0,373887000.0,,76788000.0,71291000.0,0.0,716539000.0,-409299000.0,,257556250.0,254453000,-85798000.0,954192000,177073000,-1671497000.0,-95878000.0,3329905000.0,,,1255894000.0,1736976000.0,163551000.0,,208524000.0,53105000.0,-8635000.0,,-1970000.0,,8659000.0,5497000.0,3063927000.0,39252000.0,1658408000.0,0.0,,735537000.0,,475305000.0,2950601000.0,772698000.0,4687577000.0,122726000.0,124299000,124299000.0,248709000.0,77380000.0,1211700000.0,336150000.0,0.48,-3872000.0,71291000.0,-120775000.0,539355000.0,13155000.0,2467594000.0,0.0,102852000.0,123627000.0,381609000.0,478887000.0,723837000.0,,-367000.0,301814000.0,-25858000.0,268754348.0,,,,
2001-09-30,,2328767000.0,-29335000.0,,469331000.0,,71291000.0,373190000.0,,86700000.0,82129000.0,0.0,205046000.0,-392627000.0,,,258624000,-104866000.0,995674000,185361000,-1704271000.0,-98349000.0,3420294000.0,,,1264676000.0,1762942000.0,177694000.0,,254142000.0,51505000.0,10838000.0,,33075000.0,,13546000.0,4571000.0,3137304000.0,42575000.0,1716023000.0,0.0,431452000.0,768047000.0,555489000.0,501425000.0,3039345000.0,782996000.0,4802287000.0,149276000.0,135119000,98369000.0,257383000.0,73263000.0,1208844000.0,335731000.0,,-18687000.0,82129000.0,-145256000.0,454012000.0,7697000.0,2473520000.0,0.0,90117000.0,97706000.0,422539000.0,494249000.0,707744000.0,,30000.0,308888000.0,-25355000.0,,,,,
2001-12-31,0.37,2354764000.0,-30198000.0,,431163000.0,5343000.0,82129000.0,372693000.0,,155525000.0,153544000.0,0.0,819823000.0,-392173000.0,,260576316.0,214613000,-49505000.0,944946000,141653000,-1751392000.0,-9081000.0,3477235000.0,-52857000.0,,1309307000.0,1719487000.0,130466000.0,,155485000.0,55237000.0,71415000.0,,73749000.0,9103000.0,4983000.0,1981000.0,3210793000.0,30793000.0,1725843000.0,0.0,460095000.0,657328000.0,,499762000.0,3043770000.0,766193000.0,4763257000.0,105980000.0,99673000,99673000.0,248294000.0,72960000.0,1099186000.0,240224000.0,0.38,,153544000.0,-74360000.0,489484000.0,9571000.0,2408493000.0,0.0,92769000.0,99019000.0,426669000.0,445184000.0,704400000.0,,-1616000.0,303531000.0,49000.0,267618919.0,,,,
2002-03-31,0.48,2411409000.0,-30694000.0,,1144306000.0,,153544000.0,372326000.0,,182086000.0,180127000.0,0.0,777307000.0,-420379000.0,,257084000.0,248650000,-65654000.0,1012971000,175927000,-1761336000.0,-12156000.0,3485839000.0,-50165000.0,,1337169000.0,1811135000.0,167580000.0,,136648000.0,56314000.0,26583000.0,,-78515000.0,8143000.0,19151000.0,1959000.0,3314439000.0,38392000.0,1724503000.0,0.0,,737389000.0,,523133000.0,3034335000.0,762666000.0,4845470000.0,70994000.0,129188000,129188000.0,247660000.0,72723000.0,1096892000.0,245977000.0,0.5,,180127000.0,-96458000.0,559862000.0,8839000.0,2434061000.0,0.0,88249000.0,128542000.0,165526000.0,489838000.0,696872000.0,,-9445000.0,313911000.0,-51684000.0,267795833.0,,,,
2002-06-30,0.44,2514745000.0,-24836000.0,,618696000.0,,180127000.0,371287000.0,,175981000.0,175981000.0,0.0,809262000.0,-356294000.0,,258893478.0,244727000,-47882000.0,998460000,165924000,-1826206000.0,-176540000.0,3569734000.0,,,1280312000.0,1835745000.0,158559000.0,,240268000.0,53037000.0,-4146000.0,,39154000.0,1169000.0,9846000.0,,3408388000.0,38834000.0,1743528000.0,0.0,,735464000.0,,514071000.0,3087637000.0,782383000.0,4923382000.0,192386000.0,119725000,119725000.0,253857000.0,78803000.0,1128325000.0,252615000.0,0.46,,175981000.0,-71125000.0,471050000.0,8678000.0,2408637000.0,0.0,93327000.0,119091000.0,725413000.0,484389000.0,724335000.0,,-10258000.0,318465000.0,-25700000.0,270661364.0,,,,
2002-09-30,,2487974000.0,-19945000.0,,902251000.0,826000.0,175981000.0,370607000.0,,244965000.0,243115000.0,0.0,224645000.0,-444637000.0,,,272538000,-96662000.0,1076692000,192159000,-1855631000.0,-115963000.0,3621361000.0,,,1252453000.0,1928707000.0,171984000.0,,303632000.0,55598000.0,67134000.0,,34494000.0,,4089000.0,1850000.0,3514465000.0,40588000.0,1765730000.0,282928000.0,,745998000.0,310238000.0,546703000.0,3111753000.0,802967000.0,5040460000.0,206970000.0,131396000,131396000.0,282232000.0,80379000.0,1300033000.0,391607000.0,,,243115000.0,-119178000.0,434642000.0,6216000.0,2552486000.0,0.0,105459000.0,130430000.0,443772000.0,529989000.0,697696000.0,,-13959000.0,337830000.0,-25124000.0,,,,,
2002-12-31,0.43,2572337000.0,-31537000.0,,627981000.0,,243115000.0,369755000.0,,229295000.0,226427000.0,0.0,844323000.0,-397496000.0,,256890909.0,239664000,-43366000.0,1051648000,157583000,-1914868000.0,-55485000.0,3684753000.0,-56623000.0,,1275057000.0,1924668000.0,149034000.0,,113623000.0,59845000.0,-16688000.0,,13189000.0,4715000.0,4383000.0,2868000.0,3601415000.0,35396000.0,1769885000.0,0.0,,743139000.0,,550039000.0,3137093000.0,804315000.0,5061761000.0,70257000.0,113638000,113638000.0,284181000.0,82081000.0,1214367000.0,301222000.0,0.44,-2348000.0,226427000.0,-77251000.0,430734000.0,8633000.0,2489424000.0,0.0,108830000.0,113032000.0,739227000.0,501609000.0,714028000.0,,84000.0,344026000.0,-488000.0,262865116.0,,,,
2003-03-31,0.54,2704921000.0,-30578000.0,,901099000.0,,226427000.0,368968000.0,,289014000.0,285471000.0,0.0,829017000.0,-363210000.0,,252580357.0,282831000,-64877000.0,1134041000,196781000,-1896657000.0,-27135000.0,3677444000.0,-49867000.0,,1314245000.0,2088110000.0,186281000.0,,179210000.0,60034000.0,59044000.0,,-66666000.0,17786000.0,21599000.0,3543000.0,3717845000.0,44241000.0,1780787000.0,0.0,,792130000.0,,578428000.0,3158914000.0,806283000.0,5247024000.0,114333000.0,142040000,142040000.0,298798000.0,86050000.0,1227858000.0,311325000.0,0.56,676000.0,285471000.0,-94779000.0,485228000.0,8653000.0,2542103000.0,0.0,110250000.0,141445000.0,477028000.0,555613000.0,761177000.0,,-1847000.0,358832000.0,-52545000.0,261935185.0,,,,
2003-06-30,0.49,2898082000.0,-15899000.0,,648353000.0,,285471000.0,367802000.0,,455217000.0,455217000.0,0.0,849007000.0,-245540000.0,,253803922.0,265966000,-59938000.0,1165369000,174465000,-2030539000.0,18342000.0,3845886000.0,-99146000.0,,1012635000.0,2356556000.0,162771000.0,,216133000.0,60042000.0,169746000.0,,-7291000.0,1905000.0,55499000.0,,3821582000.0,32753000.0,1815347000.0,0.0,,825155000.0,,622387000.0,3201633000.0,1218061000.0,5558189000.0,156195000.0,130018000,130018000.0,308475000.0,91501000.0,1647472000.0,316599000.0,0.51,,455217000.0,-72190000.0,163628000.0,9658000.0,2660107000.0,0.0,112812000.0,129440000.0,737933000.0,542982000.0,811195000.0,,-2036000.0,368517000.0,-25806000.0,264163265.0,,,,
