date,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyBasicAverageShares,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyDilutedAverageShares,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyOperatingIncome,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyFreeCashFlow,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetIncome,quarterlyOperatingExpense,quarterlyInventory,quarterlyNetOtherInvestingChanges,quarterlyOtherIncomeExpense,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredRevenue,quarterlyCommonStockIssuance,quarterlySaleOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepurchaseOfCapitalStock,quarterlyOtherShortTermInvestments,quarterlyPurchaseOfInvestment,quarterlyDeferredIncomeTax,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyResearchAndDevelopment
2018-03-31,0.19972,1394000,,-284000,,,,805000,,87682644.0,20251000,0.0,,18478000,-4545000,-284000,,,,,,-1630000,,10956000,25490000,,,87682644.0,-7238000,36446000,17512000,0,22340000,,,0.19972,19614000,1284000,,,-2744000,,,,61320000,13933000,-44000,,,,28195000,,,,33125000,-1554000,18857000,,17512000,13511000,,-2693000,397000.0,,,14263000,,,,,,,,,,,
2018-06-30,0.233364,267000,,-3697000,,,,1225000,,87682644.0,22858000,,,14933000,-2106000,51303000,,,,,,-10619000,,60265000,36446000,,,87682644.0,-5971000,96711000,20462000,911000,26204000,,,0.233364,22474000,2121000,,,-9969000,,,,75235000,12827000,-191000,,,,38680000,,,,36555000,-1880000,22591000,,20462000,14081000,,-5154000,1161000.0,,,14583000,,,,,,,,,,,
2018-09-30,0.277626,1477000,,0,,,,850000,1304000.0,87682644.0,28423000,,,30450000,-5961000,1304000,,,,,,-3630000,,16252000,96711000,,,87682644.0,-15502000,112963000,24343000,625000,30045000,0.0,,0.277626,26100000,772000,,,-904000,,,,92426000,24489000,-130000,,,,48187000,,,,44239000,774000,26946000,,24343000,18139000,,-9541000,,,,19421000,,,,,,,,,,,
2018-12-31,,850000,65763000.0,-2617000,26800000.0,62260000.0,62260000.0,1300000,94155000.0,,27188000,,512934000.0,16457000,-9075000,166518000,29190000.0,-25885000.0,1993000.0,784918000.0,918418000.0,-12319000,59807000.0,-50703000,112963000,96972000.0,315000000.0,,-233678000,62260000,24033000,625000,33389000,1343000.0,328064000.0,,29544000,4901000,,133500000.0,-22822000,282000.0,91648000.0,182332000.0,106240000,7382000,-228000,51029000.0,8859000.0,58445000.0,52990000,2226000.0,145732000.0,,53250000,1132000,26338000,169535000.0,24033000,23706000,1115000.0,-2016000,,13737000.0,501982000.0,21767000,,,,,,,,,,,
2019-03-31,0.474,2229000,288653000.0,-7670000,30115000.0,245324000.0,245324000.0,9582000,150000000.0,87682644.0,51705000,,570268000.0,57732000,-9647000,142330000,32310000.0,-28081000.0,3832000.0,1236529000.0,1612778000.0,-8710000,26806000.0,183064000,62260000,94175000.0,587062000.0,87682644.0,-16998000,245324000,41535000,1041000,70341000,6752000.0,558687000.0,0.474,58774000,9054000,45642000.0,376249000.0,-13303000,437000.0,316734000.0,223681000.0,144578000,48085000,-92000,51009000.0,21380000.0,102591000.0,54364000,26000.0,335006000.0,24458000.0,90214000,6833000,49476000,308829000.0,41535000,31440000,3788000.0,-8899000,649000.0,15896000.0,957778000.0,31234000,,,,,,,,,,,
2019-06-30,0.186092,1725000,378186000.0,-33514000,61664000.0,68471000.0,68471000.0,19721000,-7621000.0,87682644.0,23051000,,762344000.0,51078000,-11745000,-41135000,26337000.0,-30473000.0,8739000.0,1693474000.0,1932418000.0,-19914000,26806000.0,-176853000,245324000,149703000.0,635830000.0,87682644.0,-186796000,68471000,16317000,868000,62159000,17661000.0,862733000.0,0.186092,37202000,19387000,23959000.0,238944000.0,-13304000,1671000.0,408659000.0,388869000.0,178493000,39333000,976000,35318000.0,24548000.0,125014000.0,82283000,387000.0,473864000.0,49835000.0,96210000,-1576000,21326000,463751000.0,16317000,59008000,2812000.0,-24623000,920000.0,19644000.0,1022089000.0,59584000,,,,,,,,,,,
2019-09-30,0.54,5748000,401027000.0,-29721000,55967000.0,993486000.0,993486000.0,24586000,-102385000.0,85679630.0,54732000,0.0,,121837000,-79936000,860672000,24054000.0,,1973000.0,1811661000.0,2956568000.0,3936000,0.0,910484000,68471000,175844000.0,17000.0,87296226.0,-72025000,993486000,46267000,7955000,101580000,13566000.0,901551000.0,0.53,48623000,22262000,66119000.0,1144907000.0,34878000,1225000.0,401027000.0,391717000.0,206713000,41901000,-107000,26225000.0,10178000.0,117516000.0,87350000,2042000.0,509834000.0,50811000.0,119363000,-2272000,48984000,,46267000,70740000,2919000.0,7911000,1043000.0,36737000.0,2007047000.0,71260000,,,,,,,,,,,
