date,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyDilutedEPS,quarterlyNetIncome,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyTaxProvision,quarterlyFreeCashFlow,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyPurchaseOfInvestment,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyChangeInWorkingCapital,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyBasicAverageShares,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyDilutedAverageShares,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable
1995-09-30,1923000000.0,,41000000.0,7000000.0,3000000.0,995000000.0,-11000000.0,0.83,64000000.0,-1861000000.0,1546000000.0,-102000000.0,,16000000.0,839000000.0,338000000.0,465000000.0,,94000000.0,1586000000.0,30000000.0,345000000.0,,4063000000.0,7614000000.0,,931000000.0,64000000.0,85000000.0,846000000.0,,0.0,,,144000000.0,144000000.0,148000000,2154000000,,0.0,200000000.0,-220000000.0,613000000.0,5569000000.0,-23000000.0,0.85,3608000000.0,-25000000.0,3447000000.0,3551000000.0,75294118.0,,0.0,233000000,1870000000.0,1905000000.0,,1541000000.0,1961000000.0,,,-227000000.0,139000000.0,978000000.0,77108434.0,380000000.0,64000000,,282000000.0,983000000.0,,,,,,,
1995-12-31,1939000000.0,,37000000.0,-220000000.0,26000000.0,1029000000.0,83000000.0,,18000000.0,-1883000000.0,1549000000.0,104000000.0,234000000.0,5000000.0,913000000.0,251000000.0,589000000.0,,22000000.0,1779000000.0,4000000.0,31000000.0,,4259000000.0,7800000000.0,,931000000.0,18000000.0,63000000.0,977000000.0,,0.0,,,149000000.0,149000000.0,-24000000,2093000000,,0.0,163000000.0,-350000000.0,565000000.0,5744000000.0,9000000.0,,3829000000.0,-25000000.0,3662000000.0,3541000000.0,,,0.0,39000000,1863000000.0,1877000000.0,,1528000000.0,1915000000.0,,,-156000000.0,-25000000.0,983000000.0,,526000000.0,18000000,,246000000.0,698000000.0,,,,,,,
1996-03-31,2222000000.0,,40000000.0,-61000000.0,2000000.0,1156000000.0,-8000000.0,0.51,38000000.0,-1941000000.0,1555000000.0,169000000.0,,-2000000.0,801000000.0,-119000000.0,482000000.0,,56000000.0,1761000000.0,18000000.0,-180000000.0,,4224000000.0,7990000000.0,,908000000.0,38000000.0,89000000.0,943000000.0,,149000000.0,,,147000000.0,147000000.0,103000000,2059000000,,0.0,-243000000.0,-52000000.0,585000000.0,5919000000.0,-16000000.0,0.51,3966000000.0,-50000000.0,3702000000.0,3766000000.0,74509804.0,,,192000000,1875000000.0,1893000000.0,,1474000000.0,1953000000.0,,,9000000.0,-135000000.0,957000000.0,74509804.0,393000000.0,38000000,,269000000.0,996000000.0,,,,,,,
1996-06-30,2232000000.0,,44000000.0,-75000000.0,-28000000.0,1074000000.0,-2000000.0,0.7,52000000.0,-1988000000.0,1543000000.0,-36000000.0,,-6000000.0,795000000.0,134000000.0,511000000.0,,73000000.0,1755000000.0,21000000.0,59000000.0,,4192000000.0,7989000000.0,,894000000.0,52000000.0,93000000.0,937000000.0,,0.0,,,141000000.0,141000000.0,117000000,2272000000,,0.0,-12000000.0,-104000000.0,628000000.0,5902000000.0,-18000000.0,0.71,3964000000.0,-1000000.0,3743000000.0,3797000000.0,73239437.0,,,210000000,1903000000.0,1911000000.0,,1644000000.0,1938000000.0,,,-29000000.0,75000000.0,932000000.0,74285714.0,418000000.0,52000000,,297000000.0,1006000000.0,,,,,,,
1996-09-30,2085000000.0,,41000000.0,-73000000.0,9000000.0,1027000000.0,-38000000.0,0.28,21000000.0,-2052000000.0,1544000000.0,-1000000.0,,31000000.0,843000000.0,308000000.0,493000000.0,,40000000.0,1750000000.0,19000000.0,235000000.0,,4176000000.0,8129000000.0,,882000000.0,21000000.0,88000000.0,1004000000.0,,0.0,,,172000000.0,172000000.0,116000000,2200000000,,0.0,149000000.0,-276000000.0,609000000.0,6053000000.0,46000000.0,0.28,3932000000.0,-25000000.0,3802000000.0,3953000000.0,75000000.0,,,204000000,1898000000.0,1905000000.0,,1591000000.0,2121000000.0,,,-203000000.0,46000000.0,1108000000.0,75000000.0,405000000.0,21000000,,298000000.0,1013000000.0,,,,,,,
1996-12-31,2157000000.0,,40000000.0,-127000000.0,15000000.0,1034000000.0,35000000.0,,45000000.0,-2041000000.0,1535000000.0,-52000000.0,206000000.0,-43000000.0,882000000.0,222000000.0,504000000.0,,68000000.0,1798000000.0,23000000.0,95000000.0,,4203000000.0,8015000000.0,,870000000.0,45000000.0,83000000.0,983000000.0,,0.0,,,129000000.0,129000000.0,65000000,2165000000,,0.0,136000000.0,-213000000.0,569000000.0,5907000000.0,-26000000.0,,4022000000.0,-25000000.0,3839000000.0,3812000000.0,,,,148000000,1918000000.0,1926000000.0,,1596000000.0,1885000000.0,,,-101000000.0,7000000.0,955000000.0,,421000000.0,45000000,,283000000.0,724000000.0,,,,,,,
1997-03-31,2292000000.0,,56000000.0,-41000000.0,-6000000.0,1044000000.0,18000000.0,0.62,46000000.0,-2027000000.0,1500000000.0,121000000.0,,23000000.0,819000000.0,-33000000.0,483000000.0,,66000000.0,1710000000.0,20000000.0,-74000000.0,,4024000000.0,7874000000.0,,814000000.0,46000000.0,91000000.0,869000000.0,,129000000.0,,,152000000.0,152000000.0,102000000,2038000000,,0.0,-150000000.0,-65000000.0,585000000.0,5782000000.0,-28000000.0,0.62,3980000000.0,-25000000.0,3737000000.0,3850000000.0,74193548.0,,,193000000,1939000000.0,1912000000.0,,1453000000.0,1802000000.0,,,-24000000.0,-33000000.0,881000000.0,74193548.0,392000000.0,46000000,,256000000.0,921000000.0,,,,,,,
1997-06-30,2299000000.0,,62000000.0,-64000000.0,12000000.0,1097000000.0,28000000.0,0.86,65000000.0,-2075000000.0,1532000000.0,30000000.0,,20000000.0,853000000.0,-31000000.0,483000000.0,,97000000.0,1682000000.0,32000000.0,-95000000.0,,4009000000.0,7959000000.0,,795000000.0,65000000.0,90000000.0,863000000.0,,0.0,,,172000000.0,172000000.0,127000000,2117000000,,0.0,-187000000.0,21000000.0,610000000.0,5838000000.0,-13000000.0,0.87,4015000000.0,-26000000.0,3757000000.0,3950000000.0,74712644.0,,,217000000,1978000000.0,1947000000.0,,1507000000.0,1823000000.0,,,85000000.0,-55000000.0,900000000.0,75581395.0,393000000.0,65000000,,275000000.0,923000000.0,,,,,,,
1997-09-30,2055000000.0,,37000000.0,-62000000.0,52000000.0,911000000.0,8000000.0,-2.92,-218000000.0,-2119000000.0,1026000000.0,-164000000.0,,-82000000.0,1128000000.0,197000000.0,789000000.0,,-271000000.0,1564000000.0,-71000000.0,135000000.0,,3347000000.0,7634000000.0,,757000000.0,-218000000.0,67000000.0,810000000.0,,0.0,,,90000000.0,90000000.0,-264000000,2043000000,,0.0,96000000.0,-115000000.0,525000000.0,5792000000.0,-4000000.0,-2.92,3993000000.0,-25000000.0,3683000000.0,4287000000.0,74657534.0,,,-181000000,1735000000.0,1711000000.0,,1518000000.0,1799000000.0,,,-53000000.0,141000000.0,900000000.0,74657534.0,706000000.0,-200000000,,1974000000.0,899000000.0,,,,,,,
1997-12-31,1354000000.0,,58000000.0,-211000000.0,-11000000.0,1170000000.0,-341000000.0,,92000000.0,-2887000000.0,698000000.0,-1119000000.0,190000000.0,488000000.0,1335000000.0,460000000.0,273000000.0,,67000000.0,2375000000.0,17000000.0,249000000.0,,3989000000.0,8270000000.0,,916000000.0,92000000.0,108000000.0,987000000.0,,0.0,,,578000000.0,578000000.0,449000000,2510000000,,0.0,293000000.0,1147000000.0,722000000.0,5726000000.0,267000000.0,,3676000000.0,-26000000.0,5262000000.0,4281000000.0,,,,557000000,1801000000.0,1771000000.0,,1788000000.0,2050000000.0,,,320000000.0,124000000.0,1074000000.0,,165000000.0,50000000,,968000000.0,786000000.0,,,,,,,
1998-03-31,981000000.0,,63000000.0,-112000000.0,-2000000.0,1174000000.0,40000000.0,1.05,80000000.0,-2947000000.0,667000000.0,-305000000.0,194000000.0,40000000.0,1218000000.0,-65000000.0,531000000.0,,124000000.0,2370000000.0,56000000.0,-177000000.0,,3956000000.0,7893000000.0,,919000000.0,80000000.0,115000000.0,931000000.0,,578000000.0,,,618000000.0,618000000.0,169000000,2464000000,,0.0,-183000000.0,410000000.0,700000000.0,5278000000.0,-24000000.0,1.06,3130000000.0,-26000000.0,5317000000.0,3937000000.0,75471698.0,,,284000000,1855000000.0,1828000000.0,,1764000000.0,2148000000.0,,,0.0,-30000000.0,1151000000.0,76190476.0,416000000.0,68000000,,483000000.0,803000000.0,,,,,,,
1998-06-30,1061000000.0,,65000000.0,-124000000.0,-27000000.0,1224000000.0,44000000.0,1.1,84000000.0,-3024000000.0,675000000.0,58000000.0,192000000.0,-12000000.0,1228000000.0,-11000000.0,571000000.0,,130000000.0,2343000000.0,49000000.0,-135000000.0,,3934000000.0,8072000000.0,,916000000.0,84000000.0,115000000.0,970000000.0,,0.0,,,606000000.0,606000000.0,158000000,2585000000,,0.0,-232000000.0,-59000000.0,729000000.0,5415000000.0,,1.11,3259000000.0,-25000000.0,5367000000.0,4138000000.0,75675676.0,,,273000000,1913000000.0,1895000000.0,,1856000000.0,2156000000.0,,,0.0,-55000000.0,1152000000.0,76363636.0,456000000.0,81000000,,477000000.0,812000000.0,,,,,,,
1998-09-30,965000000.0,,70000000.0,-209000000.0,-81000000.0,1217000000.0,28000000.0,1.02,78000000.0,-3126000000.0,688000000.0,-186000000.0,197000000.0,-5000000.0,1247000000.0,390000000.0,531000000.0,,134000000.0,2382000000.0,56000000.0,181000000.0,,4069000000.0,8106000000.0,,999000000.0,78000000.0,110000000.0,1007000000.0,,0.0,,,601000000.0,601000000.0,180000000,2539000000,,0.0,134000000.0,-209000000.0,711000000.0,5468000000.0,,1.03,3219000000.0,-26000000.0,5508000000.0,4037000000.0,75728155.0,,,290000000,1966000000.0,1952000000.0,,1828000000.0,2249000000.0,,,0.0,22000000.0,1218000000.0,76470588.0,421000000.0,78000000,,449000000.0,834000000.0,,,,,,,
1998-12-31,930000000.0,,63000000.0,-199000000.0,27000000.0,1100000000.0,26000000.0,,83000000.0,-3093000000.0,699000000.0,-215000000.0,152000000.0,35000000.0,1258000000.0,449000000.0,596000000.0,,131000000.0,2418000000.0,48000000.0,250000000.0,,4053000000.0,7935000000.0,,936000000.0,83000000.0,98000000.0,1079000000.0,,0.0,,,636000000.0,636000000.0,181000000,2735000000,,0.0,305000000.0,-199000000.0,777000000.0,5320000000.0,,,3267000000.0,-25000000.0,5511000000.0,3882000000.0,,,,279000000,2024000000.0,2001000000.0,,1958000000.0,2053000000.0,,,0.0,136000000.0,1087000000.0,,498000000.0,83000000,,435000000.0,814000000.0,,,,,,,
1999-03-31,1010000000.0,,41000000.0,-65000000.0,-20000000.0,1171000000.0,-154000000.0,0.36,28000000.0,-2958000000.0,639000000.0,88000000.0,146000000.0,-226000000.0,1104000000.0,-249000000.0,530000000.0,,36000000.0,2147000000.0,8000000.0,-314000000.0,,3670000000.0,7236000000.0,,884000000.0,28000000.0,109000000.0,964000000.0,,636000000.0,,,410000000.0,410000000.0,189000000,2486000000,,0.0,-311000000.0,-65000000.0,719000000.0,5037000000.0,,0.37,3078000000.0,-27000000.0,5105000000.0,3566000000.0,75675676.0,-24000000.0,-41000000.0,298000000,2025000000.0,1762000000.0,,1767000000.0,1959000000.0,,,0.0,-148000000.0,1031000000.0,77777778.0,421000000.0,28000000,,371000000.0,782000000.0,,,,,,,
1999-06-30,1077000000.0,,44000000.0,-107000000.0,40000000.0,1172000000.0,6000000.0,1.3,99000000.0,-3001000000.0,646000000.0,-172000000.0,155000000.0,-145000000.0,1119000000.0,134000000.0,547000000.0,,161000000.0,2121000000.0,62000000.0,27000000.0,,3578000000.0,7092000000.0,,811000000.0,99000000.0,110000000.0,994000000.0,,0.0,,,265000000.0,265000000.0,205000000,2617000000,,0.0,-62000000.0,-107000000.0,752000000.0,4889000000.0,,1.32,3190000000.0,-26000000.0,5122000000.0,3514000000.0,75000000.0,-7000000.0,-26000000.0,315000000,2098000000.0,1784000000.0,,1865000000.0,1699000000.0,,,0.0,-12000000.0,765000000.0,76153846.0,437000000.0,99000000,,367000000.0,779000000.0,,,,,,,
1999-09-30,927000000.0,,41000000.0,-109000000.0,31000000.0,1079000000.0,-29000000.0,1.4,107000000.0,-3056000000.0,677000000.0,-232000000.0,154000000.0,-35000000.0,1186000000.0,306000000.0,533000000.0,,172000000.0,2113000000.0,65000000.0,197000000.0,,3610000000.0,6999000000.0,,820000000.0,107000000.0,96000000.0,1017000000.0,-461000000.0,0.0,,84000000.0,230000000.0,230000000.0,238000000,2719000000,,230000000.0,116000000.0,-109000000.0,771000000.0,4841000000.0,,1.42,3130000000.0,-25000000.0,5169000000.0,3389000000.0,75352113.0,-22000000.0,-100000000.0,334000000,2180000000.0,1765000000.0,,1948000000.0,1711000000.0,,,0.0,81000000.0,772000000.0,76428571.0,437000000.0,107000000,,372000000.0,785000000.0,,,,,,,
1999-12-31,225000000.0,,235000000.0,-156000000.0,8000000.0,1065000000.0,176000000.0,,113000000.0,-3004000000.0,676000000.0,-280000000.0,157000000.0,31000000.0,1586000000.0,610000000.0,559000000.0,,176000000.0,2178000000.0,63000000.0,454000000.0,,3649000000.0,6826000000.0,,795000000.0,113000000.0,102000000.0,1081000000.0,-449000000.0,230000000.0,,84000000.0,261000000.0,261000000.0,241000000,2689000000,,261000000.0,270000000.0,-156000000.0,800000000.0,4543000000.0,,,2892000000.0,-25000000.0,5182000000.0,3177000000.0,,82000000.0,0.0,343000000,2268000000.0,1867000000.0,,1889000000.0,1651000000.0,,,0.0,27000000.0,714000000.0,,457000000.0,113000000,,374000000.0,780000000.0,,,,,,,
2000-03-31,1204000000.0,,38000000.0,-77000000.0,21000000.0,1237000000.0,-11000000.0,1.52,112000000.0,-3035000000.0,698000000.0,357000000.0,148000000.0,-86000000.0,1084000000.0,-83000000.0,507000000.0,,183000000.0,2148000000.0,71000000.0,-160000000.0,,3643000000.0,6964000000.0,,797000000.0,112000000.0,102000000.0,1174000000.0,-425000000.0,261000000.0,,84000000.0,175000000.0,175000000.0,235000000,2590000000,,175000000.0,-324000000.0,-360000000.0,742000000.0,4911000000.0,,1.53,3462000000.0,-26000000.0,5183000000.0,3321000000.0,73202614.0,38000000.0,-98000000.0,337000000,2354000000.0,1899000000.0,,1848000000.0,1449000000.0,,,0.0,-181000000.0,520000000.0,73684211.0,405000000.0,112000000,,311000000.0,781000000.0,,,,,,,
2000-06-30,1121000000.0,,46000000.0,-85000000.0,13000000.0,1297000000.0,3000000.0,1.66,121000000.0,-3080000000.0,721000000.0,67000000.0,147000000.0,-16000000.0,1079000000.0,2000000.0,505000000.0,,184000000.0,2111000000.0,63000000.0,-83000000.0,,3619000000.0,7032000000.0,,787000000.0,121000000.0,116000000.0,1110000000.0,-445000000.0,175000000.0,,84000000.0,159000000.0,159000000.0,232000000,2586000000,,159000000.0,-206000000.0,-85000000.0,737000000.0,5025000000.0,,1.68,3310000000.0,-24000000.0,5191000000.0,3413000000.0,72023810.0,-15000000.0,-130000000.0,348000000,2451000000.0,1853000000.0,,1849000000.0,1715000000.0,,,0.0,-79000000.0,781000000.0,72891566.0,389000000.0,121000000,,337000000.0,787000000.0,,,,,,,
2000-09-30,1185000000.0,,49000000.0,-69000000.0,-17000000.0,1147000000.0,-14000000.0,0.98,67000000.0,-3077000000.0,746000000.0,-140000000.0,142000000.0,107000000.0,1123000000.0,316000000.0,512000000.0,,108000000.0,2052000000.0,41000000.0,247000000.0,,3574000000.0,6888000000.0,,776000000.0,67000000.0,95000000.0,1045000000.0,-480000000.0,159000000.0,,84000000.0,266000000.0,266000000.0,173000000,2570000000,,266000000.0,134000000.0,-69000000.0,685000000.0,5071000000.0,,0.98,3353000000.0,-24000000.0,5129000000.0,3314000000.0,68700000.0,10000000.0,-188000000.0,268000000,2495000000.0,1664000000.0,,1885000000.0,1718000000.0,,,0.0,125000000.0,785000000.0,68700000.0,417000000.0,67000000,,311000000.0,791000000.0,,,,,,,
2000-12-31,990000000.0,,98000000.0,-144000000.0,10000000.0,1119000000.0,24000000.0,,66000000.0,-3142000000.0,769000000.0,-208000000.0,175000000.0,-152000000.0,1056000000.0,210000000.0,527000000.0,,89000000.0,2134000000.0,23000000.0,66000000.0,,3665000000.0,6902000000.0,,762000000.0,66000000.0,87000000.0,1257000000.0,-506000000.0,266000000.0,,84000000.0,114000000.0,114000000.0,167000000,2579000000,,114000000.0,20000000.0,-144000000.0,694000000.0,5071000000.0,,,3303000000.0,4000000.0,5276000000.0,3237000000.0,,41000000.0,-11000000.0,254000000,2539000000.0,1684000000.0,,1885000000.0,1768000000.0,,,0.0,55000000.0,795000000.0,,440000000.0,66000000,,256000000.0,798000000.0,,,,,,,
2001-03-31,1068000000.0,,44000000.0,-58000000.0,1000000.0,1127000000.0,-52000000.0,0.61,41000000.0,-3099000000.0,763000000.0,47000000.0,157000000.0,63000000.0,282000000.0,74000000.0,413000000.0,,50000000.0,2005000000.0,17000000.0,16000000.0,,3725000000.0,6897000000.0,,731000000.0,41000000.0,102000000.0,1121000000.0,-626000000.0,114000000.0,,84000000.0,177000000.0,177000000.0,145000000,2517000000,,177000000.0,-100000000.0,-58000000.0,558000000.0,5173000000.0,,0.62,3239000000.0,-45000000.0,5104000000.0,3172000000.0,66300000.0,-6000000.0,,247000000,2558000000.0,1586000000.0,,1959000000.0,1934000000.0,1640000000.0,768000000.0,0.0,-32000000.0,1005000000.0,66900000.0,406000000.0,33000000,,0.0,772000000.0,,,,,,,
2001-06-30,845000000.0,,43000000.0,-60000000.0,17000000.0,1099000000.0,-19000000.0,0.78,53000000.0,-3128000000.0,736000000.0,-231000000.0,156000000.0,-24000000.0,265000000.0,267000000.0,412000000.0,,117000000.0,1940000000.0,43000000.0,207000000.0,,3605000000.0,6761000000.0,,710000000.0,53000000.0,97000000.0,1174000000.0,-690000000.0,177000000.0,,84000000.0,153000000.0,153000000.0,184000000,2585000000,,153000000.0,102000000.0,-60000000.0,596000000.0,5058000000.0,,0.8,3125000000.0,-23000000.0,5068000000.0,3156000000.0,66500000.0,-3000000.0,,281000000,2588000000.0,1568000000.0,,1989000000.0,1933000000.0,1648000000.0,841000000.0,0.0,13000000.0,1000000000.0,67700000.0,405000000.0,74000000,,0.0,777000000.0,,,,,,,
2001-09-30,395000000.0,,41000000.0,-78000000.0,28000000.0,1081000000.0,-321000000.0,-1.4,-94000000.0,-3199000000.0,738000000.0,-224000000.0,157000000.0,4000000.0,571000000.0,306000000.0,699000000.0,,-158000000.0,1910000000.0,-64000000.0,228000000.0,,3603000000.0,6921000000.0,,729000000.0,-94000000.0,98000000.0,1276000000.0,-698000000.0,153000000.0,,85000000.0,157000000.0,157000000.0,-93000000,2594000000,,157000000.0,117000000.0,-78000000.0,606000000.0,5348000000.0,,-1.4,3157000000.0,-22000000.0,5109000000.0,3318000000.0,67000000.0,-114000000.0,,5000000,2471000000.0,1443000000.0,,1988000000.0,2191000000.0,1700000000.0,915000000.0,0.0,22000000.0,1270000000.0,67000000.0,392000000.0,-94000000,,0.0,764000000.0,,,,,,,
2001-12-31,167000000.0,,34000000.0,-182000000.0,26000000.0,1110000000.0,-109000000.0,,,-3262000000.0,547000000.0,-245000000.0,177000000.0,159000000.0,524000000.0,377000000.0,439000000.0,,67000000.0,2052000000.0,46000000.0,195000000.0,,3656000000.0,6967000000.0,,703000000.0,,99000000.0,1427000000.0,-697000000.0,157000000.0,,86000000.0,316000000.0,316000000.0,220000000,2648000000,,316000000.0,250000000.0,27000000.0,659000000.0,5382000000.0,,,3082000000.0,-23000000.0,5314000000.0,3311000000.0,,-6000000.0,0.0,319000000,2470000000.0,1458000000.0,,1989000000.0,2300000000.0,1515000000.0,862000000.0,209000000.0,-29000000.0,1295000000.0,,436000000.0,21000000,,135000000.0,828000000.0,,,,,,,
2002-03-31,683000000.0,68000000.0,34000000.0,-54000000.0,-18000000.0,1205000000.0,-21000000.0,1.21,84000000.0,-3327000000.0,566000000.0,232000000.0,177000000.0,-178000000.0,370000000.0,-350000000.0,407000000.0,,129000000.0,2000000000.0,45000000.0,-404000000.0,,3598000000.0,6901000000.0,,678000000.0,84000000.0,93000000.0,1351000000.0,-730000000.0,316000000.0,,87000000.0,138000000.0,138000000.0,185000000,2574000000,,138000000.0,-354000000.0,-54000000.0,592000000.0,5281000000.0,,1.25,3185000000.0,-23000000.0,5327000000.0,3303000000.0,67300000.0,68000000.0,-71000000.0,278000000,2531000000.0,1519000000.0,,1982000000.0,2096000000.0,1620000000.0,670000000.0,0.0,-102000000.0,1055000000.0,69300000.0,406000000.0,84000000,,151000000.0,864000000.0,,,,,,,
2002-06-30,634000000.0,16000000.0,35000000.0,-63000000.0,-10000000.0,1166000000.0,-49000000.0,0.91,63000000.0,-3406000000.0,542000000.0,-105000000.0,180000000.0,1000000.0,417000000.0,194000000.0,433000000.0,,114000000.0,2015000000.0,51000000.0,131000000.0,,2976000000.0,6361000000.0,,,63000000.0,95000000.0,1382000000.0,-816000000.0,138000000.0,,87000000.0,139000000.0,139000000.0,201000000,2737000000,,139000000.0,-170000000.0,-90000000.0,634000000.0,5395000000.0,,0.93,3227000000.0,-23000000.0,5421000000.0,3385000000.0,68100000.0,,0.0,296000000,1959000000.0,877000000.0,72000000.0,2103000000.0,2168000000.0,1760000000.0,668000000.0,-27000000.0,70000000.0,1087000000.0,70100000.0,432000000.0,63000000,,150000000.0,901000000.0,,,,,,,
2002-09-30,727000000.0,-2000000.0,39000000.0,-88000000.0,-48000000.0,1137000000.0,-3000000.0,1.46,101000000.0,-3425000000.0,492000000.0,-124000000.0,198000000.0,44000000.0,429000000.0,391000000.0,443000000.0,,157000000.0,2185000000.0,56000000.0,303000000.0,,3120000000.0,6488000000.0,,,101000000.0,103000000.0,1391000000.0,-898000000.0,139000000.0,,87000000.0,183000000.0,183000000.0,202000000,2759000000,,183000000.0,178000000.0,-236000000.0,645000000.0,5537000000.0,,1.48,3328000000.0,-23000000.0,5610000000.0,3368000000.0,68200000.0,,0.0,305000000,2037000000.0,875000000.0,129000000.0,2114000000.0,2209000000.0,1772000000.0,656000000.0,0.0,61000000.0,1085000000.0,69000000.0,442000000.0,101000000,,132000000.0,926000000.0,,,,,,,
2002-12-31,432000000.0,,35000000.0,-225000000.0,80000000.0,1089000000.0,-118000000.0,,-30000000.0,-3496000000.0,186000000.0,-326000000.0,117000000.0,9000000.0,678000000.0,577000000.0,475000000.0,,55000000.0,2338000000.0,42000000.0,352000000.0,,3304000000.0,6631000000.0,,343000000.0,-30000000.0,114000000.0,1631000000.0,-999000000.0,183000000.0,,87000000.0,192000000.0,192000000.0,205000000,2946000000,,192000000.0,275000000.0,-229000000.0,680000000.0,5814000000.0,,,3505000000.0,-23000000.0,5834000000.0,3327000000.0,,,25000000.0,319000000,1985000000.0,739000000.0,,2266000000.0,2309000000.0,1781000000.0,664000000.0,0.0,72000000.0,1092000000.0,,456000000.0,13000000,,118000000.0,1100000000.0,,,,,,,
2003-03-31,710000000.0,,35000000.0,-58000000.0,-6000000.0,1302000000.0,-9000000.0,1.32,91000000.0,-3632000000.0,188000000.0,250000000.0,135000000.0,-35000000.0,553000000.0,-229000000.0,433000000.0,,143000000.0,2312000000.0,52000000.0,-287000000.0,,3183000000.0,6794000000.0,,342000000.0,91000000.0,108000000.0,1600000000.0,-986000000.0,192000000.0,,87000000.0,157000000.0,157000000.0,189000000,2716000000,,157000000.0,-435000000.0,-58000000.0,622000000.0,5871000000.0,,1.33,3522000000.0,-23000000.0,5944000000.0,3611000000.0,68300000.0,,,297000000,2053000000.0,841000000.0,,2094000000.0,2349000000.0,1813000000.0,591000000.0,0.0,-199000000.0,1091000000.0,69000000.0,433000000.0,91000000,,126000000.0,1123000000.0,,,,,,,
2003-06-30,645000000.0,,36000000.0,-86000000.0,-19000000.0,1352000000.0,-13000000.0,1.35,94000000.0,-3845000000.0,201000000.0,-94000000.0,122000000.0,33000000.0,654000000.0,210000000.0,461000000.0,,144000000.0,2371000000.0,50000000.0,124000000.0,,3272000000.0,7178000000.0,,342000000.0,94000000.0,110000000.0,1653000000.0,-915000000.0,157000000.0,,87000000.0,190000000.0,190000000.0,195000000,2988000000,,190000000.0,-4000000.0,-86000000.0,656000000.0,6091000000.0,,1.37,3700000000.0,-24000000.0,6216000000.0,3906000000.0,68700000.0,,,305000000,2123000000.0,994000000.0,,2332000000.0,2391000000.0,1951000000.0,675000000.0,0.0,6000000.0,1117000000.0,69700000.0,461000000.0,94000000,,186000000.0,1152000000.0,,,,,,,
2003-09-30,498000000.0,44000000.0,34000000.0,-75000000.0,-4000000.0,1368000000.0,-5000000.0,1.48,105000000.0,-3874000000.0,361000000.0,-165000000.0,123000000.0,41000000.0,608000000.0,285000000.0,491000000.0,,162000000.0,2316000000.0,57000000.0,210000000.0,,3301000000.0,7176000000.0,,346000000.0,105000000.0,112000000.0,1709000000.0,-913000000.0,190000000.0,,88000000.0,231000000.0,231000000.0,204000000,3113000000,,231000000.0,85000000.0,-79000000.0,695000000.0,5991000000.0,,1.51,3592000000.0,-24000000.0,6190000000.0,3875000000.0,69200000.0,,,316000000,2204000000.0,1123000000.0,,2418000000.0,2399000000.0,1876000000.0,702000000.0,-4000000.0,-19000000.0,1113000000.0,70900000.0,491000000.0,105000000,,181000000.0,1163000000.0,,,,,,,
