date,quarterlyDilutedAverageShares,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyBasicEPS,quarterlyOtherCurrentAssets,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyBasicAverageShares,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,quarterlyNetPPE,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedEPS,quarterlyChangesInAccountReceivables,quarterlyGoodwill,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyOtherIntangibleAssets,quarterlyCurrentDeferredRevenue
2002-09-30,4374656000.0,674603175.0,2222222222.0,404249562.0,-61760922.0,17460317.0,,7514285714.0,1039682540.0,,365079365.0,-82252001.0,122222222,13214285714.0,12539682540.0,736507936.0,57142857.0,8553968254.0,123809524,123809524,0.027481,1.0,-1277024416.0,-39682540.0,14285714.0,,660317460.0,186207627.0,2979365079.0,4169841270.0,,436507937.0,658730159.0,-17455266.0,434920635.0,,126984127.0,14285714.0,4660317460.0,14285714.0,1515381.0,,226984127.0,4262432000.0,25396825.0,-2844444444.0,-635806291.0,49206349.0,-17460317.0,22222222.0,15326984127.0,,553554290.0,,737108557.0,9154104.0,301587301,1587302.0,1173015873,,353968254.0,76745635.0,-33908697.0,88888889.0,12482539683.0,705836863,,13638430.0,0.026856,,,,,,,,
2002-12-31,,774315392.0,2414227258.0,385561401.0,-24681866.0,16934215.0,,7702234813.0,788479698.0,,440667296.0,346886101.0,206241288,13358514322.0,12584198930.0,836890148.0,83412024.0,8490714511.0,207774630,207774630,,0.0,-579787761.0,-1857098.0,29902424.0,,744412968.0,-287099241.0,3186968839.0,4074598678.0,,493196637.0,428076802.0,-7437385.0,424178246.0,,125904942.0,29902424.0,4867799811.0,29902424.0,14285714.0,,379918161.0,,23607177.0,-4090336796.0,-294509645.0,52605783.0,44215118.0,23607177.0,16591123702.0,,641395746.0,,-45869869.0,15158056.0,412711902,0.0,1330086785,,336795719.0,179099780.0,-111349431.0,150460902.0,12500786906.0,798273303,,15738118.0,,,,,,,,,
2003-03-31,4451968000.0,1016600558.0,2801527839.0,374614368.0,5876303.0,17628911.0,,7357132364.0,1333920964.0,,439253710.0,11752607.0,420155722,13953283385.0,12936682827.0,1038636698.0,79330102.0,8691053327.0,421624798,421624798,0.099815,0.0,-452475393.0,117526076.0,17628911.0,,998971647.0,359923608.0,3424416042.0,3493462612.0,,589099456.0,802115469.0,-19097987.0,420155722.0,,117526076.0,17628911.0,5262230057.0,17628911.0,29381519.0,,715439988.0,4289152000.0,23505215.0,-4089907448.0,-819744381.0,48479506.0,2938151.0,16159835.0,16947260173.0,,831496988.0,-32319671.0,-392243279.0,33788747.0,618480976,1.0,1627736154,,508300279.0,227706772.0,-82268253.0,265902747.0,12857352725.0,993095344,,-13221684.0,0.094809,,,,,,,,
2003-06-30,4393568000.0,852357153.0,3285154667.0,384537327.0,-3174695.0,128326354.0,,6636498717.0,1311630420.0,,436309604.0,242198494.0,518708632,13710657841.0,12858300689.0,878022424.0,81048224.0,7948129137.0,520059435,520059435,0.122906,1350805.0,-440405871.0,98608672.0,17560448.0,,833445900.0,-28976694.0,3295961097.0,2904228016.0,,534918276.0,622720519.0,-22776929.0,536269080.0,,108064298.0,17560448.0,5762528705.0,17560448.0,17628911.0,,424152371.0,4294560000.0,202620559.0,-4090233689.0,-421644245.0,40524112.0,-11042972.0,9455626.0,16867486154.0,,663842739.0,-32518908.0,-222372417.0,44557869.0,341753344,0.0,1412940700,,486289342.0,-139904530.0,-97388643.0,-118870728.0,12777252465.0,726290671,,1064450.0,0.11882,,,,,,,,
2003-09-30,4376000000.0,792814695.0,3427876823.0,401031989.0,2700878.0,54024851.0,,6665316045.0,1320907618.0,,459211237.0,232272562.0,202593193,13878984333.0,13086169638.0,872501351.0,79686656.0,7986223663.0,203943814,203943814,0.047146,1.0,-623866440.0,8103728.0,29713668.0,,763101026.0,-4096563.0,3440032415.0,2766072393.0,,498379254.0,648298217.0,-21604284.0,483522420.0,,108049703.0,29713668.0,5892760670.0,29713668.0,17560448.0,,390329552.0,4312192000.0,186385737.0,-4089681253.0,-621118127.0,35116153.0,6754200.0,9454349.0,17096164235.0,,853390689.0,-58067958.0,-217367016.0,4041282.0,388978931,1.0,1370880605,,486223663.0,133699649.0,90515891.0,158022690.0,13006482982.0,790113453,,12157234.0,0.046523,,,,,,,,
2003-12-31,,855339431.0,3644209713.0,404932895.0,4902807.0,87368130.0,,6720340075.0,1360298854.0,,488213320.0,119212379.0,247363427,14198119284.0,13342779853.0,838368194.0,73425222.0,8080638928.0,248464210,248464210,,1.0,-648652270.0,86181399.0,104341105.0,,750998325.0,13224363.0,3587530594.0,2644596161.0,,721070138.0,712353472.0,-22827640.0,518181175.0,,103052943.0,104341105.0,6117480356.0,104341105.0,29713668.0,,400638152.0,,184207136.0,-5469534974.0,-663578524.0,32898581.0,-8954674.0,16746103.0,18738889605.0,,782790903.0,-21367584.0,-59425249.0,6495266.0,320187019,1.0,1559438332,,463738246.0,117284661.0,41479019.0,127644412.0,13269354631.0,725119914,,73425222.0,,,,,,,,,
2004-03-31,4338432000.0,1011280168.0,3881164743.0,389559286.0,-48530955.0,83945435.0,,7738719832.0,1933368311.0,,916841553.0,-331846800.0,257082896,16037513116.0,15026232949.0,1046694648.0,78698846.0,9672088143.0,259706191,259706191,0.060119,0.0,-1121458552.0,-183630640.0,26232949.0,,985047219.0,337093389.0,3760493179.0,3061385100.0,,591552991.0,877492130.0,-22298006.0,512854145.0,,103620147.0,26232949.0,6365424974.0,26232949.0,103620147.0,,347586569.0,4290720000.0,178384050.0,-5469569780.0,-1016526758.0,43284365.0,-7869885.0,1311647.0,20417103883.0,,684679958.0,,358079748.0,11804827.0,533840503,255771249.0,1638247639,,621720881.0,-18363064.0,-116736621.0,48530955.0,14947534103.0,923399789,,-77387198.0,0.060119,,,,,,,,
2004-06-30,2147368000.0,1055370247.0,4089392929.0,425650854.0,35188726.0,78719146.0,,8442961975.0,1499666444.0,,972648433.0,82347133.0,261507672,16532354903.0,15476984656.0,1214142762.0,74716477.0,9942628419.0,262841895,262841895,0.121843,0.0,-1204091815.0,-202801868.0,16010674.0,,1039359573.0,-365112069.0,3861240827.0,3609072715.0,,651100734.0,639092728.0,-29736684.0,553702468.0,,106737825.0,16010674.0,6589726484.0,16010674.0,26232949.0,,460306871.0,2147368000.0,,-5468979320.0,-840711401.0,45363576.0,2532994.0,,20871247499.0,,923058534.0,,270339198.0,8208515.0,660440294,329553035.0,1865243496,,531020680.0,83739982.0,-44704340.0,148098732.0,15402268179.0,1086091148,,-10671508.0,0.121843,,,,,,,,
2004-09-30,2166184000.0,1098651884.0,4371928940.0,452271276.0,-11856208.0,151190626.0,,8494393348.0,1732392592.0,,1116290790.0,282257636.0,306161018,17100919743.0,16002267859.0,1360715635.0,71815547.0,10226785939.0,307420940,307420940,0.145648,-1259922.0,-984264424.0,-196547814.0,12599219.0,,1087312587.0,-124431868.0,4064508001.0,3313594557.0,,714375709.0,652639536.0,-28600311.0,666498677.0,,100793751.0,12599219.0,6874133804.0,12599219.0,16010674.0,,514048129.0,2147704000.0,534206879.0,-5469320902.0,-860413347.0,45357188.0,7856735.0,1259922.0,21399773214.0,,1142670983.0,-3405067.0,-160987927.0,1405330.0,694216958,1.0,2075091344,,545546176.0,153849490.0,111044086.0,144891017.0,15930452312.0,1147788837,,-3915592.0,0.14188,,,,,,,,
2004-12-31,,1238300936.0,4922006240.0,501177091.0,-39596379.0,60649501.0,,9196064315.0,1889848812.0,,1207103432.0,-925486550.0,573779221,18410127190.0,17171826254.0,1266253544.0,107991361.0,11085913127.0,574799071,574799071,,34797216.0,-1353012183.0,189775318.0,27597792.0,,1175905928.0,64857555.0,4450443964.0,3538516919.0,,703468480.0,1057115431.0,-20156936.0,577482641.0,,0.0,27597792.0,7324214063.0,27597792.0,12599219.0,,839429079.0,,194384449.0,-7362610991.0,-1864781899.0,56033113.0,4679581.0,-5999520.0,24426445884.0,,939295349.0,-839343.0,430097179.0,2579408.0,688770903,259179266.0,1969722024,,379169666.0,254735675.0,35998027.0,248913941.0,17063834893.0,1189947994,,16380346.0,,,,,,,,,
2005-03-31,2145320000.0,1662636034.0,4467956469.0,474002418.0,-8464328.0,218863362.0,,9889963724.0,2950423216.0,,1634824667.0,-590084643.0,-424425635,19718258767.0,18055622733.0,1278113664.0,82224910.0,12840386941.0,-424425635,-424425635,-0.197608,0.0,-1029020556.0,-1090689238.0,41112455.0,,1621523579.0,338573156.0,4424425635.0,3830713422.0,,714631197.0,1413542926.0,-26602177.0,735187424.0,,0.0,41112455.0,6877871826.0,41112455.0,27811366.0,,-548972189.0,2145320000.0,193470375.0,-7362756953.0,-1367593712.0,43530834.0,14510279.0,-6045949.0,25336154776.0,,777509069.0,,263603386.0,2418380.0,542926240,914147521.0,1992744861,,429262394.0,-240628779.0,-222490931.0,-166868198.0,17973397823.0,1016928658,,13301088.0,-0.197608,,,,,,,,
2005-06-30,1073378000.0,1735608199.0,4654474040.0,483405217.0,-39406054.0,256536148.0,,9644040751.0,3074751442.0,,1595679391.0,281995775.0,218485332,19797471462.0,18061863263.0,1410335093.0,114152449.0,12718792193.0,218485332,218485332,0.20456,1227445.0,-1003629499.0,-241806800.0,30686142.0,,1703694612.0,-402400331.0,4399165337.0,3649196023.0,,753651651.0,1237265251.0,-29860325.0,780655456.0,,0.0,30686142.0,7078679268.0,30686142.0,41112455.0,,386645391.0,1073378000.0,193936418.0,-7363446667.0,-949823743.0,40505708.0,5128852.0,-3682337.0,25311157481.0,,1231819518.0,,-236599581.0,2491403.0,629679637,1177120412.0,2163986744,,466429361.0,65104046.0,135342287.0,127654351.0,17947710814.0,1113293237,,-10846197.0,0.20456,,,,,,,,
2005-09-30,1077606000.0,2175377468.0,4758420441.0,506006999.0,-16008827.0,236933798.0,,9481997677.0,4281068525.0,,1570267131.0,121096998.0,150987224,20944250871.0,18768873403.0,1997677120.0,109175377.0,13763066202.0,150987224,150987224,0.1399,1161440.0,-1073041002.0,-900116144.0,11614402.0,,2162601626.0,181132634.0,4677119628.0,3234610918.0,,919860627.0,1730545877.0,-32968392.0,803716609.0,,0.0,11614402.0,7181184669.0,11614402.0,30686142.0,,318234611.0,1073916000.0,193960511.0,-7363530778.0,-1258656877.0,38327526.0,-109070026.0,-10452962.0,26023228804.0,,1379753875.0,,-325493933.0,897418.0,1193960511,1878048781.0,2917537747,,478513357.0,14084547.0,8170711.0,105691057.0,18659698026.0,1699967510,,-18715054.0,0.1399,,,,,,,,
2005-12-31,,2051401326.0,5804163275.0,549610136.0,61553358.0,161396019.0,,9790673334.0,3824863356.0,,1433887661.0,-356094535.0,1103548356,21852540993.0,19801139667.0,2121357195.0,106989184.0,13615536690.0,1103548356,1103548356,,1162926.0,-1227370927.0,276245151.0,17443889.0,,1545528550.0,436247280.0,5035469241.0,3321316432.0,,910138378.0,1780439586.0,-31513402.0,762357642.0,,0.0,17443889.0,8237004303.0,17443889.0,11614402.0,,1727144082.0,,,-9384812187.0,-1764081500.0,28064739.0,108037710.0,-9303407.0,29078962670.0,,1407986965.0,-136083133.0,-175983648.0,3496207.0,1358999553,1471101291.0,3031495573,,573322479.0,514969666.0,-66387807.0,571082800.0,19694150483.0,1908609689,,5793830.0,,,,,,,,,
2006-03-31,1074454000.0,1851938347.0,5820878094.0,520784680.0,-1167679.0,173984120.0,,11210882765.0,3917561887.0,,1524988323.0,-1596216721.0,57216254,23438813638.0,21586875292.0,1555347968.0,121438580.0,15128444652.0,57216254,57216254,0.05495,0.0,-1702475479.0,-435544138.0,11676787.0,,1345165810.0,592013078.0,5344465203.0,4341429239.0,,816207380.0,1898645493.0,-31527324.0,755488090.0,,0.0,11676787.0,8310368986.0,11676787.0,17515180.0,,418028958.0,1074454000.0,,-9384633349.0,-2294488557.0,24521252.0,1167679.0,-10509108.0,30850070061.0,,698271836.0,,999532929.0,10509108.0,799859878,1397711350.0,2371555348,,621205044.0,268566091.0,-310602522.0,300093414.0,21465436712.0,1320644558,,-5838393.0,0.05495,,,,,,,,
2006-06-30,1074702000.0,1968767429.0,6797546012.0,556739023.0,132790657.0,387060792.0,,11610708310.0,3522587842.0,,1506971556.0,-313431913.0,1038482989,24435025098.0,22466257669.0,1870607920.0,114891244.0,15133296152.0,1038482989,1038482989,0.9621,0.0,-1953966239.0,14500836.0,14500837.0,,1506971556.0,-413541243.0,5099832683.0,5003904071.0,,846625767.0,1417735639.0,-40976859.0,1020635805.0,,0.0,14500837.0,9301728946.0,14500837.0,11676787.0,,928053542.0,1074702000.0,,-9385387619.0,-1542655894.0,27886224.0,4409566.0,-12269939.0,31736754044.0,,1229223981.0,,724951176.0,2876280.0,849972115,1312883436.0,2717233687,,791968767.0,-225063581.0,-47456597.0,-187395427.0,22351366425.0,1406711138,,2492046.0,0.9621,,,,,,,,
2006-09-30,1074584000.0,1624008047.0,7868559294.0,588956681.0,-927420452.0,93886219.0,,12150441489.0,2655638762.0,,1338996312.0,-351444470.0,1115457695,25199508215.0,23575500168.0,1923549793.0,128534705.0,14806080250.0,1115457695,1115457695,1.03811,0.0,-1749839717.0,304012518.0,12294624.0,,1429529451.0,-113645636.0,5311277523.0,5500167654.0,,935509109.0,1343467084.0,-40382818.0,572258858.0,,0.0,12294624.0,10393427965.0,12294624.0,14500837.0,,1723482732.0,1074584000.0,,-9385268805.0,-1637316262.0,24589248.0,3364299.0,-12294624.0,32832234268.0,,1285871792.0,-5633347.0,462841255.0,3380008.0,1351290935,539845759.0,2859058902,,772325919.0,473989387.0,-4073439.0,530904214.0,23446965463.0,1940315189,,-2242118.0,1.03811,,,,,,,,
2006-12-31,,2239049394.0,8140726934.0,724013558.0,84008100.0,233136142.0,,19400046598.0,3070829450.0,,1394454799.0,-828375675.0,313667204,33160531221.0,30921481827.0,1656778694.0,154939423.0,22470876048.0,313667204,313667204,,106011183.0,-6328341119.0,-3605810.0,23299161.0,,1946644921.0,36525152.0,6962954334.0,11042637465.0,,2037896671.0,1618126747.0,-39722505.0,998843402.0,,0.0,23299161.0,10689655172.0,23299161.0,12294624.0,,584170544.0,,,-11804520037.0,-1791382717.0,61556451.0,27172155.0,-12814539.0,42571062441.0,,963007042.0,-16666.0,5376747333.0,4203849.0,657935292,610438024.0,3694675365,,842264678.0,134884617.0,-317037992.0,229927331.0,30766542404.0,1381948850,,10248297.0,,,,,,,,,
2007-03-31,1077780000.0,2215175277.0,8374077491.0,709178967.0,530442804.0,532749077.0,,20032287823.0,3318726937.0,,1591328413.0,-522370850.0,268680812,34315036900.0,32099861624.0,1818496310.0,63422510.0,23351014760.0,268680812,268680812,0.25011,36900370.0,-1845018450.0,-10378229.0,13837638.0,,1911900369.0,144142067.0,7134455720.0,11306503690.0,,1299584871.0,1878459410.0,-40359779.0,1305350553.0,,0.0,13837638.0,10964022140.0,13837638.0,23062731.0,,501614391.0,1077780000.0,,-11803505535.0,-1992619927.0,83025830.0,-21909594.0,-44972325.0,43839944649.0,,1470249077.0,,365544280.0,12684502.0,513145757,792204797.0,3118081181,,648062731.0,100322878.0,-118773063.0,169511070.0,32036439114.0,1222324724,,-9225092.0,0.25011,,,,,,,,
2007-06-30,1078592000.0,1974495218.0,9168969182.0,720151532.0,-155309967.0,194473964.0,,19917109458.0,2834218916.0,,1748140276.0,191871381.0,840595112,34631243358.0,32656748140.0,1852284804.0,55260361.0,22751328374.0,840595112,840595112,0.78077,36131774.0,-1777723314.0,190223167.0,10626993.0,,1737513284.0,-331177136.0,7211477152.0,10957492030.0,,1299681190.0,1685441020.0,-45718861.0,943676940.0,,0.0,10626993.0,11879914984.0,10626993.0,13837638.0,,1068012752.0,1078592000.0,,-11804463337.0,-1447337565.0,76514346.0,45288978.0,61636557.0,44405951116.0,,1639208946.0,,136049769.0,3255987.0,908607864,601487779.0,3151965994,,547290117.0,115405071.0,130462755.0,197662062.0,32601487779.0,1629117960,,-2464600.0,0.78077,,,,,,,,
2007-09-30,1078988000.0,2048096989.0,9824108119.0,715159216.0,-55148737.0,131173606.0,,19838020471.0,2871906986.0,,1766868727.0,51258686.0,699592567,35281725132.0,33233628143.0,1828480572.0,42730796.0,22709927457.0,699592567,699592567,0.649975,36768359.0,-1452285564.0,84467852.0,20868528.0,,1786743516.0,-31587608.0,7385471529.0,10685680215.0,,1244161781.0,1585014409.0,-46088706.0,886415582.0,,0.0,20868528.0,12571797675.0,20868528.0,10626993.0,,1019576667.0,1078988000.0,,-11803637086.0,-1421415856.0,64593064.0,-17416947.0,85461592.0,44994534433.0,,1472674542.0,,-10686765.0,2940560.0,942064990,657855510.0,3072642353,,629037066.0,174811652.0,-94170066.0,280234523.0,33190897347.0,1657557388,,9702213.0,0.649975,,,,,,,,
2007-12-31,,2180951435.0,10575032277.0,718753904.0,830080454.0,3157985119.0,,19229317708.0,3563412454.0,,1561227531.0,-366304952.0,798405244,36113814679.0,33932863244.0,3468765904.0,30787566.0,22792730162.0,798405244,798405244,,18869798.0,-1464847535.0,549340130.0,20856093.0,,1661535406.0,32904135.0,6728572847.0,10939517330.0,,-268453939.0,1567186414.0,-45606018.0,3909434126.0,,0.0,20856093.0,13321084517.0,20856093.0,20868528.0,,107703038.0,,,-11803555467.0,-1603022322.0,51509831.0,2975888.0,71506604.0,45705631145.0,,1236717370.0,,228131349.0,1975044.0,-440668222,1616843778.0,3200311965,,379382262.0,-846394204.0,-264128028.0,-724390457.0,33902075678.0,278085682,,1184.0,,,,,,,,,
2008-03-31,1080436000.0,2668449748.0,11247814011.0,688200802.0,157391215.0,566814114.0,,19446558996.0,4240304495.0,,1385659912.0,-21602716.0,727291431,37755374961.0,35086925213.0,2445221685.0,36004526.0,23686863491.0,727291431,727291431,0.67326,1028701.0,-1746733875.0,-149161609.0,26746220.0,,2134554058.0,0.0,6830572986.0,11230326098.0,,1521448411.0,2077975517.0,-46291534.0,1304392552.0,,0.0,26746220.0,14068511470.0,26746220.0,20574015.0,,1011212838.0,1080436000.0,1706614546.0,-11804341117.0,-1755992182.0,49377636.0,4114803.0,94640469.0,46855261804.0,,1734389466.0,,18516614.0,9258307.0,1140829133,1028700.0,3966670096,,454685732.0,80238659.0,-165620821.0,234543771.0,35050920687.0,1829029935,,6172205.0,0.67326,,,,,,,,
2008-06-30,1067810674.0,3354365968.0,10846733157.0,669421832.0,269028488.0,503765520.0,,19726236515.0,6533686139.0,,1721962141.0,-117823296.0,-347038469,39866680236.0,36512314268.0,3125381640.0,30531243.0,26259922654.0,-347038469,-347038469,-0.325,0.0,-1886484118.0,-2372277631.0,22389579.0,,2339710971.0,234072868.0,6964176674.0,11040097700.0,,1986566253.0,2633828618.0,-53443862.0,1235497659.0,,0.0,22389579.0,13606757582.0,22389579.0,26746220.0,,-434561368.0,1067810674.0,,-11804396499.0,-2121475760.0,30531244.0,25398733.0,6106249.0,48286179524.0,,2003652464.0,,-122322842.0,4989607.0,1889883981,3411357623.0,5111947893,,488499898.0,-301081321.0,313188499.0,-149603094.0,36481783025.0,2559535925,,-5154497.0,-0.325,,,,,,,,
2008-09-30,1081638000.0,2174792421.0,13627847562.0,659622416.0,-1072576825.0,45773898.0,,20045773898.0,3277624015.0,,1281669150.0,-61766239.0,2834788163,39828614009.0,37653821588.0,2859271876.0,25548222.0,23323397914.0,2834788163,2834788163,2.625,0.0,-1924584860.0,1913987652.0,13838620.0,,1967213115.0,-190427988.0,7131147541.0,11632957207.0,,1723440494.0,2090696189.0,-54618447.0,749414520.0,,0.0,13838620.0,16505216095.0,13838620.0,22389579.0,,4062167341.0,1081638000.0,,-11804343198.0,-1738882921.0,24483713.0,-30578045.0,116031509.0,49432616564.0,,1677116682.0,,240063413.0,2784234.0,2109857356,779220779.0,4582712370,,407707047.0,1010708534.0,-131600039.0,1181605280.0,37628273366.0,2769479772,,-8469273.0,2.625,,,,,,,,
2008-12-31,,3392423507.0,15343613405.0,666096378.0,-1700855991.0,-105589599.0,,20855998057.0,3420349684.0,,1124332199.0,-465393471.0,1770611851,42650558524.0,39258135017.0,1338392139.0,292617776.0,24276347742.0,1770611851,1770611851,,1851627004.0,-1620439012.0,1911682852.0,26711996.0,,1514084507.0,191906358.0,7135745508.0,12595920350.0,,1172595468.0,1801845556.0,-53271218.0,582508619.0,,0.0,26711996.0,18374210782.0,26711996.0,13838620.0,,2632452819.0,,420106848.0,-17485429820.0,-1816869147.0,22102655.0,45989230.0,262263235.0,56450947061.0,,1351475676.0,,280207118.0,1180577.0,755883520,230694512.0,2510987607,,382467217.0,817710621.0,-204165793.0,841053309.0,38965517241.0,1421979898,,13522473.0,,,,,,,,,
2009-03-31,1082502000.0,3060000000.0,15592000000.0,,460000000.0,127000000.0,,21600000000.0,3028000000.0,,1382000000.0,244000000.0,305000000,43344000000.0,40284000000.0,1287000000.0,368000000.0,24628000000.0,305000000,305000000,0.28,1383000000.0,-1326000000.0,-19000000.0,10000000.0,525000000.0,1142000000.0,-79000000.0,7291000000.0,12927000000.0,,899000000.0,1909000000.0,-54000000.0,642000000.0,,0.0,10000000.0,18716000000.0,10000000.0,27000000.0,-108000000.0,370000000.0,1082502000.0,205000000.0,,-1247000000.0,57000000.0,-36000000.0,315000000.0,,,1491000000.0,,-182000000.0,16000000.0,645000000,184000000.0,2186000000,,347000000.0,-59000000.0,-3000000.0,65000000.0,39916000000.0,1073000000,4000000.0,-17000000.0,0.28,,,,,,,,
2009-06-30,1083996000.0,2273000000.0,15697000000.0,,785000000.0,795000000.0,,20788000000.0,2386000000.0,,1390000000.0,782000000.0,162000000,41762000000.0,39489000000.0,1668000000.0,59000000.0,23174000000.0,162000000,162000000,0.15,479000000.0,-782000000.0,-24000000.0,25000000.0,590000000.0,1179000000.0,-319000000.0,7411000000.0,11987000000.0,,1082000000.0,1727000000.0,-57000000.0,1213000000.0,,0.0,25000000.0,18588000000.0,25000000.0,10000000.0,-432000000.0,95000000.0,1083996000.0,0.0,,-470000000.0,124000000.0,32000000.0,75000000.0,,,1252000000.0,,-455000000.0,2000000.0,455000000,268000000.0,2750000000,,327000000.0,-203000000.0,-110000000.0,-67000000.0,39430000000.0,883000000,92000000.0,15000000.0,0.15,,,,,,,,
2009-09-30,1084274000.0,1836000000.0,16299000000.0,,484000000.0,284000000.0,,19556000000.0,2232000000.0,,1493000000.0,972000000.0,658000000,40853000000.0,39017000000.0,1529000000.0,21000000.0,21788000000.0,658000000,658000000,0.605,149000000.0,-675000000.0,-24000000.0,14000000.0,637000000.0,1006000000.0,-113000000.0,7506000000.0,10557000000.0,,1294000000.0,1599000000.0,-57000000.0,533000000.0,,0.0,14000000.0,19065000000.0,14000000.0,25000000.0,-798000000.0,854000000.0,1084274000.0,361000000.0,,-588000000.0,118000000.0,-44000000.0,-61000000.0,,,1560000000.0,,-896000000.0,3000000.0,996000000,0.0,2823000000,,272000000.0,88000000.0,58000000.0,173000000.0,38996000000.0,1645000000,172000000.0,-11000000.0,0.605,,,,,,,,
2009-12-31,,1891000000.0,16696000000.0,,324000000.0,322000000.0,,19193000000.0,2405000000.0,,1848000000.0,829000000.0,455000000,41024000000.0,39133000000.0,1864000000.0,18000000.0,21598000000.0,455000000,455000000,,0.0,-775000000.0,-23000000.0,13000000.0,584000000.0,1148000000.0,-98000000.0,7687000000.0,9658000000.0,,1455000000.0,1522000000.0,-57000000.0,1074000000.0,,0.0,13000000.0,19426000000.0,13000000.0,14000000.0,-717000000.0,656000000.0,,643000000.0,-19891000000.0,-680000000.0,111000000.0,36000000.0,-104000000.0,59006000000.0,,1509000000.0,,-735000000.0,3000000.0,790000000,0.0,3319000000,,240000000.0,75000000.0,-180000000.0,169000000.0,39115000000.0,1603000000,87000000.0,-1000000.0,,,,,,,,,
2010-03-31,1085590000.0,2007000000.0,17481000000.0,,-32000000.0,117000000.0,,18495000000.0,2541000000.0,,1878000000.0,328000000.0,866000000,41304000000.0,39297000000.0,1919000000.0,45000000.0,21036000000.0,866000000,866000000,0.8,22000000.0,-771000000.0,-65000000.0,21000000.0,640000000.0,1324000000.0,262000000.0,7678000000.0,8939000000.0,,1661000000.0,1914000000.0,-57000000.0,494000000.0,,0.0,21000000.0,20268000000.0,21000000.0,13000000.0,-528000000.0,1249000000.0,1085590000.0,353000000.0,,-1033000000.0,111000000.0,-37000000.0,-152000000.0,,,1361000000.0,,-582000000.0,40000000.0,1425000000,0.0,3580000000,,269000000.0,195000000.0,-79000000.0,383000000.0,39252000000.0,2131000000,-2000000.0,8000000.0,0.8,,,,,,,,
2010-06-30,1088751000.0,2100000000.0,18066000000.0,,26000000.0,171000000.0,,18851000000.0,2345000000.0,,1753000000.0,238000000.0,667000000,42255000000.0,40155000000.0,1919000000.0,48000000.0,21196000000.0,667000000,667000000,0.61,108000000.0,-1877000000.0,-26000000.0,19000000.0,610000000.0,1363000000.0,-319000000.0,7763000000.0,9335000000.0,,1695000000.0,1842000000.0,-81000000.0,821000000.0,,0.0,19000000.0,21059000000.0,19000000.0,21000000.0,85000000.0,963000000.0,1088751000.0,186000000.0,,-1561000000.0,109000000.0,38000000.0,-13000000.0,,,1799000000.0,,76000000.0,34000000.0,1098000000,0.0,3614000000,,295000000.0,71000000.0,174000000.0,262000000.0,40107000000.0,1908000000,-58000000.0,-2000000.0,0.61,,,,,,,,
