date,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentLiabilities,quarterlyTotalAssets,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyCurrentAccruedExpenses,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyOperatingExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyIncomeTaxPayable,quarterlyChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyChangesInAccountReceivables
2011-03-31,72204000000.0,147467000000.0,4475000000.0,111440000000.0,128343000000.0,3364000000.0,,8780000000.0,4417000000.0,343327000000.0,-703000000.0,214984000000.0,3316000000.0,0.0,183644000000.0,-347000000.0,21537000000.0,39529000000.0,8925000000.0,8780000000.0,,31788000000.0,2.84,33632000000.0,15573000000.0,-2582000000.0,393000000.0,-1558000000.0,90723000000.0,7301000000.0,16608000000.0,-1647000000.0,78103000000.0,532000000.0,13444000000.0,16423000000.0,,157805000000.0,3148000000.0,-236000000.0,0.0,,16608000000.0,16608000000.0,54000000.0,10839000000.0,395000000.0,4725000000.0,2.84,3081650000.0,82270000000.0,1578000000.0,-4511000000.0,3087000000.0,,,219000000.0,8621000000.0,-4146000000.0,,14236000000.0,112260000000.0,7498000000.0,144835000000.0,0.0,20135000000.0,-687000000.0,3164000000.0,,,,,,,,,
2011-06-30,74627000000.0,154346000000.0,5060000000.0,108881000000.0,128913000000.0,3749000000.0,,8662000000.0,0.0,350824000000.0,-669000000.0,221911000000.0,2866000000.0,0.0,183508000000.0,-9000000.0,22496000000.0,42953000000.0,8759000000.0,8662000000.0,,36812000000.0,2.78,33955000000.0,16626000000.0,360000000.0,395000000.0,-1766000000.0,102066000000.0,7242000000.0,19465000000.0,-4294000000.0,75493000000.0,535000000.0,16608000000.0,14894000000.0,-669000000.0,165487000000.0,1183000000.0,-1299000000.0,0.0,,19465000000.0,19465000000.0,172000000.0,11022000000.0,360000000.0,4668000000.0,2.78,3108250000.0,79344000000.0,553000000.0,-1730000000.0,3113600000.0,259000000.0,,249000000.0,10040000000.0,-4980000000.0,,15254000000.0,124562000000.0,6135000000.0,148057000000.0,0.0,18120000000.0,212000000.0,2857000000.0,0.0,,,,,,,,
2011-09-30,73751000000.0,157987000000.0,4384000000.0,107528000000.0,128035000000.0,3516000000.0,,6976000000.0,5415000000.0,347482000000.0,-199000000.0,219447000000.0,3803000000.0,0.0,181279000000.0,-3000000.0,14754000000.0,42236000000.0,7033000000.0,6976000000.0,,31092000000.0,2.24,30250000000.0,15814000000.0,-504000000.0,374000000.0,-1865000000.0,108658000000.0,4430000000.0,19256000000.0,-5585000000.0,78529000000.0,535000000.0,19465000000.0,12538000000.0,-199000000.0,164601000000.0,1669000000.0,-2529000000.0,0.0,,19256000000.0,19256000000.0,206000000.0,8268000000.0,331000000.0,4500000000.0,2.24,3119050000.0,80357000000.0,-204000000.0,807000000.0,3123550000.0,10000000.0,,253000000.0,11645000000.0,-7261000000.0,,10324000000.0,123412000000.0,5505000000.0,147027000000.0,0.0,16672000000.0,-291000000.0,-209000000.0,-817000000.0,,,,,,,,
2011-12-31,71595000000.0,162987000000.0,-3449000000.0,102659000000.0,119777000000.0,3706000000.0,,6500000000.0,15631000000.0,345257000000.0,-315000000.0,225480000000.0,3243000000.0,9256000000.0,174254000000.0,11000000.0,13474000000.0,43482000000.0,6468000000.0,6500000000.0,,30463000000.0,2.08,28976000000.0,14649000000.0,-1320000000.0,387000000.0,-1688000000.0,102101000000.0,4935000000.0,11292000000.0,-8917000000.0,,536000000.0,19256000000.0,11805000000.0,-315000000.0,169517000000.0,990000000.0,-585000000.0,0.0,-143476000000.0,11292000000.0,11292000000.0,36000000.0,6712000000.0,287000000.0,4521000000.0,2.08,3115650000.0,81846000000.0,,-847000000.0,3120500000.0,,,404000000.0,6465000000.0,-9914000000.0,295557000000.0,8539000000.0,115575000000.0,5337000000.0,152081000000.0,3108000000.0,15335000000.0,-275000000.0,-7964000000.0,-1631000000.0,,,,,,,,
2012-03-31,71619000000.0,169061000000.0,6983000000.0,108489000000.0,127985000000.0,3689000000.0,,8719000000.0,20552000000.0,359300000000.0,-1298000000.0,231315000000.0,3402000000.0,0.0,180108000000.0,10000000.0,16400000000.0,44988000000.0,8834000000.0,8719000000.0,,29116000000.0,2.8,34163000000.0,15887000000.0,-914000000.0,408000000.0,-1671000000.0,103520000000.0,4346000000.0,15024000000.0,-5317000000.0,78798000000.0,539000000.0,11292000000.0,15356000000.0,-1298000000.0,177647000000.0,2437000000.0,-2967000000.0,0.0,,15024000000.0,15024000000.0,,5657000000.0,552000000.0,4545000000.0,2.8,3114700000.0,85360000000.0,,1741000000.0,3119550000.0,205000000.0,,295000000.0,13439000000.0,-6456000000.0,,12054000000.0,119920000000.0,6522000000.0,155239000000.0,2951000000.0,19310000000.0,91000000.0,3732000000.0,0.0,,,,,,,,
2012-06-30,70090000000.0,170116000000.0,6272000000.0,97666000000.0,116777000000.0,3459000000.0,,4063000000.0,4250000000.0,345832000000.0,-554000000.0,229055000000.0,3503000000.0,0.0,167756000000.0,-2000000.0,12145000000.0,43954000000.0,4068000000.0,4063000000.0,,28383000000.0,1.3,28295000000.0,15626000000.0,-1304000000.0,403000000.0,-2112000000.0,104923000000.0,4610000000.0,17282000000.0,-5857000000.0,71200000000.0,538000000.0,15024000000.0,9942000000.0,-724000000.0,176637000000.0,1675000000.0,-1533000000.0,0.0,,17282000000.0,17282000000.0,,4597000000.0,411000000.0,4425000000.0,1.3,3132950000.0,75361000000.0,,3766000000.0,3136600000.0,,,289000000.0,13305000000.0,-7033000000.0,,7535000000.0,117068000000.0,5874000000.0,155526000000.0,0.0,13856000000.0,619000000.0,2258000000.0,-993000000.0,,,,,,,,
2012-09-30,70938000000.0,175005000000.0,1070000000.0,104229000000.0,122169000000.0,3709000000.0,,7139000000.0,4322000000.0,360350000000.0,-733000000.0,238181000000.0,3875000000.0,0.0,175167000000.0,-10000000.0,14465000000.0,44525000000.0,7239000000.0,7139000000.0,,28078000000.0,2.28,32358000000.0,16107000000.0,-944000000.0,399000000.0,-1973000000.0,97653000000.0,4733000000.0,18839000000.0,-8339000000.0,70972000000.0,540000000.0,17282000000.0,12628000000.0,-789000000.0,183785000000.0,786000000.0,-182000000.0,0.0,,18839000000.0,18839000000.0,,8280000000.0,415000000.0,4478000000.0,2.28,3133150000.0,77550000000.0,,-2284000000.0,3136950000.0,,,311000000.0,9483000000.0,-8413000000.0,,9732000000.0,112118000000.0,5389000000.0,162401000000.0,0.0,16918000000.0,157000000.0,1557000000.0,-242000000.0,,,,,,,,
2012-12-31,73419000000.0,180218000000.0,-761000000.0,96979000000.0,114734000000.0,3759000000.0,2955000000.0,6671000000.0,4145000000.0,360325000000.0,-500000000.0,245591000000.0,3835000000.0,18936000000.0,170398000000.0,25000000.0,13523000000.0,43217000000.0,6699000000.0,6671000000.0,,29921000000.0,2.12,30781000000.0,15590000000.0,2948000000.0,11878000000.0,-1634000000.0,104524000000.0,5345000000.0,18550000000.0,-8940000000.0,65403000000.0,542000000.0,18839000000.0,12363000000.0,-217000000.0,188494000000.0,1513000000.0,-278000000.0,0.0,-153460000000.0,18550000000.0,18550000000.0,,7833000000.0,379000000.0,1515000000.0,2.12,3141400000.0,72839000000.0,,629000000.0,3144600000.0,,,419000000.0,9913000000.0,-10674000000.0,325753000000.0,8178000000.0,118047000000.0,5664000000.0,172293000000.0,0.0,16577000000.0,877000000.0,-289000000.0,-496000000.0,,,,,,,,
2013-03-31,76134000000.0,185079000000.0,3697000000.0,99621000000.0,115743000000.0,3587000000.0,,8176000000.0,4170000000.0,356994000000.0,-218000000.0,241251000000.0,4225000000.0,12554000000.0,175755000000.0,-7000000.0,19749000000.0,39356000000.0,8226000000.0,8176000000.0,,27329000000.0,2.58,31531000000.0,11490000000.0,-401000000.0,376000000.0,-1918000000.0,93061000000.0,8353000000.0,17614000000.0,-7642000000.0,66598000000.0,543000000.0,18550000000.0,13298000000.0,-372000000.0,179806000000.0,382000000.0,-2185000000.0,0.0,,17614000000.0,17614000000.0,20000000.0,8461000000.0,401000000.0,4456000000.0,2.6,3154450000.0,73301000000.0,,34000000.0,3156850000.0,,,294000000.0,11559000000.0,-7862000000.0,,11396000000.0,112810000000.0,5072000000.0,180244000000.0,0.0,17924000000.0,6507000000.0,-936000000.0,-545000000.0,,,,,,,,
2013-06-30,76018000000.0,182810000000.0,3457000000.0,91269000000.0,103876000000.0,3661000000.0,,1737000000.0,18142000000.0,345508000000.0,-228000000.0,241632000000.0,7502000000.0,12764000000.0,167287000000.0,8000000.0,9266000000.0,38524000000.0,1741000000.0,1737000000.0,,28017000000.0,0.54,29024000000.0,11950000000.0,-246000000.0,383000000.0,-2043000000.0,103403000000.0,5194000000.0,12540000000.0,-9172000000.0,62312000000.0,540000000.0,17614000000.0,5372000000.0,-291000000.0,176867000000.0,319000000.0,-3556000000.0,0.0,,12540000000.0,12540000000.0,63000000.0,4954000000.0,379000000.0,4384000000.0,0.56,3156850000.0,70922000000.0,,3240000000.0,3158450000.0,,,305000000.0,12444000000.0,-8987000000.0,,4072000000.0,112669000000.0,3631000000.0,180863000000.0,0.0,13253000000.0,1085000000.0,-5074000000.0,-2366000000.0,,,,,,,,
2013-09-30,80425000000.0,184788000000.0,1621000000.0,93782000000.0,106659000000.0,3566000000.0,,4677000000.0,17936000000.0,354613000000.0,-140000000.0,247954000000.0,4153000000.0,12838000000.0,174207000000.0,-181000000.0,17255000000.0,38713000000.0,4737000000.0,4677000000.0,,31972000000.0,1.491271,29820000000.0,11678000000.0,-230000000.0,383000000.0,-1637000000.0,99258000000.0,9416000000.0,14278000000.0,-8881000000.0,62561000000.0,540000000.0,12540000000.0,8962000000.0,-352000000.0,179147000000.0,-63000000.0,-672000000.0,0.0,,14278000000.0,14278000000.0,,5106000000.0,392000000.0,4348000000.0,1.5,3134850000.0,71988000000.0,,551000000.0,3136250000.0,,,291000000.0,10409000000.0,-8788000000.0,,7839000000.0,116513000000.0,4225000000.0,186541000000.0,0.0,13507000000.0,1142000000.0,1738000000.0,-1525000000.0,,,,,,,,
2013-12-31,83106000000.0,183474000000.0,-8480000000.0,93258000000.0,103343000000.0,3861000000.0,,1781000000.0,23763000000.0,357512000000.0,-523000000.0,254169000000.0,5629000000.0,9191000000.0,176364000000.0,-60000000.0,10249000000.0,39328000000.0,1822000000.0,1781000000.0,,36218000000.0,0.56,30009000000.0,11943000000.0,0.0,382000000.0,-1610000000.0,98994000000.0,6055000000.0,9696000000.0,-14451000000.0,63638000000.0,542000000.0,14278000000.0,5960000000.0,-523000000.0,180047000000.0,432000000.0,-464000000.0,0.0,,9696000000.0,9696000000.0,109000000.0,8344000000.0,470000000.0,4394000000.0,0.56,3136450000.0,70112000000.0,,-2620000000.0,3137550000.0,,,428000000.0,6028000000.0,-14508000000.0,,4194000000.0,109243000000.0,4138000000.0,191897000000.0,3247000000.0,12059000000.0,1774000000.0,-4582000000.0,-930000000.0,,,,,,,,
2014-03-31,91082000000.0,186259000000.0,6587000000.0,92381000000.0,104423000000.0,3434000000.0,,4509000000.0,4281000000.0,366593000000.0,,262170000000.0,7424000000.0,10036000000.0,183463000000.0,123000000.0,18644000000.0,40670000000.0,4542000000.0,4509000000.0,,41236000000.0,1.44,28829000000.0,11882000000.0,-351000000.0,387000000.0,-1499000000.0,91014000000.0,12068000000.0,11924000000.0,-7714000000.0,63670000000.0,543000000.0,9696000000.0,8545000000.0,-889000000.0,182028000000.0,306000000.0,-4230000000.0,0.0,,11924000000.0,11924000000.0,152000000.0,4493000000.0,452000000.0,7482000000.0,1.44,3143900000.0,70738000000.0,,875000000.0,3144450000.0,123000000.0,,283000000.0,13984000000.0,-7397000000.0,,6576000000.0,109658000000.0,4003000000.0,194608000000.0,0.0,16421000000.0,907000000.0,2228000000.0,-1241000000.0,,,,,,,,
2014-06-30,89699000000.0,188858000000.0,769000000.0,94904000000.0,112005000000.0,3755000000.0,,5307000000.0,11967000000.0,370716000000.0,,258711000000.0,7355000000.0,3439000000.0,184603000000.0,77000000.0,18087000000.0,39102000000.0,5345000000.0,5307000000.0,,38901000000.0,1.68,31361000000.0,11950000000.0,-2336000000.0,389000000.0,-1964000000.0,93135000000.0,10175000000.0,15419000000.0,-936000000.0,65225000000.0,544000000.0,11924000000.0,9123000000.0,-493000000.0,185015000000.0,3539000000.0,-1648000000.0,0.0,,15419000000.0,15419000000.0,3671000000.0,5221000000.0,505000000.0,7423000000.0,1.68,3161500000.0,72495000000.0,,-2335000000.0,3161700000.0,90000000.0,,274000000.0,8641000000.0,-7872000000.0,,7912000000.0,111222000000.0,3778000000.0,193069000000.0,0.0,16983000000.0,867000000.0,3495000000.0,-346000000.0,,,,,,,,
2014-09-30,89990000000.0,189394000000.0,4944000000.0,88429000000.0,105401000000.0,3350000000.0,,4463000000.0,3735000000.0,359411000000.0,-151000000.0,254010000000.0,4729000000.0,8255000000.0,178419000000.0,48000000.0,15789000000.0,37908000000.0,4425000000.0,4463000000.0,,37065000000.0,1.4,27318000000.0,12970000000.0,-462000000.0,364000000.0,-2994000000.0,92062000000.0,9228000000.0,19027000000.0,-4327000000.0,59056000000.0,543000000.0,15419000000.0,8118000000.0,-151000000.0,180002000000.0,-278000000.0,-799000000.0,0.0,,19027000000.0,19027000000.0,157000000.0,5917000000.0,417000000.0,7135000000.0,1.4,3166900000.0,65741000000.0,,1741000000.0,3167050000.0,,,302000000.0,12811000000.0,-7867000000.0,,6561000000.0,107851000000.0,3693000000.0,190842000000.0,0.0,13265000000.0,949000000.0,3608000000.0,-770000000.0,,,,,,,,
2014-12-31,94118000000.0,187159000000.0,777000000.0,86212000000.0,100058000000.0,3426000000.0,,595000000.0,3582000000.0,353294000000.0,107000000.0,253236000000.0,4991000000.0,9986000000.0,180330000000.0,1002000000.0,6278000000.0,35673000000.0,418000000.0,595000000.0,,38332000000.0,0.24,19981000000.0,12052000000.0,-974000000.0,377000000.0,-2987000000.0,86096000000.0,5112000000.0,21607000000.0,-6680000000.0,58470000000.0,540000000.0,19027000000.0,2528000000.0,107000000.0,172144000000.0,-536000000.0,-571000000.0,0.0,,21607000000.0,21607000000.0,279000000.0,7208000000.0,430000000.0,7076000000.0,0.24,3150500000.0,64864000000.0,,4419000000.0,3150610000.0,,,363000000.0,9608000000.0,-8831000000.0,,1166000000.0,92374000000.0,2110000000.0,192472000000.0,0.0,7949000000.0,1375000000.0,2580000000.0,-1000000000.0,,,,,,,,
2015-03-31,93508000000.0,188482000000.0,891000000.0,79502000000.0,91531000000.0,2894000000.0,,4430000000.0,29923000000.0,341832000000.0,-409000000.0,250301000000.0,4604000000.0,8240000000.0,173010000000.0,-5000000.0,11626000000.0,35595000000.0,4537000000.0,4430000000.0,,35703000000.0,1.38,19968000000.0,10240000000.0,-1735000000.0,361000000.0,-2932000000.0,54080000000.0,8551000000.0,19867000000.0,-4440000000.0,51696000000.0,539000000.0,21607000000.0,5839000000.0,-409000000.0,167960000000.0,-79000000.0,-885000000.0,0.0,,19867000000.0,19867000000.0,,8137000000.0,376000000.0,6852000000.0,1.4,3146100000.0,55761000000.0,,-372000000.0,3188500000.0,,,253000000.0,7106000000.0,-6215000000.0,,3075000000.0,65706000000.0,1302000000.0,189263000000.0,3538000000.0,10819000000.0,397000000.0,-1740000000.0,-449000000.0,,,,,,,,
2015-06-30,99825000000.0,190087000000.0,-155000000.0,78495000000.0,100395000000.0,3076000000.0,,3986000000.0,25055000000.0,356328000000.0,-208000000.0,255933000000.0,4673000000.0,3892000000.0,178320000000.0,424000000.0,13455000000.0,36138000000.0,4114000000.0,3986000000.0,,45575000000.0,1.24,22485000000.0,11676000000.0,-412000000.0,367000000.0,-2294000000.0,58947000000.0,8965000000.0,26981000000.0,-6063000000.0,50929000000.0,541000000.0,19867000000.0,5572000000.0,-208000000.0,176787000000.0,-80000000.0,-2188000000.0,0.0,,26981000000.0,26981000000.0,165000000.0,7366000000.0,466000000.0,6779000000.0,1.26,3152300000.0,56424000000.0,,-1588000000.0,3191950000.0,,,252000000.0,6050000000.0,-6205000000.0,,4490000000.0,72402000000.0,1458000000.0,192633000000.0,3976000000.0,10711000000.0,2403000000.0,7114000000.0,-5000000.0,,,,,,,,
2015-09-30,104550000000.0,180326000000.0,4819000000.0,76669000000.0,100252000000.0,2896000000.0,,-7416000000.0,4510000000.0,343701000000.0,-274000000.0,243449000000.0,12156000000.0,10697000000.0,181219000000.0,1000000.0,9675000000.0,34513000000.0,-7393000000.0,-7416000000.0,,50438000000.0,-2.34,19276000000.0,9935000000.0,-285000000.0,359000000.0,-2362000000.0,59031000000.0,18749000000.0,31846000000.0,-5718000000.0,49130000000.0,543000000.0,26981000000.0,-9123000000.0,-274000000.0,161348000000.0,-108000000.0,-2781000000.0,0.0,,31846000000.0,31846000000.0,81000000.0,5149000000.0,527000000.0,6300000000.0,-2.34,3163850000.0,55230000000.0,,5883000000.0,3198450000.0,,,291000000.0,11231000000.0,-6412000000.0,,-9074000000.0,68706000000.0,-1730000000.0,181681000000.0,0.0,3560000000.0,2728000000.0,4865000000.0,0.0,,,,,,,,
2015-12-31,105088000000.0,180100000000.0,-1876000000.0,70948000000.0,93358000000.0,3090000000.0,,939000000.0,4528000000.0,340157000000.0,,246799000000.0,5281000000.0,8717000000.0,176036000000.0,177000000.0,2184000000.0,33566000000.0,942000000.0,939000000.0,,52849000000.0,0.3,15822000000.0,8976000000.0,-1237000000.0,350000000.0,-1782000000.0,55962000000.0,3936000000.0,31752000000.0,-6186000000.0,45784000000.0,546000000.0,31846000000.0,-241000000.0,-5000000.0,162876000000.0,-397000000.0,-1818000000.0,0.0,,31752000000.0,31752000000.0,,5530000000.0,519000000.0,6283000000.0,0.3,3178000000.0,52770000000.0,,-229000000.0,3208050000.0,7000000.0,,297000000.0,5423000000.0,-7299000000.0,,-1752000000.0,58146000000.0,-1183000000.0,182838000000.0,0.0,5559000000.0,402000000.0,-94000000.0,0.0,,,,,,,,
2016-03-31,139825000000.0,178599000000.0,-4663000000.0,78465000000.0,81250000000.0,3106000000.0,,484000000.0,36627000000.0,416304000000.0,,335054000000.0,6147000000.0,14155000000.0,218290000000.0,418000000.0,8503000000.0,39128000000.0,455000000.0,484000000.0,,73005000000.0,0.14,17396000000.0,16677000000.0,-389000000.0,401000000.0,-2258000000.0,40051000000.0,9953000000.0,11019000000.0,-16916000000.0,52835000000.0,671000000.0,31752000000.0,-642000000.0,-11753000000.0,196521000000.0,-37000000.0,-1969000000.0,0.0,,11019000000.0,11019000000.0,,7868000000.0,370000000.0,21327000000.0,0.14,3586700000.0,56032000000.0,,-3909000000.0,3615200000.0,,,243000000.0,661000000.0,-5324000000.0,,-1450000000.0,48554000000.0,-1097000000.0,245133000000.0,3777000000.0,5875000000.0,-20000000.0,-20733000000.0,0.0,,,,,,,,
2016-06-30,147470000000.0,177464000000.0,-3504000000.0,77465000000.0,85395000000.0,3227000000.0,,1175000000.0,36218000000.0,417441000000.0,,332046000000.0,6097000000.0,11030000000.0,224935000000.0,403000000.0,9977000000.0,39559000000.0,1280000000.0,1175000000.0,,79466000000.0,0.3,20626000000.0,15904000000.0,-910000000.0,392000000.0,-2436000000.0,48438000000.0,10102000000.0,15222000000.0,-5450000000.0,49547000000.0,675000000.0,11019000000.0,961000000.0,-216000000.0,190670000000.0,-70000000.0,-972000000.0,0.0,,15222000000.0,15222000000.0,,10863000000.0,770000000.0,21093000000.0,0.3,4000000000.0,52669000000.0,,-2474000000.0,4026650000.0,6000000.0,,243000000.0,2292000000.0,-5796000000.0,,-125000000.0,58415000000.0,-319000000.0,242907000000.0,5250000000.0,7828000000.0,325000000.0,4203000000.0,0.0,,,,,,,,
2016-09-30,155982000000.0,176170000000.0,3210000000.0,74937000000.0,87098000000.0,2856000000.0,,1375000000.0,4602000000.0,419648000000.0,-255000000.0,332550000000.0,6191000000.0,10729000000.0,230919000000.0,13000000.0,11567000000.0,39397000000.0,1434000000.0,1375000000.0,,86637000000.0,0.34,20562000000.0,15090000000.0,-255000000.0,373000000.0,-2660000000.0,50288000000.0,9843000000.0,19984000000.0,-5168000000.0,46552000000.0,679000000.0,15222000000.0,1859000000.0,-255000000.0,186886000000.0,-15000000.0,-3568000000.0,0.0,,19984000000.0,19984000000.0,115000000.0,11192000000.0,948000000.0,23871000000.0,0.34,4027150000.0,49882000000.0,,742000000.0,4053850000.0,13000000.0,,248000000.0,8492000000.0,-5282000000.0,,1724000000.0,61855000000.0,425000000.0,241059000000.0,0.0,8998000000.0,394000000.0,4762000000.0,0.0,,,,,,,,
2016-12-31,148939000000.0,175566000000.0,3456000000.0,73825000000.0,86569000000.0,2912000000.0,12987000000.0,1541000000.0,6925000000.0,411275000000.0,,324706000000.0,6558000000.0,9553000000.0,222764000000.0,291000000.0,5978000000.0,39207000000.0,1608000000.0,1541000000.0,,82992000000.0,0.38,21775000000.0,15274000000.0,-1343000000.0,455000000.0,-2323000000.0,58789000000.0,3760000000.0,19130000000.0,-3429000000.0,45664000000.0,683000000.0,19984000000.0,3428000000.0,-527000000.0,186646000000.0,-81000000.0,-3327000000.0,0.0,-189159000000.0,19130000000.0,19130000000.0,,9484000000.0,1115000000.0,23967000000.0,0.38,4050900000.0,53417000000.0,,430000000.0,4085050000.0,,,280000000.0,9170000000.0,-5714000000.0,425257000000.0,2218000000.0,64767000000.0,1820000000.0,236098000000.0,0.0,11101000000.0,827000000.0,-854000000.0,-175000000.0,,,,,,,,
2017-03-31,147415000000.0,176448000000.0,5202000000.0,70783000000.0,85385000000.0,2412000000.0,,3538000000.0,36571000000.0,410951000000.0,,325566000000.0,7838000000.0,9684000000.0,218198000000.0,-58000000.0,13872000000.0,40360000000.0,3644000000.0,3538000000.0,,83009000000.0,0.86,21589000000.0,14773000000.0,-317000000.0,443000000.0,-2654000000.0,57924000000.0,10905000000.0,19595000000.0,-4324000000.0,44201000000.0,687000000.0,19130000000.0,3370000000.0,-194000000.0,190817000000.0,-70000000.0,-1612000000.0,0.0,,19595000000.0,19595000000.0,,8620000000.0,1112000000.0,23705000000.0,0.86,4077400000.0,49553000000.0,,-1828000000.0,4111450000.0,,,212000000.0,9508000000.0,-4306000000.0,,2967000000.0,71796000000.0,-274000000.0,233822000000.0,3390000000.0,12320000000.0,1453000000.0,465000000.0,0.0,,,,,,,,
2017-06-30,143283000000.0,175057000000.0,5625000000.0,71245000000.0,88052000000.0,2394000000.0,,1545000000.0,34951000000.0,410785000000.0,,322733000000.0,6181000000.0,8620000000.0,214528000000.0,13000000.0,11960000000.0,37614000000.0,1642000000.0,1545000000.0,,80731000000.0,0.38,22318000000.0,14570000000.0,360000000.0,446000000.0,-2941000000.0,60171000000.0,9050000000.0,23992000000.0,872000000.0,41742000000.0,689000000.0,19595000000.0,2546000000.0,-157000000.0,193042000000.0,-183000000.0,-4171000000.0,0.0,,23992000000.0,23992000000.0,,9616000000.0,1295000000.0,24507000000.0,0.38,4106450000.0,48518000000.0,,2258000000.0,4146150000.0,7000000.0,,220000000.0,11285000000.0,-5660000000.0,,2910000000.0,72131000000.0,904000000.0,231544000000.0,3622000000.0,10022000000.0,1278000000.0,4397000000.0,0.0,,,,,,,,
2017-09-30,139629000000.0,176170000000.0,2564000000.0,74920000000.0,91924000000.0,2750000000.0,,4087000000.0,28083000000.0,413082000000.0,,321158000000.0,6408000000.0,8833000000.0,214549000000.0,279000000.0,8076000000.0,37687000000.0,4212000000.0,4087000000.0,,79681000000.0,0.98,24019000000.0,14396000000.0,-841000000.0,422000000.0,-3016000000.0,67754000000.0,3306000000.0,20699000000.0,-3912000000.0,47206000000.0,692000000.0,23992000000.0,5662000000.0,-42000000.0,195026000000.0,-199000000.0,-2702000000.0,0.0,,20699000000.0,20699000000.0,,8675000000.0,1011000000.0,24425000000.0,1.0,4124800000.0,52590000000.0,,-3625000000.0,4162450000.0,,,230000000.0,7582000000.0,-5018000000.0,,4770000000.0,75830000000.0,1450000000.0,230360000000.0,3755000000.0,13081000000.0,808000000.0,-3293000000.0,-221000000.0,,,,,,,,
2017-12-31,129518000000.0,177645000000.0,1414000000.0,79767000000.0,95404000000.0,2953000000.0,13662000000.0,3807000000.0,24966000000.0,407097000000.0,,311693000000.0,5795000000.0,172181000000.0,209285000000.0,6000000.0,8968000000.0,35149000000.0,3937000000.0,3807000000.0,-1368000000.0,59430000000.0,0.92,25223000000.0,13007000000.0,-1668000000.0,594000000.0,-2266000000.0,76454000000.0,4134000000.0,20312000000.0,-665000000.0,49869000000.0,696000000.0,20699000000.0,6552000000.0,-202000000.0,194356000000.0,2154000000.0,-4103000000.0,7936000000.0,-197689000000.0,20312000000.0,20312000000.0,,10711000000.0,984000000.0,10518000000.0,0.92,4137300000.0,56663000000.0,,-966000000.0,4177250000.0,,,260000000.0,7275000000.0,-5861000000.0,424069000000.0,4834000000.0,85422000000.0,2615000000.0,226380000000.0,-24966000000.0,13331000000.0,113000000.0,-387000000.0,-443000000.0,,,,,,,,
