date,quarterlyLongTermDebt,quarterlyOtherNonCurrentAssets,quarterlyNetPPE,quarterlyInventory,quarterlyAccountsReceivable,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccumulatedDepreciation,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,quarterlyCashDividendsPaid,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyChangeInInventory,quarterlyPurchaseOfInvestment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,quarterlyNetIncomeContinuousOperations,quarterlyEbitda,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,quarterlyNetIncome,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyCommonStockIssuance,quarterlyEndCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlySellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,quarterlyDilutedEPS,quarterlyCostOfRevenue,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyOperatingIncome,quarterlyOperatingExpense,quarterlyBasicEPS,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,quarterlyInterestExpense,quarterlyCapitalExpenditure
2008-12-31,3533647000,15800000.0,7855387000,254060000,2208407000.0,,4384000.0,464712000,14574318000,10297322000,1725358000,1725358000,106318000,1869493000,8659864000.0,9132878000,,3402779000,1960879000.0,4276996000,5428280000,3704598000,150873000,-804477000.0,168926000,4255571000,79817000.0,20078000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,3224795000,24759000.0,8188085000,250377000,2160228000.0,,3848000.0,453348000,15340360000,10617237000,2218461000,2218461000,109879000,2501737000,,9396550000,78410000.0,3366642000,,4723123000,5933077000,3463473000,160268000,,168926000,4708926000,83200000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,4400014000,214231000.0,9092059000,286046000,,,3383000.0,449773000,16703293000,11949495000,2712661000,2712661000,109879000,1484495000,10223337000.0,10225036000,280125000.0,3761964000,2508941000.0,4753798000,5364038000,4860998000,180859000,-1131278000.0,171862000,5161825000,118270000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,4212193000,6000000.0,9745263000,277896000,2094305000.0,,2932000.0,717072000,18215003000,13271481000,2559047000,2559047000,109879000,2120014000,,11309685000,393382000.0,3950332000,,4943522000,6454282000,4855403000,249828000,,191841000,5505357000,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,3883564000,11376000.0,10800123000,249019000,1900862000.0,,5544000.0,702352000,19639549000,14560901000,2851300000,2851300000,109879000,2379349000,12401564000.0,12099698000,502626000.0,4902184000,3259425000.0,5078648000,7488474000,4611224000,225034000,-1601441000.0,191841000,6031449000,64891000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,7753040000,3000000.0,11556774000,281499000,2650726000.0,,4757000.0,713311000,24357438000,15712166000,5657083000,5657083000,109879000,2085521000,,16396910000,602657000.0,5436507000,,8645272000,7800786000,8596124000,240427000,,195343000,6386346000,42701000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,7459000000,71000000.0,13073000000,272000000,2504000000.0,,9000000.0,1051000000,26888000000,17944000000,3349000000,3349000000,110000000,3213000000,15084000000.0,18048000000,732000000.0,5944000000,,8944000000,9520000000,8528000000,337000000,-2011000000.0,196000000,7046000000,2675000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,6681000000,67000000.0,13904000000,297000000,2984000000.0,,4000000.0,1239000000,29054000000,19314000000,3618000000,3618000000,111000000,4976000000,,19515000000,849000000.0,5984000000,,9740000000,11642000000,7873000000,343000000,,196000000,7688000000,2752000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,7297000000,97000000.0,15869000000,311000000,541000000.0,,23000000.0,1238000000,30893000000,21206000000,6156000000,6156000000,113000000,3935000000,18388000000.0,20223000000,966000000.0,1818000000,,9687000000,11614000000,8609000000,346000000,-2519000000.0,196000000,8653000000,316000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,10572000000,68000000.0,16927000000,328000000,631000000.0,,20000000.0,1311000000,33897000000,22548000000,7751000000,7751000000,113000000,2236000000,16927000000.0,22642000000,1079000000.0,1503000000,,11349000000,10597000000,12045000000,394000000,,206000000,9019000000,631000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,11522000000,130000000.0,18479000000,419000000,735000000.0,,59000000.0,1294000000,35905000000,24808000000,6822000000,6822000000,113000000,921000000,21560000000.0,24013000000,1223000000.0,1973000000,7607000000.0,11097000000,10869000000,13144000000,399000000,-3081000000.0,206000000,9543000000,260000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,11348000000,51000000.0,18867000000,416000000,2677000000.0,,0.0,1298000000,36580000000,25448000000,7109000000,7109000000,113000000,692000000,18867000000.0,23904000000,1373000000.0,1313000000,8476000000.0,11132000000,10777000000,13127000000,406000000,,191000000,10347000000,72000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,12970000000,208000000.0,20579000000,510000000,893000000.0,,1097000000.0,1265000000,43035000000,28033000000,10503000000,10503000000,113000000,1530000000,24143000000.0,28494000000,1572000000.0,2034000000,,15002000000,13540000000,14954000000,379000000,-3564000000.0,728000000,12098000000,71000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,12760000000,13000000.0,21185000000,493000000,3024000000.0,,0.0,1340000000,43732000000,33040000000,5747000000,5747000000,113000000,1496000000,21185000000.0,28687000000,1792000000.0,1482000000,10973000000.0,10692000000,13739000000,14948000000,368000000,,728000000,12606000000,525000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,9026000000,123000000.0,22311000000,404000000,1096000000.0,,29000000.0,1454000000,47019000000,35162000000,7355000000,7355000000,113000000,6654000000,26671000000.0,30924000000,2097000000.0,1651000000,11609000000.0,11857000000,19408000000,11516000000,393000000,-4360000000.0,752000000,13468000000,99000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,12542000000,111000000.0,22533000000,579000000,3428000000.0,,25000000.0,1464000000,46195000000,35535000000,5404000000,5404000000,113000000,1134000000,22533000000.0,29127000000,2383000000.0,1520000000,12283000000.0,10660000000,13710000000,15417000000,384000000,,767000000,14356000000,63000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,12147000000,227000000.0,23518000000,515000000,1510000000.0,596000000.0,0.0,1487000000,51381000000,37541000000,7759000000,7163000000,112000000,4644000000,28634000000.0,33527000000,2642000000.0,2237000000,12821000000.0,13840000000,18341000000,15186000000,397000000,-5116000000.0,188000000,14966000000,352000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,8113000000,82000000.0,24364000000,650000000,5239000000.0,804000000.0,0.0,1551000000,53831000000,37805000000,7632000000,6828000000,112000000,8873000000,24364000000.0,35079000000,2854000000.0,2504000000,13554000000.0,16026000000,23717000000,11362000000,395000000,,179000000,15850000000,147000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,9699000000,,26752000000,744000000,2450000000.0,807000000.0,,1681000000,59215000000,41589000000,8779000000,7972000000,112000000,8368000000,32636000000.0,38998000000,3185000000.0,3182000000,,17626000000,25605000000,13393000000,428000000,-5884000000.0,192000000,16952000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,9658000000,,29047000000,1105000000,6167000000.0,122000000.0,8918000000.0,2200000000,61170000000,44279000000,6388000000,6266000000,112000000,7528000000,29047000000.0,39680000000,3513000000.0,3019000000,,16891000000,25796000000,13884000000,543000000,,250000000,17911000000,679000000.0,3152000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,8688000000,,32474000000,1331000000,8560000000.0,735000000.0,,3037000000,73914000000,52375000000,8658000000,7923000000,116000000,11561000000,39276000000.0,48360000000,3760000000.0,5095000000,,21539000000,33017000000,15343000000,1001000000,-6802000000.0,2248000000,21385000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,10878000000,,36104000000,1348000000,7614000000.0,239000000.0,,3301000000,75351000000,56017000000,7981000000,7742000000,116000000,8303000000,36104000000.0,47340000000,3837000000.0,5466000000,,19334000000,29783000000,17557000000,1287000000,,2270000000,23470000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
