date,quarterlyOtherCurrentAssets,quarterlyDilutedEPS,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyStockholdersEquity,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyBasicEPS,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,quarterlyNetIncome,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,quarterlyEndCashPosition,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyEbitda,quarterlyChangeInInventory
2012-03-31,47300000.0,,10000000000,1838400000,28978300000,10004800000,,29694200000,10004800000,11380800000,,349700000,17841300000,47414300000,0.0,3426400000.0,0.0,2156000000,5323400000,3623300000,,,-1208000000.0,1687500000,,,14218000000,45258300000,2895500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,458400000.0,0.0,10000000000,341900000,29699800000,5415300000,,31705800000,5390500000,11203100000,,450300000,14524200000,44810000000,0.0,0.0,983100000.0,2505000000,3907100000,193100000,,0.0,,1859100000,24800000.0,10206800000.0,14331100000,42305000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,25700000.0,,10000000000,249400000,32925500000,8329100000,693800000.0,27314800000,8304800000,5835700000,,464000000,9357900000,43218600000,0.0,0.0,0.0,3441600000,3048100000,945100000,,,-1671800000.0,2327200000,24300000.0,13226600000.0,8412800000,39777000000,3999000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,0.0,0.0,10000000000,919300000,35102000000,9863700000,760700000.0,35614800000,9842000000,11959600000,,463300000,17098400000,53321700000,0.0,,0.0,4012000000,2312500000,1008000000,,0.0,,2883700000,21700000.0,15115300000.0,16090400000,49309700000,2883700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,5300000.0,,10000000000,1233900000,37173300000,9988100000,632800000.0,42543700000,9466600000,17086400000,,283600000,23364700000,61817100000,0.0,,0.0,4262800000,3146200000,857800000,,,-2294100000.0,3228700000,521500000.0,17132600000.0,22506900000,57554300000,5522800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,8700000.0,0.0,10000000000,859400000,37985200000,8704100000,728200000.0,39050600000,8683800000,14172000000,,372200000,20138200000,59209800000,0.0,,0.0,6358800000,3233400000,949000000,670300000.0,0.0,,3888000000,20300000.0,17925400000.0,19189200000,52851000000,3888000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,400000.0,,10000000000,840400000,39429500000,8495000000,457000000.0,39797600000,8477100000,15088900000,397200000.0,294100000,20580200000,61121000000,0.0,,0.0,7038300000,3536500000,700300000,257800000.0,,-2953300000.0,4680400000,17900000.0,19316800000.0,19879900000,54082700000,7633700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,531100000.0,0.0,10000000000,605500000,38792100000,10436100000,411400000.0,37417200000,10419900000,14990800000,377600000.0,311900000,20112200000,59789200000,0.0,,0.0,6637300000,2914500000,650500000,257800000.0,0.0,,4609200000,16200000.0,19373300000.0,19461700000,53151900000,4609200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,0.0,,10000000000,399700000,34904300000,13019200000,318100000.0,31376500000,13001400000,13833300000,407500000.0,0,19925500000,55675400000,0.0,600000000.0,0.0,6670400000,2268100000,1161500000,257800000.0,,-3596400000.0,4961300000,17800000.0,15619200000.0,18764000000,49005000000,8557700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,0.0,0.0,10000000000,390000000,32535900000,8381900000,253100000.0,32820000000,8364100000,13304100000,382300000.0,67000000,19981100000,53223900000,0.0,600000000.0,0.0,6361600000,2594200000,1092000000,257800000.0,0.0,,4907500000,17800000.0,13840800000.0,18889100000,46862300000,4907500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,0.0,,10000000000,420700000,31798800000,7943400000,285700000.0,29259300000,7943400000,9408400000,356300000.0,967100000,16900400000,49401900000,0.0,600000000.0,0.0,7133400000,2355900000,1112300000,257800000.0,,-4088800000.0,4851200000,0.0,13403100000.0,15788100000,42268500000,8940000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,680600000.0,0.0,10000000000,719200000,31298300000,5078900000,313100000.0,35838300000,5078900000,12273600000,331400000.0,1520100000,23214800000,55221900000,0.0,2100000000.0,0.0,7806600000,2977000000,2635400000,257800000.0,0.0,,5072300000,,12180800000.0,20579400000,47415300000,5072300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,,10000000000,470600000,33423400000,7944000000,421100000.0,34929400000,7944000000,11158400000,306400000.0,1520100000,23472300000,57569900000,,2100000000.0,,8258100000,3351400000,2753300000,257800000.0,,-5100900000.0,5530500000,,,20719000000,49311800000,10631400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,0.0,10000000000,619600000,29214100000,4830900000,295200000.0,38483800000,4830900000,15289000000,278700000.0,1520100000,28117000000,57939900000,71600000.0,1500000000.0,,7962500000,3586900000,2094500000,257800000.0,0.0,,5188700000,,,26022500000,49977400000,5188700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,,,10000000000,574100000,30750700000,7640600000,456400000.0,39486100000,7640600000,15471500000,253700000.0,1520100000,30834100000,62237100000,71300000.0,2596700000.0,,8459400000,3883400000,3363200000,257800000.0,,-5199600000.0,5665200000,,,27470900000,53777700000,10864800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,,10000000000,540700000,26372800000,5151000000,459600000.0,42520100000,5151000000,20937800000,229000000.0,1520100000,37310300000,64312000000,65600000.0,597300000.0,,10486500000,3329400000,2597700000,231500000.0,,,7455900000,,,34712600000,53825500000,7455900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
