date,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyTaxProvision,quarterlyCashAndCashEquivalents,quarterlyNetPPE,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyDilutedAverageShares,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlyBasicAverageShares,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyCashDividendsPaid
2012-12-31,4505000000,3585000000,-97000000.0,7473000000.0,16260000000.0,22835000000.0,-4653000000.0,48088000000.0,648000000,14778000000.0,11854000000.0,-559000000.0,2549000000.0,-11588000000.0,21000000.0,264000000.0,-5843000000.0,-692000000.0,0.0,17697000000.0,240000000.0,4669000000.0,-98000000.0,5230000000.0,1758000000,100000000.0,-1482000000.0,482000000.0,,-289000000.0,0.0,538000000.0,2012000000.0,716000000.0,4559000000,669305484.0,14337000000.0,60454000000.0,-4000000.0,953000000.0,2747000000.0,7746000000.0,33310000000.0,48342000000.0,-9614000000.0,33344000000.0,3432000000,13215000000,22083000000.0,2886000000,4.314176,93798000000.0,-6919000000.0,2886000000,2937000000,4.389249,740000000.0,658088353.0,0.0,7885000000.0,5278000000,4729000000.0,14778000000.0,-5514000000.0,71715000000.0,-13000000.0,10537000000.0,2988000000.0,-225000000.0,1872000000.0,7937000000,895000000.0,505000000.0,-5000000,1469000000.0,113000000.0,
2013-03-31,4548000000,3611000000,-251000000.0,7324000000.0,14778000000.0,23429000000.0,-3323000000.0,50098000000.0,287000000,15375000000.0,12300000000.0,256000000.0,2150000000.0,-1454000000.0,21000000.0,94000000.0,-5960000000.0,-517000000.0,0.0,18260000000.0,0.0,3633000000.0,,6319000000.0,1837000000,79000000.0,597000000.0,-1465000000.0,,202000000.0,0.0,356000000.0,2094000000.0,708000000.0,4531000000,672674220.0,13252000000.0,62808000000.0,37000000.0,899000000.0,2711000000.0,7967000000.0,34723000000.0,51688000000.0,-7870000000.0,33884000000.0,3477000000,13969000000,21219000000.0,3346000000,4.974816,96692000000.0,2179000000.0,3346000000,3324000000,5.069908,737000000.0,660268241.0,0.0,7612000000.0,5944000000,4444000000.0,15375000000.0,-2441000000.0,75473000000.0,564000000.0,10595000000.0,2989000000.0,87000000.0,1978000000.0,8025000000,882000000.0,648000000.0,-28000000,1470000000.0,-142000000.0,
2013-06-30,4919000000,3370000000,-1012000000.0,6558000000.0,15375000000.0,24334000000.0,-2880000000.0,54432000000.0,816000000,16164000000.0,12912000000.0,-194000000.0,3000000000.0,-2661000000.0,19000000.0,104000000.0,-6343000000.0,-105000000.0,0.0,19255000000.0,0.0,4705000000.0,,10687000000.0,1987000000,132000000.0,789000000.0,422000000.0,,63000000.0,0.0,-398000000.0,1758000000.0,847000000.0,4419000000,676018979.0,15329000000.0,66861000000.0,-91000000.0,1030000000.0,2932000000.0,7001000000.0,38268000000.0,54916000000.0,-15154000000.0,34321000000.0,3123000000,14105000000,22330000000.0,3228000000,4.774622,101182000000.0,2044000000.0,3228000000,2554000000,4.859704,704000000.0,664316318.0,0.0,7321000000.0,6063000000,4758000000.0,16164000000.0,-3803000000.0,78852000000.0,974000000.0,11396000000.0,1989000000.0,-159000000.0,1905000000.0,8042000000,799000000.0,342000000.0,80000000,1564000000.0,-16000000.0,
2013-09-30,5036000000,3468000000,-27000000.0,6290000000.0,16164000000.0,25004000000.0,-2701000000.0,56523000000.0,513000000,15242000000.0,14867000000.0,-516000000.0,3000000000.0,-2316000000.0,22000000.0,104000000.0,-6855000000.0,-267000000.0,0.0,21722000000.0,0.0,5083000000.0,,6835000000.0,2017000000,125000000.0,-922000000.0,414000000.0,,-140000000.0,0.0,99000000.0,2124000000.0,886000000.0,4464000000,677813241.0,14475000000.0,68858000000.0,98000000.0,974000000.0,3019000000.0,7604000000.0,41281000000.0,57886000000.0,-9193000000.0,36210000000.0,3444000000,14893000000,22079000000.0,2970000000,4.379239,105068000000.0,2767000000.0,2970000000,2955000000,4.454312,710000000.0,666586119.0,0.0,7921000000.0,6413000000,4543000000.0,15242000000.0,-5818000000.0,82989000000.0,-1318000000.0,11426000000.0,1990000000.0,357000000.0,2097000000.0,8480000000,907000000.0,235000000.0,-155000000,1843000000.0,112000000.0,
2013-12-31,5498000000,4047000000,-120000000.0,6066000000.0,15242000000.0,25922000000.0,-2421000000.0,58717000000.0,666000000,18898000000.0,16524000000.0,-853000000.0,3000000000.0,-2375000000.0,21000000.0,179000000.0,-7313000000.0,32000000.0,0.0,23837000000.0,24000000.0,5238000000.0,,15073000000.0,2111000000,139000000.0,3656000000.0,598000000.0,,-562000000.0,0.0,125000000.0,2453000000.0,902000000.0,5104000000,681345818.0,15908000000.0,72886000000.0,62000000.0,1036000000.0,3387000000.0,7703000000.0,39819000000.0,61262000000.0,-13796000000.0,38034000000.0,3922000000,16858000000,23611000000.0,3376000000,4.954796,110920000000.0,2863000000.0,3376000000,3381000000,5.044883,743000000.0,669023757.0,0.0,8882000000.0,7438000000,5484000000.0,18898000000.0,-1617000000.0,87309000000.0,-519000000.0,11492000000.0,1990000000.0,320000000.0,1947000000.0,9420000000,1062000000.0,426000000.0,-69000000,1976000000.0,-188000000.0,
2014-03-31,5344000000,4472000000,-2947000000.0,5317000000.0,18898000000.0,26652000000.0,-2423000000.0,59379000000.0,822000000,16639000000.0,17877000000.0,267000000.0,3000000000.0,-5292000000.0,24000000.0,155000000.0,-7842000000.0,822000000.0,0.0,25719000000.0,0.0,4391000000.0,,9456000000.0,2126000000,103000000.0,-2099000000.0,-789000000.0,,144000000.0,2028000000.0,345000000.0,1623000000.0,887000000.0,5582000000,684548714.0,16270000000.0,75314000000.0,-14000000.0,1086000000.0,3218000000.0,8545000000.0,42740000000.0,64714000000.0,-12250000000.0,41212000000.0,4115000000,15420000000,24815000000.0,3452000000,5.044883,116526000000.0,-901000000.0,3452000000,3650000000,5.134971,534000000.0,671935935.0,3873000000.0,7827000000.0,5961000000,4979000000.0,16639000000.0,-7307000000.0,91711000000.0,779000000.0,14177000000.0,2991000000.0,177000000.0,1848000000.0,9459000000,947000000.0,337000000.0,213000000,2123000000.0,26000000.0,
2014-06-30,5583000000,4403000000,,5234000000.0,16639000000.0,27111000000.0,-3881000000.0,61204000000.0,913000000,19620000000.0,19486000000.0,-721000000.0,2000000000.0,-3189000000.0,27000000.0,137000000.0,-8088000000.0,-1462000000.0,0.0,27574000000.0,0.0,5627000000.0,,14149000000.0,2238000000,93000000.0,2981000000.0,670000000.0,,-282000000.0,2304000000.0,502000000.0,1345000000.0,915000000.0,5509000000,686363000.0,17097000000.0,77905000000.0,4000000.0,1079000000.0,3345000000.0,8762000000.0,41584000000.0,68136000000.0,-13074000000.0,43703000000.0,4258000000,15955000000,25859000000.0,3422000000,4.99,121608000000.0,2438000000.0,3422000000,3490000000,5.07,810000000.0,675115000.0,3668000000.0,8321000000.0,6114000000,5369000000.0,19620000000.0,-1180000000.0,95749000000.0,934000000.0,14586000000.0,2991000000.0,-163000000.0,1625000000.0,9841000000,882000000.0,293000000.0,3000000,2415000000.0,-6000000.0,
2014-09-30,6104000000,3857000000,,4744000000.0,19620000000.0,27948000000.0,-2877000000.0,62157000000.0,859000000,15605000000.0,20981000000.0,-36000000.0,2000000000.0,-3559000000.0,25000000.0,175000000.0,-8311000000.0,-455000000.0,0.0,29292000000.0,0.0,5994000000.0,,13045000000.0,2655000000,154000000.0,-4015000000.0,825000000.0,,-360000000.0,2199000000.0,-82000000.0,1368000000.0,1290000000.0,5429000000,688215000.0,17920000000.0,80115000000.0,55000000.0,1547000000.0,3449000000.0,9046000000.0,46552000000.0,70949000000.0,-19129000000.0,45666000000.0,3724000000,16523000000,26966000000.0,2813000000,4.09,125781000000.0,2435000000.0,2813000000,2998000000,4.15,991000000.0,677097000.0,3588000000.0,8237000000.0,6695000000,5694000000.0,15605000000.0,-9327000000.0,98815000000.0,316000000.0,15461000000.0,2992000000.0,-127000000.0,1554000000.0,9828000000,820000000.0,279000000.0,-29000000,2470000000.0,26000000.0,
2014-12-31,6783000000,4527000000,-256000000.0,4607000000.0,15605000000.0,28767000000.0,-2462000000.0,64395000000.0,737000000,18347000000.0,23883000000.0,-1151000000.0,1999000000.0,-3807000000.0,25000000.0,181000000.0,-8863000000.0,-344000000.0,0.0,32746000000.0,96000000.0,6364000000.0,,14665000000.0,2813000000,104000000.0,2582000000.0,-342000000.0,,394000000.0,0.0,27000000.0,1715000000.0,1187000000.0,5819000000,688491000.0,16805000000.0,80685000000.0,42000000.0,1267000000.0,3970000000.0,9828000000.0,46048000000.0,75706000000.0,-13859000000.0,50448000000.0,4399000000,18103000000,26633000000.0,4757000000,6.91,131133000000.0,2557000000.0,4757000000,3790000000,7.01,1118000000.0,678943000.0,0.0,9383000000.0,6921000000,6386000000.0,18347000000.0,-3241000000.0,104500000000.0,-626000000.0,15599000000.0,2992000000.0,549000000.0,1971000000.0,11182000000,752000000.0,,-69000000,3079000000.0,,
2015-03-31,6455000000,4604000000,-64000000.0,4380000000.0,18347000000.0,29527000000.0,-3308000000.0,65436000000.0,1018000000,16976000000.0,25448000000.0,698000000.0,2000000000.0,-2991000000.0,26000000.0,105000000.0,-9395000000.0,-391000000.0,0.0,34843000000.0,123000000.0,6617000000.0,,10439000000.0,2753000000,93000000.0,-1371000000.0,608000000.0,,71000000.0,0.0,-371000000.0,1688000000.0,1203000000.0,5807000000,689498000.0,14336000000.0,80313000000.0,77000000.0,1177000000.0,3702000000.0,10616000000.0,48460000000.0,79292000000.0,-13632000000.0,53087000000.0,4447000000,17258000000,24952000000.0,3586000000,5.2,133400000000.0,3626000000.0,3586000000,3586000000,5.27,1735000000.0,680915000.0,0.0,8584000000.0,6356000000,6249000000.0,16976000000.0,-7304000000.0,108448000000.0,-1120000000.0,15573000000.0,2993000000.0,-24000000.0,1845000000.0,10902000000,699000000.0,,-43000000,4090000000.0,,
2015-06-30,6319000000,4956000000,-78000000.0,4213000000.0,16976000000.0,30722000000.0,-3396000000.0,69780000000.0,1025000000,18453000000.0,27008000000.0,-767000000.0,2999000000.0,-2593000000.0,26000000.0,64000000.0,-10104000000.0,-450000000.0,0.0,37112000000.0,948000000.0,6985000000.0,,17397000000.0,2789000000,108000000.0,1477000000.0,1019000000.0,,-221000000.0,0.0,-929000000.0,1315000000.0,1132000000.0,6216000000,691480730.0,17362000000.0,84164000000.0,39000000.0,1234000000.0,3530000000.0,9662000000.0,51327000000.0,81990000000.0,-20943000000.0,54643000000.0,4825000000,17727000000,27024000000.0,3409000000,4.93,138807000000.0,4392000000.0,3931000000,3931000000,4.99,1960000000.0,683166333.0,0.0,9394000000.0,6583000000,6219000000.0,18453000000.0,-5103000000.0,111783000000.0,1036000000.0,15610000000.0,1994000000.0,-374000000.0,1754000000.0,11144000000,712000000.0,,-83000000,4409000000.0,,
2015-09-30,6930000000,4891000000,-102000000.0,4023000000.0,18453000000.0,31864000000.0,-3637000000.0,72767000000.0,912000000,18068000000.0,28338000000.0,-267000000.0,2999000000.0,-2475000000.0,26000000.0,138000000.0,-10570000000.0,-471000000.0,0.0,38908000000.0,215000000.0,6007000000.0,,19499000000.0,3230000000,133000000.0,-385000000.0,-138000000.0,,-416000000.0,0.0,-1592000000.0,1549000000.0,1432000000.0,6165000000,694319000.0,18457000000.0,88103000000.0,41000000.0,1248000000.0,3700000000.0,9583000000.0,54699000000.0,85969000000.0,-23413000000.0,56178000000.0,4708000000,18675000000,28040000000.0,3979000000,5.73,144281000000.0,3532000000.0,3979000000,3979000000,5.8,1884000000.0,686034483.0,0.0,9749000000.0,7037000000,6497000000.0,18068000000.0,-5817000000.0,116241000000.0,572000000.0,15675000000.0,1994000000.0,230000000.0,1976000000.0,11638000000,705000000.0,,-50000000,4813000000.0,,
2015-12-31,7761000000,5200000000,8000000.0,3847000000.0,18068000000.0,32982000000.0,-3387000000.0,73066000000.0,277000000,16549000000.0,29016000000.0,-1758000000.0,3000000000.0,-2092000000.0,26000000.0,194000000.0,-11130000000.0,-2365000000.0,0.0,40146000000.0,302000000.0,6415000000.0,-1780000000.0,15995000000.0,3510000000,151000000.0,-1519000000.0,-1898000000.0,,387000000.0,0.0,-1874000000.0,1931000000.0,1436000000.0,6630000000,697025000.0,19310000000.0,90114000000.0,55000000.0,1404000000.0,4251000000.0,7820000000.0,56517000000.0,89223000000.0,-18552000000.0,57347000000.0,5380000000,21329000000,27130000000.0,4923000000,7.06,147461000000.0,4323000000.0,4923000000,4923000000,7.16,1822000000.0,687569832.0,0.0,11556000000.0,8188000000,7097000000.0,16549000000.0,-5487000000.0,120331000000.0,-838000000.0,15869000000.0,1995000000.0,371000000.0,189000000.0,13141000000,788000000.0,,-428000000,5183000000.0,,
2016-03-31,7267000000,5129000000,-34000000.0,3657000000.0,16549000000.0,33695000000.0,-3962000000.0,75264000000.0,922000000,15111000000.0,30162000000.0,818000000.0,2998000000.0,-2462000000.0,30000000.0,-807000000.0,-11833000000.0,-2911000000.0,0.0,41995000000.0,330000000.0,7658000000.0,-2098000000.0,17543000000.0,3367000000,131000000.0,-1438000000.0,-172000000.0,,414000000.0,0.0,-1294000000.0,1667000000.0,1494000000.0,6530000000,699311000.0,17684000000.0,90955000000.0,64000000.0,1371000000.0,3900000000.0,8494000000.0,60153000000.0,91168000000.0,-21069000000.0,58792000000.0,5342000000,20257000000,26178000000.0,4207000000,6.02,149747000000.0,5196000000.0,4207000000,4207000000,6.12,1965000000.0,687418301.0,0.0,10818000000.0,7648000000,6744000000.0,15111000000.0,-6245000000.0,123569000000.0,-257000000.0,15866000000.0,1987000000.0,-269000000.0,599000000.0,12609000000,933000000.0,,-453000000,5577000000.0,,
2016-06-30,7402000000,6119000000,-38000000.0,3452000000.0,15111000000.0,34293000000.0,-2839000000.0,78460000000.0,1242000000,13627000000.0,31413000000.0,-835000000.0,1999000000.0,-2161000000.0,32000000.0,-803000000.0,-12491000000.0,-3440000000.0,0.0,43904000000.0,185000000.0,9120000000.0,-1595000000.0,20246000000.0,3363000000,151000000.0,-1484000000.0,1259000000.0,,-50000000.0,0.0,-1151000000.0,1716000000.0,1503000000.0,7641000000,696847000.0,17341000000.0,94238000000.0,27000000.0,1490000000.0,4039000000.0,9072000000.0,64833000000.0,94737000000.0,-25152000000.0,60054000000.0,5968000000,21500000000,26413000000.0,4877000000,7.0,154292000000.0,6959000000.0,4877000000,4877000000,7.11,2151000000.0,685935302.0,0.0,11686000000.0,8130000000,6847000000.0,13627000000.0,-7173000000.0,127879000000.0,-106000000.0,15841000000.0,1984000000.0,48000000.0,651000000.0,13370000000,900000000.0,,-124000000,5820000000.0,,
2016-09-30,7985000000,6045000000,-252000000.0,3367000000.0,13627000000.0,35337000000.0,-3250000000.0,83056000000.0,984000000,9406000000.0,32753000000.0,-282000000.0,0.0,-2835000000.0,29000000.0,-815000000.0,-13341000000.0,-1089000000.0,0.0,46094000000.0,171000000.0,9845000000.0,0.0,17040000000.0,3596000000,169000000.0,-4221000000.0,1637000000.0,,-245000000.0,0.0,-1032000000.0,2175000000.0,1860000000.0,7670000000,698440000.0,14323000000.0,98546000000.0,26000000.0,1596000000.0,4389000000.0,11522000000.0,73650000000.0,99798000000.0,-25411000000.0,61402000000.0,5767000000,22451000000,25845000000.0,5061000000,7.25,159948000000.0,7010000000.0,5061000000,5061000000,7.36,2561000000.0,687635870.0,0.0,11979000000.0,8699000000,7382000000.0,9406000000.0,-13045000000.0,134103000000.0,-2065000000.0,16028000000.0,3938000000.0,459000000.0,393000000.0,13752000000,923000000.0,559000000.0,-11000000,5705000000.0,,
2016-12-31,8764000000,6857000000,-662000000.0,3307000000.0,9406000000.0,36307000000.0,-13000000.0,86333000000.0,1524000000,12918000000.0,34234000000.0,-2279000000.0,0.0,-3740000000.0,33000000.0,-879000000.0,-13293000000.0,-892000000.0,0.0,47527000000.0,554000000.0,9413000000.0,0.0,13010000000.0,3622000000,202000000.0,3512000000.0,576000000.0,,-157000000.0,4888000000.0,-2402000000.0,2041000000.0,1846000000.0,8577000000,700221000.0,16756000000.0,105408000000.0,57000000.0,1687000000.0,5142000000.0,11705000000.0,73415000000.0,105131000000.0,-13986000000.0,62089000000.0,6639000000,26064000000,28461000000.0,5333000000,7.56,167497000000.0,5673000000.0,5333000000,5333000000,7.73,2665000000.0,689909444.0,0.0,14137000000.0,10661000000,9086000000.0,12918000000.0,-4702000000.0,139036000000.0,0.0,16468000000.0,3935000000.0,-128000000.0,226000000.0,15403000000,1099000000.0,268000000.0,-74000000,5878000000.0,,
2017-03-31,8387000000,6819000000,-101000000.0,3137000000.0,12918000000.0,37698000000.0,-18000000.0,92439000000.0,1393000000,18132000000.0,35936000000.0,1267000000.0,,-2609000000.0,25000000.0,-1009000000.0,-14385000000.0,-1674000000.0,0.0,50321000000.0,803000000.0,9548000000.0,-1127000000.0,19440000000.0,3942000000,323000000.0,5214000000.0,-79000000.0,480000000.0,613000000.0,4265000000.0,-2169000000.0,2306000000.0,2009000000.0,8347000000,702036000.0,15256000000.0,108794000000.0,8000000.0,1503000000.0,4445000000.0,12551000000.0,74307000000.0,109420000000.0,-20473000000.0,63962000000.0,6568000000,24750000000,27807000000.0,5426000000,7.73,172756000000.0,6939000000.0,5426000000,5426000000,7.85,2763000000.0,691210191.0,0.0,12913000000.0,9795000000,8326000000.0,18132000000.0,-2851000000.0,144949000000.0,750000000.0,16547000000.0,3937000000.0,103000000.0,604000000.0,14955000000,1148000000.0,280000000.0,-36000000,6131000000.0,,
2017-06-30,8769000000,4377000000,-42000000.0,2933000000.0,18132000000.0,38509000000.0,-38000000.0,94713000000.0,853000000,15711000000.0,37676000000.0,-836000000.0,,-2873000000.0,21000000.0,-1084000000.0,-15665000000.0,-2740000000.0,0.0,53341000000.0,133000000.0,7403000000.0,-1618000000.0,14916000000.0,4172000000,345000000.0,-2421000000.0,284000000.0,0.0,-75000000.0,2755000000.0,-1728000000.0,2488000000.0,2003000000.0,6023000000,703503000.0,18685000000.0,112386000000.0,26000000.0,1625000000.0,4597000000.0,11650000000.0,79002000000.0,111505000000.0,-19897000000.0,66235000000.0,6868000000,26010000000,30335000000.0,3524000000,5.01,178621000000.0,4530000000.0,3524000000,3524000000,5.09,2853000000.0,692337917.0,0.0,14003000000.0,10373000000,8812000000.0,15711000000.0,-7172000000.0,148286000000.0,669000000.0,16604000000.0,3939000000.0,16000000.0,369000000.0,15637000000,1226000000.0,398000000.0,-2764000000,6642000000.0,,
2017-09-30,8842000000,7979000000,-130000000.0,2883000000.0,15711000000.0,39609000000.0,-2706000000.0,100143000000.0,1247000000,10581000000.0,40120000000.0,-1150000000.0,,-3668000000.0,27000000.0,-1018000000.0,-16238000000.0,-706000000.0,2683000000.0,56358000000.0,221000000.0,9872000000.0,0.0,28447000000.0,4205000000,346000000.0,-5130000000.0,-286000000.0,320000000.0,-296000000.0,2844000000.0,-746000000.0,2674000000.0,1820000000.0,9767000000,703716000.0,20693000000.0,119345000000.0,65000000.0,1761000000.0,4637000000.0,11743000000.0,89562000000.0,118237000000.0,-39210000000.0,70191000000.0,7782000000,27772000000,32436000000.0,6732000000,9.57,189536000000.0,6204000000.0,6732000000,6732000000,9.71,2924000000.0,693305870.0,2860000000.0,15295000000.0,11148000000,9663000000.0,10581000000.0,-14404000000.0,157100000000.0,0.0,16731000000.0,3941000000.0,-61000000.0,151000000.0,16624000000,1269000000.0,765000000.0,-82000000,7269000000.0,,
2017-12-31,10392000000,8018000000,-14000000.0,2692000000.0,10581000000.0,40247000000.0,-1615000000.0,101871000000.0,11038000000,10715000000.0,42383000000.0,-3049000000.0,,-4321000000.0,36000000.0,-1055000000.0,-17264000000.0,-3178000000.0,2672000000.0,59647000000.0,881000000.0,10268000000.0,-2101000000.0,11689000000.0,4306000000,340000000.0,134000000.0,9327000000.0,0.0,16000000.0,2874000000.0,-992000000.0,3137000000.0,1847000000.0,10080000000,694604000.0,24183000000.0,124308000000.0,38000000.0,2026000000.0,6086000000.0,20610000000.0,91156000000.0,113247000000.0,-14360000000.0,72987000000.0,7664000000,32323000000,44793000000.0,-3020000000,-4.35,197295000000.0,5947000000.0,-3020000000,-3020000000,-4.35,3059000000.0,694252874.0,2983000000.0,18336000000.0,14267000000,11278000000.0,10715000000.0,-6974000000.0,152502000000.0,0.0,16747000000.0,3943000000.0,673000000.0,430000000.0,18056000000,1432000000.0,749000000.0,-10000000,7813000000.0,,
2018-03-31,10678000000,10543000000,,2809000000.0,10715000000.0,41487000000.0,-3378000000.0,102885000000.0,1142000000,12658000000.0,48845000000.0,1700000000.0,1329000000.0,-8549000000.0,30000000.0,-1158000000.0,-18956000000.0,-2018000000.0,2004000000.0,67801000000.0,1343000000.0,11642000000.0,-2173000000.0,9849000000.0,5039000000,315000000.0,1943000000.0,1065000000.0,0.0,-18000000.0,3028000000.0,-670000000.0,3526000000.0,2457000000.0,12559000000,705134000.0,25394000000.0,123761000000.0,-257000000.0,1986000000.0,5639000000.0,20716000000.0,90227000000.0,120008000000.0,-9176000000.0,83174000000.0,7001000000,31146000000,46110000000.0,9401000000,13.33,206935000000.0,3093000000.0,9401000000,9401000000,13.53,3149000000.0,694826312.0,3426000000.0,16777000000.0,13467000000,10760000000.0,12658000000.0,-7846000000.0,160825000000.0,-1250000000.0,17862000000.0,3944000000.0,122000000.0,394000000.0,17679000000,1596000000.0,636000000.0,3173000000,10976000000.0,,
2018-06-30,10896000000,4215000000,,2662000000.0,12658000000.0,42243000000.0,-2889000000.0,102254000000.0,1020000000,14148000000.0,51672000000.0,-312000000.0,,-5661000000.0,27000000.0,-1541000000.0,-20204000000.0,-4937000000.0,3052000000.0,71876000000.0,1189000000.0,10132000000.0,-2052000000.0,16865000000.0,5114000000,358000000.0,1490000000.0,3480000000.0,0.0,-139000000.0,7914000000.0,-1525000000.0,3369000000.0,2413000000.0,6356000000,703247000.0,29903000000.0,124157000000.0,137000000.0,2114000000.0,5782000000.0,19707000000.0,88106000000.0,121282000000.0,-14597000000.0,87453000000.0,7878000000,32657000000,49610000000.0,3195000000,4.54,211610000000.0,4471000000.0,3195000000,3195000000,4.6,3237000000.0,694565217.0,3961000000.0,17043000000.0,13883000000,11075000000.0,14148000000.0,-3374000000.0,162000000000.0,-184000000.0,17895000000.0,3947000000.0,-145000000.0,479000000.0,18774000000,1714000000.0,698000000.0,-4092000000,11487000000.0,,
2018-09-30,11149000000,10083000000,,2448000000.0,14148000000.0,43111000000.0,-555000000.0,106416000000.0,891000000,13443000000.0,55300000000.0,-670000000.0,,-5300000000.0,28000000.0,-1253000000.0,-21828000000.0,-3478000000.0,2838000000.0,77128000000.0,0.0,13210000000.0,-2200000000.0,9557000000.0,5232000000,317000000.0,-705000000.0,-132000000.0,0.0,880000000.0,7993000000.0,-1676000000.0,3789000000.0,2230000000.0,12466000000,703859000.0,31301000000.0,129702000000.0,38000000.0,2355000000.0,5917000000.0,20397000000.0,92973000000.0,128405000000.0,-14685000000.0,91836000000.0,8310000000,33740000000,51698000000.0,9192000000,13.06,221538000000.0,7910000000.0,9192000000,9192000000,13.21,3214000000.0,695836488.0,4007000000.0,17897000000.0,14281000000,11821000000.0,13443000000.0,-10408000000.0,169840000000.0,,17895000000.0,3948000000.0,316000000.0,1318000000.0,19459000000,1752000000.0,1212000000.0,1320000000,12673000000.0,,
2018-12-31,13155000000,10072000000,,2220000000.0,13443000000.0,45049000000.0,-5000000.0,109140000000.0,1124000000,16701000000.0,59719000000.0,-2887000000.0,,-7120000000.0,29000000.0,-1041000000.0,-22788000000.0,-2746000000.0,2693000000.0,82507000000.0,69000000.0,12987000000.0,-2650000000.0,13988000000.0,6034000000,396000000.0,3258000000.0,495000000.0,950000000.0,55000000.0,7754000000.0,-2306000000.0,4378000000.0,2253000000.0,12681000000,700899000.0,34620000000.0,135676000000.0,-107000000.0,2580000000.0,7121000000.0,20544000000.0,92439000000.0,134885000000.0,-13773000000.0,97116000000.0,8203000000,39276000000,55164000000.0,8948000000,12.77,232792000000.0,5867000000.0,8948000000,8948000000,12.87,3545000000.0,695260295.0,4236000000.0,20838000000.0,17918000000,13796000000.0,16701000000.0,-6876000000.0,177628000000.0,,17888000000.0,3950000000.0,774000000.0,1264000000.0,21358000000,1784000000.0,1107000000.0,1356000000,13859000000.0,,
2019-03-31,12022000000,8146000000,,2063000000.0,16701000000.0,46532000000.0,-345000000.0,113488000000.0,1489000000,19148000000.0,69365000000.0,1172000000.0,,-4737000000.0,35000000.0,-1175000000.0,-24730000000.0,-4183000000.0,2547000000.0,69365000000.0,761000000.0,12000000000.0,-3025000000.0,21105000000.0,6029000000,391000000.0,2447000000.0,1093000000.0,47000000.0,-73000000.0,9388000000.0,-1780000000.0,3710000000.0,2769000000.0,10794000000,700879000.0,34910000000.0,138207000000.0,22000000.0,2613000000.0,5993000000.0,26967000000.0,94340000000.0,138720000000.0,-21790000000.0,107142000000.0,8305000000,36339000000,61877000000.0,6657000000,9.5,245349000000.0,7263000000.0,6657000000,6657000000,9.58,1417000000.0,694885177.0,4406000000.0,19149000000.0,16012000000,23700000000.0,19148000000.0,-5388000000.0,183472000000.0,,17943000000.0,4066000000.0,-425000000.0,1282000000.0,20327000000,1667000000.0,1053000000.0,-646000000,14474000000.0,,
