date,quarterlyResearchAndDevelopment,quarterlyOtherNonCurrentAssets,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyInventory,quarterlyOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedEPS,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyTaxProvision,quarterlyOtherCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlySaleOfInvestment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyPurchaseOfInvestment,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyBasicEPS,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,quarterlyInvestingCashFlow,quarterlyBasicAverageShares,quarterlyCashDividendsPaid,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentLiabilities,quarterlyStockBasedCompensation,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyOperatingExpense,quarterlyGoodwill,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepaymentOfDebt,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets
2007-09-30,6540000.0,27627000.0,719000.0,0.0,44817000.0,-1197000.0,11847000.0,10550000,10550000,23025000.0,10325000.0,51000.0,,-12220000.0,53540000.0,0.16,10814000.0,,17491000.0,47973000.0,,6941000.0,6297000.0,1300000.0,,4967000.0,47617000.0,9128000.0,6886000,224718000.0,,-673000.0,,88557000.0,88557000.0,55000.0,16704285.0,35017000.0,10252000.0,-3809000.0,,,,64376000,16925000,0.18,88557000.0,45567000.0,88038000.0,-606000.0,-1197000.0,16704285.0,-179000.0,,23034000.0,18225000,0.0,64047000.0,,-3100000.0,2610000.0,136680000.0,23991000.0,177101000.0,18809000.0,27353000.0,17714000.0,28642000.0,448000.0,17937000.0,22229000.0,,,21594000.0,1762000.0,0.0,4639000.0
2007-12-31,5505000.0,29338000.0,644000.0,144000.0,-2753000.0,-2251000.0,11539000.0,12055000,12055000,23110000.0,13878000.0,-38000.0,,-16843000.0,8176000.0,,11164000.0,,17545000.0,205000.0,,5490000.0,183000.0,1367000.0,,5589000.0,51871000.0,11627000.0,11242000,235511000.0,,-1034000.0,,96733000.0,96733000.0,55000.0,,88557000.0,14640000.0,-3825000.0,,,3019000.0,69276000,16581000,,96733000.0,49300000.0,85445000.0,-163000.0,-2438000.0,,0.0,,28007000.0,17948000,0.0,61809000.0,,8957000.0,1262000.0,150066000.0,23636000.0,183640000.0,19976000.0,26970000.0,18620000.0,32719000.0,448000.0,16827000.0,19294000.0,,,26659000.0,4134000.0,-187000.0,1543000.0
2008-03-31,6298000.0,30087000.0,643000.0,147000.0,-26071000.0,-1764000.0,900000.0,8791000,8791000,25984000.0,17635000.0,-65000.0,,-16843000.0,-10386000.0,0.15,11133000.0,,14413000.0,3400000.0,,5622000.0,183000.0,1448000.0,,6011000.0,53011000.0,15871000.0,8791000,227152000.0,,-612000.0,,86347000.0,86347000.0,56000.0,59924341.0,96733000.0,16929000.0,1688000.0,,,84000.0,71110000,13994000,0.16,86347000.0,49989000.0,59446000.0,-3168000.0,-1764000.0,55109018.0,,,27976000.0,15442000,,54781000.0,,17748000.0,5624000.0,167706000.0,4665000.0,174141000.0,21121000.0,30218000.0,15786000.0,35995000.0,448000.0,20983000.0,532000.0,,,29529000.0,4133000.0,0.0,1689000.0
2008-06-30,5980000.0,30821000.0,60000.0,882000.0,2676000.0,-2792000.0,647000.0,10601000,10601000,29256000.0,16690000.0,-202000.0,,-16843000.0,16556000.0,0.18,11837000.0,,17380000.0,2302000.0,,6779000.0,183000.0,1290000.0,,6793000.0,55231000.0,13898000.0,10601000,250910000.0,,-923000.0,,102903000.0,102903000.0,56000.0,60050622.0,86347000.0,16810000.0,-2321000.0,,,,74766000,16740000,0.19,102903000.0,53363000.0,62238000.0,-4695000.0,-2792000.0,56166934.0,,,28680000.0,18030000,,57780000.0,,28349000.0,11204000.0,188672000.0,4458000.0,195679000.0,21403000.0,29576000.0,18194000.0,36623000.0,448000.0,21946000.0,285000.0,,,30366000.0,4173000.0,0.0,1156000.0
2008-09-30,6020000.0,29840000.0,19000.0,1420000.0,3998000.0,-2983000.0,548000.0,13065000,13065000,29261000.0,18322000.0,-459000.0,,-16843000.0,19700000.0,0.22,12816000.0,,20619000.0,2775000.0,,7554000.0,0.0,1488000.0,,7289000.0,55277000.0,15339000.0,13065000,271232000.0,,-698000.0,,122603000.0,122603000.0,57000.0,56774983.0,102903000.0,14510000.0,-3460000.0,,,,78132000,20506000,0.23,122603000.0,55739000.0,57423000.0,576000.0,-2983000.0,56774983.0,,,29659000.0,21994000,,53173000.0,,41414000.0,3229000.0,213809000.0,4250000.0,215955000.0,22393000.0,29511000.0,19509000.0,35233000.0,,18606000.0,202000.0,,,29167000.0,4048000.0,0.0,873000.0
2008-12-31,7197000.0,31488000.0,31000.0,-560000.0,592000.0,-1836000.0,465000.0,-530000,-530000,27400000.0,25531000.0,-491000.0,,-21467000.0,24307000.0,,12979000.0,,19979000.0,1278000.0,,20509000.0,11032000.0,1519000.0,,7410000.0,61106000.0,23695000.0,-530000,293348000.0,,-7000.0,,146910000.0,146910000.0,57000.0,,122603000.0,15914000.0,17927000.0,,,,83066000,20110000,,146910000.0,58529000.0,73957000.0,1699000.0,-1903000.0,,,,34446000.0,21629000,,65647000.0,,40884000.0,-1639000.0,219391000.0,8310000.0,232242000.0,24537000.0,30715000.0,21003000.0,38419000.0,448000.0,17233000.0,,,,31007000.0,8153000.0,-67000.0,551000.0
2009-03-31,7767000.0,4409000.0,10000.0,65000.0,725000.0,-1016000.0,403000.0,13021000,13264000,29788000.0,5719000.0,-322000.0,,,5337000.0,0.22,12331000.0,,19799000.0,,,6535000.0,0.0,1508000.0,-5467000.0,7524000.0,61690000.0,4703000.0,13021000,304901000.0,,-498000.0,,152247000.0,152247000.0,57000.0,60167015.0,146910000.0,15963000.0,-12884000.0,71000.0,,,85492000,20086000,0.23,152247000.0,60747000.0,68805000.0,-2585000.0,-995000.0,57407708.0,,4666000.0,,21317000,,60540000.0,2640000.0,53905000.0,821000.0,235729000.0,8265000.0,243211000.0,24745000.0,35627000.0,19569000.0,40661000.0,,19939000.0,140000.0,,-79000.0,32894000.0,8125000.0,21000.0,522000.0
2009-06-30,7252000.0,3776000.0,7000.0,87000.0,587000.0,-1714000.0,224000.0,13092000,13251000,29812000.0,5413000.0,307000.0,,,4319000.0,0.22,12400000.0,,20316000.0,,,7065000.0,0.0,1555000.0,-2828000.0,7702000.0,61612000.0,3699000.0,13092000,315537000.0,,-243000.0,,156566000.0,156566000.0,58000.0,60184802.0,152247000.0,14044000.0,-13586000.0,-1940000.0,,,83569000,19948000,0.23,156566000.0,59995000.0,61995000.0,-409000.0,-1750000.0,57552307.0,,306000.0,,21878000,,53440000.0,2833000.0,66997000.0,1057000.0,252999000.0,8555000.0,253925000.0,23574000.0,38464000.0,20070000.0,40047000.0,,18796000.0,201000.0,,-176000.0,32795000.0,8354000.0,-36000.0,525000.0
2009-09-30,7742000.0,4462000.0,54000.0,33000.0,439000.0,-1259000.0,226000.0,13055000,13321000,31254000.0,18572000.0,301000.0,,,18120000.0,0.22,12118000.0,,21135000.0,419000.0,,7814000.0,0.0,1449000.0,-1082000.0,7825000.0,60822000.0,17313000.0,13055000,335989000.0,,120000.0,,174686000.0,174686000.0,58000.0,59340909.0,156566000.0,13806000.0,92000.0,-255000.0,,,87441000,20840000,0.23,174686000.0,62243000.0,65309000.0,-1239000.0,-1259000.0,57665932.0,,890000.0,,22638000,,56455000.0,2430000.0,80052000.0,732000.0,269853000.0,8854000.0,275167000.0,25198000.0,39222000.0,24219000.0,41403000.0,,17314000.0,187000.0,,-13000.0,33661000.0,8667000.0,0.0,793000.0
2009-12-31,8940000.0,5335000.0,4000.0,30000.0,589000.0,-1498000.0,0.0,14060000,14186000,31559000.0,17417000.0,-435000.0,,-26034000.0,-42632000.0,,11682000.0,,20930000.0,741000.0,56989000.0,6744000.0,14641000.0,1467000.0,395000.0,9829000.0,66957000.0,15919000.0,14060000,356345000.0,,63000.0,,132054000.0,189043000.0,58000.0,,174686000.0,16716000.0,657000.0,2901000.0,270000.0,,92613000,21352000,,132054000.0,65817000.0,66657000.0,304000.0,-60468000.0,,0.0,477000.0,37716000.0,22401000,,59441000.0,,94112000.0,11249000.0,288714000.0,7216000.0,289388000.0,26796000.0,38897000.0,27547000.0,44465000.0,448000.0,,,,-182000.0,35525000.0,6775000.0,0.0,1357000.0
2010-03-31,9410000.0,6577000.0,,1383000.0,-110784000.0,-2149000.0,,26710000,26164000,33699000.0,36058000.0,-347000.0,,,-95901000.0,0.44,12302000.0,,40437000.0,5354000.0,75986000.0,14273000.0,0.0,1577000.0,-7375000.0,9780000.0,70205000.0,33909000.0,26710000,291274000.0,56989000.0,127000.0,-75986000.0,36153000.0,112139000.0,59000.0,58266696.0,132054000.0,20949000.0,5226000.0,4256000.0,2079000.0,555000.0,98765000,40784000,0.46,36153000.0,69537000.0,82754000.0,-2388000.0,-21146000.0,58266696.0,-117506000.0,10498000.0,,42361000,,73444000.0,2818000.0,3316000.0,1101000.0,208075000.0,9310000.0,221069000.0,29228000.0,46038000.0,24675000.0,28753000.0,,17261000.0,,,-15000.0,19343000.0,7076000.0,0.0,1550000.0
2010-06-30,9051000.0,7653000.0,,-846000.0,-551000.0,-2692000.0,,14287000,13916000,37110000.0,1755000.0,309000.0,,,74818000.0,0.24,13083000.0,,21319000.0,308000.0,0.0,7403000.0,0.0,1574000.0,-2963000.0,10129000.0,74785000.0,-937000.0,14287000,300651000.0,75986000.0,517000.0,0.0,110971000.0,110971000.0,59000.0,60510243.0,36153000.0,21751000.0,-19852000.0,828000.0,2029000.0,1076000.0,100080000,21010000,0.24,110971000.0,70305000.0,73794000.0,-3522000.0,73334000.0,58798236.0,0.0,1013000.0,,22584000,,63781000.0,3500000.0,17603000.0,695000.0,225299000.0,10013000.0,225866000.0,29775000.0,49093000.0,25374000.0,49295000.0,,15585000.0,,,-13000.0,40244000.0,7839000.0,40000.0,1445000.0
2010-09-30,9227000.0,8117000.0,,-43000.0,557000.0,-2482000.0,,16419000,16694000,43401000.0,15943000.0,1232000.0,,,14436000.0,0.27,13822000.0,,24070000.0,615000.0,0.0,7376000.0,0.0,1604000.0,-223000.0,10294000.0,78947000.0,13461000.0,16419000,326866000.0,0.0,775000.0,0.0,125407000.0,125407000.0,59000.0,60572000.0,110971000.0,23892000.0,-6112000.0,2105000.0,1979000.0,441000.0,100988000,22838000,0.28,125407000.0,71612000.0,79486000.0,-6380000.0,-2480000.0,58866000.0,0.0,1021000.0,,24442000,,69883000.0,2569000.0,34022000.0,704000.0,245529000.0,9603000.0,247919000.0,29376000.0,49330000.0,30292000.0,48774000.0,,14624000.0,,,-15000.0,39547000.0,7490000.0,2000.0,1729000.0
2010-12-31,8312000.0,5990000.0,,213000.0,-40314000.0,-4175000.0,,16114000,16631000,45028000.0,7264000.0,154000.0,,-31370000.0,-37102000.0,,15951000.0,,21743000.0,3962000.0,0.0,5112000.0,0.0,1829000.0,-344000.0,10497000.0,92630000.0,3089000.0,16114000,310235000.0,0.0,925000.0,0.0,88305000.0,88305000.0,59000.0,,125407000.0,22150000.0,-15529000.0,-1715000.0,1554000.0,-4303000.0,105574000,21589000,,88305000.0,74128000.0,80196000.0,-1798000.0,-4217000.0,,-44472000.0,722000.0,47321000.0,23418000,,70197000.0,3416000.0,5664000.0,5433000.0,227645000.0,9999000.0,217605000.0,31446000.0,49694000.0,30906000.0,52539000.0,448000.0,16369000.0,,,-17000.0,44227000.0,8323000.0,-42000.0,2136000.0
2011-03-31,9975000.0,5996000.0,,-198000.0,2414000.0,-1306000.0,,18013000,18154000,42163000.0,16180000.0,194000.0,,,17299000.0,0.3,15249000.0,,25583000.0,,,7429000.0,0.0,2044000.0,-2263000.0,10462000.0,96201000.0,14874000.0,18013000,327988000.0,0.0,797000.0,0.0,105604000.0,105604000.0,60000.0,60991000.0,88305000.0,17791000.0,-9547000.0,-4375000.0,1390000.0,751000.0,113042000,25389000,0.3,105604000.0,76832000.0,73312000.0,2489000.0,-1306000.0,59598000.0,0.0,4490000.0,,27433000,,63143000.0,3433000.0,23677000.0,19229000.0,252121000.0,10169000.0,231787000.0,36210000.0,51886000.0,9869000.0,51443000.0,,16694000.0,,,-16000.0,41468000.0,8669000.0,0.0,2940000.0
2011-06-30,9446000.0,6900000.0,,287000.0,2775000.0,-1665000.0,,17038000,16909000,44954000.0,18605000.0,528000.0,,,20090000.0,0.28,15132000.0,,22660000.0,,,5751000.0,0.0,1796000.0,-170000.0,,97463000.0,16940000.0,17038000,351742000.0,0.0,1092000.0,0.0,125694000.0,125694000.0,60000.0,61232000.0,105604000.0,20127000.0,-5390000.0,2330000.0,1262000.0,307000.0,109565000,22132000,0.28,125694000.0,75251000.0,72646000.0,-3265000.0,-1665000.0,59842000.0,0.0,1327000.0,,23928000,,62282000.0,4141000.0,40715000.0,-17045000.0,276650000.0,10364000.0,254279000.0,34314000.0,52036000.0,10426000.0,53119000.0,,15268000.0,,,-11000.0,43673000.0,9003000.0,0.0,1806000.0
2011-09-30,9372000.0,7336000.0,240000.0,-31000.0,400000.0,-2256000.0,,14829000,14824000,45523000.0,19281000.0,-240000.0,,,17498000.0,0.24,15096000.0,,18693000.0,441000.0,,3869000.0,0.0,1768000.0,-1583000.0,,97474000.0,17025000.0,14829000,374104000.0,0.0,1294000.0,0.0,143192000.0,143192000.0,60000.0,61086000.0,125694000.0,20006000.0,-1873000.0,-101000.0,1120000.0,232000.0,104040000,18933000,0.25,143192000.0,68439000.0,76733000.0,-1598000.0,-2256000.0,59971000.0,0.0,1923000.0,,18933000,,66038000.0,2593000.0,55544000.0,1614000.0,294907000.0,10695000.0,276630000.0,35601000.0,53526000.0,10764000.0,49506000.0,,14876000.0,,,-10000.0,40134000.0,9488000.0,0.0,1703000.0
2011-12-31,9619000.0,7644000.0,,82000.0,-35743000.0,-2281000.0,,13820000,14166000,45944000.0,24891000.0,-468000.0,,-37121000.0,-13310000.0,,15239000.0,,19595000.0,375000.0,,5429000.0,0.0,1734000.0,-3533000.0,11393000.0,103169000.0,22610000.0,13820000,366104000.0,0.0,1274000.0,0.0,129882000.0,129882000.0,58000.0,,143192000.0,27302000.0,7377000.0,7305000.0,984000.0,-2857000.0,112341000,20063000,,129882000.0,73612000.0,86438000.0,-672000.0,-2281000.0,,0.0,570000.0,52360000.0,21797000,,75953000.0,3509000.0,69364000.0,924000.0,276828000.0,10485000.0,262935000.0,38729000.0,57013000.0,12297000.0,53549000.0,448000.0,16019000.0,,,-13000.0,43930000.0,9427000.0,0.0,2008000.0
2012-03-31,10505000.0,8083000.0,,-167000.0,-14270000.0,-2438000.0,,15774000,15766000,47879000.0,23248000.0,-582000.0,,,-1034000.0,0.27,20246000.0,-7176000.0,21746000.0,275000.0,,5980000.0,0.0,1760000.0,-3496000.0,12595000.0,113920000.0,20810000.0,15774000,380389000.0,,861000.0,,128848000.0,128848000.0,57000.0,59142000.0,129882000.0,29397000.0,822000.0,1268000.0,849000.0,56000.0,119228000,22328000,0.27,128848000.0,79305000.0,102612000.0,-1930000.0,-9614000.0,58178000.0,,4882000.0,,24088000,-14366000.0,89584000.0,3804000.0,85138000.0,4027000.0,274930000.0,13028000.0,266469000.0,39923000.0,60861000.0,20792000.0,56977000.0,5633000.0,16837000.0,,,-12000.0,46472000.0,12117000.0,0.0,3649000.0
2012-06-30,11110000.0,7337000.0,,-118000.0,-11713000.0,-3624000.0,,17697000,17768000,45735000.0,7921000.0,-462000.0,,,-7331000.0,0.3,21377000.0,26000.0,22211000.0,318000.0,,4443000.0,0.0,2213000.0,-3658000.0,12876000.0,116329000.0,4297000.0,17697000,381007000.0,,1217000.0,,121517000.0,121517000.0,57000.0,58084000.0,128848000.0,22703000.0,-16640000.0,-6678000.0,842000.0,-237000.0,122775000,22673000,0.31,121517000.0,81432000.0,85849000.0,2082000.0,-3598000.0,57141000.0,,368000.0,,24886000,-11902000.0,74651000.0,4033000.0,102835000.0,4233000.0,292224000.0,11198000.0,264678000.0,41343000.0,64517000.0,14633000.0,58759000.0,5633000.0,18380000.0,,,-11000.0,47649000.0,10305000.0,0.0,4170000.0
2012-09-30,12121000.0,7511000.0,,33000.0,485000.0,-4654000.0,,13794000,13563000,48981000.0,25789000.0,912000.0,,,-8529000.0,0.24,23028000.0,-30249000.0,18864000.0,441000.0,,5301000.0,0.0,2536000.0,2172000.0,27288000.0,149419000.0,21135000.0,13794000,409617000.0,,3053000.0,,112988000.0,112988000.0,57000.0,58145000.0,121517000.0,26024000.0,5334000.0,2680000.0,709000.0,121000.0,119069000,17952000,0.24,112988000.0,78333000.0,95347000.0,-1852000.0,-34903000.0,57201000.0,,492000.0,,20488000,0.0,84494000.0,3196000.0,116629000.0,3372000.0,311540000.0,10853000.0,260198000.0,40736000.0,62998000.0,16580000.0,60381000.0,22745000.0,18784000.0,,,11000.0,48260000.0,10070000.0,0.0,3554000.0
2012-12-31,13341000.0,8022000.0,,-496000.0,-56591000.0,-3776000.0,,15007000,14841000,47358000.0,18476000.0,-1273000.0,,-43456000.0,-41434000.0,,23924000.0,0.0,21000000.0,608000.0,,6159000.0,0.0,2860000.0,-5148000.0,27363000.0,156599000.0,14700000.0,15007000,375946000.0,,3542000.0,,71554000.0,71554000.0,57000.0,,112988000.0,27033000.0,3037000.0,1004000.0,576000.0,-6746000.0,132161000,22273000,,71554000.0,87181000.0,100278000.0,1176000.0,-3776000.0,,,1504000.0,67380000.0,25133000,0.0,89539000.0,3064000.0,74361000.0,3551000.0,273079000.0,10739000.0,219347000.0,44980000.0,67911000.0,16648000.0,64908000.0,22824000.0,19278000.0,,7408000.0,-14000.0,51567000.0,7450000.0,0.0,3896000.0
2013-03-31,14167000.0,7659000.0,,-164000.0,-12216000.0,-2946000.0,,16428000,16402000,48462000.0,25101000.0,-2326000.0,,,10021000.0,0.28,23910000.0,0.0,20815000.0,463000.0,,4413000.0,0.0,2783000.0,-72000.0,27767000.0,159292000.0,22155000.0,16428000,387827000.0,,3695000.0,,81575000.0,81575000.0,57000.0,58011000.0,71554000.0,30876000.0,1165000.0,3874000.0,454000.0,,135942000,23141000,0.29,81575000.0,89581000.0,107260000.0,-1274000.0,-2946000.0,57240000.0,,3431000.0,,25924000,-12431000.0,96264000.0,3413000.0,90789000.0,3589000.0,278003000.0,10996000.0,228535000.0,46361000.0,67835000.0,19882000.0,66440000.0,22789000.0,20501000.0,,,-84000.0,52273000.0,10303000.0,0.0,3105000.0
2013-06-30,13879000.0,7473000.0,,-340000.0,-7277000.0,-3144000.0,,17038000,14648000,55717000.0,7302000.0,-238000.0,,,-3502000.0,0.3,23990000.0,0.0,22942000.0,434000.0,,8294000.0,0.0,2817000.0,641000.0,27993000.0,161229000.0,4158000.0,17038000,397229000.0,,2883000.0,,78073000.0,78073000.0,56000.0,57204000.0,81575000.0,31623000.0,-16657000.0,770000.0,400000.0,,137422000,23180000,0.3,78073000.0,91232000.0,103743000.0,-7702000.0,-3144000.0,56440000.0,,736000.0,,25997000,-7359000.0,92789000.0,2977000.0,107827000.0,3741000.0,293312000.0,10954000.0,236000000.0,46190000.0,66971000.0,15843000.0,68052000.0,22469000.0,20453000.0,,,-12000.0,54173000.0,10328000.0,0.0,3251000.0
