date,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyOtherCurrentAssets,quarterlyCurrentDebt,quarterlySaleOfInvestment,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyDilutedEPS,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyDilutedAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyInventory,quarterlyChangeInInventory,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyCashDividendsPaid,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyIncomeTaxPayable
1984-04-30,,,,,,,,,,,,,,,,380300000,,,,,,,,,380300000,,,,,,,,1159936000.0,0.0125,,380300000,,,,,,,,,,,,,,,0.0125,,,,,,,1159936000.0,,12700000,,,,,,,,,,,,,,,,,
1984-07-31,,,,,,,,,,,,,,,,484900000,,,,,,,,,484900000,,,,,,,,1159936000.0,0.02,,484900000,,,,,,,,,,,,,,,0.02,,,,,,,1159936000.0,,20500000,,,,,,,,,,,,,,,,,
1984-10-31,,,,,,,,,,,,,,,,447700000,,,,,,,,,447700000,,,,,,,,1159936000.0,0.0175,,447700000,,,,,,,,,,,,,,,0.0175,,,,,,,1159936000.0,,17700000,,,,,,,,,,,,,,,,,
1985-01-31,,,,,,341300000.0,-85300000.0,,84200000.0,84200000.0,2600000.0,7100000.0,,,,-1170600000,,,,,,,280500000.0,,375900000,,,182300000.0,,195200000.0,,,,,,-1170600000,,,104600000.0,259400000.0,432400000.0,189400000.0,,,1200000.0,,635300000.0,202900000.0,,,,7700000.0,294000000.0,,,,,,,10500000,92500000.0,10900000.0,,,,248300000.0,,,,,,,,,,,
1985-04-30,,,,,,,,,,,,,,,,452300000,,,,,,,,,452300000,,,,,,,,1159936000.0,0.0125,,452300000,,,,,,,,,,,,,,,0.0125,,,,,,,1159936000.0,,11900000,,,,,,,,,,,,,,,,,
1985-07-31,,,,,,,,,,,,,,,,595600000,,,,,,,,,595600000,,,,,,,,1159936000.0,0.02,,595600000,,,,,,,,,,,,,,,0.02,,,,,,,1159936000.0,,20900000,,,,,,,,,,,,,,,,,
1985-10-31,,,,,,,,,,,,,,,,549000000,,,,,,,,,549000000,,,,,,,,1159936000.0,0.015,,549000000,,,,,,,,,,,,,,,0.015,,,,,,,1159936000.0,,15600000,,,,,,,,,,,,,,,,,
1986-01-31,,,,,,407400000.0,-101400000.0,,87200000.0,87200000.0,6700000.0,8700000.0,,,,-1472700000,,,,,,,410000000.0,,475600000,,,243000000.0,,308600000.0,,,,,,-1472700000,,,198300000.0,306600000.0,534600000.0,251700000.0,,,1200000.0,,857400000.0,322800000.0,,,,14200000.0,450000000.0,,,,,,,11300000,183900000.0,13200000.0,,,,313100000.0,,,,,,,,,,,
1986-04-30,,,,,,,,,,,,,,,,534000000,,,,,,,,,534000000,,,,,,,,1250624000.0,0.01,,534000000,,,,,,,,,,,,,,,0.01,,,,,,,1250624000.0,,11400000,,,,,,,,,,,,,,,,,
1986-07-31,,,,,,,,,,,,,,,,657800000,,,,,,,,,657800000,,,,,,,,1250624000.0,0.0175,,657800000,,,,,,,,,,,,,,,0.0175,,,,,,,1250624000.0,,21300000,,,,,,,,,,,,,,,,,
1986-10-31,,,,,,,,,,,,,,,,594300000,,,,,,,,,594300000,,,,,,,,1267872000.0,0.01,,594300000,,,,,,,,,,,,,,,0.01,,,,,,,1267872000.0,,12400000,,,,,,,,,,,,,,,,,
1987-01-31,,,,,,540500000.0,-101400000.0,,50000000.0,50000000.0,10000000.0,9900000.0,,,,-1664300000,,,,,,,514600000.0,,497400000,,,247400000.0,,413200000.0,,,,,,-1664300000,,,171400000.0,344300000.0,546900000.0,257300000.0,,,0.0,,969200000.0,422300000.0,,,,9100000.0,428700000.0,,,,,,,10000000,153000000.0,18400000.0,,,,368200000.0,,,,,,,,,,,
1987-04-30,,,,,,,,,,,,,,,,569200000,,,,,,,,,569200000,,,,,,,,1267936000.0,0.0125,,569200000,,,,,,,,,,,,,,,0.0125,,,,,,,1267936000.0,,12900000,,,,,,,,,,,,,,,,,
1987-07-31,,,,,,,,,,,,,,,,725100000,,,,,,,,,725100000,,,,,,,,1268032000.0,0.02,,725100000,,,,,,,,,,,,,,,0.02,,,,,,,1268032000.0,,22800000,,,,,,,,,,,,,,,,,
1987-10-31,,,,,,,,,,,,,,,,645600000,,,,,,,,,645600000,,,,,,,,1268160000.0,0.015,,645600000,,,,,,,,,,,,,,,0.015,,,,,,,1268160000.0,,16600000,,,,,,,,,,,,,,,,,
1988-01-31,,,,,,582400000.0,-101400000.0,,43900000.0,43900000.0,16900000.0,11700000.0,,,,-1829400000,,,,,,,554400000.0,,502400000,,,220200000.0,,453000000.0,,,,,,-1829400000,,,213000000.0,388400000.0,552500000.0,231900000.0,,,26800000.0,,1027300000.0,474800000.0,,,,21800000.0,444900000.0,,,,,,,3700000,186200000.0,,,,,373800000.0,,,,,,,,,,,
1988-04-30,,,,,,,,,,,,,,,,590600000,,,,,,,,,590600000,,,,,,,,1268160000.0,0.0125,,590600000,,,,,,,,,,,,,,,0.0125,,,,,,,1268160000.0,,15100000,,,,,,,,,,,,,,,,,
1988-07-31,,,,,,,,,,,,,,,,704600000,,,,,,,,,704600000,,,,,,,,1259712000.0,0.0225,,704600000,,,,,,,,,,,,,,,0.0225,,,,,,,1259712000.0,,26400000,,,,,,,,,,,,,,,,,
1988-10-31,,,,,,,,,,,,,,,,652100000,,,,,,,,,652100000,,,,,,,,1187296000.0,0.015,,652100000,,,,,,,,,,,,,,,0.015,,,,,,,1187296000.0,,15900000,,,,,,,,,,,,,,,,,
1989-01-31,,,,,,586900000.0,-161700000.0,,60300000.0,60300000.0,10200000.0,12600000.0,,,,-1820700000,,,,,,,641600000.0,,569600000,,,273100000.0,,479900000.0,,,,,,-1820700000,,,213200000.0,440300000.0,577600000.0,285700000.0,,,-100000.0,,1085800000.0,508200000.0,,,,28300000.0,498900000.0,,,,,,,11800000,190100000.0,23200000.0,,,,379400000.0,,,,,,,,,,,
1989-04-30,,,,,,,,,,,,,,,,602100000,,,,,,,,,602100000,,,,,,,,1188384000.0,0.0125,,602100000,,,,,,,,,,,,,,,0.0125,,,,,,,1188384000.0,,14600000,,,,,,,,,,,,,,,,,
1989-07-31,,,,,,,,,,,,,,,,746200000,,,,,,,,,746200000,,,,,,,,1188448000.0,0.025,,746200000,,,,,,,,,,,,,,,0.025,,,,,,,1188448000.0,,29900000,,,,,,,,,,,,,,,,,
1989-10-31,,,29600000.0,,,639900000.0,-161700000.0,,600000.0,600000.0,13500000.0,28600000.0,,4700000.0,,34400000,,,,,184600000.0,,675400000.0,,702700000,,,93300000.0,9300000.0,513700000.0,,,1160000000.0,0.0175,,46100000,,,198500000.0,491700000.0,601300000.0,306500000.0,,122300000.0,0.0,20300000.0,1144900000.0,543600000.0,,,0.0175,29900000.0,505000000.0,,,168400000.0,,1160000000.0,20300000.0,20300000,171300000.0,27200000.0,,-100000.0,134000000.0,439000000.0,,,,534300000.0,,,,,,,
1990-01-31,0.0,,13800000.0,1300000.0,,645600000.0,-198400000.0,,55600000.0,55600000.0,10700000.0,12700000.0,,5700000.0,-23800000.0,17700000,300000.0,-1600000.0,78000000.0,,210200000.0,,706200000.0,-22300000.0,599500000,98200000.0,55000000.0,85000000.0,3700000.0,507800000.0,,200000.0,,,0.0,30000000,75900000.0,,193900000.0,497000000.0,595900000.0,307900000.0,,116000000.0,-100000.0,10100000.0,1147400000.0,551500000.0,12300000.0,,,43700000.0,501800000.0,,,146000000.0,0.0,,10100000.0,10100000,167900000.0,26100000.0,,1800000.0,128300000.0,407700000.0,31300000.0,,,453500000.0,-19500000.0,0.0,-4800000.0,,,,
1990-04-30,55600000.0,,31800000.0,400000.0,,663600000.0,-209200000.0,,37000000.0,37000000.0,9200000.0,53500000.0,,3800000.0,34600000.0,35500000,900000.0,1300000.0,-67100000.0,,243600000.0,,726100000.0,-22000000.0,720900000,-31900000.0,-18500000.0,107300000.0,9800000.0,516900000.0,,-100000.0,1100000000.0,0.02,,47700000,-53900000.0,,193000000.0,514200000.0,700300000.0,404400000.0,,125500000.0,0.0,22000000.0,1261000000.0,560700000.0,12200000.0,,0.02,43800000.0,597400000.0,,,173200000.0,0.0,1100000000.0,22000000.0,22000000,165600000.0,27400000.0,,100000.0,137700000.0,516300000.0,-108600000.0,,,547700000.0,-21200000.0,0.0,-4800000.0,,,,
1990-07-31,0.0,,41900000.0,-200000.0,,693800000.0,-218900000.0,,54900000.0,54900000.0,10700000.0,92400000.0,,4100000.0,33800000.0,46000000,5100000.0,0.0,-34900000.0,,208400000.0,,747900000.0,-23400000.0,818100000,7700000.0,17900000.0,102600000.0,11900000.0,529000000.0,,0.0,1200000000.0,0.025,,58500000,-15700000.0,,191200000.0,539200000.0,713100000.0,403400000.0,,143900000.0,0.0,30000000.0,1288400000.0,575300000.0,12500000.0,,0.025,46300000.0,594600000.0,,,202400000.0,0.0,1200000000.0,30000000.0,30000000,163800000.0,27400000.0,,0.0,156400000.0,504100000.0,12100000.0,,,615700000.0,-23600000.0,0.0,-4900000.0,,,,
1990-10-31,0.0,,19700000.0,-2500000.0,,687400000.0,-227700000.0,,52600000.0,52600000.0,12400000.0,120200000.0,,4800000.0,2400000.0,24400000,0.0,0.0,-11100000.0,,186200000.0,,762900000.0,-23400000.0,708100000,17000000.0,-2300000.0,99800000.0,5600000.0,535200000.0,,,1128000000.0,0.0125,,37500000,-6400000.0,,189300000.0,499600000.0,699700000.0,406200000.0,,137200000.0,0.0,14100000.0,1282900000.0,583200000.0,13100000.0,,0.0125,48000000.0,595500000.0,,,174700000.0,0.0,1128000000.0,14100000.0,14100000,161900000.0,27400000.0,,100000.0,150300000.0,498100000.0,6100000.0,,,533400000.0,-21800000.0,0.0,-4900000.0,,,,
1991-01-31,0.0,,7100000.0,-1000000.0,,682700000.0,-235100000.0,,15000000.0,15000000.0,44300000.0,64200000.0,,4700000.0,-72500000.0,39400000,0.0,-1100000.0,69000000.0,,186900000.0,,776600000.0,-22200000.0,586000000,86400000.0,-37600000.0,86600000.0,2000000.0,541500000.0,,,,,-8300000.0,53000000,64200000.0,,182700000.0,495300000.0,616500000.0,337700000.0,,99400000.0,0.0,5100000.0,1203100000.0,586600000.0,13600000.0,,,45100000.0,520400000.0,,,152400000.0,0.0,,5100000.0,5100000,159200000.0,23500000.0,,-27600000.0,113000000.0,460800000.0,37300000.0,,,433600000.0,-51400000.0,0.0,-4700000.0,,,,
1991-04-30,15000000.0,,16500000.0,-600000.0,,689600000.0,-245500000.0,,18300000.0,18300000.0,48000000.0,76500000.0,,3900000.0,5900000.0,20300000,100000.0,,-7100000.0,,238200000.0,,792100000.0,-18800000.0,693400000,18400000.0,3300000.0,107500000.0,5000000.0,546600000.0,,,1150000000.0,0.01,,34300000,-400000.0,,180800000.0,502000000.0,701400000.0,422200000.0,,133200000.0,-100000.0,11500000.0,1292600000.0,591200000.0,14000000.0,-2400000.0,0.01,44600000.0,603000000.0,,,167500000.0,0.0,1150000000.0,11500000.0,11500000,157400000.0,23500000.0,,100000.0,147200000.0,517100000.0,-56300000.0,,,525900000.0,-21000000.0,0.0,-4700000.0,,,,
1991-07-31,0.0,,36300000.0,-300000.0,,710100000.0,-256900000.0,,24700000.0,24700000.0,24200000.0,65000000.0,,3800000.0,-18600000.0,40000000,400000.0,,-7900000.0,,221800000.0,,821300000.0,-33200000.0,863000000,31900000.0,6400000.0,110100000.0,11000000.0,564400000.0,,,1124444444.0,0.0225,,54300000,-1300000.0,,178600000.0,522200000.0,676500000.0,396900000.0,,154500000.0,100000.0,25300000.0,1285600000.0,609100000.0,14200000.0,,0.0225,44700000.0,575500000.0,,,208800000.0,-100000.0,1124444444.0,25300000.0,25300000,155000000.0,23500000.0,,100000.0,168800000.0,494200000.0,22900000.0,,,654200000.0,-6900000.0,0.0,-5100000.0,,,,
1991-10-31,0.0,,19200000.0,-400000.0,,716200000.0,-269200000.0,,8700000.0,8700000.0,47600000.0,133400000.0,-20400000.0,4000000.0,49400000.0,23200000,100000.0,,-41000000.0,,234400000.0,,852300000.0,-31800000.0,790300000,-14000000.0,-16000000.0,118600000.0,6200000.0,583100000.0,,,1040000000.0,0.0125,,37700000,-45800000.0,,166700000.0,528600000.0,742100000.0,486400000.0,,150800000.0,0.0,13000000.0,1369300000.0,627200000.0,14500000.0,,0.0125,44100000.0,653100000.0,,,188500000.0,100000.0,1040000000.0,13000000.0,13000000,145500000.0,21200000.0,,0.0,165300000.0,552300000.0,-58100000.0,,,601800000.0,-51400000.0,0.0,-5100000.0,,,,
