date,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyOtherCurrentAssets,quarterlyCurrentDebt,quarterlySaleOfInvestment,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyDilutedEPS,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyDilutedAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyInventory,quarterlyChangeInInventory,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyCashDividendsPaid,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyIncomeTaxPayable
1992-01-31,0.0,,-66900000.0,1200000.0,,668600000.0,-256800000.0,,26100000.0,26100000.0,25500000.0,161500000.0,27700000.0,5200000.0,-8100000.0,9600000,600000.0,-23800000.0,39700000.0,,307800000.0,,869800000.0,-50000000.0,709600000,57200000.0,17400000.0,119700000.0,-23600000.0,613000000.0,,,,,0.0,25200000,7200000.0,,183600000.0,480200000.0,770100000.0,589000000.0,,145300000.0,63700000.0,-43300000.0,1441200000.0,671100000.0,15600000.0,,,58100000.0,772600000.0,,,170500000.0,100000.0,,-43300000.0,-43300000,113700000.0,6200000.0,,-71300000.0,160900000.0,602800000.0,-50500000.0,,,539100000.0,-31700000.0,0.0,-5100000.0,,,,
1992-04-30,26100000.0,,34700000.0,1700000.0,,687500000.0,-265200000.0,,26100000.0,26100000.0,62900000.0,254000000.0,,3600000.0,54500000.0,38400000,300000.0,3300000.0,-30900000.0,,311100000.0,,922600000.0,-58700000.0,883300000,9000000.0,0.0,144400000.0,10900000.0,657400000.0,,100000.0,1057777778.0,0.0225,,54600000,-49700000.0,,157600000.0,498900000.0,838100000.0,709500000.0,,158600000.0,60300000.0,23800000.0,1554600000.0,716500000.0,16200000.0,-9900000.0,0.0225,59100000.0,867100000.0,,,213200000.0,0.0,1057777778.0,23800000.0,23800000,88000000.0,9300000.0,,-100000.0,174800000.0,697900000.0,-95100000.0,,,670100000.0,-63400000.0,0.0,-5100000.0,,,,
1992-07-31,0.0,,44400000.0,-800000.0,,712600000.0,-265200000.0,,24300000.0,24300000.0,81200000.0,189300000.0,,4200000.0,47200000.0,48600000,500000.0,-500000.0,-35700000.0,,266200000.0,,945400000.0,-47600000.0,1061600000,6900000.0,-1800000.0,140700000.0,14700000.0,680200000.0,,0.0,1080000000.0,0.0275,,65500000,-40700000.0,,270600000.0,498900000.0,828200000.0,596200000.0,,181200000.0,52900000.0,29700000.0,1579400000.0,751200000.0,16900000.0,-11100000.0,0.0275,71000000.0,866800000.0,,,246700000.0,0.0,1080000000.0,29700000.0,29700000,208600000.0,9100000.0,,0.0,198100000.0,660600000.0,37300000.0,,,814900000.0,-55900000.0,0.0,-5100000.0,,,,
1992-10-31,0.0,,28200000.0,0.0,,726500000.0,-265200000.0,,23600000.0,23600000.0,83000000.0,158700000.0,,4000000.0,400000.0,32300000,100000.0,2500000.0,31300000.0,,274300000.0,,995300000.0,-69900000.0,991200000,68700000.0,-700000.0,139600000.0,9300000.0,730100000.0,,,1080000000.0,0.0175,,50100000,-1200000.0,,304800000.0,498900000.0,802500000.0,572600000.0,,181400000.0,50400000.0,18900000.0,1603900000.0,801400000.0,17800000.0,-800000.0,0.0175,71300000.0,877400000.0,,,231400000.0,0.0,1080000000.0,18900000.0,18900000,242600000.0,11800000.0,,-100000.0,199100000.0,660000000.0,600000.0,,,759800000.0,-69900000.0,0.0,-5100000.0,,,,
1993-01-31,0.0,,18500000.0,-14900000.0,,733200000.0,-256800000.0,,48900000.0,48900000.0,43300000.0,24900000.0,,3700000.0,-81100000.0,57800000,100000.0,2900000.0,121400000.0,,330600000.0,,1044000000.0,-67100000.0,910300000,166200000.0,25400000.0,144100000.0,6200000.0,787200000.0,,,,,,76700000,99100000.0,,376100000.0,525500000.0,745600000.0,499600000.0,,132600000.0,46000000.0,12300000.0,1608900000.0,863300000.0,18900000.0,20600000.0,,76100000.0,875700000.0,,,209300000.0,0.0,,12300000.0,12300000,313600000.0,16500000.0,,-35600000.0,151500000.0,594200000.0,65800000.0,,,701000000.0,-59700000.0,0.0,-5900000.0,,,,
1993-04-30,48900000.0,,43200000.0,-2500000.0,,764400000.0,-256800000.0,,27100000.0,27100000.0,86000000.0,92300000.0,,3800000.0,92800000.0,47100000,300000.0,-100000.0,-92500000.0,,353600000.0,,1075000000.0,-53100000.0,992100000,-41700000.0,-21900000.0,147100000.0,13800000.0,818200000.0,,2800000.0,1176000000.0,0.025,,65800000,-94800000.0,,404400000.0,549000000.0,871400000.0,593000000.0,,168400000.0,41900000.0,29400000.0,1761800000.0,890400000.0,18700000.0,-23200000.0,0.025,72200000.0,997400000.0,,,234200000.0,100000.0,1176000000.0,29400000.0,29400000,344500000.0,18000000.0,,-100000.0,187100000.0,691400000.0,-97200000.0,,,757900000.0,-72900000.0,0.0,-5900000.0,,,,
1993-07-31,0.0,,68600000.0,-3100000.0,,814700000.0,-256800000.0,,93100000.0,93100000.0,145200000.0,,,3500000.0,175500000.0,72100000,300000.0,-800000.0,-29100000.0,,345000000.0,,1127000000.0,-84300000.0,1241700000,35400000.0,66000000.0,213900000.0,23600000.0,870200000.0,,-2700000.0,1125000000.0,0.04,,91600000,-48900000.0,,637500000.0,588200000.0,1056400000.0,558900000.0,,200900000.0,37200000.0,45000000.0,2011100000.0,954700000.0,19500000.0,-59700000.0,0.04,84500000.0,1196400000.0,,,292500000.0,-100000.0,1125000000.0,45000000.0,45000000,581000000.0,19300000.0,,0.0,220400000.0,741700000.0,-50300000.0,,,949200000.0,-145000000.0,0.0,-5800000.0,,,,
1993-10-31,0.0,,47500000.0,6200000.0,,853000000.0,-256800000.0,,9000000.0,9000000.0,143300000.0,,,4800000.0,-1000000.0,52300000,300000.0,-2900000.0,-33400000.0,,387500000.0,,1188300000.0,-87100000.0,1158400000,20400000.0,-84100000.0,227800000.0,15900000.0,931500000.0,,,1149090909.0,0.0275,,72500000,-66700000.0,,622800000.0,613900000.0,1056200000.0,615300000.0,,203100000.0,33100000.0,31600000.0,2091100000.0,1034900000.0,20200000.0,-35800000.0,0.0275,103400000.0,1238100000.0,,,275600000.0,0.0,1149090909.0,31600000.0,31600000,572800000.0,16900000.0,,0.0,223300000.0,829300000.0,-87600000.0,,,882800000.0,-103500000.0,0.0,-6000000.0,,,,
1994-01-31,0.0,,38900000.0,-16100000.0,,873700000.0,-256800000.0,,73300000.0,73300000.0,103600000.0,51800000.0,,6100000.0,-14600000.0,83000000,600000.0,9700000.0,51900000.0,,467300000.0,,1277000000.0,-112400000.0,1145800000,111600000.0,64300000.0,162100000.0,13200000.0,1020200000.0,,,,,,105100000,-800000.0,,646700000.0,454300000.0,1083900000.0,681200000.0,,173900000.0,28200000.0,25700000.0,2201600000.0,1117700000.0,22100000.0,89400000.0,,97500000.0,1327900000.0,,,279000000.0,100000.0,,25700000.0,25700000,592300000.0,26200000.0,,-38000000.0,196000000.0,853700000.0,-24400000.0,,,866800000.0,-32700000.0,0.0,-5900000.0,,,,
1994-04-30,73300000.0,,79700000.0,-200000.0,,928300000.0,-256800000.0,,53000000.0,53000000.0,127600000.0,,,8400000.0,-6700000.0,87200000,700000.0,700000.0,200000.0,,561200000.0,,1338600000.0,-81800000.0,1397000000,79300000.0,-20300000.0,237800000.0,27900000.0,1081800000.0,,100000.0,1151111111.0,0.045,,112000000,-2500000.0,,658400000.0,500200000.0,1202000000.0,799000000.0,,224700000.0,22800000.0,51800000.0,2385700000.0,1183700000.0,24800000.0,-13200000.0,0.0425,101900000.0,1457400000.0,,,336700000.0,0.0,1218823529.0,51800000.0,51800000,605700000.0,29900000.0,,900000.0,249500000.0,946200000.0,-92500000.0,,,1060300000.0,-92800000.0,0.0,-5900000.0,,,,
1994-07-31,0.0,,109800000.0,-3800000.0,,1320700000.0,-256800000.0,,246200000.0,246200000.0,224300000.0,,,7400000.0,298400000.0,117400000,316400000.0,4900000.0,8300000.0,,516100000.0,,1416200000.0,-79300000.0,1647000000,112400000.0,193200000.0,251600000.0,38400000.0,1159400000.0,,-200000.0,1190000000.0,0.06,,144400000,33100000.0,,681400000.0,571500000.0,1509900000.0,767700000.0,,260200000.0,20200000.0,71400000.0,2769800000.0,1259900000.0,27000000.0,-137300000.0,0.0575,100500000.0,1449100000.0,,,404600000.0,0.0,1241739130.0,71400000.0,71400000,628900000.0,32300000.0,,-200000.0,287200000.0,941700000.0,4500000.0,,,1242400000.0,-217600000.0,0.0,0.0,,,,
1994-10-31,0.0,,83600000.0,-2600000.0,,1378700000.0,-256800000.0,,73800000.0,73800000.0,287800000.0,,,5900000.0,-34200000.0,89400000,-300000.0,2800000.0,-71400000.0,,597100000.0,,1480200000.0,-96500000.0,1579000000,15900000.0,-172400000.0,241100000.0,29400000.0,1223400000.0,,,1275294118.0,0.0425,0.0,118800000,-80600000.0,,680400000.0,611300000.0,1567500000.0,838200000.0,,263100000.0,15000000.0,54200000.0,2897300000.0,1329800000.0,29400000.0,-61500000.0,0.0425,106400000.0,1518600000.0,,,381900000.0,100000.0,1275294118.0,54200000.0,54200000,628300000.0,37100000.0,,100000.0,292500000.0,1040000000.0,-98300000.0,,,1197100000.0,-154200000.0,0.0,-14400000.0,,,,
1995-01-31,0.0,,70700000.0,-41000000.0,,1419900000.0,-344400000.0,,150300000.0,150300000.0,165400000.0,28800000.0,,23200000.0,-9500000.0,93700000,0.0,9700000.0,61500000.0,,675400000.0,,1742100000.0,-156500000.0,1487500000,151400000.0,76600000.0,241700000.0,24400000.0,1397700000.0,,,,,,125400000,-5100000.0,,740200000.0,792900000.0,1557200000.0,945900000.0,,266500000.0,9800000.0,46300000.0,3106000000.0,1548800000.0,31700000.0,128600000.0,,151100000.0,1686100000.0,,,391900000.0,-100000.0,,46300000.0,46300000,681200000.0,49200000.0,,200000.0,298200000.0,1132300000.0,-92300000.0,,,1095600000.0,-65300000.0,0.0,-7100000.0,,,,
1995-04-30,150300000.0,,92200000.0,41800000.0,,1484800000.0,-367100000.0,,141500000.0,141500000.0,96500000.0,32000000.0,67700000.0,9300000.0,-1500000.0,115100000,,,-124900000.0,,691800000.0,,1827100000.0,-87300000.0,1634700000,-32700000.0,-8800000.0,267400000.0,33300000.0,1460000000.0,,,1240000000.0,0.0475,,149200000,-120000000.0,,742700000.0,844600000.0,1643800000.0,991200000.0,,274100000.0,3200000.0,58900000.0,3218700000.0,1574900000.0,34100000.0,,0.045,114900000.0,1733900000.0,,,423300000.0,0.0,1308888889.0,58900000.0,58900000,690300000.0,49200000.0,,-13500000.0,308200000.0,1261100000.0,-128800000.0,,,1211400000.0,25300000.0,0.0,,,,,
1995-07-31,0.0,,133500000.0,-57600000.0,,1578400000.0,-367100000.0,,93300000.0,93300000.0,178200000.0,32600000.0,-12500000.0,8900000.0,-15600000.0,155700000,,,13700000.0,,597300000.0,,1934700000.0,-116000000.0,1978100000,144400000.0,-48200000.0,268700000.0,48500000.0,1567600000.0,,,1259259259.0,0.0675,,192300000,28400000.0,,776900000.0,922400000.0,1584100000.0,898600000.0,,302100000.0,2700000.0,85000000.0,3253900000.0,1669800000.0,36600000.0,,0.065,102200000.0,1675500000.0,,,494400000.0,-14400000.0,1307692308.0,85000000.0,85000000,714900000.0,59300000.0,,-13200000.0,338700000.0,1165700000.0,95400000.0,,,1483700000.0,-177000000.0,0.0,,,,,
