date,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyEbitda,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlyDilutedEPS,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyBasicEPS,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyBasicAverageShares,quarterlyPurchaseOfBusiness,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyCashAndCashEquivalents,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyChangeInAccountPayable,quarterlyChangeInInventory
1998-03-31,,0.0,800000.0,7600000,66900000,7600000,598200000.0,-17400000.0,43200000.0,-900000.0,285600000.0,79200000.0,,72400000.0,-8600000.0,-0.319332,,,-556300000.0,,23700000.0,,,-463800000.0,0.0,,226700000.0,-17400000,-17400000.0,35600000.0,312600000.0,85900000.0,,6200000.0,178700000.0,-400000.0,20800000.0,-100000.0,,12200000.0,-31600000.0,24900000.0,,,47700000.0,-0.319332,-3200000.0,35600000.0,54488783.0,,-200000.0,-26000000.0,9800000.0,47600000.0,91000000.0,-16500000.0,900000.0,62000000.0,-26400000.0,134400000.0,4600000.0,2200000.0,,54488783.0,4700000.0,,4600000.0,15900000.0,,,,,,,,,
1998-06-30,,0.0,-6300000.0,12900000,88800000,12900000,650500000.0,-14800000.0,59500000.0,-2200000.0,320400000.0,85600000.0,,77400000.0,23200000.0,-0.259223,,,-583300000.0,,29300000.0,,,-506100000.0,-100000.0,,228200000.0,-14800000,-14800000.0,46600000.0,330100000.0,101900000.0,,5500000.0,177500000.0,-6700000.0,19600000.0,100000.0,,12600000.0,-32000000.0,4500000.0,,,45700000.0,-0.259223,-7700000.0,46600000.0,57093732.0,,6800000.0,8600000.0,300000.0,53600000.0,126800000.0,-14400000.0,400000.0,67000000.0,1900000.0,144400000.0,11400000.0,800000.0,,57093732.0,0.0,,11400000.0,16100000.0,,,,,,,,,
1998-09-30,,6400000.0,-9400000.0,13000000,88000000,13000000,611300000.0,-9400000.0,61100000.0,,271100000.0,90700000.0,,72600000.0,9000000.0,-0.165302,,,-581000000.0,,26900000.0,12200000.0,,-470000000.0,100000.0,,238600000.0,-12600000,-9400000.0,48100000.0,340200000.0,101600000.0,,6500000.0,177500000.0,-10200000.0,20100000.0,3200000.0,,10600000.0,-32900000.0,4400000.0,,,47600000.0,-0.165302,-7900000.0,48100000.0,55435518.0,,-5000000.0,-400000.0,0.0,57800000.0,74000000.0,-15000000.0,-2400000.0,68700000.0,-10600000.0,141300000.0,6300000.0,300000.0,,55435518.0,0.0,,6300000.0,19600000.0,,,,,,,,,
1998-12-31,,7400000.0,146200000.0,23000000,118300000,23000000,623200000.0,68800000.0,88300000.0,,273400000.0,127400000.0,,122600000.0,-43000000.0,,,,-512200000.0,,30000000.0,16100000.0,,-394200000.0,150000000.0,,262700000.0,68800000,68800000.0,56700000.0,349800000.0,87100000.0,,62800000.0,21300000.0,-3700000.0,19100000.0,-6200000.0,,12700000.0,-33900000.0,-157800000.0,,,36300000.0,,6600000.0,65300000.0,,,1000000.0,14500000.0,-100000.0,93500000.0,238200000.0,10300000.0,-58500000.0,106400000.0,10800000.0,229000000.0,7400000.0,200000.0,,,6400000.0,,7400000.0,13900000.0,,,,,,,,,
1999-03-31,,0.0,-19600000.0,22200000,94400000,22200000,628400000.0,8800000.0,67000000.0,-1400000.0,267200000.0,144300000.0,,126200000.0,-6200000.0,0.123975,,,-503400000.0,,27400000.0,,,-380100000.0,0.0,,280400000.0,7600000,8800000.0,44800000.0,361200000.0,80800000.0,,59100000.0,29100000.0,-19600000.0,15000000.0,100000.0,,13000000.0,-35400000.0,15500000.0,,,42700000.0,0.150273,2200000.0,44800000.0,58560026.0,,-1900000.0,2600000.0,,108900000.0,224500000.0,9300000.0,1700000.0,122100000.0,-17000000.0,248300000.0,5500000.0,200000.0,,70981826.0,7400000.0,,5500000.0,13600000.0,,,,,,,,,
1999-06-30,,0.0,129800000.0,13600000,101200000,13600000,656000000.0,214700000.0,75800000.0,,240200000.0,171800000.0,,241900000.0,-206300000.0,2.9341,,,-302100000.0,,25400000.0,,,-158900000.0,143200000.0,,191200000.0,215800000,214700000.0,62200000.0,415800000.0,91600000.0,,172700000.0,38700000.0,-18600000.0,12100000.0,8800000.0,,174400000.0,-39200000.0,-136200000.0,133000000.0,,46400000.0,3.666688,297300000.0,62200000.0,58554212.0,,2900000.0,9500000.0,,132600000.0,172900000.0,297400000.0,81600000.0,307000000.0,-9100000.0,548900000.0,8400000.0,,,73174057.0,0.0,,8400000.0,28600000.0,,,,,,,,,
1999-09-30,-4200000.0,6300000.0,32400000.0,19300000,132800000,19300000,588400000.0,5800000.0,102700000.0,,198200000.0,171100000.0,,233200000.0,12500000.0,0.075136,-6800000.0,,-308400000.0,51200000.0,30100000.0,24000000.0,,-124700000.0,-3000000.0,,156700000.0,6200000,5800000.0,83400000.0,390200000.0,93400000.0,,102600000.0,37200000.0,-6200000.0,16100000.0,100000.0,,138900000.0,-33900000.0,-52900000.0,140100000.0,,49100000.0,0.097678,4200000.0,83400000.0,58535940.0,,-2100000.0,18700000.0,,137200000.0,134100000.0,9000000.0,2800000.0,276100000.0,12500000.0,509300000.0,6300000.0,,2500000.0,79492488.0,0.0,2200000.0,57500000.0,26900000.0,-7500000.0,,,,,,,,
1999-12-31,-5500000.0,20100000.0,-14600000.0,15800000,171900000,15800000,637500000.0,6200000.0,139300000.0,,226700000.0,197400000.0,,188700000.0,,,,,-302200000.0,,32600000.0,31900000.0,,-133100000.0,49800000.0,,148300000.0,6500000,6200000.0,115800000.0,410800000.0,145200000.0,,91500000.0,42500000.0,-17000000.0,11200000.0,-200000.0,,161400000.0,-43100000.0,1400000.0,117300000.0,,45200000.0,,-9200000.0,123500000.0,,,13800000.0,27300000.0,,154300000.0,147700000.0,2800000.0,-3700000.0,315700000.0,10300000.0,504400000.0,20100000.0,,5700000.0,,6300000.0,2200000.0,20100000.0,36500000.0,-2400000.0,,,,,,,,
2000-03-31,,22810000.0,3622000.0,10137000,153514000,10137000,625869000.0,1258000.0,109640000.0,-5498000.0,347825000.0,204791000.0,,213745000.0,-23574000.0,0.018768,,,-300897000.0,59795000.0,43874000.0,,,-135324000.0,-3200000.0,,54813000.0,1488000,1258000.0,99503000.0,278044000.0,104853000.0,,26964000.0,160720000.0,-8029000.0,11756000.0,0.0,,160827000.0,-45361000.0,21483000.0,118378000.0,,59562000.0,0.022523,4139000.0,99503000.0,58579334.0,,2687000.0,-22086000.0,,159430000.0,141982000.0,2311000.0,823000.0,320257000.0,-30115000.0,534002000.0,22810000.0,,14849000.0,69881267.0,20123000.0,2199000.0,82605000.0,45123000.0,-241000.0,,,,,,,,
2000-06-30,,33046000.0,-1976000.0,10130000,174305000,10130000,628226000.0,2946000.0,121197000.0,,359893000.0,209865000.0,,241089000.0,16426000.0,0.041292,,,-298793000.0,36756000.0,53108000.0,36360000.0,,-139041000.0,4594000.0,,48060000.0,2946000,2946000.0,111067000.0,268333000.0,103043000.0,,79244000.0,166744000.0,-13400000.0,11814000.0,-4678000.0,,123076000.0,-43100000.0,-6517000.0,117230000.0,,55683000.0,0.048801,1735000.0,111067000.0,58579334.0,,10236000.0,18530000.0,,166765000.0,143920000.0,3586000.0,640000.0,289841000.0,5130000.0,530930000.0,33046000.0,,14277000.0,70144717.0,22810000.0,2199000.0,69802000.0,49229000.0,-485000.0,,,,,,,,
2000-09-30,-16452000.0,153294000.0,305525000.0,7352000,149987000,7352000,374628000.0,156267000.0,122048000.0,,149882000.0,88046000.0,,282137000.0,-166175000.0,2.172579,,,-163378000.0,45465000.0,27939000.0,31796000.0,,8798000.0,-3508000.0,,38982000.0,158689000,156267000.0,114696000.0,224746000.0,59800000.0,,20741000.0,16664000.0,-7875000.0,6073000.0,-10073000.0,,114201000.0,-40484000.0,-177814000.0,125964000.0,,30841000.0,2.584143,249539000.0,114696000.0,60495159.0,,120248000.0,-7486000.0,,47562000.0,125155000.0,235228000.0,76539000.0,161763000.0,-15361000.0,443900000.0,153294000.0,,6435000.0,71881412.0,33046000.0,2567000.0,198759000.0,8063000.0,-1299000.0,,,,,,,,
2000-12-31,-12765000.0,157513000.0,8514000.0,18190000,145660000,18190000,377492000.0,14589000.0,142680000.0,-10510000.0,138775000.0,89052000.0,,269942000.0,181026000.0,,,,-148789000.0,47685000.0,2980000.0,21543000.0,,12449000.0,149000.0,,39890000.0,7289000,14589000.0,111843000.0,238717000.0,68940000.0,,13449000.0,23026000.0,1701000.0,967000.0,0.0,,143494000.0,-40513000.0,-10440000.0,129887000.0,,29752000.0,,-5575000.0,124490000.0,,,4219000.0,6145000.0,,48539000.0,106202000.0,11303000.0,4014000.0,192033000.0,7846000.0,461975000.0,157513000.0,,23250000.0,,153294000.0,2567000.0,205198000.0,9547000.0,1337000.0,,,,,,,,
2001-03-31,-1761000.0,120130000.0,-9471000.0,807000,131718000,807000,355560000.0,2530000.0,118078000.0,-10267000.0,122590000.0,107615000.0,,228995000.0,-5801000.0,0.031659,,,-146259000.0,37084000.0,13640000.0,28533000.0,90509000.0,5759000.0,-832000.0,,33051000.0,2530000,2530000.0,107506000.0,232970000.0,68910000.0,,8716000.0,13011000.0,-22025000.0,1258000.0,0.0,,128660000.0,-40505000.0,-24641000.0,131009000.0,,34532000.0,0.039573,-7794000.0,117271000.0,64859276.0,,-37383000.0,-3271000.0,,67110000.0,10324000.0,4578000.0,2048000.0,203301000.0,-25296000.0,432296000.0,120130000.0,,3166000.0,75687181.0,157513000.0,2567000.0,157214000.0,6154000.0,1407000.0,,,,,,,,
2001-06-30,-7677000.0,220556000.0,-18207000.0,15700000,167003000,15700000,455922000.0,11820000.0,149584000.0,,141188000.0,119594000.0,,355533000.0,-3757000.0,0.146422,,,-134439000.0,37536000.0,17419000.0,10359000.0,70091000.0,75376000.0,-7176000.0,,101742000.0,10992000,11820000.0,133852000.0,314734000.0,76513000.0,,11701000.0,10064000.0,-15913000.0,2273000.0,47641000.0,,151809000.0,-37296000.0,111398000.0,136479000.0,,45776000.0,0.174123,423000.0,133884000.0,67626071.0,,100426000.0,7235000.0,,82298000.0,42200000.0,18963000.0,7971000.0,267860000.0,-8678000.0,623393000.0,220556000.0,19557000.0,6578000.0,81316201.0,120130000.0,2938000.0,258092000.0,16306000.0,1965000.0,,,,,,,,
2001-09-30,-155690000.0,234507000.0,-158311000.0,8588000,173220000,8588000,630635000.0,7369000.0,146325000.0,,136939000.0,123741000.0,,517565000.0,3420000.0,0.083104,,,-181589000.0,182347000.0,26895000.0,15937000.0,50335000.0,83390000.0,17704000.0,,281922000.0,7369000,7369000.0,137737000.0,493696000.0,76046000.0,,13684000.0,8297000.0,-11852000.0,5603000.0,-11802000.0,,159269000.0,-38159000.0,161473000.0,135728000.0,,47877000.0,0.099725,-962000.0,137737000.0,74536978.0,,13951000.0,10789000.0,3456000.0,85582000.0,67322000.0,5581000.0,3391000.0,280364000.0,-1063000.0,797929000.0,234507000.0,19389000.0,890000.0,87769636.0,220556000.0,3155000.0,416854000.0,8547000.0,556000.0,,,,,,,,
2001-12-31,-3542000.0,217761000.0,9681000.0,6248000,121103000,6248000,519389000.0,-1056000.0,81458000.0,-16727000.0,141545000.0,135598000.0,,515727000.0,,,,,-182645000.0,173697000.0,39645000.0,34380000.0,,113358000.0,34303000.0,,214273000.0,309000,-1056000.0,65305000.0,377844000.0,31043000.0,,29167000.0,4808000.0,-27310000.0,12253000.0,-2683000.0,,61213000.0,-33413000.0,-35400000.0,132528000.0,,53194000.0,,-4314000.0,75210000.0,,,-16746000.0,8973000.0,1143000.0,102185000.0,119786000.0,11015000.0,1607000.0,173176000.0,-18337000.0,688903000.0,217761000.0,,6917000.0,,234507000.0,3317000.0,391458000.0,16192000.0,1170000.0,,,,,,,,
2002-03-31,,175824000.0,-19548000.0,-15052000,58738000,-15052000,511987000.0,-11863000.0,36180000.0,-13289000.0,118888000.0,155454000.0,,465188000.0,,-0.149587,,-6132000.0,-194508000.0,174440000.0,22558000.0,11597000.0,,90876000.0,-1513000.0,,232388000.0,-11863000,-11863000.0,52039000.0,393099000.0,27071000.0,,11395000.0,5818000.0,-22897000.0,5385000.0,0.0,,61356000.0,-32721000.0,-4394000.0,133640000.0,,82304000.0,-0.149587,1627000.0,51232000.0,80002610.0,,-41937000.0,-17995000.0,1441000.0,122733000.0,100010000.0,-16125000.0,-4262000.0,194506000.0,-40892000.0,659694000.0,175824000.0,,3040000.0,80002610.0,217761000.0,3325000.0,350264000.0,12301000.0,1200000.0,,,,,,,,
2002-06-30,,120369000.0,-27852000.0,-4844000,85124000,-4844000,583792000.0,-3342000.0,39177000.0,,136655000.0,163085000.0,,421681000.0,,-0.041552,,-22401000.0,-197850000.0,165050000.0,45947000.0,18927000.0,101487000.0,75436000.0,-23000.0,,292421000.0,-3342000,-3342000.0,44021000.0,447137000.0,18018000.0,,14560000.0,19016000.0,-10554000.0,6920000.0,12359000.0,,50388000.0,-35628000.0,-1860000.0,136698000.0,,89403000.0,-0.041552,9090000.0,44021000.0,80037619.0,,-55455000.0,-25743000.0,-245000.0,127457000.0,2671000.0,-2751000.0,591000.0,295774000.0,-36297000.0,717455000.0,120369000.0,107511000.0,54389000.0,80037619.0,175824000.0,3325000.0,285419000.0,12938000.0,857000.0,,,,,,,,
2002-09-30,-5334000.0,109227000.0,-772000.0,314000,90046000,314000,575600000.0,-8166000.0,41272000.0,,129575000.0,168363000.0,,384586000.0,,-0.100348,,-30440000.0,-228295000.0,145395000.0,48774000.0,11790000.0,89518000.0,51603000.0,-4489000.0,,289285000.0,-8166000,-8166000.0,40958000.0,446025000.0,18044000.0,,12419000.0,19369000.0,-5833000.0,7112000.0,0.0,,42996000.0,-39584000.0,-18506000.0,138696000.0,,94109000.0,-0.100348,-12158000.0,40958000.0,80037600.0,,-11142000.0,8136000.0,0.0,128779000.0,0.0,-16614000.0,-1972000.0,290501000.0,2303000.0,675087000.0,109227000.0,107511000.0,12732000.0,80037600.0,120369000.0,3491000.0,254622000.0,15871000.0,-2901000.0,,,,,,,,
2002-12-31,21032000.0,100027000.0,-47510000.0,875000,76666000,875000,642161000.0,-8423000.0,42467000.0,-14571000.0,184384000.0,225281000.0,,381091000.0,,,,53561000.0,-236718000.0,128430000.0,34199000.0,13395000.0,130784000.0,22297000.0,16738000.0,,307028000.0,-8423000,-8423000.0,41592000.0,457777000.0,15987000.0,,17912000.0,31277000.0,-57352000.0,8408000.0,-351000.0,,25420000.0,-43309000.0,14311000.0,134762000.0,,104649000.0,,-8952000.0,41592000.0,,,-9200000.0,23999000.0,1761000.0,181972000.0,0.0,-14157000.0,-710000.0,327404000.0,-33353000.0,708495000.0,100027000.0,107511000.0,41634000.0,,109227000.0,3643000.0,228457000.0,17046000.0,-11630000.0,,,,,,,,
2003-03-31,-27541000.0,85963000.0,6026000.0,-229000,83324000,-229000,670061000.0,-4849000.0,49351000.0,,215160000.0,227459000.0,,384064000.0,,-0.056719,-14794000.0,-7859000.0,-241567000.0,108183000.0,33973000.0,23929000.0,145046000.0,4610000.0,-10867000.0,,304165000.0,-4849000,-4849000.0,49580000.0,454901000.0,15517000.0,,15484000.0,41697000.0,-1804000.0,7149000.0,0.0,,32852000.0,-47610000.0,-7382000.0,135219000.0,,129753000.0,-0.056719,-757000.0,49580000.0,83893531.0,,-14064000.0,-12708000.0,507000.0,179849000.0,657000.0,-5442000.0,-593000.0,332032000.0,-14512000.0,716096000.0,85963000.0,107511000.0,45578000.0,83893531.0,100027000.0,3696000.0,194146000.0,22483000.0,-11703000.0,,,,,,,,
2003-06-30,-8690000.0,77473000.0,9667000.0,823000,82658000,823000,653707000.0,-4930000.0,45167000.0,,196752000.0,230589000.0,,353623000.0,,-0.056719,-14771000.0,-6453000.0,-246497000.0,91656000.0,37491000.0,15942000.0,118914000.0,-12402000.0,-1507000.0,,302424000.0,-4930000,-4930000.0,44344000.0,456955000.0,15893000.0,,18606000.0,52908000.0,-14199000.0,8516000.0,0.0,,31325000.0,-50328000.0,-6774000.0,138638000.0,,128253000.0,-0.056719,182000.0,44344000.0,84721466.0,,-8490000.0,-11383000.0,116000.0,180261000.0,0.0,-5579000.0,-649000.0,331116000.0,-25582000.0,684739000.0,77473000.0,107511000.0,33813000.0,84721466.0,85963000.0,3697000.0,169129000.0,19653000.0,-9286000.0,,,,,,,,
2003-09-30,-14242000.0,69935000.0,17494000.0,11772000,91718000,11772000,624474000.0,-9380000.0,50139000.0,,166055000.0,190990000.0,,333223000.0,,-0.109947,,,-284147000.0,76194000.0,41579000.0,8630000.0,116976000.0,-35935000.0,-10166000.0,,301189000.0,-9380000,-9380000.0,38367000.0,458419000.0,16693000.0,,16218000.0,29875000.0,8312000.0,7422000.0,-44371000.0,,33439000.0,-44899000.0,-39463000.0,140537000.0,,123481000.0,-0.109947,-17742000.0,38367000.0,84794138.0,,-7538000.0,14431000.0,483000.0,146091000.0,0.0,-12620000.0,-3240000.0,299162000.0,22743000.0,632385000.0,69935000.0,107511000.0,30629000.0,84794138.0,77473000.0,3885000.0,146129000.0,13927000.0,-9229000.0,,,,,,,,
2003-12-31,-18700000.0,74808000.0,16642000.0,13162000,83640000,13162000,631209000.0,3549000.0,52409000.0,-15626000.0,173086000.0,191954000.0,,315377000.0,,,,,-280598000.0,67521000.0,31231000.0,10425000.0,97039000.0,-46475000.0,10972000.0,,299977000.0,3549000,3549000.0,39247000.0,458123000.0,18219000.0,,13339000.0,10762000.0,-1203000.0,6647000.0,0.0,,48528000.0,-48358000.0,-37629000.0,139927000.0,,127351000.0,,399000.0,39247000.0,,,4873000.0,25860000.0,643000.0,143596000.0,52650000.0,6213000.0,5056000.0,312835000.0,24657000.0,628212000.0,74808000.0,107511000.0,26721000.0,,69935000.0,3902000.0,142329000.0,8635000.0,-9335000.0,,,,,,,,
2004-03-31,-10547000.0,74323000.0,17471000.0,14417000,82184000,14417000,617009000.0,4627000.0,54254000.0,,157771000.0,191864000.0,,295410000.0,,0.050392,-15635000.0,-2518000.0,-275971000.0,52157000.0,27930000.0,14849000.0,63044000.0,-55116000.0,-1500000.0,,298606000.0,4627000,4627000.0,39837000.0,459238000.0,18879000.0,,15125000.0,7679000.0,-581000.0,6422000.0,0.0,,50457000.0,-52212000.0,-20065000.0,141753000.0,,119419000.0,0.054973,239000.0,39837000.0,85269627.0,,-485000.0,2109000.0,667000.0,139652000.0,73468000.0,8929000.0,4688000.0,311299000.0,1528000.0,606709000.0,74323000.0,107511000.0,30099000.0,90065335.0,74808000.0,3909000.0,126480000.0,9578000.0,-7854000.0,,,,,,,,
2004-06-30,-1706000.0,80397000.0,30144000.0,-22603000,77923000,-22603000,592739000.0,-16902000.0,52028000.0,,131540000.0,176399000.0,,236774000.0,,-0.196988,,-4419000.0,-292873000.0,19031000.0,25895000.0,10339000.0,86122000.0,-86622000.0,-886000.0,,297573000.0,-16902000,-16902000.0,37631000.0,461199000.0,20425000.0,,14300000.0,21421000.0,-551000.0,6491000.0,-31495000.0,,70508000.0,-54014000.0,-2749000.0,143201000.0,,81872000.0,-0.196988,-29386000.0,74631000.0,85597508.0,,6074000.0,-21321000.0,1057000.0,122385000.0,10428000.0,-20949000.0,-7181000.0,314730000.0,-21872000.0,551504000.0,80397000.0,107511000.0,33287000.0,85597508.0,74323000.0,3965000.0,99428000.0,9567000.0,-10351000.0,,,,,,,,
2004-09-30,1506000.0,97500000.0,29281000.0,22225000,83434000,22225000,576135000.0,8066000.0,54943000.0,-15902000.0,127716000.0,177987000.0,,237489000.0,,0.091393,,7471000.0,-314475000.0,17187000.0,28491000.0,4794000.0,93207000.0,-93721000.0,1516000.0,,286272000.0,8066000,8066000.0,32718000.0,448419000.0,21135000.0,,13415000.0,21699000.0,-1873000.0,6832000.0,-208000.0,,46113000.0,-57098000.0,-27715000.0,141012000.0,,82062000.0,0.091393,308000.0,32718000.0,86627122.0,,17103000.0,15537000.0,1144000.0,120889000.0,0.0,16023000.0,6995000.0,290558000.0,13664000.0,528047000.0,97500000.0,107511000.0,2311000.0,90032957.0,80397000.0,4173000.0,114687000.0,8810000.0,-10791000.0,,,,,,,,
2004-12-31,-1859000.0,110004000.0,-4243000.0,15107000,79645000,15107000,567269000.0,10937000.0,12274000.0,-16709000.0,119835000.0,114834000.0,,242124000.0,,,,-10518000.0,-303538000.0,14927000.0,67371000.0,2464000.0,99068000.0,-84803000.0,-4223000.0,,254603000.0,8248000,10937000.0,34167000.0,447434000.0,46547000.0,,12440000.0,6043000.0,-1289000.0,5332000.0,-2727000.0,,102784000.0,-49477000.0,-30893000.0,146284000.0,,78941000.0,,28313000.0,-2833000.0,,,12504000.0,47640000.0,456000.0,65357000.0,0.0,2103000.0,-11462000.0,293771000.0,46351000.0,535895000.0,110004000.0,107511000.0,3236000.0,,97500000.0,4177000.0,124931000.0,10549000.0,-10409000.0,,,,,,,,
2005-03-31,-2724000.0,140509000.0,-1568000.0,18648000,104173000,18648000,536282000.0,11310000.0,45175000.0,-16735000.0,114499000.0,115607000.0,,266576000.0,,0.125064,,-4920000.0,-292228000.0,20446000.0,58998000.0,12421000.0,60558000.0,-91171000.0,-3296000.0,,252938000.0,8276000,11310000.0,26527000.0,421783000.0,21812000.0,,9582000.0,5466000.0,-968000.0,6647000.0,-667000.0,,48940000.0,-51857000.0,-2751000.0,147033000.0,,73831000.0,0.129875,10285000.0,26527000.0,86886013.0,,30505000.0,6390000.0,779000.0,63750000.0,36154000.0,2296000.0,12704000.0,238322000.0,5422000.0,504898000.0,140509000.0,107511000.0,5420000.0,90547469.0,110004000.0,4183000.0,160955000.0,8146000.0,-14005000.0,,,,,,,,
2005-06-30,-3917000.0,163489000.0,-6106000.0,24362000,76102000,24362000,560551000.0,9981000.0,47212000.0,-16790000.0,110203000.0,117066000.0,,282922000.0,,0.110634,,4872000.0,-282249000.0,19681000.0,28890000.0,10974000.0,82588000.0,-91423000.0,924000.0,,239583000.0,9981000,9981000.0,22850000.0,450348000.0,63485000.0,,9120000.0,5077000.0,-3537000.0,9242000.0,-1293000.0,,54355000.0,-52761000.0,14233000.0,147280000.0,,75580000.0,0.115444,2376000.0,22850000.0,86457426.0,,22980000.0,43287000.0,1767000.0,64305000.0,9835000.0,18666000.0,9077000.0,244552000.0,39750000.0,527474000.0,163489000.0,107511000.0,424000.0,90216444.0,140509000.0,4197000.0,183170000.0,8529000.0,-14343000.0,,,,,,,,
2005-09-30,6013000.0,158964000.0,308000.0,19976000,82552000,19976000,574062000.0,8975000.0,47085000.0,-16801000.0,122676000.0,117592000.0,,290739000.0,,0.095963,,117000.0,-93175000.0,19672000.0,35467000.0,22373000.0,82854000.0,-96245000.0,-2470000.0,,237772000.0,8975000,8975000.0,27109000.0,451386000.0,63282000.0,,9140000.0,16955000.0,-659000.0,8266000.0,-208000.0,,57605000.0,-54977000.0,-10991000.0,150332000.0,,76602000.0,0.101014,4205000.0,27109000.0,88849431.0,,-4525000.0,6158000.0,295000.0,62615000.0,9975000.0,17295000.0,7541000.0,245668000.0,5499000.0,536407000.0,158964000.0,107511000.0,-2576000.0,93525716.0,163489000.0,4459000.0,178636000.0,9161000.0,-21238000.0,,,,,,,,
2005-12-31,-4312000.0,181059000.0,71543000.0,25998000,87279000,25998000,569727000.0,18816000.0,53563000.0,-19926000.0,128100000.0,118857000.0,,319099000.0,,,,7813000.0,-74359000.0,18507000.0,33716000.0,12714000.0,99502000.0,33403000.0,62598000.0,,243590000.0,10966000,18816000.0,40313000.0,441627000.0,62252000.0,,9607000.0,9313000.0,-5131000.0,7825000.0,-39037000.0,,44009000.0,-56334000.0,-61802000.0,135785000.0,,70395000.0,,13787000.0,27565000.0,,,22095000.0,12354000.0,785000.0,62523000.0,0.0,21562000.0,11030000.0,284031000.0,7223000.0,603130000.0,181059000.0,107511000.0,4270000.0,,158964000.0,4985000.0,199566000.0,15394000.0,-22291000.0,,,,,,,,
2006-03-31,-137000.0,172151000.0,-1558000.0,20227000,117704000,20227000,586653000.0,9293000.0,44363000.0,-21541000.0,129100000.0,119600000.0,,327223000.0,,0.085862,,-7671000.0,-64966000.0,30583000.0,73341000.0,16503000.0,90405000.0,22241000.0,0.0,,282936000.0,9293000,9293000.0,24136000.0,457553000.0,24077000.0,,9556000.0,22503000.0,-1446000.0,8266000.0,-200000.0,,46168000.0,-58252000.0,-8972000.0,150540000.0,,72318000.0,0.085862,3751000.0,24136000.0,108232379.0,,-8908000.0,1622000.0,554000.0,61348000.0,0.0,17493000.0,8200000.0,281671000.0,176000.0,608894000.0,172151000.0,107511000.0,25000.0,108232379.0,181059000.0,4992000.0,202734000.0,9552000.0,-3403000.0,,,,,,,,
2006-06-30,-9940000.0,155752000.0,-7731000.0,22460000,113355000,22460000,505794000.0,-3349000.0,44051000.0,-22742000.0,156196000.0,118831000.0,,305389000.0,,-0.035355,,13226000.0,-68315000.0,25020000.0,69304000.0,15722000.0,80864000.0,77893000.0,-34000.0,,178056000.0,-3349000,-3349000.0,21591000.0,349598000.0,25765000.0,,11321000.0,62328000.0,-1229000.0,8802000.0,100000.0,,54811000.0,-60200000.0,-18545000.0,145777000.0,,71918000.0,-0.035355,-10976000.0,21591000.0,94725585.0,,-16399000.0,9877000.0,219000.0,58631000.0,0.0,5003000.0,8352000.0,278298000.0,8648000.0,583687000.0,155752000.0,107511000.0,3472000.0,94725585.0,172151000.0,5414000.0,180772000.0,8161000.0,-6565000.0,,,,,,,,
