date,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncomeCommonStockholders,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyBasicAverageShares,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyStockholdersEquity,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyDilutedAverageShares,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyDilutedEPS,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyChangeInCashSupplementalAsReported,quarterlyIncomeTaxPayable,quarterlyOtherNonCurrentAssets,quarterlyCurrentAssets,quarterlyOtherIncomeExpense,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentLiabilities,quarterlyCurrentDebt,quarterlyOtherCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyTotalNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherShortTermInvestments,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyResearchAndDevelopment,quarterlyAccountsReceivable,quarterlyGrossProfit,quarterlyEbitda,quarterlyChangeInInventory,quarterlyAccumulatedDepreciation
2009-09-30,-18937000000.0,126115000000,,20030000000.0,-651979000000.0,200039000000.0,9353972000000,,30313000000.0,30321000000.0,30313000000.0,0.13,8816947000000,37000000.0,233176923077.0,1607000000,1977927000000,-173923000000.0,227201000000.0,24089000000.0,39135000000.0,60422000000,233689000000,221552000000.0,,533592000000,0.0,-3004000000.0,-1188000000.0,31847000000.0,1070000000,233176923077.0,480829000000.0,203043000000.0,,61508000000.0,66508000000.0,64243000000,38954000000.0,0.13,64243000000,,8814000000.0,5649000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,-1970000000.0,136112000000,,30011000000.0,-321567000000.0,254360000000.0,9623355000000,,20637000000.0,20674000000.0,20637000000.0,,9064335000000,115000000.0,,1590000000,2088680000000,-118191000000.0,380249000000.0,34052000000.0,27121000000.0,1591257000000,233689000000,227201000000.0,-16700000000.0,555475000000,-42000000.0,-14281000000.0,1292000000.0,29764000000.0,1270000000,,213716000000.0,268641000000.0,,59487000000.0,69805000000.0,74693000000,26586000000.0,,74693000000,,6447000000.0,153048000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,-5000000.0,171253000000,,20393000000.0,-467000000000.0,149644000000.0,10124382000000,,35164000000.0,35189000000.0,35164000000.0,0.15,9528683000000,17000000.0,234426666667.0,1588000000,2358173000000,-241389000000.0,287667000000.0,24745000000.0,45673000000.0,132086000000,233689000000,380249000000.0,,592099000000,,-682000000.0,-1507000000.0,30408000000.0,1167000000,,226098000000.0,150326000000.0,,60795000000.0,75269000000.0,72889000000,45563000000.0,0.15,72889000000,47000000.0,10484000000.0,-92582000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,-17000000.0,145185000000,,22163000000.0,-393581000000.0,45511000000.0,10235981000000,,35577000000.0,35590000000.0,35577000000.0,,9655783000000,57000000.0,,1574000000,2431473000000,-37558000000.0,298722000000.0,26799000000.0,46521000000.0,1702954000000,233689000000,287667000000.0,,576326000000,,-3110000000.0,1763000000.0,31443000000.0,1162000000,,359099000000.0,48621000000.0,,66420000000.0,78028000000.0,73264000000,46376000000.0,,73264000000,209000000.0,10931000000.0,11055000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,-49543000000.0,184936000000,-2809000000.0,23151000000.0,-520603000000.0,43787000000.0,10579050000000,,39758000000.0,39862000000.0,39758000000.0,0.17,9954556000000,76000000.0,233870588235.0,1559000000,2546118000000,30977000000.0,324964000000.0,27742000000.0,51640000000.0,166061000000,233689000000,298722000000.0,-1316000000.0,620509000000,-3000000.0,-2999000000.0,22000000.0,32082000000.0,1125000000,233870588235.0,554304000000.0,46786000000.0,1009000000.0,67273000000.0,81485000000.0,73458000000,50940000000.0,0.17,73458000000,22000000.0,11778000000.0,26242000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,-965000000.0,195950000000,-16659000000.0,36086000000.0,-315544000000.0,-33000000.0,10810317000000,,24345000000.0,24390000000.0,24345000000.0,,10109412000000,79000000.0,,1534000000,2611250000000,-97166000000.0,301299000000.0,41207000000.0,31322000000.0,2004804000000,250011000000,324964000000.0,0.0,696792000000,0.0,-13661000000.0,61321000000.0,32350000000.0,1310000000,,231848000000.0,13628000000.0,-29714000000.0,65659000000.0,88673000000.0,83434000000,30825000000.0,,83434000000,60881000000.0,6932000000.0,-23665000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,-1505000000.0,243075000000,-4794000000.0,24970000000.0,-280161000000.0,-186161000000.0,11312516000000,3181000000.0,47185000000.0,47233000000.0,47185000000.0,0.19,10563439000000,0.0,248342105263.0,1523000000,2413654000000,203142000000.0,317158000000.0,30550000000.0,61250000000.0,152430000000,250011000000,301299000000.0,,744886000000,-3000000.0,-560000000.0,55000000.0,35865000000.0,1187000000,248342105263.0,483768000000.0,-185601000000.0,-241516000000.0,66531000000.0,96322000000.0,81273000000,60989000000.0,0.19,81273000000,106000000.0,14017000000.0,15859000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,-1949000000.0,229648000000,-9131000000.0,25729000000.0,-274255000000.0,113592000000.0,11754766000000,3041000000.0,45640000000.0,45720000000.0,45640000000.0,,11016090000000,58000000.0,,1698000000,2539672000000,-30633000000.0,402347000000.0,31817000000.0,59539000000.0,2406253000000,250011000000,317158000000.0,,733598000000,-799000000.0,-4497000000.0,247000000.0,41887000000.0,1514000000,,248408000000.0,118089000000.0,59330000000.0,73835000000.0,99686000000.0,82786000000,58752000000.0,,82786000000,247000000.0,13819000000.0,85189000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,-51865000000.0,275827000000,-6905000000.0,27215000000.0,-252372000000.0,-8688000000.0,11772330000000,,46187000000.0,46254000000.0,46187000000.0,0.18,10993306000000,902081000000.0,256594444444.0,1679000000,2681905000000,-86854000000.0,258916000000.0,33786000000.0,59627000000.0,164742000000,250011000000,402347000000.0,,773545000000,-195000000.0,-4437000000.0,333000000.0,47591000000.0,1414000000,256594444444.0,169963000000.0,-4251000000.0,-60905000000.0,78598000000.0,100083000000.0,84528000000,59426000000.0,0.18,84528000000,333000000.0,13373000000.0,-143431000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,-959000000.0,289266000000,-14953000000.0,40380000000.0,-164376000000.0,182959000000.0,12281834000000,,30246000000.0,30232000000.0,30246000000.0,,11465173000000,-901979000000.0,,1662000000,2455850000000,66929000000.0,558463000000.0,47482000000.0,38691000000.0,2788319000000,250011000000,258916000000.0,,811141000000,-66000000.0,-13818000000.0,64000000.0,52332000000.0,1660000000,,244415000000.0,196777000000.0,146256000000.0,80554000000.0,100975000000.0,94222000000,38505000000.0,,94222000000,64000000.0,8459000000.0,299547000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,-7000000.0,340736000000,-6686000000.0,27592000000.0,-170180000000.0,242107000000.0,13277382000000,,51512000000.0,51609000000.0,51512000000.0,0.21,12408221000000,2000000.0,245295238095.0,1663000000,2516671000000,-49066000000.0,754706000000.0,36260000000.0,66809000000.0,681847000000,250011000000,558463000000.0,-1505000000.0,863454000000,,-4615000000.0,88000000.0,63165000000.0,1546000000,245295238095.0,125543000000.0,246722000000.0,183684000000.0,91387000000.0,109671000000.0,95958000000,66736000000.0,0.21,95958000000,88000000.0,15200000000.0,196243000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,-1534000000.0,323600000000,-8052000000.0,29101000000.0,-188898000000.0,87369000000.0,13505745000000,,54771000000.0,54885000000.0,54771000000.0,,12636340000000,86000000.0,,1677000000,2544385000000,-38771000000.0,813015000000.0,38089000000.0,71703000000.0,3226028000000,250011000000,754706000000.0,,863526000000,,-6851000000.0,93000000.0,62576000000.0,1451000000,,157015000000.0,94220000000.0,29215000000.0,104345000000.0,117326000000.0,99391000000,71182000000.0,,99391000000,98000000.0,16818000000.0,58309000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,-59681000000.0,375435000000,-8382000000.0,30068000000.0,-160204000000.0,-122494000000.0,13296482000000,3419000000.0,51908000000.0,52025000000.0,51908000000.0,0.21,12378798000000,65000000.0,247180952381.0,1662000000,2567260000000,-19444000000.0,618481000000.0,39072000000.0,66994000000.0,694222000000,250011000000,813015000000.0,,908760000000,-56000000.0,-6238000000.0,2950000000.0,61401000000.0,1357000000,247180952381.0,146830000000.0,-116256000000.0,-180611000000.0,115064000000.0,114263000000.0,102416000000,66817000000.0,0.21,102416000000,2950000000.0,14969000000.0,-194534000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,2002000000.0,391034000000,-16921000000.0,47805000000.0,-211135000000.0,126892000000.0,13972828000000,3823000000.0,34988000000.0,35083000000.0,34988000000.0,,13023219000000,97000000.0,,1651000000,2659606000000,-48574000000.0,748920000000.0,56998000000.0,45933000000.0,3212039000000,250011000000,618481000000.0,,941732000000,-29000000.0,-17235000000.0,-1087000000.0,62897000000.0,2061000000,,178957000000.0,144127000000.0,87758000000.0,123215000000.0,119458000000.0,113946000000,45551000000.0,,113946000000,196000000.0,10850000000.0,130439000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,-1523000000.0,450253000000,-8543000000.0,29580000000.0,-162930000000.0,-139022000000.0,14676634000000,3683000000.0,59580000000.0,59713000000.0,59580000000.0,0.24,13665809000000,6000000.0,248250000000.0,1644000000,2688668000000,-23849000000.0,587365000000.0,39935000000.0,77360000000.0,849138000000,250011000000,748920000000.0,,1002812000000,-6000000.0,-3165000000.0,0.0,62627000000.0,1969000000,248250000000.0,141858000000.0,-135857000000.0,-208797000000.0,131523000000.0,125578000000.0,113787000000,77106000000.0,0.24,113787000000,,17647000000.0,-161555000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,1505000000.0,371887000000,-7511000000.0,31299000000.0,-166924000000.0,202670000000.0,14859214000000,3780000000.0,60131000000.0,60251000000.0,60131000000.0,,13858703000000,188000000.0,,1629000000,2704622000000,-16982000000.0,781542000000.0,40889000000.0,77829000000.0,3434909000000,250011000000,587365000000.0,,992374000000,-2000000.0,-9918000000.0,-1487000000.0,63060000000.0,1925000000,,159953000000.0,212588000000.0,136254000000.0,144116000000.0,125820000000.0,119935000000,77417000000.0,,119935000000,,17578000000.0,194177000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,-67026000000.0,427701000000,,34014000000.0,-445033000000.0,-66051000000.0,14995769000000,,56771000000.0,56903000000.0,56771000000.0,0.23,13946157000000,15000000.0,246830434783.0,1626000000,2941100000000,-128251000000.0,526412000000.0,43378000000.0,73410000000.0,634052000000,250011000000,781542000000.0,-736000000.0,1041367000000,-213000000.0,-7240000000.0,0.0,66984000000.0,1800000000,246830434783.0,323919000000.0,-58811000000.0,,154764000000.0,125967000000.0,123584000000,73032000000.0,0.23,123584000000,0.0,16507000000.0,-255130000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,0.0,444084000000,,53799000000.0,-197111000000.0,9926000000.0,15363210000000,,38175000000.0,38255000000.0,38175000000.0,,14288881000000,252000000.0,,1610000000,3243790000000,-109100000000.0,440773000000.0,63225000000.0,51207000000.0,2983989000000,250011000000,526412000000.0,-5273000000.0,1065951000000,-29000000.0,-18083000000.0,2000000.0,64038000000.0,2053000000,,104891000000.0,28009000000.0,,153627000000.0,131183000000.0,135678000000,50417000000.0,,135678000000,2000000.0,12952000000.0,-85639000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,-2000000.0,509801000000,-11557000000.0,31945000000.0,-153050000000.0,253988000000.0,16141448000000,,65780000000.0,65922000000.0,65780000000.0,0.26,14993729000000,16000000.0,253000000000.0,1646000000,3219807000000,-25923000000.0,661221000000.0,50506000000.0,85767000000.0,701328000000,250011000000,440773000000.0,-13505000000.0,1139141000000,-100000000.0,-2717000000.0,111000000.0,69149000000.0,1968000000,253000000000.0,129706000000.0,256705000000.0,175764000000.0,161463000000.0,147329000000.0,134175000000,85288000000.0,0.26,134175000000,111000000.0,19845000000.0,220448000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,-1574000000.0,484539000000,-11565000000.0,34643000000.0,-218757000000.0,-175180000000.0,16399790000000,,64882000000.0,65048000000.0,64882000000.0,,15252778000000,200000000.0,,1655000000,3331949000000,-98169000000.0,409237000000.0,44926000000.0,83749000000.0,3235573000000,250011000000,661221000000.0,1005000000.0,1137914000000,-6000000.0,-7995000000.0,182000000.0,76032000000.0,1895000000,,128372000000.0,-167185000000.0,-250374000000.0,177297000000.0,139718000000.0,137595000000,83255000000.0,,137595000000,182000000.0,18701000000.0,-251984000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,-75747000000.0,544150000000,,37666000000.0,-247422000000.0,368170000000.0,16735863000000,,59636000000.0,59715000000.0,59636000000.0,0.24,15527684000000,230000000.0,248483333333.0,2666000000,3389851000000,-92811000000.0,618863000000.0,50379000000.0,75717000000.0,645140000000,250011000000,409237000000.0,-10000000000.0,1197823000000,-3968000000.0,-6237000000.0,0.0,78594000000.0,1808000000,248483333333.0,164290000000.0,374407000000.0,,188077000000.0,141917000000.0,139527000000,75265000000.0,0.24,139527000000,0.0,16002000000.0,209626000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,-5395000000.0,558705000000,,55571000000.0,-191075000000.0,-165517000000.0,16744130000000,,37532000000.0,37562000000.0,37532000000.0,,15491767000000,58000000.0,,2696000000,3570837000000,-126984000000.0,353718000000.0,65501000000.0,53853000000.0,3173698000000,250011000000,618863000000.0,0.0,1242179000000,-215000000.0,-18541000000.0,-163000000.0,77953000000.0,2043000000,,81798000000.0,-146976000000.0,,185874000000.0,141261000000.0,151607000000,53439000000.0,,151607000000,-163000000.0,16291000000.0,-265145000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,-2478000000.0,625630000000,-20005000000.0,32714000000.0,-254456000000.0,268019000000.0,17475900000000,,67005000000.0,67129000000.0,67005000000.0,0.27,16159637000000,73000000.0,248166666667.0,2519000000,3604699000000,-84525000000.0,536312000000.0,55855000000.0,87152000000.0,733224000000,250011000000,353718000000.0,-289000000.0,1305859000000,-254000000.0,-2074000000.0,-46000000.0,78856000000.0,1903000000,248166666667.0,171364000000.0,270093000000.0,181203000000.0,191367000000.0,162335000000.0,148506000000,86507000000.0,0.27,148506000000,,20023000000.0,182594000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,-3111000000.0,598917000000,-21244000000.0,36095000000.0,-446833000000.0,44666000000.0,18219186000000,,64890000000.0,65115000000.0,64890000000.0,,16906736000000,409000000.0,,2546000000,3643739000000,-133217000000.0,470367000000.0,45990000000.0,82055000000.0,3644175000000,250011000000,536312000000.0,-593000000.0,1301430000000,-427000000.0,-4868000000.0,284000000.0,80719000000.0,1784000000,,319078000000.0,49534000000.0,-38190000000.0,198692000000.0,148639000000.0,148979000000,81441000000.0,,148979000000,,16940000000.0,-65945000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,-74771000000.0,658460000000,-22874000000.0,36975000000.0,-335939000000.0,238876000000.0,18321375000000,4566000000.0,59662000000.0,59832000000.0,59662000000.0,0.24,16946975000000,32000000.0,248591666667.0,2102000000,3728880000000,-161630000000.0,479189000000.0,48551000000.0,75377000000.0,951240000000,250011000000,470367000000.0,-310000000.0,1363375000000,-194000000.0,-3894000000.0,0.0,80288000000.0,1890000000,248591666667.0,177762000000.0,242770000000.0,144574000000.0,205457000000.0,146347000000.0,148403000000,74924000000.0,0.24,148403000000,0.0,15545000000.0,8822000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,-5502000000.0,672154000000,-29516000000.0,51596000000.0,-54223000000.0,53344000000.0,18349489000000,,36588000000.0,36810000000.0,36588000000.0,,16904406000000,233000000.0,,2140000000,3933404000000,-214257000000.0,387921000000.0,65072000000.0,53913000000.0,3151838000000,269670000000,479189000000.0,-1623000000.0,1434020000000,-782000000.0,-17753000000.0,19563000000.0,72944000000.0,2103000000,,-142200000000.0,71097000000.0,-10026000000.0,205684000000.0,147601000000.0,159531000000,53218000000.0,,159531000000,-96000000.0,17103000000.0,-91268000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,-1671000000.0,740034000000,-26701000000.0,31891000000.0,-271874000000.0,357208000000.0,19143791000000,,67952000000.0,67911000000.0,67952000000.0,0.27,17633567000000,343000000.0,251674074074.0,2174000000,4043330000000,-9321000000.0,730584000000.0,73724000000.0,88144000000.0,826565000000,269670000000,387921000000.0,-5395000000.0,1499405000000,-823000000.0,-2823000000.0,0.0,69386000000.0,2017000000,251674074074.0,264954000000.0,360031000000.0,262422000000.0,204289000000.0,187924000000.0,158107000000,87519000000.0,0.27,158107000000,,20233000000.0,342663000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,-2140000000.0,712609000000,-19909000000.0,33558000000.0,-561930000000.0,105371000000.0,19760148000000,,65458000000.0,65992000000.0,65458000000.0,,18254188000000,1069000000.0,,2312000000,4229277000000,-317101000000.0,531695000000.0,44170000000.0,81734000000.0,3709543000000,269670000000,730584000000.0,-3499000000.0,1494865000000,-187000000.0,-6330000000.0,19000000.0,66035000000.0,1989000000,,252463000000.0,111701000000.0,36416000000.0,205035000000.0,145003000000.0,161362000000,80829000000.0,,161362000000,,15742000000.0,-198889000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,-67849000000.0,773058000000,,37245000000.0,-539829000000.0,543239000000.0,20500683000000,,60425000000.0,60767000000.0,60425000000.0,0.24,18929235000000,589000000.0,251770833333.0,2767000000,4573396000000,-411096000000.0,604802000000.0,46101000000.0,76998000000.0,897024000000,269670000000,531695000000.0,0.0,1559403000000,-773000000.0,-4320000000.0,68000000.0,72023000000.0,1954000000,251770833333.0,131313000000.0,547559000000.0,,211800000000.0,139703000000.0,162007000000,76525000000.0,0.24,162007000000,68000000.0,16231000000.0,73107000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
