date,quarterlyChangesInAccountReceivables,quarterlyBasicAverageShares,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyChangeInInventory,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyStockBasedCompensation,quarterlyDilutedEPS,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyEbitda,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyGrossPPE,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,quarterlyCashDividendsPaid
2009-06-30,105000000.0,2283000000.0,-4000000.0,12739000000,217000000.0,424000000,21000000,6550000000,-128000000.0,8138000000,4895000000.0,6822000000,-2513000000.0,474000000,5289000000,,0.3,7915000000,-224000000,1227000000,-150000000,,,1022000000,-7000000.0,,24753000000,15162000000,8000000.0,272000000,1067000000,0.0,1047000000,3361000000,,,1316000000,120000000,-7000000,,11254000000.0,294000000,3718000000,,2944000000.0,9106000000,1485000000.0,5486000000,2063000000,843000000,33859000000,150000000,1362000000,2286000000.0,728000000,675000000,1849000000,5416000000,6822000000,-929000000,331000000,55000000,-732000000,49000000.0,704000000,20578000000,383000000,,675000000,,0,1382000000,5482000000,2429000000,-21000000.0,0.3,-92000000.0
2009-09-30,137000000.0,2283000000.0,1130000000.0,13330000000,413000000.0,461000000,-478000000,6822000000,-202000000.0,8281000000,3893000000.0,5502000000,-1954000000.0,495000000,5199000000,,0.45,7910000000,-215000000,1613000000,-1174000000,,,1381000000,-100000000.0,,24950000000,14775000000,16000000.0,-1320000000,1281000000,0.0,974000000,2105000000,,,2779000000,29000000,-10000000,,12288000000.0,297000000,3967000000,,3035000000.0,9476000000,1593000000.0,5603000000,2219000000,1066000000,34426000000,169000000,1333000000,2289000000.0,1084000000,1034000000,1959000000,5723000000,5502000000,-1632000000,218000000,63000000,-1977000000,48000000.0,287000000,20498000000,417000000,,1034000000,,445000000,1333000000,5347000000,2307000000,-1007000000.0,0.45,-85000000.0
2009-12-31,84000000.0,,-1156000000.0,13790000000,732000000.0,443000000,3406000000,5502000000,-213000000.0,9552000000,3943000000.0,7119000000,-2084000000.0,540000000,5179000000,,,8761000000,-343000000,1014000000,39000000,-5652000000.0,9724000000.0,795000000,-54000000.0,,25229000000,14579000000,7000000.0,1617000000,1783000000,0.0,1243000000,0,,86000000.0,2433000000,1047000000,-45000000,,12828000000.0,170000000,4072000000,,3026000000.0,9499000000,1600000000.0,6291000000,2172000000,1440000000,34728000000,188000000,1556000000,,625000000,540000000,1997000000,5676000000,7119000000,-162000000,161000000,31000000,-2034000000,49000000.0,293000000,20255000000,328000000,,540000000,,-445000000,1227000000,4550000000,2470000000,1049000000.0,,-1029000000.0
2010-03-31,83000000.0,2290000000.0,-7000000.0,13999000000,-280000000.0,414000000,2037000000,7119000000,-64000000.0,9413000000,3951000000.0,7408000000,-2359000000.0,568000000,5079000000,,0.2,6934000000,-148000000,902000000,17000000,,,691000000,-54000000.0,,25021000000,14141000000,9000000.0,289000000,427000000,,709000000,0,,,2005000000,-283000000,24000000,,13292000000.0,201000000,3956000000,,3002000000.0,9307000000,1434000000.0,4848000000,2061000000,279000000,34328000000,169000000,1377000000,2295000000.0,490000000,464000000,1978000000,5489000000,7408000000,145000000,205000000,42000000,-1697000000,51000000.0,298000000,19630000000,303000000,,464000000,,0,1377000000,4689000000,2086000000,-6000000.0,0.2,-16000000.0
2010-06-30,-383000000.0,2288000000.0,-13000000.0,14050000000,-127000000.0,699000000,1918000000,7408000000,-203000000.0,8014000000,3967000000.0,6536000000,-2846000000.0,648000000,5143000000,,0.27,7573000000,-132000000,1168000000,-293000000,,,956000000,-1100000000.0,,23516000000,13835000000,17000000.0,-872000000,649000000,,973000000,3169000000,,,1478000000,-247000000,46000000,,13915000000.0,285000000,3766000000,,3940000000.0,10262000000,1395000000.0,5263000000,1887000000,517000000,33778000000,167000000,1337000000,2293000000.0,671000000,623000000,1893000000,5315000000,6536000000,-874000000,237000000,45000000,-1622000000,31000000.0,693000000,19150000000,447000000,,623000000,,2000000,1337000000,4551000000,2310000000,15000000.0,0.27,-101000000.0
2010-09-30,35000000.0,2284000000.0,-26000000.0,14018000000,-55000000.0,737000000,365000000,6536000000,-60000000.0,7622000000,1421000000.0,5269000000,-1706000000.0,740000000,5776000000,,0.34,7903000000,-153000000,1362000000,-1189000000,,,1125000000,-1091000000.0,,24331000000,15070000000,27000000.0,-1267000000,1362000000,-16000000.0,1138000000,1698000000,,,2353000000,288000000,30000000,,14689000000.0,304000000,4092000000,,4124000000.0,10968000000,3199000000.0,5399000000,2080000000,1209000000,35299000000,186000000,1366000000,2288000000.0,821000000,774000000,1957000000,5690000000,5269000000,-1964000000,253000000,51000000,-1063000000,32000000.0,362000000,20760000000,490000000,,774000000,,18000000,1366000000,5109000000,2504000000,4000000.0,0.34,-1183000000.0
2010-12-31,-142000000.0,,39000000.0,14885000000,198000000.0,701000000,584000000,5269000000,-118000000.0,8610000000,1454000000.0,5897000000,-1517000000.0,801000000,4555000000,,,9179000000,-407000000,1183000000,-1065000000,-5902000000.0,10258000000.0,968000000,932000000.0,,25348000000,16738000000,53000000.0,628000000,1759000000,-46000000.0,998000000,5020000000,,10000000.0,2713000000,841000000,51000000,,15389000000.0,228000000,4356000000,,4085000000.0,10947000000,1644000000.0,6550000000,1139000000,1352000000,36295000000,180000000,535000000,,740000000,700000000,1718000000,4099000000,5897000000,-54000000,1043000000,35000000,-1239000000,19000000.0,347000000,20837000000,411000000,,700000000,,-20000000,1631000000,4878000000,2629000000,-920000000.0,,-5000000.0
2011-03-31,15000000.0,2284000000.0,-9000000.0,15985000000,-500000000.0,1787000000,2596000000,5897000000,-1248000000.0,4511000000,1465000000.0,3649000000,-1091000000.0,673000000,4967000000,,0.29,8402000000,-139000000,1262000000,-1245000000,,,980000000,-3032000000.0,,23081000000,17188000000,716000000.0,-2248000000,166000000,4000000.0,1013000000,1685000000,306000000.0,,862000000,-762000000,-3000000,,16044000000.0,284000000,4843000000,,6945000000.0,14858000000,1691000000.0,5829000000,1189000000,27000000,37939000000,231000000,1263000000,2289000000.0,696000000,655000000,1658000000,4157000000,3649000000,-1304000000,1125000000,51000000,-726000000,19000000.0,386000000,21345000000,438000000,1777000000.0,655000000,135000000.0,0,1560000000,6085000000,2573000000,-37000000.0,0.29,-1000000.0
2011-06-30,-275000000.0,2288000000.0,-66000000.0,15981000000,-399000000.0,2002000000,548000000,3649000000,-91000000.0,4911000000,1614000000.0,4552000000,-573000000.0,689000000,5187000000,,0.39,9680000000,-204000000,1604000000,-197000000,,,1321000000,-151000000.0,,24535000000,17813000000,-669000000.0,903000000,961000000,1000000.0,1337000000,1797000000,334000000.0,,359000000,-163000000,-3000000,,15368000000.0,395000000,5019000000,,6888000000.0,15334000000,1692000000.0,6659000000,2471000000,757000000,39869000000,242000000,1356000000,2292000000.0,926000000,893000000,1674000000,5541000000,4552000000,104000000,1191000000,41000000,-32000000,20000000.0,884000000,23354000000,568000000,1935000000.0,893000000,122000000.0,0,1684000000,6628000000,3021000000,186000000.0,0.39,-1678000000.0
2011-09-30,-357000000.0,2290000000.0,14000000.0,15832000000,-314000000.0,2224000000,36000000,4552000000,-232000000.0,5594000000,1607000000.0,4996000000,-1507000000.0,439000000,4772000000,,0.34,9337000000,-233000000,1473000000,834000000,,,1136000000,-453000000.0,,24670000000,18363000000,36000000.0,444000000,811000000,,1194000000,1748000000,332000000.0,5000000.0,598000000,-336000000,30000000,,16158000000.0,318000000,4757000000,,7270000000.0,15582000000,1756000000.0,6490000000,2380000000,578000000,40252000000,257000000,1317000000,2291000000.0,818000000,790000000,1636000000,5538000000,4996000000,-905000000,2238000000,80000000,-281000000,19000000.0,821000000,23901000000,720000000,1821000000.0,790000000,-183000000.0,0,1653000000,6492000000,2847000000,-319000000.0,0.34,110000000.0
2011-12-31,-114000000.0,,6000000.0,15777000000,613000000.0,2253000000,1549000000,4996000000,-555000000.0,5767000000,1621000000.0,4819000000,-2408000000.0,351000000,4789000000,,,10571000000,-445000000,1413000000,-600000000,-6121000000.0,11043000000.0,1113000000,-384000000.0,,23787000000,16561000000,28000000.0,-177000000,1674000000,,1123000000,2547000000,399000000.0,0.0,948000000,586000000,-58000000,,16988000000.0,247000000,4922000000,,7269000000.0,15861000000,1822000000.0,7578000000,3231000000,1229000000,39648000000,265000000,1437000000,,866000000,830000000,1496000000,6751000000,4819000000,-1148000000,765000000,35000000,-1912000000,156000000.0,804000000,23312000000,537000000,1757000000.0,830000000,139000000.0,-34000000,1870000000,5737000000,2993000000,-33000000.0,,0.0
2012-03-31,-74000000.0,2292000000.0,-19000000.0,16945000000,-388000000.0,2247000000,23000000,4819000000,-185000000.0,7588000000,1631000000.0,5751000000,-1986000000.0,420000000,4738000000,,0.3,8907000000,-236000000,1320000000,2131000000,,,1010000000,-196000000.0,,26760000000,16542000000,25000000.0,932000000,-22000000,46000000.0,1048000000,1999000000,346000000.0,,1837000000,-1035000000,39000000,,17673000000.0,298000000,5121000000,,7424000000.0,16248000000,1722000000.0,6217000000,5364000000,-258000000,43008000000,253000000,1322000000,2294000000.0,712000000,685000000,1500000000,8942000000,5751000000,-1321000000,812000000,57000000,-901000000,254000000.0,759000000,25484000000,586000000,1905000000.0,685000000,-184000000.0,0,1642000000,6356000000,2690000000,15000000.0,0.3,-8000000.0
2012-06-30,-183000000.0,2293000000.0,8000000.0,15430000000,12000000.0,3689000000,1500000000,5751000000,-542000000.0,5148000000,1659000000.0,4773000000,-2560000000.0,409000000,4750000000,,0.29,9663000000,-300000000,1301000000,894000000,,,933000000,-3420000000.0,,24354000000,17661000000,23000000.0,-978000000,595000000,,1001000000,1878000000,370000000.0,0.0,375000000,-327000000,-28000000,,16703000000.0,256000000,5407000000,,10498000000.0,20989000000,1802000000.0,6821000000,6977000000,295000000,45343000000,281000000,1465000000,2294000000.0,677000000,656000000,1483000000,11769000000,4773000000,-2265000000,2217000000,87000000,-53000000,279000000.0,709000000,29430000000,1697000000,1764000000.0,656000000,21000000.0,0,1841000000,6363000000,2842000000,-116000000.0,0.29,-1626000000.0
2012-09-30,-131000000.0,2293000000.0,37000000.0,16610000000,-90000000.0,3614000000,159000000,4773000000,-664000000.0,5425000000,1673000000.0,4683000000,-2155000000.0,622000000,4697000000,,0.33,9745000000,-302000000,1470000000,-265000000,,,1069000000,-70000000.0,,25614000000,17782000000,56000000.0,-90000000,768000000,,1146000000,1924000000,358000000.0,1000000.0,742000000,-386000000,12000000,,17462000000.0,274000000,5658000000,,10600000000.0,21329000000,2098000000.0,6822000000,7055000000,466000000,46943000000,307000000,1393000000,2295000000.0,795000000,759000000,1497000000,12026000000,4683000000,-681000000,2023000000,94000000,-505000000,275000000.0,770000000,29808000000,1842000000,1795000000.0,759000000,-163000000.0,0,1777000000,6659000000,2923000000,-31000000.0,0.33,0.0
2012-12-31,78000000.0,,81000000.0,16906000000,527000000.0,3501000000,0,4683000000,-201000000.0,8481000000,1691000000.0,6875000000,-2523000000.0,584000000,4992000000,,,11021000000,-455000000,1222000000,1002000000,-6599000000.0,12546000000.0,826000000,-8000000.0,41000000.0,28002000000,18974000000,68000000.0,2192000000,2438000000,,963000000,422000000,390000000.0,43000000.0,1606000000,1337000000,41000000,48000000.0,18066000000.0,202000000,5947000000,8233000000.0,10226000000.0,21068000000,2096000000.0,8098000000,7534000000,1983000000,49070000000,341000000,1576000000,,624000000,604000000,648000000,12650000000,6875000000,-1308000000,2537000000,55000000,-896000000,558000000.0,229000000,31624000000,1260000000,3972000000.0,604000000,269000000.0,-94000000,1960000000,6182000000,2923000000,-14000000.0,,0.0
2013-03-31,-504000000.0,2296000000.0,46000000.0,17194000000,-248000000.0,3366000000,148000000,6875000000,-1030000000.0,7046000000,1688000000.0,5455000000,-2904000000.0,483000000,4705000000,,0.29,9715000000,-216000000,1391000000,-833000000,,5820000000.0,973000000,-26000000.0,,26946000000,17485000000,14000000.0,-1420000000,-223000000,,1041000000,2364000000,361000000.0,1000000.0,1591000000,-1234000000,4000000,,18730000000.0,277000000,5820000000,11941000000.0,10157000000.0,20755000000,1878000000.0,6864000000,7430000000,-439000000,47701000000,321000000,1449000000,2303000000.0,696000000,664000000,1545000000,12475000000,5455000000,-226000000,1683000000,97000000,-178000000,211000000.0,771000000,29960000000,1280000000,3922000000.0,664000000,-197000000.0,11000000,1810000000,6267000000,2851000000,-19000000.0,0.29,-15000000.0
2013-06-30,-459000000.0,2297000000.0,-15000000.0,16293000000,-104000000.0,3250000000,1287000000,5455000000,-1219000000.0,4691000000,1717000000.0,4148000000,-2933000000.0,517000000,4829000000,,0.33,10225000000,-236000000,1523000000,-2764000000,,5782000000.0,1125000000,,,25069000000,16363000000,-7000000.0,-1307000000,543000000,,1183000000,4043000000,343000000.0,1000000.0,543000000,-493000000,-51000000,,17826000000.0,331000000,5782000000,12268000000.0,10028000000.0,20444000000,,7200000000,7417000000,307000000,45513000000,318000000,1499000000,2304000000.0,794000000,763000000,1642000000,12398000000,4148000000,826000000,712000000,80000000,-211000000,194000000.0,789000000,28761000000,1139000000,3733000000.0,763000000,147000000.0,5000000,1842000000,6347000000,3025000000,-120000000.0,0.33,-1667000000.0
2013-09-30,-83000000.0,2297000000.0,88000000.0,17589000000,43000000.0,3432000000,82000000,4148000000,-235000000.0,4676000000,1734000000.0,4296000000,-2493000000.0,734000000,5103000000,,0.36,10535000000,-240000000,1666000000,-179000000,,6050000000.0,1217000000,-858000000.0,,25920000000,16733000000,53000000.0,148000000,1241000000,,1347000000,4346000000,351000000.0,1000000.0,380000000,-52000000,36000000,,18661000000.0,336000000,6050000000,12632000000.0,10646000000.0,21506000000,,7361000000,7553000000,1001000000,47426000000,327000000,1476000000,2305000000.0,881000000,835000000,1663000000,12609000000,4296000000,-972000000,567000000,122000000,-44000000,201000000.0,776000000,29342000000,1274000000,3516000000.0,835000000,36000000.0,-23000000,1827000000,6634000000,3174000000,-35000000.0,0.36,0.0
2013-12-31,475000000.0,2299000000.0,66000000.0,18678000000,633000000.0,3297000000,15000000,4296000000,-210000000.0,6485000000,1750000000.0,6021000000,-2012000000.0,706000000,5112000000,,0.23,11373000000,-414000000,1194000000,-80000000,-7127000000.0,13381000000.0,751000000,-31000000.0,202000000.0,26425000000,16675000000,35000000.0,1725000000,2092000000,,857000000,388000000,415000000.0,71000000.0,464000000,1261000000,-126000000,57000000.0,19186000000.0,178000000,6254000000,8360000000.0,10670000000.0,21639000000,938000000.0,8431000000,7570000000,1678000000,48064000000,352000000,1670000000,2308000000.0,573000000,525000000,513000000,12181000000,6021000000,-345000000,453000000,91000000,-123000000,269000000.0,504000000,28856000000,1265000000,3595000000.0,525000000,-29000000.0,-34000000,2085000000,6004000000,2942000000,9000000.0,0.23,0.0
2014-03-31,-106000000.0,2301000000.0,74000000.0,19173000000,-223000000.0,3120000000,105000000,6021000000,-13000000.0,7267000000,1761000000.0,6402000000,-2082000000.0,715000000,4872000000,,0.24,9471000000,-203000000,1205000000,981000000,,6171000000.0,788000000,-3000000.0,,27510000000,16993000000,15000000.0,381000000,-45000000,,855000000,4042000000,365000000.0,1000000.0,865000000,-906000000,-13000000,,19730000000.0,225000000,6171000000,12215000000.0,10600000000.0,21283000000,,6744000000,7612000000,-248000000,48793000000,333000000,1507000000,2311000000.0,563000000,544000000,1667000000,12094000000,6402000000,-549000000,1435000000,84000000,-522000000,192000000.0,706000000,29087000000,1254000000,3319000000.0,544000000,-201000000.0,0,1872000000,6201000000,2727000000,2000000.0,0.24,
2014-06-30,-99000000.0,2295000000.0,2000000.0,17722000000,-138000000.0,2995000000,244000000,6402000000,-256000000.0,5912000000,1777000000.0,4949000000,-2092000000.0,522000000,4950000000,,0.28,10190000000,-217000000,1406000000,-2437000000,,5984000000.0,985000000,-14000000.0,,26384000000,16886000000,27000000.0,-1453000000,888000000,-282000000.0,920000000,4214000000,390000000.0,25000000.0,963000000,-7000000,-3000000,,18525000000.0,316000000,5984000000,12106000000.0,10367000000.0,20691000000,,7305000000,7585000000,671000000,47075000000,333000000,1575000000,2302000000.0,669000000,636000000,1638000000,12022000000,4949000000,68000000,1242000000,88000000,-348000000,167000000.0,655000000,28908000000,1260000000,3204000000.0,636000000,250000000.0,132000000,1965000000,6210000000,2885000000,-115000000.0,0.28,-1841000000.0
2014-09-30,-206000000.0,2290000000.0,-42000000.0,17177000000,-151000000.0,2822000000,300000000,4949000000,-779000000.0,6216000000,1795000000.0,4633000000,-3039000000.0,630000000,4820000000,,0.32,9823000000,-222000000,1563000000,-902000000,,5652000000.0,1158000000,-6000000.0,,25814000000,16383000000,25000000.0,-316000000,1169000000,-179000000.0,917000000,4715000000,357000000.0,0.0,1583000000,298000000,50000000,,19259000000.0,397000000,5652000000,11788000000.0,10147000000.0,19964000000,,7061000000,7408000000,947000000,45778000000,322000000,1488000000,2296000000.0,761000000,734000000,1617000000,11741000000,4633000000,-381000000,462000000,83000000,-999000000,171000000.0,673000000,28124000000,1253000000,3188000000.0,734000000,95000000.0,305000000,1845000000,5961000000,2762000000,-40000000.0,0.32,0.0
2014-12-31,399000000.0,2266000000.0,-200000000.0,16269000000,336000000.0,2702000000,1246000000,4633000000,-133000000.0,6768000000,1777000000.0,5443000000,-4241000000.0,644000000,4765000000,,0.3,10346000000,-384000000,1389000000,-666000000,-6905000000.0,12557000000.0,965000000,-47000000.0,293000000.0,24986000000,15580000000,45000000.0,810000000,1833000000,-542000000.0,957000000,605000000,387000000.0,12000000.0,1325000000,804000000,31000000,89000000.0,19939000000.0,264000000,5652000000,7715000000.0,10053000000.0,19892000000,786000000.0,7505000000,7338000000,1449000000,44878000000,317000000,1497000000,2272000000.0,701000000,680000000,427000000,12483000000,5443000000,-259000000,353000000,107000000,-1026000000,242000000.0,432000000,28063000000,1165000000,3248000000.0,680000000,113000000.0,92000000,1884000000,5376000000,2841000000,-22000000.0,0.3,0.0
2015-03-31,-101000000.0,2251000000.0,98000000.0,15731000000,-360000000.0,2582000000,463000000,5443000000,-14000000.0,6155000000,1792000000.0,4471000000,-4906000000.0,767000000,4473000000,,0.25,8555000000,-176000000,1173000000,-217000000,,5298000000.0,807000000,-36000000.0,,23999000000,14661000000,26000000.0,-972000000,53000000,-401000000.0,862000000,3917000000,330000000.0,0.0,1684000000,-876000000,31000000,,20503000000.0,230000000,5298000000,10599000000.0,9789000000.0,19136000000,,6054000000,7203000000,-123000000,43135000000,295000000,1309000000,2256000000.0,577000000,564000000,1568000000,12192000000,4471000000,-573000000,506000000,71000000,-928000000,176000000.0,754000000,26853000000,1187000000,2899000000.0,564000000,-21000000.0,-3000000,1639000000,5346000000,2501000000,-6000000.0,0.25,
2015-06-30,-318000000.0,2232000000.0,102000000.0,14541000000,59000000.0,2519000000,902000000,4471000000,-48000000.0,5187000000,1441000000.0,3954000000,-4586000000.0,782000000,4564000000,,0.26,9165000000,-182000000,1273000000,-1625000000,,5327000000.0,892000000,-5000000.0,,23600000000,16051000000,64000000.0,-517000000,598000000,-497000000.0,996000000,4232000000,346000000.0,107000000.0,1233000000,-252000000,-50000000,,19720000000.0,263000000,5327000000,11071000000.0,9870000000.0,19093000000,,6445000000,6646000000,416000000,42693000000,293000000,1378000000,2238000000.0,629000000,588000000,1576000000,11636000000,3954000000,421000000,1342000000,88000000,-415000000,163000000.0,676000000,27687000000,1122000000,3017000000.0,588000000,-18000000.0,-35000000,1724000000,5458000000,2720000000,-93000000.0,0.26,-1357000000.0
2015-09-30,218000000.0,2219000000.0,23000000.0,14745000000,-103000000.0,2383000000,292000000,3954000000,-357000000.0,5234000000,1458000000.0,3970000000,-4881000000.0,712000000,4405000000,,0.26,8519000000,-189000000,1184000000,-945000000,,5194000000.0,836000000,-3000000.0,,23067000000,15032000000,27000000.0,16000000,1173000000,-542000000.0,889000000,3905000000,322000000.0,,1264000000,201000000,-7000000,,20297000000.0,229000000,5194000000,10564000000.0,9744000000.0,18701000000,,6001000000,6571000000,984000000,41768000000,284000000,1307000000,2223000000.0,607000000,577000000,1557000000,11511000000,3970000000,-113000000,986000000,64000000,-301000000,155000000.0,703000000,26543000000,1151000000,2937000000.0,577000000,-89000000.0,-7000000,1629000000,5410000000,2518000000,-50000000.0,0.26,
2015-12-31,363000000.0,,5000000.0,14481000000,509000000.0,2337000000,498000000,3970000000,-23000000.0,6198000000,1444000000.0,4565000000,-4858000000.0,638000000,4342000000,,,9242000000,-329000000,656000000,-593000000,-6840000000.0,12116000000.0,305000000,-12000000.0,240000000.0,22760000000,15844000000,-18000000.0,595000000,1994000000,-439000000.0,407000000,371000000,408000000.0,0.0,1633000000,1585000000,-193000000,85000000.0,20476000000.0,66000000,5276000000,7197000000.0,9671000000.0,18596000000,685000000.0,6847000000,5985000000,1665000000,41356000000,288000000,1580000000,,239000000,204000000,397000000,10524000000,4565000000,-709000000,1454000000,63000000,-895000000,236000000.0,399000000,26368000000,965000000,3129000000.0,204000000,16000000.0,-60000000,1988000000,4757000000,2395000000,-72000000.0,,0.0
2016-03-31,73000000.0,2181000000.0,9000000.0,14838000000,-165000000.0,2282000000,390000000,4565000000,-13000000.0,6061000000,1454000000.0,3966000000,-4518000000.0,692000000,4323000000,,0.23,7903000000,-170000000,1082000000,-358000000,,5347000000.0,730000000,-3000000.0,,23083000000,15770000000,17000000.0,-599000000,252000000,-448000000.0,783000000,3752000000,305000000.0,,2095000000,-610000000,15000000,,20976000000.0,201000000,5347000000,10131000000.0,9823000000.0,18731000000,,5545000000,6126000000,82000000,41814000000,280000000,1270000000,2184000000.0,529000000,500000000,1595000000,10677000000,3966000000,-598000000,1566000000,72000000,-824000000,183000000.0,589000000,26447000000,1002000000,2932000000.0,500000000,-106000000.0,1000000,1575000000,5104000000,2358000000,-1000000.0,0.23,
2016-06-30,-304000000.0,2149000000.0,13000000.0,12719000000,-39000000.0,2191000000,699000000,3966000000,-651000000.0,6357000000,234000000.0,4085000000,-4654000000.0,594000000,4536000000,,0.19,8677000000,-178000000,954000000,-478000000,,5239000000.0,593000000,-16000000.0,,23470000000,18060000000,44000000.0,119000000,1082000000,-749000000.0,667000000,3894000000,343000000.0,1000000.0,2272000000,424000000,-142000000,,20986000000.0,149000000,5239000000,10384000000.0,9782000000.0,18533000000,,6262000000,6355000000,904000000,42003000000,287000000,1405000000,2154000000.0,444000000,406000000,1647000000,10784000000,4085000000,-422000000,1653000000,74000000,-956000000,167000000.0,600000000,28844000000,936000000,2989000000.0,406000000,273000000.0,-20000000,1748000000,5045000000,2415000000,-118000000.0,0.19,0.0
2016-09-30,163000000.0,2135000000.0,5000000.0,13440000000,-57000000.0,2102000000,1652000000,4085000000,-71000000.0,5365000000,208000000.0,3538000000,-4652000000.0,631000000,4458000000,,0.27,8255000000,-184000000,1180000000,-1893000000,,4861000000.0,810000000,-8000000.0,,22902000000,16177000000,41000000.0,-547000000,1081000000,-1712000000.0,876000000,4126000000,303000000.0,142000000.0,1827000000,161000000,19000000,,19500000000.0,237000000,4861000000,10155000000.0,9639000000.0,17907000000,,5796000000,6319000000,897000000,40809000000,286000000,1280000000,2139000000.0,573000000,568000000,1622000000,10719000000,3538000000,263000000,1402000000,84000000,-1226000000,173000000.0,573000000,26896000000,968000000,2921000000.0,568000000,-14000000.0,2000000,1583000000,5017000000,2459000000,-23000000.0,0.27,0.0
2016-12-31,78000000.0,2137000000.0,5000000.0,13395000000,376000000.0,1996000000,1018000000,3538000000,-666000000.0,5597000000,216000000.0,3644000000,-5187000000.0,688000000,4446000000,17000000.0,0.23,8993000000,-299000000,979000000,-626000000,-6926000000.0,11669000000.0,666000000,-2000000.0,226000000.0,21940000000,15407000000,2000000.0,106000000,1428000000,0.0,772000000,671000000,349000000.0,49000000.0,1953000000,698000000,-39000000,80000000.0,19925000000.0,194000000,4743000000,7293000000.0,9501000000.0,17559000000,686000000.0,6478000000,5800000000,1129000000,39499000000,282000000,1394000000,2141000000.0,472000000,425000000,345000000,10195000000,3644000000,-548000000,1003000000,31000000,-1279000000,227000000.0,349000000,25602000000,957000000,2786000000.0,425000000,187000000.0,-94000000,1743000000,4347000000,2515000000,-7000000.0,0.23,0.0
2017-03-31,-67000000.0,2140000000.0,14000000.0,14403000000,-260000000.0,1949000000,951000000,3644000000,-19000000.0,6786000000,192000000.0,5562000000,-4998000000.0,545000000,4471000000,12000000.0,0.34,7854000000,-192000000,1310000000,106000000,,4805000000.0,968000000,-15000000.0,,22207000000,15153000000,2000000.0,1918000000,509000000,0.0,771000000,4019000000,291000000.0,83000000.0,1224000000,-165000000,-8000000,,20649000000.0,208000000,4805000000,9918000000.0,9567000000.0,18099000000,,5481000000,5885000000,317000000,40306000000,263000000,1311000000,2148000000.0,760000000,724000000,1679000000,10218000000,5562000000,1262000000,1049000000,79000000,-174000000,169000000.0,484000000,25371000000,823000000,2695000000.0,724000000,-11000000.0,259000000,1602000000,4728000000,2373000000,-15000000.0,0.34,
2017-06-30,-187000000.0,2140000000.0,8000000.0,13403000000,10000000.0,1930000000,546000000,5562000000,-571000000.0,5927000000,192000000.0,5018000000,-4667000000.0,636000000,4888000000,15000000.0,0.24,8454000000,-225000000,1160000000,-1327000000,,4980000000.0,828000000,-3000000.0,,22089000000,15207000000,25000000.0,-544000000,467000000,-251000000.0,913000000,3711000000,319000000.0,3000000.0,909000000,-456000000,51000000,,19552000000.0,248000000,4980000000,10305000000.0,9708000000.0,18389000000,,5855000000,6909000000,242000000,40478000000,258000000,1367000000,2151000000.0,580000000,525000000,1757000000,11387000000,5018000000,177000000,914000000,74000000,-174000000,157000000.0,511000000,26594000000,843000000,2742000000.0,525000000,240000000.0,-29000000,1686000000,4953000000,2599000000,-116000000.0,0.25,-1635000000.0
