date,quarterlyGrossProfit,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyEbitda,quarterlyChangeInInventory,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyBasicAverageShares,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyGoodwill,quarterlyCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyResearchAndDevelopment,quarterlyDilutedAverageShares,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyTaxProvision,quarterlyNetPPE,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,quarterlyCostOfRevenue,quarterlyBasicEPS,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyDepreciationAndAmortization,quarterlyOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyIncomeTaxPayable
1990-03-31,,,,,,,0.064575,,,1940478750,,1940478750,,,1940478750,,,,3160000000.0,,,,,,,,,,,,,,,,,,,,,3160000000.0,,,,202119750,,,,,,,,,,,,0.064575,,,,,,,,,,,,,,,,,,,,,
1990-06-30,,,,,,,0.06335,,,2031634500,,2031634500,,,2031634500,,,,3160000000.0,,,,,,,,,,,,,,,,,,,,,3160000000.0,,,,201453000,,,,,,,,,,,,0.06335,,,,,,,,,,,,,,,,,,,,,
1990-09-30,,,,,,,0.059725,,,2029455500,,2029455500,,,2029455500,,,,3160000000.0,,,,,,,,,,,,,,,,,,,,,3160000000.0,,,,192911750,,,,,,,,,,,,0.059725,,,,,,,,,,,,,,,,,,,,,
1990-12-31,,,653265600.0,,,,,5471027200.0,,2325934000,8202497600.0,-4953558800,,,-4953558800,,,,,4836822400.0,,1303065600.0,,,,7028236800.0,,,6637201600.0,,4167961600.0,0.0,-2488878400.0,162305600.0,,,,69312000.0,,,,,,163468850,,1185812800.0,,5713619200.0,,1140760000.0,1795180800.0,,,,,,,,,79708800.0,,,12499841600.0,,5862640000.0,,1719515200.0,4338353600.0,4338353600.0,,,,,,,,
1991-03-31,,,,,,,0.07863,,,2276338500,,2276338500,,,2276338500,,,,3160000000.0,,,,,,,,,,,,,,,,,,,,,3160000000.0,,,,237200500,,,,,,,,,,,,0.07863,,,,,,,,,,,,,,,,,,,,,
1991-06-30,,,,,,,0.0698,,,2248956000,,2248956000,,,2248956000,,,,3160000000.0,,,,,,,,,,,,,,,,,,,,,3160000000.0,,,,223360000,,,,,,,,,,,,0.0698,,,,,,,,,,,,,,,,,,,,,
1991-09-30,,,,,,,0.07692,,,2392853000,,2392853000,,,2392853000,,,,3160000000.0,,,,,,,,,,,,,,,,,,,,,3160000000.0,,,,272425000,,,,,,,,,,,,0.07692,,,,,,,,,,,,,,,,,,,,,
1991-12-31,,,739778850.0,,,,,5770393300.0,,2944438700,10047036500.0,-5481116100,,,-5481116100,,,,,6127568700.0,,1914199950.0,,,,9501220450.0,,,8487646550.0,,3856193350.0,0.0,-3519715200.0,200467650.0,,,,107034350.0,,,,,,200094550,,1396768700.0,,6527321300.0,,1713732300.0,1759266250.0,,,,,,,,,150202900.0,,,15272205100.0,,6784558550.0,,1357148250.0,6035909450.0,6035909450.0,,,,,,,,
1992-03-31,,,,,,,0.089215,,,2661793250,,2661793250,,,2661793250,,,,3628571429.0,,,,,,,,,,,,,,,,323723000.0,,,,,3628571429.0,,,,323723000,,,,,,,,,,,,0.089215,,,,,,,,323723000.0,,,,,,,,,,,,,
1992-06-30,,,,,,,0.087825,,,2809229000,,2809229000,,,2809229000,,,,3820000000.0,,,,,,,,,,,,,,,,335491500.0,,,,,3820000000.0,,,,335491500,,,,,,,,,,,,0.087825,,,,,,,,335491500.0,,,,,,,,,,,,,
1992-09-30,,,,,,,0.060253,,,2565661000,,2565661000,,,2565661000,,,,3790909091.0,,,,,,,,,,,,,,,,228411750.0,,,,,3790909091.0,,,,228411750,,,,,,,,,,,,0.060253,,,,,,,,228411750.0,,,,,,,,,,,,,
1992-12-31,,,2153976500.0,,,,,6219811000.0,,2714160500,12079580500.0,-6798085750,,,-6798085750,,,,,7164449500.0,,2796280500.0,,,,10555363000.0,,,10578571250.0,,3423530500.0,0.0,-3962965500.0,209501500.0,395194750.0,,,-2078079250.0,,,,,,395194750,,1667230500.0,,8116615000.0,,2586779000.0,272853750.0,,,,,,,,,158694250.0,,,16775801250.0,395194750.0,6197230000.0,,996700250.0,5818998250.0,5818998250.0,,,,,,,,
1993-03-31,,,,,,,0.07431,,,2626239250,,2626239250,,,2626239250,,,,3891666667.0,,,,,,,,,,,,,,,,289189750.0,,,,,3891666667.0,,,,289189750,,,,,,,,,,,,0.07431,,,,,,,,289189750.0,,,,,,,,,,,,,
1993-06-30,,,,,,,0.07866,,,3003501000,,3003501000,,,3003501000,,,,3733333333.0,,,,,,,,,,,,,,,,293664000.0,,,,,3733333333.0,,,,293664000,,,,,,,,,,,,0.07866,,,,,,,,293664000.0,,,,,,,,,,,,,
1993-09-30,,,,,,,0.10536,,,3131167500,,3131167500,,,3131167500,,,,3868750000.0,,,,,,,,,,,,,,,,407611500.0,,,,,3868750000.0,,,,407611500,,,,,,,,,,,,0.10536,,,,,,,,407611500.0,,,,,,,,,,,,,
1993-12-31,,,926838000.0,,,,,7285599000.0,,4241370000,10426927500.0,-6960187500,,,-6960187500,,,,,8542674000.0,,3594555000.0,,,,11953764000.0,,,9201109500.0,,3691044000.0,0.0,-799092000.0,250735500.0,423501000.0,,,222196500.0,,,,,,423501000,,2057526000.0,,9627835500.0,,3343819500.0,1804072500.0,,,,,,,,,188901000.0,,,19240042500.0,423501000.0,10038933000.0,,960133500.0,5706441000.0,5706441000.0,,,,,,,,
1994-03-31,,,,,,,0.072037,,,3111334880,,3111334880,,,3111334880,,,,3718181818.0,,,,,,,,,,,,,,,,267845920.0,,,,,3718181818.0,,,,267845920,,,,,,,,,,,,0.072037,,,,,,,,267845920.0,,,,,,,,,,,,,
1994-06-30,,,,,,,0.07482,,,3423015000,,3423015000,,,3423015000,,,,3750000000.0,,,,,,,,,,,,,,,,280575000.0,,,,,3750000000.0,,,,280575000,,,,,,,,,,,,0.07482,,,,,,,,280575000.0,,,,,,,,,,,,,
1994-09-30,,,,,,,0.103377,,,3374955000,,3374955000,,,3374955000,,,,3705882353.0,,,,,,,,,,,,,,,,383103000.0,,,,,3705882353.0,,,,383103000,,,,,,,,,,,,0.103377,,,,,,,,383103000.0,,,,,,,,,,,,,
1994-12-31,,,1029496370.0,,,,,7996383500.0,,3557162700,15356704860.0,-8120597660,,,-8120597660,,,,,9733088540.0,,3417465800.0,,,,13131703550.0,,,13204066260.0,,4578917700.0,0.0,-5221060740.0,310125900.0,494969860.0,,,-2399523140.0,,,,,,494969860,,2479182930.0,,10135644120.0,,3107339900.0,2094261960.0,,,,,,,,,189115990.0,,,21129303230.0,494969860.0,7925236970.0,,1455159370.0,6684733370.0,6684733370.0,,,,,,,,
1995-03-31,,,,,,,0.08139,,,3370631200,,3370631200,,,3370631200,,,,3773333333.0,,,,,,,,,,,,,,,,307111600.0,,,,,3773333333.0,,,,307111600,,,,,,,,,,,,0.08139,,,,,,,,307111600.0,,,,,,,,,,,,,
1995-06-30,,,,,,,0.118822,,,3573301600,,3573301600,,,3573301600,,,,3768181818.0,,,,,,,,,,,,,,,,447742900.0,,,,,3768181818.0,,,,447742900,,,,,,,,,,,,0.118822,,,,,,,,447742900.0,,,,,,,,,,,,,
1995-09-30,,,,,,,0.115973,,,3217960750,,3217960750,,,3217960750,,,,3809523810.0,,,,,,,,,,,,,,,,441800000.0,,,,,3809523810.0,,,,441800000,,,,,,,,,,,,0.115973,,,,,,,,441800000.0,,,,,,,,,,,,,
1995-12-31,,,2722230400.0,,,,,5724886000.0,,3410901050,16042427400.0,-8429581950,,,-8429581950,,,,,11013062400.0,,1787849200.0,,,,14409200000.0,,,9634212800.0,,3937036800.0,0.0,-5917747600.0,466636400.0,349546850.0,,,231655600.0,,,,,,349546850,,2272220000.0,,10124679800.0,,1321212800.0,489358600.0,,,,,,,,,154621800.0,,,20145170000.0,349546850.0,10510957200.0,,725447800.0,2999884600.0,2999884600.0,,,,,,,,
1996-03-31,,,,,,,0.10253,,,3434748300,,3434748300,,,3434748300,,,,3888888889.0,,,,,,,,,,,,,,,,398727000.0,,,,,3888888889.0,,,,398727000,,,,,,,,,,,,0.10253,,,,,,,,398727000.0,,,,,,,,,,,,,
1996-06-30,,,,,,,0.123176,,,3507569000,,3507569000,,,3507569000,,,,3761904762.0,,,,,,,,,,,,,,,,463374500.0,,,,,3761904762.0,,,,463374500,,,,,,,,,,,,0.123176,,,,,,,,463374500.0,,,,,,,,,,,,,
1996-09-30,,,,,,,0.128841,,,3669034600,,3669034600,,,3669034600,,,,3636363636.0,,,,,,,,,,,,,,,,468512000.0,,,,,3636363636.0,,,,468512000,,,,,,,,,,,,0.128841,,,,,,,,468512000.0,,,,,,,,,,,,,
1996-12-31,,,781533472.0,,,,,5023377873.0,,4201367620,16891726117.0,-8722527356,,,-8722527356,,,,,12609375408.0,,1349813146.0,,,,16014883685.0,,,9753085013.0,,3673564727.0,0.0,-6084285734.0,403871718.0,461415106.0,,,265673726.0,,,,,,461415106,,2510199734.0,,10807440383.0,,945941428.0,2774086417.0,,,,,,,,,220401970.0,,,21046601092.0,461415106.0,11293516079.0,,117944838.0,1572002159.0,1572002159.0,,,,,,,,
1997-03-31,,,,,,,0.102173,,,3627145760,,3627145760,,,3627145760,,,,3875000000.0,,,,,,,,,,,,,,,,395920840.0,,,,,3875000000.0,,,,395920840,,,,,,,,,,,,0.102173,,,,,,,,395920840.0,,,,,,,,,,,,,
1997-06-30,,,,,,,0.146124,,,4124682000,,4124682000,,,4124682000,,,,3772727273.0,,,,,,,,,,,,,,,,551286000.0,,,,,3772727273.0,,,,551286000,,,,,,,,,,,,0.146124,,,,,,,,551286000.0,,,,,,,,,,,,,
1997-09-30,,,,,,,0.161089,,,4315841720,,4315841720,,,4315841720,,,,3708333333.0,,,,,,,,,,,,,,,,597371560.0,,,,,3708333333.0,,,,597371560,,,,,,,,,,,,0.161089,,,,,,,,597371560.0,,,,,,,,,,,,,
1997-12-31,,,581311998.0,,,,,7511865642.0,,4687575830,24668443656.0,-9962308162,,,-9962308162,,,,,14593053726.0,,2197208718.0,,,,18118584324.0,,,12842270712.0,,5314656924.0,4234197168.0,-12335591232.0,434101068.0,648501822.0,,,254024442.0,,,,,,648501822,,2715528132.0,,12332852424.0,,1763107650.0,3393383112.0,,,,,,,,,256763250.0,,,25685910828.0,648501822.0,12843640116.0,,1339961814.0,1122911280.0,1122911280.0,,,,,,,,
1998-03-31,,,,,,,0.155023,,,4192679400,,4192679400,,,4192679400,,,,3772727273.0,,,,,,,,,,,,,,,,584861160.0,,,,,3772727273.0,,,,584861160,,,,,,,,,,,,0.155023,,,,,,,,584861160.0,,,,,,,,,,,,,
1998-06-30,,,,,,,0.19921,,,4568091150,,4568091150,,,4568091150,,,,3689655172.0,,,,,,,,,,,,,,,,735016170.0,,,,,3689655172.0,,,,735016170,,,,,,,,,,,,0.19921,,,,,,,,735016170.0,,,,,,,,,,,,,
1998-09-30,,,,,,,0.158725,,,5034764930,,5034764930,,,5034764930,,,,3800000000.0,,,,,,,,,,,,,,,,603155950.0,,,,,3800000000.0,,,,603155950,,,,,,,,,,,,0.158725,,,,,,,,603155950.0,,,,,,,,,,,,,
1998-12-31,,,768103812.0,,194892012.0,,,9304501318.0,,4875166710,21575692152.0,-10967770540,,,-10967770540,,,,,14457038498.0,,3818864392.0,,,,17970826832.0,,,13062860020.0,,5485636926.0,1917711922.0,-7745365222.0,429908850.0,599295514.0,,,210177660.0,,,,,,599295514,,4641741776.0,,13830326930.0,1554040880.0,1834914662.0,3794662116.0,,,,,,,,,236927544.0,,754091968.0,27340292154.0,599295514.0,14277432134.0,,922870998.0,798675108.0,798675108.0,,,,,,,,
1999-03-31,,,,,,,0.137836,,,4631289600,,4631289600,,,4631289600,,,,3550000000.0,,,,,,,,,,,,,,,,489317800.0,,,,,3550000000.0,,,,489317800,,,,,,,,,,,,0.137836,,,,,,,,489317800.0,,,,,,,,,,,,,
1999-06-30,,,,,,,0.18015,,,5022575030,,5022575030,,,5022575030,,,,3520000000.0,,,,,,,,,,,,,,,,634127120.0,,,,,3520000000.0,,,,634127120,,,,,,,,,,,,0.18015,,,,,,,,634127120.0,,,,,,,,,,,,,
1999-09-30,,,,,,,0.181538,,,5823171480,,5823171480,,,5823171480,,,,3500000000.0,,,,,,,,,,,,,,,,635382020.0,,,,,3500000000.0,,,,635382020,,,,,,,,,,,,0.181538,,,,,,,,635382020.0,,,,,,,,,,,,,
1999-12-31,,,1005449360.0,,547082740.0,,,12412863790.0,,5562566670,23554129860.0,-11766648770,,,-11766648770,,,,,14689910870.0,,5847870910.0,,,,18556455100.0,,,15931936550.0,,6564992880.0,2543195440.0,-8849432970.0,524903710.0,664566260.0,,,229183310.0,,,,,,664566260,,4886779610.0,,14704696890.0,1589497150.0,3733470050.0,4413626970.0,,,,,,6528027830.0,,,177432240.0,,754087020.0,31043248990.0,664566260.0,15111312440.0,,1145916550.0,1973933670.0,1973933670.0,,,,,,,,
2000-03-31,,,,,,,0.19478,,,5562916800,,5562916800,,,5562916800,,,,3520000000.0,,,,,,,,,,,,,,,,685625600.0,,,,,3520000000.0,,,,685625600,,,,,,,,,,,,0.19478,,,,,,,,685625600.0,,,,,,,,,,,,,
2000-06-30,,,,,,,0.266285,,,6484813200,,6484813200,,,6484813200,,,,3500000000.0,,,,,,,,,,,,,,,,931996100.0,,,,,3500000000.0,,,,931996100,,,,,,,,,,,,0.266285,,,,,,,,931996100.0,,,,,,,,,,,,,
2000-09-30,,,,,,,0.491434,,,15344603000,,15344603000,,,15344603000,,,,3551724138.0,,,,,,,,,,,,,,,,1745438000.0,,,,,3551724138.0,,,,1745438000,,,,,,,,,,,,0.491434,,,,,,,,1745438000.0,,,,,,,,,,,,,
2000-12-31,,,978586400.0,,64169600.0,,,8855404800.0,,2165941000,16772329200.0,-14405858200,,,-14405858200,,,,,12352648000.0,,2438444800.0,,,,15745615600.0,,,12529114400.0,,6416960000.0,2574805200.0,-5871518400.0,521378000.0,622519000.0,,,1139010400.0,,,,,,622519000,,3970494000.0,,10900810800.0,970565200.0,946501600.0,4620211200.0,,,,,,4708444400.0,,,32084800.0,,753992800.0,24601020400.0,622519000.0,12071906000.0,,818162400.0,1275370800.0,1275370800.0,,,,,,,,
2001-03-31,,,,,,,0.294769,,,5346381300,,5346381300,,,5346381300,,,,3467048711.0,,,,,,,,,,,,,,,,1021978100.0,,,,,3467048711.0,,,,1021978100,,,,,,,,,,,,0.294769,,,,,,,,1021978100.0,,,,,,,,,,,,,
2001-06-30,,,,,,,0.243648,,,5745676400,,5745676400,,,5745676400,,,,3460577952.0,,,,,,,,,,,,,,,,843162800.0,,,,,3460577952.0,,,,843162800,,,,,,,,,,,,0.243648,,,,,,,,843162800.0,,,,,,,,,,,,,
2001-09-30,,,,,,,0.150183,,,6652111500,,6652111500,,,6652111500,,,,3464166534.0,,,,,,,,,,,,,,,,1052910900.0,,,,,3464166534.0,,,,1052910900,,,,,,,,,,,,0.152223,,,,,,,,1052910900.0,,,,,,,,,,,,,
2001-12-31,,,969065160.0,,400992480.0,,,8746648470.0,,6503165490,20024561970.0,-11616682200,,,-11616682200,,,,,16415629650.0,,2756823300.0,,,,20083040040.0,,,13825886550.0,,5989825170.0,0.0,-6432587700.0,543010650.0,1018949910.0,,,1395119670.0,,,,,,1018949910,,4745077680.0,,13591974270.0,1353349620.0,860463030.0,4193713020.0,1395119670.0,,,,,3876260640.0,,,16708020.0,,710090850.0,28829688510.0,1018949910.0,15003801960.0,,827046990.0,1654093980.0,3049213650.0,,,,,,,,
2002-03-31,,,,,,,0.277567,,,6020344400,,6020344400,,,6020344400,,,,3471582181.0,,,,,,,,,,,,,,,,963596200.0,,,,,3471582181.0,,,,963596200,,,,,,,,,,,,0.277567,,,,,,,,963596200.0,,,,,,,,,,,,,
2002-06-30,,,,,,,0.243363,,,5278479600,,5278479600,,,5278479600,,,,3471582181.0,,,,,,,,,,,,,,,,844855800.0,,,,,3471582181.0,,,,844855800,,,,,,,,,,,,0.243363,,,,,,,,844855800.0,,,,,,,,,,,,,
2002-09-30,,,,,,,0.288889,,,6445668400,,6445668400,,,6445668400,,,,3462639938.0,,,,,,,,,,,,,,,,1000319600.0,,,,,3462639938.0,,,,1000319600,,,,,,,,,,,,0.288889,,,,,,,,1000319600.0,,,,,,,,,,,,,
