date,quarterlyEndCashPosition,quarterlyStockBasedCompensation,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyTotalRevenue,quarterlyEbitda,quarterlySellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyCurrentLiabilities,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingIncome,quarterlyOtherNonCashItems,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyBasicAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyInvestmentsAndAdvances,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyBasicEPS,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyDilutedEPS,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable
2014-12-31,120814000.0,15792000.0,85497000,-124638000.0,3702353000,327186000,87886000,8544768000.0,,415072000,2409826000.0,,-20225000.0,-11955000.0,1829734000.0,,201903000,-3566000.0,-455004000.0,-317417000.0,7889923000.0,,10299749000.0,-371562000.0,244724000.0,-139287000.0,1214044000.0,125283000.0,,120814000.0,93443000.0,120814000.0,725670000.0,2597000.0,111690000.0,541431000.0,0.0,957923000.0,234621000.0,377592000.0,990749000.0,-127732000.0,,,1143519000.0,12918000.0,213169000,,-944000.0,129980000,0.36,-243830000.0,9124000.0,0.0,3784000.0,44360000,2225000.0,3287281000,1010621000.0,1549801000.0,0.35,4574437000.0,1754981000.0,5714444000.0,,85497000,85620000,9841000.0,-14595000.0,0.0,6715034000.0,,,,,,
2015-03-31,134754000.0,15709000.0,59823000,-95333000.0,3594627000,279995000,75418000,8468447000.0,,355413000,2458701000.0,,-20460000.0,10626000.0,1991008000.0,,154853000,15324000.0,95641000.0,-278054000.0,7822490000.0,,10281191000.0,224982000.0,246019000.0,-162686000.0,1174436000.0,125142000.0,,134754000.0,98187000.0,134754000.0,794004000.0,2628000.0,120814000.0,559320000.0,0.0,958441000.0,237453000.0,-213274000.0,998494000.0,-97565000.0,,,1134710000.0,27803000.0,200560000,,-530000.0,83647000,0.25,322547000.0,13940000.0,0.0,12868000.0,23542000,16000.0,3239214000,1098817000.0,1523707000.0,0.24,4554903000.0,1812744000.0,5469036000.0,,59823000,60105000,9909000.0,-10126000.0,0.0,6477439000.0,,,,,,
2015-06-30,117836000.0,20483000.0,33761000,-126876000.0,3486203000,242210000,79293000,8347024000.0,,321503000,2387596000.0,,-20551000.0,12361000.0,1826648000.0,,116878000,6782000.0,-120129000.0,-264844000.0,7825769000.0,,10213365000.0,-49965000.0,247224000.0,-153999000.0,1145604000.0,125332000.0,,117836000.0,86000000.0,117836000.0,689260000.0,2640000.0,134754000.0,550922000.0,0.0,958478000.0,238718000.0,31091000.0,978443000.0,-128832000.0,,,1158342000.0,4682000.0,204625000,,-1875000.0,45653000,0.14,78867000.0,-16918000.0,0.0,7457000.0,11615000,732000.0,3164700000,1051388000.0,1465896000.0,0.14,4563345000.0,1866341000.0,5531964000.0,,33761000,34038000,9969000.0,-15132000.0,0.0,6520376000.0,,,,,,
2015-09-30,122416000.0,14432000.0,56865000,-157487000.0,3545952000,282580000,74142000,8340691000.0,,356722000,2379123000.0,2384693000.0,-20662000.0,-15140000.0,2180988000.0,,154304000,-636000.0,341307000.0,-228641000.0,7844927000.0,,10224050000.0,351963000.0,247498000.0,-166568000.0,1111980000.0,128276000.0,,122416000.0,81427000.0,122416000.0,850040000.0,2666000.0,117836000.0,575263000.0,0.0,959345000.0,239585000.0,-363385000.0,937311000.0,-173489000.0,-1425348000.0,,1214634000.0,16444000.0,202418000,,3206000.0,82716000,0.24,525452000.0,4580000.0,0.0,15837000.0,25503000,1326000.0,3189230000,1249521000.0,1444574000.0,0.23,4558968000.0,1883359000.0,5212290000.0,,56865000,57213000,937311000.0,-169768000.0,0.0,6159703000.0,,,,,,
2015-12-31,115358000.0,15270000.0,93343000,-86134000.0,3710275000,341611000,74141000,8180118000.0,,415752000,2386667000.0,,-22853000.0,21399000.0,1728319000.0,,214093000,3179000.0,-456127000.0,-159020000.0,7763227000.0,,10149894000.0,-286824000.0,247613000.0,-161566000.0,1077534000.0,127518000.0,,115358000.0,54186000.0,115358000.0,650655000.0,2687000.0,122416000.0,563408000.0,0.0,927278000.0,240521000.0,274401000.0,955855000.0,-91499000.0,,,1210036000.0,5528000.0,201659000,,-231000.0,142773000,0.39,-195325000.0,-7058000.0,0.0,7512000.0,49337000,3579000.0,3294523000,1023478000.0,1494072000.0,0.38,4548379000.0,1969776000.0,5485964000.0,,93343000,93436000,9980000.0,-172522000.0,0.0,6451799000.0,,,,,,
2016-03-31,147724000.0,14103000.0,66354000,-203200000.0,3574822000,292405000,72707000,8279077000.0,,365112000,2421271000.0,,-22942000.0,8433000.0,1899412000.0,,172114000,-96000.0,195896000.0,-115608000.0,7907149000.0,,10328420000.0,258790000.0,248270000.0,-153098000.0,1072182000.0,120291000.0,,147724000.0,42241000.0,147724000.0,749665000.0,2699000.0,115358000.0,575548000.0,0.0,989756000.0,241901000.0,-169558000.0,1003573000.0,-146334000.0,,,1253253000.0,5433000.0,192998000,,-57865000.0,100363000,0.27,405124000.0,32366000.0,0.0,9012000.0,33866000,-984000.0,3209710000,1107506000.0,1473654000.0,0.27,4591958000.0,2049343000.0,5366112000.0,,66354000,66497000,9980000.0,-98853000.0,0.0,6379665000.0,,,,,,
2016-06-30,196507000.0,14183000.0,44765000,-94990000.0,3586908000,291707000,61317000,8242177000.0,,353024000,2428584000.0,,-23078000.0,24459000.0,1796881000.0,,169344000,20750000.0,-71497000.0,-93920000.0,7902913000.0,,10331497000.0,42779000.0,249057000.0,-161027000.0,1048076000.0,122363000.0,,196507000.0,50066000.0,196507000.0,683313000.0,2711000.0,147724000.0,561242000.0,-207528000.0,995058000.0,242831000.0,-11343000.0,1052198000.0,-112337000.0,,,1281869000.0,-15100000.0,183680000,,-1281000.0,65580000,0.18,155116000.0,48783000.0,0.0,6772000.0,20722000,4599000.0,3233884000,1063502000.0,1434744000.0,0.18,4577910000.0,2089320000.0,5383118000.0,,44765000,44858000,9980000.0,-974074000.0,0.0,6445296000.0,,,,,,
2016-09-30,152580000.0,13386000.0,83344000,-295421000.0,3543824000,316356000,75177000,8421066000.0,,391533000,2492571000.0,2533648000.0,-23201000.0,-1875000.0,2184745000.0,,190763000,29087000.0,192093000.0,-33778000.0,8089501000.0,,10582072000.0,69760000.0,250135000.0,-180783000.0,1111883000.0,125593000.0,,152580000.0,46522000.0,152580000.0,847588000.0,2726000.0,196507000.0,587155000.0,-137096000.0,1023083000.0,243941000.0,-190231000.0,608375000.0,-371965000.0,-1510565000.0,262976000.0,1325654000.0,10072000.0,200770000,1118802000.0,-140000000.0,122215000,0.34,441725000.0,-43927000.0,305317000.0,12409000.0,38774000,-1854000.0,3152291000,1290635000.0,1476349000.0,0.33,4628881000.0,2161006000.0,5223514000.0,,83344000,83441000,1003013000.0,-118085000.0,0.0,6236321000.0,,,,,,
2016-12-31,146951000.0,16224000.0,125339000,-106130000.0,3735383000,370582000,65472000,8145382000.0,,436054000,2373595000.0,,-25246000.0,819000.0,1779249000.0,,244055000,1707000.0,-296738000.0,74707000.0,8010329000.0,,10383924000.0,-132626000.0,252593000.0,-205465000.0,1084279000.0,126527000.0,,146951000.0,47603000.0,146951000.0,703878000.0,2745000.0,152580000.0,563935000.0,0.0,997562000.0,244758000.0,126527000.0,991453000.0,-106600000.0,,,1320201000.0,-15726000.0,191999000,,-1045000.0,178378000,0.51,-26026000.0,-5629000.0,0.0,3121000.0,52943000,166000.0,3299329000,1027768000.0,1492291000.0,0.5,4608287000.0,2238542000.0,5364855000.0,,125339000,125435000,9825000.0,-13609000.0,0.0,6366133000.0,,,,,,
2017-03-31,145484000.0,18459000.0,70151000,-169871000.0,3621628000,316712000,78720000,8254630000.0,,395432000,2394581000.0,,-25132000.0,-11454000.0,2051872000.0,,191420000,32845000.0,218859000.0,119726000.0,8100762000.0,,10495343000.0,345693000.0,251723000.0,-173647000.0,1108524000.0,125291000.0,,145484000.0,79568000.0,145484000.0,804667000.0,2754000.0,146951000.0,571561000.0,-195262000.0,1004586000.0,245077000.0,-285826000.0,978159000.0,-108537000.0,,,1347478000.0,-52905000.0,204012000,,-66472000.0,93789000,0.29,454230000.0,-1467000.0,0.0,8198000.0,23558000,1356000.0,3226196000,1167637000.0,1508016000.0,0.28,4640174000.0,2240713000.0,5214759000.0,,70151000,70231000,9840000.0,-3525072000.0,0.0,6202758000.0,,,,,,
2017-06-30,154674000.0,15635000.0,65295000,-177769000.0,3593277000,281119000,79792000,8327604000.0,,360911000,2464442000.0,,-25165000.0,-10459000.0,1901902000.0,0.0,154679000,-2002000.0,-173993000.0,159182000.0,8185929000.0,,10650371000.0,-104172000.0,251156000.0,-156073000.0,1121541000.0,126440000.0,,154674000.0,74237000.0,154674000.0,729041000.0,2765000.0,145484000.0,567564000.0,0.0,981536000.0,244266000.0,165974000.0,975715000.0,-125157000.0,,,1380455000.0,-107000.0,206232000,,-62577000.0,93196000,0.27,20985000.0,9190000.0,0.0,11729000.0,27832000,179000.0,3232366000,1098624000.0,1532879000.0,0.26,4702397000.0,2322767000.0,5440143000.0,,65295000,65364000,9844000.0,-22819000.0,0.0,6425702000.0,,,,,,
2017-09-30,238797000.0,14837000.0,113138000,-224714000.0,3654124000,347856000,75186000,8547168000.0,,423042000,2653139000.0,2676793000.0,-25270000.0,-16762000.0,2368095000.0,0.0,217902000,4787000.0,358224000.0,247050000.0,8353090000.0,,11006229000.0,241527000.0,252016000.0,-123760000.0,1120824000.0,129954000.0,,238797000.0,78157000.0,238797000.0,955925000.0,2771000.0,154674000.0,610732000.0,0.0,1042031000.0,245078000.0,-295361000.0,570893000.0,-362671000.0,-1634762000.0,294781000.0,1474724000.0,26461000.0,205140000,1228901000.0,-12028000.0,155278000,0.46,604198000.0,84123000.0,0.0,5731000.0,42121000,-4240000.0,3231082000,1334013000.0,1615993000.0,0.45,4715511000.0,2459061000.0,5190331000.0,,113138000,113157000,978944000.0,-350492000.0,0.0,6179073000.0,,,,,,
2017-12-31,185663000.0,16489000.0,292284000,-1442786000.0,3965118000,352886000,92168000,9804428000.0,,445054000,2812287000.0,,-25779000.0,-178231000.0,2012567000.0,-24410000.0,219037000,14897000.0,-590893000.0,512254000.0,9714535000.0,,12526822000.0,-429196000.0,252244000.0,-112156000.0,1901528000.0,133849000.0,,185663000.0,71173000.0,185663000.0,833429000.0,2782000.0,238797000.0,614914000.0,0.0,1035233000.0,245086000.0,1701101000.0,805464000.0,-117747000.0,,,1524658000.0,-21354000.0,226017000,,-1325039000.0,142738000,1.19,-311449000.0,-53134000.0,0.0,4929000.0,-149702000,-3351000.0,3520064000,1107965000.0,1813276000.0,1.16,5253116000.0,2722394000.0,6976508000.0,,292284000,292440000,9889000.0,-647622000.0,0.0,7791861000.0,,,,,,
2018-03-31,185533000.0,17022000.0,27569000,-1033474000.0,3939311000,289358000,88444000,10937134000.0,,377802000,2976287000.0,,-25768000.0,14162000.0,2298058000.0,0.0,136494000,-5978000.0,129861000.0,514055000.0,10756470000.0,,13732757000.0,206150000.0,252485000.0,-62695000.0,2188416000.0,152864000.0,,185533000.0,72489000.0,185533000.0,840686000.0,2786000.0,185663000.0,718174000.0,,1356624000.0,245648000.0,697697000.0,879587000.0,-129497000.0,,,1604841000.0,-18922000.0,241308000,,-906097000.0,42341000,0.11,335647000.0,-130000.0,,5627000.0,14625000,-1708000.0,3561509000,1384883000.0,1875184000.0,0.11,5606589000.0,2795623000.0,7749518000.0,,27569000,27716000,9971000.0,-35480000.0,,8639076000.0,,,,,,
2018-06-30,165968000.0,34807000.0,72577000,-195919000.0,3971606000,345087000,101715000,10819765000.0,13274000.0,446802000,2910066000.0,,-25770000.0,9019000.0,2142614000.0,0.0,188153000,-20101000.0,-136150000.0,560864000.0,10755474000.0,-10843000.0,13665540000.0,-67151000.0,251857000.0,-98066000.0,2170608000.0,156933000.0,,165968000.0,81970000.0,165968000.0,846740000.0,2790000.0,185533000.0,705364000.0,,1321366000.0,246028000.0,59130000.0,878771000.0,-184375000.0,,,1657266000.0,-6837000.0,258649000,,-11816000.0,96888000,0.29,117224000.0,-19565000.0,,5405000.0,24172000,-2426000.0,3524804000,1213904000.0,1851928000.0,0.29,5606234000.0,2845775000.0,7788335000.0,8793000.0,72577000,72716000,10045000.0,-17960000.0,,8677151000.0,,,,,,
2018-09-30,215025000.0,19958000.0,175455000,-193097000.0,3913598000,433775000,94802000,10690544000.0,176285000.0,529790000,2901425000.0,3198205000.0,-25798000.0,50761000.0,2490159000.0,0.0,282452000,38929000.0,468177000.0,710519000.0,10818677000.0,55647000.0,13720102000.0,-1568165000.0,,-91223000.0,2289032000.0,152536000.0,,215025000.0,30907000.0,215025000.0,1018920000.0,2793000.0,165968000.0,724802000.0,,1378094000.0,,-663775000.0,503429000.0,-2474094000.0,-1820111000.0,299089000.0,122184000.0,-2140000.0,247338000,1274023000.0,-683000.0,189908000,,905929000.0,49057000.0,,5546000.0,14340000,606000.0,3383808000,1044388000.0,1790433000.0,,5610568000.0,3029558000.0,7213077000.0,-19145000.0,175455000,175568000,218750000.0,-272627000.0,,8200385000.0,,,,,,
2018-12-31,249881000.0,18562000.0,250682000,194151000.0,4265349000,366774000,104130000,10521049000.0,-132285000.0,470904000,2649988000.0,,-27161000.0,-5764000.0,2197275000.0,-50000000.0,216053000,-45391000.0,-436053000.0,990439000.0,11088954000.0,-145634000.0,13738942000.0,-321814000.0,253656000.0,-132996000.0,2096893000.0,150721000.0,,249881000.0,53441000.0,249881000.0,866162000.0,2807000.0,215025000.0,371111000.0,157309000.0,2153154000.0,246887000.0,48119000.0,990021000.0,-114400000.0,,,1330304000.0,-24489000.0,254851000,,-5257000.0,290384000,1.02,-207414000.0,34856000.0,,1077000.0,39708000,19143000.0,3794445000,1277672000.0,1880299000.0,0.99,5508603000.0,3217893000.0,7323706000.0,-7858000.0,250682000,250676000,,-314031000.0,,8323774000.0,,,,,,
2019-03-31,195387000.0,14679000.0,29353000,-135956000.0,3999987000,271743000,88285000,10477134000.0,46216000.0,360028000,2630603000.0,,-27059000.0,9239000.0,2311105000.0,0.0,123835000,19374000.0,74885000.0,992736000.0,11080211000.0,7845000.0,13710814000.0,180395000.0,250347000.0,-141651000.0,2087641000.0,147908000.0,,195387000.0,56339000.0,195387000.0,911785000.0,2812000.0,249881000.0,400269000.0,-1000000.0,2142944000.0,246217000.0,-211474000.0,1021749000.0,-116002000.0,,,1327074000.0,-4631000.0,236193000,,-25858000.0,38657000,0.12,296397000.0,-54494000.0,,9295000.0,9347000,-698000.0,3639959000,1342981000.0,1878151000.0,0.12,5522552000.0,3233680000.0,7134286000.0,-28366000.0,29353000,29310000,,-31427000.0,,8166029000.0,,,,,,
2019-06-30,220055000.0,15173000.0,82955000,-107587000.0,4010761000,337598000,78185000,10443580000.0,-92399000.0,415783000,2642125000.0,,-27085000.0,18386000.0,2159396000.0,0.0,188819000,-5422000.0,-140776000.0,1048606000.0,11087377000.0,49616000.0,13729502000.0,9157000.0,251147000.0,-170838000.0,2064637000.0,148779000.0,,220055000.0,53749000.0,220055000.0,819922000.0,2819000.0,195387000.0,393115000.0,,2143765000.0,246928000.0,12695000.0,1075198000.0,-110047000.0,,,1352674000.0,-2202000.0,226964000,,-4400000.0,106599000,0.34,119204000.0,24668000.0,,10967000.0,23535000,3396000.0,3594978000,1285725000.0,1832911000.0,0.33,5526301000.0,3285922000.0,7198918000.0,-909000.0,82955000,83064000,,-26710000.0,,8284184000.0,,,,,,
2019-09-30,246643000.0,6866000.0,85557000,-160129000.0,3951244000,351308000,96656000,10416274000.0,196148000.0,447964000,2658387000.0,4940536000.0,-27134000.0,18642000.0,2705298000.0,0.0,206143000,-26846000.0,546799000.0,1107029000.0,11077934000.0,9402000.0,13736321000.0,620250000.0,253404000.0,-216965000.0,2033566000.0,145165000.0,,246643000.0,69928000.0,246643000.0,999517000.0,2829000.0,220055000.0,411319000.0,0.0,2181762000.0,247431000.0,-584232000.0,1088822000.0,-155790000.0,-2758774000.0,345840000.0,1343806000.0,-7288000.0,241821000,264452000.0,,120531000,0.35,776040000.0,26588000.0,,17748000.0,35117000,-18016000.0,3503280000,1635853000.0,1806964000.0,0.34,5518800000.0,3320047000.0,6612239000.0,-12599000.0,85557000,85414000,292349000.0,-312558000.0,,7710976000.0,,,,,,
