date,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyBasicEPS,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyEbitda,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyAccumulatedDepreciation,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,quarterlyCashAndCashEquivalents,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyFreeCashFlow,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentDeferredRevenue
2005-12-31,,,1873000000.0,,-4400000.0,12100000.0,-304400000.0,177200000.0,426600000.0,10900000.0,-24800000.0,90100000.0,303700000.0,,49000000.0,-21200000.0,,-3100000.0,47900000.0,,367100000.0,873400000.0,-24700000.0,,23100000.0,59900000,482200000.0,62100000.0,,3900000.0,-35900000.0,-7700000.0,,604100000,64500000.0,41100000,-1390800000.0,,746300000.0,76600000.0,109100000.0,39000000,1100000.0,23400000.0,,514000000.0,1003500000.0,165400000.0,,295000000.0,262600000.0,11800000.0,32600000.0,,,257200000.0,303700000.0,,303700000.0,-14300000.0,18800000.0,227100000.0,71900000.0,73200000.0,1100000.0,0.0,5100000.0,,,1797200000.0,32600000.0,75100000.0,923800000.0,280200000.0,1370600000.0,,
2006-03-31,,,1878300000.0,,-8700000.0,15000000.0,-305300000.0,160100000.0,455300000.0,6000000.0,-58200000.0,106200000.0,206000000.0,,47000000.0,22500000.0,0.47,-1200000.0,45800000.0,,376300000.0,911400000.0,-5400000.0,,20700000.0,76600000,479000000.0,54400000.0,,5600000.0,-14200000.0,-8700000.0,72400000.0,725100000,-56800000.0,59200000,-1399300000.0,0.47,743900000.0,-97700000.0,-30800000.0,33700000,1200000.0,36800000.0,50000000.0,618900000.0,997200000.0,177700000.0,75100000.0,376600000.0,253600000.0,-2700000.0,33700000.0,,,253300000.0,256000000.0,72000000.0,206000000.0,-14400000.0,17400000.0,303700000.0,72200000.0,-45000000.0,1700000.0,600000.0,5100000.0,-50000000.0,,1828800000.0,33700000.0,,917400000.0,278500000.0,1373500000.0,,
2006-06-30,,,1879100000.0,,-44300000.0,27200000.0,-311500000.0,189300000.0,481800000.0,12500000.0,-29300000.0,85200000.0,117100000.0,,44500000.0,-25500000.0,0.46,5900000.0,44100000.0,,408100000.0,921600000.0,13100000.0,,18800000.0,58800000,477100000.0,51800000.0,,4900000.0,-16500000.0,-9600000.0,72600000.0,826400000,-48900000.0,40700000,-1402000000.0,0.45,736600000.0,-88900000.0,-50000000.0,33000000,1100000.0,26900000.0,76600000.0,741200000.0,987200000.0,190200000.0,78400000.0,411400000.0,279100000.0,14000000.0,33000000.0,,,250600000.0,193700000.0,72400000.0,117100000.0,-14500000.0,18100000.0,206000000.0,72500000.0,-66500000.0,1700000.0,0.0,5100000.0,-26600000.0,,1877100000.0,33000000.0,,955500000.0,274100000.0,1395300000.0,,
2006-09-30,,,1869500000.0,,10000000.0,22800000.0,-297900000.0,215600000.0,543400000.0,17000000.0,-300000.0,82100000.0,142900000.0,,45800000.0,4500000.0,0.77,6000000.0,44800000.0,,408800000.0,907800000.0,54700000.0,,-9400000.0,54700000,472400000.0,46800000.0,,4200000.0,-17300000.0,-29700000.0,72800000.0,851900000,35400000.0,36300000,-1397100000.0,0.77,746300000.0,25800000.0,55800000.0,56200000,1000000.0,12000000.0,76600000.0,769800000.0,998800000.0,179500000.0,77400000.0,390900000.0,274600000.0,13000000.0,56200000.0,,,252500000.0,219500000.0,72700000.0,142900000.0,-14600000.0,18400000.0,117100000.0,72900000.0,38500000.0,1700000.0,-18700000.0,5100000.0,0.0,,1951000000.0,56200000.0,,1043200000.0,367300000.0,1407600000.0,,
2006-12-31,,,1893900000.0,,13600000.0,32000000.0,-318500000.0,200300000.0,543300000.0,8800000.0,-24400000.0,81200000.0,199800000.0,,37400000.0,23700000.0,,-65500000.0,42200000.0,,407800000.0,919200000.0,66900000.0,,21600000.0,62000000,486900000.0,48400000.0,,6100000.0,-32900000.0,-8400000.0,,748400000,40500000.0,43800000,-1407000000.0,,433200000.0,56900000.0,89700000.0,26800000,1200000.0,4800000.0,76600000.0,667200000.0,685400000.0,201000000.0,75900000.0,338600000.0,263300000.0,12300000.0,26800000.0,,,252200000.0,276400000.0,,199800000.0,-14600000.0,18200000.0,142900000.0,73300000.0,56800000.0,1700000.0,100000.0,5000000.0,0.0,,1636500000.0,26800000.0,,717300000.0,37200000.0,1093200000.0,,
2007-03-31,,50000000.0,1886500000.0,,-4000000.0,26800000.0,-318400000.0,188700000.0,556000000.0,2400000.0,53900000.0,70100000.0,256200000.0,,42300000.0,13000000.0,0.31,7900000.0,41200000.0,,401600000.0,943900000.0,75200000.0,,11400000.0,45400000,465600000.0,34500000.0,,5900000.0,-13500000.0,-9900000.0,73800000.0,765700000,-19600000.0,27800000,-1420900000.0,0.31,462500000.0,56400000.0,12400000.0,23100000,1100000.0,15600000.0,26600000.0,695600000.0,707500000.0,189000000.0,75900000.0,369400000.0,255600000.0,8200000.0,23100000.0,,,245000000.0,282800000.0,73500000.0,256200000.0,-14700000.0,17600000.0,199800000.0,73700000.0,-1100000.0,8300000.0,0.0,5000000.0,,,1665100000.0,23100000.0,,721200000.0,42100000.0,1109100000.0,,
2007-06-30,,0.0,1903400000.0,,-2800000.0,35500000.0,-301100000.0,232800000.0,599600000.0,9500000.0,-9300000.0,79000000.0,230500000.0,,37400000.0,21800000.0,0.48,-87500000.0,44200000.0,,457100000.0,937500000.0,96000000.0,,18400000.0,60100000,465700000.0,54000000.0,,3000000.0,-18800000.0,-11600000.0,74200000.0,839100000,52300000.0,41600000,-1437700000.0,0.48,355300000.0,-25700000.0,-4800000.0,35600000,1200000.0,37000000.0,26600000.0,760100000.0,597800000.0,179000000.0,76000000.0,397500000.0,241600000.0,22100000.0,35600000.0,,,242500000.0,257100000.0,73800000.0,230500000.0,-14800000.0,18500000.0,256200000.0,73900000.0,-23600000.0,8300000.0,200000.0,4900000.0,,,1654500000.0,35600000.0,,717000000.0,39400000.0,1054900000.0,,
2007-09-30,,0.0,1384600000.0,,36300000.0,416900000.0,-287000000.0,113400000.0,521600000.0,13300000.0,-306300000.0,67800000.0,42100000.0,,30000000.0,-40600000.0,-1.12,86600000.0,30300000.0,,610000000.0,852700000.0,-2000000.0,,15900000.0,37800000,481500000.0,48600000.0,,2900000.0,-7800000.0,16300000.0,74600000.0,350300000,-52900000.0,37800000,-903100000.0,-1.12,465000000.0,-188400000.0,101600000.0,32700000,,204000000.0,26600000.0,282500000.0,825100000.0,222000000.0,299100000.0,234200000.0,114000000.0,14400000.0,-83200000.0,,,360100000.0,68700000.0,74100000.0,42100000.0,-14800000.0,-4900000.0,230500000.0,74200000.0,93800000.0,70600000.0,-1200000.0,6000000.0,,,1956700000.0,-83200000.0,,1104000000.0,222000000.0,1435100000.0,,
2007-12-31,,0.0,1416200000.0,,-43700000.0,14700000.0,-151200000.0,150600000.0,663700000.0,1900000.0,351800000.0,68900000.0,306000000.0,,32300000.0,7200000.0,,1200000.0,33700000.0,,408200000.0,671000000.0,-1600000.0,,15800000.0,53400000,503600000.0,45400000.0,,5700000.0,-36000000.0,-183200000.0,,404800000,110500000.0,36600000,-912600000.0,,380300000.0,263900000.0,95300000.0,29600000,,3100000.0,26600000.0,335900000.0,629500000.0,244700000.0,301900000.0,187800000.0,106700000.0,14000000.0,15300000.0,,,249200000.0,332600000.0,,306000000.0,-14900000.0,16800000.0,42100000.0,74500000.0,59300000.0,9800000.0,0.0,6200000.0,,,1701400000.0,15300000.0,,1030400000.0,198600000.0,1037700000.0,,
2008-03-31,,,1447600000.0,,4700000.0,21400000.0,-144400000.0,167900000.0,698900000.0,-2000000.0,-32800000.0,85100000.0,249900000.0,,32700000.0,-23500000.0,0.5,2700000.0,33300000.0,,396500000.0,665200000.0,20800000.0,,21600000.0,69700000,518200000.0,58900000.0,,3200000.0,-31000000.0,-21400000.0,75000000.0,399100000,-55500000.0,52400000,-929400000.0,0.5,383600000.0,-56100000.0,-1900000.0,37300000,,9400000.0,26100000.0,314000000.0,636300000.0,219200000.0,301900000.0,229700000.0,130200000.0,8800000.0,37300000.0,,,252700000.0,276000000.0,74600000.0,249900000.0,-14900000.0,17300000.0,306000000.0,74700000.0,-32900000.0,,100000.0,4500000.0,,,1731700000.0,37300000.0,,1066500000.0,219100000.0,1032800000.0,,
2008-06-30,,,1480300000.0,,-13900000.0,18600000.0,-154100000.0,159300000.0,724200000.0,8100000.0,-32200000.0,81000000.0,186400000.0,,35100000.0,-20600000.0,0.47,-4600000.0,35600000.0,,380300000.0,640800000.0,41300000.0,,19300000.0,63500000,541400000.0,54800000.0,,11900000.0,-40500000.0,-1700000.0,75400000.0,428300000,-50200000.0,45900000,-938900000.0,0.47,388100000.0,-63500000.0,-29600000.0,35500000,,2000000.0,20500000.0,347300000.0,636800000.0,219000000.0,301900000.0,251000000.0,150800000.0,11700000.0,35500000.0,,,248700000.0,206900000.0,75000000.0,186400000.0,-15000000.0,17600000.0,249900000.0,75400000.0,-70100000.0,,1400000.0,3700000.0,,,1741300000.0,35500000.0,,1100500000.0,223300000.0,1017100000.0,,
2008-09-30,,,1542400000.0,,3100000.0,18400000.0,-153500000.0,138500000.0,781600000.0,14200000.0,-37600000.0,122200000.0,200200000.0,,35200000.0,4400000.0,0.49,18000000.0,35600000.0,,381700000.0,630600000.0,63800000.0,,32600000.0,104300000,592100000.0,70300000.0,,30900000.0,-51900000.0,20400000.0,76700000.0,502900000,-36400000.0,87000000,-950300000.0,0.49,385600000.0,13800000.0,31000000.0,37700000,,2100000.0,,380700000.0,635300000.0,241100000.0,303700000.0,264400000.0,146100000.0,-14000000.0,37700000.0,,,249700000.0,200200000.0,76300000.0,200200000.0,-15200000.0,17300000.0,186400000.0,76900000.0,-20900000.0,,4700000.0,3300000.0,,,1798600000.0,37700000.0,,1168000000.0,227100000.0,1017000000.0,,
2008-12-31,2200000.0,,1585900000.0,,17100000.0,32900000.0,-269400000.0,145600000.0,705000000.0,-176300000.0,-53400000.0,99000000.0,246500000.0,,34300000.0,14700000.0,,-26500000.0,32800000.0,,421800000.0,692300000.0,95500000.0,,26300000.0,102900000,629900000.0,73500000.0,,-30600000.0,-56900000.0,-16400000.0,,434200000,33600000.0,64700000,-956000000.0,,304500000.0,46300000.0,116100000.0,47200000,,0.0,0.0,335200000.0,614900000.0,274000000.0,301900000.0,195900000.0,131400000.0,6900000.0,47200000.0,,6500000.0,252400000.0,246500000.0,,246500000.0,-15500000.0,17400000.0,200200000.0,77300000.0,59200000.0,0.0,-700000.0,1800000.0,,,1741700000.0,47200000.0,,1049400000.0,70800000.0,1036700000.0,,
2009-03-31,0.0,,1630000000.0,,21200000.0,11500000.0,-253800000.0,124200000.0,760100000.0,1400000.0,-43200000.0,94400000.0,168600000.0,,39200000.0,-35100000.0,0.6,-5200000.0,39200000.0,,326800000.0,625800000.0,126700000.0,,27700000.0,92600000,659400000.0,74400000.0,1100000.0,6600000.0,-49800000.0,-7400000.0,77600000.0,400600000,-87900000.0,55200000,-970600000.0,0.6,304300000.0,-77900000.0,-27300000.0,46700000,,0.0,0.0,306200000.0,607000000.0,202600000.0,301900000.0,,166500000.0,8227800000.0,46700000.0,,6000000.0,253400000.0,168600000.0,77500000.0,168600000.0,-15500000.0,16600000.0,246500000.0,77900000.0,-77100000.0,,0.0,1600000.0,-300000.0,,1693900000.0,46700000.0,,1068100000.0,83300000.0,933800000.0,,
2009-06-30,0.0,,1659300000.0,,15200000.0,10300000.0,-239400000.0,115600000.0,792200000.0,12700000.0,-22100000.0,71000000.0,192200000.0,,36100000.0,3800000.0,0.36,-6700000.0,36100000.0,,312600000.0,646200000.0,138900000.0,,17000000.0,63300000,683500000.0,44800000.0,1700000.0,3200000.0,-37800000.0,-12400000.0,78100000.0,383000000,13900000.0,34900000,-975800000.0,0.36,311200000.0,23600000.0,58100000.0,27800000,,0.0,0.0,312000000.0,604700000.0,197000000.0,301900000.0,212500000.0,162700000.0,11100000.0,27800000.0,,7100000.0,251400000.0,192200000.0,78100000.0,192200000.0,-15600000.0,16800000.0,168600000.0,78200000.0,20300000.0,,0.0,1700000.0,,,1709500000.0,27800000.0,,1063300000.0,77400000.0,917300000.0,,
2009-09-30,0.0,800000.0,1676300000.0,,14700000.0,21700000.0,-229500000.0,113200000.0,830600000.0,15000000.0,-17500000.0,80600000.0,376600000.0,,31200000.0,36700000.0,0.5,9900000.0,31200000.0,,322300000.0,853900000.0,162700000.0,,16500000.0,74900000,688900000.0,55900000.0,1500000.0,2400000.0,-34700000.0,132500000.0,78600000.0,397000000,9600000.0,49400000,-987400000.0,0.5,307800000.0,184400000.0,69400000.0,39400000,,0.0,,316400000.0,782800000.0,209100000.0,300300000.0,263600000.0,126000000.0,8300000.0,39400000.0,,27700000.0,399600000.0,376600000.0,78400000.0,376600000.0,-15600000.0,17100000.0,192200000.0,78500000.0,34700000.0,,-3200000.0,1900000.0,,,1935700000.0,39400000.0,,1081800000.0,71200000.0,1105100000.0,,
2009-12-31,0.0,,1696700000.0,,21200000.0,44200000.0,-248200000.0,117800000.0,822300000.0,1300000.0,-4900000.0,62800000.0,458500000.0,,28800000.0,2200000.0,,-400000.0,28800000.0,0.0,310900000.0,860300000.0,168700000.0,,13000000.0,62400000,695400000.0,34800000.0,3600000.0,2600000.0,-15600000.0,-13200000.0,,350900000,49900000.0,34000000,-1001300000.0,,318000000.0,81900000.0,100000000.0,21800000,,0.0,,288100000.0,798800000.0,193100000.0,300300000.0,155200000.0,123800000.0,7000000.0,21800000.0,,25800000.0,398400000.0,458500000.0,,458500000.0,-15800000.0,21200000.0,376600000.0,78700000.0,84400000.0,,-100000.0,6400000.0,,,1932000000.0,21800000.0,,1071700000.0,71000000.0,1109700000.0,,
2010-03-31,,,1706000000.0,,2500000.0,7800000.0,-250700000.0,121100000.0,822000000.0,-600000.0,-19500000.0,49500000.0,411000000.0,,32100000.0,-32600000.0,0.18,-200000.0,32100000.0,,313500000.0,856200000.0,167000000.0,,1100000.0,43700000,688500000.0,15200000.0,1500000.0,2200000.0,-21400000.0,-13600000.0,79400000.0,362000000,-41600000.0,17400000,-1017500000.0,0.18,316400000.0,-47500000.0,-14400000.0,14100000,,0.0,,312500000.0,795800000.0,192400000.0,300300000.0,197100000.0,156400000.0,4500000.0,14100000.0,,26600000.0,397100000.0,411000000.0,78800000.0,411000000.0,-15800000.0,21600000.0,458500000.0,78900000.0,-35800000.0,,0.0,6900000.0,-400000.0,,1931300000.0,14100000.0,,1075100000.0,86300000.0,1109300000.0,,
2010-06-30,,,1711400000.0,,3800000.0,10800000.0,-258100000.0,111700000.0,823700000.0,-800000.0,-20400000.0,58000000.0,388400000.0,,35900000.0,-6600000.0,0.21,500000.0,35900000.0,,300900000.0,840100000.0,168200000.0,,8300000.0,53000000,683900000.0,25200000.0,2000000.0,2900000.0,-20300000.0,-10300000.0,79800000.0,405700000,-19700000.0,22100000,-1027500000.0,0.21,325800000.0,-22600000.0,8100000.0,16900000,,0.0,,347700000.0,809100000.0,189200000.0,300300000.0,211800000.0,163000000.0,9100000.0,16900000.0,,26700000.0,402300000.0,388400000.0,79000000.0,388400000.0,-15700000.0,21600000.0,411000000.0,79200000.0,-12200000.0,,2500000.0,6200000.0,-1000000.0,,1933700000.0,16900000.0,,1093600000.0,84800000.0,1110000000.0,,
2010-09-30,,,1732000000.0,,15800000.0,17600000.0,-246300000.0,107900000.0,857400000.0,900000.0,-11600000.0,66300000.0,393400000.0,,33300000.0,5700000.0,0.4,5500000.0,33300000.0,,299200000.0,852800000.0,184000000.0,,7000000.0,66800000,683800000.0,38800000.0,1600000.0,4100000.0,-21700000.0,-30800000.0,80200000.0,432800000,-3400000.0,33000000,-1048200000.0,0.4,330900000.0,5000000.0,47400000.0,31800000,,0.0,,366500000.0,806200000.0,189500000.0,300300000.0,231100000.0,157300000.0,11300000.0,31800000.0,,39800000.0,385100000.0,393400000.0,79400000.0,393400000.0,-16000000.0,21600000.0,388400000.0,79600000.0,25700000.0,1800000.0,100000.0,6400000.0,,,1962800000.0,31800000.0,,1110000000.0,92200000.0,1105400000.0,,
2010-12-31,,,1743100000.0,,-10900000.0,29600000.0,-261800000.0,115500000.0,830300000.0,-100600000.0,-108200000.0,62200000.0,458600000.0,,33100000.0,1700000.0,,1600000.0,33100000.0,-1800000.0,391000000.0,882800000.0,170200000.0,,-4300000.0,25700000,675000000.0,-2300000.0,1600000.0,0.0,-21900000.0,99000000.0,,385400000,55000000.0,29100000,-1068100000.0,,327100000.0,65200000.0,74400000.0,2000000,,0.0,,323200000.0,827400000.0,197700000.0,300300000.0,167900000.0,155600000.0,-20600000.0,2000000.0,,23500000.0,418200000.0,458600000.0,,458600000.0,-15800000.0,22100000.0,393400000.0,79600000.0,52500000.0,77800000.0,-1000000.0,5900000.0,,,2048700000.0,2000000.0,,1165900000.0,174300000.0,1218400000.0,,
2011-03-31,,,1853000000.0,,84500000.0,28800000.0,-260800000.0,118500000.0,949900000.0,4200000.0,-135600000.0,76800000.0,280400000.0,,39500000.0,-20100000.0,1.68,-6600000.0,39500000.0,,427800000.0,797400000.0,288000000.0,-123400000.0,86100000.0,250200000,763200000.0,219800000.0,1400000.0,0.0,-25600000.0,-15600000.0,80400000.0,436000000,-73600000.0,37300000,-1089800000.0,1.66,355600000.0,-178200000.0,-27000000.0,133700000,,0.0,,359200000.0,1013600000.0,220000000.0,628200000.0,256700000.0,179700000.0,188100000.0,133700000.0,,107700000.0,491900000.0,280400000.0,79600000.0,280400000.0,-15900000.0,23200000.0,458600000.0,79700000.0,-52600000.0,89300000.0,0.0,7200000.0,,,2391300000.0,133700000.0,,1593900000.0,175600000.0,1441400000.0,,
2011-06-30,,,1878800000.0,,4200000.0,25700000.0,-259600000.0,142900000.0,987800000.0,2300000.0,-41300000.0,115400000.0,276500000.0,,42700000.0,-2300000.0,0.53,182400000.0,42500000.0,,454200000.0,842300000.0,314000000.0,,21600000.0,96500000,780600000.0,63700000.0,1500000.0,0.0,-37800000.0,-7100000.0,81100000.0,529100000,-21800000.0,72700000,-1098200000.0,0.52,357700000.0,-3900000.0,44500000.0,42100000,,0.0,,413700000.0,1022500000.0,222800000.0,627400000.0,306400000.0,182000000.0,-2300000.0,42100000.0,,113300000.0,494300000.0,276500000.0,80000000.0,276500000.0,-16100000.0,25400000.0,280400000.0,80200000.0,6700000.0,88500000.0,2000000.0,7400000.0,,,2464500000.0,42100000.0,,1622200000.0,177300000.0,1476700000.0,,
2011-09-30,,-100000.0,1943400000.0,,4400000.0,11100000.0,-270600000.0,129600000.0,1007200000.0,26200000.0,-34900000.0,117500000.0,318300000.0,,39800000.0,15700000.0,0.59,46500000.0,39800000.0,,455000000.0,838800000.0,345200000.0,,22200000.0,102800000,821300000.0,69400000.0,1400000.0,0.0,-65000000.0,-18200000.0,80800000.0,550200000,28200000.0,77700000,-1122100000.0,0.58,359300000.0,41800000.0,94900000.0,47200000,,0.0,,432700000.0,1029800000.0,237600000.0,627400000.0,290500000.0,166300000.0,-4900000.0,47200000.0,,113500000.0,501800000.0,318300000.0,80200000.0,318300000.0,-16000000.0,25500000.0,276500000.0,80200000.0,29900000.0,87800000.0,0.0,7900000.0,,,2492000000.0,47200000.0,,1653200000.0,158400000.0,1484800000.0,,
2011-12-31,,,2029400000.0,-2000000.0,-500000.0,10200000.0,-294200000.0,149700000.0,985800000.0,20900000.0,-47800000.0,77500000.0,304800000.0,,39600000.0,-10300000.0,,-224700000.0,39600000.0,-87200000.0,399100000.0,780300000.0,347900000.0,0.0,7800000.0,59600000,885400000.0,26500000.0,1500000.0,0.0,-72500000.0,-69200000.0,,445800000,70600000.0,37900000,-1144000000.0,,381800000.0,-13500000.0,103500000.0,18700000,,12000000.0,,368300000.0,1064700000.0,138800000.0,627400000.0,220600000.0,176600000.0,1900000.0,18700000.0,,99600000.0,524200000.0,304800000.0,,304800000.0,-16000000.0,25200000.0,318300000.0,80100000.0,31000000.0,12200000.0,-1000000.0,7900000.0,,,2449600000.0,18700000.0,,1669300000.0,137300000.0,1463800000.0,,
2012-03-31,500000.0,,2083500000.0,-1200000.0,12600000.0,14100000.0,-286400000.0,125900000.0,1016300000.0,17900000.0,-56800000.0,114300000.0,220600000.0,,43700000.0,-9400000.0,0.48,-300000.0,43700000.0,,369600000.0,751900000.0,370600000.0,,21800000.0,92500000,914700000.0,60500000.0,1400000.0,,-75900000.0,-31800000.0,80900000.0,507200000,-67100000.0,70600000,-1168800000.0,0.48,366400000.0,-84200000.0,4400000.0,38700000,,0.0,,392900000.0,1054000000.0,219600000.0,627400000.0,279900000.0,186000000.0,-3800000.0,38700000.0,,117200000.0,512000000.0,220600000.0,80100000.0,220600000.0,-16000000.0,25500000.0,304800000.0,80100000.0,-71500000.0,23600000.0,-14900000.0,6500000.0,,,2439900000.0,38700000.0,,1688000000.0,117200000.0,1423600000.0,,
2012-06-30,,,2153500000.0,-1900000.0,6000000.0,11400000.0,-285900000.0,130000000.0,1047700000.0,7900000.0,-58800000.0,117300000.0,198600000.0,,45100000.0,-11600000.0,0.59,86600000.0,45100000.0,,388400000.0,749300000.0,402200000.0,,15700000.0,95700000,961400000.0,63300000.0,1100000.0,,-69900000.0,-27200000.0,80700000.0,508700000,-10400000.0,72200000,-1192100000.0,0.59,359600000.0,-22000000.0,64000000.0,47600000,,0.0,,391400000.0,1049800000.0,234800000.0,627400000.0,279400000.0,197600000.0,-3300000.0,47600000.0,,128700000.0,503900000.0,198600000.0,80100000.0,198600000.0,-16000000.0,26600000.0,220600000.0,80000000.0,-5900000.0,23600000.0,-1800000.0,5800000.0,,,2485900000.0,47600000.0,,1736600000.0,107300000.0,1438200000.0,,
2012-09-30,,,2224200000.0,0.0,15900000.0,20000000.0,-272600000.0,189400000.0,1076600000.0,7000000.0,-367000000.0,105400000.0,103100000.0,,42400000.0,19700000.0,0.36,28200000.0,42400000.0,0.0,462200000.0,753400000.0,414900000.0,,18000000.0,79300000,1018200000.0,46700000.0,1700000.0,,-65000000.0,181300000.0,81000000.0,581200000,26300000.0,63000000,-1206000000.0,0.35,355200000.0,-95500000.0,90200000.0,28700000,,0.0,,475800000.0,1278300000.0,249200000.0,752300000.0,347700000.0,213700000.0,-11600000.0,28700000.0,,153200000.0,703100000.0,103100000.0,80100000.0,103100000.0,-16000000.0,26600000.0,198600000.0,80200000.0,25200000.0,23600000.0,-3500000.0,6000000.0,,,2817100000.0,28700000.0,,2063700000.0,242100000.0,1740500000.0,,
2012-12-31,7600000.0,,2198300000.0,0.0,8000000.0,20300000.0,-371300000.0,174300000.0,998400000.0,6600000.0,-29800000.0,99700000.0,165200000.0,,37100000.0,19200000.0,0.43,2000000.0,37400000.0,-12200000.0,434000000.0,749100000.0,433400000.0,1900000.0,20100000.0,95000000,1034300000.0,54700000.0,2000000.0,,-44900000.0,-28700000.0,81000000.0,587600000,52000000.0,62600000,-1164000000.0,0.43,380500000.0,62100000.0,120600000.0,34600000,,63300000.0,,487900000.0,1345300000.0,129300000.0,747100000.0,279200000.0,195100000.0,1400000.0,34600000.0,29300000.0,110400000.0,690100000.0,165200000.0,80200000.0,165200000.0,-16100000.0,32200000.0,103100000.0,80200000.0,75700000.0,23600000.0,-400000.0,8100000.0,,,2777700000.0,34600000.0,152700000.0,2028600000.0,36500000.0,1779300000.0,,
2013-03-31,6100000.0,,2216600000.0,-4600000.0,10400000.0,15600000.0,-371100000.0,166500000.0,1024600000.0,1300000.0,-27000000.0,125600000.0,93000000.0,,48900000.0,1800000.0,0.5,600000.0,49100000.0,-11400000.0,395200000.0,722400000.0,457900000.0,,23300000.0,105800000,1025400000.0,63800000.0,2100000.0,,-30200000.0,-44000000.0,81200000.0,630000000,-80900000.0,76700000,-1191200000.0,0.5,363700000.0,-72200000.0,-1200000.0,40500000,,0.0,,504400000.0,1316400000.0,210400000.0,747100000.0,364700000.0,193300000.0,-3900000.0,40500000.0,29800000.0,112700000.0,689300000.0,93000000.0,80200000.0,93000000.0,-16000000.0,32900000.0,165200000.0,80300000.0,-31400000.0,12200000.0,-16200000.0,9100000.0,,-65700000.0,2736200000.0,40500000.0,149100000.0,2013800000.0,34700000.0,1711600000.0,,
2013-06-30,3500000.0,,2233700000.0,-10100000.0,5300000.0,13300000.0,-372500000.0,189700000.0,1045000000.0,1800000.0,-20400000.0,121100000.0,141600000.0,,47200000.0,-11500000.0,0.54,-400000.0,48700000.0,0.0,437000000.0,793900000.0,485500000.0,,19000000.0,106600000,1013500000.0,62700000.0,2000000.0,,-24400000.0,-24000000.0,81200000.0,652200000,16900000.0,73900000,-1220200000.0,0.54,359700000.0,48600000.0,93000000.0,43700000,,0.0,,531100000.0,1304500000.0,231600000.0,747100000.0,370000000.0,204800000.0,-1600000.0,43700000.0,30600000.0,118700000.0,689100000.0,141600000.0,80200000.0,141600000.0,-16100000.0,34200000.0,93000000.0,80000000.0,68600000.0,12200000.0,200000.0,9700000.0,,-5300000.0,2786500000.0,43700000.0,145400000.0,1992600000.0,29200000.0,1741500000.0,,
