date,quarterlySellingGeneralAndAdministration,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDilutedEPS,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyBasicAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyLongTermDebt,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyInvestmentsAndAdvances,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyTaxProvision,quarterlyNetPPE,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyDilutedAverageShares,quarterlyInterestExpense,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyPurchaseOfBusiness,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyTotalAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyInventory
2006-09-30,,-19600000.0,525300000.0,0.55,157000000,-26900000.0,281600000.0,1854800000.0,9800000.0,-8700000.0,278600000,9000000.0,,238300000.0,13000000.0,268800000,495500000,,70800000.0,475000000.0,,680200000.0,197700000.0,280700000.0,1116500000.0,300000000.0,26000000.0,359600000.0,291200000.0,38700000.0,,,216900000.0,591200000.0,0.0,278600000.0,0.0,154000000.0,157000000,157000000,294600000.0,,281600000.0,302500000.0,,9800000.0,265700000.0,64100000.0,108700000.0,62800000.0,3400000.0,,287900000.0,3100000.0,15500000.0,11000000.0,,0.56,194100000.0,246600000.0,-161300000.0,-134900000.0,-8300000.0,0.0,,1155200000.0,9800000.0,-168200000.0,,2800000.0,58400000.0,223200000.0,222800000.0,,,,
2006-12-31,,-19600000.0,700000000.0,,278600000,67600000.0,408100000.0,2091400000.0,11000000.0,-66500000.0,474300000,4600000.0,,173400000.0,75400000.0,463300000,590000000,,75700000.0,495800000.0,,1001900000.0,178100000.0,,1330300000.0,300000000.0,43000000.0,475400000.0,330300000.0,167400000.0,,330900000.0,-83000000.0,630300000.0,-2000000.0,673000000.0,0.0,176100000.0,278600000,278600000,483500000.0,,408100000.0,360300000.0,,209700000.0,463300000.0,65700000.0,184700000.0,62000000.0,3400000.0,,,,19300000.0,17900000.0,,,192000000.0,183300000.0,-132600000.0,-116100000.0,-9900000.0,0.0,,1497700000.0,-8400000.0,-149600000.0,,4600000.0,126500000.0,281600000.0,8800000.0,,,,
2007-03-31,,-22300000.0,773000000.0,0.62,175400000,28400000.0,289500000.0,2223400000.0,10300000.0,-172400000.0,315000000,-8500000.0,,152200000.0,10300000.0,304700000,583000000,,8100000.0,590800000.0,,879100000.0,217300000.0,277700000.0,1540000000.0,300000000.0,80000000.0,499300000.0,467000000.0,-70100000.0,,,268000000.0,767000000.0,0.0,315000000.0,0.0,178300000.0,175400000,175400000,299800000.0,,289500000.0,410100000.0,,10300000.0,301400000.0,63500000.0,126000000.0,118200000.0,3400000.0,80000000.0,284900000.0,3300000.0,21500000.0,29700000.0,,0.63,230800000.0,185300000.0,-334100000.0,-99100000.0,-33100000.0,0.0,,1469900000.0,-7900000.0,-442600000.0,,237300000.0,-118600000.0,408100000.0,282900000.0,,,,
2007-06-30,,-21600000.0,1090700000.0,0.95,261900000,-64800000.0,361600000.0,2463700000.0,9100000.0,-5300000.0,372800000,-38900000.0,,231000000.0,13400000.0,363700000,646100000,,59100000.0,635300000.0,,918000000.0,283500000.0,269600000.0,1819200000.0,300000000.0,59000000.0,484000000.0,428500000.0,-265900000.0,,,273300000.0,728500000.0,0.0,372800000.0,0.0,179800000.0,261900000,261900000,375000000.0,,361600000.0,398300000.0,,9100000.0,381500000.0,61600000.0,119600000.0,162800000.0,3400000.0,410000000.0,276000000.0,,19900000.0,13100000.0,,0.97,231100000.0,291200000.0,-159100000.0,-120700000.0,-60200000.0,0.0,,1553300000.0,-3600000.0,-500000000.0,,2400000.0,72100000.0,289500000.0,282400000.0,,,,
2007-09-30,,-20800000.0,1085800000.0,0.51,136900000,-42800000.0,421100000.0,2579500000.0,11600000.0,100000.0,262100000,71300000.0,,240600000.0,4600000.0,250500000,525000000,,125600000.0,681000000.0,,870600000.0,348600000.0,262200000.0,2161100000.0,600000000.0,51800000.0,393100000.0,475300000.0,-609500000.0,,,262900000.0,1075300000.0,2200000.0,262100000.0,0.0,179700000.0,136900000,136900000,425700000.0,,421100000.0,368400000.0,,11600000.0,241500000.0,59600000.0,104600000.0,218400000.0,3400000.0,400000000.0,267600000.0,16400000.0,11400000.0,4500000.0,,0.52,223300000.0,293100000.0,-200000000.0,-130200000.0,-52500000.0,0.0,,1551600000.0,1000000.0,-484400000.0,,8800000.0,59500000.0,361600000.0,317400000.0,,,,
2007-12-31,,-20500000.0,1349200000.0,,127300000,-45500000.0,426300000.0,2661100000.0,11900000.0,-13800000.0,274000000,21100000.0,,178400000.0,14700000.0,262100000,504900000,,130500000.0,725500000.0,,989100000.0,335500000.0,,2498200000.0,600000000.0,104500000.0,443600000.0,549000000.0,-783600000.0,,363200000.0,-220200000.0,1149000000.0,-54500000.0,725100000.0,0.0,179900000.0,127300000,127300000,441000000.0,,426300000.0,426000000.0,,463000000.0,192300000.0,56900000.0,65000000.0,214600000.0,3400000.0,551900000.0,,20800000.0,13100000.0,3500000.0,,,274100000.0,214400000.0,-168300000.0,-120900000.0,-36000000.0,0.0,,1714600000.0,15600000.0,-311400000.0,,4400000.0,5200000.0,421100000.0,8100000.0,,,,
2008-03-31,,-24700000.0,1318200000.0,0.48,120700000,-52700000.0,339700000.0,2782200000.0,12500000.0,,211100000,9500000.0,,165800000.0,9900000.0,198600000,430700000,,42200000.0,734300000.0,,852500000.0,360900000.0,247400000.0,2489800000.0,600000000.0,68600000.0,405400000.0,571600000.0,-903000000.0,,,219600000.0,1171600000.0,9100000.0,211100000.0,900000.0,206000000.0,120700000,120700000,349600000.0,,339700000.0,463000000.0,,12500000.0,196200000.0,68100000.0,75500000.0,230200000.0,3400000.0,598700000.0,251000000.0,18500000.0,3700000.0,1700000.0,,0.49,84300000.0,184900000.0,-238100000.0,-130700000.0,-19100000.0,0.0,,1586800000.0,27800000.0,-264500000.0,,4000000.0,-86600000.0,426300000.0,256500000.0,,,,
2008-06-30,,-24500000.0,1160600000.0,0.54,135200000,-28200000.0,380100000.0,2892900000.0,16800000.0,,250300000,6400000.0,,36900000.0,12700000.0,233500000,487600000,,-96600000.0,751600000.0,,912800000.0,356600000.0,244600000.0,2486200000.0,750000000.0,70500000.0,415200000.0,575600000.0,-821800000.0,,,237300000.0,1325600000.0,300000.0,250300000.0,0.0,205800000.0,135200000,135200000,392800000.0,,380100000.0,434700000.0,,16800000.0,221400000.0,65500000.0,86200000.0,235700000.0,3400000.0,527000000.0,248100000.0,12400000.0,12800000.0,3100000.0,,0.55,82100000.0,61800000.0,6600000.0,-120900000.0,-24900000.0,0.0,,1664400000.0,27100000.0,-63400000.0,,2900000.0,40400000.0,339700000.0,198900000.0,,,,
2008-09-30,,-24100000.0,1248800000.0,0.46,113000000,-18600000.0,438600000.0,2981700000.0,14600000.0,-800000.0,202600000,15200000.0,,132300000.0,7200000.0,188000000,433400000,,10900000.0,776500000.0,,917800000.0,363000000.0,241300000.0,2588100000.0,750000000.0,94200000.0,348700000.0,589300000.0,-893800000.0,,,230800000.0,1339300000.0,8500000.0,202600000.0,0.0,202800000.0,113000000,113000000,445800000.0,,438600000.0,392100000.0,,14600000.0,183900000.0,63700000.0,70900000.0,242100000.0,3400000.0,648600000.0,244600000.0,17700000.0,5800000.0,1900000.0,,0.47,82400000.0,153700000.0,-39900000.0,-120900000.0,-21400000.0,0.0,,1694300000.0,-11600000.0,-145000000.0,,4200000.0,58500000.0,380100000.0,208100000.0,,,,
2008-12-31,,-23500000.0,1393100000.0,,88700000,-219800000.0,245900000.0,3023200000.0,31200000.0,-3400000.0,156800000,24600000.0,,115300000.0,7100000.0,125600000,403700000,,14900000.0,964300000.0,,809100000.0,378100000.0,,2767800000.0,750000000.0,107800000.0,421800000.0,605700000.0,-994400000.0,,,-194400000.0,1374700000.0,18400000.0,598100000.0,-900000.0,338000000.0,88700000,88700000,253000000.0,19000000.0,245900000.0,435000000.0,,472500000.0,124300000.0,114000000.0,35600000.0,247700000.0,3400000.0,717700000.0,,16300000.0,1200000.0,100000.0,,,44500000.0,134300000.0,-73400000.0,-130400000.0,-19000000.0,231800000.0,,1773400000.0,-52100000.0,-120000000.0,,4800000.0,-192700000.0,438600000.0,8600000.0,,,,
2009-03-31,110200000.0,-23500000.0,1338800000.0,0.38,90200000,-13600000.0,341700000.0,3113500000.0,15600000.0,-300000.0,168700000,14100000.0,14500000.0,179700000.0,6800000.0,160700000,408900000,110600000.0,72200000.0,946000000.0,,856100000.0,388700000.0,235400000.0,2721400000.0,750000000.0,72400000.0,403600000.0,505500000.0,-924900000.0,,,122400000.0,1382600000.0,-15800000.0,286500000.0,0.0,333800000.0,91100000,90200000,348500000.0,16500000.0,341700000.0,479500000.0,-3881400000.0,125800000.0,141600000.0,107100000.0,50500000.0,248400000.0,3400000.0,660500000.0,236500000.0,11500000.0,,400000.0,-900000.0,0.38,43600000.0,192100000.0,-79400000.0,-140300000.0,-12400000.0,0.0,,1802100000.0,-82600000.0,0.0,16000000.0,0.0,95800000.0,245900000.0,,,,,
2009-06-30,116700000.0,-26600000.0,1305100000.0,0.46,109300000,-20000000.0,392800000.0,3199000000.0,15700000.0,-2000000.0,206000000,13600000.0,16100000.0,110000000.0,4900000.0,190300000,450700000,108400000.0,-8800000.0,973300000.0,,900600000.0,420300000.0,236100000.0,2623400000.0,750000000.0,502900000.0,407600000.0,444100000.0,-749500000.0,,,128000000.0,1318300000.0,-9600000.0,322700000.0,0.0,344600000.0,112700000,111000000,397700000.0,15700000.0,392800000.0,462700000.0,-3502300000.0,132400000.0,174600000.0,106700000.0,63600000.0,267600000.0,3400000.0,580400000.0,238100000.0,13200000.0,,2500000.0,0.0,0.46,47700000.0,132400000.0,-93500000.0,-152700000.0,-22400000.0,0.0,,1873900000.0,-30100000.0,0.0,-100000.0,4400000.0,51100000.0,341700000.0,,,,,
2009-09-30,124300000.0,-23600000.0,1202300000.0,0.42,100600000,-30800000.0,422700000.0,3275800000.0,16200000.0,-8400000.0,190400000,10600000.0,10600000.0,102600000.0,6800000.0,176200000,451800000,107100000.0,700000.0,977700000.0,,896500000.0,443700000.0,236400000.0,2521700000.0,748100000.0,467000000.0,378900000.0,283100000.0,-647500000.0,,,135100000.0,1319400000.0,-2000000.0,316700000.0,0.0,350400000.0,101700000,100600000,429500000.0,181100000.0,422700000.0,427500000.0,-2919000000.0,140500000.0,162700000.0,104200000.0,61000000.0,278600000.0,3400000.0,532900000.0,238200000.0,11500000.0,,300000.0,0.0,0.43,49500000.0,132100000.0,-70700000.0,-165100000.0,-29500000.0,0.0,,1874200000.0,-19200000.0,0.0,35400000.0,7100000.0,29900000.0,392800000.0,,,,,
2009-12-31,144500000.0,-24500000.0,1236000000.0,,101900000,-29400000.0,473900000.0,3329000000.0,16600000.0,-6900000.0,198900000,16200000.0,16200000.0,160800000.0,10000000.0,177800000,485800000,103800000.0,39600000.0,990400000.0,,1012900000.0,457800000.0,,2599400000.0,746200000.0,33200000.0,444900000.0,482000000.0,-606200000.0,,263500000.0,146900000.0,1363400000.0,2000000.0,338900000.0,0.0,349200000.0,103300000,101900000,483900000.0,31400000.0,473900000.0,471300000.0,-3460200000.0,161100000.0,167300000.0,104900000.0,64000000.0,293000000.0,3400000.0,447500000.0,,15000000.0,,1800000.0,0.0,,50700000.0,187200000.0,-105200000.0,-164800000.0,-26400000.0,0.0,20300000.0,2003300000.0,-41200000.0,0.0,-66200000.0,3900000.0,51200000.0,422700000.0,7100000.0,,,,
2010-03-31,128800000.0,-25500000.0,1146900000.0,0.47,113400000,-13600000.0,496400000.0,3442600000.0,15800000.0,-7300000.0,208700000,11800000.0,14800000.0,147900000.0,7500000.0,196100000,476600000,100200000.0,21800000.0,995300000.0,,1008000000.0,468500000.0,236900000.0,2537300000.0,744400000.0,504100000.0,427000000.0,646000000.0,-534000000.0,,,135900000.0,1390400000.0,-3800000.0,340700000.0,0.0,347300000.0,114700000,113400000,503900000.0,53200000.0,496400000.0,516200000.0,-860300000.0,144600000.0,182500000.0,100100000.0,67800000.0,292700000.0,3400000.0,377500000.0,239100000.0,10400000.0,,3000000.0,0.0,0.48,52100000.0,164100000.0,-111900000.0,-175800000.0,-16200000.0,0.0,,2003300000.0,-85700000.0,-29900000.0,13500000.0,9900000.0,22500000.0,473900000.0,,,,,
2010-06-30,137500000.0,-28100000.0,1094200000.0,0.51,121000000,-19700000.0,485900000.0,3538900000.0,15200000.0,-7000000.0,206000000,12600000.0,12900000.0,120800000.0,7700000.0,190800000,477800000,99400000.0,-10500000.0,997700000.0,,960000000.0,481400000.0,235300000.0,2449600000.0,1106400000.0,466400000.0,389100000.0,249000000.0,-491900000.0,,,134300000.0,1355400000.0,-3900000.0,343500000.0,0.0,345100000.0,122600000,121000000,493600000.0,21100000.0,485900000.0,481700000.0,-1137500000.0,152700000.0,177900000.0,93100000.0,55300000.0,298300000.0,3400000.0,363900000.0,236500000.0,19400000.0,,300000.0,0.0,0.51,53000000.0,139900000.0,-111900000.0,-183100000.0,-19100000.0,0.0,,1957700000.0,-83300000.0,-70000000.0,32300000.0,6400000.0,-10500000.0,496400000.0,,,,,
2010-09-30,152200000.0,-24900000.0,792600000.0,0.58,136000000,-21700000.0,793700000.0,3650100000.0,18100000.0,-9700000.0,213700000,10800000.0,13600000.0,151400000.0,10800000.0,189300000,513300000,96900000.0,4600000.0,1046800000.0,,1301400000.0,505000000.0,234300000.0,2645800000.0,1260000000.0,496900000.0,410600000.0,593200000.0,-297600000.0,,,153700000.0,1853200000.0,4900000.0,359600000.0,0.0,355200000.0,137200000,136000000,804500000.0,15900000.0,793700000.0,447200000.0,-920600000.0,170300000.0,181400000.0,93300000.0,44200000.0,307500000.0,3400000.0,24400000.0,235700000.0,14200000.0,,2800000.0,0.0,0.58,63000000.0,170700000.0,119100000.0,-197500000.0,-19300000.0,0.0,,2348200000.0,-24600000.0,-19700000.0,-14700000.0,7300000.0,307800000.0,485900000.0,,,,,
2010-12-31,169500000.0,-24900000.0,933800000.0,,137400000,-173800000.0,659600000.0,3736200000.0,17200000.0,-2200000.0,208400000,14400000.0,15300000.0,154200000.0,12700000.0,196700000,564300000,96600000.0,18700000.0,1197300000.0,,1343000000.0,520100000.0,,2838700000.0,1228300000.0,5800000.0,497500000.0,543100000.0,-309600000.0,30800000.0,345300000.0,180900000.0,1904900000.0,-3900000.0,383400000.0,0.0,465500000.0,138900000,137400000,672300000.0,36900000.0,659600000.0,508100000.0,-17300000.0,186700000.0,172600000.0,168800000.0,33700000.0,319300000.0,3400000.0,11300000.0,,18600000.0,,900000.0,-148600000.0,,25000000.0,178600000.0,-136600000.0,-200800000.0,-24400000.0,0.0,26900000.0,2540300000.0,-33400000.0,-104000000.0,-85500000.0,1400000.0,-134100000.0,793700000.0,14300000.0,,,,
2011-03-31,148500000.0,-30300000.0,841000000.0,0.67,155500000,-13300000.0,719500000.0,3892100000.0,17700000.0,-5700000.0,272100000,157100000.0,16000000.0,181300000.0,6700000.0,250100000,577100000,95300000.0,12900000.0,1184800000.0,,1339600000.0,538900000.0,228900000.0,2747600000.0,1234200000.0,613400000.0,503400000.0,672400000.0,-223200000.0,,,160800000.0,1906600000.0,3300000.0,416300000.0,0.0,463300000.0,157100000,155500000,726200000.0,35000000.0,719500000.0,554000000.0,-1900000.0,166200000.0,235200000.0,167700000.0,78100000.0,324600000.0,3400000.0,13100000.0,231400000.0,19200000.0,,2800000.0,,0.68,52700000.0,200900000.0,-145100000.0,-214300000.0,-19600000.0,0.0,,2524400000.0,-9400000.0,-127600000.0,-2000000.0,12000000.0,59900000.0,659600000.0,,,,,
2011-06-30,142900000.0,-32400000.0,852000000.0,0.82,189000000,-27100000.0,938500000.0,4048800000.0,21800000.0,-10900000.0,302300000,11200000.0,14300000.0,229000000.0,11000000.0,270000000,605200000,96000000.0,27700000.0,1201500000.0,,1543100000.0,557900000.0,228200000.0,2761200000.0,1243000000.0,593600000.0,492600000.0,666200000.0,-16600000.0,,215000000.0,170500000.0,1909200000.0,8300000.0,434700000.0,-7100000.0,470400000.0,190700000,189000000,949500000.0,35000000.0,938500000.0,534900000.0,-1900000.0,164700000.0,264200000.0,166800000.0,73500000.0,325200000.0,3400000.0,15000000.0,231500000.0,16300000.0,,3100000.0,,0.83,58000000.0,245000000.0,-8000000.0,-232700000.0,-16000000.0,0.0,12300000.0,2744600000.0,1500000.0,0.0,13200000.0,6900000.0,219000000.0,719500000.0,8600000.0,,,,
2011-09-30,145000000.0,-32000000.0,834900000.0,0.57,130700000,-24900000.0,854200000.0,4147400000.0,19000000.0,-12300000.0,216700000,12800000.0,12900000.0,202400000.0,13300000.0,196300000,531300000,96400000.0,56500000.0,1161300000.0,,1360000000.0,568100000.0,226000000.0,2695500000.0,1244000000.0,492500000.0,400500000.0,616600000.0,-174200000.0,,,171000000.0,1860600000.0,1400000.0,360300000.0,0.0,451100000.0,132100000,130700000,867500000.0,31100000.0,854200000.0,480600000.0,-3700000.0,164000000.0,184800000.0,153000000.0,52700000.0,323700000.0,3400000.0,43100000.0,229000000.0,12900000.0,,100000.0,-3000000.0,0.58,61400000.0,220400000.0,-239300000.0,-244400000.0,-18000000.0,0.0,,2521300000.0,-70500000.0,-206200000.0,86300000.0,8400000.0,-84300000.0,938500000.0,,,,,
2011-12-31,193200000.0,-31400000.0,1134000000.0,,96200000,-202300000.0,760000000.0,4176100000.0,20700000.0,-14400000.0,194600000,12100000.0,13500000.0,122900000.0,14800000.0,172000000,567100000,206500000.0,-4200000.0,1451700000.0,,1424400000.0,585000000.0,,2974000000.0,1172500000.0,5400000.0,489800000.0,212100000.0,-169000000.0,37200000.0,308100000.0,181200000.0,1840000000.0,500000.0,385900000.0,0.0,642900000.0,98100000,96200000,774800000.0,49600000.0,760000000.0,520400000.0,7500000.0,213900000.0,155600000.0,253600000.0,57500000.0,326800000.0,3400000.0,71300000.0,,18300000.0,,1100000.0,-187400000.0,,44800000.0,137000000.0,-25300000.0,-258200000.0,-14100000.0,150700000.0,,2876100000.0,-107500000.0,0.0,-80400000.0,13600000.0,-94200000.0,854200000.0,16400000.0,,,,
2012-03-31,168800000.0,-39400000.0,1011500000.0,0.76,173500000,-13600000.0,814700000.0,4350000000.0,23500000.0,-13000000.0,292400000,6400000.0,15000000.0,46700000.0,13300000.0,269000000,646800000,95900000.0,-143400000.0,1467800000.0,,1526600000.0,599100000.0,223400000.0,2833800000.0,1236800000.0,698600000.0,589200000.0,585500000.0,91200000.0,,266200000.0,185500000.0,1822300000.0,-100000.0,461300000.0,0.0,656300000.0,175500000,173500000,828000000.0,60800000.0,814700000.0,609300000.0,-3800000.0,192300000.0,258600000.0,249300000.0,83100000.0,324800000.0,3400000.0,99400000.0,227400000.0,10300000.0,,8600000.0,,0.78,90100000.0,62000000.0,-7000000.0,-274300000.0,-15300000.0,0.0,12600000.0,2994400000.0,-78700000.0,0.0,-96000000.0,14700000.0,54700000.0,760000000.0,16800000.0,,,,
2012-06-30,159600000.0,-32200000.0,995200000.0,0.76,172500000,-12300000.0,824100000.0,4486300000.0,22100000.0,-11700000.0,303300000,14300000.0,14900000.0,166900000.0,15400000.0,278500000,640800000,204000000.0,-86100000.0,1444500000.0,,1519400000.0,604000000.0,223900000.0,2785100000.0,1238300000.0,679900000.0,530500000.0,551600000.0,108300000.0,44200000.0,39600000.0,180600000.0,1789900000.0,2700000.0,460200000.0,-3500000.0,638100000.0,175700000,172500000,839500000.0,189100000.0,824100000.0,569800000.0,-3700000.0,181700000.0,264600000.0,238000000.0,88900000.0,317400000.0,3400000.0,127500000.0,227200000.0,16600000.0,,-6900000.0,,0.77,55900000.0,173500000.0,-135500000.0,-286600000.0,-6600000.0,46500000.0,18700000.0,2963900000.0,-120800000.0,-100000000.0,55500000.0,9500000.0,9400000.0,814700000.0,18000000.0,,,,
2012-09-30,187400000.0,-35700000.0,982900000.0,0.81,183900000,-20200000.0,1518500000.0,4634100000.0,24100000.0,-23100000.0,303800000,13800000.0,16400000.0,247200000.0,22700000.0,269700000,688500000,203700000.0,66600000.0,1456500000.0,-17700000.0,2205800000.0,613500000.0,222500000.0,3340200000.0,1707500000.0,664600000.0,549600000.0,649800000.0,322100000.0,40900000.0,80800000.0,207300000.0,2357300000.0,10000000.0,481200000.0,0.0,646300000.0,186500000,183900000,1541200000.0,197100000.0,1518500000.0,525700000.0,-31900000.0,211500000.0,264400000.0,233300000.0,77900000.0,315600000.0,3400000.0,95600000.0,226100000.0,15300000.0,,-3500000.0,0.0,0.83,63600000.0,260500000.0,436900000.0,-297900000.0,-13300000.0,0.0,22900000.0,3662300000.0,-85800000.0,-25100000.0,-16500000.0,16200000.0,694400000.0,824100000.0,14600000.0,,,,
2012-12-31,236400000.0,-35700000.0,1164900000.0,0.7,160100000,-4100000.0,1755400000.0,4713300000.0,23800000.0,-8400000.0,283300000,0.0,18200000.0,317300000.0,17900000.0,272400000,754200000,94900000.0,108500000.0,1435200000.0,-6500000.0,2525700000.0,621400000.0,223000000.0,3560900000.0,1607400000.0,12800000.0,621800000.0,2327100000.0,329500000.0,38300000.0,179200000.0,221600000.0,2396000000.0,-14400000.0,532600000.0,0.0,637100000.0,162000000,160100000,1773300000.0,58100000.0,1755400000.0,567300000.0,-31900000.0,260200000.0,236400000.0,226500000.0,74400000.0,307100000.0,3400000.0,63800000.0,227300000.0,23100000.0,,2400000.0,0.0,0.72,47700000.0,327100000.0,-91800000.0,-314300000.0,-9800000.0,46400000.0,56100000.0,3960900000.0,-82100000.0,-71400000.0,-71200000.0,14100000.0,236900000.0,1518500000.0,14300000.0,,,,
2013-03-31,227000000.0,-44500000.0,1013400000.0,0.83,188400000,-2800000.0,1758000000.0,4902200000.0,23600000.0,-5600000.0,314000000,1100000.0,17200000.0,194000000.0,11600000.0,280400000,731800000,102800000.0,-26300000.0,1390900000.0,13100000.0,2520300000.0,624200000.0,223300000.0,3446300000.0,1610200000.0,15500000.0,637200000.0,212900000.0,457100000.0,40000000.0,162700000.0,200800000.0,2432900000.0,8800000.0,531000000.0,0.0,623800000.0,191100000,188400000,1769600000.0,55900000.0,1758000000.0,646000000.0,-31900000.0,250600000.0,267200000.0,212700000.0,76100000.0,296100000.0,3400000.0,31900000.0,227200000.0,23200000.0,,10000000.0,,0.84,50300000.0,202600000.0,-156000000.0,-328100000.0,-8600000.0,0.0,5900000.0,3911200000.0,-138800000.0,-91300000.0,-25000000.0,11400000.0,2600000.0,1755400000.0,16100000.0,,,,
2013-06-30,185000000.0,-44600000.0,897100000.0,1.0,225500000,-16200000.0,1633000000.0,5082100000.0,23100000.0,-11900000.0,382800000,5200000.0,16100000.0,157000000.0,17900000.0,350800000,756000000,104800000.0,-87900000.0,1351600000.0,-2300000.0,2442700000.0,630800000.0,222300000.0,3337500000.0,1605000000.0,10800000.0,607700000.0,2361700000.0,386300000.0,35100000.0,165600000.0,197100000.0,2440400000.0,7700000.0,558900000.0,0.0,619800000.0,228400000,225500000,1650900000.0,54400000.0,1633000000.0,607300000.0,-31900000.0,208100000.0,336800000.0,202000000.0,108400000.0,287400000.0,3400000.0,0.0,226200000.0,22900000.0,,6300000.0,,1.01,45800000.0,166500000.0,-270200000.0,-343400000.0,-9500000.0,0.0,2400000.0,3794300000.0,-149900000.0,-259100000.0,27400000.0,5200000.0,-125000000.0,1758000000.0,14900000.0,,,,
2013-09-30,187100000.0,-54600000.0,897200000.0,0.83,183900000,-203800000.0,1835100000.0,5210600000.0,23400000.0,-197700000.0,312900000,10600000.0,16000000.0,271500000.0,209600000.0,291500000,705500000,105200000.0,87400000.0,1372300000.0,-23800000.0,2782200000.0,643300000.0,217800000.0,3862600000.0,2098600000.0,12800000.0,592000000.0,2883900000.0,291900000.0,35900000.0,167800000.0,203500000.0,2965400000.0,-3600000.0,502000000.0,-190900000.0,630800000.0,186800000,183900000,2044700000.0,54500000.0,1835100000.0,583900000.0,0.0,210500000.0,263500000.0,198200000.0,76700000.0,284300000.0,3400000.0,0.0,222000000.0,26000000.0,,1800000.0,0.0,0.84,48900000.0,284400000.0,83000000.0,-359000000.0,-12900000.0,57900000.0,3600000.0,4154500000.0,-100200000.0,-397200000.0,24400000.0,6800000.0,202100000.0,1633000000.0,10000000.0,,,,
2013-12-31,223000000.0,-53600000.0,1141300000.0,0.94,206700000,-64100000.0,1919500000.0,5302100000.0,23300000.0,-10700000.0,350300000,11400000.0,17800000.0,262000000.0,211800000.0,331100000,779200000,109200000.0,62400000.0,1425800000.0,-33400000.0,2968800000.0,654400000.0,214300000.0,4046700000.0,2101800000.0,26300000.0,694200000.0,2825400000.0,347900000.0,37500000.0,217300000.0,221000000.0,2905400000.0,-5600000.0,558200000.0,-52800000.0,665200000.0,209600000,206700000,2106300000.0,59100000.0,1894500000.0,620100000.0,0.0,227100000.0,301800000.0,221600000.0,92200000.0,278700000.0,3400000.0,0.0,219000000.0,25200000.0,,4100000.0,-50700000.0,0.96,64300000.0,273300000.0,-155600000.0,-375700000.0,-11300000.0,0.0,47500000.0,4394600000.0,-54600000.0,-145500000.0,-93800000.0,33600000.0,84400000.0,1835100000.0,16400000.0,,,,
2014-03-31,195100000.0,-59900000.0,1027300000.0,1.0,218000000,-82200000.0,1792200000.0,5521900000.0,23100000.0,-4300000.0,360100000,-18500000.0,20300000.0,158100000.0,177300000.0,333000000,767200000,110600000.0,-77000000.0,1407600000.0,27900000.0,2945800000.0,673500000.0,214000000.0,3960100000.0,2097500000.0,2870400000.0,737900000.0,2826300000.0,393300000.0,39900000.0,222900000.0,216000000.0,2932800000.0,2400000.0,551200000.0,-63100000.0,656600000.0,221700000,218000000,1969500000.0,72400000.0,1792200000.0,716500000.0,0.0,218200000.0,311600000.0,212800000.0,89900000.0,282300000.0,3400000.0,,218500000.0,25400000.0,,33400000.0,-72600000.0,1.02,56200000.0,177200000.0,-222100000.0,-391200000.0,-19100000.0,0.0,400000.0,4353400000.0,-61300000.0,-201600000.0,-42800000.0,13800000.0,-127300000.0,1919500000.0,16500000.0,,,,
