date,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyBasicAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyGrossPPE,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlyDilutedEPS,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyCurrentAssets,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyDilutedAverageShares,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,quarterlyNonCurrentDeferredRevenue
2003-04-30,142396000,52301000.0,2000.0,0.0,,72840000.0,230935000,61208000,1393000.0,,1294000.0,19954000.0,,46577000.0,,1930000.0,38000.0,13473000,38000.0,-19235000,2246000.0,-5258000.0,,21767000.0,167000,-21478000.0,-9864000.0,-570000.0,0,-0.2725,-196000.0,-19974000.0,11903000,,-18267000,-243682000.0,,,8907000.0,169727000.0,-22048000.0,130831000.0,47309000,234734000,,8816000,6911000.0,3369000,-19778000,282043000,72840000.0,968000.0,-15660000.0,,167000,0.0,,-1369000.0,139647000,15452000,-19778000,-19778000,-0.2725,,589000.0,123920000.0,,19402000,61208000.0,30347000.0,,5981000.0,,,,,
2003-07-31,120286000,61208000.0,2000.0,-37000.0,,,215410000,24844000,390000.0,,652000.0,19954000.0,,27308000.0,,1911000.0,67000.0,18588000,67000.0,-21423000,7560000.0,6788000.0,,24975000.0,167000,-13798000.0,-12699000.0,-1115000.0,0,,-676000.0,-22260000.0,12276000,,-20474000,-265266000.0,,,-36364000.0,190566000.0,-14913000.0,130684000.0,46317000,219760000,,15107000,6764000.0,3002000,-21584000,266077000,,949000.0,-48789000.0,,167000,0.0,,-4735000.0,145791000,14087000,-21584000,-21584000,,,589000.0,123920000.0,,21590000,24844000.0,-22633000.0,,6958000.0,,,,,
2003-10-31,144080000,24844000.0,2000.0,-5000.0,,79832000.0,237312000,10920000,0.0,,346000.0,19954000.0,,31294000.0,3920000.0,1929000.0,44278000.0,16688000,44278000.0,-19355000,5095000.0,-1951000.0,,25064000.0,147000,-21269000.0,-12699000.0,-796000.0,0,-0.2525,-71000.0,-20283000.0,12365000,,-18495000,-285478000.0,,,-13924000.0,226392000.0,-22065000.0,126617000.0,45658000,240663000,,15624000,0.0,2814000,-20212000,286321000,79832000.0,860000.0,-67426000.0,,147000,0.0,,1001000.0,142241000,13339000,-20212000,-20212000,-0.2525,,589000.0,126617000.0,,19502000,10920000.0,-36933000.0,,6020000.0,,,,,
2004-01-31,126003000,10920000.0,2000.0,5000.0,,87572000.0,223216000,10525000,1309000.0,,207000.0,19954000.0,,18675000.0,,1867000.0,586000.0,14565000,586000.0,-17718000,7985000.0,3129000.0,,23276000.0,147000,-14370000.0,-12699000.0,-150000.0,188000,-0.2125,-62000.0,-18591000.0,10577000,,-16841000,-304025000.0,,,-367000.0,212691000.0,-14520000.0,127766000.0,43715000,228404000,,18350000,7766000.0,3300000,-18547000,272119000,87572000.0,877000.0,-5113000.0,,147000,0.0,,994000.0,146116000,13184000,-18529000,-18547000,-0.2125,,589000.0,120000000.0,,17865000,10525000.0,13417000.0,,9588000.0,,,,,
2004-04-30,111862000,10525000.0,2000.0,-5000.0,,87876000.0,204173000,74560000,64000.0,,-101000.0,19954000.0,,132797000.0,3920000.0,1926000.0,1322000.0,10792000,1322000.0,-14193000,4476000.0,-5242000.0,,22969000.0,168000,-19735000.0,-12699000.0,-345000.0,188000,-0.1725,-186000.0,-15399000.0,10270000,,-13383000,-319238000.0,,,64007000.0,129613000.0,-20080000.0,127573000.0,44463000,208802000,,13830000,7573000.0,3569000,-15213000,253265000,87876000.0,810000.0,-50027000.0,,168000,0.0,,720000.0,141403000,14239000,-15213000,-15213000,-0.1725,,589000.0,120000000.0,,14361000,74560000.0,82420000.0,,4657000.0,,,,,
2004-07-31,172522000,74560000.0,3000.0,0.0,,,266501000,113224000,826000.0,,-347000.0,19954000.0,,22476000.0,3920000.0,1928000.0,81037000.0,17836000,81037000.0,-19225000,8298000.0,1707000.0,,24065000.0,4147000,-16619000.0,-12699000.0,-1844000.0,188000,,-372000.0,-20495000.0,11366000,,-18179000,-339361000.0,,,38664000.0,153277000.0,-18463000.0,127380000.0,43242000,276333000,,19673000,7380000.0,4776000,-20123000,319575000,,1046000.0,-46386000.0,,4147000,0.0,,-3475000.0,147053000,11922000,-20123000,-20123000,,,588000.0,120000000.0,,23372000,113224000.0,-25754000.0,,6679000.0,,,,,
2004-10-31,153960000,113224000.0,3000.0,0.0,,110428000.0,246792000,47484000,709000.0,,-291000.0,19954000.0,,33545000.0,,1908000.0,563000.0,18663000,563000.0,-22195000,6113000.0,2269000.0,,23791000.0,147000,-19913000.0,-12699000.0,-415000.0,188000,-0.175,-62000.0,-19250000.0,11092000,,-21392000,-358549000.0,,,-65740000.0,199308000.0,-20328000.0,127185000.0,45605000,251807000,,16267000,7185000.0,3679000,-19188000,297412000,110428000.0,803000.0,-79520000.0,,147000,0.0,,4853000.0,143452000,14559000,-19188000,-19188000,-0.175,,588000.0,120000000.0,,22342000,47484000.0,-46390000.0,,9378000.0,,,,,
2005-01-31,130303000,47484000.0,3000.0,0.0,,111352000.0,370993000,177019000,823000.0,,-569000.0,19954000.0,,16167000.0,120000000.0,1921000.0,146366000.0,20088000,1083000.0,-23805000,1385000.0,2330000.0,,23702000.0,563000,-21299000.0,-12699000.0,-588000.0,188000,-0.22,-88000.0,-24558000.0,11003000,,-22972000,-383019000.0,,,129535000.0,193974000.0,-21887000.0,156992000.0,49878000,375534000,,138117000,6992000.0,4280000,-24470000,425412000,111352000.0,833000.0,-11111000.0,,563000,145283000.0,,1168000.0,295109000,18921000,-24470000,-24470000,-0.22,,828000.0,150000000.0,,24368000,177019000.0,4468000.0,,15716000.0,,,,,
2005-04-30,98400000,177019000.0,3000.0,0.0,,111752000.0,226576000,35141000,120000.0,,-2688000.0,19954000.0,,310930000.0,123000.0,1600000.0,-119642000.0,25021000,399000.0,-29647000,2878000.0,6839000.0,,24657000.0,151000,-23228000.0,-12699000.0,-1508000.0,0,-0.29,-252000.0,-32702000.0,11958000,,-28666000,-415469000.0,,,-141878000.0,191435000.0,-24736000.0,155823000.0,48543000,232036000,,26356000,5735000.0,4777000,-32450000,280579000,111752000.0,981000.0,-308430000.0,,151000,0.0,,-1455000.0,182179000,16631000,-32450000,-32450000,-0.29,,826000.0,150000000.0,,29798000,35141000.0,992000.0,,22529000.0,,,,,
2005-07-31,67671000,35141000.0,3000.0,0.0,,,195404000,46951000,139000.0,,-2504000.0,19954000.0,,152781000.0,75000.0,696000.0,1698000.0,27616000,1698000.0,-34692000,7455000.0,-1036000.0,,23925000.0,203000,-32443000.0,-12379000.0,-469000.0,0,,-363000.0,-33005000.0,11546000,,-33627000,-448111000.0,,,11810000.0,148453000.0,-32912000.0,155737000.0,46960000,201162000,,24714000,5588000.0,6215000,-32642000,248122000,,1065000.0,-109757000.0,,203000,-4758000.0,,1319000.0,180451000,15460000,-32642000,-32642000,,,820000.0,150000000.0,,34895000,46951000.0,42555000.0,,16364000.0,,,,,
2005-10-31,101594000,46951000.0,3000.0,0.0,,121420000.0,230526000,62992000,0.0,,-459000.0,19954000.0,,248040000.0,128000.0,733000.0,66454000.0,30274000,66835000.0,-36298000,1869000.0,333000.0,,23228000.0,460000,-31322000.0,-12379000.0,-117000.0,0,-0.29,-125000.0,-35199000.0,10849000,-381000.0,-35315000,-483185000.0,,,16041000.0,167534000.0,-31439000.0,155551000.0,45491000,235609000,,23955000,5441000.0,6484000,-35074000,281100000,121420000.0,983000.0,-267016000.0,,460000,0.0,,1832000.0,179506000,14688000,-35074000,-35074000,-0.29,,810000.0,150000000.0,,36758000,62992000.0,-19093000.0,,21148000.0,,,,,
2006-03-31,63215000,43629000.0,3000.0,0.0,,123964000.0,189271000,11947000,0.0,,-302000.0,,,222597000.0,130000.0,688000.0,5405000.0,21214000,5405000.0,-28592000,1319000.0,-4915000.0,,24032000.0,768000,-28095000.0,-13667000.0,-477000.0,0,-0.22,-90000.0,-27317000.0,10365000,,-27711000,-533294000.0,,,-31682000.0,177324000.0,-28572000.0,155252000.0,44725000,193199000,19954000.0,19457000,5196000.0,8146000,-27227000,237924000,123964000.0,881000.0,-231085000.0,,768000,0.0,,1963000.0,174709000,14406000,-27227000,-27227000,-0.22,,588000.0,150000000.0,,29360000,11947000.0,-8965000.0,,17420000.0,,,,,
2006-06-30,34336000,11947000.0,3000.0,-1000000.0,,124812000.0,164033000,52642000,0.0,,-245000.0,19954000.0,,213425000.0,128000.0,687000.0,647000.0,23462000,647000.0,-34544000,508000.0,5958000.0,,25486000.0,339000,-22661000.0,-13667000.0,-2187000.0,0,-0.265,-90000.0,-33255000.0,11819000,,-33673000,-566459000.0,,,40695000.0,111391000.0,-24848000.0,155074000.0,46009000,168572000,,25171000,5049000.0,11421000,-33165000,214581000,124812000.0,871000.0,-147515000.0,,339000,0.0,,0.0,180245000,14236000,-33165000,-33165000,-0.265,,588000.0,150000000.0,,34883000,52642000.0,62723000.0,,23947000.0,,,,,
2006-09-30,8596000,52642000.0,3000.0,-32184000.0,,125056000.0,110664000,39981000,0.0,,-91000.0,,,179331000.0,121000.0,687000.0,27344000.0,21205000,1344000.0,-33063000,3479000.0,-4768000.0,,42297000.0,263000,-31180000.0,-13667000.0,-17574000.0,0,-0.255,-90000.0,-31962000.0,28630000,,-32164000,-598331000.0,4561000.0,,-12661000.0,70683000.0,-48754000.0,180902000.0,63503000,147498000,19954000.0,21503000,30902000.0,12121000,-31872000,211001000,125056000.0,899000.0,-138374000.0,,263000,26000000.0,,-13000.0,202405000,14919000,-31872000,-31872000,-0.255,,588000.0,150000000.0,,33326000,39981000.0,-8801000.0,,17315000.0,,,,,
2006-12-31,124677000,39981000.0,4000.0,-410000.0,,,216554000,166826000,0.0,,-177000.0,,,238571000.0,67000.0,775000.0,145928000.0,17344000,146431000.0,-40886000,10939000.0,324000.0,,54870000.0,188000,-27978000.0,-15735000.0,-11618000.0,0,,-103000.0,-39353000.0,39135000,,-39831000,-637581000.0,9752000.0,,126845000.0,49728000.0,-39596000.0,181038000.0,110696000,222841000,19954000.0,27822000,4755000.0,23191000,-39250000,333537000,,1055000.0,-217593000.0,,188000,0.0,2314000.0,-567000.0,208860000,51607000,-39250000,-39250000,,,588000.0,176000000.0,,41074000,166826000.0,8950000.0,,16228000.0,,,,,
2007-03-31,108939000,166826000.0,4000.0,11346000.0,,141444000.0,183687000,136992000,0.0,,-205000.0,,,46214000.0,68000.0,700000.0,11394000.0,21219000,11412000.0,-34825000,8761000.0,-12520000.0,,70327000.0,6317000,-39360000.0,-15735000.0,-16219000.0,0,-0.23,-90000.0,-32783000.0,54592000,,-33952000,-669683000.0,4980000.0,,-29834000.0,46695000.0,-55579000.0,176264000.0,100762000,206975000,19954000.0,22534000,0.0,19838000,-32693000,307737000,141444000.0,873000.0,-43157000.0,,6232000,0.0,3113000.0,2742000.0,198798000,26216000,-32693000,-32693000,-0.23,,,176000000.0,-799000.0,41057000,136992000.0,-1816000.0,85000.0,13705000.0,1173000.0,,,,
2007-06-30,96311000,136992000.0,4000.0,12723000.0,,144124000.0,142894000,112764000,0.0,,-827000.0,,,59735000.0,262000.0,511000.0,9823000.0,15195000,9838000.0,-29294000,8041000.0,-19951000.0,,92484000.0,9756000,-40722000.0,-15735000.0,-22486000.0,0,-0.1875,-90000.0,-27274000.0,76749000,,-28221000,-696866000.0,5340000.0,,-24228000.0,30130000.0,-63208000.0,176638000.0,110030000,186860000,19954000.0,23941000,0.0,22788000,-27184000,296890000,144124000.0,1073000.0,-43209000.0,,8689000,0.0,14944000.0,2531000.0,200579000,13327000,-27184000,-27184000,-0.1875,,,176000000.0,-11847000.0,37983000,112764000.0,6763000.0,1067000.0,15638000.0,10265000.0,,,,
2007-09-30,92625000,112764000.0,4000.0,-4301000.0,,146656000.0,111913000,91500000,0.0,,-941000.0,,,19929000.0,267000.0,643000.0,28386000.0,16906000,10450000.0,-21894000,10547000.0,-25364000.0,,108699000.0,22110000,-38119000.0,-15735000.0,-17297000.0,0,-0.1375,-78000.0,-20163000.0,92964000,,-20634000,-716947000.0,6066000.0,,-21264000.0,20413000.0,-55416000.0,195194000.0,130403000,190702000,19954000.0,33286000,624000.0,24944000,-20085000,321105000,146656000.0,1260000.0,-10190000.0,,19956000,0.0,32212000.0,2374000.0,228480000,17485000,-20085000,-20085000,-0.1375,,18000.0,194000000.0,-17252000.0,41850000,91500000.0,-11859000.0,2154000.0,22454000.0,31625000.0,,,,
2007-12-31,101556000,91500000.0,4000.0,12868000.0,,,105754000,95321000,3271000.0,,-1443000.0,,,-37893000.0,272000.0,635000.0,15241000.0,15643000,15305000.0,-13748000,9072000.0,-16608000.0,,120650000.0,33857000,-21413000.0,-16370000.0,-12823000.0,0,,-487000.0,-12819000.0,104280000,,-12027000,-729279000.0,5264000.0,,3821000.0,10433000.0,-34236000.0,195092000.0,129003000,205354000,19954000.0,37709000,593000.0,28571000,-12332000,334357000,,1721000.0,47837000.0,,30466000,0.0,32907000.0,1564000.0,232801000,4769000,-12332000,-12332000,,,41000.0,194000000.0,-695000.0,44214000,95321000.0,9989000.0,3391000.0,28324000.0,46278000.0,,,,
2008-03-31,108039000,95321000.0,4000.0,542000.0,,150056000.0,106547000,104854000,0.0,,-1711000.0,10489000.0,,79537000.0,22780000.0,596000.0,22422000.0,15609000,4486000.0,-5213000,6080000.0,-14219000.0,,127589000.0,45641000,-11253000.0,-16370000.0,-11439000.0,0,-0.0275,-90000.0,-4339000.0,111219000,,-3924000,-733528000.0,5884000.0,,9533000.0,1693000.0,-22692000.0,197520000.0,145869000,218125000,19954000.0,58435000,593000.0,29781000,-4249000,363994000,150056000.0,1289000.0,-70797000.0,,40177000,0.0,33085000.0,1470000.0,255955000,4207000,-4249000,-4249000,-0.0275,,880000.0,196500000.0,78000.0,45390000,104854000.0,-2157000.0,5464000.0,28695000.0,53702000.0,,,,
2008-06-30,126798000,104854000.0,4000.0,-68000.0,,151368000.0,107797000,106101000,0.0,,-1600000.0,10240000.0,,-17794000.0,9784000.0,736000.0,-3770000.0,16825000,9612000.0,2685000,6989000.0,3484000.0,,135757000.0,59559000,14150000.0,-16370000.0,-8640000.0,0,0.015,-156000.0,2218000.0,119387000,,4965000,-731154000.0,6007000.0,,1247000.0,1696000.0,5510000.0,197755000.0,151059000,228130000,19954000.0,54636000,900000.0,32907000,2374000,379189000,157980000.0,2280000.0,17791000.0,,52417000,-312000.0,48048000.0,-335000.0,252391000,1478000,2374000,2374000,0.015,,2044000.0,196500000.0,-14693000.0,49732000,106101000.0,-8711000.0,7142000.0,35819000.0,56138000.0,,,,
2008-09-30,173760000,106101000.0,8000.0,-68000.0,,153316000.0,125850000,124150000,18634000.0,,4967000.0,9992000.0,,121205000.0,7290000.0,634000.0,8852000.0,14874000,13920000.0,20614000,9890000.0,-8183000.0,,144820000.0,76500000,19452000.0,-16370000.0,-10101000.0,0,0.115,415000.0,20104000.0,128450000,,22574000,-711466000.0,5990000.0,,18049000.0,1700000.0,9351000.0,195196000.0,159923000,270420000,19954000.0,61387000,916000.0,32064000,19689000,430343000,179686000.0,1960000.0,-121209000.0,,67552000,0.0,49724000.0,124000.0,256583000,1527000,19689000,19689000,0.13,,2398000.0,194000000.0,-1365000.0,46938000,124150000.0,-10173000.0,8948000.0,41809000.0,70715000.0,,,,
2008-12-31,247001000,124150000.0,5000.0,-67000.0,,,138012000,138012000,0.0,,2947000.0,32325000.0,,33198000.0,2500000.0,432000.0,804000.0,15275000,875000.0,16523000,8655000.0,7158000.0,,161657000.0,77399000,30850000.0,-21772000.0,-18177000.0,0,,1412000.0,16748000.0,139885000,,21130000,-696130000.0,-17405000.0,,13862000.0,0.0,12673000.0,146132000.0,200450000,277101000,19954000.0,84418000,3801000.0,38789000,15336000,477551000,,2079000.0,-32563000.0,,70587000,312000.0,49821000.0,657000.0,230550000,4889000,15336000,15336000,,906000.0,1128000.0,141222000.0,280000.0,54064000,138012000.0,-17609000.0,6812000.0,46200000.0,74476000.0,,,,
2009-03-31,274711000,138012000.0,5000.0,-67000.0,,163396000.0,139039000,139039000,969000.0,-71000.0,3436000.0,31100000.0,-6448000.0,,2500000.0,333000.0,4128000.0,19089000,4199000.0,15567000,7884000.0,-11845000.0,,,81267000,15929000.0,,-18906000.0,0,0.08,638000.0,15144000.0,144833000,,18501000,-681625000.0,2294000.0,7926000.0,1027000.0,,-2977000.0,146847000.0,205276000,286366000,19954000.0,70084000,4594000.0,36652000,14506000,491642000,181290000.0,3024000.0,,,71308000,0.0,49360000.0,-90000.0,216931000,5242000,14506000,14506000,0.09,906000.0,1898000.0,141222000.0,727000.0,55741000,139039000.0,-18973000.0,9959000.0,44407000.0,79991000.0,,,,
2009-06-30,386447000,139039000.0,5000.0,-67000.0,,170256000.0,145803000,145803000,161619000.0,-74000.0,-5408000.0,30248000.0,-11728000.0,,44000000.0,109000.0,6527000.0,18288000,,20950000,9165000.0,1590000.0,,,92256000,26714000.0,,-27159000.0,3641000,0.095,1092000.0,17894000.0,155419000,,18003000,-664823000.0,-1542000.0,6948000.0,6764000.0,,-445000.0,16340000.0,212917000,302068000,19954000.0,112198000,6422000.0,42705000,16802000,514985000,180318000.0,2940000.0,,,81943000,6601000.0,45495000.0,-2947000.0,128538000,57498000,16802000,16802000,0.1,923000.0,2710000.0,9918000.0,4131000.0,60993000,145803000.0,-27226000.0,10313000.0,55392000.0,94954000.0,,,,
2009-09-30,427238000,145803000.0,5000.0,266000.0,,174894000.0,165295000,165295000,0.0,-24076000.0,-10637000.0,29247000.0,-12710000.0,0.0,20000000.0,80000.0,-12343000.0,21323000,,27887000,15117000.0,707000.0,,,102628000,38755000.0,,-7780000.0,0,0.145,951000.0,27682000.0,160104000,,27762000,-638092000.0,1259000.0,6979000.0,18206000.0,,30975000.0,16823000.0,219862000,332144000,19954000.0,107945000,5485000.0,41523000,26731000,552006000,181892000.0,2971000.0,,,90733000,11733000.0,43116000.0,-125000.0,124768000,3428000,26731000,26731000,0.155,924000.0,3283000.0,9918000.0,4951000.0,62846000,165295000.0,-7514000.0,11895000.0,68400000.0,109455000.0,,,,
2009-12-31,688356000,165295000.0,5000.0,486000.0,,,176220000,157172000,0.0,-20130000.0,-1942000.0,28589000.0,-5554000.0,0.0,0.0,84000.0,-12582000.0,23215000,,22655000,11530000.0,-4691000.0,,193068000.0,110649000,32443000.0,-28377000.0,-9170000.0,0,,-214533000.0,22594000.0,164691000,,26216000,-400964000.0,-1846000.0,6878000.0,-6837000.0,19048000.0,23273000.0,12783000.0,412945000,373456000,19954000.0,85262000,2158000.0,51887000,237127000,786401000,,3538000.0,,,97757000,7548000.0,40885000.0,23000.0,98045000,5403000,237127000,237127000,,204000.0,1652000.0,9918000.0,4787000.0,75102000,157172000.0,-27710000.0,12892000.0,71657000.0,113731000.0,,,,
2010-03-31,742475000,157172000.0,5000.0,0.0,,177012000.0,204704000,186062000,231157000.0,-171000.0,10628000.0,27414000.0,-17434000.0,5250000.0,,210000.0,10736000.0,22374000,10594000.0,30570000,9474000.0,-23745000.0,6333000.0,,117578000,21492000.0,,-2317000.0,4428000,0.115,9139000.0,30073000.0,162966000,,30283000,-380031000.0,5649000.0,8104000.0,28890000.0,18642000.0,19175000.0,11853000.0,405682000,430081000,19954000.0,81435000,2935000.0,50635000,20934000,835763000,184180000.0,3842000.0,-5209000.0,,103579000,313000.0,55552000.0,-287000.0,93288000,54788000,20934000,20934000,0.12,194000.0,3240000.0,8918000.0,-12755000.0,73009000,186062000.0,-2276000.0,13999000.0,67533000.0,126660000.0,,,,
2010-06-30,792214000,186062000.0,5000.0,0.0,,178004000.0,248825000,212104000,290199000.0,-134000.0,21383000.0,26299000.0,-6707000.0,0.0,,158000.0,3474000.0,23690000,3209000.0,32325000,10955000.0,297000.0,6567000.0,,125834000,45462000.0,,-3206000.0,4499000,0.12,10310000.0,32083000.0,161871000,,32325000,-358257000.0,4299000.0,8250000.0,26042000.0,36721000.0,42256000.0,8151000.0,397809000,491785000,19954000.0,89229000,4433000.0,56098000,21773000,889594000,185150000.0,3991000.0,-18438000.0,,112113000,399000.0,57747000.0,-242000.0,97380000,54843000,21773000,21773000,0.12,205000.0,2979000.0,3718000.0,-1021000.0,79788000,212104000.0,-21644000.0,13721000.0,73775000.0,127023000.0,,,,
2010-09-30,811816000,212104000.0,5000.0,-2000.0,,178980000.0,298554000,209956000,324023000.0,-74000.0,-4599000.0,25239000.0,-18018000.0,6905000.0,,162000.0,8807000.0,25153000,,42713000,13322000.0,-8991000.0,14268000.0,,141569000,42943000.0,,-3425000.0,15693000,0.15,14734000.0,42607000.0,162111000,,42713000,-330384000.0,-2791000.0,8379000.0,-2148000.0,88598000.0,39518000.0,12778000.0,384020000,557788000,19954000.0,117214000,9060000.0,57208000,27873000,941808000,186042000.0,4031000.0,-58898000.0,,125074000,-135000.0,60412000.0,-106000.0,129992000,57463000,27873000,27873000,0.155,217000.0,4166000.0,3718000.0,-442000.0,82361000,209956000.0,-55420000.0,16495000.0,88199000.0,154088000.0,,,,
2010-12-31,859736000,209956000.0,6000.0,0.0,,,361605000,267145000,7500000.0,-270000.0,-7140000.0,24146000.0,-17080000.0,41232000.0,,174000.0,15850000.0,27177000,,45029000,16026000.0,5078000.0,9221000.0,205291000.0,155975000,51009000.0,-43051000.0,-3895000.0,11848000,,17797000.0,44247000.0,162240000,,48349000,-303934000.0,7807000.0,7605000.0,57189000.0,94460000.0,47114000.0,13786000.0,365481000,646556000,19954000.0,138515000,9324000.0,63547000,26450000,1012037000,,3928000.0,-47315000.0,,135753000,1393000.0,62165000.0,-2119000.0,152301000,4572000,26450000,26450000,,0.0,2896000.0,3718000.0,99000.0,90724000,267145000.0,-9978000.0,20222000.0,107030000.0,168732000.0,,,,
2011-03-31,901365000,267145000.0,6000.0,-338000.0,-105405000.0,181724000.0,348784000,289430000,373699000.0,-92000.0,-14275000.0,95249000.0,-26560000.0,35000000.0,60000000.0,198000.0,69892000.0,30810000,,50161000,9025000.0,-24061000.0,10064000.0,,166126000,24361000.0,,-2222000.0,27816000,0.14,13996000.0,40826000.0,160625000,,50230000,-277104000.0,136000.0,11331000.0,22285000.0,59354000.0,22139000.0,39700000.0,485233000,669296000,79114000.0,213464000,35982000.0,65858000,26830000,1154529000,190366000.0,4317000.0,0.0,,146898000,299000.0,74398000.0,-9335000.0,253164000,5401000,26830000,26830000,0.15,10259000.0,11615000.0,3718000.0,-10379000.0,96737000,289430000.0,-72965000.0,19228000.0,116623000.0,200729000.0,,,,
2011-06-30,953502000,289430000.0,18000.0,-10000.0,-481000.0,182962000.0,368009000,347868000,391590000.0,-60198000.0,-19627000.0,94019000.0,-9208000.0,39100000.0,718000.0,203000.0,-52104000.0,35646000,,50024000,13446000.0,20950000.0,9112000.0,,185699000,78684000.0,,-7614000.0,33086000,0.18,14342000.0,49087000.0,163763000,,50128000,-242359000.0,745000.0,11834000.0,58438000.0,20141000.0,71070000.0,38304000.0,479180000,700395000,80033000.0,187769000,38304000.0,78180000,34745000,1179575000,191187000.0,4389000.0,0.0,,163954000,1233000.0,75222000.0,-937000.0,226073000,5847000,34745000,34745000,0.19,9959000.0,13925000.0,0.0,879000.0,113930000,347868000.0,30995000.0,21745000.0,141248000.0,212720000.0,,,,
2011-09-30,1055728000,347868000.0,19000.0,-3000.0,,183706000.0,445188000,438154000,497766000.0,-350000.0,-3104000.0,92811000.0,-16564000.0,13000000.0,718000.0,522000.0,8409000.0,36567000,7985000.0,66435000,14372000.0,-15428000.0,-4007000.0,,204047000,76252000.0,,-5405000.0,24133000,0.34,107000.0,65677000.0,164153000,,66303000,-176789000.0,236000.0,11261000.0,90286000.0,7034000.0,70847000.0,38070000.0,487686000,817356000,80033000.0,211244000,38070000.0,77572000,65570000,1305042000,192161000.0,4496000.0,0.0,,180678000,774000.0,78302000.0,-236000.0,249314000,11230000,65570000,65570000,0.36,10004000.0,13636000.0,0.0,-1363000.0,114243000,438154000.0,7592000.0,23369000.0,172739000.0,221293000.0,,,,
2011-12-31,1134492000,438154000.0,19000.0,44000.0,,,540865000,540865000,4750000.0,-91000.0,4179000.0,91604000.0,-26446000.0,7358000.0,718000.0,183000.0,12853000.0,34398000,11234000.0,77692000,16029000.0,1356000.0,26897000.0,226459000.0,227559000,90787000.0,-60607000.0,-6741000.0,32469000,,25908000.0,74078000.0,165852000,,78675000,-128619000.0,5799000.0,10337000.0,102711000.0,0.0,84046000.0,30034000.0,453481000,941270000,79639000.0,230225000,29852000.0,86567000,48170000,1394751000,,4414000.0,0.0,,198761000,1710000.0,81386000.0,-3651000.0,260259000,12518000,48170000,48170000,,,18767000.0,0.0,-1316000.0,121069000,540865000.0,661000.0,28798000.0,82010000.0,244288000.0,,,,
2012-03-31,1213280000,540865000.0,19000.0,-2000.0,-605429000.0,185682000.0,359388000,359388000,432583000.0,-91000.0,7556000.0,677200000.0,-20184000.0,0.0,108000000.0,2287000.0,364622000.0,45408000,15822000.0,83711000,16023000.0,-27436000.0,23117000.0,,244733000,62805000.0,,-3766000.0,130791000,0.23,22396000.0,67809000.0,165763000,,83815000,-83206000.0,2908000.0,13318000.0,-181477000.0,,59039000.0,450507000.0,1205530000,811934000,264118000.0,353677000,65479000.0,87242000,45413000,2017464000,194560000.0,5875000.0,,,216465000,-6109000.0,92906000.0,-15902000.0,804184000,17896000,45413000,45413000,0.24,55510000.0,18877000.0,247000000.0,-9746000.0,132754000,359388000.0,-609197000.0,28268000.0,206863000.0,267397000.0,,,,
