date,quarterlyCurrentLiabilities,quarterlyBasicEPS,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyOtherCurrentAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyEndCashPosition,quarterlyInventory,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyDilutedEPS,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyEbitda,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyNonCurrentDeferredRevenue,quarterlyCashDividendsPaid
2003-09-30,20500000.0,0.16,26920000.0,,1000000.0,32258000.0,685000.0,22098000.0,38114000.0,,52506000,21185000.0,7787000.0,53113000.0,6056000.0,26193000.0,6056000.0,6056000.0,,42766000.0,0.0,11364000.0,4966000.0,,-5341000.0,,31928000.0,-2183000.0,,,10335000.0,13042000.0,41142000.0,-6167000.0,483000.0,,32637000.0,1166000.0,10335000.0,10335000.0,19000.0,13964000.0,,19591000.0,2974000.0,,9030000.0,,-833000.0,-6798000.0,,2342000.0,-21604000.0,4260000.0,0.14,0.0,,,41195000.0,-7089000.0,8620000.0,-3629000.0,379000.0,1273000.0,8505000,9323000.0,416000.0,860000.0,5045000.0,,291000.0,,9505000,,,,
2003-12-31,19919000.0,,38249000.0,,1038000.0,35925000.0,837000.0,28935000.0,,,59486000,20756000.0,8193000.0,65127000.0,6837000.0,26878000.0,6837000.0,6837000.0,,,0.0,13421000.0,14704000.0,,0.0,,44371000.0,-1332000.0,,,18965000.0,14069000.0,46065000.0,-1615000.0,-179000.0,,36223000.0,,18965000.0,18965000.0,19000.0,10335000.0,,20195000.0,2866000.0,,9703000.0,1000.0,-1616000.0,881000.0,,2416000.0,-21740000.0,4267000.0,,0.0,,,41935000.0,0.0,9809000.0,8630000.0,298000.0,1975000.0,9842000,0.0,-329000.0,1230000.0,5215000.0,,881000.0,,10880000,,,,
2004-03-31,21395000.0,0.16,34875000.0,,1026000.0,36874000.0,740000.0,29461000.0,38754000.0,,61775000,22135000.0,5778000.0,65077000.0,6213000.0,30202000.0,6213000.0,6213000.0,,41706000.0,0.0,15058000.0,16069000.0,,0.0,,42942000.0,-1007000.0,,,14861000.0,14715000.0,46717000.0,-4152000.0,99000.0,,37452000.0,,14861000.0,14861000.0,19000.0,18965000.0,,22020000.0,3201000.0,,9414000.0,,-2017000.0,-8026000.0,,2495000.0,-21740000.0,5687000.0,0.15,0.0,,,43760000.0,,7795000.0,-4104000.0,578000.0,16000.0,9265000,0.0,108000.0,1353000.0,5326000.0,,222000.0,,10291000,,,,
2004-06-30,19300000.0,0.195,32699000.0,,1229000.0,39212000.0,772000.0,32169000.0,38398000.0,,67246000,20072000.0,5743000.0,64949000.0,7413000.0,32250000.0,7413000.0,7413000.0,,41046000.0,0.0,16195000.0,,,0.0,,44877000.0,973000.0,,,13798000.0,13574000.0,51051000.0,-3316000.0,-37000.0,,39819000.0,,13798000.0,13798000.0,19000.0,14861000.0,,24062000.0,3818000.0,,11231000.0,,-3332000.0,-6378000.0,,2498000.0,-23718000.0,5690000.0,0.18,8248000.0,,,47780000.0,,9075000.0,-1063000.0,607000.0,248000.0,11232000,15197000.0,66000.0,1142000.0,4103000.0,,271000.0,,12461000,,,,
2004-09-30,26647000.0,0.21,43309000.0,,1175000.0,39351000.0,911000.0,35193000.0,38104000.0,,68673000,27558000.0,13696000.0,75285000.0,7996000.0,31976000.0,7996000.0,7996000.0,0.0,40592000.0,0.0,16732000.0,,,0.0,,47727000.0,-3707000.0,911000.0,,21445000.0,16195000.0,51941000.0,-817000.0,-569000.0,,39801000.0,,21445000.0,21445000.0,19000.0,13798000.0,,23689000.0,3631000.0,,11627000.0,,-825000.0,-6293000.0,,2597000.0,-24906000.0,5690000.0,0.195,0.0,,,48595000.0,-6754000.0,14521000.0,7647000.0,450000.0,5244000.0,12140000,18618000.0,-515000.0,1374000.0,8029000.0,,461000.0,,13315000,,,,
2004-12-31,22750000.0,,40823000.0,,1410000.0,43688000.0,1071000.0,34496000.0,,,75130000,23821000.0,6014000.0,71664000.0,9155000.0,30841000.0,9155000.0,9155000.0,0.0,,0.0,18837000.0,17644000.0,,0.0,,47843000.0,-1091000.0,1071000.0,,15067000.0,17722000.0,56293000.0,-778000.0,168000.0,,44084000.0,,15067000.0,15067000.0,19000.0,21445000.0,,23194000.0,3652000.0,,12807000.0,,-778000.0,-12826000.0,,1957000.0,-26459000.0,5690000.0,,0.0,,,49653000.0,-13290000.0,6792000.0,-6378000.0,396000.0,-4645000.0,12209000,0.0,312000.0,1475000.0,5106000.0,,464000.0,,13619000,,,,
2005-03-31,23647000.0,0.235,53285000.0,,1348000.0,44399000.0,1571000.0,43424000.0,38136000.0,,76578000,25218000.0,5941000.0,85478000.0,8928000.0,32193000.0,8928000.0,8928000.0,0.0,39942000.0,0.0,18010000.0,18526000.0,,0.0,,60260000.0,-5497000.0,1571000.0,,22033000.0,22624000.0,58568000.0,-1596000.0,61000.0,,44998000.0,,22033000.0,22033000.0,19000.0,15067000.0,,23473000.0,4807000.0,,13735000.0,,-1596000.0,1537000.0,,3030000.0,-27666000.0,5690000.0,0.225,0.0,,,51139000.0,,7537000.0,6966000.0,599000.0,-3617000.0,13570000,0.0,234000.0,842000.0,5121000.0,,1537000.0,,14918000,,,,
2005-06-30,25520000.0,0.25,50083000.0,,1476000.0,47079000.0,1495000.0,41914000.0,37896000.0,,82015000,27015000.0,13335000.0,81818000.0,9543000.0,31735000.0,9543000.0,9543000.0,0.0,39642000.0,0.0,19499000.0,20706000.0,,0.0,,54803000.0,952000.0,1495000.0,,20428000.0,22044000.0,62516000.0,-1088000.0,-67000.0,,47768000.0,,20428000.0,20428000.0,19000.0,22033000.0,,23233000.0,5138000.0,,14681000.0,,-1092000.0,-14987000.0,,2812000.0,-28402000.0,5690000.0,0.24,0.0,,,51635000.0,,14427000.0,-1605000.0,689000.0,4182000.0,14748000,0.0,-178000.0,735000.0,4814000.0,,14000.0,,16224000,,,,
2005-09-30,26246000.0,0.265,63450000.0,,1529000.0,47301000.0,1495000.0,51956000.0,37734000.0,,82225000,27741000.0,9821000.0,94741000.0,10042000.0,31291000.0,10042000.0,10042000.0,,39510000.0,465000.0,19760000.0,4533000.0,,0.0,,67000000.0,-4534000.0,,,31321000.0,25518000.0,62465000.0,-967000.0,37000.0,,47852000.0,1614000.0,31321000.0,31321000.0,19000.0,20428000.0,,22737000.0,4743000.0,,14785000.0,8000.0,-980000.0,1139000.0,,2864000.0,-29246000.0,5690000.0,0.255,0.0,,,51983000.0,0.0,10801000.0,10893000.0,551000.0,-1714000.0,14613000,13161000.0,-311000.0,879000.0,6938000.0,,1139000.0,,16142000,,,,
2005-12-31,26556000.0,,41830000.0,,1551000.0,50245000.0,1414000.0,35720000.0,,,86924000,27970000.0,14610000.0,73708000.0,10481000.0,31878000.0,10481000.0,10481000.0,,,0.0,20747000.0,21601000.0,,-1406000.0,,45738000.0,2659000.0,,,10579000.0,22223000.0,66177000.0,-2047000.0,-3000.0,,50745000.0,,10579000.0,10579000.0,18000.0,31321000.0,,23302000.0,5168000.0,,15649000.0,1000.0,-643000.0,-33927000.0,,2886000.0,-29605000.0,5690000.0,,0.0,,,52907000.0,-34198000.0,15253000.0,-20742000.0,500000.0,3060000.0,15432000,0.0,-376000.0,839000.0,4955000.0,,271000.0,,16983000,,,,
2006-03-31,30276000.0,0.26,56398000.0,,1464000.0,53054000.0,832000.0,45280000.0,36920000.0,,89651000,31108000.0,13890000.0,88348000.0,9560000.0,31950000.0,9560000.0,9560000.0,,38456000.0,952000.0,21338000.0,2829000.0,5690000.0,0.0,,57240000.0,44000.0,,,25505000.0,21295000.0,68313000.0,-1487000.0,153000.0,,53786000.0,2904000.0,25505000.0,25505000.0,19000.0,10579000.0,,23489000.0,5262000.0,,14822000.0,,-1487000.0,951000.0,,2771000.0,-30684000.0,,0.25,212000.0,,,54173000.0,,15377000.0,14926000.0,732000.0,3425000.0,14527000,18891000.0,-603000.0,713000.0,5652000.0,,739000.0,,15991000,,,,
2006-06-30,30782000.0,0.285,38211000.0,,1460000.0,55445000.0,69000.0,31211000.0,36298000.0,,93911000,30851000.0,13244000.0,70290000.0,10344000.0,32079000.0,10344000.0,10344000.0,,37554000.0,0.0,22276000.0,9027000.0,5690000.0,0.0,,39439000.0,296000.0,,,9173000.0,20458000.0,71635000.0,-1617000.0,177000.0,,56275000.0,3307000.0,9173000.0,9173000.0,18000.0,25505000.0,,23777000.0,5352000.0,,15696000.0,10000.0,-1617000.0,-29458000.0,,2612000.0,-31814000.0,,0.275,620000.0,,,55591000.0,,14861000.0,-16332000.0,830000.0,1688000.0,15360000,12145000.0,-118000.0,790000.0,6303000.0,,68000.0,,16820000,,,,
2006-09-30,34882000.0,0.285,53022000.0,2415000.0,1325000.0,56381000.0,,39110000.0,35560000.0,,95187000,34882000.0,11627000.0,86825000.0,10223000.0,33803000.0,10223000.0,10223000.0,,36972000.0,1498000.0,22188000.0,5481000.0,5690000.0,0.0,,51943000.0,-2237000.0,,,20977000.0,22497000.0,72999000.0,-3157000.0,-73000.0,,57262000.0,2797000.0,20977000.0,20977000.0,18000.0,9173000.0,,25764000.0,5582000.0,,15805000.0,,-3174000.0,55000.0,,2349000.0,-32711000.0,,0.275,1277000.0,,,58475000.0,-2959000.0,14801000.0,11804000.0,881000.0,3588000.0,15737000,17676000.0,-588000.0,819000.0,8928000.0,,1737000.0,,17062000,,,,
2006-12-31,39805000.0,,60615000.0,-1000000.0,1313000.0,54225000.0,,44251000.0,,,95441000,39805000.0,10721000.0,100002000.0,11139000.0,39387000.0,11139000.0,11139000.0,,,1676000.0,23743000.0,7022000.0,5690000.0,-660000.0,,60197000.0,-327000.0,,,27029000.0,22483000.0,71698000.0,-5419000.0,610000.0,,54979000.0,3902000.0,27029000.0,27029000.0,18000.0,20977000.0,,30323000.0,6292000.0,,17431000.0,106000.0,-4760000.0,-3996000.0,,3374000.0,-33330000.0,,,2854000.0,,,63653000.0,-7853000.0,15481000.0,6052000.0,754000.0,4023000.0,16719000,18640000.0,5000.0,355000.0,10241000.0,,1003000.0,,18032000,,,,
2007-03-31,39266000.0,0.325,63895000.0,1307000.0,1286000.0,61074000.0,,52243000.0,35792000.0,,102567000,39266000.0,7456000.0,111021000.0,11686000.0,47126000.0,11686000.0,11686000.0,,36926000.0,2247000.0,22587000.0,4204000.0,5690000.0,30000.0,,71755000.0,243000.0,,,32496000.0,21900000.0,79980000.0,-8733000.0,170000.0,,62048000.0,3394000.0,32496000.0,32496000.0,18000.0,27029000.0,,37979000.0,6717000.0,,18403000.0,6000.0,-8782000.0,-2041000.0,,3457000.0,-33983000.0,,0.315,784000.0,,,71962000.0,-5022000.0,16238000.0,5467000.0,974000.0,2266000.0,17932000,24467000.0,-339000.0,438000.0,7201000.0,,2197000.0,,19218000,,,,
2007-06-30,79017000.0,0.34,43933000.0,1832000.0,1171000.0,65811000.0,,13213000.0,33418000.0,,107542000,79017000.0,10872000.0,95968000.0,11314000.0,52035000.0,11407000.0,11314000.0,,34326000.0,5655000.0,22443000.0,7053000.0,5690000.0,-35000.0,,16951000.0,-217000.0,,,9876000.0,20810000.0,85099000.0,-5520000.0,303000.0,,66713000.0,4468000.0,9876000.0,9876000.0,16000.0,32496000.0,,42293000.0,6966000.0,,18373000.0,403000.0,-5489000.0,-33397000.0,34515000.0,4052000.0,-34401000.0,,0.33,60000.0,,,76694000.0,-67976000.0,16361000.0,-22620000.0,902000.0,2662000.0,18386000,23644000.0,-659000.0,608000.0,9337000.0,,4000.0,,19557000,,,,
2007-09-30,40417000.0,0.35,45617000.0,1596000.0,1142000.0,66074000.0,36298000.0,19049000.0,32346000.0,,106181000,76715000.0,6806000.0,101648000.0,11258000.0,56031000.0,11663000.0,11258000.0,1673000.0,33226000.0,2561000.0,21960000.0,8070000.0,5690000.0,-571000.0,,24933000.0,1489000.0,,34625000.0,11718000.0,21058000.0,84221000.0,-4562000.0,253000.0,,66938000.0,4315000.0,11718000.0,11718000.0,16000.0,9876000.0,,45838000.0,5350000.0,,17013000.0,576000.0,-4737000.0,-5361000.0,,4503000.0,-35625000.0,,0.34,227000.0,,,81463000.0,-6582000.0,11543000.0,1842000.0,864000.0,-2297000.0,17283000,20122000.0,-142000.0,1037000.0,7910000.0,,884000.0,,18425000,,,,
2007-12-31,40185000.0,,45992000.0,211000.0,1734000.0,68259000.0,30305000.0,30108000.0,,,108748000,70490000.0,5821000.0,109128000.0,11059000.0,63136000.0,11059000.0,11059000.0,2305000.0,,1830000.0,22902000.0,10139000.0,5690000.0,33000.0,,38638000.0,1166000.0,,28000000.0,12865000.0,19439000.0,85846000.0,-7195000.0,-4000.0,,68926000.0,4302000.0,12865000.0,12865000.0,16000.0,11718000.0,,52061000.0,6144000.0,,17203000.0,-179000.0,-7256000.0,-5101000.0,,5385000.0,-36459000.0,,,1461000.0,,,88520000.0,0.0,13077000.0,1147000.0,667000.0,504000.0,16920000,17633000.0,-425000.0,989000.0,8111000.0,,63000.0,,18654000,,,,
2008-03-31,37586000.0,0.23,50706000.0,575000.0,1609000.0,67138000.0,30728000.0,37655000.0,32726000.0,,101570000,68314000.0,2980000.0,118016000.0,7547000.0,67310000.0,7547000.0,7547000.0,2728000.0,32918000.0,2049000.0,21502000.0,,5690000.0,29000.0,,49702000.0,-1571000.0,,28000000.0,17566000.0,21080000.0,80068000.0,-5929000.0,70000.0,,68111000.0,,17566000.0,17566000.0,16000.0,12865000.0,,55888000.0,4339000.0,,11886000.0,239000.0,-6080000.0,1443000.0,,5732000.0,-37471000.0,,0.23,1113000.0,,,93359000.0,,9060000.0,4701000.0,973000.0,348000.0,11957000,29654000.0,-927000.0,1575000.0,7932000.0,,330000.0,,13566000,,,,
2008-06-30,42079000.0,0.31,44276000.0,1655000.0,1562000.0,70738000.0,12655000.0,47803000.0,32786000.0,,109208000,54734000.0,10633000.0,116145000.0,10148000.0,71869000.0,10148000.0,10148000.0,2820000.0,32920000.0,-2000.0,21884000.0,,5690000.0,12000.0,,61411000.0,-992000.0,,9835000.0,9982000.0,22038000.0,87324000.0,-5493000.0,-27000.0,,71356000.0,,9982000.0,9982000.0,16000.0,17566000.0,,60163000.0,5755000.0,,15903000.0,123000.0,-5502000.0,-18232000.0,,6016000.0,-37471000.0,,0.31,-85000.0,,,97634000.0,,16135000.0,-7584000.0,618000.0,3620000.0,15968000,33326000.0,-864000.0,1833000.0,8753000.0,,18000.0,,17530000,,,,
2008-09-30,44259000.0,0.255,49780000.0,1179000.0,1723000.0,71360000.0,33486000.0,33361000.0,32062000.0,,107176000,77745000.0,9426000.0,121142000.0,8139000.0,71362000.0,8139000.0,8139000.0,2836000.0,32266000.0,3149000.0,22228000.0,8030000.0,5690000.0,524000.0,,43397000.0,-1183000.0,,30650000.0,13699000.0,22011000.0,84948000.0,-2958000.0,-410000.0,,72194000.0,7842000.0,13699000.0,13699000.0,16000.0,9982000.0,,59392000.0,4126000.0,,12265000.0,84000.0,-3499000.0,-5859000.0,,6280000.0,-36794000.0,,0.25,1197000.0,,,96186000.0,,12925000.0,3717000.0,834000.0,1699000.0,12754000,19003000.0,188000.0,408000.0,9384000.0,,194000.0,,14477000,,,,
2008-12-31,54534000.0,,52674000.0,2907000.0,1803000.0,82901000.0,36202000.0,24107000.0,,,111058000,90736000.0,6856000.0,122572000.0,4111000.0,69898000.0,4111000.0,4111000.0,1212000.0,,2865000.0,23264000.0,11212000.0,5690000.0,142000.0,,31836000.0,-3470000.0,,34990000.0,13281000.0,23879000.0,87794000.0,-826000.0,-766000.0,,80476000.0,6588000.0,13281000.0,13281000.0,15000.0,13699000.0,,56762000.0,2156000.0,,6267000.0,346000.0,-980000.0,-7117000.0,,7446000.0,-36717000.0,,,147000.0,,,93479000.0,-11808000.0,7836000.0,-418000.0,,-166000.0,7318000,29855000.0,-832000.0,-375000.0,6879000.0,,204000.0,,9121000,,,,
2009-03-31,43488000.0,0.215,49306000.0,300000.0,1826000.0,67220000.0,35518000.0,30753000.0,30700000.0,,97299000,79006000.0,-2227000.0,119756000.0,6646000.0,70450000.0,6646000.0,6646000.0,1618000.0,30764000.0,0.0,19846000.0,,5690000.0,64000.0,,40750000.0,-3870000.0,,33900000.0,9747000.0,27397000.0,77453000.0,-889000.0,181000.0,780000.0,67220000.0,,9747000.0,9747000.0,15000.0,13281000.0,-28640000.0,56359000.0,3497000.0,,10143000.0,289000.0,-953000.0,-1090000.0,,8401000.0,-38174000.0,,0.215,0.0,,,94533000.0,,-1274000.0,-3534000.0,,-11838000.0,10233000,35848000.0,-742000.0,-621000.0,7640000.0,2514000.0,,,12258000,,,,
2009-06-30,37097000.0,0.285,48730000.0,34000.0,1743000.0,75040000.0,30055000.0,39544000.0,30700000.0,,112093000,67152000.0,6798000.0,119954000.0,8791000.0,71224000.0,8791000.0,8791000.0,1885000.0,30770000.0,0.0,23753000.0,,5690000.0,43000.0,,52802000.0,3270000.0,,28170000.0,11170000.0,24656000.0,88340000.0,-896000.0,259000.0,-2980000.0,75040000.0,,11170000.0,11170000.0,15000.0,9747000.0,-27520000.0,56994000.0,4634000.0,,13425000.0,146000.0,-940000.0,-5730000.0,,8540000.0,-40203000.0,,0.285,0.0,,,97197000.0,,7738000.0,1423000.0,,-4168000.0,13300000,32400000.0,-766000.0,536000.0,4697000.0,2104000.0,,,15314000,,,,
2009-09-30,39887000.0,0.26,50345000.0,446000.0,1743000.0,76213000.0,18743000.0,46683000.0,30690000.0,,110764000,58630000.0,13086000.0,121474000.0,7912000.0,71129000.0,7912000.0,7912000.0,1743000.0,31094000.0,0.0,22637000.0,,5690000.0,-81000.0,,62844000.0,-764000.0,,17000000.0,13265000.0,25615000.0,88127000.0,-223000.0,200000.0,889000.0,76213000.0,,13265000.0,13265000.0,15000.0,11170000.0,-17540000.0,57289000.0,4112000.0,,12024000.0,105000.0,-978000.0,-12105000.0,,8150000.0,-41882000.0,,0.255,-1011000.0,,,99171000.0,,14064000.0,2095000.0,,2522000.0,11914000,34259000.0,-671000.0,1333000.0,5628000.0,2298000.0,,,13872000,,,,
2009-12-31,40478000.0,,51926000.0,44000.0,1757000.0,77873000.0,8587000.0,56410000.0,,,116784000,49065000.0,10684000.0,123438000.0,10207000.0,71512000.0,10207000.0,10207000.0,1587000.0,,945000.0,23567000.0,8508000.0,5690000.0,68000.0,2775000.0,74373000.0,241000.0,,7000000.0,13658000.0,25761000.0,93217000.0,-1189000.0,74000.0,173000.0,77873000.0,7387000.0,13658000.0,13658000.0,15000.0,13265000.0,-11310000.0,57241000.0,5179000.0,,15386000.0,69000.0,-1257000.0,-10577000.0,,8581000.0,-43714000.0,,,0.0,,284000.0,100955000.0,-632000.0,11941000.0,393000.0,,-1965000.0,15344000,13691000.0,-117000.0,1523000.0,5810000.0,2009000.0,,,17212000,,,,
2010-03-31,44160000.0,0.315,60631000.0,348000.0,1804000.0,81576000.0,1526000.0,66051000.0,30622000.0,,119087000,45686000.0,14561000.0,132052000.0,9641000.0,71421000.0,9641000.0,9641000.0,1526000.0,31026000.0,11704000.0,23020000.0,5728000.0,5690000.0,0.0,2168000.0,86366000.0,-1481000.0,,0.0,21523000.0,27404000.0,96067000.0,-500000.0,339000.0,-430000.0,81576000.0,7475000.0,21523000.0,21523000.0,15000.0,13658000.0,-7000000.0,56625000.0,5189000.0,,14830000.0,21000.0,-501000.0,-6886000.0,,9106000.0,-45288000.0,,0.31,55000.0,,5708000.0,101913000.0,,15062000.0,7865000.0,,2340000.0,14491000,38764000.0,-980000.0,1822000.0,5396000.0,1956000.0,,,14491000,,,,
2010-06-30,43644000.0,0.35,71126000.0,253000.0,1819000.0,86214000.0,1470000.0,76821000.0,30636000.0,,126011000,45114000.0,7100000.0,143672000.0,10770000.0,72546000.0,10770000.0,10770000.0,1470000.0,31394000.0,11910000.0,22735000.0,,5690000.0,0.0,,98558000.0,-4300000.0,,0.0,28427000.0,30789000.0,103276000.0,-3162000.0,-587000.0,1742000.0,86214000.0,,28427000.0,28427000.0,15000.0,21523000.0,0.0,56035000.0,5705000.0,,16475000.0,5000.0,-3165000.0,6000.0,,10821000.0,-46489000.0,,0.345,6000.0,,,102524000.0,,10265000.0,6904000.0,,-3494000.0,17062000,36523000.0,-1260000.0,1060000.0,7121000.0,2184000.0,,,17062000,,,,
2010-09-30,70506000.0,0.415,72758000.0,388000.0,2018000.0,91311000.0,1076000.0,83272000.0,31124000.0,,135006000,71582000.0,20902000.0,201529000.0,12849000.0,128771000.0,12849000.0,12849000.0,1076000.0,32494000.0,17225000.0,25157000.0,,16930000.0,-42694000.0,,129947000.0,741000.0,,0.0,22928000.0,32605000.0,109849000.0,-42676000.0,557000.0,-1271000.0,91311000.0,,22928000.0,22928000.0,16000.0,28427000.0,-4350000.0,58326000.0,6240000.0,,19089000.0,42000.0,-10000.0,15682000.0,19000000.0,53515000.0,-47916000.0,40872000.0,0.395,731000.0,,,106243000.0,,20912000.0,-5499000.0,,2322000.0,18538000,62021000.0,1019000.0,2954000.0,8485000.0,2967000.0,,,18538000,,,,
2010-12-31,57624000.0,,80272000.0,286000.0,2275000.0,94845000.0,1012000.0,90207000.0,,,137540000,58636000.0,19353000.0,203802000.0,12391000.0,123530000.0,12391000.0,12391000.0,1012000.0,,4793000.0,24570000.0,14395000.0,16930000.0,0.0,3735000.0,145166000.0,-1217000.0,,0.0,24222000.0,34078000.0,112970000.0,-515000.0,274000.0,-2022000.0,94845000.0,11772000.0,24222000.0,24222000.0,16000.0,22928000.0,-26800000.0,57568000.0,6079000.0,0.0,18470000.0,26000.0,-516000.0,-18379000.0,,8416000.0,-48298000.0,40616000.0,,1657000.0,,1571000.0,105866000.0,-8401000.0,19869000.0,1294000.0,,-1147000.0,18125000,17841000.0,4415000.0,3721000.0,6445000.0,3299000.0,,,20771000,,,,
2011-03-31,54306000.0,0.355,83709000.0,267000.0,2136000.0,100677000.0,972000.0,96065000.0,31822000.0,,143566000,55278000.0,16869000.0,206859000.0,11350000.0,123150000.0,11350000.0,11350000.0,,32434000.0,17201000.0,25662000.0,5818000.0,16930000.0,0.0,3027000.0,151581000.0,373000.0,,,32718000.0,33790000.0,117904000.0,-676000.0,101000.0,1440000.0,100677000.0,9524000.0,32718000.0,32718000.0,16000.0,24222000.0,0.0,56800000.0,5978000.0,,17328000.0,6000.0,-676000.0,-8487000.0,,49420000.0,-49978000.0,40360000.0,0.35,35000.0,,6192000.0,106778000.0,-8522000.0,17545000.0,8496000.0,,2335000.0,17227000,46376000.0,-1743000.0,4038000.0,7930000.0,3235000.0,,,17227000,,,,
2011-06-30,54489000.0,0.445,79257000.0,308000.0,2110000.0,101563000.0,1020000.0,98800000.0,31060000.0,,148925000,55509000.0,8738000.0,205928000.0,13856000.0,126671000.0,13856000.0,13856000.0,,31504000.0,18932000.0,26208000.0,,16930000.0,0.0,,150419000.0,-1509000.0,,,24944000.0,35381000.0,122717000.0,-5117000.0,-52000.0,474000.0,101563000.0,,24944000.0,24944000.0,15000.0,32718000.0,0.0,60564000.0,7298000.0,,21154000.0,2000.0,-5118000.0,-16765000.0,,49177000.0,-51898000.0,40105000.0,0.44,13000.0,,,112462000.0,-16817000.0,13856000.0,-7774000.0,,-3743000.0,21154000,46144000.0,-238000.0,4726000.0,8345000.0,1567000.0,,,21154000,,,,
2011-09-30,59289000.0,0.41,89977000.0,313000.0,2115000.0,99523000.0,10865000.0,106170000.0,30086000.0,,143501000,70154000.0,19303000.0,229293000.0,12385000.0,139316000.0,12385000.0,12385000.0,969000.0,30410000.0,17461000.0,25202000.0,11703000.0,17596000.0,0.0,3735000.0,159139000.0,-2416000.0,9896000.0,,36317000.0,36199000.0,118299000.0,-2764000.0,133000.0,700000.0,99523000.0,10162000.0,36317000.0,36317000.0,15000.0,24944000.0,0.0,59756000.0,6524000.0,,18909000.0,1000.0,-2764000.0,-7362000.0,,6108000.0,-52794000.0,42370000.0,0.405,0.0,,2880000.0,112550000.0,-7362000.0,22067000.0,11373000.0,,3774000.0,18776000,50193000.0,508000.0,6120000.0,9096000.0,2937000.0,,,18776000,,,,
2011-12-31,59696000.0,,106059000.0,49864000.0,2113000.0,101228000.0,10890000.0,118799000.0,,,145947000,70586000.0,14555000.0,244496000.0,13161000.0,138437000.0,13161000.0,13161000.0,942000.0,,1291000.0,24620000.0,12210000.0,17740000.0,0.0,2978000.0,173910000.0,343000.0,9948000.0,,50353000.0,36968000.0,121327000.0,-2052000.0,-57000.0,-1112000.0,101228000.0,10065000.0,50353000.0,50353000.0,15000.0,36317000.0,0.0,60754000.0,6926000.0,0.0,20087000.0,0.0,-2085000.0,-758000.0,,6273000.0,-54437000.0,42637000.0,,0.0,,4112000.0,115191000.0,-758000.0,16640000.0,14036000.0,,-431000.0,20099000,19078000.0,-126000.0,5839000.0,7952000.0,2810000.0,,,22200000,,,,
2012-03-31,62389000.0,0.46,125334000.0,13751000.0,2196000.0,106041000.0,11061000.0,132550000.0,29928000.0,,154120000,73450000.0,20416000.0,264512000.0,13751000.0,139178000.0,13751000.0,13751000.0,901000.0,30576000.0,18884000.0,27217000.0,,17776000.0,0.0,,191062000.0,2185000.0,10160000.0,,71164000.0,35286000.0,126903000.0,-2176000.0,132000.0,-314000.0,106041000.0,,71164000.0,71164000.0,15000.0,50353000.0,,61188000.0,7243000.0,,20994000.0,0.0,-2227000.0,176000.0,,6471000.0,,42495000.0,0.45,176000.0,,,,0.0,22643000.0,20811000.0,,4757000.0,20862000,54817000.0,-729000.0,6239000.0,7572000.0,2866000.0,,,20862000,,,,
