date,quarterlyNetIncomeCommonStockholders,quarterlyPurchaseOfInvestment,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyEbitda,quarterlyDepreciationAndAmortization,quarterlyCashDividendsPaid,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyDilutedEPS,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyFreeCashFlow,quarterlyTotalRevenue,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,quarterlyOperatingExpense,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyBasicEPS,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
1995-06-30,40600000.0,5600000.0,2300000.0,,0.0,-90000000.0,118800000,23900000.0,-10600000.0,4148600000.0,-61600000.0,0.2,9100000.0,,,448400000.0,-8600000.0,353600000,448000000.0,1133500000.0,245100000.0,,94900000,7700000.0,,2048400000.0,1579900000.0,225300000.0,,,3903500000.0,,128300000.0,,40600000,40600000.0,11000000.0,1296200000.0,,-75300000.0,,-223600000.0,909900000.0,1800000.0,275200000.0,20300000.0,72200000.0,20300000.0,25900000.0,33400000.0,21200000.0,30200000.0,0.21,,193333333.0,4086900000.0,100000.0,62600000.0,1400000.0,14400000.0,-23000000.0,66500000.0,,5444800000.0,32400000.0,,4996800000.0,-13100000.0,,,191500000.0,,,0.0,203000000.0,,
1995-09-30,39100000.0,,3600000.0,,0.0,-461700000.0,118200000,23200000.0,-10600000.0,5629100000.0,-32400000.0,0.19,3400000.0,,,475000000.0,5900000.0,403500000,762900000.0,1464100000.0,454000000.0,,93500000,33400000.0,,2685700000.0,2158700000.0,273100000.0,,,5175100000.0,,130400000.0,,39100000,39100000.0,12200000.0,1368600000.0,,-434400000.0,,-234300000.0,1229800000.0,800000.0,330700000.0,170100000.0,116400000.0,170100000.0,22900000.0,36900000.0,31500000.0,32300000.0,0.2,,195500000.0,5005000000.0,100000.0,575200000.0,700000.0,36400000.0,-30500000.0,62000000.0,,6997700000.0,38500000.0,,6234800000.0,149900000.0,,,384000000.0,,,0.0,205789474.0,,
1995-12-31,56400000.0,,2300000.0,,0.0,-166000000.0,149400000,30500000.0,-12500000.0,5516000000.0,-99400000.0,,27500000.0,,,518600000.0,-32600000.0,546800000,629500000.0,1520700000.0,584000000.0,,118900000,32400000.0,,2762200000.0,1732000000.0,379500000.0,,,4932000000.0,,167300000.0,,56400000,56400000.0,17900000.0,2147800000.0,,-124700000.0,,-247000000.0,1273700000.0,2300000.0,437800000.0,29700000.0,120800000.0,29700000.0,31700000.0,48400000.0,122200000.0,33000000.0,,,,5760600000.0,0.0,8200000.0,313200000.0,17300000.0,-49900000.0,88100000.0,,7663800000.0,68600000.0,,7034300000.0,-140400000.0,,,393200000.0,172500000.0,,0.0,,,
1996-03-31,71900000.0,,-4100000.0,,0.0,-130700000.0,178200000,31800000.0,-12900000.0,5722300000.0,-50000000.0,0.29,12000000.0,,,1337600000.0,23700000.0,575500000,650000000.0,1570400000.0,480900000.0,,146400000,33400000.0,,2922300000.0,1871900000.0,383500000.0,,,5241400000.0,,192000000.0,,71900000,71900000.0,13800000.0,2213100000.0,,-98000000.0,,-266700000.0,1303700000.0,-500000.0,447200000.0,38700000.0,120600000.0,38700000.0,41300000.0,45600000.0,53200000.0,32700000.0,0.31,,231935484.0,5981700000.0,0.0,78100000.0,1900000.0,61600000.0,-37900000.0,113200000.0,,7935400000.0,69800000.0,,7285400000.0,9000000.0,,,357900000.0,172500000.0,,29700000.0,247931034.0,,
1996-06-30,62300000.0,,1700000.0,,0.0,-153200000.0,163900000,34700000.0,-14100000.0,6041600000.0,-109100000.0,0.25,13200000.0,,,624500000.0,-27900000.0,564700000,731900000.0,1629600000.0,456000000.0,,129200000,38300000.0,,3015000000.0,2122600000.0,386000000.0,,,5585600000.0,,178700000.0,,62300000,62300000.0,14800000.0,2266500000.0,,-96500000.0,,-287000000.0,1342600000.0,2500000.0,448000000.0,98800000.0,133200000.0,98800000.0,35300000.0,49500000.0,42700000.0,34200000.0,0.26,,239615385.0,6233600000.0,1900000.0,212600000.0,,700000.0,-28600000.0,97600000.0,,8308100000.0,69700000.0,,7576200000.0,60100000.0,,,343600000.0,172500000.0,,0.0,249200000.0,,
1996-09-30,57400000.0,5500000.0,2900000.0,,0.0,44600000.0,153700000,34600000.0,-14100000.0,6023500000.0,-64700000.0,0.24,12900000.0,,,668500000.0,-6700000.0,544500000,651800000.0,1678200000.0,497000000.0,,119100000,43400000.0,,3094800000.0,1953300000.0,378500000.0,,,5526500000.0,,166000000.0,,57400000,57400000.0,12300000.0,2315700000.0,,70400000.0,,-303100000.0,1375100000.0,5700000.0,478400000.0,16400000.0,140600000.0,16400000.0,31400000.0,46900000.0,66000000.0,36000000.0,0.25,,229600000.0,6312300000.0,-3700000.0,-164500000.0,,37500000.0,-44200000.0,88800000.0,,8339200000.0,74900000.0,,7687400000.0,-82400000.0,,,356100000.0,172500000.0,,0.0,239166667.0,,
1996-12-31,73800000.0,,-2300000.0,,0.0,-240800000.0,175200000,28700000.0,-14200000.0,6462000000.0,-6600000.0,,18800000.0,,,728100000.0,27600000.0,609500000,714000000.0,1776600000.0,607500000.0,,146500000,36300000.0,,3278300000.0,2048700000.0,411900000.0,,,5854500000.0,,197600000.0,,73800000,73800000.0,22400000.0,2235300000.0,,-192900000.0,,-319500000.0,1457100000.0,3500000.0,527500000.0,44100000.0,139000000.0,44100000.0,40600000.0,51100000.0,113900000.0,35700000.0,,,,6698700000.0,0.0,130700000.0,,110100000.0,-82500000.0,114400000.0,,8869800000.0,52800000.0,,8155800000.0,-100000.0,,,440800000.0,,,0.0,,,
1997-03-31,90300000.0,-26800000.0,7300000.0,,0.0,-75100000.0,208800000,37300000.0,-17900000.0,6776100000.0,-31800000.0,0.36,16200000.0,,,795100000.0,59500000.0,638400000,731100000.0,1808900000.0,574400000.0,,171500000,24200000.0,,3489700000.0,2128700000.0,413000000.0,,,6201700000.0,,225400000.0,,131100000,90300000.0,16600000.0,2305000000.0,,-166300000.0,,-341200000.0,1467700000.0,68600000.0,583300000.0,47400000.0,141400000.0,47400000.0,74400000.0,53900000.0,100100000.0,34500000.0,0.38,,237631579.0,6882300000.0,1300000.0,-12700000.0,,91100000.0,-31600000.0,205500000.0,,9081100000.0,74000000.0,147700000.0,8350000000.0,3300000.0,,,400300000.0,,,44100000.0,250833333.0,,
1997-06-30,78800000.0,-3800000.0,3900000.0,,0.0,-190500000.0,185100000,37800000.0,-14200000.0,6840700000.0,-40300000.0,0.31,8600000.0,,,854900000.0,-5400000.0,601100000,719300000.0,1876100000.0,539700000.0,,147300000,32700000.0,,3397400000.0,2268400000.0,400200000.0,,,6301000000.0,,200900000.0,,78800000,78800000.0,15800000.0,2567900000.0,,-109800000.0,,-354800000.0,1521300000.0,7000000.0,635200000.0,31600000.0,150800000.0,31600000.0,42500000.0,53600000.0,100900000.0,33100000.0,0.33,,238787879.0,7168000000.0,-15300000.0,93400000.0,,81200000.0,-86600000.0,121300000.0,,9408600000.0,52700000.0,0.0,8689300000.0,-15900000.0,,,386100000.0,,,0.0,254193548.0,,
1997-09-30,72700000.0,,,,0.0,-145500000.0,173900000,38900000.0,-18900000.0,7120400000.0,13600000.0,0.28,8200000.0,,,908700000.0,70500000.0,584800000,755500000.0,1936900000.0,606700000.0,,135000000,39200000.0,,3544500000.0,2317300000.0,394100000.0,,,6513700000.0,,190700000.0,,72700000,72700000.0,16800000.0,2617500000.0,,-150200000.0,,-372200000.0,1564700000.0,9300000.0,651900000.0,62100000.0,151400000.0,62100000.0,38900000.0,55700000.0,124700000.0,32700000.0,0.29,,250689655.0,7417700000.0,-436000000.0,60500000.0,,115600000.0,-45100000.0,111600000.0,,9737900000.0,67500000.0,0.0,8982400000.0,30600000.0,,,414500000.0,,,0.0,259642857.0,,
1997-12-31,91900000.0,,,,0.0,-222300000.0,210500000,43600000.0,-18900000.0,7580900000.0,-104800000.0,,-13800000.0,,,983400000.0,-55700000.0,644000000,811400000.0,3671900000.0,535400000.0,,166900000,34800000.0,,3709600000.0,2634700000.0,415900000.0,,,7045500000.0,,228100000.0,,91900000,91900000.0,17600000.0,2726000000.0,,-59900000.0,,-390900000.0,3281000000.0,11000000.0,701200000.0,46900000.0,172200000.0,46900000.0,49700000.0,61200000.0,64600000.0,36300000.0,,1498100000.0,,4716400000.0,450100000.0,195600000.0,,11500000.0,-67200000.0,141600000.0,,10306900000.0,45200000.0,1383900000.0,9495500000.0,-15300000.0,,,425600000.0,,,0.0,,,
1998-03-31,108800000.0,-247600000.0,1100000.0,,0.0,-104800000.0,242000000,42900000.0,-18800000.0,7968400000.0,-21800000.0,0.42,10700000.0,,,1069100000.0,27500000.0,682700000,1023100000.0,3768100000.0,570300000.0,,199100000,36900000.0,,3847500000.0,2842700000.0,423700000.0,,,7398100000.0,,259000000.0,,108800000,108800000.0,17000000.0,2830400000.0,,5100000.0,,-412200000.0,3355900000.0,6700000.0,707900000.0,241600000.0,170400000.0,241600000.0,59300000.0,59900000.0,64600000.0,37700000.0,0.43,1520300000.0,253023256.0,4899500000.0,0.0,159900000.0,,139600000.0,-112100000.0,168100000.0,,10798800000.0,99800000.0,244700000.0,9775700000.0,194700000.0,,,405900000.0,,,46900000.0,259047619.0,,
1998-06-30,90900000.0,-75000000.0,6400000.0,,0.0,-360300000.0,213000000,42600000.0,-23200000.0,8307700000.0,-127000000.0,0.35,9000000.0,,,1136900000.0,-358100000.0,671900000,885600000.0,3892300000.0,525200000.0,,170400000,46200000.0,,3972500000.0,3077300000.0,441600000.0,,,7782500000.0,,230300000.0,,90900000,90900000.0,17300000.0,2937000000.0,,14600000.0,,-412200000.0,3480100000.0,10500000.0,732700000.0,75500000.0,183900000.0,75500000.0,49600000.0,59900000.0,68300000.0,40500000.0,0.36,1705900000.0,252500000.0,5173100000.0,-16500000.0,179900000.0,,14300000.0,-372400000.0,140500000.0,,11244700000.0,88600000.0,60900000.0,10359100000.0,-166100000.0,,,368300000.0,,,0.0,259714286.0,,
1998-09-30,83200000.0,-454100000.0,-3200000.0,,0.0,-336400000.0,206600000,48400000.0,-23200000.0,9050300000.0,-18800000.0,0.32,7100000.0,,,1196900000.0,-235300000.0,712500000,962800000.0,4132900000.0,656100000.0,,158200000,51200000.0,,4286700000.0,3366000000.0,490500000.0,,,8394200000.0,,222000000.0,,83200000,83200000.0,15400000.0,3003700000.0,,-9800000.0,,-451500000.0,3681400000.0,18100000.0,741500000.0,117000000.0,183000000.0,117000000.0,45300000.0,63800000.0,83300000.0,47800000.0,0.32,1769600000.0,260000000.0,5640200000.0,16600000.0,275900000.0,,102000000.0,-337300000.0,128500000.0,,12054000000.0,147700000.0,453900000.0,11091200000.0,41500000.0,,,425100000.0,,,0.0,260000000.0,,
1998-12-31,59200000.0,-456300000.0,-7900000.0,,0.0,-258400000.0,192600000,68400000.0,-23200000.0,10112100000.0,-46000000.0,,29500000.0,,,1232800000.0,-77500000.0,773500000,1209100000.0,4180400000.0,630300000.0,,124200000,96200000.0,,4920100000.0,3764600000.0,563800000.0,,,9481800000.0,,209700000.0,,59200000,59200000.0,17100000.0,3154100000.0,,-107900000.0,,-319500000.0,3860900000.0,8300000.0,797100000.0,358200000.0,189100000.0,358200000.0,22200000.0,85500000.0,96100000.0,51100000.0,,1813200000.0,,6383000000.0,-100000.0,425900000.0,,73700000.0,-151200000.0,81400000.0,,13266200000.0,81800000.0,440800000.0,12057100000.0,241200000.0,,,452400000.0,,,0.0,,,
1999-03-31,43800000.0,-676300000.0,-1000000.0,,0.0,-217800000.0,255100000,55900000.0,-23300000.0,11052600000.0,-15800000.0,0.16,6800000.0,,,1252000000.0,83400000.0,904100000,1083700000.0,4657500000.0,793900000.0,,199200000,89500000.0,,5366700000.0,4049200000.0,629300000.0,,,10258700000.0,,274800000.0,,41900000,43800000.0,19700000.0,3684000000.0,,-46800000.0,,-527100000.0,4130400000.0,-75300000.0,842800000.0,181700000.0,207200000.0,181700000.0,24500000.0,75600000.0,93800000.0,57400000.0,0.16,2453600000.0,273750000.0,7068900000.0,0.0,-124100000.0,,165400000.0,-82000000.0,66400000.0,,14736600000.0,83800000.0,571000000.0,13652900000.0,-176500000.0,-45700000.0,,616300000.0,,,358200000.0,273750000.0,,
1999-06-30,76000000.0,-278000000.0,,,0.0,-82400000.0,230200000,67500000.0,-24500000.0,10967800000.0,-84900000.0,0.28,10300000.0,,,1303600000.0,-47200000.0,830200000,1016700000.0,4711900000.0,720400000.0,,162700000,87500000.0,,5360400000.0,4044900000.0,583200000.0,,,10247400000.0,,247000000.0,,76000000,76000000.0,16800000.0,3698000000.0,,54000000.0,,-561200000.0,4150700000.0,12800000.0,842100000.0,129100000.0,209500000.0,129100000.0,42800000.0,84300000.0,79400000.0,56800000.0,0.28,2446800000.0,271428571.0,7051600000.0,10700000.0,-24000000.0,,53700000.0,-100900000.0,118800000.0,,14665800000.0,87100000.0,219700000.0,13649100000.0,-52600000.0,0.0,,553900000.0,,,0.0,271428571.0,,
1999-09-30,32100000.0,-500500000.0,,,205800000.0,-77900000.0,171000000,61700000.0,-24500000.0,11264300000.0,11500000.0,0.12,1000000.0,,,1311100000.0,55700000.0,776800000,1092600000.0,2517700000.0,788300000.0,,109300000,79100000.0,,5531100000.0,4111300000.0,586500000.0,,,10476000000.0,,190300000.0,,32100000,32100000.0,19300000.0,3708100000.0,,-69100000.0,,-561200000.0,1956500000.0,-300000.0,833600000.0,205800000.0,209400000.0,205800000.0,17500000.0,81000000.0,88700000.0,59400000.0,0.12,2501800000.0,267500000.0,9421500000.0,-11000000.0,46800000.0,,107900000.0,-52200000.0,49600000.0,,14972400000.0,99500000.0,515900000.0,13879800000.0,76700000.0,-100000.0,,600100000.0,272100000.0,-31300000.0,0.0,267500000.0,,
1999-12-31,-184300000.0,-462600000.0,17300000.0,,88200000.0,-45900000.0,126800000,67000000.0,-24500000.0,11106300000.0,800000.0,,-64200000.0,,,1126900000.0,26900000.0,810700000,996200000.0,4650900000.0,1057900000.0,,59800000,112600000.0,,5539300000.0,3636100000.0,657100000.0,,,10048400000.0,,153600000.0,,-184300000,-184300000.0,26800000.0,3495300000.0,,37500000.0,,-587000000.0,4063900000.0,-267700000.0,873000000.0,88200000.0,190300000.0,88200000.0,-88200000.0,93800000.0,423900000.0,64600000.0,,2475400000.0,,7066100000.0,300000.0,-165500000.0,,105900000.0,-79000000.0,-272500000.0,,14601600000.0,44200000.0,409500000.0,13605400000.0,-117600000.0,0.0,,589800000.0,272100000.0,-60000000.0,205800000.0,,,
2000-03-31,74826000.0,-236391000.0,-16634000.0,,147158000.0,-111248000.0,235856000,62356000.0,,10956182000.0,56871000.0,0.27,14055000.0,,,1201724000.0,108654000.0,869466000,982874000.0,5218356000.0,1034875000.0,,173500000,87676000.0,,5523212000.0,3568304000.0,613497000.0,,,9921307000.0,,255969000.0,,68241000,74826000.0,20113000.0,3521353000.0,,-34237000.0,,-577210000.0,4641146000.0,3515000.0,829791000.0,147158000.0,186204000.0,147158000.0,39225000.0,82469000.0,369832000.0,69549000.0,0.27,2431581000.0,272063000.0,6421934000.0,145936000.0,42548000.0,,129228000.0,-20574000.0,107466000.0,,14477535000.0,117941000.0,175438000.0,13494661000.0,58937000.0,-55000.0,,547102000.0,272046000.0,-108681000.0,88221000.0,273501000.0,,
2000-06-30,38792000.0,,,,48303000.0,45133000.0,167132000,60653000.0,,9111381000.0,-153312000.0,0.14,6228000.0,,,1240516000.0,10419000.0,702100000,1048799000.0,2411717000.0,1080962000.0,,106479000,281590000.0,,3920167000.0,3290486000.0,515235000.0,,,8030419000.0,,186865000.0,,17793000,38792000.0,19733000.0,3499355000.0,,-57958000.0,,-592814000.0,1818903000.0,-5554000.0,819766000.0,48303000.0,191595000.0,48303000.0,9567000.0,80386000.0,466571000.0,73565000.0,0.14,,272093000.0,9743034000.0,-196535000.0,-149707000.0,,29347000.0,-18928000.0,27360000.0,,12610736000.0,104212000.0,-138958000.0,11561937000.0,-75478000.0,,,510179000.0,272151000.0,-169680000.0,147158000.0,272097000.0,,
2000-09-30,-23694000.0,,,,38655000.0,318417000.0,149583000,57557000.0,,9975576000.0,-28159000.0,-0.09,9069000.0,,,1216822000.0,84516000.0,659861000,807401000.0,4521492000.0,863194000.0,,92026000,76408000.0,,5131005000.0,3085851000.0,490093000.0,,,9112382000.0,,169768000.0,,15086000,-23694000.0,20185000.0,3443125000.0,,38580000.0,,-604346000.0,3917146000.0,6155000.0,895526000.0,38655000.0,184110000.0,38655000.0,9839000.0,77742000.0,245531000.0,73256000.0,-0.09,,272210000.0,8694154000.0,192496000.0,-416905000.0,,103406000.0,-18890000.0,24925000.0,,13418701000.0,111723000.0,10381000.0,12611300000.0,4001000.0,,,505940000.0,272291000.0,-202555000.0,48303000.0,272252000.0,,
2000-12-31,-1433175000.0,,,,47909000.0,63732000.0,-71997000,43465000.0,,10922648000.0,-28967000.0,,15687000.0,,,-216353000.0,-48304000.0,437019000,907299000.0,4326130000.0,684280000.0,,-115462000,239345000.0,,6620561000.0,3114515000.0,489115000.0,,,10238368000.0,,-52096000.0,,-521491000,-1433175000.0,19901000.0,1975821000.0,,362333000.0,,-624383000.0,3701747000.0,-487257000.0,503292000.0,47909000.0,170056000.0,47909000.0,-146404000.0,63366000.0,176782000.0,65178000.0,,,,8289423000.0,9175000.0,-40399000.0,,-23326000.0,-24978000.0,-667895000.0,,12898469000.0,6143000.0,,11991170000.0,2635000.0,,,501355000.0,272507000.0,-237157000.0,38655000.0,,,
2001-03-31,265000.0,,18346000.0,,40221000.0,-25929000.0,118158000,50272000.0,,10585190000.0,190378000.0,0.0,-74898000.0,,,-216088000.0,178812000.0,677776000,791593000.0,4217974000.0,711672000.0,,67886000,144928000.0,,6555148000.0,2861287000.0,566888000.0,445445000.0,,9873518000.0,,110888000.0,,3319000,265000.0,17979000.0,1914705000.0,,-24189000.0,,-624383000.0,3593591000.0,-22069000.0,457083000.0,40221000.0,160999000.0,40221000.0,6715000.0,43002000.0,171023000.0,60806000.0,0.0,,273637000.0,8114711000.0,9167000.0,-183435000.0,,206439000.0,-27627000.0,10034000.0,,12499895000.0,77940000.0,,11708302000.0,-7688000.0,,,462709000.0,277787000.0,-318206000.0,47909000.0,273966000.0,,
2001-06-30,-10585000.0,,,,46745000.0,132517000.0,118077000,49930000.0,,10211410000.0,-49374000.0,-0.04,54478000.0,,,-226673000.0,56996000.0,618711000,724076000.0,2141433000.0,941162000.0,,68147000,112857000.0,,6478852000.0,2331857000.0,532141000.0,408713000.0,,9270248000.0,,86570000.0,,-10656000,-10585000.0,18423000.0,2018389000.0,,120372000.0,,-624383000.0,1517050000.0,-15496000.0,459539000.0,46745000.0,155761000.0,46745000.0,9155000.0,18423000.0,444586000.0,54152000.0,-0.04,,284852000.0,9988673000.0,-9167000.0,-186707000.0,,65916000.0,-8920000.0,-1501000.0,,12229799000.0,46183000.0,,11505723000.0,6524000.0,,,450393000.0,289745000.0,-278655000.0,40221000.0,284852000.0,,
2001-09-30,4281000.0,,,,43262000.0,191786000.0,97923000,47953000.0,,10006728000.0,11505000.0,0.02,-15887000.0,,,-222392000.0,42194000.0,582979000,716259000.0,2103338000.0,717475000.0,,49970000,110351000.0,,6525352000.0,2313901000.0,515960000.0,384066000.0,,9289253000.0,,67019000.0,,4182000,4281000.0,17049000.0,2139483000.0,,168425000.0,,-624383000.0,1478955000.0,4325000.0,450000000.0,43262000.0,178580000.0,43262000.0,681000.0,17049000.0,208793000.0,49432000.0,0.02,1950814000.0,290258000.0,8000183000.0,-6308000.0,-266218000.0,,59972000.0,-17778000.0,4863000.0,,12146211000.0,50433000.0,,11429952000.0,-3483000.0,,,458249000.0,291372000.0,-172191000.0,46745000.0,293763000.0,,
2001-12-31,-591757000.0,,1847000.0,,29292000.0,27036000.0,123833000,45782000.0,,10147076000.0,-90287000.0,,109002000.0,,,-814149000.0,31169000.0,630877000,829953000.0,1975604000.0,710602000.0,,78051000,245207000.0,,6575754000.0,2313973000.0,535968000.0,386479000.0,,9436474000.0,,94909000.0,,-593472000,-591757000.0,16858000.0,1432861000.0,,8174000.0,,-618194000.0,1357410000.0,-579639000.0,546747000.0,29292000.0,168975000.0,29292000.0,44648000.0,16858000.0,220640000.0,47236000.0,,1409309000.0,,7983265000.0,6308000.0,-91078000.0,,51008000.0,-19839000.0,-548824000.0,,11579937000.0,5812000.0,,10749984000.0,-13970000.0,,,484150000.0,292154000.0,-291199000.0,43262000.0,,,
2002-03-31,-88711000.0,,2208000.0,,304859000.0,269069000.0,132124000,28691000.0,,9575932000.0,-4612000.0,-0.3,10019000.0,,,-902860000.0,64488000.0,585758000,983975000.0,1857465000.0,856666000.0,,103433000,170436000.0,,6227810000.0,2008090000.0,466594000.0,351022000.0,,8719266000.0,,119164000.0,,46168000,-88711000.0,15731000.0,1398202000.0,,278756000.0,,-618194000.0,1239271000.0,4326000.0,483366000.0,304859000.0,157658000.0,304859000.0,18205000.0,15731000.0,433131000.0,43386000.0,-0.3,1213473000.0,292653000.0,7537415000.0,14384000.0,-74642000.0,,82792000.0,-18304000.0,64373000.0,,10974134000.0,3219000.0,,9990159000.0,275567000.0,,,420316000.0,293166000.0,-242203000.0,29292000.0,345554000.0,,
2002-06-30,-143015000.0,,10821000.0,,162429000.0,-40980000.0,101214000,29533000.0,,9425952000.0,11007000.0,-0.49,-60921000.0,,,-1045875000.0,53888000.0,566328000,722323000.0,1789678000.0,618257000.0,,71681000,56500000.0,,6420605000.0,1978989000.0,475055000.0,338738000.0,,8807695000.0,,91273000.0,,-140160000,-143015000.0,19592000.0,1272373000.0,,-45392000.0,,-618194000.0,1171484000.0,-226131000.0,408101000.0,162429000.0,164656000.0,162429000.0,-55696000.0,19592000.0,190889000.0,41406000.0,-0.49,1196813000.0,293872000.0,7607705000.0,-14384000.0,-178072000.0,,75583000.0,-21695000.0,-195856000.0,,10698325000.0,11688000.0,,9976002000.0,-142430000.0,,,415680000.0,294497000.0,-230566000.0,304859000.0,293872000.0,,
2002-09-30,4061000.0,,-1673000.0,,141045000.0,31009000.0,59793000,34818000.0,,9331458000.0,30744000.0,0.01,7805000.0,,,-1041814000.0,71773000.0,543808000,644015000.0,1759158000.0,513768000.0,,24975000,27849000.0,,6436606000.0,1899510000.0,468399000.0,323889000.0,,8817690000.0,,75409000.0,,-844000,4061000.0,22492000.0,1284844000.0,,36753000.0,,-618194000.0,1140964000.0,-15665000.0,481574000.0,141045000.0,151232000.0,141045000.0,-125000.0,50434000.0,103143000.0,38221000.0,0.01,1187876000.0,295151000.0,7643447000.0,-22106000.0,-142803000.0,,93838000.0,-22065000.0,-969000.0,,10616302000.0,2671000.0,,9972287000.0,-21384000.0,,,407954000.0,295718000.0,-226126000.0,162429000.0,295151000.0,,
2002-12-31,-4215000.0,,,,200625000.0,67827000.0,57092000,35504000.0,,9420014000.0,-76482000.0,,147442000.0,,,-1046029000.0,61978000.0,576529000,754899000.0,1819817000.0,464283000.0,,21588000,126980000.0,,6548770000.0,1884508000.0,498460000.0,291765000.0,289174000.0,8955731000.0,,78069000.0,,-6387000,-4215000.0,31937000.0,1303771000.0,,80561000.0,,-631477000.0,1188340000.0,-16162000.0,522453000.0,200625000.0,135529000.0,200625000.0,-2124000.0,56481000.0,116679000.0,38481000.0,,1184178000.0,,7596368000.0,-71226000.0,-109965000.0,,99959000.0,-37981000.0,-8511000.0,,10723785000.0,2043000.0,,9968886000.0,59580000.0,,,56387000.0,297010000.0,-207146000.0,141045000.0,,,
2003-03-31,42269000.0,,,,152885000.0,5603000.0,137190000,40942000.0,,9281743000.0,97687000.0,0.13,17313000.0,,,-1003760000.0,162011000.0,580093000,596063000.0,3387436000.0,376822000.0,,96248000,33669000.0,,6640182000.0,1727364000.0,467538000.0,278137000.0,,8904921000.0,,112555000.0,,42269000,42269000.0,21411000.0,1371173000.0,,-6950000.0,,-631477000.0,2755959000.0,13346000.0,537375000.0,152885000.0,131372000.0,152885000.0,24825000.0,16307000.0,16948000.0,37396000.0,0.14,1188902000.0,297775000.0,6111992000.0,0.0,-237982000.0,,183259000.0,-21248000.0,67094000.0,,10652916000.0,8608000.0,4766000.0,10056853000.0,-47740000.0,,,351266000.0,298510000.0,-186993000.0,200625000.0,348665000.0,,
2003-06-30,14379000.0,,,,157988000.0,-25583000.0,98322000,43415000.0,,9398072000.0,-391000.0,0.05,2362000.0,,,-989381000.0,33961000.0,586242000,595702000.0,1839408000.0,478027000.0,,54907000,44909000.0,,6774647000.0,1604920000.0,491824000.0,261829000.0,,8920045000.0,,94418000.0,,14379000,14379000.0,37992000.0,1415978000.0,,416000.0,,-631477000.0,1207931000.0,879000.0,540478000.0,157988000.0,130976000.0,157988000.0,6805000.0,39511000.0,130897000.0,36121000.0,0.05,1198195000.0,299351000.0,7812222000.0,0.0,-32203000.0,,60391000.0,-26430000.0,21184000.0,,10814050000.0,11140000.0,,10218348000.0,5103000.0,,,335990000.0,299988000.0,-161584000.0,152885000.0,299844000.0,,
2003-09-30,-5576000.0,,,,163920000.0,-33499000.0,56708000,42275000.0,,9404369000.0,37893000.0,-0.02,-11719000.0,,,-994957000.0,27379000.0,571100000,626805000.0,1846375000.0,519503000.0,,14433000,53493000.0,,6794702000.0,1585127000.0,502473000.0,277510000.0,,8884866000.0,,68627000.0,,-5576000,-5576000.0,52771000.0,1430886000.0,,-18894000.0,,-631477000.0,1214898000.0,9813000.0,505037000.0,163920000.0,131882000.0,163920000.0,-3753000.0,54194000.0,131971000.0,34998000.0,-0.02,1197055000.0,300507000.0,7796497000.0,0.0,-20787000.0,,59938000.0,-32559000.0,-9329000.0,,10835255000.0,17393000.0,,10208450000.0,5932000.0,,,370139000.0,301055000.0,-145263000.0,157988000.0,300507000.0,,
