date,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedEPS,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyOperatingExpense,quarterlyCurrentDebt,quarterlyEndCashPosition,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyBasicAverageShares,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlyBasicEPS,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyBeginningCashPosition,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyDilutedAverageShares,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyTaxProvision,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyRetainedEarnings,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyCapitalExpenditure,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyResearchAndDevelopment,quarterlyCashDividendsPaid,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2011-03-31,-31172000.0,2355379000.0,49704000.0,544451000.0,2561000.0,85518000.0,443002000.0,1503262000.0,,661737000.0,,1057406000.0,58182000,58182000,0.195,225390000.0,58182000,64517000.0,-5285000.0,64517000.0,67582000.0,514894000.0,9245000.0,,236229000.0,14817000.0,64517000.0,1125278000.0,6409000.0,-61519000.0,11926000.0,35803000.0,870009000.0,-5281000.0,59222000.0,291222000.0,0.0,2678000.0,0.2,,,,1459000.0,75377000.0,-9658000.0,8993000.0,343646000.0,95689000.0,1485370000.0,0.0,-636069000.0,295840000.0,,342181000.0,37541000.0,114058000,642000.0,3342000.0,-224000.0,562000.0,-46987000.0,,596712000.0,20754000.0,77315000.0,95723000.0,-18093000.0,-43517000.0,852117000.0,,208272000.0,786648000,107417000,,,,
2011-06-30,-22261000.0,2417714000.0,52875000.0,570841000.0,2364000.0,88075000.0,437448000.0,1527338000.0,,688543000.0,,1063507000.0,46706000,46706000,0.16,229626000.0,46706000,42256000.0,-380000.0,42256000.0,64827000.0,556541000.0,8869000.0,,241373000.0,15520000.0,42256000.0,1131723000.0,4671000.0,-76450000.0,12871000.0,37172000.0,882012000.0,251144000.0,-682000.0,291834000.0,0.0,-22256000.0,0.16,,,,1462000.0,77951000.0,5133000.0,5267000.0,322236000.0,64517000.0,1535702000.0,0.0,-33189000.0,296262000.0,,358443000.0,29106000.0,93734000,103748000.0,3260000.0,-35771000.0,-568000.0,30454000.0,,643418000.0,690000.0,23765000.0,75812000.0,-24447000.0,-52074000.0,890376000.0,,193469000.0,759684000,80863000,,,,
2011-09-30,2856000.0,2538012000.0,55240000.0,613691000.0,2276000.0,113126000.0,449576000.0,1601422000.0,,730763000.0,,1121754000.0,49231000,49231000,0.165,233610000.0,49231000,45112000.0,-3533000.0,45112000.0,61832000.0,605665000.0,8713000.0,,245924000.0,18915000.0,45112000.0,1192238000.0,4847000.0,-102359000.0,13511000.0,38024000.0,958289000.0,-251053000.0,39348000.0,292650000.0,0.0,-31723000.0,0.17,,,,1465000.0,84496000.0,6295000.0,-7339000.0,334322000.0,42256000.0,1579723000.0,0.0,-79089000.0,296804000.0,,371160000.0,30787000.0,98376000,50055000.0,3426000.0,-7323000.0,,47255000.0,,692649000.0,,58102000.0,80018000.0,-18754000.0,-84921000.0,936590000.0,,227526000.0,783898000,88398000,,,,
2011-12-31,3135000.0,3199704000.0,142578000.0,926552000.0,26269000.0,131025000.0,547843000.0,2049969000.0,,1157926000.0,,1476063000.0,56145000,56145000,,284365000.0,56145000,48247000.0,-1657000.0,48247000.0,88796000.0,736846000.0,,,299394000.0,29524000.0,48247000.0,108910000.0,8380000.0,-331279000.0,16197000.0,40898000.0,1555619000.0,2115000.0,27468000.0,,0.0,-38790000.0,,,,,1470000.0,210875000.0,26819000.0,-8961000.0,391789000.0,45112000.0,1644085000.0,0.0,-310455000.0,,-179950000.0,424098000.0,28073000.0,108795000,55017000.0,-4894000.0,-30671000.0,,280689000.0,,748794000.0,,52590000.0,84218000.0,-25122000.0,-306422000.0,1149735000.0,604048000.0,397693000.0,939632000,92395000,,,,
2012-03-31,6922000.0,3260001000.0,112614000.0,856068000.0,52000000.0,123186000.0,584394000.0,2085723000.0,,1057842000.0,,1499382000.0,80991000,80991000,0.27,298635000.0,80991000,55169000.0,1609000.0,55169000.0,89160000.0,736641000.0,,,313528000.0,40498000.0,55169000.0,1607588000.0,7367000.0,-46026000.0,16257000.0,47358000.0,1514916000.0,2561000.0,88826000.0,294278000.0,0.0,13000000.0,0.275,,,,1474000.0,212538000.0,-2557000.0,-104000.0,447383000.0,48247000.0,1745085000.0,0.0,-415821000.0,299342000.0,,430777000.0,47106000.0,151721000,80289000.0,1449000.0,12160000.0,,-57747000.0,,829785000.0,28852000.0,110155000.0,128097000.0,-21329000.0,-24930000.0,1174278000.0,,457074000.0,1031777000,133855000,,,,
2012-06-30,4184000.0,3425409000.0,123515000.0,954067000.0,51313000.0,115599000.0,584600000.0,2172402000.0,,1166359000.0,,1578605000.0,63998000,63998000,0.215,295816000.0,63998000,59353000.0,-2207000.0,59353000.0,88777000.0,798807000.0,,,311169000.0,46379000.0,59353000.0,1684182000.0,7356000.0,-115432000.0,17189000.0,44655000.0,1611681000.0,4658000.0,-9429000.0,295290000.0,0.0,-43763000.0,0.215,,,,1480000.0,224276000.0,6359000.0,-9616000.0,421931000.0,55169000.0,1813728000.0,0.0,-81391000.0,300152000.0,,443565000.0,37201000.0,125744000,66069000.0,6529000.0,-71711000.0,,109208000.0,,893783000.0,7755000.0,10857000.0,101199000.0,-20286000.0,-95385000.0,1253007000.0,,445322000.0,1006531000,110762000,,,,
2012-09-30,9861000.0,3502575000.0,130186000.0,929743000.0,52643000.0,133512000.0,607002000.0,2206226000.0,,1149415000.0,,1597936000.0,54048000,54048000,0.18,301440000.0,54048000,69214000.0,-334000.0,69214000.0,89486000.0,826354000.0,,,318155000.0,52103000.0,69214000.0,1706633000.0,7964000.0,-31609000.0,18128000.0,46321000.0,1613934000.0,3677000.0,42039000.0,296437000.0,0.0,-16906000.0,0.18,,,,2970000.0,219098000.0,-11694000.0,-676000.0,409705000.0,59353000.0,1888641000.0,0.0,-273950000.0,301172000.0,,453272000.0,29204000.0,109344000,56640000.0,3998000.0,-13854000.0,,-20181000.0,,947831000.0,7163000.0,61060000.0,83252000.0,-19021000.0,-12808000.0,1296349000.0,,464519000.0,1016707000,91550000,,,,
2012-12-31,-9444000.0,3723456000.0,122381000.0,1046762000.0,59323000.0,134822000.0,622794000.0,2339105000.0,311808000.0,1271418000.0,,1690284000.0,62188000,62188000,0.21,229574000.0,62188000,59770000.0,-49000.0,59770000.0,102275000.0,900803000.0,,,340584000.0,71716000.0,59770000.0,106715000.0,8611000.0,-159467000.0,18591000.0,47727000.0,1759362000.0,-18496000.0,-3501000.0,297213000.0,0.0,-47373000.0,0.21,,,,2978000.0,219335000.0,-7205000.0,759000.0,445121000.0,69214000.0,1964094000.0,0.0,-106940000.0,302075000.0,-231130000.0,494379000.0,34431000.0,123821000,-198483000.0,3658000.0,-60429000.0,,125792000.0,,1010019000.0,2748000.0,24118000.0,96619000.0,-27619000.0,-132213000.0,1384351000.0,725509000.0,487944000.0,1067915000,104537000,,,,
2013-03-31,3227000.0,3722699000.0,86850000.0,987979000.0,60524000.0,148168000.0,694048000.0,2323137000.0,357580000.0,1176731000.0,,1674844000.0,84592000,84592000,0.28,240913000.0,84592000,62997000.0,-2730000.0,62997000.0,101902000.0,883443000.0,,,358856000.0,79531000.0,62997000.0,101629000.0,8595000.0,-34293000.0,19040000.0,54185000.0,1681470000.0,3002000.0,84972000.0,298226000.0,0.0,9580000.0,0.28,,,-47973000.0,2985000.0,202084000.0,-7911000.0,-17489000.0,501949000.0,59770000.0,2041229000.0,0.0,-73755000.0,302937000.0,,492479000.0,47176000.0,159403000,1716000.0,4949000.0,-862000.0,,-67913000.0,,1094611000.0,14432000.0,106433000.0,131768000.0,-21461000.0,-13264000.0,1399562000.0,,504739000.0,1195997000,143093000,,,,
2013-06-30,98593000.0,4218315000.0,91989000.0,1311519000.0,56972000.0,163855000.0,741875000.0,2559825000.0,413215000.0,1521552000.0,,1826128000.0,75722000,75722000,0.25,252595000.0,75722000,161590000.0,-6128000.0,161590000.0,118044000.0,972926000.0,,,374815000.0,64962000.0,161590000.0,148771000.0,12492000.0,-313186000.0,20671000.0,69573000.0,2080662000.0,-8621000.0,84367000.0,299159000.0,0.0,-15807000.0,0.25,,,-2347000.0,2998000.0,263565000.0,22272000.0,-18064000.0,509873000.0,62997000.0,2137653000.0,0.0,-591978000.0,303657000.0,,515353000.0,40716000.0,149601000,4410000.0,5613000.0,4541000.0,,309065000.0,,1170333000.0,9756000.0,103057000.0,116438000.0,-18690000.0,-295315000.0,1658490000.0,,559110000.0,1251748000,135058000,,,,
2013-09-30,-54253000.0,4361059000.0,94815000.0,1250932000.0,67010000.0,213007000.0,780187000.0,2685408000.0,438800000.0,1464440000.0,,1920916000.0,73445000,73445000,0.24,263139000.0,73445000,107337000.0,-1356000.0,107337000.0,118693000.0,1018169000.0,,,392306000.0,61123000.0,107337000.0,154429000.0,15200000.0,-117298000.0,22157000.0,78166000.0,2106953000.0,4705000.0,110464000.0,300223000.0,0.0,-11980000.0,0.24,,,15033000.0,3005000.0,284900000.0,-12720000.0,11075000.0,517907000.0,161590000.0,2254106000.0,-9136000.0,-172396000.0,304685000.0,,531897000.0,35600000.0,146402000,1298000.0,5730000.0,33905000.0,,-71833000.0,,1243778000.0,16473000.0,131439000.0,109045000.0,-20975000.0,-96531000.0,1675651000.0,,642513000.0,1298094000,125601000,,,,
2013-12-31,43151000.0,4518774000.0,92008000.0,1264246000.0,71140000.0,198769000.0,771016000.0,2718957000.0,458094000.0,1490076000.0,,1937444000.0,77864000,77864000,0.26,272352000.0,77864000,150488000.0,-3521000.0,150488000.0,133822000.0,1076952000.0,,0.0,409072000.0,41535000.0,150488000.0,153739000.0,14644000.0,-40829000.0,24595000.0,81123000.0,2168029000.0,2322000.0,58067000.0,300644000.0,0.0,-51015000.0,0.26,,,-9383000.0,3008000.0,349069000.0,48000000.0,20011000.0,545673000.0,107337000.0,2350745000.0,0.0,-43942000.0,305199000.0,-294183000.0,546651000.0,40712000.0,157815000,2206000.0,5744000.0,-25211000.0,,-3378000.0,,1321642000.0,17440000.0,87127000.0,118576000.0,-29060000.0,-12410000.0,1799817000.0,840834000.0,677953000.0,1316689000,136601000,,,,
2014-03-31,-37242000.0,5209828000.0,105261000.0,1695627000.0,84948000.0,243837000.0,973893000.0,3116347000.0,577212000.0,1962886000.0,,2197255000.0,104653000,104653000,0.34,321859000.0,104653000,113246000.0,-2327000.0,113246000.0,161998000.0,1255804000.0,,-2240000.0,474729000.0,35106000.0,113246000.0,229352000.0,16118000.0,-521287000.0,27846000.0,95873000.0,2738801000.0,3060000.0,63293000.0,301406000.0,0.0,-19021000.0,0.35,,,-49615000.0,3018000.0,384102000.0,-9336000.0,20204000.0,651884000.0,150488000.0,2471027000.0,0.0,-398952000.0,305514000.0,,593867000.0,54021000.0,202674000,545000.0,6246000.0,-35468000.0,,386213000.0,,1426295000.0,27922000.0,97009000.0,158710000.0,-33716000.0,-488976000.0,2093481000.0,,775915000.0,1625777000,177155000,,,,
2014-06-30,-3682000.0,5498845000.0,105832000.0,1879837000.0,37430000.0,248632000.0,1038073000.0,3258119000.0,624300000.0,2146121000.0,,2308943000.0,104882000,104882000,0.34,333129000.0,104882000,109564000.0,-4204000.0,109564000.0,160452000.0,1346723000.0,,0.0,491562000.0,71487000.0,109564000.0,230429000.0,15628000.0,-181035000.0,31047000.0,97147000.0,2896329000.0,2972000.0,21580000.0,302030000.0,0.0,-21752000.0,0.35,,,-22164000.0,3022000.0,392659000.0,-11213000.0,36510000.0,671059000.0,113246000.0,2602516000.0,0.0,-294634000.0,305837000.0,,621600000.0,54341000.0,206340000,1100000.0,5537000.0,-84437000.0,,120258000.0,,1531177000.0,,55195000.0,159665000.0,-33615000.0,-148596000.0,2240726000.0,,750208000.0,1709132000,179497000,,,,
2014-09-30,135082000.0,5534578000.0,111093000.0,1825133000.0,33875000.0,261018000.0,1056613000.0,3189040000.0,609434000.0,2095496000.0,,2257153000.0,91515000,91515000,0.3,340801000.0,91515000,244646000.0,-3588000.0,244646000.0,159270000.0,1341325000.0,,0.0,504629000.0,72908000.0,244646000.0,221049000.0,16394000.0,-47549000.0,31754000.0,98546000.0,2866884000.0,1542000.0,137578000.0,302724000.0,0.0,-14493000.0,0.3,,,2099000.0,3030000.0,403587000.0,21982000.0,-2032000.0,664411000.0,109564000.0,2667694000.0,0.0,-146235000.0,306206000.0,,612292000.0,47564000.0,187948000,1795000.0,5184000.0,44898000.0,,16939000.0,,1622692000.0,,170438000.0,139800000.0,-32860000.0,-15282000.0,2345538000.0,,771388000.0,1721024000,159782000,,,,
2014-12-31,-130041000.0,5573492000.0,119430000.0,1801047000.0,36815000.0,250164000.0,1019572000.0,3256075000.0,601422000.0,2102139000.0,,2288895000.0,80469000,80469000,0.26,344440000.0,80469000,114605000.0,-2562000.0,114605000.0,181662000.0,1433847000.0,,,516319000.0,63515000.0,114605000.0,245525000.0,15965000.0,-171123000.0,34790000.0,91668000.0,2852835000.0,5747000.0,7496000.0,303191000.0,0.0,-67324000.0,0.27,,,7941000.0,3035000.0,400202000.0,-6907000.0,-40225000.0,664559000.0,244646000.0,2720657000.0,-1883000.0,-315773000.0,306601000.0,-374291000.0,629987000.0,48338000.0,180468000,3153000.0,5054000.0,-78094000.0,,-4407000.0,,1703161000.0,,48255000.0,129713000.0,-40759000.0,-123067000.0,2317417000.0,1004278000.0,750696000.0,1684131000,148240000,,,,
2015-03-31,60887000.0,5522466000.0,120540000.0,1672332000.0,59568000.0,252820000.0,1074433000.0,3185287000.0,645037000.0,1970245000.0,,2235043000.0,107095000,107095000,0.35,344955000.0,107095000,175492000.0,-8407000.0,175492000.0,177373000.0,1358056000.0,,,507065000.0,62303000.0,175492000.0,231852000.0,14906000.0,-34276000.0,30669000.0,96821000.0,2742559000.0,-42000.0,154049000.0,304003000.0,0.0,43823000.0,0.35,,,-62329000.0,3042000.0,397623000.0,11233000.0,-94624000.0,699479000.0,114605000.0,2779907000.0,-7316000.0,-81688000.0,306961000.0,,621571000.0,60098000.0,214676000,3298000.0,5546000.0,38738000.0,,-80412000.0,,1810256000.0,37063000.0,180145000.0,169101000.0,-26096000.0,-864000.0,2337179000.0,,772314000.0,1773912000,192414000,,,,
2015-06-30,-32069000.0,5634542000.0,123497000.0,1652064000.0,41286000.0,252750000.0,1114126000.0,3261921000.0,651271000.0,1954084000.0,,2286518000.0,119722000,119722000,0.39,355835000.0,119722000,143423000.0,-1760000.0,143423000.0,178523000.0,1402399000.0,,,521996000.0,39378000.0,143423000.0,228580000.0,14622000.0,-74904000.0,31045000.0,96770000.0,2680449000.0,1536000.0,61887000.0,304286000.0,0.0,-5424000.0,0.39,,,13334000.0,3044000.0,392951000.0,-29830000.0,-49217000.0,723944000.0,175492000.0,2954093000.0,2107000.0,-68015000.0,307247000.0,,650053000.0,64682000.0,231233000,2582000.0,5568000.0,-54827000.0,,-64509000.0,,1929978000.0,,102554000.0,185566000.0,-40667000.0,-36344000.0,2372621000.0,,726365000.0,1838070000,201948000,,,,
2015-09-30,-6337000.0,5704032000.0,124255000.0,1570056000.0,64097000.0,280086000.0,1118953000.0,3316889000.0,626780000.0,1869621000.0,,2348092000.0,101346000,101346000,0.33,366655000.0,101346000,137086000.0,-1650000.0,137086000.0,175310000.0,1464627000.0,,,541456000.0,37174000.0,137086000.0,219632000.0,14722000.0,-144576000.0,32974000.0,96385000.0,2667319000.0,4755000.0,175814000.0,305059000.0,0.0,-16054000.0,0.33,,,42691000.0,3054000.0,416341000.0,7458000.0,-82088000.0,712779000.0,143423000.0,3036713000.0,8383000.0,-77025000.0,307728000.0,,652780000.0,52475000.0,202647000,700000.0,5177000.0,75362000.0,,-68024000.0,,2031324000.0,,208624000.0,154951000.0,-32810000.0,-120149000.0,2387143000.0,,797698000.0,1831732000,171323000,,,,
2015-12-31,-49689000.0,5647837000.0,125278000.0,1528668000.0,31596000.0,248752000.0,1051592000.0,3307125000.0,590160000.0,1781185000.0,,2319246000.0,95060000,95060000,0.31,363785000.0,95060000,87397000.0,-5785000.0,87397000.0,127239000.0,1556552000.0,,,538874000.0,56034000.0,87397000.0,215117000.0,13256000.0,-76237000.0,33504000.0,76195000.0,2533155000.0,518000.0,-32403000.0,305520000.0,0.0,-105533000.0,0.31,,,21008000.0,3055000.0,415588000.0,6917000.0,-105470000.0,697327000.0,137086000.0,3114682000.0,-2160000.0,-12299000.0,308028000.0,-437946000.0,696567000.0,42448000.0,186172000,768000.0,5045000.0,-117478000.0,,-11147000.0,,2126384000.0,,38514000.0,139412000.0,-70917000.0,-3160000.0,2340712000.0,1134513000.0,751970000.0,1748919000,158453000,,,,
2016-03-31,141823000.0,7356857000.0,150437000.0,2743197000.0,64472000.0,311747000.0,1161039000.0,4362970000.0,882582000.0,3073038000.0,,3075293000.0,107732000,107732000,0.35,370661000.0,107732000,229220000.0,-20230000.0,229220000.0,179404000.0,1782797000.0,,,559954000.0,75365000.0,229220000.0,447730000.0,14592000.0,-625024000.0,33166000.0,81306000.0,4122448000.0,-3551000.0,68974000.0,306157000.0,0.0,18973000.0,0.35,,,-78373000.0,3065000.0,597826000.0,20514000.0,-104751000.0,760437000.0,87397000.0,3234409000.0,29104000.0,-543347000.0,308369000.0,,758641000.0,57567000.0,213419000,1156000.0,5916000.0,-32274000.0,,637803000.0,,2234116000.0,,119367000.0,165661000.0,-50393000.0,-603735000.0,2993887000.0,,1049410000.0,1921476000,200483000,,,,
2016-06-30,43983000.0,8185944000.0,209956000.0,3274629000.0,40794000.0,331618000.0,1528746000.0,4887516000.0,995153000.0,3709923000.0,,3059488000.0,140737000,140737000,0.46,438484000.0,140737000,273203000.0,-10419000.0,273203000.0,225338000.0,1890536000.0,,,669683000.0,60832000.0,273203000.0,630360000.0,26381000.0,-716481000.0,57716000.0,142622000.0,4878305000.0,-8216000.0,183937000.0,306718000.0,0.0,23575000.0,0.46,,,-5142000.0,3067000.0,735138000.0,10490000.0,-181502000.0,921947000.0,229220000.0,3307639000.0,551000.0,0.0,308898000.0,-485592000.0,1055046000.0,74874000.0,299561000,6037000.0,5509000.0,27912000.0,,540162000.0,,2374853000.0,,235863000.0,215464000.0,-51926000.0,-665106000.0,3298428000.0,1540638000.0,1168382000.0,2450693000,252264000,,,,
2016-09-30,-1352000.0,8203952000.0,211440000.0,3189345000.0,46814000.0,344846000.0,1503418000.0,4908411000.0,959321000.0,3627467000.0,,3117150000.0,122688000,122688000,0.4,435938000.0,122688000,271851000.0,-5133000.0,271851000.0,226682000.0,1912568000.0,,,672002000.0,74829000.0,271851000.0,619246000.0,27059000.0,-83185000.0,59488000.0,148308000.0,4776675000.0,-9077000.0,118494000.0,307190000.0,0.0,-15478000.0,0.4,,,37139000.0,3074000.0,682719000.0,-43416000.0,-190666000.0,883412000.0,273203000.0,3427277000.0,-472000.0,0.0,310036000.0,,1023707000.0,56797000.0,265765000,-482000.0,5637000.0,-31582000.0,,-89483000.0,,2504028000.0,,168921000.0,179218000.0,-50427000.0,-32286000.0,3295541000.0,,1149208000.0,2386830000,211410000,,,,
2016-12-31,-37335000.0,8303199000.0,174146000.0,3275662000.0,183047000.0,288308000.0,1320400000.0,4735605000.0,860549000.0,3649465000.0,183467000.0,3054769000.0,96298000,86331000,0.28,434222000.0,86331000,227400000.0,1259000.0,227400000.0,199657000.0,1935237000.0,,,661178000.0,66109000.0,227400000.0,584231000.0,23856000.0,-285238000.0,55716000.0,101562000.0,4860250000.0,-1584000.0,56535000.0,307514000.0,456640000.0,-91184000.0,0.28,,,-4425000.0,3075000.0,633773000.0,30989000.0,-267175000.0,830006000.0,271851000.0,3442949000.0,2973000.0,-2105012000.0,310120000.0,-495644000.0,811576000.0,47341000.0,223284000,12839000.0,5410000.0,-51741000.0,,137255000.0,,2590359000.0,,110863000.0,143712000.0,-54328000.0,-233883000.0,3567594000.0,1307220000.0,1210785000.0,2150406000,168828000,,,,
2017-03-31,30098000.0,8122246000.0,200893000.0,2933277000.0,83601000.0,332995000.0,1412750000.0,4804120000.0,973670000.0,3355674000.0,185262000.0,3120844000.0,140809000,136278000,0.44,453037000.0,136278000,264614000.0,-1882000.0,264614000.0,221504000.0,1978465000.0,,,691473000.0,91988000.0,264614000.0,576451000.0,23988000.0,181157000.0,50604000.0,112355000.0,4515375000.0,1356000.0,127895000.0,308028000.0,0.0,-745000.0,0.44,,,-108893000.0,3083000.0,651117000.0,24449000.0,-245636000.0,930093000.0,234516000.0,3606871000.0,1314000.0,-398758000.0,310300000.0,,809208000.0,72155000.0,287342000,1343000.0,7285000.0,-31797000.0,,-326386000.0,,2726637000.0,,172293000.0,212750000.0,-44398000.0,-77056000.0,3318126000.0,,1159701000.0,2342843000,238620000,,,,
2017-06-30,38930000.0,8430942000.0,236627000.0,2890708000.0,47041000.0,353558000.0,1493402000.0,4930207000.0,1001246000.0,3352597000.0,181996000.0,3191613000.0,150914000,150914000,0.49,473334000.0,150914000,303544000.0,3287000.0,303544000.0,225262000.0,2063462000.0,,,717915000.0,96860000.0,303544000.0,595333000.0,24596000.0,-67421000.0,56002000.0,119657000.0,4574257000.0,-3074000.0,142657000.0,308407000.0,0.0,-19633000.0,0.49,,,10531000.0,3086000.0,724201000.0,39140000.0,-154270000.0,965009000.0,264614000.0,3856685000.0,3398000.0,-210286000.0,310396000.0,,841608000.0,75862000.0,306383000,-6083000.0,5158000.0,-16187000.0,,-96690000.0,,2877551000.0,,189804000.0,225785000.0,-47147000.0,-23672000.0,3500735000.0,,1221660000.0,2458411000,247094000,,,,
2017-09-30,-28467000.0,8863938000.0,257302000.0,3021717000.0,51783000.0,373816000.0,1508924000.0,5195565000.0,1021728000.0,3520563000.0,199246000.0,3392363000.0,122381000,122381000,0.39,493464000.0,122381000,275077000.0,-902000.0,275077000.0,241544000.0,2236376000.0,,,752855000.0,126887000.0,275077000.0,602424000.0,25222000.0,-197893000.0,59902000.0,133560000.0,4822901000.0,-1140000.0,43154000.0,308909000.0,0.0,-77206000.0,0.4,,,22918000.0,3090000.0,749852000.0,-21414000.0,-97612000.0,956876000.0,303544000.0,4041037000.0,-1962000.0,-199649000.0,310779000.0,,867972000.0,58189000.0,263021000,-7242000.0,5139000.0,-93034000.0,,76013000.0,,2999932000.0,,87146000.0,177897000.0,-43992000.0,-151939000.0,3668373000.0,,1302338000.0,2465800000,204021000,,,,
2017-12-31,4689000.0,9366872000.0,307516000.0,3277620000.0,45727000.0,362024000.0,1522210000.0,5544738000.0,1027106000.0,3837495000.0,208404000.0,3536511000.0,122870000,124171000,0.39,495864000.0,124171000,279766000.0,-9877000.0,279766000.0,252359000.0,2380783000.0,,,770390000.0,126360000.0,279766000.0,743769000.0,27144000.0,-300438000.0,63695000.0,142965000.0,5160219000.0,-1695000.0,26104000.0,309070000.0,0.0,-106273000.0,0.39,,,19465000.0,3091000.0,788613000.0,2961000.0,-70476000.0,947645000.0,275077000.0,4198169000.0,11200000.0,-176913000.0,311106000.0,-606112000.0,913089000.0,29354000.0,241034000,13283000.0,5250000.0,-85491000.0,,234496000.0,,3124103000.0,,69657000.0,150195000.0,-43553000.0,-268085000.0,3822134000.0,1519201000.0,1322724000.0,2469855000,177255000,,,,
2018-03-31,-34087000.0,9636178000.0,329395000.0,3170788000.0,41167000.0,478683000.0,1666793000.0,5597035000.0,1211788000.0,3742409000.0,208210000.0,3572198000.0,152763000,152960000,0.49,766891000.0,152960000,245679000.0,-1172000.0,245679000.0,242226000.0,2401309000.0,,,823349000.0,142277000.0,245679000.0,740804000.0,28515000.0,-64621000.0,61066000.0,146067000.0,5217197000.0,91000.0,82974000.0,309517000.0,,5016000.0,0.49,,,-130520000.0,3096000.0,812661000.0,23924000.0,-14618000.0,1053971000.0,279766000.0,4406587000.0,534000.0,-325930000.0,311347000.0,,929756000.0,49584000.0,290516000,-3134000.0,5982000.0,-71514000.0,,-117506000.0,,3271718000.0,,145163000.0,200935000.0,-62189000.0,-2966000.0,4039143000.0,,1474788000.0,2720764000,230622000,,,,
2018-06-30,99523000.0,11548631000.0,389570000.0,4261176000.0,49603000.0,579690000.0,1868872000.0,6955025000.0,1301514000.0,4983348000.0,202653000.0,4421976000.0,157866000,157007000,0.5,826044000.0,157007000,345202000.0,-16305000.0,345202000.0,332602000.0,2718158000.0,,,889207000.0,177372000.0,345202000.0,973031000.0,38272000.0,-1184596000.0,68438000.0,168901000.0,6771656000.0,-16577000.0,130274000.0,312556000.0,,-17793000.0,0.51,,,18342000.0,3178000.0,981643000.0,-49304000.0,-116061000.0,1161879000.0,245679000.0,4719472000.0,1640000.0,-449477000.0,314012000.0,-661819000.0,1188464000.0,60775000.0,324805000,7490000.0,5862000.0,-56150000.0,,1171849000.0,,3428725000.0,,183506000.0,218095000.0,-53232000.0,-1133004000.0,4593606000.0,1850283000.0,1788308000.0,3030751000,272672000,,,,
2018-09-30,-3856000.0,11585336000.0,376566000.0,4250137000.0,57088000.0,618480000.0,1925180000.0,6992276000.0,1255876000.0,4952240000.0,157409000.0,4475266000.0,134480000,134102000,0.42,879150000.0,134102000,341346000.0,345000.0,341346000.0,325537000.0,2794894000.0,,,955851000.0,118365000.0,341346000.0,953372000.0,40860000.0,-122299000.0,81473000.0,205226000.0,6687920000.0,-2038000.0,136156000.0,318082000.0,,-58281000.0,0.42,,,41381000.0,3182000.0,941747000.0,-46617000.0,-134791000.0,1197198000.0,345202000.0,4840460000.0,15206000.0,-449428000.0,319402000.0,-691086000.0,1201003000.0,46068000.0,323165000,-11543000.0,5700000.0,-40327000.0,,-75029000.0,,3562827000.0,,192498000.0,200832000.0,-56342000.0,-81163000.0,4593060000.0,1892089000.0,1735680000.0,3122378000,241347000,,,,
