date,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossPPE,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyInventory,quarterlyOtherCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,quarterlyGoodwill,quarterlyIncomeTaxPayable,quarterlyNetIncome,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,quarterlyEndCashPosition,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyEbitda,quarterlyChangeInInventory
2012-12-31,24852406000,2588991000,2673411000.0,27936051000,24270518000,6472079000,34769829000,7659000,6833778000,12089395000,18561474000,4018000000,10943270000,133920000,3670124000.0,225731000,0.0,-317638000.0,2271353000,5510059000,9920341000,774000.0,154618000,0.0,3191436000.0,581888000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,22640219000,2285859000,,26950708000,22149185000,4725292000,33335883000,7797000,6385175000,13909000000,18634292000,4125700000,12577598000,126180000,3619700000.0,470191000,0.0,,2285859000,4808365000,10697903000,774000.0,117938000,0.0,2305351000.0,491034000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,20197103000,2652991000,3785335000.0,25903900000,19789941000,3622336000,31953164000,7919000,6049264000,14550166000,18172502000,4125700000,12227087000,234307000,-485012000.0,212735000,0.0,-379870000.0,2273121000,7267228000,11739625000,0.0,79637000,6049264000.0,2372575000.0,407162000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,21510062000,2333398000,4080168000.0,27743508000,21082361000,2422811000,33559835000,8025000,5816327000,15686179000,18108990000,4125700000,14897887000,255369000,238781000.0,275656000,0.0,,2333398000,9148018000,12032874000,,43461000,0.0,6071062000.0,427701000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,24169754000,2876563000,4895756000.0,31447411000,23479699000,4170349000,37223342000,8746000,5775931000,17792501000,21962850000,4125700000,13764067000,205742000,-701689000.0,259979000,29960000.0,-429786000.0,2446777000,8924347000,13035482000,438000.0,359789000,327650000.0,0.0,690055000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,24901777000,2499008000,4878122000.0,32084714000,24145076000,5492195000,37954674000,8367000,5869960000,18447083000,23939278000,4125700000,13441390000,64578000,249191000.0,352803000,0.0,,2499008000,7446797000,13019088000,1782000.0,436666000,0.0,0.0,756701000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,28031012000,3419292000,5874038000.0,35415222000,27197903000,4035091000,42232428000,9496000,6817206000,20344614000,24379705000,4125700000,16754747000,428275000,-1088531000.0,254089000,0.0,-538404000.0,2880888000,10467293000,14166833000,1430000.0,397078000,0.0,4035091000.0,833109000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,28917446000,2994040000,6059809000.0,35752928000,28210329000,4265769000,42908146000,8289000,7155218000,19852861000,24118630000,4125700000,16382921000,369846000,565977000.0,665237000,0.0,,2994040000,10396847000,13941168000,28368000.0,274141000,0.0,4265769000.0,707117000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,32076726000,4044006000,7209862000.0,39348918000,31120276000,5942003000,47452279000,9587000,8103361000,19541868000,25483871000,4125700000,17541253000,576695000,-1605717000.0,495736000,0.0,-640992000.0,3403014000,12814723000,15328515000,46193000.0,469728000,0.0,5942003000.0,956450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,34357187000,3556321000,,41501705000,33371084000,6520143000,49501851000,9354000,8000146000,18395713000,24915856000,4125700000,18008068000,483562000,592123000.0,908490000,0.0,-55130000.0,3501191000,14470984000,15072294000,47214000.0,502311000,0.0,6520143000.0,986103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,31333893000,3858875000,,38988130000,30300066000,5032483000,47539361000,17511000,8551231000,18466327000,23498810000,4125700000,16541389000,754847000,-1617352000.0,652791000,,-447839000.0,3411036000,13657578000,16132572000,44175000.0,161522000,,,1033827000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,42810911000,3889013000,,48068442000,41826566000,4683220000,58153892000,465873000,10085450000,22009255000,26692475000,4125700000,21929372000,1147703000,1867119000.0,772869000,18470321000.0,,3889013000,11235095000,15259271000,105879000.0,47638000,,8026283000.0,984345000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,39601363000,5105299000,,43686456000,38191494000,5013871000,56114617000,464816000,12428161000,21383610000,26397481000,4125700000,21811779000,878403000,897782000.0,578900000,,-1055733000.0,4049566000,11520437000,16427408000,94360000.0,106356000,,,1409869000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,37991117000,4226936000,,40548791000,36419061000,4345585000,54636296000,455872000,14087505000,17752424000,22098009000,4125700000,22088738000,597582000,,668716000,,,4226936000,12387937000,16533846000,88923000.0,45136000,,,1572056000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
