date,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlySaleOfInvestment,quarterlyBasicAverageShares,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyEbitda,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyAccumulatedDepreciation,quarterlyCommonStockIssuance,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentAccruedExpenses,quarterlyTotalAssets,quarterlyCostOfRevenue,quarterlyNetIncome,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyOtherShortTermInvestments,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
1994-12-31,86800000.0,,,4100000.0,,1114300000.0,871000000.0,,,,266300000.0,266300000.0,1807500000.0,314400000.0,334500000.0,206400000.0,,2892800000.0,310300000,86400000.0,,-1707700000.0,,,239700000.0,1433500000.0,4600500000.0,-43700000.0,3801200000.0,226600000.0,,-166200000.0,-116800000.0,243300000,575000000.0,1592000000,9400000.0,18900000.0,,1185200000.0,,3033800000.0,,,,719200000.0,557300000.0,109800000.0,-48100000.0,,4467300000.0,477700000.0,153300000.0,67000000.0,153300000,614900000.0,1474600000.0,396300000.0,0.0,8000000.0,,,275700000.0,198100000.0,11600000.0,,-5800000.0,,-79900000.0,153300000.0,-98200000.0,2659800000.0,136900000.0,,,,
1995-03-31,4000000.0,,,3500000.0,,1013900000.0,691100000.0,,435555556.0,,294900000.0,294900000.0,1851900000.0,266300000.0,335500000.0,215100000.0,,2930500000.0,390000000,119400000.0,,-1803100000.0,,,315400000.0,1562300000.0,4733600000.0,-91500000.0,3917700000.0,213700000.0,7600000.0,-120500000.0,-70700000.0,322800000,681800000.0,1716000000,,600000.0,,1343500000.0,0.45,3129900000.0,,435555556.0,,718900000.0,495700000.0,143000000.0,28600000.0,,4692200000.0,702100000.0,196000000.0,67200000.0,196000000,623900000.0,1496800000.0,426500000.0,0.0,10600000.0,0.45,,326200000.0,282200000.0,18000000.0,,700000.0,,-79500000.0,196000000.0,-66700000.0,2840300000.0,195900000.0,,,,
1995-06-30,1900000.0,,,3600000.0,,1030200000.0,745800000.0,,438387097.0,,377100000.0,377100000.0,1857700000.0,0.0,353700000.0,212300000.0,,2923200000.0,354200000,84900000.0,,-1857500000.0,,,220800000.0,1646700000.0,4780700000.0,-56100000.0,3974500000.0,262600000.0,9500000.0,-104000000.0,-74000000.0,284400000,675300000.0,1780100000,,3900000.0,,1372800000.0,0.31,3100700000.0,,438387097.0,,718500000.0,511500000.0,188600000.0,82200000.0,,4747400000.0,749900000.0,135900000.0,69800000.0,135900000,676000000.0,1516900000.0,408700000.0,0.0,-47100000.0,0.31,,343800000.0,286900000.0,16500000.0,,13900000.0,,-79100000.0,135900000.0,-72100000.0,2889700000.0,173900000.0,,,,
1995-09-30,1400000.0,,,3600000.0,,1077500000.0,701700000.0,,433962264.0,,463500000.0,463500000.0,1863500000.0,0.0,388000000.0,221500000.0,,2920000000.0,444200000,135500000.0,,-1887500000.0,,,365500000.0,1743200000.0,4807500000.0,-137300000.0,4119400000.0,385000000.0,64900000.0,-220900000.0,-77400000.0,375800000,716000000.0,1844700000,,1900000.0,,1440800000.0,0.53,3096800000.0,,433962264.0,,718200000.0,520300000.0,307600000.0,86400000.0,,4840000000.0,767200000.0,230000000.0,68400000.0,230000000,633300000.0,1535700000.0,399300000.0,0.0,5500000.0,0.53,,336800000.0,297200000.0,15800000.0,,8800000.0,,-85200000.0,230000000.0,-76000000.0,2976500000.0,173200000.0,,,,
1995-12-31,-6800000.0,,,,,963200000.0,686900000.0,,,,221900000.0,221900000.0,1590900000.0,0.0,370800000.0,240100000.0,,2784800000.0,329700000,-34100000.0,,-1953000000.0,,,-105700000.0,1428800000.0,4737800000.0,-89800000.0,3963000000.0,179700000.0,-147400000.0,-313800000.0,-93600000.0,276300000,704700000.0,1662900000,,-85100000.0,,1265400000.0,,2985800000.0,,,,717800000.0,840500000.0,86100000.0,-241600000.0,,4414600000.0,699700000.0,-71600000.0,53400000.0,-71600000,633500000.0,1558300000.0,376700000.0,0.0,-369700000.0,,,189900000.0,,12300000.0,,-29000000.0,,-84700000.0,-71600000.0,-94100000.0,2823700000.0,201000000.0,,,,
1996-03-31,-2100000.0,,,,,1059300000.0,711000000.0,,429375000.0,,223100000.0,223100000.0,1502000000.0,221900000.0,343300000.0,269100000.0,,2749500000.0,412100000,119400000.0,,-2012800000.0,,,325500000.0,1533400000.0,4762300000.0,-213700000.0,4085300000.0,179900000.0,-112800000.0,-129800000.0,-46500000.0,348300000,768300000.0,1785900000,,-2600000.0,,1466000000.0,0.48,3006700000.0,,429375000.0,,722100000.0,553700000.0,133400000.0,1200000.0,,4540100000.0,726600000.0,206100000.0,63800000.0,206100000,647200000.0,1572100000.0,382400000.0,0.0,-9100000.0,0.48,,354400000.0,296300000.0,13700000.0,,3900000.0,,-83900000.0,206100000.0,-48600000.0,3038100000.0,257200000.0,,,,
1996-06-30,6000000.0,,,,,938400000.0,770700000.0,,411052632.0,,254300000.0,254300000.0,1354400000.0,0.0,352000000.0,310300000.0,,2745800000.0,229900000,47700000.0,,-2028400000.0,,,125800000.0,1582900000.0,4774200000.0,-142600000.0,4080600000.0,129000000.0,25200000.0,-39800000.0,-62700000.0,167700000,733600000.0,1651400000,,2100000.0,,1623900000.0,0.19,2999500000.0,,411052632.0,,719800000.0,561200000.0,66300000.0,31200000.0,,4582400000.0,713000000.0,78100000.0,62200000.0,78100000,708500000.0,1604100000.0,383500000.0,0.0,-25800000.0,0.19,,538300000.0,323100000.0,16100000.0,,3400000.0,,-82800000.0,78100000.0,-56700000.0,3228000000.0,253700000.0,,,,
1996-09-30,14400000.0,,,,,925100000.0,621800000.0,,419736842.0,,300400000.0,300400000.0,1359500000.0,0.0,330300000.0,281100000.0,,2774100000.0,362800000,99600000.0,,-2062400000.0,,,259100000.0,1607300000.0,4836500000.0,-71200000.0,4151100000.0,246200000.0,10600000.0,-125200000.0,-89800000.0,303300000,743100000.0,1681600000,,5200000.0,,2144900000.0,0.38,3025300000.0,,419736842.0,,224100000.0,567600000.0,156400000.0,46100000.0,,4632600000.0,756500000.0,159500000.0,59500000.0,159500000,562300000.0,1128200000.0,382300000.0,0.0,-27400000.0,0.38,,1071500000.0,336500000.0,16800000.0,,3300000.0,,-89000000.0,159500000.0,-75400000.0,3273100000.0,251200000.0,,,,
1996-12-31,-4200000.0,,,,,882400000.0,606700000.0,,,,243800000.0,243800000.0,1282400000.0,0.0,335200000.0,267600000.0,,2932900000.0,341700000,62200000.0,,-2087200000.0,,,149500000.0,1528600000.0,5020100000.0,-108200000.0,4150300000.0,156400000.0,,388800000.0,-613500000.0,275700000,710000000.0,1557700000,,53300000.0,,2199000000.0,,3521400000.0,,,,726700000.0,494200000.0,-457100000.0,-56600000.0,,5050000000.0,675300000.0,87300000.0,66000000.0,87300000,540700000.0,1568600000.0,424900000.0,0.0,-107200000.0,,,1153800000.0,347700000.0,19000000.0,,-17200000.0,,-88000000.0,87300000.0,-606100000.0,3767600000.0,588500000.0,,,,
1997-03-31,-7400000.0,,,,,929300000.0,652100000.0,,422631579.0,,226300000.0,226300000.0,1210200000.0,243800000.0,299700000.0,318700000.0,,2880700000.0,345600000,91400000.0,,-2105200000.0,3400000.0,,252000000.0,1631900000.0,4985900000.0,-101200000.0,4223100000.0,170400000.0,30900000.0,-114100000.0,-61800000.0,277200000,862000000.0,1688900000,,-16600000.0,,2392200000.0,0.38,3502900000.0,,422631579.0,,721900000.0,451200000.0,108600000.0,-17500000.0,,5134800000.0,759600000.0,160600000.0,68400000.0,160600000,583700000.0,1532400000.0,406900000.0,0.0,200000.0,0.38,,1230500000.0,359300000.0,25400000.0,,-200000.0,,-87800000.0,160600000.0,-69200000.0,3924600000.0,622200000.0,,,,
1997-06-30,-600000.0,,,,,981200000.0,689800000.0,,419487179.0,,203200000.0,203200000.0,1149200000.0,0.0,324500000.0,322300000.0,,2878800000.0,363700000,90600000.0,,-2159300000.0,16700000.0,,254200000.0,1605400000.0,5038100000.0,-149200000.0,4299700000.0,243900000.0,-2800000.0,-192900000.0,-70100000.0,291400000,833100000.0,1719700000,,19200000.0,,1916400000.0,0.39,3485400000.0,,419487179.0,,1220000000.0,447000000.0,173800000.0,-23100000.0,,5090800000.0,738500000.0,163600000.0,72300000.0,163600000,617500000.0,2025200000.0,449100000.0,0.0,-10200000.0,0.39,,758800000.0,358200000.0,27000000.0,,200000.0,,-87000000.0,163600000.0,-70700000.0,3941600000.0,606600000.0,,,,
1997-09-30,-7100000.0,,,,,1013400000.0,656800000.0,,414400000.0,,274400000.0,274400000.0,1187700000.0,0.0,371900000.0,294600000.0,,2868000000.0,425600000,109300000.0,,-2194000000.0,41900000.0,,316500000.0,1673500000.0,5062000000.0,-83600000.0,1318200000.0,284800000.0,-10500000.0,-113700000.0,-88500000.0,356600000,791000000.0,1803800000,,28900000.0,,1950200000.0,0.5,3496000000.0,,414400000.0,,1218700000.0,444900000.0,196300000.0,71200000.0,,5169500000.0,790400000.0,207200000.0,69000000.0,207200000,587800000.0,2031600000.0,440300000.0,0.0,-12400000.0,0.5,,787300000.0,368000000.0,27700000.0,,0.0,,-92900000.0,207200000.0,-95600000.0,3981800000.0,628000000.0,,,,
1997-12-31,17700000.0,,,,,923400000.0,655400000.0,,,,173200000.0,173200000.0,997500000.0,0.0,328000000.0,272700000.0,,2773300000.0,345600000,49200000.0,,-2087200000.0,8700000.0,,81800000.0,1467700000.0,4860500000.0,-92000000.0,1240400000.0,180700000.0,-35600000.0,-186600000.0,-117400000.0,268000000,749500000.0,1617700000,,7000000.0,,1657300000.0,,3409900000.0,,,,1415400000.0,807400000.0,63300000.0,-101200000.0,,4877600000.0,694300000.0,14600000.0,77600000.0,32600000,577800000.0,2222800000.0,434300000.0,0.0,-158000000.0,,,579800000.0,,28200000.0,,0.0,,-92400000.0,14600000.0,-93800000.0,3880100000.0,636600000.0,,,,
1998-03-31,-3400000.0,,,,,928400000.0,629600000.0,,406428571.0,,165200000.0,165200000.0,1032100000.0,173200000.0,344800000.0,308100000.0,,2796300000.0,366100000,99400000.0,,-2230900000.0,13700000.0,,270100000.0,1577600000.0,5027200000.0,-61300000.0,1318700000.0,138500000.0,-111700000.0,-61100000.0,-79700000.0,298800000,761400000.0,1642900000,,1700000.0,,1762700000.0,0.42,3454600000.0,,406428571.0,,1417700000.0,819700000.0,58800000.0,-8000000.0,,5032200000.0,714500000.0,170700000.0,67300000.0,170700000,562300000.0,2237400000.0,451100000.0,0.0,400000.0,0.42,,656500000.0,,29100000.0,,0.0,,-92400000.0,170700000.0,-83100000.0,4000100000.0,658300000.0,,,,
1998-06-30,9800000.0,,,,,961900000.0,717300000.0,,409142857.0,,192600000.0,192600000.0,992600000.0,0.0,374000000.0,230400000.0,,2812700000.0,312600000,76900000.0,,-2245900000.0,-400000.0,,220100000.0,1546400000.0,5058600000.0,-66700000.0,1369900000.0,204200000.0,4100000.0,-73000000.0,-114100000.0,244600000,687000000.0,1713500000,,36800000.0,,1806500000.0,0.35,3461300000.0,,409142857.0,,1414000000.0,437100000.0,90100000.0,27400000.0,,5007700000.0,751600000.0,143200000.0,68000000.0,143200000,649300000.0,2208600000.0,447900000.0,0.0,4500000.0,0.35,,745500000.0,357500000.0,29000000.0,,0.0,,-92000000.0,143200000.0,-104300000.0,4015100000.0,648600000.0,,,,
1998-09-30,2000000.0,,,,,1006400000.0,760500000.0,,405428571.0,,204200000.0,204200000.0,956100000.0,0.0,393900000.0,240100000.0,,2841300000.0,315400000,73400000.0,,-2322400000.0,300000.0,,215300000.0,1620000000.0,5163700000.0,-93500000.0,1416200000.0,224200000.0,22200000.0,-133700000.0,-80300000.0,245900000,750800000.0,1805800000,,1100000.0,,1943600000.0,0.35,3498000000.0,,405428571.0,,1415700000.0,435400000.0,143900000.0,11600000.0,,5118000000.0,799400000.0,141900000.0,69500000.0,141900000,691000000.0,2218300000.0,437800000.0,0.0,-100000.0,0.35,,798900000.0,367200000.0,30500000.0,,0.0,,-95600000.0,141900000.0,-78300000.0,4161900000.0,656700000.0,,,,
1998-12-31,-11400000.0,,,,,860300000.0,684600000.0,,,,136000000.0,136000000.0,890000000.0,0.0,387000000.0,217000000.0,,2889000000.0,248900000,30300000.0,,-2358000000.0,1400000.0,,77500000.0,1497000000.0,5247000000.0,-18500000.0,1368000000.0,153100000.0,86400000.0,-90200000.0,-127900000.0,175700000,710000000.0,1599800000,,6400000.0,,1719000000.0,,3555000000.0,693000000.0,,,1615000000.0,828000000.0,25200000.0,-68000000.0,,5052000000.0,739500000.0,47200000.0,73200000.0,47200000,611400000.0,2443000000.0,451000000.0,136000000.0,-68800000.0,,,622000000.0,,31400000.0,,0.0,,-95000000.0,47200000.0,-132300000.0,4162000000.0,666000000.0,,,,
1999-03-31,6800000.0,,,,,976900000.0,717400000.0,,409655172.0,,140400000.0,140400000.0,883500000.0,136400000.0,397800000.0,236500000.0,,2844500000.0,327500000,72200000.0,,-2380400000.0,2400000.0,,191000000.0,1574500000.0,5224900000.0,,1391200000.0,149700000.0,-61000000.0,-90600000.0,-55600000.0,259500000,737400000.0,1745300000,,10800000.0,,1762100000.0,0.29,3516500000.0,,409655172.0,,1611200000.0,435500000.0,94100000.0,4000000.0,,5091000000.0,768400000.0,118800000.0,68000000.0,118800000,649400000.0,2445400000.0,473600000.0,0.0,-39500000.0,0.29,,626900000.0,398700000.0,29000000.0,,0.0,,-95300000.0,118800000.0,-48800000.0,4207500000.0,672000000.0,,,,
1999-06-30,1600000.0,,,,,1018700000.0,747400000.0,,405789474.0,,140200000.0,140200000.0,940000000.0,0.0,406500000.0,216400000.0,,2826600000.0,343900000,84600000.0,,-2438400000.0,2000000.0,,238800000.0,1569500000.0,5265000000.0,,1449900000.0,149900000.0,-106400000.0,-89700000.0,-59700000.0,271300000,647900000.0,1784400000,,-100000.0,,1685100000.0,0.38,3488600000.0,,405789474.0,,1611400000.0,430900000.0,90200000.0,-200000.0,,5058100000.0,765700000.0,154200000.0,72600000.0,154200000,674800000.0,2433000000.0,480400000.0,0.0,-3500000.0,0.38,,630700000.0,390700000.0,29000000.0,,0.0,,-95500000.0,154200000.0,-58100000.0,4118100000.0,662000000.0,,,,
1999-09-30,13800000.0,,,,-323800000.0,1059300000.0,762400000.0,,445000000.0,103800000.0,150800000.0,150800000.0,813300000.0,0.0,400300000.0,244800000.0,,2642700000.0,371500000,-12300000.0,,-2517500000.0,3400000.0,,-47900000.0,1686400000.0,5160200000.0,,1314800000.0,249800000.0,,-206100000.0,-62400000.0,296900000,719300000.0,1868400000,,-37800000.0,,1640900000.0,-0.08,3194300000.0,,445000000.0,,1610800000.0,430200000.0,187400000.0,10600000.0,,4880700000.0,809100000.0,-35600000.0,74600000.0,-35600000,687800000.0,2426500000.0,486400000.0,150800000.0,-315300000.0,-0.08,,521300000.0,385500000.0,29500000.0,,0.0,,-99500000.0,-35600000.0,-32600000.0,4067400000.0,551600000.0,,,,
1999-12-31,-29800000.0,,,335600000.0,-331400000.0,892200000.0,646500000.0,,,103800000.0,150600000.0,150600000.0,813200000.0,150800000.0,305300000.0,236300000.0,,2640900000.0,318500000,53900000.0,,-2515800000.0,5100000.0,,154800000.0,1569200000.0,5156700000.0,,1317200000.0,245800000.0,,-141200000.0,-386700000.0,245700000,761000000.0,1586100000,47200000.0,-33400000.0,,1587800000.0,,3239500000.0,,,,1612800000.0,543600000.0,-140900000.0,-200000.0,,4808700000.0,693900000.0,100900000.0,72800000.0,100900000,573700000.0,2407700000.0,503800000.0,150600000.0,-59600000.0,,,521500000.0,251300000.0,31300000.0,,0.0,,-98400000.0,100900000.0,-104700000.0,3995500000.0,263000000.0,,,,
2000-03-31,3000000.0,,,,-354400000.0,983900000.0,698700000.0,,405500000.0,103800000.0,148300000.0,148300000.0,855700000.0,150600000.0,356200000.0,218700000.0,,2652300000.0,354100000,90900000.0,,-2546800000.0,3000000.0,,252600000.0,1612800000.0,5199100000.0,,1379700000.0,198400000.0,-13500000.0,-35800000.0,-70100000.0,285200000,764400000.0,1751900000,,15300000.0,,2102700000.0,0.4,3361300000.0,,405500000.0,,1212300000.0,423000000.0,128300000.0,-2300000.0,,4974100000.0,768000000.0,161700000.0,68900000.0,161700000,629800000.0,2015700000.0,485200000.0,148300000.0,-800000.0,0.4,,982100000.0,380400000.0,31800000.0,,0.0,,-99200000.0,161700000.0,-159700000.0,4118400000.0,709000000.0,,,,
2000-06-30,-6400000.0,,,,-397700000.0,1025900000.0,746000000.0,,405600000.0,103800000.0,172300000.0,172300000.0,864900000.0,148300000.0,410300000.0,243300000.0,,2593700000.0,354200000,81900000.0,,-2561900000.0,1200000.0,,232800000.0,1687700000.0,5155600000.0,,1431000000.0,193500000.0,,-71300000.0,-57300000.0,279900000,736100000.0,1801100000,,-6300000.0,,2162600000.0,0.37,3337000000.0,,405600000.0,,1212200000.0,415800000.0,136200000.0,24000000.0,,5024700000.0,775200000.0,150900000.0,74300000.0,150900000,671700000.0,1997200000.0,487000000.0,172300000.0,-12900000.0,0.37,,1016200000.0,369200000.0,34200000.0,,0.0,,-99600000.0,150900000.0,-95800000.0,4159800000.0,743300000.0,,,,
2000-09-30,-1300000.0,,,,-433800000.0,1044100000.0,736000000.0,,405600000.0,103800000.0,216300000.0,216300000.0,908600000.0,172300000.0,394300000.0,212600000.0,,2535600000.0,382200000,90000000.0,,-2583800000.0,300000.0,,271900000.0,1718300000.0,5119400000.0,,1510600000.0,238200000.0,,-135600000.0,-45100000.0,308100000,717100000.0,1845700000,18000000.0,25100000.0,,2596100000.0,0.45,3281100000.0,,405600000.0,,709100000.0,413100000.0,193100000.0,44000000.0,,4999400000.0,801600000.0,181900000.0,74100000.0,181900000,661900000.0,1494700000.0,467100000.0,216300000.0,200000.0,0.45,,1484700000.0,372500000.0,36400000.0,,0.0,,-102400000.0,181900000.0,-57000000.0,4090800000.0,745500000.0,,,,
2000-12-31,-11300000.0,,,407400000.0,-435300000.0,573800000.0,370700000.0,,,103800000.0,204400000.0,204400000.0,897500000.0,216300000.0,388200000.0,273300000.0,,2526900000.0,276400000,17200000.0,,-2508300000.0,0.0,,110400000.0,1606800000.0,5035200000.0,,1501000000.0,250800000.0,,-199100000.0,-58400000.0,203100000,718100000.0,1556000000,115500000.0,-35500000.0,,2492600000.0,,3289500000.0,685300000.0,,,709200000.0,797000000.0,192400000.0,-11900000.0,,4896300000.0,982200000.0,93200000.0,73300000.0,93200000,588000000.0,1506200000.0,443800000.0,204400000.0,-57600000.0,,,1386300000.0,,35100000.0,,0.0,,-102700000.0,93200000.0,-66800000.0,3998800000.0,355200000.0,,,,
2001-03-31,-1800000.0,,,2096900000.0,-540100000.0,883500000.0,628000000.0,,405700000.0,103800000.0,346000000.0,346000000.0,781700000.0,204400000.0,505000000.0,342300000.0,,3002300000.0,326000000,75900000.0,,-2512900000.0,7600000.0,,168400000.0,2196200000.0,5515200000.0,,1482400000.0,78900000.0,,3939600000.0,-27400000.0,255500000,979500000.0,1707300000,-9200000.0,-26000000.0,,2885500000.0,0.21,8571600000.0,956300000.0,405700000.0,3087700000.0,5416600000.0,486700000.0,51500000.0,141600000.0,,10767800000.0,823800000.0,84100000.0,70500000.0,92500000,628000000.0,7100600000.0,551600000.0,346000000.0,-46400000.0,0.21,,1401000000.0,1197300000.0,40700000.0,,600000.0,,-102700000.0,84100000.0,-3872000000.0,9986100000.0,384700000.0,,,,
2001-06-30,2700000.0,,,2083700000.0,-536600000.0,1241400000.0,940100000.0,,405900000.0,103800000.0,240600000.0,240600000.0,799200000.0,346000000.0,490000000.0,329500000.0,,2968100000.0,415900000,70900000.0,,-2587800000.0,2000000.0,,185500000.0,2003200000.0,5555900000.0,,1494300000.0,339800000.0,,-386000000.0,-51400000.0,301300000,1043200000.0,2342900000,126000000.0,6000000.0,,2780400000.0,0.28,8535800000.0,896600000.0,405900000.0,3084200000.0,5286800000.0,483900000.0,288400000.0,-105400000.0,,10539000000.0,1101500000.0,114600000.0,114600000.0,114600000,940100000.0,6959400000.0,536500000.0,240600000.0,-8900000.0,0.28,,1247200000.0,1188700000.0,106900000.0,,0.0,,-102700000.0,114600000.0,-59600000.0,9739800000.0,399800000.0,,,,
2001-09-30,-3900000.0,,,2063600000.0,-523100000.0,1409400000.0,1062400000.0,,406200000.0,103800000.0,327000000.0,327000000.0,872000000.0,240600000.0,529100000.0,306800000.0,,2954800000.0,481500000,93600000.0,,-2654500000.0,11800000.0,,243900000.0,2070500000.0,5609300000.0,,1541800000.0,436100000.0,,-270000000.0,-75100000.0,347000000,1158900000.0,2590100000,142800000.0,27000000.0,,2712800000.0,0.37,8517300000.0,901000000.0,406200000.0,3074300000.0,5328900000.0,481700000.0,361000000.0,86400000.0,,10587800000.0,1180700000.0,150300000.0,134500000.0,150300000,1062400000.0,7003000000.0,535700000.0,327000000.0,1100000.0,0.37,,1024800000.0,1192400000.0,104200000.0,,0.0,,-102900000.0,150300000.0,-83000000.0,9715800000.0,424600000.0,,,,
2001-12-31,-16400000.0,,,,-551400000.0,1190500000.0,893100000.0,,,103800000.0,231800000.0,231800000.0,871500000.0,327000000.0,577500000.0,333400000.0,,2952800000.0,416400000,81700000.0,,-2659200000.0,5000000.0,,206300000.0,1902000000.0,5612000000.0,,1564700000.0,277200000.0,,-243400000.0,-122600000.0,297400000,1034500000.0,2213000000,-200000.0,64500000.0,,2207600000.0,,8466600000.0,762300000.0,,,5619000000.0,1670500000.0,154600000.0,-95200000.0,,10368600000.0,1022500000.0,124600000.0,119000000.0,124600000,893100000.0,7289500000.0,574500000.0,231800000.0,8600000.0,,,595600000.0,,99700000.0,,0.0,,-101500000.0,124600000.0,-129200000.0,9497100000.0,5513800000.0,,,,
2002-03-31,-400000.0,,,2004500000.0,-570800000.0,884600000.0,557500000.0,,407100000.0,103800000.0,261000000.0,261000000.0,942300000.0,231800000.0,512600000.0,278900000.0,,2862200000.0,414100000,90800000.0,,-2727100000.0,42000000.0,,243400000.0,1889700000.0,5589300000.0,-400000.0,1614400000.0,287500000.0,,-213900000.0,-32900000.0,327100000,1130000000.0,2061800000,46600000.0,11400000.0,,2106200000.0,0.37,8421600000.0,814500000.0,409400000.0,3138000000.0,5591800000.0,474300000.0,254600000.0,29200000.0,,10311300000.0,1177200000.0,152600000.0,87000000.0,152600000,557500000.0,7262800000.0,535300000.0,261000000.0,14400000.0,0.37,,463600000.0,1196700000.0,98100000.0,,0.0,,-102900000.0,152600000.0,-33300000.0,9369000000.0,416900000.0,,,,
2002-06-30,-800000.0,,,2004000000.0,-572300000.0,963600000.0,591200000.0,,409200000.0,103800000.0,196300000.0,196300000.0,1065300000.0,261000000.0,579200000.0,278200000.0,,2847000000.0,455200000,103700000.0,,-2871500000.0,39500000.0,,277500000.0,1857000000.0,5718500000.0,0.0,1684900000.0,276200000.0,,-362400000.0,-52700000.0,372400000,1150200000.0,2125100000,67800000.0,-10900000.0,,2918200000.0,0.42,8390800000.0,826700000.0,412600000.0,3110400000.0,4592100000.0,458100000.0,223500000.0,-64700000.0,,10247800000.0,1161500000.0,173800000.0,82800000.0,173800000,591200000.0,6264300000.0,555800000.0,196300000.0,2000000.0,0.42,,1188800000.0,1214100000.0,96900000.0,,0.0,,-103300000.0,173800000.0,9400000.0,9182500000.0,429400000.0,,,,
2002-09-30,-700000.0,,,5113300000.0,-566600000.0,973100000.0,558300000.0,,409400000.0,103800000.0,461200000.0,461200000.0,1094200000.0,196300000.0,572900000.0,234700000.0,,2807700000.0,505400000,117200000.0,,-2948400000.0,9900000.0,,320700000.0,2091200000.0,5756100000.0,-82400000.0,1784600000.0,506800000.0,,-176200000.0,-50400000.0,414800000,1302600000.0,2136500000,143500000.0,43300000.0,,3072800000.0,0.49,8358300000.0,810800000.0,412000000.0,,4594000000.0,1688500000.0,456400000.0,264900000.0,,10449500000.0,1163400000.0,203500000.0,90600000.0,203500000,558300000.0,6282500000.0,584500000.0,461200000.0,8100000.0,0.5,,1197300000.0,,102200000.0,,0.0,,-103800000.0,203500000.0,-55200000.0,9355300000.0,437300000.0,,,,
2002-12-31,1900000.0,,,5132600000.0,-853400000.0,913800000.0,520000000.0,,,103800000.0,100600000.0,100600000.0,895100000.0,461200000.0,619000000.0,318600000.0,,2840200000.0,481800000,111700000.0,,-3012400000.0,9500000.0,,302700000.0,1763400000.0,5852600000.0,-18200000.0,1873000000.0,-70600000.0,,-191900000.0,-117500000.0,393800000,1198600000.0,1980700000,7400000.0,67400000.0,,3014900000.0,,8455900000.0,741000000.0,,,4519400000.0,803500000.0,-188100000.0,-360600000.0,,10219300000.0,1066900000.0,191000000.0,88000000.0,191000000,520000000.0,6309300000.0,603200000.0,100600000.0,2900000.0,,,1197300000.0,986400000.0,94000000.0,,0.0,,-102600000.0,191000000.0,-109700000.0,9324200000.0,483100000.0,,,,
2003-03-31,1200000.0,,,5127700000.0,-852400000.0,916400000.0,569000000.0,,407700000.0,103800000.0,136800000.0,136800000.0,909000000.0,100600000.0,583300000.0,322400000.0,,2776200000.0,433100000,92200000.0,,-3091200000.0,14700000.0,,256100000.0,1866500000.0,5867400000.0,-62000000.0,1934000000.0,188300000.0,,-137300000.0,-29900000.0,347400000,881600000.0,2147500000,-94800000.0,13400000.0,,3518500000.0,0.4,8391500000.0,811100000.0,409300000.0,,4019100000.0,825800000.0,158400000.0,36200000.0,346300000.0,10258000000.0,1231100000.0,163900000.0,85700000.0,163900000,569000000.0,5830500000.0,596200000.0,136800000.0,700000.0,0.4,,1707300000.0,985600000.0,92000000.0,,2400000.0,,-102900000.0,163900000.0,-14400000.0,9349000000.0,487600000.0,,,,
