date,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyChangeInInventory,quarterlyBasicAverageShares,quarterlyGrossProfit,quarterlySaleOfInvestment,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyTaxProvision,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyDilutedEPS,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyOtherCurrentLiabilities,quarterlyCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyNetPPE,quarterlyChangeInWorkingCapital,quarterlyPretaxIncome,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlySellingGeneralAndAdministration,quarterlyPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyCashDividendsPaid,quarterlyInvestmentsAndAdvances,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyChangeInAccountPayable,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,quarterlyCapitalStock,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,quarterlyGoodwill
2015-09-30,0.0,2400000.0,-2200000,142700000.0,56100000,-900000.0,0.0,117500000.0,117500000.0,113000000,,6100000.0,,0.0,-300000.0,52400000,-77000000.0,,143400000.0,348800000.0,-4000000,-28000000,67900000,,,0.37,48900000,72400000,0.0,452000000.0,-30500000.0,,271800000.0,-10900000,74100000,608700000.0,,20000000.0,4500000,0.0,6400000.0,16300000,63900000,465300000.0,3500000,54300000,142700000.0,74400000,,420800000.0,0.0,-35400000,52800000,6500000,,12700000.0,0.37,-347200000.0,186700000.0,117500000,26900000,4600000.0,500000,-30800000,7200000,452000000.0,6800000.0,,,,,,,,,,
2015-12-31,0.0,,-700000,,103500000,2300000.0,0.0,93000000.0,93000000.0,117500000,,9500000.0,,0.0,-100000.0,100800000,-216200000.0,,130800000.0,609100000.0,-8600000,-28900000,104600000,,100000.0,,89600000,144800000,0.0,26100000.0,-93900000.0,,392900000.0,-18500000,111700000,715500000.0,458200000.0,28600000.0,-24500000,22800000.0,10100000.0,41300000,96000000,584700000.0,11200000,57000000,,111800000,,,482300000.0,-100200000,54700000,13500000,,6200000.0,,-320300000.0,185000000.0,93000000,24200000,4200000.0,700000,-42500000,13900000,508400000.0,6800000.0,,,,,,,,,,
2016-03-31,4100000.0,300000.0,-400000,152400000.0,56000000,4100000.0,0.0,138000000.0,138000000.0,93000000,-410000000.0,9900000.0,,0.0,0.0,50900000,-222100000.0,,172600000.0,614200000.0,-4700000,-26800000,72400000,,100000.0,0.36,45000000,76700000,0.0,23400000.0,,,392100000.0,-600000,68000000,752800000.0,47700000.0,26600000.0,45000000,23700000.0,6300000.0,20700000,67700000,580200000.0,5900000,55300000,152400000.0,68000000,,,72800000.0,-600000,52200000,7800000,,4400000.0,0.36,-35300000.0,188100000.0,138000000,26000000,4600000.0,-200000,-10600000,11000000,96200000.0,0.0,,,,,,,,,,
2016-06-30,-89800000.0,4000000.0,-400000,170100000.0,47800000,3900000.0,0.0,168600000.0,168600000.0,138000000,0.0,6700000.0,,0.0,0.0,43900000,-227900000.0,,199800000.0,622300000.0,-9100000,51200000,78300000,,0.0,0.35,38100000,71100000,0.0,20600000.0,,,394400000.0,4200000,66300000,783100000.0,344400000.0,24400000.0,30600000,24500000.0,5200000.0,23300000,69200000,583300000.0,5800000,63800000,170100000.0,66300000,,,370300000.0,-98900000,58800000,7800000,,4500000.0,0.35,-640900000.0,188900000.0,168600000,30200000,5000000.0,-3300000,-3400000,9700000,390900000.0,0.0,,,,,,,,,,
2016-09-30,0.0,2300000.0,-2800000,177300000.0,45200000,1600000.0,0.0,160800000.0,160800000.0,168600000,0.0,7200000.0,,0.0,0.0,42000000,-233900000.0,,189800000.0,629400000.0,-7500000,-49000000,73400000,,100000.0,0.28,36000000,67900000,0.0,26500000.0,-26300000.0,,395500000.0,6800000,58800000,797200000.0,343900000.0,20500000.0,-7800000,25000000.0,8600000.0,22700000,65900000,607400000.0,6000000,56300000,177300000.0,58800000,,,370300000.0,-32200000,49100000,7900000,,5800000.0,0.28,-49000000.0,211900000.0,160800000,25600000,7800000.0,1900000,0,9200000,396800000.0,0.0,,,,,,,,,,
2016-12-31,0.0,-6500000.0,-1200000,,51000000,5400000.0,0.0,121900000.0,121900000.0,160800000,-100000.0,6700000.0,,0.0,0.0,47500000,-239500000.0,,165400000.0,637500000.0,-7000000,-11400000,68900000,,2500000.0,,41500000,75600000,0.0,31300000.0,-94800000.0,2100000.0,398000000.0,-11100000,72300000,865600000.0,686000000.0,28500000.0,-38900000,1400000.0,10100000.0,24600000,61900000,700200000.0,6000000,69500000,,72300000,,,714400000.0,-96400000,59800000,7700000,,13900000.0,,-351000000.0,302200000.0,121900000,35300000,9000000.0,100000,-2300000,9500000,745700000.0,0.0,,,,,,,,,,
2017-03-31,400000.0,2700000.0,1100000,177300000.0,42600000,6000000.0,0.0,154600000.0,154600000.0,121900000,-200000.0,6500000.0,,0.0,0.0,38000000,-245700000.0,,198400000.0,649500000.0,-7300000,-59900000,93500000,,,0.33,31800000,70200000,0.0,47400000.0,,2500000.0,403800000.0,15100000,73000000,898800000.0,685300000.0,29400000.0,32700000,24700000.0,16800000.0,27600000,86200000,700400000.0,6200000,70800000,177300000.0,73000000,,,713900000.0,-900000,58700000,8000000,,22000000.0,0.33,-58600000.0,296600000.0,154600000,46000000,7900000.0,-100000,-1100000,10800000,761300000.0,0.0,,,,,,,,,,
2017-06-30,0.0,-16900000.0,-400000,177400000.0,47200000,2400000.0,0.0,135400000.0,135400000.0,154600000,-100000.0,15000000.0,0.0,0.0,0.0,45700000,-372600000.0,0.0,188900000.0,986900000.0,-13600000,120000000,81800000,,,0.29,32800000,86800000,0.0,57200000.0,,2600000.0,614300000.0,-1500000,68700000,1098700000.0,1265400000.0,40700000.0,-19200000,24600000.0,15200000.0,39600000,68200000,909800000.0,12900000,65500000,177400000.0,68700000,,,1294000000.0,-221000000,51200000,11000000,,22500000.0,0.29,-489300000.0,294900000.0,135400000,43400000,8300000.0,5300000,26400000,14400000,1351200000.0,600000.0,,,,,,,,,,
2017-09-30,0.0,13300000.0,-2400000,179200000.0,51300000,3900000.0,0.0,171900000.0,171900000.0,135400000,-265200000.0,13000000.0,0.0,0.0,0.0,47000000,-368100000.0,0.0,212900000.0,977000000.0,-14600000,-63400000,100700000,,200000.0,0.31,38100000,94400000,0.0,63400000.0,9900000.0,2700000.0,608900000.0,19700000,74500000,1116700000.0,1000600000.0,29100000.0,36500000,24400000.0,15900000.0,43100000,86100000,903800000.0,8900000,72600000,179200000.0,74500000,,,1029100000.0,-800000,55000000,9600000,,27300000.0,0.31,-78100000.0,293600000.0,171900000,46100000,10700000.0,-1600000,-800000,13200000,1092500000.0,1300000.0,,,,,,,,,,
2017-12-31,-100000.0,-6500000.0,-1700000,,128700000,5900000.0,0.0,137700000.0,137700000.0,171900000,-267600000.0,15600000.0,0.0,0.0,100000.0,112500000,-526100000.0,0.0,203600000.0,1262600000.0,-22500000,95600000,156400000,,100000.0,,95500000,204500000,0.0,54900000.0,-269700000.0,2600000.0,736500000.0,-32000000,173700000,1366500000.0,1844000000.0,41000000.0,-34400000,24300000.0,15700000.0,75800000,133900000,1162900000.0,17000000,86400000,,173600000,,,1877500000.0,-286400000,65800000,27000000,,19400000.0,,-741900000.0,424700000.0,137700000,88400000,12400000.0,4700000,-8000000,33200000,1932400000.0,1700000.0,,,,,,,,,,
2018-03-31,,13000000.0,-400000,209400000.0,25200000,11100000.0,0.0,184700000.0,184700000.0,137700000,-973100000.0,20800000.0,,,0.0,16300000,-537200000.0,,237600000.0,1277100000.0,-9400000,-63700000,109000000,973300000.0,200000.0,0.18,4900000,99600000,,72800000.0,,2600000.0,739900000.0,33500000,64800000,1387700000.0,871300000.0,31300000.0,47000000,,30800000.0,74400000,99600000,1150100000.0,11400000,64000000,209400000.0,64800000,,,904600000.0,1700000,37000000,14800000,,12800000.0,0.18,-83100000.0,407600000.0,184700000,70500000,12800000.0,5100000,-800000,20300000,977400000.0,2600000.0,,,,,,,,,,
2018-06-30,,-16500000.0,-6100000,223800000.0,77300000,21500000.0,0.0,174900000.0,174900000.0,184700000,200000.0,17000000.0,,,100000.0,68100000,-548500000.0,,243600000.0,1289700000.0,-15700000,375800000,104200000,,200000.0,0.35,56700000,129300000,,66500000.0,,2600000.0,741200000.0,-21500000,115500000,1870400000.0,2091500000.0,44600000.0,-9800000,,28800000.0,52000000,88500000,1626800000.0,11400000,110700000,223800000.0,115400000,,,2124700000.0,-489800000,79100000,16100000,,11500000.0,0.35,-844100000.0,883000000.0,174900000,72100000,18900000.0,-3800000,-300000,20600000,2191200000.0,2600000.0,,,,,,,,,,
2018-09-30,,-9400000.0,3200000,223800000.0,94100000,8600000.0,0.0,199500000.0,199500000.0,174900000,-600000000.0,14800000.0,,,100000.0,89500000,-562600000.0,,270700000.0,1306300000.0,-13200000,-118200000,154400000,,300000.0,0.5,77900000,153500000,,58300000.0,0.0,2600000.0,743700000.0,-11400000,154300000,1898700000.0,2090500000.0,54000000.0,24600000,23800000.0,21900000.0,59400000,141200000,1628000000.0,11600000,148300000,223800000.0,154200000,,,2123600000.0,-11600000,112300000,13700000,-7000000.0,10600000.0,0.5,-113400000.0,881700000.0,199500000,95400000,15700000.0,-6600000,-4800000,16200000,2181900000.0,2600000.0,,,,,,,,,,
2018-12-31,,6100000.0,-2500000,,87600000,7000000.0,0.0,208000000.0,208000000.0,199500000,0.0,12900000.0,,,200000.0,84200000,-567300000.0,,283600000.0,1309700000.0,-10900000,-121700000,140800000,,-3200000.0,,72700000,142300000,,52200000.0,0.0,2500000.0,742400000.0,-17700000,148200000,1913500000.0,2090700000.0,47500000.0,8500000,,24800000.0,54700000,129900000,1629900000.0,11500000,141100000,,148000000,,,2118300000.0,-10600000,101300000,14900000,-7000000.0,10600000.0,,-120900000.0,885000000.0,208000000,95100000,12700000.0,-1600000,-800000,14900000,2170500000.0,2500000.0,,,,,,,,,,
2019-03-31,,5000000.0,2000000,223800000.0,83000000,8000000.0,0.0,226000000.0,226000000.0,208000000,0.0,16000000.0,,,0.0,169000000,-579000000.0,,291000000.0,1324000000.0,-10000000,-125000000,150000000,,2000000.0,0.47,65000000,131000000,,45000000.0,,3000000.0,745000000.0,2000000,137000000,1915000000.0,2091000000.0,43000000.0,18000000,5000000.0,22000000.0,48000000,140000000,1624000000.0,12000000,132000000,223800000.0,137000000,20000000.0,,2124000000.0,-7000000,105000000,12000000,-5000000.0,2000000.0,0.47,-129000000.0,876000000.0,226000000,92000000,11000000.0,-1000000,4000000,18000000,2169000000.0,3000000.0,,,,,,,,,,
2019-06-30,,-8000000.0,-2000000,226400000.0,70000000,39000000.0,0.0,257000000.0,257000000.0,226000000,0.0,13000000.0,-6000000.0,,0.0,60000000,-591000000.0,,327000000.0,1334000000.0,-14000000,-32000000,133000000,,0.0,0.38,48000000,121000000,,48000000.0,,2000000.0,743000000.0,2000000,119000000,2004000000.0,2691000000.0,51000000.0,31000000,,26000000.0,51000000,119000000,1677000000.0,12000000,115000000,226400000.0,119000000,,,2723000000.0,-70000000,85000000,17000000,-5000000.0,0.0,0.38,-629000000.0,932000000.0,257000000,92000000,13000000.0,2000000,-3000000,22000000,2771000000.0,2000000.0,,,,,,,,,,
2019-09-30,,7000000.0,-1000000,233300000.0,70000000,9000000.0,0.0,294000000.0,294000000.0,257000000,-1000000.0,13000000.0,-6000000.0,,0.0,61000000,-603000000.0,,351000000.0,1341000000.0,-7000000,-137000000,175000000,,1000000.0,0.45,49000000,125000000,,54000000.0,0.0,2000000.0,738000000.0,17000000,146000000,2019000000.0,2691000000.0,42000000.0,37000000,,28000000.0,55000000,168000000,1668000000.0,12000000,141000000,233300000.0,146000000,,,2722000000.0,-1000000,105000000,16000000,-3000000.0,0.0,0.45,-131000000.0,928000000.0,294000000,123000000,13000000.0,-1000000,-5000000,21000000,2776000000.0,2000000.0,,,,,,,,,,
