date,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyChangeInInventory,quarterlyBasicAverageShares,quarterlyGrossProfit,quarterlySaleOfInvestment,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyTaxProvision,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyDilutedEPS,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyOtherCurrentLiabilities,quarterlyCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyNetPPE,quarterlyChangeInWorkingCapital,quarterlyPretaxIncome,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlySellingGeneralAndAdministration,quarterlyPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyCashDividendsPaid,quarterlyInvestmentsAndAdvances,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyChangeInAccountPayable,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,quarterlyCapitalStock,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,quarterlyGoodwill
2013-03-31,0.0,2800000.0,-700000,134950136.0,4100000,,,,,0,,,,,,1800000,,,,,-8600000,-16700000,25300000,,,0.001482,200000,27000000,,,,,,23500000,200000,,,,0,,,22900000,16700000,,1600000,200000,134950136.0,200000,,,,-8600000,200000,2600000,,,0.001482,-16700000.0,,0,0,,200000,-16700000,3900000,,,,,,,,,,,,
2013-06-30,0.0,8200000.0,-6600000,,15600000,,,,,0,,,,,,12700000,,,,,-12400000,6700000,5700000,,,,11000000,26900000,,,,,,-7000000,11000000,,,,0,,,11300000,-6700000,,1700000,11000000,,11000000,,,,-12400000,11000000,3400000,,,,6700000.0,,0,0,,1700000,6700000,4600000,,,,,,,,,,,,
2013-09-30,22500000.0,2500000.0,-1700000,134950136.0,5300000,,,,,0,,,,,,3200000,,,,,-16700000,-3000000,-2800000,,,0.165987,1600000,20200000,,,,,,-6000000,22400000,,,,0,,,14900000,-19500000,,1600000,22400000,134950136.0,22400000,,,,5800000,22400000,2700000,,,0.165987,,,0,20800000,,1500000,-3000000,3700000,,,,,,,,,,,,
2013-12-31,0.0,-8200000.0,5200000,,7500000,,0.0,,,0,,8400000.0,212600000.0,9000000.0,,4900000,-54800000.0,,26800000.0,278300000.0,-67400000,70500000,-3100000,,,,2900000,17500000,0.0,37700000.0,,,223500000.0,-8000000,2900000,250300000.0,,15800000.0,0,,28700000.0,10000000,-70500000,223500000.0,2000000,2900000,,2900000,,,0.0,-67400000,2900000,3500000,,,,,,0,0,9000000.0,-2700000,70500000,4600000,37700000.0,0.0,,,,,,,,,,
2014-03-31,0.0,1100000.0,-6100000,134950136.0,21100000,,0.0,,,0,,6900000.0,213100000.0,15100000.0,,17800000,-57500000.0,,30800000.0,294900000.0,-21400000,-14500000,35900000,,,0.111152,15000000,36100000,0.0,55100000.0,,,237400000.0,18100000,15000000,268200000.0,,14700000.0,0,,35700000.0,15000000,14500000,237400000.0,2800000,15000000,134950136.0,15000000,,,0.0,-21400000,15000000,2800000,,9800000.0,0.111152,-14500000.0,,0,0,15100000.0,1200000,-14500000,6100000,55100000.0,0.0,,,,,,,,,,
2014-06-30,0.0,-3100000.0,-8200000,134950136.0,31700000,,0.0,,,0,,5800000.0,-522400000.0,23300000.0,0.0,28900000,-60000000.0,,41100000.0,309300000.0,-24900000,11600000,13300000,,,0.195628,26400000,43400000,0.0,812800000.0,,,249300000.0,-15600000,26400000,290400000.0,,17800000.0,0,,18400000.0,11700000,-11600000,249300000.0,2500000,26400000,134950136.0,26400000,,,0.0,-24900000,26400000,5500000,,15100000.0,0.195628,11600000.0,,0,0,23300000.0,-300000,11600000,5300000,812800000.0,0.0,,,,,,,,,,
2014-09-30,0.0,-3600000.0,16000000,134950136.0,35300000,,303400000.0,21900000.0,21900000.0,0,,5000000.0,,7300000.0,,34200000,-63200000.0,,51500000.0,332500000.0,-11700000,7600000,26000000,,,0.229714,31300000,46900000,0.0,17400000.0,,,269300000.0,-9500000,31000000,320800000.0,,22300000.0,21900000,,1600000.0,11600000,14300000,269300000.0,2900000,31000000,134950136.0,31000000,,,0.0,-11700000,31000000,2800000,,9800000.0,0.229714,,,21900000,-200000,7300000.0,-800000,7600000,4000000,17400000.0,0.0,,,,,,,,,,
2014-12-31,6700000.0,-4300000.0,900000,,35300000,,0.0,150200000.0,150200000.0,21900000,,10600000.0,0.0,3400000.0,,31800000,-66500000.0,0.0,183800000.0,341500000.0,-7000000,80200000,48400000,,3000000.0,,28400000,55600000,0.0,44800000.0,,,275000000.0,6400000,35800000,623700000.0,,26600000.0,128300000,0.0,2100000.0,20300000,41400000,439900000.0,3400000,-59400000,,35600000,,,0.0,-300000,-59400000,5700000,,20000000.0,,,160700000.0,150200000,7500000,3400000.0,6900000,-931500000,6900000,44800000.0,4200000.0,,,,,,,,,,
2015-03-31,-11900000.0,6100000.0,300000,135000000.0,37500000,3200000.0,0.0,156900000.0,156900000.0,150200000,,4400000.0,,0.0,200000.0,31100000,-69900000.0,,183000000.0,343500000.0,-2500000,-39500000,57400000,,,0.17,27700000,51700000,0.0,37500000.0,,,273600000.0,12600000,41600000,618300000.0,,20500000.0,6700000,0.0,3300000.0,14200000,54900000,435300000.0,3400000,23600000,135000000.0,41400000,,,0.0,-11200000,23100000,6600000,,26900000.0,0.17,-14400000.0,157500000.0,156900000,14100000,3100000.0,-6200000,-25100000,9800000,37500000.0,4200000.0,,,,,,,,,,
2015-06-30,0.0,-1900000.0,-200000,142700000.0,43000000,2200000.0,0.0,113000000.0,113000000.0,156900000,,5300000.0,,0.0,100000.0,35100000,-73400000.0,,140100000.0,346100000.0,-1100000,-42400000,52800000,,,0.22,31600000,57600000,0.0,130500000.0,,,272700000.0,4000000,45400000,575000000.0,,22400000.0,-43900000,0.0,5700000.0,14600000,51700000,434900000.0,3500000,32200000,142700000.0,45300000,,70800000.0,0.0,-54300000,31500000,8200000,,27100000.0,0.22,-416700000.0,155300000.0,113000000,14100000,3300000.0,500000,-300000,11400000,130500000.0,6900000.0,,,,,,,,,,
