date,quarterlyTotalAssets,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyBasicEPS,quarterlyNetIncome,quarterlyBasicAverageShares,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyChangeInAccountPayable,quarterlyOtherIntangibleAssets,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyChangeInInventory,quarterlyChangesInAccountReceivables,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyEbitda,quarterlyTaxProvision,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,quarterlyRetainedEarnings,quarterlyPretaxIncome,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyCurrentDeferredRevenue
2000-09-30,4296000000,,2388000000,849000000,106000000.0,-42000000.0,766000000.0,,,3487000000,82000000.0,,59000000.0,0.1025,59000000.0,584000000.0,595000000.0,3247000000,127000000.0,-83000000.0,-2000000.0,10000000.0,176000000,114000000,39000000.0,4000000.0,,677000000.0,,446000000,59000000.0,115000000.0,-123000000.0,588000000.0,562000000,4744000000,25000000.0,117000000.0,0.1,,-2000000.0,,892000000.0,-153000000.0,1266000000,157000000.0,1111000000.0,115000000,-448000000,,2479000000,297000000.0,34000000.0,-2145000000,,-1406000000.0,93000000.0,,-152000000.0,6000000.0,61000000.0,,-127000000.0,215000000.0,117000000.0,233000000.0,1658000000.0,1497000000,4624000000,,809000000,-14000000.0,16000000.0,,,,
2000-12-31,4149000000,,2397000000,848000000,-116000000.0,18000000.0,1000000000.0,,,3461000000,109000000.0,,128000000.0,,128000000.0,,835000000.0,3255000000,47000000.0,28000000.0,-4000000.0,10000000.0,196000000,90000000,55000000.0,13000000.0,,944000000.0,,419000000,128000000.0,133000000.0,-126000000.0,,502000000,4471000000,105000000.0,143000000.0,,,79000000.0,,1182000000.0,-177000000.0,978000000,115000000.0,1133000000.0,133000000,-322000000,,2540000000,347000000.0,83000000.0,-2056000000,,-1278000000.0,211000000.0,,2000000.0,11000000.0,63000000.0,,-259000000.0,238000000.0,148000000.0,143000000.0,2182000000.0,1216000000,4596000000,,688000000,-14000000.0,8000000.0,,,,
2001-03-31,4302000000,,2427000000,847000000,51000000.0,25000000.0,696000000.0,256000000.0,,3578000000,73000000.0,,88000000.0,0.15,88000000.0,588000000.0,561000000.0,3275000000,48000000.0,0.0,-15000000.0,1000000.0,235000000,101000000,39000000.0,10000000.0,,634000000.0,,456000000,88000000.0,158000000.0,-140000000.0,600000000.0,568000000,4516000000,3000000.0,0.0,0.1475,,-1000000.0,,810000000.0,-163000000.0,967000000,133000000.0,1139000000.0,158000000,-214000000,,2554000000,249000000.0,49000000.0,-2056000000,,-1190000000.0,137000000.0,-10000000.0,20000000.0,,77000000.0,,-94000000.0,176000000.0,173000000.0,145000000.0,1506000000.0,1241000000,4610000000,,724000000,-14000000.0,-3000000.0,,,,
2001-06-30,4357000000,,2342000000,837000000,48000000.0,25000000.0,735000000.0,239000000.0,,3629000000,85000000.0,,116000000.0,0.1975,116000000.0,587341772.0,597000000.0,3179000000,54000000.0,27000000.0,4000000.0,,258000000,158000000,37000000.0,0.0,,655000000.0,,456000000,116000000.0,183000000.0,-70000000.0,610526316.0,551000000,4474000000,87000000.0,99000000.0,0.19,,-4000000.0,,870000000.0,-179000000.0,927000000,158000000.0,1136000000.0,183000000,-117000000,,2622000000,300000000.0,62000000.0,-2056000000,,-1074000000.0,178000000.0,-11000000.0,-62000000.0,,75000000.0,,-109000000.0,215000000.0,210000000.0,157000000.0,1605000000.0,1295000000,4678000000,,728000000,-10000000.0,16000000.0,,,,
2001-09-30,4369000000,,2159000000,863000000,175000000.0,1000000.0,845000000.0,207000000.0,,3691000000,85000000.0,,124000000.0,0.21,124000000.0,584000000.0,579000000.0,3022000000,54000000.0,15000000.0,9000000.0,,249000000,214000000,36000000.0,12000000.0,,564000000.0,,474000000,124000000.0,184000000.0,-131000000.0,584000000.0,552000000,4430000000,18000000.0,0.0,0.2025,,0.0,,795000000.0,-182000000.0,961000000,183000000.0,1071000000.0,184000000,-61000000,,2665000000,316000000.0,71000000.0,-2056000000,,-950000000.0,195000000.0,-77000000.0,-200000000.0,,65000000.0,,-157000000.0,231000000.0,233000000.0,332000000.0,1640000000.0,1408000000,4721000000,,678000000,2000000.0,99000000.0,,,,
2001-12-31,4388000000,,1552000000,927000000,-78000000.0,-74000000.0,1132000000.0,175000000.0,,3841000000,111000000.0,,164000000.0,,164000000.0,,784000000.0,2479000000,56000000.0,-17000000.0,,,145000000,696000000,46000000.0,26000000.0,,826000000.0,,458000000,164000000.0,110000000.0,-162000000.0,,606000000,4284000000,49000000.0,0.0,,,-3000000.0,,1070000000.0,-207000000.0,995000000,184000000.0,1097000000.0,110000000,104000000,,2777000000,355000000.0,59000000.0,-2121000000,,-786000000.0,223000000.0,-2000000.0,-110000000.0,,35000000.0,,-276000000.0,244000000.0,114000000.0,198000000.0,2202000000.0,1805000000,4898000000,,547000000,-50000000.0,-53000000.0,,,,
2002-03-31,4402000000,,1547000000,820000000,74000000.0,26000000.0,808000000.0,170000000.0,,3821000000,78000000.0,,124000000.0,0.2125,124000000.0,592908000.0,587000000.0,2367000000,60000000.0,7000000.0,-7000000.0,,178000000,588000000,34000000.0,-2000000.0,,580000000.0,,395000000,124000000.0,136000000.0,-89000000.0,592908000.0,676000000,4138000000,21000000.0,0.0,0.2,,-4000000.0,,806000000.0,-218000000.0,919000000,110000000.0,1144000000.0,136000000,264000000,,2750000000,304000000.0,68000000.0,-2121000000,,-662000000.0,192000000.0,-8000000.0,-73000000.0,4000000.0,42000000.0,46000000.0,-113000000.0,226000000.0,264000000.0,187000000.0,1614000000.0,1771000000,4871000000,,581000000,-2000000.0,-30000000.0,,,,
2002-06-30,5073000000,,2367000000,862000000,151000000.0,33000000.0,887000000.0,188000000.0,,4443000000,80000000.0,,140000000.0,0.235,140000000.0,594000000.0,638000000.0,3229000000,77000000.0,1000000.0,,,200000000,168000000,33000000.0,0.0,,639000000.0,,403000000,140000000.0,169000000.0,-440000000.0,628000000.0,1216000000,4677000000,-19000000.0,0.0,0.225,,1000000.0,,880000000.0,-214000000.0,994000000,136000000.0,1132000000.0,169000000,396000000,,2824000000,321000000.0,68000000.0,-2121000000,,-522000000.0,208000000.0,-60000000.0,160000000.0,,31000000.0,53000000.0,-160000000.0,241000000.0,286000000.0,311000000.0,1767000000.0,1448000000,4945000000,,630000000,1000000.0,49000000.0,,,,
2002-09-30,5158000000,301000000.0,2317000000,883000000,149000000.0,17000000.0,967000000.0,163000000.0,,4539000000,86000000.0,,147000000.0,0.245,147000000.0,594000000.0,688000000.0,3200000000,63000000.0,-2000000.0,,,225000000,138000000,45000000.0,-13000000.0,,690000000.0,,104000000,147000000.0,186000000.0,-121000000.0,624000000.0,1212000000,4625000000,67000000.0,8000000.0,0.235,,15000000.0,,948000000.0,-187000000.0,1031000000,169000000.0,1095000000.0,186000000,533000000,,2922000000,344000000.0,66000000.0,-2121000000,,-375000000.0,213000000.0,-93000000.0,-199000000.0,,39000000.0,11000000.0,-188000000.0,258000000.0,256000000.0,337000000.0,1915000000.0,1425000000,5043000000,,619000000,4000000.0,99000000.0,,,,
2002-12-31,5400000000,,2299000000,987000000,-46000000.0,-56000000.0,1253000000.0,168000000.0,,4670000000,126000000.0,,172000000.0,,172000000.0,,916000000.0,3286000000,63000000.0,13000000.0,,,157000000,146000000,60000000.0,0.0,,928000000.0,,849000000,172000000.0,130000000.0,-235000000.0,,784000000,4806000000,27000000.0,111000000.0,,,-1000000.0,,1208000000.0,-249000000.0,1166000000,186000000.0,1046000000.0,130000000,594000000,,3037000000,406000000.0,73000000.0,-2164000000,,-203000000.0,245000000.0,-67000000.0,-75000000.0,15000000.0,27000000.0,15000000.0,-299000000.0,280000000.0,208000000.0,253000000.0,2461000000.0,1520000000,5201000000,,730000000,18000000.0,-34000000.0,,,,
2003-03-31,5538000000,,2391000000,1013000000,17000000.0,45000000.0,922000000.0,175000000.0,,4730000000,87000000.0,,118000000.0,0.2,117000000.0,586000000.0,660000000.0,3404000000,70000000.0,-3000000.0,-11000000.0,,214000000,123000000,42000000.0,-48000000.0,,663000000.0,,849000000,117000000.0,175000000.0,-119000000.0,606000000.0,816000000,4848000000,-7000000.0,100000000.0,0.195,,-7000000.0,,880000000.0,-243000000.0,1110000000,130000000.0,1019000000.0,175000000,690000000,,3065000000,304000000.0,57000000.0,-2164000000,,-86000000.0,175000000.0,,34000000.0,,39000000.0,10000000.0,-112000000.0,217000000.0,211000000.0,129000000.0,1802000000.0,1444000000,5229000000,,808000000,-13000000.0,-96000000.0,,,,
2003-06-30,5609000000,,2272000000,1021000000,126000000.0,-11000000.0,994000000.0,204000000.0,,4806000000,94000000.0,,122000000.0,0.21,122000000.0,586000000.0,681000000.0,3293000000,67000000.0,-41000000.0,,,190000000,99000000,42000000.0,48000000.0,,722000000.0,,851000000,122000000.0,164000000.0,-89000000.0,608000000.0,846000000,4779000000,20000000.0,101000000.0,0.2,,4000000.0,,942000000.0,-214000000.0,1131000000,175000000.0,1008000000.0,164000000,830000000,,3109000000,314000000.0,56000000.0,-2164000000,,36000000.0,178000000.0,,-163000000.0,,26000000.0,24000000.0,-109000000.0,220000000.0,256000000.0,235000000.0,1936000000.0,1486000000,5273000000,,803000000,-14000000.0,-11000000.0,,,,
2003-09-30,5655000000,,2046000000,1042000000,268000000.0,134000000.0,1025000000.0,186000000.0,,4755000000,92000000.0,,164000000.0,0.28,164000000.0,588000000.0,692000000.0,3088000000,67000000.0,-3000000.0,,,324000000,97000000,39000000.0,0.0,,695000000.0,,854000000,164000000.0,298000000.0,-128000000.0,614000000.0,773000000,4652000000,7000000.0,95000000.0,0.265,1000000.0,-1000000.0,,964000000.0,-221000000.0,1199000000,164000000.0,1024000000.0,298000000,1003000000,,3128000000,361000000.0,66000000.0,-2164000000,,200000000.0,230000000.0,-39000000.0,-140000000.0,,26000000.0,36000000.0,-137000000.0,269000000.0,268000000.0,405000000.0,1989000000.0,1564000000,5292000000,,900000000,29000000.0,128000000.0,,,,
2003-12-31,5620000000,,2056000000,983000000,-21000000.0,-106000000.0,1400000000.0,169000000.0,,4814000000,128000000.0,,214000000.0,,214000000.0,,966000000.0,3039000000,67000000.0,66000000.0,,,207000000,10000000,50000000.0,0.0,,900000000.0,,878000000,214000000.0,192000000.0,-183000000.0,,656000000,4500000000,106000000.0,96000000.0,,10000000.0,3000000.0,,1253000000.0,-210000000.0,1213000000,298000000.0,916000000.0,192000000,1120000000,,3280000000,481000000.0,89000000.0,-2326000000,,414000000.0,303000000.0,-157000000.0,-206000000.0,-9000000.0,15000000.0,40000000.0,-305000000.0,353000000.0,238000000.0,284000000.0,2653000000.0,1461000000,5606000000,,806000000,-25000000.0,44000000.0,,,,
2004-03-31,5694000000,,2054000000,986000000,86000000.0,-63000000.0,1011000000.0,204000000.0,,4878000000,95000000.0,,142000000.0,0.245,142000000.0,582000000.0,728000000.0,3040000000,71000000.0,12000000.0,-10000000.0,,154000000,17000000,35000000.0,0.0,,716000000.0,,882000000,142000000.0,129000000.0,-103000000.0,610000000.0,715000000,4502000000,5000000.0,104000000.0,0.235,,-3000000.0,,959000000.0,-166000000.0,1236000000,192000000.0,802000000.0,129000000,1192000000,,3281000000,338000000.0,66000000.0,-2326000000,,556000000.0,208000000.0,-216000000.0,-149000000.0,,25000000.0,63000000.0,-103000000.0,243000000.0,209000000.0,189000000.0,1970000000.0,1462000000,5607000000,,816000000,1000000.0,-57000000.0,,,,
2004-06-30,5683000000,,1669000000,999000000,83000000.0,54000000.0,1083000000.0,178000000.0,,4762000000,100000000.0,,169000000.0,0.305,169000000.0,554098361.0,727000000.0,2668000000,73000000.0,-6000000.0,-17000000.0,,225000000,379000000,32000000.0,0.0,,719000000.0,,878000000,169000000.0,183000000.0,-95000000.0,582758621.0,633000000,4410000000,26000000.0,171000000.0,0.29,,-3000000.0,,994000000.0,-215000000.0,1097000000,129000000.0,783000000.0,183000000,1273000000,,3251000000,375000000.0,60000000.0,-2326000000,,705000000.0,261000000.0,-78000000.0,-50000000.0,,42000000.0,39000000.0,-118000000.0,275000000.0,266000000.0,201000000.0,2077000000.0,1742000000,5577000000,,921000000,18000000.0,-114000000.0,,,,
2004-09-30,5984000000,,1699000000,1003000000,239000000.0,204000000.0,1143000000.0,168000000.0,,4878000000,107000000.0,,185000000.0,0.32,185000000.0,578125000.0,758000000.0,2702000000,72000000.0,13000000.0,-19000000.0,,448000000,375000000,29000000.0,-29000000.0,,745000000.0,,910000000,185000000.0,387000000.0,-193000000.0,606557377.0,651000000,4470000000,13000000.0,167000000.0,0.305,,1000000.0,,1036000000.0,-199000000.0,1176000000,183000000.0,823000000.0,387000000,1514000000,,3317000000,398000000.0,77000000.0,-2326000000,,890000000.0,262000000.0,0.0,-6000000.0,,61000000.0,25000000.0,-162000000.0,291000000.0,217000000.0,401000000.0,2179000000.0,1768000000,5643000000,,1106000000,9000000.0,113000000.0,,,,
2004-12-31,5696000000,,1731000000,994000000,78000000.0,-325000000.0,1484000000.0,192000000.0,263000000.0,4949000000,146000000.0,,235000000.0,,235000000.0,,991000000.0,2725000000,76000000.0,36000000.0,10000000.0,,116000000,11000000,33000000.0,0.0,-29000000.0,955000000.0,,900000000,235000000.0,62000000.0,-95000000.0,,610000000,4101000000,137000000.0,72000000.0,,,-2000000.0,,1301000000.0,-131000000.0,414000000,387000000.0,659000000.0,62000000,1595000000,,3439000000,492000000.0,78000000.0,-2618000000,,1067000000.0,313000000.0,-275000000.0,-574000000.0,,54000000.0,73000000.0,-262000000.0,346000000.0,688000000.0,340000000.0,2785000000.0,1376000000,6057000000,,747000000,114000000.0,-144000000.0,,,,
2005-03-31,5798000000,,1708000000,1004000000,195000000.0,56000000.0,1065000000.0,200000000.0,,4953000000,97000000.0,,161000000.0,0.275,161000000.0,582000000.0,739000000.0,2712000000,81000000.0,14000000.0,-18000000.0,,192000000,16000000,28000000.0,0.0,-29000000.0,725000000.0,,897000000,161000000.0,118000000.0,-105000000.0,610000000.0,623000000,4090000000,4000000.0,76000000.0,0.265,,,,989000000.0,-125000000.0,1184000000,62000000.0,628000000.0,118000000,1708000000,,3433000000,361000000.0,75000000.0,-2618000000,,1205000000.0,236000000.0,-116000000.0,-128000000.0,34000000.0,74000000.0,46000000.0,-94000000.0,264000000.0,178000000.0,289000000.0,2054000000.0,1378000000,6051000000,,845000000,-5000000.0,-32000000.0,,,,
2005-06-30,5675000000,,1562000000,992000000,234000000.0,-5000000.0,1130000000.0,212000000.0,,4874000000,111000000.0,,187000000.0,0.325,187000000.0,575384615.0,774000000.0,2554000000,77000000.0,25000000.0,-13000000.0,,200000000,222000000,30000000.0,0.0,-29000000.0,749000000.0,,890000000,187000000.0,113000000.0,-35000000.0,603225806.0,613000000,4128000000,75000000.0,78000000.0,0.31,,,,1023000000.0,-140000000.0,1214000000,118000000.0,328000000.0,113000000,1547000000,,3371000000,385000000.0,57000000.0,-2733000000,,1359000000.0,244000000.0,-373000000.0,-316000000.0,0.0,87000000.0,43000000.0,-116000000.0,274000000.0,138000000.0,350000000.0,2153000000.0,1574000000,6104000000,,801000000,-18000000.0,89000000.0,,,,
2005-09-30,5874000000,,1590000000,1019000000,250000000.0,116000000.0,1698000000.0,227000000.0,,4907000000,111000000.0,,214000000.0,0.375,214000000.0,570666667.0,252000000.0,2609000000,74000000.0,29000000.0,-1000000.0,,352000000,213000000,28000000.0,0.0,-33000000.0,223000000.0,,882000000,214000000.0,263000000.0,-109000000.0,594444444.0,652000000,4274000000,41000000.0,76000000.0,0.36,,3000000.0,,545000000.0,-147000000.0,1240000000,113000000.0,174000000.0,263000000,1600000000,,3373000000,433000000.0,80000000.0,-2799000000,,1573000000.0,294000000.0,-189000000.0,-177000000.0,,89000000.0,24000000.0,-152000000.0,322000000.0,212000000.0,402000000.0,2243000000.0,1665000000,6172000000,,967000000,-43000000.0,138000000.0,,,,
2005-12-31,5698000000,,1649000000,995000000,-16000000.0,-71000000.0,2215000000.0,236000000.0,,4861000000,150000000.0,,200000000.0,,200000000.0,,407000000.0,2644000000,85000000.0,16000000.0,,,201000000,211000000,41000000.0,0.0,-32000000.0,391000000.0,,868000000,200000000.0,158000000.0,-96000000.0,,637000000,4249000000,53000000.0,77000000.0,,,-11000000.0,,684000000.0,-170000000.0,1238000000,263000000.0,,158000000,1449000000,,3356000000,443000000.0,52000000.0,-2830000000,,1619000000.0,252000000.0,-378000000.0,-211000000.0,,43000000.0,122000000.0,-247000000.0,293000000.0,156000000.0,231000000.0,2899000000.0,1605000000,6186000000,,837000000,-35000000.0,-74000000.0,,,,
