date,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicEPS,quarterlyInventory,quarterlyChangeInCashSupplementalAsReported,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetIncomeCommonStockholders,quarterlySaleOfInvestment,quarterlyPurchaseOfInvestment,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyDilutedEPS,quarterlyCurrentAssets,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyOperatingExpense,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInInventory,quarterlyNonCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyDepreciationAndAmortization,quarterlyGoodwill,quarterlyIncomeTaxPayable
2009-06-30,1089000000.0,610000000.0,6357000000.0,14539000000.0,-5806000000.0,,8996000000.0,8055000000.0,,8805000000.0,-27878000000.0,169417000000.0,,11879000000.0,1089000000.0,2883000000.0,279000000.0,4009000000.0,,205879000000.0,24453000000.0,287853000000.0,5334000000.0,64160000000.0,8055000000.0,162000000.0,,63881000000.0,12814000000.0,19890000000.0,58689000000.0,12596000000.0,29926000000.0,30811000000.0,15396000000.0,107087000000.0,-24865000000.0,49579000000.0,169417000000.0,,81974000000.0,12787000000.0,35644000000.0,154915000000.0,57508000000.0,,6317000000.0,-10449000000.0,14530000000.0,2800000000.0,52492000000.0,1989000000.0,319000000.0,1964000000.0,-12209000000.0,-19204000000.0,0.0,,,,,,,,,,,,,,,,,,,,
2009-09-30,306000000.0,669000000.0,6510000000.0,15711000000.0,-6572000000.0,19872727273.0,9840000000.0,8744000000.0,0.44,9342000000.0,8633000000.0,173431000000.0,,11781000000.0,306000000.0,1941000000.0,417000000.0,3673000000.0,,210333000000.0,24594000000.0,300809000000.0,5269000000.0,69760000000.0,8744000000.0,13000000.0,-32000000.0,69343000000.0,13129000000.0,19890000000.0,30811000000.0,12256000000.0,31070000000.0,39444000000.0,15812000000.0,110715000000.0,-3106000000.0,52197000000.0,173431000000.0,0.44,90476000000.0,12450000000.0,44388000000.0,164233000000.0,58518000000.0,19872727273.0,7514000000.0,-1103000000.0,15258000000.0,3556000000.0,53465000000.0,2671000000.0,312000000.0,1978000000.0,-11456000000.0,3485000000.0,0.0,,,,,,,,,,,,,,,,,,,,
2009-12-31,434000000.0,1784000000.0,7206000000.0,16147000000.0,-14361000000.0,,6779000000.0,5556000000.0,,7727000000.0,26500000000.0,179407000000.0,,9266000000.0,305000000.0,2487000000.0,331000000.0,6380000000.0,,218055000000.0,25642000000.0,310514000000.0,571000000.0,73798000000.0,5556000000.0,213000000.0,-45000000.0,73467000000.0,13890000000.0,19890000000.0,39444000000.0,9973000000.0,33159000000.0,65944000000.0,14112000000.0,113757000000.0,8468000000.0,55684000000.0,179407000000.0,,92459000000.0,11050000000.0,46987000000.0,169326000000.0,58073000000.0,,7571000000.0,-629000000.0,19047000000.0,4139000000.0,53931000000.0,3013000000.0,315000000.0,1513000000.0,-10746000000.0,22577000000.0,0.0,,,,,,,,,,,,,,,,,,,,
2010-03-31,26000000.0,517000000.0,8363000000.0,14209000000.0,-6130000000.0,19876993166.0,10122000000.0,8726000000.0,0.439,10039000000.0,-1249000000.0,180096000000.0,,12697000000.0,26000000.0,2575000000.0,356000000.0,6239000000.0,,220935000000.0,25432000000.0,320712000000.0,6898000000.0,77430000000.0,8726000000.0,1000000.0,-1138000000.0,77074000000.0,14605000000.0,19890000000.0,65944000000.0,13045000000.0,32805000000.0,64695000000.0,16303000000.0,113714000000.0,-11914000000.0,54494000000.0,180096000000.0,0.439,99777000000.0,13214000000.0,55712000000.0,178640000000.0,59220000000.0,19876993166.0,8396000000.0,-947000000.0,16502000000.0,3258000000.0,55108000000.0,2329000000.0,315000000.0,1537000000.0,-9299000000.0,-4651000000.0,0.0,,,,,,,,,,,,,,,,,,,,
2010-06-30,124000000.0,1016000000.0,9203000000.0,15923000000.0,-6725000000.0,,11446000000.0,9906000000.0,,9284000000.0,15173000000.0,181647000000.0,,14492000000.0,51000000.0,3046000000.0,413000000.0,6318000000.0,,223053000000.0,26279000000.0,333776000000.0,10803000000.0,89067000000.0,9906000000.0,45000000.0,857000000.0,88654000000.0,13990000000.0,19890000000.0,64695000000.0,15096000000.0,36926000000.0,79868000000.0,18026000000.0,125930000000.0,-1498000000.0,67313000000.0,181647000000.0,,110723000000.0,15508000000.0,55078000000.0,178003000000.0,58617000000.0,,8565000000.0,-875000000.0,18900000000.0,2930000000.0,54781000000.0,2047000000.0,315000000.0,1565000000.0,-11738000000.0,4256000000.0,0.0,,,,,,,,,,,,,,,,,,,,
2010-09-30,233000000.0,621000000.0,7635000000.0,15243000000.0,-5940000000.0,19883435583.0,11101000000.0,9723000000.0,0.489,11207000000.0,1370000000.0,186482000000.0,,14062000000.0,198000000.0,2961000000.0,541000000.0,6128000000.0,,225569000000.0,25296000000.0,336973000000.0,9545000000.0,86755000000.0,9723000000.0,0.0,-13000000.0,86214000000.0,14272000000.0,19890000000.0,79868000000.0,14370000000.0,40282000000.0,81238000000.0,17899000000.0,117136000000.0,-1728000000.0,58531000000.0,186482000000.0,0.489,111404000000.0,14683000000.0,64841000000.0,188511000000.0,58605000000.0,19883435583.0,9358000000.0,-11381000000.0,22383000000.0,3529000000.0,54582000000.0,2580000000.0,337000000.0,1578000000.0,-8361000000.0,4221000000.0,0.0,,,,,,,,,,,,,,,,,,,,
2010-12-31,145000000.0,1217000000.0,8674000000.0,8201000000.0,-8739000000.0,,9837000000.0,8832000000.0,,11167000000.0,-7893000000.0,191824000000.0,,12053000000.0,80000000.0,2216000000.0,480000000.0,8090000000.0,,235273000000.0,28097000000.0,339268000000.0,4597000000.0,75846000000.0,8832000000.0,382000000.0,-3053000000.0,75366000000.0,18264000000.0,19890000000.0,81238000000.0,13136000000.0,42050000000.0,73345000000.0,18123000000.0,111299000000.0,-8064000000.0,58900000000.0,191824000000.0,,103995000000.0,13270000000.0,73633000000.0,196917000000.0,52399000000.0,,8591000000.0,-904000000.0,23927000000.0,4987000000.0,48730000000.0,4014000000.0,315000000.0,1577000000.0,-12699000000.0,3323000000.0,3103000000.0,,,,,,,,,,,,,,,,,,,,
2011-03-31,365000000.0,453000000.0,9252000000.0,4133000000.0,-6818000000.0,19899239544.0,12175000000.0,10467000000.0,0.526,12130000000.0,-4013000000.0,200713000000.0,-7666000000.0,15892000000.0,325000000.0,3717000000.0,424000000.0,7112000000.0,,246641000000.0,29582000000.0,352888000000.0,12850000000.0,72902000000.0,10467000000.0,32000000.0,,72478000000.0,19935000000.0,19890000000.0,74517000000.0,16332000000.0,47389000000.0,70504000000.0,20244000000.0,114257000000.0,-14125000000.0,59680000000.0,200713000000.0,0.526,106247000000.0,16345000000.0,84571000000.0,205122000000.0,54577000000.0,19899239544.0,12044000000.0,-970000000.0,27145000000.0,3912000000.0,50487000000.0,2848000000.0,274000000.0,1707000000.0,-10448000000.0,325000000.0,0.0,,,,,,,,,,,,,,,,,,,,
2011-06-30,835000000.0,1060000000.0,13505000000.0,3120000000.0,-10652000000.0,,13285000000.0,11401000000.0,,11562000000.0,746000000.0,205336000000.0,,18143000000.0,368000000.0,4858000000.0,914000000.0,6475000000.0,,255411000000.0,29280000000.0,377057000000.0,23055000000.0,85414000000.0,11401000000.0,3047000000.0,,84500000000.0,19597000000.0,19890000000.0,70504000000.0,18994000000.0,53303000000.0,73945000000.0,23321000000.0,141738000000.0,-13999000000.0,90645000000.0,205336000000.0,,121646000000.0,19203000000.0,80862000000.0,200513000000.0,51093000000.0,,11583000000.0,-15516000000.0,29982000000.0,4327000000.0,46900000000.0,3211000000.0,315000000.0,1658000000.0,-3397000000.0,-14068000000.0,4644000000.0,,,,,,,,,,,,,,,,,,,,
2011-09-30,857000000.0,784000000.0,15465000000.0,4498000000.0,-19351000000.0,19894991922.0,13972000000.0,12315000000.0,0.619,12348000000.0,952000000.0,214269000000.0,,15956000000.0,857000000.0,1984000000.0,972000000.0,8137000000.0,,266559000000.0,29044000000.0,394543000000.0,16000000.0,87874000000.0,12315000000.0,19000000.0,,86902000000.0,20169000000.0,19890000000.0,73945000000.0,16611000000.0,52939000000.0,74897000000.0,21132000000.0,143428000000.0,-20600000000.0,92854000000.0,214269000000.0,0.619,127984000000.0,16740000000.0,93177000000.0,213194000000.0,50574000000.0,19894991922.0,11978000000.0,-841000000.0,31807000000.0,4521000000.0,46432000000.0,3412000000.0,315000000.0,1653000000.0,-2912000000.0,-1282000000.0,5983000000.0,,,,,,,,,,,,,,,,,,,,
2011-12-31,455000000.0,1479000000.0,16629000000.0,5011000000.0,-8151000000.0,,12075000000.0,10639000000.0,,12628000000.0,-13460000000.0,232529000000.0,,15102000000.0,455000000.0,3027000000.0,933000000.0,11649000000.0,,289611000000.0,31365000000.0,397548000000.0,-8029000000.0,69993000000.0,10639000000.0,176000000.0,,69060000000.0,23668000000.0,19890000000.0,74897000000.0,15853000000.0,54566000000.0,61437000000.0,20851000000.0,136069000000.0,-5158000000.0,87549000000.0,232529000000.0,,107937000000.0,16581000000.0,104025000000.0,223152000000.0,48520000000.0,,12392000000.0,-809000000.0,33715000000.0,4998000000.0,44013000000.0,3939000000.0,437000000.0,1724000000.0,-4057000000.0,4547000000.0,6724000000.0,,,,,,,,,,,,,,,,,,,,
2012-03-31,364000000.0,357000000.0,16781000000.0,4413000000.0,-7835000000.0,19898576512.0,13206000000.0,11183000000.0,0.562,14967000000.0,3951000000.0,235222000000.0,,16807000000.0,364000000.0,3601000000.0,799000000.0,9735000000.0,,293658000000.0,31829000000.0,414219000000.0,9210000000.0,74305000000.0,11183000000.0,92000000.0,,73506000000.0,23961000000.0,19890000000.0,61437000000.0,17311000000.0,59526000000.0,65388000000.0,21962000000.0,137166000000.0,-7376000000.0,87684000000.0,235222000000.0,0.562,120561000000.0,17164000000.0,115162000000.0,235270000000.0,49482000000.0,19898576512.0,16523000000.0,-714000000.0,37564000000.0,4651000000.0,44831000000.0,3387000000.0,629000000.0,1768000000.0,-4368000000.0,312000000.0,8147000000.0,,,,,,,,,,,,,,,,,,,,
2012-06-30,2859000000.0,1435000000.0,16064000000.0,3561000000.0,-8232000000.0,,15996000000.0,13998000000.0,,17386000000.0,-13615000000.0,249096000000.0,,18135000000.0,2709000000.0,2139000000.0,798000000.0,7829000000.0,,307621000000.0,31781000000.0,416701000000.0,10103000000.0,59009000000.0,13998000000.0,87000000.0,,58211000000.0,28130000000.0,19890000000.0,65388000000.0,18628000000.0,61942000000.0,51988000000.0,23522000000.0,139116000000.0,-11618000000.0,90299000000.0,249096000000.0,,109080000000.0,19570000000.0,111594000000.0,231364000000.0,48817000000.0,,17504000000.0,-16499000000.0,38420000000.0,4894000000.0,44005000000.0,3729000000.0,737000000.0,1783000000.0,-9227000000.0,-2792000000.0,7643000000.0,,,,,,,,,,,,,,,,,,,,
2012-09-30,89000000.0,565000000.0,16896000000.0,12993000000.0,-13993000000.0,19884615385.0,13213000000.0,11374000000.0,0.572,17412000000.0,5742000000.0,257852000000.0,,16211000000.0,89000000.0,2998000000.0,812000000.0,5501000000.0,,317627000000.0,31887000000.0,438259000000.0,8471000000.0,69379000000.0,11374000000.0,8000000.0,-111000000.0,68567000000.0,27182000000.0,19890000000.0,51988000000.0,16748000000.0,56899000000.0,57730000000.0,21961000000.0,146643000000.0,-18496000000.0,98920000000.0,257852000000.0,0.572,120632000000.0,16776000000.0,122968000000.0,243472000000.0,47723000000.0,19884615385.0,15944000000.0,-3246000000.0,34938000000.0,5213000000.0,42989000000.0,4098000000.0,732000000.0,1804000000.0,-7099000000.0,-4832000000.0,9550000000.0,,,,,,,,,,,,,,,,,,,,
2012-12-31,809000000.0,1426000000.0,22206000000.0,21844000000.0,-23309000000.0,,13292000000.0,11106000000.0,,15171000000.0,-6103000000.0,275978000000.0,,16095000000.0,797000000.0,2803000000.0,719000000.0,6532000000.0,,341896000000.0,32698000000.0,453256000000.0,-9306000000.0,62400000000.0,11106000000.0,797000000.0,-1273000000.0,61681000000.0,31072000000.0,19890000000.0,57730000000.0,16129000000.0,71893000000.0,51627000000.0,22601000000.0,150460000000.0,-23690000000.0,105557000000.0,275978000000.0,,111360000000.0,17521000000.0,133980000000.0,253101000000.0,44903000000.0,,19120000000.0,-1158000000.0,49292000000.0,6472000000.0,39624000000.0,5253000000.0,800000000.0,1921000000.0,-13840000000.0,-17000000.0,7161000000.0,,,,,,,,,,,,,,,,,,,,
2013-03-31,403000000.0,363000000.0,24931000000.0,21952000000.0,-7808000000.0,19901079137.0,13463000000.0,11065000000.0,0.556,19360000000.0,6119000000.0,277844000000.0,,16484000000.0,403000000.0,3021000000.0,637000000.0,5732000000.0,,346382000000.0,32461000000.0,472116000000.0,5338000000.0,66870000000.0,11065000000.0,317000000.0,-185000000.0,66233000000.0,31014000000.0,19890000000.0,51627000000.0,16704000000.0,60039000000.0,57746000000.0,21683000000.0,154703000000.0,-5689000000.0,109872000000.0,277844000000.0,0.556,125734000000.0,16847000000.0,145046000000.0,264864000000.0,44831000000.0,19901079137.0,20737000000.0,-810000000.0,38356000000.0,4979000000.0,39399000000.0,3872000000.0,656000000.0,1992000000.0,-6041000000.0,1797000000.0,9042000000.0,,,,,,,,,,,,,,,,,,,,
2013-06-30,492000000.0,1293000000.0,28664000000.0,15158000000.0,-13604000000.0,,15225000000.0,12914000000.0,,18646000000.0,-17045000000.0,282942000000.0,,18688000000.0,507000000.0,3463000000.0,549000000.0,4847000000.0,,355282000000.0,32013000000.0,472372000000.0,-8832000000.0,50367000000.0,12914000000.0,455000000.0,0.0,49818000000.0,30319000000.0,19890000000.0,57746000000.0,19173000000.0,67187000000.0,40701000000.0,24563000000.0,159016000000.0,-14155000000.0,113070000000.0,282942000000.0,,117090000000.0,19981000000.0,138865000000.0,258439000000.0,45946000000.0,,25282000000.0,-1089000000.0,42624000000.0,5390000000.0,40754000000.0,4114000000.0,664000000.0,1977000000.0,-15150000000.0,-860000000.0,14490000000.0,,,,,,,,,,,,,,,,,,,,
2013-09-30,816000000.0,838000000.0,25815000000.0,34217000000.0,-10375000000.0,19901437372.0,12656000000.0,9692000000.0,0.487,20419000000.0,4639000000.0,293562000000.0,,16060000000.0,816000000.0,3404000000.0,549000000.0,5748000000.0,,362940000000.0,31815000000.0,492069000000.0,6878000000.0,53395000000.0,9692000000.0,422000000.0,0.0,52846000000.0,31693000000.0,19890000000.0,40701000000.0,16893000000.0,70241000000.0,45340000000.0,22783000000.0,169106000000.0,-8313000000.0,125060000000.0,293562000000.0,0.487,129129000000.0,16898000000.0,148556000000.0,267198000000.0,44046000000.0,19901437372.0,22821000000.0,-20196000000.0,47458000000.0,5890000000.0,38677000000.0,4760000000.0,762000000.0,1949000000.0,-15573000000.0,1611000000.0,16744000000.0,,,,,,,,,,,,,,,,,,,,
2013-12-31,-8189000000.0,2099000000.0,24842000000.0,38137000000.0,-19878000000.0,,14363000000.0,12007000000.0,,17641000000.0,-7018000000.0,316483000000.0,,18536000000.0,1134000000.0,4173000000.0,495000000.0,10659000000.0,,386266000000.0,33450000000.0,507674000000.0,-761000000.0,46767000000.0,12007000000.0,605000000.0,-51000000.0,46272000000.0,37800000000.0,19890000000.0,45340000000.0,19310000000.0,86330000000.0,38332000000.0,27055000000.0,178137000000.0,-19616000000.0,131509000000.0,316483000000.0,,121408000000.0,20635000000.0,159807000000.0,272362000000.0,46628000000.0,,22043000000.0,-3346000000.0,59275000000.0,7745000000.0,42042000000.0,6413000000.0,746000000.0,1973000000.0,-14675000000.0,-386000000.0,22129000000.0,,,,,,,,,,,,,,,,,,,,
2014-03-31,148000000.0,833000000.0,28168000000.0,45754000000.0,-5757000000.0,19871647510.0,12634000000.0,10373000000.0,0.522,20665000000.0,7235000000.0,317082000000.0,,15461000000.0,93000000.0,2827000000.0,507000000.0,12595000000.0,,390798000000.0,33324000000.0,529054000000.0,278000000.0,53542000000.0,10373000000.0,120000000.0,,53035000000.0,33919000000.0,19890000000.0,38332000000.0,16234000000.0,60929000000.0,45567000000.0,21181000000.0,185665000000.0,-5020000000.0,141778000000.0,317082000000.0,0.522,138256000000.0,16294000000.0,170180000000.0,283783000000.0,43887000000.0,19871647510.0,27271000000.0,-648000000.0,39748000000.0,4947000000.0,39376000000.0,4001000000.0,816000000.0,2011000000.0,-9406000000.0,472000000.0,19248000000.0,,,,,,,,,,,,,,,,,,,,
