date,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyChangeInAccountPayable,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingExpense,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyDilutedEPS,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyTaxProvision,quarterlyNetPPE,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyGoodwill,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue
2014-03-31,279205000.0,20983580000.0,2918215000.0,0.0,1808000.0,3467748000.0,3129346000.0,261221000.0,34198752000.0,244543000.0,-229979000.0,-229548000.0,31069406000.0,499746000.0,-37730000.0,0.0,942183000.0,261221000.0,170064000.0,1793067000.0,24451328000.0,261221000,32546000.0,436237000.0,140301000.0,11205319000.0,0.52,499523000.0,5490177000.0,448191000.0,885098000.0,132589000.0,132313000.0,-800770000.0,2260421000.0,-132033000.0,396992000.0,107144000.0,1252879000.0,9747424000.0,24666000.0,-224000.0,-1161000.0,481473000.0,-14612726000.0,132313000.0,132313000.0,1047133000.0,123754000.0,227901000.0,-140962000.0,,149021000.0,272583000.0,,-104820000.0,1061874000.0,233290000.0,63548000.0,3202604000,-822628000.0,592649000.0,0.52,41154208000.0,-90612000.0,493992000,135771000.0,26541482000.0,766689000,5370000.0,614382000.0,-20352000.0,25169000.0,,,,
2014-06-30,291175000.0,21736943000.0,2961406000.0,0.0,2438000.0,3059929000.0,3123820000.0,195164000.0,34717644000.0,237241000.0,-306258000.0,-175232000.0,31593824000.0,503456000.0,-110004000.0,0.0,839627000.0,195164000.0,173509000.0,1838648000.0,24796872000.0,195164000,31501000.0,501270000.0,-65033000.0,11752778000.0,0.39,503272000.0,5627890000.0,442419000.0,742730000.0,158663000.0,99540000.0,-730455000.0,1845469000.0,-142328000.0,299422000.0,132313000.0,1262764000.0,9920772000.0,25281000.0,-275260000.0,-971000.0,462185000.0,-14758067000.0,99540000.0,99540000.0,785322000.0,123673000.0,173587000.0,142368000.0,,84572000.0,268690000.0,,-103366000.0,967251000.0,250820000.0,113025000.0,2685096000,-753120000.0,446862000.0,0.39,41828444000.0,-99303000.0,397208000,104258000.0,27070377000.0,678402000,5620000.0,728576000.0,-22032000.0,-32773000.0,,,,
2014-09-30,291604000.0,21737912000.0,3177387000.0,0.0,417000.0,3470869000.0,3196594000.0,368582000.0,35363441000.0,243917000.0,239239000.0,-94713000.0,32166847000.0,506365000.0,-8054000.0,0.0,1114205000.0,368582000.0,177365000.0,1816962000.0,25208781000.0,368582000,32142000.0,634262000.0,-132945000.0,11501720000.0,0.73,506082000.0,5825856000.0,448525000.0,760213000.0,132084000.0,137868000.0,-703531000.0,1755602000.0,-143225000.0,564551000.0,99540000.0,1263560000.0,10154660000.0,23795000.0,-62224000.0,-88000.0,415197000.0,-14963184000.0,137868000.0,137868000.0,954506000.0,127534000.0,93066000.0,-17486000.0,,195302000.0,262734000.0,,-102001000.0,1061385000.0,-222971000.0,2066000.0,2869807000,-725591000.0,964830000.0,0.73,42593547000.0,123018000.0,665680000,195969000.0,27630363000.0,947480000,5546000.0,799312000.0,-21886000.0,38328000.0,,,,
2014-12-31,289073000.0,22678819000.0,3220958000.0,0.0,2260000.0,4064583000.0,3364380000.0,196339000.0,36957884000.0,264653000.0,-254601000.0,-96076000.0,33593504000.0,506799000.0,102546000.0,0.0,838768000.0,196339000.0,175957000.0,1832640000.0,26743402000.0,196339000,29008000.0,597183000.0,37119000.0,11499634000.0,0.39,506411000.0,5926684000.0,447518000.0,826506000.0,158536000.0,79608000.0,-882495000.0,2089860000.0,-143825000.0,284156000.0,137868000.0,1264333000.0,10214482000.0,18313000.0,61760000.0,-156000.0,444058000.0,-15125648000.0,79608000.0,79608000.0,1277226000.0,130260000.0,93876000.0,-109066000.0,,134940000.0,256945000.0,,-108139000.0,1173006000.0,180384000.0,2159000.0,2928628000,-898452000.0,643851000.0,0.39,43882564000.0,-24408000.0,391250000,87817000.0,28756916000.0,676816000,15653000.0,907480000.0,-19447000.0,-58260000.0,,,,
2015-03-31,305853000.0,22889253000.0,3209904000.0,0.0,2045000.0,3774528000.0,3057446000.0,152066000.0,36878651000.0,286487000.0,214785000.0,-387826000.0,33821205000.0,507393000.0,-99029000.0,0.0,943837000.0,152066000.0,174608000.0,1867425000.0,26663781000.0,152066000,23597000.0,505213000.0,92010000.0,11499470000.0,0.3,506983000.0,6158092000.0,592992000.0,826797000.0,131579000.0,133044000.0,-738389000.0,2018382000.0,-144025000.0,235646000.0,79608000.0,1266659000.0,10214870000.0,34256000.0,-455000.0,-321000.0,351780000.0,-15358703000.0,133044000.0,133044000.0,1226399000.0,133098000.0,386111000.0,-291000.0,,81389000.0,253895000.0,,-106688000.0,898003000.0,-193569000.0,1411000.0,2962219000,-770609000.0,985394000.0,0.3,44325614000.0,302729000.0,350845000,83580000.0,28966911000.0,641842000,10225000.0,876106000.0,118254000.0,53436000.0,,,,
2015-06-30,300021000.0,23462492000.0,3243645000.0,0.0,222000.0,3537251000.0,3048922000.0,196931000.0,37268809000.0,279766000.0,-183699000.0,-252274000.0,34219887000.0,508074000.0,-33003000.0,0.0,881319000.0,196931000.0,176172000.0,1880153000.0,26999743000.0,196931000,22024000.0,532703000.0,-27449000.0,11896126000.0,0.39,507707000.0,6320439000.0,458474000.0,676223000.0,160146000.0,135597000.0,-692634000.0,1633815000.0,-153997000.0,306812000.0,133044000.0,1267398000.0,10269066000.0,16875000.0,1000.0,-443000.0,364746000.0,-15550035000.0,135597000.0,135597000.0,1158356000.0,132196000.0,250558000.0,150574000.0,,107007000.0,241546000.0,,-105186000.0,830278000.0,171536000.0,1998000.0,2515134000,-707350000.0,523651000.0,0.39,44900399000.0,-82440000.0,422845000,109881000.0,29350364000.0,713610000,11195000.0,945409000.0,-11191000.0,2553000.0,,,,
2015-09-30,318113000.0,24399846000.0,3506861000.0,0.0,689000.0,3085020000.0,3344422000.0,426463000.0,38029696000.0,263452000.0,272467000.0,-133160000.0,34685274000.0,508427000.0,15895000.0,0.0,1246328000.0,426463000.0,182058000.0,1807692000.0,27484866000.0,426463000,25215000.0,644963000.0,-112220000.0,12690751000.0,0.84,508031000.0,6459707000.0,460516000.0,741230000.0,143124000.0,404409000.0,-708225000.0,1654984000.0,-154195000.0,665492000.0,135597000.0,1268168000.0,10544830000.0,16158000.0,-1205690000.0,-68000.0,347122000.0,-15764190000.0,404409000.0,404409000.0,521474000.0,139275000.0,117255000.0,-65007000.0,,236544000.0,228479000.0,,-103639000.0,924260000.0,-3840000.0,1889000.0,2901312000,-708410000.0,980877000.0,0.84,45592799000.0,-1199000.0,785812000,239029000.0,29828609000.0,1084888000,8345000.0,954735000.0,-14265000.0,268812000.0,,,,
2015-12-31,325403000.0,24394318000.0,3552728000.0,0.0,2273000.0,4058297000.0,2910445000.0,209025000.0,39053535000.0,261756000.0,-961073000.0,-484664000.0,36143090000.0,508738000.0,-3865000.0,0.0,919369000.0,209025000.0,124420000.0,1902995000.0,28452615000.0,209025000,24890000.0,608584000.0,36419000.0,12490719000.0,0.41,508312000.0,6362080000.0,478359000.0,724606000.0,166829000.0,84940000.0,-1483526000.0,1726452000.0,-154357000.0,319254000.0,404409000.0,1268839000.0,10600920000.0,15739000.0,955262000.0,-560000.0,344630000.0,-15654913000.0,84940000.0,84940000.0,1503021000.0,140289000.0,482949000.0,-19450000.0,,105651000.0,228999000.0,,-109753000.0,960982000.0,628140000.0,1713000.0,2645821000,-1496990000.0,535917000.0,0.41,46860764000.0,-143802000.0,441010000,110229000.0,31205851000.0,756246000,15163000.0,826866000.0,-15372000.0,-319469000.0,,,,
2016-03-31,349511000.0,25209642000.0,3620421000.0,0.0,500000.0,3188568000.0,2732617000.0,241312000.0,39069844000.0,285743000.0,89744000.0,-109373000.0,36337227000.0,509150000.0,-22063000.0,0.0,1012649000.0,241312000.0,32998000.0,1917709000.0,28398210000.0,241312000,30545000.0,520054000.0,88570000.0,13148395000.0,0.47,508667000.0,6560756000.0,522779000.0,729386000.0,148112000.0,101491000.0,-694107000.0,1759624000.0,-162410000.0,369962000.0,84940000.0,1269882000.0,10671634000.0,11565000.0,-663333000.0,-260000.0,317489000.0,-15879893000.0,101491000.0,101491000.0,839516000.0,144117000.0,104280000.0,-4780000.0,,159072000.0,221683000.0,-789000.0,-108608000.0,809656000.0,-79405000.0,0.0,2772273000,-700319000.0,790063000.0,0.47,47313299000.0,35533000.0,489870000,128650000.0,31433406000.0,834099000,13099000.0,692646000.0,-12339000.0,16551000.0,,,,
2016-06-30,359092000.0,25280649000.0,3643653000.0,0.0,920000.0,3506381000.0,2704099000.0,196795000.0,39490164000.0,280647000.0,-90334000.0,-210507000.0,36786065000.0,509490000.0,49868000.0,0.0,948500000.0,196795000.0,38415000.0,1987474000.0,28787030000.0,196795000,25907000.0,526785000.0,-6690000.0,13104770000.0,0.39,508930000.0,6685487000.0,516919000.0,689564000.0,169309000.0,76711000.0,-749213000.0,1551349000.0,-172703000.0,301192000.0,101491000.0,1269882000.0,10703134000.0,17973000.0,-315643000.0,-1910000.0,325690000.0,-16157512000.0,76711000.0,76711000.0,1157151000.0,149666000.0,158041000.0,39822000.0,,91204000.0,212565000.0,0.0,-106795000.0,921973000.0,101957000.0,0.0,2499849000,-712810000.0,622476000.0,0.39,47980794000.0,-22540000.0,431581000,104397000.0,31823282000.0,773392000,11355000.0,754846000.0,-13569000.0,-24780000.0,,,,
2016-09-30,363554000.0,25882836000.0,3924125000.0,0.0,1148000.0,3453972000.0,3076163000.0,457795000.0,40324750000.0,277561000.0,226961000.0,-70151000.0,37248587000.0,509566000.0,22721000.0,0.0,1336661000.0,457795000.0,67716000.0,2048455000.0,29336808000.0,457795000,27478000.0,614908000.0,-88083000.0,13402583000.0,0.9,508941000.0,6916372000.0,509607000.0,754248000.0,155005000.0,353385000.0,-762937000.0,1703486000.0,-172704000.0,696207000.0,76711000.0,1269882000.0,10987942000.0,17303000.0,-81191000.0,-1792000.0,317611000.0,-16371812000.0,353385000.0,353385000.0,1075567000.0,152265000.0,65057000.0,-64627000.0,,224904000.0,216978000.0,-2021000.0,-104961000.0,916534000.0,39296000.0,0.0,3040147000,-773354000.0,1000315000.0,0.9,48578508000.0,-36340000.0,827054000,238412000.0,32206696000.0,1176975000,5418000.0,711725000.0,-16311000.0,276674000.0,,,,
2016-12-31,363577000.0,26887385000.0,3981652000.0,0.0,805000.0,3247043000.0,2842081000.0,227477000.0,41155277000.0,223965000.0,-429622000.0,-156581000.0,38313196000.0,509421000.0,67218000.0,-12487000.0,996103000.0,227477000.0,248532000.0,2091858000.0,30134428000.0,227477000,26690000.0,604226000.0,7552000.0,14194718000.0,0.45,508656000.0,6847535000.0,530753000.0,776289000.0,172901000.0,84476000.0,-1055156000.0,1798548000.0,-172704000.0,337235000.0,353385000.0,1268057000.0,11020849000.0,19004000.0,24266000.0,0.0,363655000.0,-16562239000.0,84476000.0,84476000.0,647529000.0,148661000.0,151488000.0,-53585000.0,,106267000.0,195214000.0,-29399000.0,-110354000.0,1044959000.0,146802000.0,0.0,2794651000,-1069067000.0,639445000.0,0.45,49403989000.0,-99448000.0,465350000,109758000.0,32841750000.0,818042000,11298000.0,751806000.0,-15363000.0,-268909000.0,,,,
2017-03-31,399732000.0,26507254000.0,4036352000.0,0.0,999000.0,3707976000.0,2633154000.0,239277000.0,41285341000.0,235333000.0,-30918000.0,-172738000.0,38652187000.0,508774000.0,-121390000.0,-18291000.0,1061050000.0,239277000.0,247351000.0,2187946000.0,30215230000.0,239277000,28634000.0,519081000.0,88355000.0,13696461000.0,0.47,508278000.0,7061483000.0,574831000.0,781248000.0,151929000.0,73985000.0,-747739000.0,1885372000.0,-172456000.0,355941000.0,84476000.0,1269407000.0,11070111000.0,8998000.0,-217000.0,-2571000.0,360309000.0,-16787808000.0,73985000.0,73985000.0,1360448000.0,153054000.0,167645000.0,-4959000.0,,192462000.0,189984000.0,-2943000.0,-108581000.0,861506000.0,19093000.0,,2946422000,-749073000.0,718155000.0,0.47,49946192000.0,-125767000.0,486219000,116664000.0,33158384000.0,874199000,17953000.0,607121000.0,-13558000.0,-10491000.0,,,,
2017-06-30,395551000.0,27047130000.0,4079068000.0,0.0,1022000.0,3690704000.0,2756550000.0,227256000.0,41860989000.0,225215000.0,-151056000.0,-195528000.0,39104439000.0,509135000.0,69041000.0,0.0,1025198000.0,227256000.0,255470000.0,2231588000.0,30737834000.0,227256000,26535000.0,542044000.0,-22922000.0,14091833000.0,0.45,508542000.0,7191374000.0,565506000.0,759378000.0,175849000.0,61382000.0,-726339000.0,1619730000.0,-182794000.0,329645000.0,73985000.0,1269407000.0,11123155000.0,16218000.0,-250180000.0,-5112000.0,375020000.0,-16941030000.0,61382000.0,61382000.0,1289345000.0,150706000.0,182803000.0,21865000.0,,114220000.0,190640000.0,0.0,-106795000.0,973642000.0,140072000.0,,2644928000,-724720000.0,573664000.0,0.45,50484873000.0,-159481000.0,459692000,102389000.0,33543843000.0,846071000,13939000.0,729107000.0,-18073000.0,-12603000.0,,,,
2017-09-30,405789000.0,27689011000.0,4386050000.0,0.0,528000.0,3340406000.0,2898874000.0,492141000.0,42468794000.0,144528000.0,292702000.0,-603203000.0,39569920000.0,509242000.0,-15410000.0,0.0,1396749000.0,492141000.0,259117000.0,2300265000.0,31029417000.0,492141000,35652000.0,616675000.0,-74591000.0,14572967000.0,0.97,508581000.0,7422312000.0,578390000.0,807621000.0,147860000.0,167841000.0,-764522000.0,1620148000.0,-182795000.0,696932000.0,61382000.0,1269407000.0,11439377000.0,23163000.0,-779702000.0,67000.0,407639000.0,-17250999000.0,167841000.0,167841000.0,819415000.0,151156000.0,598110000.0,-48243000.0,,190496000.0,190995000.0,0.0,-104809000.0,992498000.0,-204380000.0,,3016897000,-782659000.0,1075361000.0,0.97,51200951000.0,-3661000.0,818359000,204791000.0,33949952000.0,1219179000,12347000.0,770563000.0,-23201000.0,106459000.0,,,,
2017-12-31,407928000.0,27487000000.0,4413000000.0,0.0,451000.0,4088000000.0,2973000000.0,189000000.0,43030000000.0,145000000.0,-303728000.0,-725531000.0,40057000000.0,509000000.0,110759000.0,291000.0,1005000000.0,189000000.0,278000000.0,2397000000.0,31575000000.0,189000000,37000000.0,610000000.0,6158000.0,14520000000.0,0.37,509000000.0,3903000000.0,579000000.0,797000000.0,174000000.0,83000000.0,-1057400000.0,1791000000.0,-182955000.0,307000000.0,167841000.0,1269000000.0,11455000000.0,19621000.0,99000.0,-9384000.0,424000000.0,-17295000000.0,83000000.0,83000000.0,1271000000.0,150000000.0,720442000.0,-28663000.0,,137822000.0,193000000.0,-57000.0,-125000000.0,1243000000.0,213215000.0,,2796000000,-1062548000.0,758820000.0,0.37,51624000000.0,-10091000.0,426000000,118000000.0,34329000000.0,835000000,12761000.0,769000000.0,-21168000.0,-85365000.0,,,,
2018-03-31,418000000.0,27476000000.0,4510000000.0,,0.0,4122000000.0,2782000000.0,291000000.0,43159000000.0,143000000.0,4000000.0,-185000000.0,40377000000.0,509000000.0,-42000000.0,-18000000.0,1079000000.0,291000000.0,280000000.0,2404000000.0,31598000000.0,291000000,30000000.0,492000000.0,118000000.0,14522000000.0,0.57,509000000.0,3962000000.0,599000000.0,868000000.0,147000000.0,116000000.0,-872000000.0,1872000000.0,-175000000.0,350000000.0,83000000.0,1272000000.0,11561000000.0,20000000.0,,-3000000.0,422000000.0,-17602000000.0,116000000.0,116000000.0,1482000000.0,154000000.0,179000000.0,-71000000.0,,59000000.0,200000000.0,,-124000000.0,1027000000.0,18000000.0,,2951000000,-883000000.0,887000000.0,0.57,52281000000.0,134000000.0,480000000,59000000.0,34679000000.0,887000000,6000000.0,729000000.0,-24000000.0,33000000.0,,,,
2018-06-30,413000000.0,28412000000.0,4580000000.0,,2000000.0,4178000000.0,3056000000.0,265000000.0,44240000000.0,226000000.0,-470000000.0,-182000000.0,41184000000.0,510000000.0,41000000.0,1000000.0,1033000000.0,265000000.0,273000000.0,2398000000.0,32590000000.0,265000000,33000000.0,511000000.0,-17000000.0,15311000000.0,0.52,510000000.0,4029000000.0,583000000.0,808000000.0,176000000.0,332000000.0,-993000000.0,1625000000.0,-184000000.0,319000000.0,116000000.0,1272000000.0,11650000000.0,28000000.0,,,440000000.0,-17836000000.0,332000000.0,332000000.0,1538000000.0,158000000.0,178000000.0,60000000.0,,51000000.0,202000000.0,,-122000000.0,1092000000.0,659000000.0,,2658000000,-1020000000.0,550000000.0,0.52,53125000000.0,-151000000.0,450000000,54000000.0,35289000000.0,854000000,4000000.0,863000000.0,-31000000.0,216000000.0,,,,
2018-09-30,474000000.0,28832000000.0,4876000000.0,,0.0,3838000000.0,3003000000.0,491000000.0,44835000000.0,202000000.0,199000000.0,-127000000.0,41832000000.0,511000000.0,38000000.0,-3000000.0,1348000000.0,491000000.0,272000000.0,2473000000.0,32670000000.0,491000000,32000000.0,528000000.0,-64000000.0,15508000000.0,0.96,510000000.0,4173000000.0,652000000.0,856000000.0,158000000.0,213000000.0,-841000000.0,1700000000.0,-185000000.0,564000000.0,332000000.0,1283000000.0,12165000000.0,21000000.0,-300000000.0,,452000000.0,-17870000000.0,213000000.0,213000000.0,993000000.0,164000000.0,122000000.0,-37000000.0,,74000000.0,200000000.0,,-119000000.0,1189000000.0,-334000000.0,,3048000000,-857000000.0,1056000000.0,0.96,53749000000.0,42000000.0,696000000,73000000.0,35879000000.0,1168000000,15000000.0,876000000.0,-40000000.0,-119000000.0,,,,
2018-12-31,476000000.0,29305000000.0,4893000000.0,,,4460000000.0,3094000000.0,215000000.0,45987000000.0,206000000.0,-568000000.0,-359000000.0,42893000000.0,515000000.0,53000000.0,1000000.0,994000000.0,215000000.0,,2317000000.0,33765000000.0,215000000,33000000.0,548000000.0,-102000000.0,15803000000.0,0.42,515000000.0,4219000000.0,655000000.0,860000000.0,174000000.0,147000000.0,-1280000000.0,1886000000.0,-186000000.0,209000000.0,213000000.0,1285000000.0,12222000000.0,-78000000.0,-151000000.0,,464000000.0,-18076000000.0,147000000.0,147000000.0,1444000000.0,156000000.0,354000000.0,-57000000.0,,34000000.0,199000000.0,,-124000000.0,1237000000.0,585000000.0,27000000.0,2880000000,-1197000000.0,629000000.0,0.42,55020000000.0,-95000000.0,339000000,-6000000.0,36944000000.0,807000000,20000000.0,960000000.0,-84000000.0,-66000000.0,,,,
2019-03-31,469000000.0,31097000000.0,4996000000.0,,,4424000000.0,2909000000.0,315000000.0,47850000000.0,212000000.0,-51000000.0,-305000000.0,44941000000.0,516000000.0,4000000.0,-13000000.0,1141000000.0,315000000.0,499000000.0,2504000000.0,35521000000.0,315000000,33000000.0,445000000.0,84000000.0,16118000000.0,0.61,515000000.0,4307000000.0,655000000.0,974000000.0,159000000.0,94000000.0,-852000000.0,2000000000.0,-187000000.0,340000000.0,147000000.0,1287000000.0,12329000000.0,-3000000.0,-400000000.0,,412000000.0,-18448000000.0,94000000.0,94000000.0,1254000000.0,173000000.0,300000000.0,-114000000.0,,26000000.0,200000000.0,,-127000000.0,1154000000.0,6000000.0,,3141000000,-844000000.0,793000000.0,0.61,57181000000.0,5000000.0,486000000,25000000.0,38733000000.0,946000000,19000000.0,1094000000.0,-42000000.0,-53000000.0,,,,
2019-06-30,470000000.0,31158000000.0,5024000000.0,,,5060000000.0,2939000000.0,238000000.0,48584000000.0,190000000.0,-304000000.0,-183000000.0,45645000000.0,518000000.0,-161000000.0,2000000.0,1056000000.0,238000000.0,490000000.0,2573000000.0,36218000000.0,238000000,31000000.0,483000000.0,-59000000.0,15996000000.0,0.46,516000000.0,4370000000.0,646000000.0,737000000.0,180000000.0,353000000.0,-856000000.0,1521000000.0,-200000000.0,262000000.0,94000000.0,1287000000.0,12366000000.0,-6000000.0,0.0,,425000000.0,-18833000000.0,353000000.0,353000000.0,2150000000.0,173000000.0,178000000.0,236000000.0,,21000000.0,198000000.0,,-135000000.0,1057000000.0,574000000.0,,2577000000,-845000000.0,541000000.0,0.46,58247000000.0,-190000000.0,410000000,24000000.0,39414000000.0,905000000,16000000.0,1122000000.0,-14000000.0,259000000.0,,,,
2019-09-30,482000000.0,32078000000.0,5336000000.0,,,5021000000.0,3600000000.0,527000000.0,50240000000.0,186000000.0,-106000000.0,16000000.0,46640000000.0,521000000.0,101000000.0,-3000000.0,1417000000.0,527000000.0,478000000.0,2599000000.0,37099000000.0,527000000,33000000.0,544000000.0,-85000000.0,16819000000.0,1.02,519000000.0,4477000000.0,659000000.0,821000000.0,166000000.0,864000000.0,-1421000000.0,1596000000.0,-200000000.0,599000000.0,353000000.0,1311000000.0,13141000000.0,-92000000.0,-104000000.0,,455000000.0,-19180000000.0,864000000.0,864000000.0,1786000000.0,186000000.0,-16000000.0,-83000000.0,,83000000.0,203000000.0,,-142000000.0,1258000000.0,709000000.0,,3013000000,-1329000000.0,1223000000.0,1.01,59601000000.0,-1000000.0,758000000,72000000.0,40421000000.0,1232000000,12000000.0,1156000000.0,120000000.0,511000000.0,,,,
2019-12-31,,,,,,,,292000000.0,,,,,,526000000.0,,,1110000000.0,292000000.0,,,,292000000,34000000.0,,,,0.56,525000000.0,,660000000.0,,,,,1688000000.0,,299000000.0,,,,,,,,,,,,178000000.0,,,,,,,,,,,2798000000,,,0.56,,,450000000,7000000.0,,923000000,,,,,,,,
