date,quarterlyNonCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyTotalRevenue,quarterlyChangeInInventory,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyStockholdersEquity,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyResearchAndDevelopment,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyTaxProvision,quarterlyNetPPE,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyOperatingExpense,quarterlyAccountsReceivable,quarterlyCapitalStock,quarterlyBasicEPS,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyCurrentDeferredRevenue
2006-09-30,,7010000000.0,741000000.0,81000000.0,,-1000000.0,367000000,-136000000.0,,200000000,2667000000.0,1685000000,-3000000.0,158609246.0,39000000.0,-9000000.0,273000000,,,-52000000.0,513000000.0,5063000000.0,326000000.0,,876000000.0,1947000000.0,181000000,546000000.0,,147000000,2840000000.0,-8000000.0,,0.64,68000000.0,1519000000.0,-582000000.0,1271000000.0,,1000000.0,-58000000.0,171176126.0,,16000000,271000000.0,109000000,107000000,-61000000.0,159000000.0,42000000,639000000.0,72000000,2085000000.0,300000000.0,3244000000.0,974000000.0,,1318000000,167000000,987000000.0,0.0,0.67,210000000.0,354000000.0,106000000,7626000000.0,513000000.0,513000000.0,38000000.0,-32000000.0,205000000.0,4786000000.0,469000000.0,74000000,,73000000.0,
2006-12-31,,7034000000.0,823000000.0,34000000.0,,105000000.0,358000000,31000000.0,,185000000,2842000000.0,1656000000,-2000000.0,,15000000.0,-9000000.0,260000000,,,-75000000.0,791000000.0,4818000000.0,394000000.0,,875000000.0,2216000000.0,174000000,787000000.0,,86000000,3111000000.0,-2000000.0,,,69000000.0,1332000000.0,-687000000.0,1269000000.0,,0.0,1000000.0,,1000000.0,18000000,336000000.0,77000000,79000000,-119000000.0,278000000.0,51000000,653000000.0,94000000,2155000000.0,297000000.0,3189000000.0,834000000.0,232000000.0,1298000000,173000000,1001000000.0,0.0,,217000000.0,513000000.0,75000000,7895000000.0,791000000.0,791000000.0,17000000.0,-9000000.0,309000000.0,4784000000.0,463000000.0,76000000,,75000000.0,
2007-03-31,,6903000000.0,731000000.0,-34000000.0,,-148000000.0,391000000,-9000000.0,,239000000,2727000000.0,1631000000,17000000.0,159284888.0,16000000.0,-8000000.0,320000000,,,325000000.0,1115000000.0,5162000000.0,600000000.0,,869000000.0,1741000000.0,204000000,979000000.0,,116000000,3237000000.0,34000000.0,,1.15,43000000.0,1592000000.0,-680000000.0,1220000000.0,,2000000.0,-17000000.0,174442332.0,19000000.0,17000000,12000000.0,201000000,144000000,-49000000.0,324000000.0,22000000,584000000.0,60000000,2047000000.0,265000000.0,3305000000.0,820000000.0,,1240000000,152000000,910000000.0,0.0,1.25,-37000000.0,791000000.0,199000000,7887000000.0,1115000000.0,1115000000.0,32000000.0,-1000000.0,184000000.0,4650000000.0,451000000.0,72000000,,81000000.0,
2007-06-30,,6694000000.0,667000000.0,8000000.0,,-117000000.0,337000000,48000000.0,,173000000,2920000000.0,1556000000,7000000.0,156932929.0,240000000.0,-10000000.0,250000000,,,-30000000.0,470000000.0,5090000000.0,474000000.0,,869000000.0,1604000000.0,168000000,656000000.0,,122000000,2496000000.0,-14000000.0,,-0.76,51000000.0,1591000000.0,-744000000.0,1310000000.0,,-242000000.0,-689000000.0,156932929.0,2000000.0,19000000,67000000.0,-117000000,-124000000,-67000000.0,-645000000.0,-297000000,575000000.0,-44000000,2176000000.0,301000000.0,3198000000.0,742000000.0,,1219000000,164000000,857000000.0,0.0,-0.76,0.0,1115000000.0,-120000000,7355000000.0,470000000.0,470000000.0,2000000.0,-31000000.0,187000000.0,4859000000.0,437000000.0,61000000,,77000000.0,
2007-09-30,,6862000000.0,675000000.0,-33000000.0,,5000000.0,337000000,55000000.0,,153000000,3096000000.0,1573000000,1000000.0,150154309.0,0.0,-8000000.0,233000000,-145000000.0,,-99000000.0,531000000.0,5071000000.0,594000000.0,,875000000.0,1791000000.0,131000000,674000000.0,,133000000,2590000000.0,-22000000.0,,0.76,61000000.0,1572000000.0,-826000000.0,1323000000.0,,0.0,-54000000.0,167410047.0,30000000.0,18000000,200000000.0,128000000,130000000,-101000000.0,61000000.0,17000000,575000000.0,1000000,2270000000.0,247000000.0,3252000000.0,867000000.0,,1236000000,184000000,953000000.0,0.0,0.84,99000000.0,470000000.0,126000000,7541000000.0,531000000.0,531000000.0,5000000.0,-7000000.0,243000000.0,4951000000.0,432000000.0,63000000,,80000000.0,
2007-12-31,,6991000000.0,818000000.0,82000000.0,,-61000000.0,412000000,197000000.0,,298000000,3200000000.0,1760000000,-52000000.0,,0.0,-9000000.0,371000000,0.0,,-53000000.0,825000000.0,4960000000.0,799000000.0,,866000000.0,2031000000.0,313000000,1062000000.0,,145000000,3063000000.0,6000000.0,,,86000000.0,1411000000.0,-838000000.0,1332000000.0,,14000000.0,46000000.0,,18000000.0,19000000,287000000.0,214000000,208000000,-71000000.0,294000000.0,173000000,636000000.0,104000000,2362000000.0,265000000.0,3284000000.0,911000000.0,,1348000000,114000000,1009000000.0,0.0,,216000000.0,531000000.0,211000000,8058000000.0,825000000.0,825000000.0,30000000.0,-20000000.0,272000000.0,4995000000.0,425000000.0,66000000,,73000000.0,
2008-03-31,,7190000000.0,822000000.0,20000000.0,,-123000000.0,418000000,164000000.0,,250000000,3421000000.0,1846000000,-51000000.0,151993753.0,-2000000.0,-9000000.0,336000000,-60000000.0,,-138000000.0,763000000.0,5106000000.0,935000000.0,,890000000.0,2084000000.0,218000000,1119000000.0,,136000000,3130000000.0,-34000000.0,,0.87,66000000.0,1469000000.0,-944000000.0,1349000000.0,,2000000.0,-112000000.0,167306016.0,7000000.0,23000000,166000000.0,145000000,145000000,-109000000.0,-62000000.0,36000000,709000000.0,73000000,2477000000.0,286000000.0,3351000000.0,979000000.0,,1428000000,168000000,1079000000.0,0.0,0.93,57000000.0,825000000.0,142000000,8315000000.0,763000000.0,763000000.0,114000000.0,-111000000.0,253000000.0,5185000000.0,457000000.0,67000000,,86000000.0,
2008-06-30,,7378000000.0,829000000.0,-28000000.0,,-78000000.0,396000000,206000000.0,,207000000,3534000000.0,1868000000,-43000000.0,150905770.0,61000000.0,-8000000.0,299000000,-66000000.0,,105000000.0,983000000.0,5405000000.0,1061000000.0,24000000.0,897000000.0,1973000000.0,247000000,1232000000.0,,138000000,3301000000.0,184000000.0,,0.8,30000000.0,1757000000.0,-992000000.0,1387000000.0,,-2000000.0,-71000000.0,167814803.0,10000000.0,18000000,180000000.0,134000000,203000000,-89000000.0,220000000.0,80000000,754000000.0,45000000,2542000000.0,277000000.0,3371000000.0,862000000.0,,1472000000,189000000,1061000000.0,0.0,0.87,91000000.0,763000000.0,132000000,8614000000.0,1007000000.0,983000000.0,-18000000.0,28000000.0,252000000.0,5313000000.0,437000000.0,63000000,,92000000.0,
2008-09-30,,6941000000.0,754000000.0,3000000.0,,-214000000.0,333000000,108000000.0,,163000000,3555000000.0,1823000000,-26000000.0,147063241.0,,-9000000.0,257000000,-252000000.0,,-136000000.0,584000000.0,5243000000.0,1210000000.0,17000000.0,816000000.0,1698000000.0,152000000,1029000000.0,,142000000,2820000000.0,-321000000.0,,0.97,49000000.0,1682000000.0,-1028000000.0,1351000000.0,,-6000000.0,-219000000.0,162911689.0,1000000.0,18000000,-1000000.0,158000000,164000000,-14000000.0,-399000000.0,55000000,743000000.0,-12000000,2527000000.0,243000000.0,3318000000.0,613000000.0,,1490000000,170000000,1013000000.0,0.0,1.05,-15000000.0,983000000.0,155000000,7972000000.0,601000000.0,584000000.0,51000000.0,-45000000.0,302000000.0,5152000000.0,389000000.0,65000000,,94000000.0,
2008-12-31,,6982000000.0,523000000.0,-64000000.0,,278000000.0,109000000,-579000000.0,,-187000000,3613000000.0,1286000000,141000000.0,,,-8000000.0,-99000000,0.0,,-32000000.0,676000000.0,5613000000.0,1047000000.0,6000000.0,779000000.0,1369000000.0,-183000000,182000000.0,,124000000,2284000000.0,124000000.0,,,42000000.0,2191000000.0,-1141000000.0,1240000000.0,,-1000000.0,-97000000.0,,0.0,21000000,241000000.0,-155000000,-140000000,-62000000.0,92000000.0,-67000000,577000000.0,-43000000,2472000000.0,122000000.0,3300000000.0,598000000.0,,1177000000,296000000,631000000.0,0.0,,179000000.0,584000000.0,-157000000,7166000000.0,682000000.0,676000000.0,55000000.0,37000000.0,233000000.0,4882000000.0,364000000.0,66000000,,88000000.0,
2009-03-31,,7290000000.0,504000000.0,-1000000.0,,41000000.0,200000000,-690000000.0,10000000.0,49000000,3474000000.0,1146000000,42000000.0,143506981.0,104000000.0,-9000000.0,109000000,0.0,,311000000.0,1150000000.0,5991000000.0,1018000000.0,5000000.0,758000000.0,1299000000.0,-16000000,45000000.0,-1000000.0,114000000,2589000000.0,-115000000.0,-39000000.0,-0.16,42000000.0,1219000000.0,-992000000.0,344000000.0,800000000.0,0.0,-48000000.0,143506981.0,,20000000,199000000.0,-20000000,-21000000,,474000000.0,-17000000,522000000.0,5000000,2482000000.0,336000000.0,3274000000.0,576000000.0,,946000000,151000000,624000000.0,0.0,-0.16,199000000.0,676000000.0,-23000000,7337000000.0,1155000000.0,1150000000.0,15000000.0,0.0,195000000.0,4748000000.0,335000000.0,51000000,,,
2009-06-30,,7375000000.0,557000000.0,4000000.0,,5000000.0,248000000,-588000000.0,17000000.0,95000000,3545000000.0,1244000000,33000000.0,143500000.0,-97000000.0,-8000000.0,258000000,,,-128000000.0,1145000000.0,6033000000.0,1114000000.0,6000000.0,788000000.0,1342000000.0,122000000,246000000.0,0.0,114000000,2778000000.0,284000000.0,-7000000.0,0.66,198000000.0,1254000000.0,-1012000000.0,327000000.0,843000000.0,-3000000.0,-11000000.0,157100000.0,,18000000,100000000.0,104000000,105000000,,-5000000.0,79000000,473000000.0,17000000,2533000000.0,352000000.0,3268000000.0,529000000.0,,996000000,153000000,702000000.0,0.0,0.71,100000000.0,1150000000.0,102000000,7623000000.0,1151000000.0,1145000000.0,0.0,,224000000.0,4845000000.0,328000000.0,54000000,,,
2009-09-30,,7564000000.0,558000000.0,-370000000.0,,-39000000.0,266000000,-543000000.0,28000000.0,118000000,3771000000.0,1304000000,11000000.0,143591231.0,77000000.0,-8000000.0,186000000,,,8000000.0,1293000000.0,6091000000.0,1505000000.0,4000000.0,806000000.0,1473000000.0,49000000,684000000.0,0.0,110000000,2862000000.0,-160000000.0,-10000000.0,2.53,87000000.0,1270000000.0,-1084000000.0,328000000.0,894000000.0,0.0,7000000.0,157562916.0,0.0,18000000,109000000.0,399000000,399000000,,148000000.0,-20000000,467000000.0,-350000000,2687000000.0,352000000.0,3312000000.0,606000000.0,,1038000000,148000000,728000000.0,0.0,2.76,109000000.0,1145000000.0,396000000,8250000000.0,1297000000.0,1293000000.0,0.0,,265000000.0,5388000000.0,315000000.0,51000000,,,
2009-12-31,,7826000000.0,649000000.0,-35000000.0,,131000000.0,289000000,-659000000.0,72000000.0,28000000,3927000000.0,1388000000,-56000000.0,,9000000.0,-8000000.0,214000000,,,-160000000.0,1254000000.0,6219000000.0,1502000000.0,3000000.0,798000000.0,1607000000.0,86000000,584000000.0,-8000000.0,131000000,2856000000.0,-216000000.0,-36000000.0,,59000000.0,1535000000.0,-1130000000.0,311000000.0,870000000.0,2000000.0,-60000000.0,,,19000000,188000000.0,5000000,1000000,,-39000000.0,108000000,522000000.0,85000000,2797000000.0,137000000.0,3259000000.0,611000000.0,,1099000000,261000000,721000000.0,0.0,,-163000000.0,1293000000.0,3000000,8410000000.0,1257000000.0,1254000000.0,0.0,,242000000.0,5554000000.0,294000000.0,51000000,,,
2010-03-31,,7628000000.0,626000000.0,-7000000.0,,-123000000.0,218000000,-686000000.0,72000000.0,61000000,3845000000.0,1388000000,-38000000.0,150272227.0,74000000.0,-9000000.0,139000000,,,-132000000.0,1139000000.0,6088000000.0,1511000000.0,4000000.0,765000000.0,1540000000.0,-3000000,574000000.0,,123000000,2851000000.0,-137000000.0,-10000000.0,0.1,45000000.0,1224000000.0,-1122000000.0,266000000.0,843000000.0,0.0,-15000000.0,152642371.0,,19000000,55000000.0,18000000,17000000,,-115000000.0,-16000000,545000000.0,-20000000,2723000000.0,356000000.0,3233000000.0,552000000.0,,1170000000,157000000,801000000.0,0.0,0.1,55000000.0,1254000000.0,15000000,8202000000.0,1143000000.0,1139000000.0,0.0,,258000000.0,5351000000.0,266000000.0,49000000,,,
2010-06-30,,7416000000.0,607000000.0,-3000000.0,,-33000000.0,303000000,-709000000.0,76000000.0,147000000,3787000000.0,1517000000,6000000.0,156300000.0,-7000000.0,-6000000.0,339000000,,,-143000000.0,1081000000.0,5906000000.0,1664000000.0,2000000.0,736000000.0,1510000000.0,224000000,689000000.0,,123000000,2822000000.0,-112000000.0,-28000000.0,1.01,70000000.0,1139000000.0,-1111000000.0,273000000.0,844000000.0,-20000000.0,-63000000.0,158400000.0,,18000000,164000000.0,160000000,163000000,,-58000000.0,125000000,522000000.0,61000000,2676000000.0,345000000.0,3162000000.0,532000000.0,,1214000000,156000000,862000000.0,0.0,1.02,164000000.0,1139000000.0,160000000,8105000000.0,1083000000.0,1081000000.0,0.0,,265000000.0,5283000000.0,269000000.0,49000000,,,
2010-09-30,,7477000000.0,640000000.0,-14000000.0,-13000000.0,-50000000.0,346000000,-606000000.0,114000000.0,189000000,4043000000.0,1506000000,-31000000.0,155859508.0,-7000000.0,-8000000.0,306000000,-21000000.0,,-106000000.0,884000000.0,5840000000.0,1801000000.0,2000000.0,785000000.0,1637000000.0,191000000,917000000.0,0.0,123000000,2767000000.0,-108000000.0,-810000000.0,0.92,91000000.0,1175000000.0,-1159000000.0,292000000.0,896000000.0,-24000000.0,-254000000.0,157883548.0,,19000000,144000000.0,145000000,147000000,,-197000000.0,50000000,578000000.0,44000000,2884000000.0,398000000.0,3010000000.0,589000000.0,,1160000000,157000000,897000000.0,0.0,0.93,144000000.0,1081000000.0,145000000,8394000000.0,886000000.0,884000000.0,0.0,,261000000.0,5627000000.0,271000000.0,48000000,,,
2010-12-31,41000000.0,7355000000.0,673000000.0,39000000.0,4000000.0,-56000000.0,313000000,-670000000.0,17000000.0,106000000,4148000000.0,1507000000,-35000000.0,,-46000000.0,-8000000.0,262000000,-7000000.0,,-179000000.0,740000000.0,5813000000.0,1851000000.0,78000000.0,774000000.0,1542000000.0,130000000,926000000.0,0.0,136000000,2668000000.0,129000000.0,-73000000.0,,59000000.0,970000000.0,-1131000000.0,289000000.0,838000000.0,38000000.0,-56000000.0,,,14000000,89000000.0,58000000,103000000,,-144000000.0,77000000,610000000.0,27000000,3017000000.0,389000000.0,2990000000.0,596000000.0,,1194000000,207000000,827000000.0,0.0,,-223000000.0,884000000.0,58000000,8281000000.0,818000000.0,740000000.0,0.0,,228000000.0,5613000000.0,252000000.0,58000000,72000000.0,,
2011-03-31,875000000.0,7486000000.0,740000000.0,-2000000.0,75000000.0,-110000000.0,351000000,-600000000.0,77000000.0,184000000,4356000000.0,1589000000,-60000000.0,155966259.0,27000000.0,-8000000.0,310000000,-3000000.0,,-151000000.0,722000000.0,5876000000.0,1985000000.0,74000000.0,804000000.0,1610000000.0,180000000,1136000000.0,-8000000.0,128000000,2851000000.0,-93000000.0,-9000000.0,0.9,45000000.0,189000000.0,-1203000000.0,302000000.0,822000000.0,-2000000.0,-11000000.0,158666687.0,,23000000,132000000.0,142000000,138000000,-54000000.0,-18000000.0,50000000,688000000.0,42000000,3153000000.0,407000000.0,3003000000.0,325000000.0,41000000.0,1238000000,167000000,950000000.0,0.0,0.91,78000000.0,740000000.0,142000000,8622000000.0,796000000.0,722000000.0,,,219000000.0,5771000000.0,252000000.0,55000000,-108000000.0,,
