date,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCommonStockIssuance,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyBasicEPS,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyBasicAverageShares,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyChangeInAccountPayable,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedEPS,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyEndCashPosition,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue
2009-12-31,,1101000000,1554000000,9494000000,-135000000.0,1000000,-116000000.0,42000000.0,3499000000,-3632000000.0,553000000,553000000,,197000000,71000000.0,170000000.0,90000000.0,-41000000.0,123000000,3275000000,-295000000,319000000,1000000.0,10436000000,-322000000,179000000,,-76000000,8979000000.0,-58000000.0,5347000000,2635000000,-548000000,34000000.0,1000000.0,60000000,,,3996000000,4714000000,,-143000000,427000000.0,390000000,11783000000,6207000000,,-28000000,21286000000,913000000,,9503000000,117000000.0,1958000000,622000000.0,-323000000,314000000,10921000000,-8000000,11000000,,17000000,183000000,4862000000,-14000000,,3618000000,390000000,553000000,-58000000.0,-440000000,2363000000,,10122000000,,,
2010-03-31,144152871.0,553000000,1554000000,9987000000,89000000.0,0,-133000000.0,-621000000.0,4382000000,,473000000,473000000,52000000.0,549000000,78000000.0,205000000.0,-380000000.0,-39000000.0,491000000,3285000000,-321000000,229000000,1000000.0,10345000000,-287000000,760000000,0.305232,148000000,,9000000.0,4653000000,2961000000,58000000,108000000.0,6000000.0,269000000,,,4008000000,4809000000,,473000000,949000000.0,347000000,11422000000,6890000000,144152871.0,44000000,22572000000,1092000000,-15000000.0,11150000000,434000000.0,3809000000,586000000.0,13000000,545000000,11699000000,80000000,63000000,0.305232,632000000,134000000,3955000000,59000000,,3583000000,397000000,473000000,-49000000.0,-381000000,2368000000,,9800000000,,,
2010-06-30,159448713.0,473000000,1554000000,11408000000,2320000000.0,-106000000,-2000000.0,-537000000.0,2980000000,,2771000000,2771000000,-24000000.0,443000000,101000000.0,191000000.0,-265000000.0,241000000.0,-773000000,3278000000,-380000000,-25000000,1000000.0,10974000000,-260000000,-919000000,12.322698,10000000,,542000000.0,4651000000,2345000000,2160000000,-91000000.0,28000000.0,2534000000,,,5734000000,4273000000,,-1179000000,960000000.0,415000000,12956000000,6134000000,140112091.0,1758000000,22094000000,757000000,8000000.0,9138000000,88000000.0,1786000000,584000000.0,9000000,425000000,10407000000,1787000000,1778000000,11.15,-712000000,115000000,4571000000,2388000000,,3401000000,415000000,2771000000,-50000000.0,3503000000,2489000000,,10549000000,,,
2010-09-30,147993316.0,2771000000,1554000000,11830000000,295000000.0,0,-5000000.0,-918000000.0,4262000000,,350000000,350000000,22000000.0,972000000,62000000.0,196000000.0,-423000000.0,11000000.0,-1674000000,3856000000,-815000000,465000000,2000000.0,11662000000,-207000000,-1461000000,1.36,355000000,,97000000.0,4992000000,2765000000,-2421000000,9000000.0,13000000.0,468000000,-268000000.0,,5895000000,3301000000,,-1668000000,950000000.0,357000000,13326000000,7665000000,147993316.0,193000000,23101000000,803000000,-10000000.0,9775000000,439000000.0,1978000000,599000000.0,14000000,712000000,10966000000,206000000,212000000,1.36,-792000000,120000000,5568000000,-18000000,,2378000000,357000000,350000000,-58000000.0,-170000000,3003000000,,10950000000,,,
2010-12-31,,350000000,691000000,12220000000,346000000.0,3875000000,-114000000.0,-2221000000.0,872000000,-2983000000.0,1504000000,1543000000,,2330000000,57000000.0,186000000.0,-492000000.0,-53000000.0,-1259000000,3637000000,1486000000,583000000,2000000.0,12726000000,-318000000,-815000000,,390000000,8295000000.0,41000000.0,5312000000,2184000000,228000000,29000000.0,13000000.0,520000000,0.0,,6153000000,3443000000,39000000.0,-1133000000,934000000.0,439000000,15815000000,10004000000,,292000000,26001000000,808000000,,10186000000,344000000.0,291000000,609000000.0,4000000,829000000,13447000000,315000000,301000000,,-1022000000,84000000,6635000000,6000000,323000000.0,2551000000,439000000,578000000,-45000000.0,-443000000,2901000000,1268000000.0,11897000000,,,
2011-03-31,155647491.0,578000000,691000000,13105000000,278000000.0,-18000000,-62000000.0,-221000000.0,5234000000,,812000000,812000000,16000000.0,1647000000,72000000.0,213000000.0,-212000000.0,-11000000.0,437000000,4033000000,-230000000,874000000,12000000.0,12194000000,-207000000,734000000,1.521672,295000000,,43000000.0,5564000000,3676000000,234000000,236000000.0,15000000.0,454000000,,,6343000000,4012000000,,527000000,969000000.0,344000000,15903000000,9356000000,147206447.0,224000000,26473000000,971000000,-12000000.0,10570000000,355000000.0,3219000000,605000000.0,42000000,639000000,13368000000,235000000,232000000,1.49,40000000,145000000,6719000000,34000000,,3041000000,344000000,812000000,-48000000.0,-282000000,3138000000,,11555000000,,,
2011-06-30,156176828.0,812000000,691000000,13751000000,291000000.0,-7000000,-21000000.0,-219000000.0,5155000000,,470000000,470000000,59000000.0,1520000000,70000000.0,217000000.0,148000000.0,-125000000.0,-744000000,3404000000,288000000,1224000000,4000000.0,14488000000,-247000000,-470000000,2.083551,264000000,,20000000.0,5840000000,3425000000,-342000000,-381000000.0,11000000.0,504000000,,,6613000000,4408000000,65000000.0,-717000000,1021000000.0,383000000,15636000000,8349000000,147344609.0,307000000,26508000000,904000000,-3000000.0,10872000000,-708000000.0,3192000000,602000000.0,-9000000,647000000,12757000000,312000000,316000000,2.02,-126000000,79000000,6974000000,74000000,,3504000000,383000000,470000000,-42000000.0,-158000000,3037000000,1416000000.0,13841000000,,,
2011-09-30,147631723.0,470000000,691000000,12029000000,131000000.0,-24000000,-21000000.0,-1355000000.0,5356000000,,1055000000,1055000000,19000000.0,1568000000,80000000.0,190000000.0,351000000.0,209000000.0,370000000,3203000000,-164000000,-419000000,3000000.0,15616000000,-251000000,1099000000,0.907119,312000000,,-1000000.0,5269000000,3846000000,585000000,216000000.0,14000000.0,362000000,-120000000.0,,6709000000,4255000000,,848000000,867000000.0,394000000,15173000000,8617000000,145515581.0,132000000,24901000000,787000000,-25000000.0,9728000000,71000000.0,2790000000,612000000.0,10000000,706000000,12872000000,133000000,140000000,0.89,149000000,85000000,6247000000,-129000000,369000000.0,3468000000,394000000,1055000000,-55000000.0,-276000000,2515000000,1375000000.0,14910000000,,,
2011-12-31,,1055000000,691000000,11707000000,240000000.0,-40000000,-60000000.0,-1533000000.0,424000000,-3163000000.0,835000000,1237000000,1000000.0,733000000,80000000.0,220000000.0,-20000000.0,-290000000.0,1108000000,3173000000,-954000000,-610000000,4000000.0,16445000000,-420000000,1251000000,,304000000,8297000000.0,-18000000.0,5134000000,1370000000,-220000000,12000000.0,9000000.0,448000000,0.0,,6917000000,4253000000,402000000.0,831000000,893000000.0,432000000,13128000000,6947000000,,245000000,23275000000,771000000,-59000000.0,10147000000,-13000000.0,614000000,600000000.0,8000000,736000000,11200000000,260000000,254000000,,467000000,134000000,5733000000,-14000000,283000000.0,3348000000,432000000,835000000,-45000000.0,-504000000,2459000000,1236000000.0,15709000000,,,
2012-03-31,147000000.0,835000000,691000000,12770000000,103000000.0,-17000000,-98000000.0,1031000000.0,4225000000,,1250000000,1250000000,18000000.0,805000000,62000000.0,270000000.0,-439000000.0,-34000000.0,-335000000,3834000000,1033000000,-265000000,8000000.0,13446000000,-224000000,-302000000,0.575707,102000000,,14000000.0,5791000000,2977000000,415000000,-161000000.0,19000000.0,285000000,,,6964000000,5464000000,,-526000000,915000000.0,419000000,14751000000,7616000000,145907590.0,84000000,25850000000,1026000000,-9000000.0,11099000000,,4123000000,627000000.0,3000000,521000000,13080000000,89000000,92000000,0.57,-549000000,161000000,6368000000,37000000,352000000.0,4438000000,419000000,1250000000,-47000000.0,-321000000,2908000000,1142000000.0,12925000000,,,
2012-06-30,154000000.0,1250000000,691000000,11872000000,342000000.0,-51000000,-179000000.0,92000000.0,5158000000,,467000000,467000000,517000000.0,2647000000,82000000.0,306000000.0,5000000.0,-74000000.0,-2765000000,3048000000,1631000000,-1365000000,2000000.0,15090000000,-249000000,-2397000000,1.814629,282000000,,68000000.0,5596000000,3979000000,-783000000,468000000.0,12000000.0,568000000,,,7190000000,5167000000,,-2646000000,880000000.0,396000000,16360000000,9674000000,146035349.0,265000000,26713000000,920000000,-80000000.0,10353000000,,3293000000,278000000.0,-3000000,660000000,14841000000,274000000,274000000,1.78,-1964000000,155000000,7930000000,121000000,567000000.0,4247000000,378000000,467000000,-42000000.0,38000000,2805000000,1179000000.0,14430000000,,,
2012-09-30,155000000.0,467000000,691000000,11962000000,368000000.0,13000000,-10000000.0,2302000000.0,5552000000,,690000000,690000000,-52000000.0,3790000000,86000000.0,303000000.0,-882000000.0,54000000.0,-722000000,3701000000,634000000,-1306000000,3000000.0,17293000000,-194000000,-173000000,2.004504,443000000,,80000000.0,5841000000,4096000000,223000000,-275000000.0,13000000.0,604000000,,,7440000000,5039000000,,-367000000,878000000.0,416000000,18046000000,11587000000,144175316.0,289000000,28635000000,897000000,-22000000.0,10589000000,,3285000000,282000000.0,-2000000,859000000,16626000000,288000000,297000000,1.92,-152000000,105000000,8115000000,-2000000,392000000.0,4142000000,416000000,690000000,-49000000.0,-243000000,3689000000,1333000000.0,16434000000,,,
2012-12-31,146348499.0,690000000,691000000,11208000000,-504000000.0,-2000000,-11000000.0,-1879000000.0,3775000000,-3395000000.0,571000000,571000000,-375000000.0,2317000000,87000000.0,295000000.0,943000000.0,22000000.0,2256000000,3319000000,-2092000000,-1410000000,10000000.0,17040000000,-428000000,2417000000,-4.168133,151000000,8803000000.0,-203000000.0,5888000000,2726000000,-117000000,58000000.0,0.0,-261000000,0.0,,6792000000,4464000000,3153000000.0,1989000000,351000000.0,399000000,14065000000,8362000000,146348499.0,-610000000,24081000000,881000000,28000000.0,10016000000,,3209000000,273000000.0,9000000,550000000,12826000000,-301000000,-599000000,-4.17,1098000000,84000000,6590000000,-586000000,223000000.0,3532000000,399000000,571000000,-54000000.0,-441000000,2471000000,1069000000.0,16490000000,,,
2013-03-31,148000000.0,569000000,691000000,11407000000,230000000.0,-40000000,-25000000.0,-1114000000.0,4839000000,,801000000,5176000000,13000000.0,6732000000,76000000.0,287000000.0,-583000000.0,-56000000.0,-193000000,3643000000,414000000,-1326000000,9000000.0,14785000000,-224000000,103000000,1.155948,298000000,,73000000.0,6017000000,3191000000,232000000,-50000000.0,4000000.0,427000000,,,6924000000,4879000000,4375000000.0,-121000000,351000000.0,349000000,19793000000,13566000000,147065424.0,170000000,29899000000,929000000,-6000000.0,10106000000,,3174000000,277000000.0,1000000,647000000,18445000000,157000000,180000000,1.15,415000000,62000000,6074000000,-1000000,326000000.0,3897000000,349000000,801000000,-49000000.0,-282000000,2957000000,1024000000.0,14138000000,,,
2013-06-30,148000000.0,801000000,691000000,10660000000,159000000.0,-7000000,14000000.0,-2011000000.0,5098000000,,726000000,5413000000,25000000.0,8291000000,86000000.0,311000000.0,-49000000.0,91000000.0,-984000000,3482000000,852000000,-2139000000,3000000.0,15491000000,-246000000,-616000000,0.747274,237000000,,38000000.0,5762000000,3386000000,-75000000,125000000.0,17000000.0,394000000,,,7007000000,4477000000,4687000000.0,-862000000,331000000.0,379000000,20683000000,15159000000,147201610.0,110000000,30343000000,911000000,-23000000.0,9660000000,,2983000000,273000000.0,-4000000,616000000,19636000000,121000000,136000000,0.747274,-731000000,61000000,6391000000,-4000000,407000000.0,3513000000,379000000,726000000,-47000000.0,-246000000,3010000000,1022000000.0,14875000000,,,
2013-09-30,147493014.0,726000000,691000000,10304000000,312000000.0,37000000,-40000000.0,-2438000000.0,5172000000,,1487000000,6083000000,34000000.0,7512000000,102000000.0,296000000.0,669000000.0,498000000.0,1040000000,3421000000,-1188000000,-2290000000,14000000.0,14701000000,-250000000,1416000000,-0.928858,322000000,,589000000.0,5859000000,3108000000,761000000,-15000000.0,13000000.0,567000000,,,6807000000,4059000000,4596000000.0,1166000000,331000000.0,369000000,19486000000,14041000000,147493014.0,-137000000,28451000000,967000000,-14000000.0,8965000000,,2203000000,276000000.0,-11000000,691000000,18100000000,-277000000,-120000000,-0.94,503000000,71000000,5881000000,66000000,305000000.0,3059000000,369000000,1487000000,-53000000.0,497000000,2350000000,1175000000.0,14010000000,,,
2013-12-31,149000000.0,1487000000,691000000,10088000000,329000000.0,181000000,-304000000.0,-4807000000.0,4455000000,-3591000000.0,742000000,5212000000,62000000.0,5935000000,99000000.0,326000000.0,111000000.0,-110000000.0,1212000000,3522000000,-1643000000,-2572000000,17000000.0,16375000000,-322000000,1322000000,0.778095,367000000,9165000000.0,202000000.0,6075000000,3078000000,-747000000,-29000000.0,19000000.0,573000000,,,6891000000,4158000000,4470000000.0,1000000000,392000000.0,443000000,17662000000,12535000000,147796784.0,115000000,26781000000,942000000,-25000000.0,9119000000,,2085000000,241000000.0,-29000000,810000000,16693000000,127000000,138000000,0.778095,51000000,185000000,5796000000,32000000,330000000.0,3179000000,443000000,742000000,-55000000.0,-398000000,2144000000,940000000.0,15565000000,,,
2014-03-31,147135656.0,742000000,691000000,10061000000,16000000.0,-9000000,-25000000.0,-1746000000.0,5231000000,,632000000,3891000000,30000000.0,5315000000,79000000.0,313000000.0,-488000000.0,-11000000.0,-1208000000,3828000000,1158000000,-2461000000,6000000.0,13461000000,-165000000,-1057000000,-0.183504,48000000,,30000000.0,6166000000,3316000000,-110000000,4000000.0,18000000.0,219000000,-92000000.0,,6826000000,4935000000,3259000000.0,-1222000000,396000000.0,366000000,18191000000,12459000000,147135656.0,-27000000,27455000000,1022000000,-39000000.0,9264000000,,2137000000,252000000.0,-14000000,414000000,17394000000,-14000000,-13000000,-0.183504,-658000000,234000000,6452000000,28000000,276000000.0,3875000000,366000000,632000000,-53000000.0,-208000000,2617000000,1027000000.0,13047000000,,,
2014-06-30,155039427.0,632000000,691000000,10169000000,373000000.0,33000000,-15000000.0,-3812000000.0,654000000,,523000000,3607000000,195000000.0,4500000000,76000000.0,305000000.0,-347000000.0,6000000.0,-219000000,3427000000,-332000000,-2254000000,7000000.0,16793000000,-186000000,266000000,1.85,401000000,,111000000.0,6290000000,1433000000,-109000000,-36000000.0,10000000.0,611000000,-108000000.0,,7056000000,5243000000,3084000000.0,80000000,399000000.0,392000000,16672000000,10377000000,146477301.0,272000000,26011000000,735000000,-73000000.0,9339000000,,179000000,568000000.0,-3000000,793000000,15620000000,262000000,288000000,1.81,360000000,237000000,6145000000,15000000,235000000.0,4231000000,392000000,523000000,-52000000.0,-46000000,2981000000,708000000.0,16000000000,,,
2014-09-30,154000000.0,523000000,691000000,9562000000,286000000.0,-29000000,-14000000.0,-3321000000.0,4916000000,,357000000,3272000000,36000000.0,4165000000,70000000.0,284000000.0,411000000.0,-12000000.0,1878000000,3831000000,-1857000000,-3244000000,21000000.0,13676000000,-164000000,1907000000,1.957895,316000000,,9000000.0,5919000000,2933000000,-166000000,-37000000.0,8000000.0,356000000,-100000000.0,,7292000000,3654000000,2915000000.0,1743000000,372000000.0,403000000,15617000000,10929000000,145053724.0,284000000,24145000000,896000000,-28000000.0,8528000000,,1666000000,287000000.0,-1000000,719000000,14583000000,277000000,294000000,1.9,888000000,210000000,4987000000,21000000,212000000.0,2720000000,403000000,357000000,-57000000.0,-199000000,2442000000,743000000.0,12957000000,,,
2014-12-31,146000000.0,357000000,691000000,8834000000,248000000.0,112000000,15000000.0,-5589000000.0,3988000000,-3758000000.0,362000000,1705000000,21000000.0,2346000000,57000000.0,256000000.0,396000000.0,-28000000.0,-173000000,3333000000,-27000000,-4058000000,40000000.0,13898000000,-324000000,283000000,0.562788,277000000,8815000000.0,144000000.0,5626000000,3111000000,5000000,19000000.0,13000000.0,464000000,0.0,,7180000000,3861000000,1343000000.0,-41000000,349000000.0,422000000,13166000000,8790000000,145703198.0,82000000,21485000000,970000000,-56000000.0,8319000000,,1782000000,306000000.0,81000000,699000000,12651000000,104000000,90000000,0.56,-700000000,177000000,5502000000,12000000,392000000.0,2854000000,422000000,362000000,-68000000.0,-232000000,1971000000,769000000.0,13199000000,,,
2015-03-31,153817713.0,362000000,691000000,7195000000,331000000.0,-2000000,-58000000.0,-1462000000.0,410000000,,380000000,870000000,60000000.0,1883000000,53000000.0,266000000.0,221000000.0,16000000.0,410000000,3155000000,-35000000,-5332000000,10000000.0,10806000000,-117000000,308000000,1.71,379000000,,85000000.0,5079000000,1699000000,18000000,-18000000.0,13000000.0,504000000,-200000000.0,,7386000000,3395000000,490000000.0,191000000,318000000.0,331000000,11090000000,7657000000,145164587.0,249000000,18481000000,856000000,-71000000.0,7391000000,38000000.0,129000000,411000000.0,-1000000,710000000,11052000000,246000000,263000000,1.67,471000000,168000000,4778000000,-6000000,282000000.0,2337000000,331000000,380000000,-58000000.0,-188000000,1502000000,603000000.0,10096000000,,,
2015-06-30,145000000.0,380000000,691000000,7630000000,137000000.0,2000000,-11000000.0,-1633000000.0,3775000000,,426000000,667000000,139000000.0,2350000000,57000000.0,247000000.0,-413000000.0,44000000.0,-1049000000,3384000000,686000000,-5167000000,15000000.0,10782000000,-105000000,-608000000,0.500543,174000000,,45000000.0,5134000000,2487000000,46000000,3000000.0,12000000.0,194000000,0.0,,7408000000,3578000000,241000000.0,-713000000,330000000.0,361000000,11818000000,8221000000,143843805.0,72000000,19429000000,1046000000,-63000000.0,7611000000,,1616000000,284000000.0,-16000000,535000000,11799000000,92000000,86000000,0.5,-596000000,155000000,5443000000,7000000,239000000.0,2496000000,361000000,426000000,-58000000.0,-38000000,1933000000,556000000.0,10247000000,,,
2015-09-30,152000000.0,426000000,691000000,6661000000,353000000.0,94000000,-143000000.0,-3000000000.0,3986000000,,303000000,599000000,70000000.0,1647000000,77000000.0,228000000.0,-138000000.0,-73000000.0,520000000,3465000000,-836000000,-6212000000,-1000000.0,10787000000,-143000000,933000000,1.607537,387000000,,140000000.0,4616000000,3058000000,-123000000,-73000000.0,13000000.0,566000000,-100000000.0,,7585000000,3608000000,296000000.0,790000000,296000000.0,358000000,11506000000,8170000000,142453910.0,229000000,18439000000,987000000,-69000000.0,6933000000,,1382000000,411000000.0,7000000,745000000,11778000000,213000000,239000000,1.56,11000000,136000000,5013000000,25000000,257000000.0,2583000000,358000000,303000000,-62000000.0,-191000000,1908000000,700000000.0,10042000000,,,
2015-12-31,151000000.0,303000000,691000000,6652000000,230000000.0,207000000,-302000000.0,-3090000000.0,4013000000,-3543000000.0,411000000,736000000,26000000.0,1842000000,71000000.0,326000000.0,124000000.0,29000000.0,-457000000,2673000000,545000000,-6360000000,1000000.0,11133000000,-284000000,-23000000,1.319451,318000000,7825000000.0,26000000.0,4736000000,2813000000,108000000,50000000.0,8000000.0,443000000,0.0,,7725000000,3930000000,325000000.0,-307000000,418000000.0,385000000,10904000000,7328000000,142483467.0,188000000,17910000000,959000000,-32000000.0,7006000000,,1197000000,329000000.0,37000000,703000000,11258000000,204000000,203000000,1.3,456000000,209000000,4438000000,-18000000,371000000.0,2934000000,385000000,411000000,-71000000.0,-385000000,1717000000,688000000.0,10430000000,,,
2016-03-31,149000000.0,411000000,691000000,6963000000,275000000.0,2000000,-11000000.0,-2866000000.0,3893000000,,523000000,765000000,158000000.0,1265000000,57000000.0,339000000.0,-301000000.0,32000000.0,-4000000,3284000000,219000000,-6026000000,,8916000000,-110000000,77000000,1.589075,306000000,,34000000.0,4884000000,2543000000,112000000,68000000.0,13000000.0,445000000,-181000000.0,,7900000000,4884000000,242000000.0,-33000000,429000000.0,314000000,11423000000,7092000000,139703904.0,222000000,18939000000,998000000,-251000000.0,7516000000,,1534000000,330000000.0,-7000000,620000000,11976000000,241000000,235000000,1.54,-222000000,212000000,4807000000,16000000,315000000.0,3845000000,314000000,523000000,-62000000.0,-212000000,1958000000,638000000.0,8296000000,,,
2016-06-30,139764877.0,523000000,691000000,7126000000,163000000.0,-21000000,-9000000.0,-2578000000.0,325000000,,548000000,1040000000,175000000.0,3232000000,59000000.0,329000000.0,340000000.0,50000000.0,-1580000000,2805000000,993000000,-5718000000,,10541000000,-165000000,-761000000,0.78,227000000,,39000000.0,5083000000,834000000,25000000,-3000000.0,13000000.0,363000000,-19000000.0,,7953000000,4480000000,492000000.0,-926000000,440000000.0,303000000,13868000000,10315000000,139406634.0,109000000,22095000000,845000000,-185000000.0,8227000000,,138000000,753000000.0,-11000000,530000000,14795000000,124000000,121000000,0.78,-1028000000,207000000,5966000000,-19000000,265000000.0,3388000000,303000000,548000000,-62000000.0,-205000000,1683000000,3179000000.0,10011000000,,,
2016-09-30,139927845.0,548000000,691000000,7083000000,170000000.0,6000000,-4000000.0,-2406000000.0,410000000,,297000000,637000000,250000000.0,1955000000,73000000.0,318000000.0,-11000000.0,23000000.0,1207000000,3205000000,-1314000000,-5825000000,0.0,11423000000,-213000000,1319000000,0.83,232000000,,45000000.0,5169000000,2322000000,-251000000,-8000000.0,5000000.0,391000000,0.0,,8004000000,4487000000,340000000.0,1106000000,371000000.0,324000000,11923000000,8281000000,139444320.0,116000000,20045000000,826000000,-289000000.0,8122000000,,148000000,860000000.0,-49000000,556000000,12768000000,125000000,118000000,0.83,763000000,214000000,5173000000,-2000000,213000000.0,3447000000,324000000,297000000,-67000000.0,-250000000,1680000000,586000000.0,10867000000,,,
2016-12-31,148000000.0,297000000,691000000,7343000000,388000000.0,45000000,-50000000.0,-2913000000.0,3645000000,-4138000000.0,934000000,998000000,218000000.0,1723000000,45000000.0,336000000.0,-159000000.0,21000000.0,808000000,3485000000,-386000000,-5978000000,0.0,12059000000,-296000000,1269000000,1.878125,359000000,8624000000.0,102000000.0,5099000000,2476000000,637000000,14000000.0,13000000.0,433000000,0.0,,8208000000,4161000000,64000000.0,973000000,373000000.0,345000000,11092000000,7684000000,139500862.0,262000000,19188000000,1092000000,-203000000.0,8096000000,,1451000000,837000000.0,-25000000,704000000,11845000000,286000000,271000000,1.82,218000000,239000000,4773000000,60000000,395000000.0,3069000000,345000000,934000000,-66000000.0,-259000000,1676000000,548000000.0,11355000000,,,
2017-03-31,140897156.0,934000000,691000000,7428000000,82000000.0,-7000000,-412000000.0,-1308000000.0,475000000,,676000000,853000000,59000000.0,1931000000,65000000.0,365000000.0,27000000.0,-12000000.0,-4000000,3898000000,376000000,-5726000000,,11121000000,-182000000,-47000000,0.27,82000000,,28000000.0,5351000000,1879000000,-258000000,15000000.0,10000000.0,277000000,0.0,,8188000000,4371000000,177000000.0,-229000000,497000000.0,378000000,12008000000,8616000000,139752305.0,39000000,20620000000,889000000,-65000000.0,8612000000,,175000000,945000000.0,-5000000,460000000,12987000000,54000000,47000000,0.27,-252000000,216000000,5188000000,53000000,341000000.0,3266000000,378000000,676000000,-67000000.0,-607000000,1671000000,567000000.0,10661000000,,,
2017-06-30,141398804.0,676000000,691000000,7227000000,26000000.0,16000000,-50000000.0,-2683000000.0,505000000,,575000000,865000000,57000000.0,1891000000,62000000.0,362000000.0,-120000000.0,10000000.0,-862000000,3513000000,560000000,-5951000000,,11645000000,-160000000,-430000000,0.52,27000000,,-55000000.0,5331000000,1770000000,-101000000,3000000.0,7000000.0,240000000,0.0,,8195000000,5065000000,290000000.0,-590000000,504000000.0,328000000,11914000000,7933000000,140466021.0,72000000,20433000000,879000000,-95000000.0,8519000000,,164000000,893000000.0,-1000000,355000000,12998000000,81000000,81000000,0.51,-280000000,268000000,5454000000,53000000,246000000.0,3918000000,328000000,575000000,-68000000.0,-232000000,1747000000,513000000.0,11290000000,,,
2017-09-30,141556299.0,575000000,691000000,7546000000,121000000.0,-1000000,16000000.0,-2315000000.0,277000000,,389000000,933000000,282000000.0,1621000000,64000000.0,338000000.0,-107000000.0,-6000000.0,-359000000,3650000000,33000000,-5662000000,,11423000000,-143000000,175000000,0.59,150000000,,29000000.0,5420000000,1338000000,-186000000,-4000000.0,10000000.0,351000000,0.0,,8214000000,5334000000,544000000.0,32000000,515000000.0,340000000,11985000000,7468000000,140601605.0,84000000,20552000000,842000000,-549000000.0,8567000000,,186000000,794000000.0,-28000000,490000000,12802000000,92000000,92000000,0.59,-305000000,246000000,5848000000,26000000,196000000.0,4246000000,340000000,389000000,-72000000.0,-395000000,1867000000,663000000.0,10933000000,,,
2017-12-31,141000000.0,389000000,691000000,7357000000,1000000.0,-26000000,-49000000.0,-2928000000.0,3227000000,-4602000000.0,601000000,601000000,563000000.0,634000000,72000000.0,323000000.0,295000000.0,-15000000.0,1221000000,3395000000,-1149000000,-5930000000,,11605000000,-177000000,1308000000,-0.490591,60000000,9203000000.0,54000000.0,5310000000,2186000000,212000000,10000000.0,2000000.0,73000000,,,8081000000,5299000000,0.0,1131000000,515000000.0,399000000,10403000000,6215000000,140646829.0,-69000000,18871000000,1139000000,-255000000.0,8468000000,,1544000000,776000000.0,-10000000,459000000,11514000000,-53000000,-60000000,-0.490591,707000000,223000000,5074000000,4000000,406000000.0,4160000000,399000000,601000000,-74000000.0,72000000,1501000000,606000000.0,11146000000,,,
2018-03-31,140736907.0,605000000,691000000,7065000000,2000000.0,425000000,-984000000.0,-1296000000.0,264000000,,287000000,919000000,346000000.0,1625000000,70000000.0,801000000.0,47000000.0,-15000000.0,-2139000000,3909000000,2174000000,-5947000000,,10641000000,-105000000,-1542000000,-0.21,40000000,,19000000.0,5735000000,2104000000,-313000000,2000000.0,7000000.0,214000000,,,8008000000,7257000000,632000000.0,-1647000000,800000000.0,344000000,13376000000,8550000000,140736907.0,-29000000,23084000000,980000000,-620000000.0,9708000000,,199000000,864000000.0,-5000000,384000000,15807000000,-17000000,-21000000,-0.21,-1466000000,361000000,6952000000,24000000,310000000.0,5446000000,344000000,292000000,-73000000.0,-938000000,1686000000,602000000.0,10257000000,,,
