date,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyDilutedEPS,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyTotalRevenue,quarterlyEbitda,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyBasicEPS,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,quarterlyDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyOtherShortTermInvestments
2007-09-30,2875718588.839645,38949821603.545525,2148030661.764706,2944783880.942788,,43503126115.028206,6251910306.204674,554208207.497931,934883801.369863,934883801.369863,73069076.349718,149134496.0,993530100.316738,17852877396.25302,4729471052.578566,1000946255.036261,,185175057.413376,515487320.709106,-1497587853.084813,23644352425.463337,,3887675253.827558,934883801.369863,2656511359.790492,1993977.560559,775733347.099114,-79074754.230459,6871496037.469782,1141078729.854956,-149942909.762218,6.205631,150227566.0,19858773690.57212,68793588.747294,,,,3720517228.041902,820775928.686543,,3176002465.753425,515487320.709106,515487320.709106,554061143.259746,0.0,5601295240.73328,2508962730.252274,-1658628221.948049,1515432629.935536,6.205631,-17557598251.410152,-743832852.894812,2212836429.44598,-222972946.978414,1351277443.593876,,4553304511.482675,49744026012.288475,5791475029.210314,,-18607920.011495,416393642.224013,101803711.9587,-39634253.023176,1070011546.132151,32186427760.878323,12161496992.344883,208902588.882415,5408328.564254,,,,,,,
2007-12-31,2893000000.0,42530000000.0,2381000000.0,3606186775.785657,,46974000000.0,8840000000.0,-2257843303.787268,1004277625.906527,1079277625.906527,120751135.173247,,1083416725.423046,19940000000.0,4892000000.0,703000000.0,,-81481643.835616,553000000.0,-4339373952.457695,26270000000.0,,3772000000.0,1079277625.906527,2180009071.313457,1000946.817083,828000000.0,175070022.159549,6208000000.0,1266952114.222401,-149571346.696213,,,20704000000.0,115032172.64303,,,,3982000000.0,682000000.0,,3063000000.0,553000000.0,553000000.0,515487320.709106,0.0,5786195847.099114,1996473682.514102,-4403903664.383562,913056957.091056,,-23956000000.0,2189182062.852538,2146060360.596293,1916165.390814,975364490.330379,,4444000000.0,59821000000.0,6330000000.0,,226228993.755036,-28913135.576148,-607991483.682514,37893073.126511,1645000000.0,35865000000.0,13082000000.0,477191898.670427,17850491.539081,,,,,,,
2008-03-31,2798369865.928301,42570201580.685905,2609479899.931993,3407015311.376664,,47490335455.163704,9422511104.634216,-148913253.667541,92945856.407267,92945856.407267,155909178.082192,153804895.0,1034397432.2355,20231214710.96862,4840180449.820266,678604692.509472,,133921986.787137,888482432.721267,-1533106919.26552,27651891943.068104,,3829769044.982027,92945856.407267,3027236544.253376,-0.971534,1008412569.707568,-1232282158.748664,5968523156.514136,1304240240.940445,-299825342.465753,0.598125,154523130.0,19838443511.124065,291830000.0,,8994760.516856,,4327479113.960944,112934211.600117,,2661449625.95939,888482432.721267,888482432.721267,552678048.188089,0.0,6434251855.63004,2757393735.548431,-1905889761.974157,1722996303.312931,0.598125,-23942053036.043915,115932465.753425,1756976508.306616,-310818939.084815,377779931.992616,,4920133874.4778,59884115705.81949,7420677233.071019,,-630632637.714952,284834075.585349,-78954006.606432,335804383.561644,2414593426.600602,35942062669.77557,12638637614.883902,1189307192.266589,62963322.646459,,,,,,,
2008-06-30,2821000000.0,43878000000.0,3346000000.0,3917000000.0,,49994000000.0,9878000000.0,-86746.332459,1221000000.0,1221000000.0,225000000.0,150040000.0,1097602567.7645,20975000000.0,4937000000.0,491000000.0,,200000000.0,778000000.0,-2036893080.73448,29177000000.0,,3987000000.0,1221000000.0,3404000000.0,0.971534,1422000000.0,12000000.0,6160000000.0,1476000000.0,-300174657.534247,8.15,150260000.0,20817000000.0,50170000.0,,,,4888000000.0,265000000.0,,2711000000.0,778000000.0,778000000.0,888482432.721267,0.0,7321000000.0,3025602567.7645,-1997110238.025843,1928000000.0,8.15,-23956000000.0,-71932465.753425,1997023491.693384,-15181060.915185,1813000000.0,,6116000000.0,61026000000.0,8202000000.0,,-893367362.285048,592000000.0,151954006.606432,-110804383.561644,2823000000.0,37070000000.0,13553000000.0,327692807.733411,13036677.353541,,,,,,,
2008-09-30,2729000000.0,44234000000.0,2473000000.0,4326000000.0,,50496000000.0,9407000000.0,592000000.0,3553000000.0,3553000000.0,18000000.0,150060000.0,1095000000.0,21632000000.0,4821000000.0,250000000.0,,198000000.0,622000000.0,-2326000000.0,26853000000.0,,4131000000.0,3553000000.0,6440000000.0,0.0,1280000000.0,-26000000.0,7404000000.0,1251000000.0,-299000000.0,23.65,150260000.0,23643000000.0,-462000000.0,,,,4027000000.0,1887000000.0,,2281000000.0,622000000.0,622000000.0,778000000.0,0.0,10766000000.0,6284000000.0,-2466000000.0,5189000000.0,23.7,-23956000000.0,-881000000.0,3058000000.0,0.0,5036000000.0,,6262000000.0,61330000000.0,5221000000.0,,249000000.0,1483000000.0,1418000000.0,-156000000.0,944000000.0,37374000000.0,16807000000.0,-2921000000.0,2000000.0,,,,,,,
2008-12-31,2426000000.0,41645000000.0,1568000000.0,4191000000.0,,47247000000.0,11612000000.0,158000000.0,1077000000.0,1077000000.0,74000000.0,,,20379000000.0,1848000000.0,250000000.0,,210000000.0,383000000.0,-1657000000.0,24273000000.0,727000000.0,234000000.0,1077000000.0,2444000000.0,0.0,520000000.0,72000000.0,6919000000.0,947000000.0,-300000000.0,,,22974000000.0,184000000.0,,,,3177000000.0,2818000000.0,,833000000.0,383000000.0,383000000.0,622000000.0,0.0,6635000000.0,2630000000.0,-1885000000.0,1497000000.0,,-23929000000.0,-602000000.0,2043000000.0,0.0,1350000000.0,,5602000000.0,59353000000.0,3894000000.0,424000000.0,1006000000.0,273000000.0,155000000.0,-239000000.0,43000000.0,35424000000.0,17584000000.0,-1145000000.0,2000000.0,,,,,,,
2009-03-31,2370000000.0,41705000000.0,1360000000.0,2116000000.0,,47585000000.0,9192000000.0,244000000.0,962000000.0,962000000.0,85000000.0,150280000.0,,20791000000.0,4764000000.0,250000000.0,-142000000.0,157000000.0,629000000.0,-1788000000.0,24217000000.0,862000000.0,2816000000.0,962000000.0,2492000000.0,0.0,536000000.0,104000000.0,6835000000.0,1142000000.0,-300000000.0,6.4,150280000.0,23368000000.0,-92000000.0,,,,2482000000.0,3038000000.0,,562000000.0,629000000.0,629000000.0,383000000.0,0.0,4608000000.0,2386000000.0,-1587000000.0,1350000000.0,6.4,,207000000.0,1831000000.0,,1246000000.0,,5880000000.0,,3426000000.0,366000000.0,-127000000.0,284000000.0,37000000.0,246000000.0,18000000.0,35657000000.0,18246000000.0,51000000.0,2000000.0,,,,,,,
2009-06-30,2530000000.0,43578000000.0,1472000000.0,2250000000.0,,48338000000.0,8688000000.0,867000000.0,239000000.0,239000000.0,120000000.0,150200000.0,,20584000000.0,4951000000.0,250000000.0,-28000000.0,173000000.0,330000000.0,-1307000000.0,24091000000.0,955000000.0,2716000000.0,239000000.0,1512000000.0,0.0,710000000.0,129000000.0,6945000000.0,1062000000.0,-301000000.0,1.6,150280000.0,24247000000.0,-187000000.0,,,,2401000000.0,1927000000.0,,1478000000.0,330000000.0,330000000.0,629000000.0,0.0,3762000000.0,1474000000.0,-1088000000.0,450000000.0,1.6,,-956000000.0,1955000000.0,,321000000.0,,4760000000.0,,3507000000.0,527000000.0,-207000000.0,82000000.0,-231000000.0,-299000000.0,14000000.0,37377000000.0,18184000000.0,103000000.0,19000000.0,,,,,,,
2009-09-30,2703000000.0,48359000000.0,1596000000.0,2641000000.0,,52969000000.0,14046000000.0,1344000000.0,25000000.0,25000000.0,145000000.0,150240000.0,,23651000000.0,2585000000.0,200000000.0,80000000.0,155000000.0,1376000000.0,-3851000000.0,28010000000.0,936000000.0,3650000000.0,25000000.0,1240000000.0,0.0,727000000.0,155000000.0,7020000000.0,1042000000.0,-300000000.0,0.15,150280000.0,24959000000.0,-3555000000.0,,,,2947000000.0,586000000.0,-976000000.0,2463000000.0,1376000000.0,1376000000.0,330000000.0,0.0,3881000000.0,1190000000.0,-1353000000.0,198000000.0,0.15,,2194000000.0,2697000000.0,,43000000.0,0.0,4610000000.0,,4359000000.0,880000000.0,608000000.0,18000000.0,-294000000.0,1046000000.0,12000000.0,38481000000.0,17909000000.0,63000000.0,2000000.0,,,,,,,
2009-12-31,1663000000.0,28032000000.0,1180000000.0,-2469000000.0,,33827000000.0,7568000000.0,554000000.0,604000000.0,636000000.0,127000000.0,,,12968000000.0,2014000000.0,200000000.0,,185000000.0,4275000000.0,2140000000.0,17213000000.0,164000000.0,32000000.0,636000000.0,1332000000.0,0.0,12000000.0,17000000.0,3386000000.0,915000000.0,-150000000.0,,,16614000000.0,3538000000.0,,,,2143000000.0,328000000.0,-461000000.0,755000000.0,4275000000.0,4275000000.0,1376000000.0,0.0,-1137000000.0,1263000000.0,-836000000.0,417000000.0,,-19330000000.0,-610000000.0,1390000000.0,0.0,329000000.0,0.0,5795000000.0,45503000000.0,4245000000.0,1776000000.0,-280000000.0,-275000000.0,-1311000000.0,2928000000.0,126000000.0,26173000000.0,13493000000.0,2676000000.0,1000000.0,,,,,,,
2010-03-31,1700000000.0,29299000000.0,1109000000.0,751000000.0,,33939000000.0,7604000000.0,-1820000000.0,1477000000.0,1477000000.0,82000000.0,149740000.0,,13592000000.0,2157000000.0,200000000.0,-123000000.0,130000000.0,1994000000.0,-1040000000.0,16152000000.0,297000000.0,544000000.0,1477000000.0,2794000000.0,0.0,15000000.0,130000000.0,3831000000.0,749000000.0,-149000000.0,9.85,149760000.0,17787000000.0,-15000000.0,,,,2100000000.0,1318000000.0,,914000000.0,1994000000.0,1994000000.0,4275000000.0,0.0,3545000000.0,2845000000.0,-1048000000.0,2045000000.0,9.85,,-465000000.0,-772000000.0,-320000000.0,1915000000.0,,4640000000.0,,2560000000.0,0.0,-1914000000.0,438000000.0,426000000.0,-2281000000.0,260000000.0,26758000000.0,14538000000.0,-40000000.0,4000000.0,,,,,,,
2010-06-30,1648000000.0,29003000000.0,1157000000.0,672000000.0,,32687000000.0,7553000000.0,-330000000.0,-505000000.0,-505000000.0,107000000.0,147520000.0,,13610000000.0,2184000000.0,200000000.0,-94000000.0,133000000.0,1481000000.0,-1073000000.0,15907000000.0,376000000.0,469000000.0,-505000000.0,797000000.0,0.0,3000000.0,-11000000.0,3873000000.0,1188000000.0,-147000000.0,-3.4,147520000.0,16780000000.0,36000000.0,,,,2001000000.0,725000000.0,,737000000.0,1481000000.0,1481000000.0,1994000000.0,0.0,1469000000.0,414000000.0,-1223000000.0,-391000000.0,-3.4,-1614000000.0,-325000000.0,893000000.0,-179000000.0,-533000000.0,,3684000000.0,28124000000.0,2297000000.0,0.0,-355000000.0,-28000000.0,76000000.0,-513000000.0,96000000.0,26510000000.0,13724000000.0,-658000000.0,1000000.0,,,,,,,
2010-09-30,1683000000.0,30002000000.0,1012000000.0,727000000.0,,33779000000.0,7586000000.0,-91000000.0,569000000.0,569000000.0,72000000.0,147260000.0,,14192000000.0,2329000000.0,0.0,117000000.0,126000000.0,1397000000.0,-1068000000.0,16429000000.0,259000000.0,692000000.0,569000000.0,1698000000.0,0.0,6000000.0,-12000000.0,4277000000.0,727000000.0,-147000000.0,3.85,147260000.0,17350000000.0,11000000.0,,,,2142000000.0,993000000.0,,885000000.0,1397000000.0,1397000000.0,1481000000.0,0.0,2425000000.0,1776000000.0,-1416000000.0,971000000.0,3.85,-2424000000.0,-347000000.0,1325000000.0,0.0,840000000.0,0.0,3777000000.0,29792000000.0,2237000000.0,0.0,193000000.0,271000000.0,367000000.0,-84000000.0,95000000.0,27368000000.0,14146000000.0,-613000000.0,0.0,,,,,,,
2010-12-31,1725000000.0,31166000000.0,1103000000.0,726000000.0,,34020000000.0,7129000000.0,-167000000.0,-42000000.0,-42000000.0,98000000.0,,,13917000000.0,1738000000.0,500000000.0,,123000000.0,629000000.0,-1548000000.0,16693000000.0,235000000.0,505000000.0,-42000000.0,705000000.0,0.0,3000000.0,203000000.0,4230000000.0,949000000.0,-147000000.0,,,17327000000.0,-58000000.0,,,,2211000000.0,729000000.0,0.0,1051000000.0,629000000.0,629000000.0,1397000000.0,0.0,1431000000.0,779000000.0,-1086000000.0,-244000000.0,,-23258000000.0,-147000000.0,919000000.0,0.0,-162000000.0,-733000000.0,2854000000.0,51959000000.0,2776000000.0,0.0,2000000.0,-120000000.0,-95000000.0,-768000000.0,65000000.0,28701000000.0,13957000000.0,511000000.0,0.0,,,,,,,
2011-03-31,1755000000.0,31787000000.0,1116000000.0,742000000.0,,34257000000.0,6645000000.0,-653000000.0,78000000.0,78000000.0,136000000.0,149740000.0,,13664000000.0,4000000.0,1374000000.0,-160000000.0,119000000.0,127000000.0,-1261000000.0,17342000000.0,364000000.0,383000000.0,78000000.0,925000000.0,-88000000.0,2000000.0,243000000.0,4165000000.0,971000000.0,-147000000.0,0.55,150460000.0,16915000000.0,54000000.0,,,,2271000000.0,682000000.0,-3088000000.0,397000000.0,127000000.0,127000000.0,629000000.0,0.0,1667000000.0,1011000000.0,-1286000000.0,-46000000.0,0.55,-23935000000.0,121000000.0,633000000.0,0.0,78000000.0,-266000000.0,2470000000.0,53220000000.0,3678000000.0,0.0,-322000000.0,0.0,67000000.0,-502000000.0,33000000.0,29285000000.0,14195000000.0,107000000.0,2000000.0,,,,,,,
2011-06-30,1765000000.0,32290000000.0,1095000000.0,745000000.0,,34876000000.0,6652000000.0,-157000000.0,176000000.0,176000000.0,67000000.0,147260000.0,,13923000000.0,3000000.0,1839000000.0,51000000.0,124000000.0,120000000.0,-1247000000.0,17886000000.0,314000000.0,2780000000.0,176000000.0,1241000000.0,-33000000.0,2000000.0,44000000.0,4248000000.0,1022000000.0,-147000000.0,1.05,147720000.0,16990000000.0,-70000000.0,,,,2105000000.0,750000000.0,-2962000000.0,439000000.0,120000000.0,120000000.0,127000000.0,0.0,1986000000.0,1119000000.0,-1120000000.0,219000000.0,1.2,-24887000000.0,277000000.0,963000000.0,0.0,139000000.0,-151000000.0,2586000000.0,52318000000.0,3963000000.0,0.0,-124000000.0,-37000000.0,72000000.0,-7000000.0,19000000.0,27431000000.0,14224000000.0,-32000000.0,0.0,,,,,,,
2011-09-30,1672000000.0,31243000000.0,1038000000.0,703000000.0,,34667000000.0,6598000000.0,154000000.0,120000000.0,120000000.0,43000000.0,147260000.0,,13876000000.0,3000000.0,2053000000.0,-85000000.0,103000000.0,310000000.0,-1300000000.0,18088000000.0,374000000.0,2731000000.0,120000000.0,1650000000.0,-20000000.0,1000000.0,-414000000.0,4293000000.0,927000000.0,-147000000.0,0.8,147520000.0,16579000000.0,-36000000.0,,,,2103000000.0,1169000000.0,-4154000000.0,52000000.0,310000000.0,310000000.0,120000000.0,0.0,2353000000.0,1181000000.0,-1183000000.0,723000000.0,0.8,-24400000000.0,157000000.0,1337000000.0,0.0,206000000.0,-51000000.0,3424000000.0,50866000000.0,4212000000.0,0.0,180000000.0,86000000.0,199000000.0,190000000.0,56000000.0,26466000000.0,14197000000.0,-302000000.0,0.0,,,,,,,
2011-12-31,1616000000.0,28991000000.0,1073000000.0,695000000.0,1731000000.0,33918000000.0,7591000000.0,121000000.0,-246000000.0,-246000000.0,102000000.0,,,14774000000.0,6000000.0,492000000.0,,122000000.0,732000000.0,83000000.0,17594000000.0,763000000.0,241000000.0,-246000000.0,1766000000.0,-14000000.0,2000000.0,-892000000.0,4086000000.0,1173000000.0,-147000000.0,,,16324000000.0,-660000000.0,,,,579000000.0,1806000000.0,-3864000000.0,195000000.0,732000000.0,732000000.0,310000000.0,0.0,2461000000.0,582000000.0,-989000000.0,593000000.0,,-25670000000.0,-769000000.0,1110000000.0,0.0,-421000000.0,-47000000.0,4927000000.0,52041000000.0,2820000000.0,0.0,134000000.0,-175000000.0,-290000000.0,422000000.0,18000000.0,26371000000.0,13804000000.0,-271000000.0,0.0,,,,,,,
2012-03-31,1720000000.0,17355000000.0,734000000.0,652000000.0,,23221000000.0,7672000000.0,-503000000.0,12000000.0,12000000.0,102000000.0,147260000.0,,11707000000.0,4000000.0,0.0,,123000000.0,2393000000.0,1638000000.0,14748000000.0,,802000000.0,12000000.0,1147000000.0,0.0,,104000000.0,629000000.0,703000000.0,-147000000.0,0.1,147260000.0,8473000000.0,421000000.0,,,,2095000000.0,1861000000.0,-2240000000.0,604000000.0,2393000000.0,2393000000.0,800000000.0,0.0,1799000000.0,1135000000.0,-1120000000.0,444000000.0,0.1,-39770000000.0,-666000000.0,617000000.0,,425000000.0,-153000000.0,5866000000.0,54350000000.0,3041000000.0,10000000.0,-395000000.0,413000000.0,547000000.0,1593000000.0,1000000.0,14580000000.0,5508000000.0,19000000.0,0.0,,,,,,,
2012-06-30,1695000000.0,15336000000.0,610000000.0,572000000.0,,20073000000.0,7657000000.0,-166000000.0,-1482000000.0,-1482000000.0,95000000.0,147260000.0,,11205000000.0,12000000.0,0.0,-190000000.0,135000000.0,1874000000.0,-995000000.0,13236000000.0,,724000000.0,-1482000000.0,159000000.0,0.0,,-2623000000.0,111000000.0,580000000.0,-147000000.0,-10.05,147260000.0,6837000000.0,-16000000.0,,,,1794000000.0,1182000000.0,0.0,594000000.0,1874000000.0,1874000000.0,2393000000.0,0.0,731000000.0,-2572000000.0,-797000000.0,-421000000.0,-10.05,-42339000000.0,-147000000.0,631000000.0,,-3179000000.0,-175000000.0,4737000000.0,54644000000.0,2031000000.0,25000000.0,-160000000.0,-1697000000.0,-1654000000.0,-519000000.0,1000000.0,12305000000.0,3879000000.0,34000000.0,,,,,,,,
2012-09-30,1739000000.0,14694000000.0,727000000.0,634000000.0,,18909000000.0,7684000000.0,363000000.0,-1244000000.0,-1244000000.0,102000000.0,147260000.0,,11357000000.0,9000000.0,0.0,-60000000.0,130000000.0,2039000000.0,-864000000.0,13390000000.0,,699000000.0,-1244000000.0,391000000.0,-1000000.0,,-1522000000.0,35000000.0,567000000.0,-147000000.0,-8.45,147260000.0,5519000000.0,6000000.0,,,,1936000000.0,633000000.0,-1000000.0,670000000.0,2039000000.0,2039000000.0,1874000000.0,0.0,1025000000.0,-1246000000.0,-779000000.0,-176000000.0,-8.45,-45276000000.0,-148000000.0,1142000000.0,,-1828000000.0,-33000000.0,4215000000.0,56598000000.0,2033000000.0,24000000.0,233000000.0,-584000000.0,-499000000.0,165000000.0,11000000.0,11322000000.0,2488000000.0,79000000.0,,,,,,,,
2012-12-31,1725000000.0,13223000000.0,886000000.0,552000000.0,1526000000.0,18700000000.0,7175000000.0,-63000000.0,-80000000.0,-80000000.0,93000000.0,,,10793000000.0,2438000000.0,500000000.0,31000000.0,134000000.0,3179000000.0,582000000.0,13405000000.0,225000000.0,54000000.0,-80000000.0,1053000000.0,0.0,,-548000000.0,0.0,620000000.0,-147000000.0,,,5295000000.0,4000000.0,,,,417000000.0,479000000.0,-3000000.0,670000000.0,3179000000.0,3179000000.0,2039000000.0,0.0,1605000000.0,330000000.0,-780000000.0,433000000.0,,-45876000000.0,-150000000.0,717000000.0,,-249000000.0,-18000000.0,5477000000.0,55627000000.0,2612000000.0,45000000.0,-79000000.0,-169000000.0,-231000000.0,1140000000.0,5000000.0,9751000000.0,2261000000.0,1366000000.0,0.0,,,,,,,
2013-03-31,1699000000.0,13356000000.0,982000000.0,522000000.0,,18066000000.0,7159000000.0,-377000000.0,-431000000.0,-431000000.0,95000000.0,147240000.0,,10805000000.0,2457000000.0,500000000.0,,140000000.0,2878000000.0,-454000000.0,13364000000.0,,533000000.0,-431000000.0,537000000.0,0.0,,-98000000.0,,687000000.0,-147000000.0,-2.95,147240000.0,4702000000.0,22000000.0,,153000000.0,,1760000000.0,147000000.0,-2000000.0,654000000.0,2878000000.0,2878000000.0,3179000000.0,0.0,1059000000.0,147000000.0,-715000000.0,-150000000.0,-2.95,-45770000000.0,-149000000.0,338000000.0,,-388000000.0,-22000000.0,4710000000.0,55680000000.0,2559000000.0,6000000.0,-237000000.0,43000000.0,110000000.0,-301000000.0,58000000.0,9910000000.0,1683000000.0,2000000.0,,,,,,,,
2013-06-30,1658000000.0,13198000000.0,850000000.0,547000000.0,,18163000000.0,6133000000.0,-85000000.0,730000000.0,730000000.0,83000000.0,147220000.0,,9699000000.0,2469000000.0,1500000000.0,-22000000.0,141000000.0,2916000000.0,-363000000.0,12855000000.0,,538000000.0,730000000.0,1437000000.0,0.0,,-163000000.0,,647000000.0,-108000000.0,4.95,147220000.0,5308000000.0,-14000000.0,,,,1593000000.0,434000000.0,-1000000.0,636000000.0,2916000000.0,2916000000.0,2878000000.0,0.0,1984000000.0,1021000000.0,-639000000.0,790000000.0,4.95,-45334000000.0,-109000000.0,554000000.0,,486000000.0,-87000000.0,4965000000.0,55012000000.0,3156000000.0,12000000.0,-103000000.0,-244000000.0,-184000000.0,38000000.0,2000000.0,9678000000.0,2266000000.0,-455000000.0,,,,,,,,
2013-09-30,1684000000.0,13410000000.0,723000000.0,508000000.0,,18383000000.0,6149000000.0,294000000.0,188000000.0,188000000.0,94000000.0,147660000.0,,9783000000.0,2527000000.0,1500000000.0,,143000000.0,3258000000.0,-522000000.0,12970000000.0,,541000000.0,188000000.0,884000000.0,0.0,,85000000.0,,687000000.0,-107000000.0,1.25,147660000.0,5413000000.0,12000000.0,,56000000.0,,1633000000.0,315000000.0,0.0,659000000.0,3258000000.0,3258000000.0,2916000000.0,0.0,1392000000.0,670000000.0,-641000000.0,197000000.0,1.25,-46224000000.0,-107000000.0,935000000.0,,139000000.0,-52000000.0,4973000000.0,56162000000.0,3187000000.0,21000000.0,285000000.0,-49000000.0,-10000000.0,342000000.0,2000000.0,9938000000.0,2306000000.0,52000000.0,,,,,,,,
2013-12-31,1644000000.0,13358000000.0,858000000.0,563000000.0,1496000000.0,17648000000.0,6124000000.0,-255000000.0,-251000000.0,-251000000.0,167000000.0,,,9549000000.0,1866000000.0,1000000000.0,,139000000.0,2566000000.0,-556000000.0,12501000000.0,284000000.0,10000000.0,-251000000.0,860000000.0,3000000.0,,-164000000.0,,806000000.0,-39000000.0,,,5147000000.0,24000000.0,,65000000.0,,265000000.0,56000000.0,-505000000.0,684000000.0,2566000000.0,2566000000.0,3258000000.0,0.0,1423000000.0,278000000.0,-717000000.0,54000000.0,,-45784000000.0,-544000000.0,462000000.0,,-249000000.0,-23000000.0,4290000000.0,55819000000.0,2952000000.0,29000000.0,-204000000.0,2000000.0,27000000.0,-692000000.0,25000000.0,10035000000.0,2003000000.0,54000000.0,,,,,,,,
2014-03-31,1600000000.0,13046000000.0,1248000000.0,693000000.0,,17192000000.0,6096000000.0,432000000.0,116000000.0,116000000.0,102000000.0,148200000.0,,9458000000.0,1738000000.0,232000000.0,,147000000.0,2162000000.0,-446000000.0,11958000000.0,,517000000.0,116000000.0,1199000000.0,-24000000.0,,-225000000.0,,683000000.0,-51000000.0,0.8,148200000.0,5234000000.0,3000000.0,,38000000.0,,2058000000.0,9000000.0,-794000000.0,708000000.0,2162000000.0,2162000000.0,2566000000.0,0.0,1892000000.0,709000000.0,-511000000.0,516000000.0,0.8,-45313000000.0,-845000000.0,943000000.0,,144000000.0,-23000000.0,4146000000.0,55243000000.0,2500000000.0,10000000.0,-151000000.0,28000000.0,12000000.0,-404000000.0,198000000.0,9930000000.0,2067000000.0,66000000.0,,,,,,,,
2014-06-30,1572000000.0,14148000000.0,1202000000.0,575000000.0,,18722000000.0,6121000000.0,207000000.0,281000000.0,271000000.0,98000000.0,148200000.0,,9567000000.0,1725000000.0,0.0,-62000000.0,122000000.0,2658000000.0,-1489000000.0,11793000000.0,,759000000.0,271000000.0,1013000000.0,1471000000.0,,368000000.0,112000000.0,689000000.0,-50000000.0,1.85,148200000.0,6808000000.0,-215000000.0,,,,2070000000.0,5000000.0,-250000000.0,706000000.0,2658000000.0,2658000000.0,2162000000.0,0.0,1588000000.0,1092000000.0,-560000000.0,324000000.0,1.85,-39276000000.0,1171000000.0,767000000.0,,570000000.0,-2923000000.0,4574000000.0,50340000000.0,2226000000.0,20000000.0,111000000.0,289000000.0,308000000.0,496000000.0,131000000.0,11064000000.0,2286000000.0,58000000.0,,,,,,,,
2014-09-30,1220000000.0,12365000000.0,1201000000.0,967000000.0,,21334000000.0,6086000000.0,98000000.0,2831000000.0,2807000000.0,69000000.0,148220000.0,,9658000000.0,1891000000.0,0.0,,133000000.0,6974000000.0,3805000000.0,11836000000.0,,612000000.0,2807000000.0,1318000000.0,-26000000.0,,3037000000.0,137000000.0,642000000.0,-51000000.0,18.95,148220000.0,9498000000.0,111000000.0,,113000000.0,,2148000000.0,137000000.0,-18000000.0,648000000.0,6974000000.0,6974000000.0,2658000000.0,0.0,2285000000.0,4189000000.0,-598000000.0,676000000.0,18.95,-33292000000.0,-95000000.0,696000000.0,,3580000000.0,-29000000.0,8969000000.0,43520000000.0,2178000000.0,12000000.0,144000000.0,749000000.0,505000000.0,4316000000.0,4000000.0,10228000000.0,5041000000.0,-37000000.0,,,,,,,,
2014-12-31,2917000000.0,21760000000.0,1217000000.0,834000000.0,1709000000.0,24621000000.0,7340000000.0,-596000000.0,198000000.0,198000000.0,58000000.0,,,12530000000.0,1797000000.0,0.0,,252000000.0,338000000.0,-6599000000.0,14936000000.0,276000000.0,73000000.0,198000000.0,1420000000.0,-1000000.0,,-228000000.0,1829000000.0,605000000.0,-50000000.0,,,9685000000.0,38000000.0,,232000000.0,,428000000.0,737000000.0,-1496000000.0,689000000.0,338000000.0,338000000.0,6974000000.0,0.0,2254000000.0,1038000000.0,-857000000.0,815000000.0,,-33444000000.0,-270000000.0,261000000.0,,335000000.0,-6003000000.0,2861000000.0,51459000000.0,2406000000.0,15000000.0,-156000000.0,137000000.0,135000000.0,-6636000000.0,20000000.0,18015000000.0,5188000000.0,-68000000.0,,,,,,,,
