date,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyLongTermDebt,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyTotalAssets,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyDilutedEPS,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyChangeInInventory,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyBasicAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyRepaymentOfDebt,quarterlyCapitalStock,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalRevenue,quarterlyEbitda,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOperatingIncome,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyDeferredIncomeTax,quarterlyCurrentDebt,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment
2005-03-31,,,,,,,,,,736203.0,,20841000,,20841000,,,,,,,,,,,,,,20841000,,,11.445,,,,,,,,,736203.0,,,,,,,,,11.445,,123270000,123270000,,,,,,,,,,,,,,,,,123270000,,,,,,,,
2005-06-30,,,,,,,,,,736203.0,,20841000,,20841000,,,,,,,,,,,,,,20841000,,,11.445,,,,,,,,,736203.0,,,,,,,,,11.445,,123270000,123270000,,,,,,,,,,,,,,,,,123270000,,,,,,,,
2005-09-30,,,,,,,,,,736203.0,,20841000,,20841000,,,,,,,,,,,,,,20841000,,,11.445,,,,,,,,,736203.0,,,,,,,,,11.445,,123270000,123270000,,,,,,,,,,,,,,,,,123270000,,,,,,,,
2005-12-31,226884000.0,,6575000.0,,,,2172995000.0,,2401097000.0,,3061233000.0,20841000,,20841000,64473000.0,2237468000.0,,,73913000.0,2641570000.0,,,,,,,,20841000,,,,,,419663000.0,,38571000.0,,,22009000.0,,183554000.0,,183554000.0,,370000000.0,0.0,2575000.0,,,,151717000,-128704000,,,,,,2189267000.0,404102000.0,152634000.0,,,,,,,,2189267000.0,-128704000,,,49663000.0,660136000.0,,,,
2006-03-31,,,,,,,,,,78236957.0,,35047000,,35047000,,,,,,,,,,,,,,35047000,,,0.43,,,,,,,,,78236957.0,,,,,,,,,0.43,,200932000,200932000,,,,,,,,,,,,,,,,,200932000,,,,,,,,
2006-06-30,,,,,,,,,,78236957.0,,35047000,,35047000,,,,,,,,,,,,,,35047000,,,0.43,,,,,,,,,78236957.0,,,,,,,,,0.43,,200932000,200932000,,,,,,,,,,,,,,,,,200932000,,,,,,,,
2006-09-30,268901000.0,76263000.0,27959000.0,37225000.0,,,2458977000.0,,2809724000.0,78236957.0,3551347000.0,35047000,21908000.0,35047000,63403000.0,2568165000.0,,37144000.0,100945000.0,2979558000.0,,,6005000.0,85475000.0,,,124669000.0,35047000,,,0.43,,,539769000.0,,30455000.0,,46024000.0,26621000.0,78236957.0,215325000.0,45785000.0,215325000.0,,384964000.0,0.0,3571000.0,,0.43,381264000.0,200932000,102761000,,,,,,2542119000.0,411393000.0,112300000.0,,,,,,,6698000.0,2542119000.0,78645000,,41502000.0,154805000.0,741623000.0,,,,
2006-12-31,489587000.0,64116000.0,25058000.0,6776000.0,-267663000.0,,2555139000.0,43293000.0,3237564000.0,,3922992000.0,-17146000,83454000.0,-17146000,77686000.0,2636208000.0,,54787000.0,128303000.0,3161144000.0,-8158000.0,,26656000.0,82811000.0,131201000.0,-498806000.0,147507000.0,-17146000,,,,,-80920000.0,729911000.0,8617000.0,34229000.0,,113494000.0,28391000.0,,131201000.0,3383000.0,131201000.0,,699000.0,0.0,6958000.0,215325000.0,,,211623000,77306000,,,242334000.0,-439750000.0,172087000.0,3118737000.0,524936000.0,0.0,-84124000.0,,63405000.0,-151958000.0,119987000.0,,-3770000.0,2966779000.0,34013000,,-20774000.0,137659000.0,685428000.0,-3768000.0,,,
2007-03-31,332481000.0,124240000.0,32458000.0,6776000.0,-221696000.0,,2665987000.0,37620000.0,3368954000.0,85036957.0,4030054000.0,60537000,30476000.0,60537000,145309000.0,2815786000.0,,50484000.0,147344000.0,3184554000.0,-1459000.0,,0.0,72115000.0,140103000.0,-119306000.0,185232000.0,60537000,,,0.71,,-5832000.0,813815000.0,10779000.0,49080000.0,,64444000.0,29065000.0,85036957.0,140103000.0,4490000.0,140103000.0,,699000.0,0.0,7222000.0,131201000.0,0.71,,309472000,158408000,,,109389000.0,-240379000.0,18683000.0,3228773000.0,368768000.0,0.0,8902000.0,,2305000.0,-151958000.0,-53382000.0,,10019000.0,3076815000.0,120788000,,70304000.0,219117000.0,661100000.0,10009000.0,,,
2007-06-30,421764000.0,72905000.0,29470000.0,6776000.0,-157981000.0,,2977654000.0,70017000.0,3511127000.0,85036957.0,4411287000.0,34166000,27905000.0,34166000,78747000.0,3059244000.0,,68362000.0,177968000.0,3521921000.0,-39310000.0,,0.0,83064000.0,250124000.0,-236524000.0,173711000.0,34166000,,,0.4,,-60007000.0,856033000.0,-22705000.0,46100000.0,,65128000.0,31460000.0,85036957.0,250124000.0,2843000.0,250124000.0,,699000.0,0.0,9453000.0,140103000.0,0.4,,246616000,178600000,,,270121000.0,-234794000.0,76813000.0,3340109000.0,462677000.0,0.0,110021000.0,,107000.0,-151958000.0,-11499000.0,,5657000.0,3188151000.0,108583000,,40221000.0,253484000.0,900160000.0,2647000.0,,,
