date,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyDilutedEPS,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyBasicAverageShares,quarterlyGrossProfit,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyBasicEPS,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyNetPPE,quarterlyTaxProvision,quarterlyDilutedAverageShares,quarterlyOtherCurrentLiabilities,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNonCurrentDeferredRevenue
2009-03-31,1187515000.0,0.0,,14551000.0,26809000.0,163537000.0,20525000,201099000.0,0.17,22921000,2317244000.0,22150000.0,,2153707000.0,19315000.0,28582000.0,1388614000.0,8913000.0,-5896000.0,4096000.0,134148000.0,99437000,45231000,22921000,-18091000.0,-138000,65825000.0,24248000.0,1125089000.0,79684000.0,113357000,-71015000.0,39840000,15070000.0,-47886000.0,42055000.0,,33241000.0,45588000.0,0.0,0.0,-301000.0,0.17,2490000.0,22095000.0,-691442000.0,15070000.0,15070000.0,,,14613000,5068000.0,-9428000.0,-8465000.0,43430000.0,,-32421000.0,,-22311000.0,62136000.0,-47585000.0,2768348000.0,59597000,212794000,-18171000.0,2076906000.0,357000.0,134148000.0,19881000.0,79516000,3771000.0,3217000.0,,,,,
2009-06-30,1376486000.0,0.0,,-18775000.0,26809000.0,288285000.0,19721000,185710000.0,0.225,22734000,2474381000.0,6534000.0,,2186096000.0,19893000.0,28833000.0,1562196000.0,11359000.0,1574000.0,-6356000.0,134254000.0,106587000,53144000,22734000,-7300000.0,1280000,73125000.0,23405000.0,1314520000.0,53099000.0,101501000,-71015000.0,39614000,91203000.0,-66817000.0,41926000.0,,15070000.0,53596000.0,0.0,0.0,-18193000.0,0.225,-74586000.0,38451000.0,-708156000.0,91203000.0,91203000.0,,,14867000,4696000.0,-1501000.0,-46755000.0,33953000.0,,112932000.0,,-21315000.0,30018000.0,-48793000.0,2813254000.0,66973000,208088000,76133000.0,2105098000.0,452000.0,134254000.0,36704000.0,88356000,3224000.0,1963000.0,,,,,
2009-09-30,1688664000.0,0.0,,26073000.0,14766000.0,295641000.0,20002000,216529000.0,0.136,18161000,3086312000.0,30264000.0,,2790671000.0,31720000.0,22838000.0,1905193000.0,20425000.0,-10530000.0,6603000.0,132271936.0,118005000,55583000,18161000,-30945000.0,-342000,190202000.0,26182000.0,1624564000.0,52472000.0,121765000,-68051000.0,44615000,3674000.0,-401378000.0,48959000.0,,91203000.0,54678000.0,-358442000.0,0.0,18494000.0,0.136,30685000.0,26433000.0,-593292000.0,3674000.0,3674000.0,,,19963000,4325000.0,-6305000.0,5856000.0,43743000.0,,221844000.0,,-15393000.0,87334000.0,-61261000.0,3309666000.0,73390000,239770000,-92200000.0,2716374000.0,463000.0,132271936.0,47552000.0,106361000,2083000.0,2181000.0,,,,,
2009-12-31,1737397000.0,0.0,,30890000.0,14766000.0,323968000.0,22663000,229397000.0,,81952000,3163148000.0,34811000.0,,2839180000.0,26288000.0,22054000.0,1966794000.0,15229000.0,6405000.0,-8252000.0,,152029000,82557000,81952000,-2799000.0,163000,193001000.0,27776000.0,1680004000.0,69674000.0,201226000,-75677000.0,48951000,4168000.0,-88837000.0,72978000.0,,3674000.0,82341000.0,-32164000.0,0.0,2048000.0,,37054000.0,27662000.0,-617989000.0,4168000.0,4168000.0,,,21513000,5896000.0,-14638000.0,-22409000.0,37063000.0,,-618000.0,,-8001000.0,89949000.0,-59059000.0,3398606000.0,103078000,353255000,494000.0,2780617000.0,389000.0,,43323000.0,130142000,1656000.0,2261000.0,,,,,
2010-03-31,1794273000.0,0.0,,31784000.0,14766000.0,369752000.0,23242000,239289000.0,0.3,64534000,3222160000.0,34811000.0,,2852408000.0,26342000.0,22223000.0,2033562000.0,4115000.0,-3684000.0,19850000.0,213686000.0,134702000,64534000,64534000,-49642000.0,1189000,242643000.0,28739000.0,1734109000.0,73462000.0,194993000,-75779000.0,49584000,6916000.0,-40054000.0,64162000.0,,4168000.0,65057000.0,,0.0,-1538000.0,0.3,,29142000.0,-642526000.0,6916000.0,6916000.0,,,21254000,5379000.0,10014000.0,-21055000.0,55375000.0,,-30535000.0,,-6281000.0,73337000.0,-41553000.0,3437316000.0,85118000,329695000,2748000.0,2794790000.0,523000.0,213686000.0,45763000.0,112653000,64534000.0,4959000.0,,,,,
2010-06-30,1832802000.0,0.0,,83635000.0,14766000.0,350683000.0,20178000,217426000.0,0.48,102520000,3276958000.0,28242000.0,,2926275000.0,25715000.0,22853000.0,2050228000.0,9837000.0,10373000.0,-14469000.0,213792000.0,169134000,102452000,102520000,33843000.0,1480000,208800000.0,28889000.0,1779658000.0,70457000.0,253926000,-76847000.0,45893000,35094000.0,-78113000.0,64472000.0,,6916000.0,102681000.0,,0.0,5426000.0,0.48,,20673000.0,-663595000.0,35094000.0,35094000.0,,,22047000,13981000.0,-694000.0,9849000.0,46332000.0,,-33674000.0,,-6358000.0,139965000.0,-56330000.0,3517178000.0,123241000,423060000,28178000.0,2853583000.0,229000.0,213792000.0,29433000.0,150443000,102452000.0,1950000.0,,,,,
2010-09-30,1952763000.0,0.0,,39779000.0,14766000.0,401017000.0,23624000,236968000.0,0.255,56791000,3650925000.0,32961000.0,,3249908000.0,27403000.0,23921000.0,2189731000.0,5786000.0,8876000.0,9852000.0,223044000.0,131624000,56637000,56791000,5525000.0,546000,203275000.0,31959000.0,1892349000.0,60212000.0,274577000,-82393000.0,51027000,77017000.0,-353630000.0,87828000.0,,35094000.0,56785000.0,-261691000.0,0.0,-29300000.0,0.255,,21458000.0,-690083000.0,77017000.0,77017000.0,,,24432000,13483000.0,-19873000.0,12412000.0,56184000.0,,292966000.0,,-9712000.0,102587000.0,-62808000.0,3868484000.0,80597000,406201000,41923000.0,3178401000.0,148000.0,223044000.0,34412000.0,108620000,56637000.0,4573000.0,,,,,
2010-12-31,1973282000.0,0.0,,48039000.0,39925000.0,384583000.0,28272000,275047000.0,,88132000,3717900000.0,38169000.0,,3333317000.0,30609000.0,24895000.0,2248329000.0,61146000.0,1350000.0,-7439000.0,,171190000,87957000,88132000,-13133000.0,-407000,216408000.0,34733000.0,1906148000.0,95325000.0,227301000,-83798000.0,57480000,7483000.0,-118363000.0,92192000.0,,77017000.0,88428000.0,-301000.0,0.0,-60337000.0,,109103000.0,25644000.0,-716054000.0,7483000.0,7483000.0,,,125682000,16924000.0,-6620000.0,-17387000.0,41425000.0,,-59938000.0,7000.0,-11096000.0,108767000.0,-60728000.0,3894610000.0,113710000,398491000,-69534000.0,3178556000.0,471000.0,,44218000.0,244719000,6428000.0,7417000.0,,,,,
2011-03-31,2044253000.0,0.0,,97166000.0,39961000.0,428278000.0,24590000,319314000.0,0.4,90128000,3796837000.0,44779000.0,,3368559000.0,29748000.0,26237000.0,2363567000.0,68095000.0,-7410000.0,2596000.0,225524000.0,169306000,90065000,90128000,-15306000.0,-385000,224559000.0,35402000.0,1967599000.0,148193000.0,273591000,-85398000.0,53953000,28532000.0,-97921000.0,86726000.0,,7483000.0,90530000.0,-40500000.0,0.0,-7229000.0,0.4,2393000.0,20244000.0,-743174000.0,28532000.0,28532000.0,,,25815000,17172000.0,-8658000.0,21914000.0,46604000.0,,-28415000.0,,-11059000.0,147385000.0,-50219000.0,3948782000.0,115353000,442897000,21049000.0,3205608000.0,465000.0,225524000.0,68325000.0,146093000,3750000.0,3750000.0,,,,,
2011-06-30,2118696000.0,0.0,,7818000.0,39961000.0,458567000.0,25281000,273014000.0,0.455,102999000,3849160000.0,44746000.0,,3390593000.0,31049000.0,29105000.0,2391710000.0,68658000.0,0.0,4405000.0,225694000.0,183168000,102999000,102999000,-60323000.0,1443000,285996000.0,30442000.0,2042246000.0,99842000.0,200159000,-86807000.0,55945000,12992000.0,-58965000.0,70074000.0,,28532000.0,103484000.0,0.0,0.0,3161000.0,0.455,-13438000.0,27537000.0,-771347000.0,12992000.0,12992000.0,,,24798000,16506000.0,18488000.0,-73898000.0,48958000.0,,-27245000.0,,-6410000.0,70670000.0,-62852000.0,3996609000.0,127223000,383327000,-15540000.0,3225262000.0,485000.0,225694000.0,45058000.0,159331000,5267000.0,5267000.0,,,,,
2011-09-30,2233677000.0,0.0,,160197000.0,53262000.0,607521000.0,20470000,296693000.0,0.49,110240000,4006698000.0,37296000.0,,3399177000.0,30644000.0,35588000.0,2530370000.0,68556000.0,5926000.0,20292000.0,225728000.0,186502000,110240000,110240000,40868000.0,-410000,257120000.0,36923000.0,2153437000.0,110075000.0,249008000,-88498000.0,50704000,198065000.0,-49164000.0,96250000.0,,12992000.0,110687000.0,0.0,0.0,-5076000.0,0.49,-2192000.0,19881000.0,-801709000.0,198065000.0,198065000.0,,,26667000,15840000.0,-7713000.0,63645000.0,68131000.0,,26150000.0,,-10958000.0,208087000.0,-47890000.0,4027640000.0,135798000,435510000,185073000.0,3225931000.0,447000.0,225728000.0,29480000.0,167998000,2734000.0,2734000.0,,,,,
2011-12-31,2270543000.0,0.0,,94670000.0,53260000.0,612190000.0,28328000,311055000.0,,110262000,4045001000.0,51688000.0,,3432811000.0,31569000.0,38128000.0,2581598000.0,61910000.0,0.0,-7067000.0,,197006000,110262000,110262000,-7691000.0,-651000,258860000.0,39983000.0,2151775000.0,118199000.0,289927000,-90189000.0,59246000,209620000.0,-52691000.0,92576000.0,,198065000.0,110731000.0,0.0,0.0,12777000.0,,3254000.0,19303000.0,-830762000.0,209620000.0,209620000.0,,,28415000,15176000.0,3674000.0,2825000.0,66384000.0,,-86935000.0,0.0,-47201000.0,151181000.0,-56511000.0,4080484000.0,137760000,486933000,11555000.0,3249722000.0,469000.0,,28735000.0,170715000,6220000.0,5959000.0,,,,,
2012-03-31,2275730000.0,0.0,,52602000.0,53260000.0,566448000.0,23744000,272259000.0,0.415,93524000,4009794000.0,23659000.0,-3655000.0,3443346000.0,31510000.0,42231000.0,2547989000.0,66958000.0,-13001000.0,-16863000.0,226182000.0,176419000,93524000,93524000,18693000.0,-519000,240167000.0,41993000.0,2150107000.0,117645000.0,317064000,-92177000.0,55254000,151642000.0,-41863000.0,115390000.0,,209620000.0,94070000.0,0.0,0.0,-1109000.0,0.415,-678000.0,17582000.0,-853660000.0,151642000.0,151642000.0,,,28259000,14510000.0,-22814000.0,-44914000.0,48542000.0,,-105856000.0,,-46390000.0,89741000.0,-37139000.0,4105951000.0,121165000,493483000,-57978000.0,3252291000.0,546000.0,226182000.0,26016000.0,153839000,4214000.0,2843000.0,,,,,
2012-06-30,2264633000.0,0.0,,177786000.0,53260000.0,591850000.0,25414000,299273000.0,0.61,137821000,4074989000.0,15283000.0,-12217000.0,3483139000.0,31486000.0,54536000.0,2563906000.0,58047000.0,0.0,6981000.0,226428000.0,222703000,137821000,137821000,24500000.0,-518000,215667000.0,41035000.0,2148432000.0,108111000.0,226824000,-95004000.0,56900000,233716000.0,-71110000.0,82201000.0,,151642000.0,138702000.0,0.0,0.0,11869000.0,0.61,-557000.0,26749000.0,-883467000.0,233716000.0,233716000.0,,,28090000,14035000.0,21789000.0,71950000.0,67235000.0,,-95561000.0,,-42903000.0,248745000.0,-70959000.0,4173150000.0,165803000,449527000,82074000.0,3289683000.0,881000.0,226428000.0,36340000.0,198278000,5536000.0,4165000.0,,,,,
2012-09-30,2264490000.0,0.0,,-48161000.0,53260000.0,500470000.0,27551000,369290000.0,0.22,50522000,4105357000.0,56658000.0,-21623000.0,3604887000.0,31692000.0,73261000.0,2633780000.0,84558000.0,0.0,-4958000.0,226431000.0,136778000,50522000,50522000,-5049000.0,1749000,220716000.0,45065000.0,2146749000.0,103790000.0,189091000,-106597000.0,59243000,100491000.0,-107857000.0,8924000.0,,233716000.0,51107000.0,0.0,0.0,35665000.0,0.22,1235000.0,26401000.0,-910852000.0,100491000.0,100491000.0,,,28193000,13655000.0,-21536000.0,-14928000.0,98141000.0,,-99124000.0,,-29149000.0,73756000.0,-121917000.0,4287815000.0,77535000,325869000,-133225000.0,3376963000.0,585000.0,226431000.0,60456000.0,110992000,4361000.0,5547000.0,,,,,
2012-12-31,2511745000.0,0.0,-35058000.0,108696000.0,53260000.0,700278000.0,32694000,392620000.0,0.68,153803000,4420067000.0,16382000.0,-37439000.0,3719789000.0,33324000.0,107356000.0,2904365000.0,75462000.0,9789000.0,3665000.0,226434000.0,451054000,153803000,153803000,-1172000.0,-1914000,221888000.0,46371000.0,2393408000.0,146542000.0,52141000,-109707000.0,266460000,328278000.0,-147251000.0,91114000.0,,100491000.0,154413000.0,0.0,0.0,9764000.0,0.68,0.0,28365000.0,-943248000.0,328278000.0,328278000.0,,,26207000,13274000.0,11694000.0,30591000.0,112002000.0,,142189000.0,,-35058000.0,232849000.0,-124153000.0,4408550000.0,184594000,503195000,227787000.0,3465302000.0,610000.0,227383000.0,40174000.0,213944000,9924000.0,8481000.0,,,,,
2013-03-31,2511103000.0,0.0,-34772000.0,79831000.0,53260000.0,585495000.0,30056000,382073000.0,0.5,112967000,4405713000.0,15259000.0,-47020000.0,3820218000.0,36332000.0,155563000.0,2893176000.0,76547000.0,-15096000.0,11310000.0,226705000.0,235691000,112967000,112967000,16736000.0,2051000,205152000.0,57018000.0,2391718000.0,137449000.0,196730000,-113340000.0,95237000,221003000.0,-148617000.0,110756000.0,,328278000.0,113715000.0,,0.0,-11838000.0,0.5,-2837000.0,24472000.0,-974345000.0,221003000.0,221003000.0,,,28272000,9398000.0,-16833000.0,14188000.0,111449000.0,,-128436000.0,,-34772000.0,169778000.0,-89947000.0,4495232000.0,140454000,432421000,-107275000.0,3520887000.0,748000.0,226705000.0,33717000.0,178319000,540000.0,4856000.0,,,,,
2013-06-30,2253392000.0,0.0,-34310000.0,81011000.0,53260000.0,464319000.0,33262000,579361000.0,0.68,153640000,4388068000.0,17734000.0,-52647000.0,3923749000.0,34186000.0,207758000.0,2832753000.0,75354000.0,503000.0,-11632000.0,226864000.0,294398000,153640000,153640000,-2752000.0,736000,207904000.0,54186000.0,2140083000.0,118595000.0,149514000,-115040000.0,110677000,119491000.0,-159204000.0,86676000.0,,221003000.0,155453000.0,,0.0,-15901000.0,0.68,503000.0,26206000.0,-1005766000.0,119491000.0,119491000.0,,249938000.0,28477000,8659000.0,25000000.0,-22463000.0,81636000.0,,-114537000.0,,-34310000.0,172229000.0,-91218000.0,4581603000.0,183721000,443912000,-101512000.0,3575837000.0,1813000.0,226864000.0,33589000.0,218116000,540000.0,5426000.0,,,,,
2013-09-30,2343192000.0,0.0,-34263000.0,70730000.0,53260000.0,387281000.0,32755000,641760000.0,0.55,125623000,4548005000.0,20068000.0,-81710000.0,4160724000.0,35270000.0,291384000.0,2984952000.0,79785000.0,7285000.0,1278000.0,226866000.0,288266000,125623000,125623000,-581000.0,2375000,208485000.0,67882000.0,2236761000.0,145092000.0,155569000,-120707000.0,136017000,14228000.0,-269475000.0,107710000.0,,119491000.0,126227000.0,,0.0,-22115000.0,0.55,,31296000.0,-1039139000.0,14228000.0,14228000.0,,249954000.0,28072000,7969000.0,-19261000.0,12892000.0,83190000.0,,-15022000.0,,-34263000.0,179234000.0,-108504000.0,4764325000.0,152249000,443835000,-105263000.0,3725186000.0,604000.0,226866000.0,43078000.0,189569000,540000.0,4217000.0,,,,,
2013-12-31,2535094000.0,0.0,-19504000.0,157371000.0,53260000.0,396733000.0,36423000,638276000.0,0.83,190007000,4820812000.0,21802000.0,-69118000.0,4424079000.0,36442000.0,360852000.0,3173370000.0,83689000.0,-9608000.0,1046000.0,226879000.0,358992000,190007000,190007000,21261000.0,1113000,187224000.0,63164000.0,2435316000.0,150211000.0,218446000,-126374000.0,136635000,25235000.0,-304750000.0,116295000.0,,14228000.0,191455000.0,-135000000.0,0.0,-6720000.0,0.84,,46735000.0,-1070492000.0,25235000.0,25235000.0,,249971000.0,31303000,7290000.0,-8220000.0,11091000.0,76326000.0,,64298000.0,,-19504000.0,251459000.0,-94088000.0,4986750000.0,222357000,577438000,11007000.0,3916258000.0,1448000.0,227928000.0,47883000.0,259200000,804000.0,9584000.0,,,,,
2014-03-31,2790146000.0,0.0,-23214000.0,199779000.0,53260000.0,567042000.0,34935000,604150000.0,1.07,242554000,5143782000.0,19660000.0,-127698000.0,4576740000.0,37511000.0,487295000.0,3394296000.0,85615000.0,-21074000.0,2960000.0,227141000.0,383055000,242554000,242554000,-23011000.0,466000,210235000.0,64612000.0,2691288000.0,120875000.0,235551000,-132835000.0,108432000,196630000.0,-202483000.0,101292000.0,,25235000.0,243775000.0,,0.0,-5177000.0,1.07,-2648000.0,33969000.0,-1104191000.0,196630000.0,196630000.0,,249988000.0,31106000,6610000.0,15022000.0,-16730000.0,73417000.0,,103804000.0,,-23214000.0,270074000.0,-70295000.0,5017786000.0,274623000,618606000,171395000.0,3913595000.0,1221000.0,227141000.0,50532000.0,312392000,599000.0,5088000.0,,,,,
2014-06-30,3014628000.0,0.0,-21534000.0,128439000.0,53260000.0,358458000.0,39309000,346626000.0,0.64,146260000,5124259000.0,28167000.0,-158247000.0,4765801000.0,46897000.0,645090000.0,3361254000.0,88765000.0,-239000.0,-2474000.0,227288000.0,340446000,146260000,146260000,21293000.0,1955000,188942000.0,69338000.0,2910496000.0,114537000.0,156000000,-139079000.0,164183000,731000.0,-234840000.0,91691000.0,,196630000.0,147600000.0,,0.0,1172000.0,0.64,-29262000.0,36620000.0,-1146550000.0,731000.0,731000.0,,0.0,30422000,5931000.0,10464000.0,2546000.0,72050000.0,,-168341000.0,,-21534000.0,207282000.0,-78843000.0,5089277000.0,176263000,496446000,-195899000.0,3942727000.0,1340000.0,227288000.0,43059000.0,224919000,602000.0,7665000.0,,,,,
2014-09-30,3099388000.0,0.0,-23158000.0,147857000.0,53260000.0,401980000.0,35377000,393653000.0,0.87,198620000,5311396000.0,29443000.0,-92275000.0,4909416000.0,38054000.0,736172000.0,3493041000.0,93171000.0,-25000.0,5997000.0,227294000.0,391956000,198620000,198620000,-13533000.0,1645000,202475000.0,70648000.0,3003707000.0,140384000.0,129645000,-145324000.0,167764000,14853000.0,-171478000.0,106495000.0,,731000.0,199857000.0,,0.0,6746000.0,0.87,-220977000.0,39107000.0,-1182361000.0,14853000.0,14853000.0,,0.0,25788000,5252000.0,-14557000.0,-6906000.0,84636000.0,,-50359000.0,,-23158000.0,235959000.0,-88102000.0,5174107000.0,224192000,521601000,14122000.0,3991746000.0,1237000.0,227830000.0,40606000.0,263699000,566000.0,4978000.0,,,,,
2014-12-31,3112897000.0,0.0,-81540000.0,264781000.0,53260000.0,402667000.0,38667000,536155000.0,1.1,252085000,5517285000.0,29069000.0,-29781000.0,5114618000.0,39279000.0,613867000.0,3649052000.0,84973000.0,0.0,-17401000.0,227316000.0,431940000,252085000,252085000,44713000.0,6755000,157762000.0,71142000.0,2982895000.0,138626000.0,235130000,-151568000.0,152181000,17063000.0,-221183000.0,84465000.0,,14853000.0,252907000.0,0.0,0.0,-63766000.0,1.11,0.0,34331000.0,-1204601000.0,17063000.0,17063000.0,,0.0,33410000,4573000.0,38286000.0,104484000.0,97131000.0,,-170593000.0,,-81540000.0,393986000.0,-129205000.0,5533935000.0,279759000,667070000,2210000.0,4329334000.0,822000.0,228232000.0,170804000.0,325596000,2681000.0,9553000.0,,,,,
2015-03-31,3312349000.0,0.0,-96161000.0,62566000.0,53260000.0,395650000.0,35498000,418887000.0,0.81,183636000,5605117000.0,23427000.0,-13751000.0,5209467000.0,41697000.0,636618000.0,3731236000.0,88986000.0,-65353000.0,-16579000.0,227525000.0,344214000,183636000,183636000,-3187000.0,9311000,160949000.0,75920000.0,3183750000.0,115472000.0,177876000,-158061000.0,133993000,52813000.0,-134566000.0,96700000.0,,17063000.0,184794000.0,,0.0,3089000.0,0.81,-296942000.0,31619000.0,-1243310000.0,52813000.0,52813000.0,,,34500000,3893000.0,-12194000.0,-39868000.0,91022000.0,,-20767000.0,,-96161000.0,191083000.0,-128517000.0,5642904000.0,210221000,522090000,35750000.0,4399594000.0,1158000.0,227525000.0,82460000.0,260991000,1231000.0,4751000.0,,,,,
2015-06-30,3452463000.0,0.0,-92742000.0,76405000.0,53260000.0,332701000.0,37942000,383205000.0,0.78,177391000,5732056000.0,23843000.0,-22692000.0,5399355000.0,40440000.0,666451000.0,3835668000.0,97343000.0,-73000.0,24985000.0,227631000.0,352596000,177391000,177391000,1029000.0,31081000,159920000.0,71178000.0,3326936000.0,107242000.0,134947000,-163178000.0,169375000,29030000.0,-229250000.0,84715000.0,,52813000.0,177186000.0,,0.0,64000.0,0.78,144982000.0,40893000.0,-1278865000.0,29030000.0,29030000.0,,,36810000,3214000.0,15290000.0,-1177000.0,95810000.0,,-18269000.0,,-92742000.0,223736000.0,-147331000.0,5832338000.0,183221000,487543000,-23783000.0,4553473000.0,-205000.0,227631000.0,47529000.0,254436000,1735000.0,5788000.0,,,,,
2015-09-30,3515544000.0,0.0,-94894000.0,153873000.0,53260000.0,358156000.0,37612000,468562000.0,1.1,250972000,5966183000.0,24846000.0,-96930000.0,5608027000.0,42043000.0,753568000.0,3984106000.0,95959000.0,-20000.0,3820000.0,227580000.0,449667000,250972000,250972000,24739000.0,13815000,135181000.0,75283000.0,3407114000.0,114290000.0,127565000,-168296000.0,175518000,9007000.0,-242976000.0,113760000.0,,29030000.0,251839000.0,0.0,0.0,25000.0,1.1,81984000.0,39937000.0,-1317630000.0,9007000.0,9007000.0,,,35795000,2535000.0,-27697000.0,7307000.0,123813000.0,,-86332000.0,,-94894000.0,309285000.0,-155412000.0,5998280000.0,274149000,577232000,-20023000.0,4680650000.0,867000.0,227945000.0,84379000.0,329677000,1510000.0,4687000.0,,,,,
2015-12-31,3306759000.0,0.0,-96350000.0,155697000.0,53260000.0,338854000.0,40277000,713072000.0,0.91,207123000,6041567000.0,24162000.0,-19093000.0,5702713000.0,42632000.0,765628000.0,4019831000.0,42366000.0,-1469000.0,-8119000.0,227583000.0,427891000,207123000,207123000,4313000.0,13291000,130868000.0,81627000.0,3189287000.0,134399000.0,173697000,-173413000.0,198345000,28731000.0,-203977000.0,83893000.0,,9007000.0,207639000.0,0.0,0.0,193000.0,0.91,52995000.0,43418000.0,-1347537000.0,28731000.0,28731000.0,,250335000.0,37348000,1856000.0,28265000.0,82100000.0,104094000.0,,-121887000.0,,-96350000.0,345588000.0,-189891000.0,6166766000.0,229546000,601588000,19724000.0,4819229000.0,516000.0,228439000.0,75351000.0,287619000,-998000.0,9019000.0,,,,,
2016-03-31,3675638000.0,0.0,-108012000.0,70046000.0,53260000.0,515531000.0,40874000,679094000.0,0.91,207070000,6392314000.0,23438000.0,-61738000.0,5876783000.0,43754000.0,800380000.0,4354732000.0,44026000.0,-19694000.0,1052000.0,227826000.0,362477000,207070000,207070000,-1220000.0,46798000,132088000.0,95614000.0,3552032000.0,104497000.0,157339000,-178808000.0,164107000,209992000.0,-199031000.0,89662000.0,,28731000.0,207941000.0,,0.0,17000.0,0.91,-279961000.0,43880000.0,-1388690000.0,209992000.0,209992000.0,,250229000.0,37588000,44882000.0,-6904000.0,-23362000.0,102858000.0,,170724000.0,,-108012000.0,209568000.0,-139522000.0,6302199000.0,198370000,519816000,181261000.0,4913509000.0,871000.0,227849000.0,68793000.0,289283000,-26472000.0,6650000.0,,,,,
2016-06-30,3696344000.0,0.0,-115937000.0,26889000.0,53260000.0,385582000.0,34542000,713662000.0,0.82,187859000,6448204000.0,26412000.0,-48195000.0,6062622000.0,43302000.0,850401000.0,4410006000.0,46560000.0,-90000.0,8073000.0,227952000.0,379892000,187859000,187859000,-24342000.0,18508000,156430000.0,98562000.0,3574898000.0,121602000.0,139005000,-182797000.0,168704000,34263000.0,-214337000.0,93329000.0,,209992000.0,188544000.0,,0.0,4739000.0,0.82,23995000.0,46305000.0,-1428426000.0,34263000.0,34263000.0,,250083000.0,41556000,52337000.0,-3799000.0,-35592000.0,118484000.0,,-158892000.0,,-115937000.0,197500000.0,-170611000.0,6470356000.0,211188000,518897000,-175729000.0,5041930000.0,685000.0,227983000.0,64235000.0,273402000,-926000.0,3409000.0,,,,,
2016-09-30,4187404000.0,0.0,-117913000.0,24250000.0,53260000.0,648275000.0,35800000,683849000.0,0.85,194551000,6919785000.0,29408000.0,-64967000.0,6271510000.0,47081000.0,912419000.0,4871253000.0,45586000.0,-24379000.0,-3275000.0,227960000.0,386459000,194551000,194551000,33419000.0,21900000,123011000.0,98818000.0,4073502000.0,113098000.0,165323000,-186783000.0,171086000,291097000.0,-268744000.0,126141000.0,,34263000.0,195289000.0,,0.0,1342000.0,0.85,11003000.0,52600000.0,-1471263000.0,291097000.0,291097000.0,,250020000.0,42286000,52102000.0,-38311000.0,-17589000.0,101012000.0,,293651000.0,,-117913000.0,231927000.0,-207677000.0,6657305000.0,215373000,551782000,256834000.0,5186042000.0,738000.0,227999000.0,55488000.0,284656000,681000.0,4678000.0,,,,,
2016-12-31,4198312000.0,0.0,-101241000.0,168696000.0,53260000.0,370394000.0,36599000,481656000.0,0.93,213291000,6772073000.0,25868000.0,-25123000.0,6401679000.0,44005000.0,931255000.0,4679968000.0,65577000.0,-406000.0,-10273000.0,227963000.0,405102000,213291000,213291000,-11367000.0,27837000,134378000.0,101891000.0,4087192000.0,162933000.0,209813000,-190769000.0,173677000,14701000.0,-175254000.0,105689000.0,,291097000.0,214215000.0,,0.0,1454000.0,0.94,-235012000.0,39966000.0,-1507996000.0,14701000.0,14701000.0,,0.0,45382000,51976000.0,17907000.0,55028000.0,77248000.0,,-426187000.0,,-101241000.0,325045000.0,-156349000.0,6783737000.0,231425000,614915000,-276396000.0,5275741000.0,924000.0,228385000.0,79169000.0,303602000,784000.0,4621000.0,,,,,
