date,quarterlyOtherCurrentAssets,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyOtherNonCashItems,quarterlyPretaxIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyAccountsReceivable,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyDilutedEPS,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyEndCashPosition,quarterlyInventory,quarterlyPurchaseOfInvestment,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyOtherIntangibleAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentAccruedExpenses,quarterlyChangeInInventory,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyIncomeTaxPayable,quarterlyGrossProfit,quarterlyCostOfRevenue,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDeferredIncomeTax,quarterlyResearchAndDevelopment,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyAccumulatedDepreciation,quarterlyOperatingExpense
2009-03-31,0.0,0.11,14863636364.0,102017000000,82698000000,11040000000.0,7345000000,64489000000,82787000000,478000000.0,-719000000.0,3562000000,10564000000,,1052000000,,2770000000,29235000000.0,94494000000.0,2154000000.0,18455000000,0.0,3248000000.0,,-204000000.0,13044000000.0,10564000000,2721000000.0,54546000000,655573000000.0,750067000000,12840000000,208249000000.0,9251000000,159125000000.0,,21545000000,1635000000,401142000000,0.11,7913000000,4366000000,630812000000.0,1718000000,617000000.0,73740000000,2647000000.0,-87673000000,16039000000,14863636364.0,1098000000,575000000,-21793000000,290947000000,6616000000,1635000000,-222000000.0,10998000000,660047000000,191435000000.0,,,,,,,,,,,,,,,,,
2009-06-30,0.0,,,123693000000,78726000000,12219000000.0,7345000000,73740000000,90327000000,1000000000.0,-6712000000.0,4602000000,8688000000,,1700000000,,4540000000,30056000000.0,90402000000.0,,21167000000,0.0,2739000000.0,,-1158000000.0,44356000000.0,8688000000,4610000000.0,54521000000,739818000000.0,830220000000,43198000000,212794000000.0,27139000000,194756000000.0,,22540000000,2712000000,447205000000,,16195000000,5049000000,703481000000.0,2840000000,1114000000.0,100879000000,1887000000.0,-146633000000,-24034000000,,1737000000,566000000,2834000000,291520000000,5416000000,2712000000,-219000000.0,12833000000,733537000000,211631000000.0,,,,,,,,,,,,,,,,,
2009-09-30,0.0,0.175,14725714286.0,125174000000,110180000000,11873000000.0,7345000000,100879000000,90522000000,969000000.0,-5604000000.0,3508000000,8885000000,400000000.0,881000000,,3666000000,31719000000.0,121444000000.0,,22642000000,0.0,2925000000.0,,38000000.0,6830000000.0,8885000000,3476000000.0,48966000000,751761000000.0,873205000000,6868000000,213977000000.0,-7433000000,213089000000.0,,21219000000,2577000000,463827000000,0.175,20329000000,5623000000,743950000000.0,2785000000,1114000000.0,93446000000,2020000000.0,-150597000000,-25786000000,14725714286.0,1753000000,630000000,9405000000,324157000000,4874000000,2577000000,-1366000000.0,12748000000,775669000000,215785000000.0,,,,,,,,,,,,,,,,,
2009-12-31,0.0,,,53789000000,107243000000,11581000000.0,7345000000,93446000000,84970000000,1007000000.0,1123000000.0,5359000000,9742000000,79000000.0,1804000000,,8943000000,34084000000.0,116889000000.0,,14892000000,0.0,4081000000.0,,-2315000000.0,29071000000.0,9742000000,8774000000.0,-14010000000,818823000000.0,935712000000,26756000000,241436000000.0,-1667000000,411412000000.0,,15326000000,6959000000,502423000000,,23177000000,7400000000,809885000000.0,7139000000,914000000.0,88965000000,1562000000.0,-100212000000,-47962000000,,3679000000,693000000,15910000000,348679000000,5011000000,6959000000,-340000000.0,11841000000,843969000000,253563000000.0,,,,,,,,,,,,,,,,,
2010-03-31,0.0,0.31,14680645161.0,91039000000,109101000000,13018000000.0,7345000000,88965000000,89672000000,933000000.0,-1058000000.0,103000000,9633000000,34000000.0,904000000,,5521000000,32918000000.0,124651000000.0,,19443000000,0.0,2617000000.0,,-522000000.0,22684000000.0,9633000000,5495000000.0,50921000000,870831000000.0,995482000000,22162000000,246316000000.0,-2199000000,444586000000.0,,18046000000,4551000000,525257000000,0.31,15425000000,6862000000,866019000000.0,4617000000,914000000.0,86766000000,1689000000.0,-122611000000,-32581000000,14680645161.0,1525000000,778000000,6883000000,355417000000,10208000000,4551000000,-302000000.0,11724000000,898937000000,267237000000.0,,,,,,,,,,,,,,,,,
2010-06-30,0.0,,,98459000000,84050000000,12826000000.0,7644000000,86766000000,105111000000,734000000.0,-2264000000.0,4139000000,8659000000,73000000.0,1438000000,,6687000000,34005000000.0,95408000000.0,,22164000000,0.0,1897000000.0,,-652000000.0,44517000000.0,8659000000,6699000000.0,40339000000,937500000000.0,1032908000000,43865000000,238236000000.0,-27411000000,449392000000.0,,17076000000,5060000000,581730000000,,22592000000,6353000000,889008000000.0,5249000000,658000000.0,59355000000,,-164455000000,-69150000000,,1617000000,807000000,-6892000000,322286000000,3482000000,5060000000,-292000000.0,9019000000,923013000000,289297000000.0,,,,,,,,,,,,,,,,,
2010-09-30,0.0,0.205,15341463415.0,114437000000,76903000000,13012000000.0,7644000000,59355000000,111022000000,877000000.0,-573000000.0,5821000000,7212000000,0.0,990000000,,4321000000,35658000000.0,90098000000.0,146000000.0,24162000000,0.0,2089000000.0,,-952000000.0,34513000000.0,7212000000,4326000000.0,43005000000,1009004000000.0,1099102000000,33561000000,233349000000.0,-11803000000,488294000000.0,,17268000000,3145000000,626643000000,0.205,21586000000,6831000000,947304000000.0,3331000000,658000000.0,47552000000,,-177096000000,-64239000000,15341463415.0,859000000,886000000,21663000000,310252000000,3643000000,3145000000,-3814000000.0,9349000000,982962000000,330757000000.0,,,,,,,,,,,,,,,,,
2010-12-31,0.0,,,200615000000,99102000000,12922000000.0,7644000000,47552000000,112030000000,869000000.0,-538000000.0,7492000000,7088000000,190000000.0,1077000000,,5818000000,33762000000.0,109946000000.0,-699000000.0,28282000000,0.0,7034000000.0,,-1505000000.0,37541000000.0,7088000000,5797000000.0,49849000000,1061681000000.0,1171627000000,36036000000,242884000000.0,33386000000,540902000000.0,,17706000000,4555000000,655106000000,,22243000000,9230000000,1020982000000.0,4741000000,619000000.0,80938000000,97000000.0,-222891000000,-23505000000,,801000000,926000000,20223000000,341986000000,3681000000,4555000000,-281000000.0,9128000000,1054744000000,342158000000.0,,,,,,,,,,,,,,,,,
2011-03-31,0.0,0.38,15300000000.0,142049000000,81902000000,16071000000.0,7644000000,80938000000,118893000000,935000000.0,-604000000.0,86000000,7900000000,108000000.0,1320000000,,7266000000,34371000000.0,95585000000.0,-583000000.0,34096000000,0.0,5101000000.0,,-931000000.0,58487000000.0,7900000000,7249000000.0,72417000000,1135489000000.0,1231074000000,57556000000,271487000000.0,-21773000000,550723000000.0,,29061000000,5814000000,703955000000,0.38,22628000000,7746000000,1072757000000.0,5946000000,619000000.0,59165000000,,-197081000000,-57806000000,15300000000.0,837000000,1261000000,-21649000000,353389000000,3807000000,5814000000,-863000000.0,11226000000,1107128000000,359067000000.0,,,,,,,,,,,,,,,,,
2011-06-30,0.0,,,173047000000,105195000000,16534000000.0,7916000000,59165000000,134334000000,920000000.0,-1539000000.0,188000000,8071000000,0.0,1948000000,,9000000000,36023000000.0,121096000000.0,0.0,37688000000,0.0,5282000000.0,,-447000000.0,22351000000.0,8071000000,9057000000.0,54152000000,1188968000000.0,1310064000000,21904000000,252333000000.0,17888000000,593300000000.0,,32064000000,6943000000,708339000000,,24184000000,8477000000,1134616000000.0,7052000000,619000000.0,77053000000,,-198027000000,-26435000000,,1080000000,1522000000,21137000000,357528000000,3305000000,6943000000,-683000000.0,9401000000,1170639000000,400612000000.0,,,,,,,,,,,,,,,,,
2011-09-30,0.0,0.11,16018181818.0,145724000000,229341000000,62958000000.0,7916000000,77053000000,121132000000,4721000000.0,-118000000.0,39000000,13291000000,16183000000.0,2021000000,,5309000000,99598000000.0,352008000000.0,0.0,38263000000,0.0,5359000000.0,,-1237000000.0,4640000000.0,13291000000,5214000000.0,48292000000,1837398000000.0,2189406000000,3403000000,291507000000.0,54918000000,1349446000000.0,,165039000000,1762000000,802837000000,0.11,47610000000,12272000000,1929829000000.0,3288000000,9241000000.0,131971000000,,-155757000000,68815000000,16018181818.0,1008000000,7934000000,-17182000000,520848000000,3586000000,1762000000,-5401000000.0,24487000000,2029427000000,866369000000.0,,,,,,,,,,,,,,,,,
2011-12-31,0.0,,,127147000000,250456000000,88584000000.0,7916000000,131971000000,130867000000,4612000000.0,-528000000.0,1947000000,14423000000,62000000.0,2155000000,,8451000000,145158000000.0,435471000000.0,,43219000000,0.0,10530000000.0,,-2778000000.0,-10130000000.0,14423000000,8393000000.0,56222000000,1849953000000.0,2285424000000,-12908000000,306691000000.0,-21490000000,1370985000000.0,,226903000000,4956000000,832017000000,,65177000000,14647000000,1968924000000.0,6296000000,9203000000.0,110481000000,,-142074000000,-16683000000,,630000000,9715000000,5420000000,557147000000,2994000000,4956000000,-301000000.0,24251000000,2114082000000,885808000000.0,,,,,,,,,,,,,,,,,
2012-03-31,0.0,0.385,15750649351.0,138449000000,330309000000,69787000000.0,7916000000,110481000000,140554000000,5106000000.0,-1430000000.0,1588000000,15332000000,38000000.0,2537000000,,10340000000,113227000000.0,498857000000.0,-1477000000.0,49283000000,0.0,7137000000.0,,-810000000.0,109421000000.0,15332000000,10349000000.0,78139000000,1952116000000.0,2450973000000,108611000000,309061000000.0,76613000000,1517937000000.0,,234337000000,6064000000,836564000000,0.385,53062000000,12138000000,2151592000000.0,7803000000,12864000000.0,187094000000,,-173049000000,-36344000000,15750649351.0,1586000000,9842000000,5625000000,639370000000,2981000000,6064000000,-721000000.0,25465000000,2264819000000,972486000000.0,,,,,,,,,,,,,,,,,
2012-06-30,0.0,,,228406000000,372434000000,48606000000.0,7916000000,187094000000,146762000000,5532000000.0,-758000000.0,-37000000,15395000000,7000000.0,457000000,,10181000000,84589000000.0,497044000000.0,-4000000.0,55199000000,0.0,6615000000.0,,-476000000.0,95142000000.0,15395000000,10201000000.0,65131000000,2147955000000.0,2644999000000,94666000000,318363000000.0,63998000000,1707131000000.0,,215380000000,7895000000,865001000000,,78970000000,13202000000,2366729000000.0,9724000000,11702000000.0,251092000000,,-284911000000,-57863000000,,2683000000,10663000000,19336000000,690797000000,3988000000,7895000000,-1255000000.0,28142000000,2451318000000,1055176000000.0,,,,,,,,,,,,,,,,,
2012-09-30,0.0,0.135,15748148148.0,340776000000,314343000000,52646000000.0,7916000000,251092000000,146198000000,5540000000.0,-1521000000.0,1190000000,15390000000,416000000.0,794000000,,4700000000,92513000000.0,423966000000.0,-858000000.0,56138000000,0.0,8005000000.0,,-1850000000.0,-43714000000.0,15390000000,4684000000.0,58449000000,2206635000000.0,2630601000000,-45564000000,294597000000.0,-88001000000,1664730000000.0,,217923000000,2126000000,856598000000,0.135,82032000000,14276000000,2343818000000.0,3906000000,11918000000.0,163091000000,,-356947000000,-18424000000,15748148148.0,2502000000,10224000000,-21942000000,608940000000,3864000000,2126000000,-3668000000.0,27778000000,2436331000000,1098237000000.0,,,,,,,,,,,,,,,,,
2012-12-31,0.0,,,323862000000,448649000000,28025000000.0,7916000000,163091000000,159617000000,5599000000.0,-1025000000.0,1534000000,15673000000,90000000.0,1800000000,,7117000000,97711000000.0,421989000000.0,-2774000000.0,60103000000,0.0,15510000000.0,,-5226000000.0,120048000000.0,15673000000,7141000000.0,64607000000,2422277000000.0,2844266000000,114822000000,295976000000.0,83795000000,1830591000000.0,,179185000000,3965000000,906607000000,,103963000000,18296000000,2536906000000.0,5317000000,11769000000.0,246886000000,1119000000.0,-398146000000,-81209000000,,2419000000,9622000000,43087000000,744625000000,3566000000,3965000000,-1744000000.0,25568000000,2634617000000,1211937000000.0,,,,,,,,,,,,,,,,,
2013-03-31,0.0,0.465,15898924731.0,557427000000,392782000000,29494000000.0,7916000000,246886000000,168432000000,5458000000.0,-7694000000.0,258000000,15253000000,1100000000.0,2825000000,,11993000000,86561000000.0,383485000000.0,,67496000000,0.0,8873000000.0,,-828000000.0,60682000000.0,15253000000,11976000000.0,93946000000,2727292000000.0,3110777000000,59854000000,304563000000.0,-44951000000,2061397000000.0,,237574000000,7393000000,944741000000,0.465,67757000000,13895000000,2802669000000.0,9168000000,11769000000.0,201935000000,1775000000.0,-645051000000,-90046000000,15898924731.0,2070000000,10779000000,-10988000000,697345000000,6145000000,7393000000,-936000000.0,25228000000,2889230000000,1315497000000.0,,,,,,,,,,,,,,,,,
2013-06-30,0.0,,,258690000000,374202000000,29998000000.0,7916000000,201935000000,172756000000,4146000000.0,-3220000000.0,25000000,15216000000,51000000.0,2755000000,,15358000000,91354000000.0,378467000000.0,,75638000000,0.0,9433000000.0,,-1551000000.0,45174000000.0,15216000000,15600000000.0,76833000000,2794105000000.0,3172572000000,43623000000,309399000000.0,-17703000000,2091746000000.0,,272109000000,10517000000,981276000000,,71413000000,16080000000,2854115000000.0,12603000000,11769000000.0,184232000000,1824000000.0,-314857000000,-59611000000,,3072000000,13135000000,275000000,683601000000,7277000000,10517000000,-4954000000.0,24991000000,2945469000000,1378061000000.0,,,,,,,,,,,,,,,,,
2013-09-30,0.0,0.345,15736231884.0,144809000000,378664000000,31609000000.0,7916000000,184232000000,179973000000,4064000000.0,-8909000000.0,524000000,15575000000,82000000.0,2510000000,,10191000000,97282000000.0,398663000000.0,,79484000000,0.0,9065000000.0,,-2793000000.0,103005000000.0,15575000000,10129000000.0,74601000000,2850106000000.0,3248769000000,100212000000,285173000000.0,43665000000,2124599000000.0,,313990000000,5429000000,1006305000000,0.345,73938000000,17812000000,2914994000000.0,7681000000,11769000000.0,227897000000,2233000000.0,-195243000000,-54292000000,15736231884.0,2842000000,13344000000,-12029000000,663837000000,10276000000,5429000000,-4502000000.0,25855000000,3012276000000,1458932000000.0,,,,,,,,,,,,,,,,,
2013-12-31,0.0,,,331615000000,376683000000,37424000000.0,7916000000,227897000000,182709000000,6238000000.0,3469000000.0,416000000,16841000000,12258000000.0,2120000000,,8682000000,104628000000.0,388188000000.0,-482000000.0,84299000000,0.0,21072000000.0,,-4911000000.0,8277000000.0,16841000000,8634000000.0,76800000000,2972124000000.0,3360312000000,3366000000,230806000000.0,16980000000,2153189000000.0,,331333000000,4815000000,1026669000000,,108158000000,21381000000,3015979000000.0,6562000000,11791000000.0,244877000000,1764000000.0,-356477000000,-32114000000,,2669000000,13603000000,12894000000,607489000000,10391000000,4815000000,-4170000000.0,32103000000,3120607000000,1506155000000.0,,,,,,,,,,,,,,,,,
2014-03-31,0.0,0.685,15779562044.0,250608000000,439005000000,38908000000.0,7916000000,244877000000,193586000000,6210000000.0,-4397000000.0,127000000,16596000000,5145000000.0,3676000000,,16669000000,107379000000.0,433664000000.0,,95108000000,0.0,11135000000.0,,-1877000000.0,106400000000.0,16596000000,16662000000.0,119985000000,3227570000000.0,3661234000000,104523000000,251747000000.0,79874000000,2368024000000.0,,355773000000,10809000000,1083782000000,0.645,130409000000,18054000000,3301340000000.0,12993000000,11791000000.0,324751000000,2001000000.0,-309710000000,-65313000000,16758139535.0,3458000000,15970000000,15090000000,690752000000,10331000000,10809000000,-3988000000.0,31708000000,3408719000000,1630824000000.0,,,,,,,,,,,,,,,,,
2014-06-30,0.0,,,298232000000,443978000000,39181000000.0,7916000000,324751000000,206488000000,4743000000.0,-10792000000.0,754000000,16832000000,-628000000.0,3081000000,,15952000000,112279000000.0,447826000000.0,,102099000000,0.0,11092000000.0,,-4736000000.0,18662000000.0,16832000000,15854000000.0,92356000000,3353399000000.0,3801225000000,13926000000,275667000000.0,-42441000000,2461932000000.0,,404530000000,10553000000,1121163000000,,136918000000,20467000000,3421808000000.0,12871000000,11791000000.0,282310000000,2049000000.0,-374453000000,-83574000000,,4323000000,15788000000,21151000000,719645000000,14217000000,10553000000,-7802000000.0,31350000000,3534087000000,1783808000000.0,,,,,,,,,,,,,,,,,
2014-09-30,0.0,0.65,15884615385.0,257359000000,460872000000,38858000000.0,7916000000,282310000000,218678000000,4666000000.0,-14695000000.0,1177000000,17162000000,-4211000000.0,4132000000,,16942000000,126101000000.0,466340000000.0,-377000000.0,110445000000,0.0,12850000000.0,,-3616000000.0,-31006000000.0,17162000000,17094000000.0,94440000000,3393156000000.0,3859496000000,-34622000000,295216000000.0,-57784000000,2442248000000.0,,445785000000,10325000000,1139597000000,0.615,158726000000,21754000000,3451562000000.0,12810000000,12005000000.0,224526000000,2464000000.0,-297299000000,-44600000000,16788617886.0,4595000000,16548000000,-38751000000,756088000000,20450000000,10325000000,1118000000.0,31108000000,3577663000000,1890327000000.0,,,,,,,,,,,,,,,,,
2014-12-31,0.0,,,51681000000,488548000000,39204000000.0,8892000000,224526000000,289564000000,6160000000.0,-15880000000.0,1220000000,26408000000,28875000000.0,3534000000,,12790000000,130843000000.0,493077000000.0,-1053000000.0,98748000000,0.0,29481000000.0,,-3301000000.0,76204000000.0,26408000000,12731000000.0,104436000000,3512834000000.0,4005911000000,72903000000,351435000000.0,39434000000,2477138000000.0,,535954000000,7592000000,1203356000000,,142627000000,25390000000,3521252000000.0,9256000000,12037000000.0,263960000000,,-89615000000,-43402000000,,5069000000,16221000000,43278000000,839983000000,20901000000,7592000000,-2411000000.0,30794000000,3652095000000,1959490000000.0,,,,,,,,,,,,,,,,,
