date,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccumulatedDepreciation,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyDilutedAverageShares,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyCapitalExpenditure,quarterlyBasicAverageShares,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentAssets,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyNetPPE,quarterlyBasicEPS,quarterlyOtherIncomeExpense,quarterlyAccountsReceivable,quarterlyTaxProvision,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyOtherIntangibleAssets,quarterlyDilutedEPS,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentAccruedExpenses,quarterlyChangeInInventory,quarterlyDepreciationAndAmortization,quarterlyStockBasedCompensation,quarterlyInventory,quarterlyEbitda,quarterlyIncomeTaxPayable,quarterlyGrossProfit,quarterlyCostOfRevenue,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDeferredIncomeTax,quarterlyResearchAndDevelopment,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyOtherNonCashItems,quarterlyOperatingExpense
2014-09-30,10819000000.0,719702000000.0,3658000000.0,15444000000.0,2729000000.0,51521000000,163000000,20416000000,30629000000.0,,35091000000.0,-4580000000,41017000000.0,2744000000,684611000000.0,111421000000.0,1044000000.0,,962000000.0,6712000000,7056000000.0,9182608696.0,0.0,0.0,35863000000.0,499627000000.0,-5668000000,-739000000,9182608696.0,19816000000.0,2150000000,266159000000.0,2112000000,6708000000.0,10819000000.0,0.23,447000000,88879000000.0,594000000,-3382000000,11716000000.0,165751000000.0,,824000000.0,0.23,5969000000,2112000000,832740000000.0,791723000000.0,183078000000.0,17327000000.0,23798000000,9062000000.0,58034000000,,,-55368000000,,,,,,,,,,,,,,,,,,,,
2014-12-31,12441000000.0,705905000000.0,7860000000.0,16365000000.0,2579000000.0,54090000000,19298000000,14042000000,26694000000.0,617000000.0,36878000000.0,-879000000,31155000000.0,2577000000,669027000000.0,117131000000.0,1628000000.0,,962000000.0,7401000000,10445000000.0,,-1000000.0,0.0,41428000000.0,496627000000.0,-34176000000,-1665000000,,19683000000.0,2136000000,258128000000.0,2089000000,9394000000.0,12441000000.0,,511000000,86783000000.0,441000000,-6374000000,12788000000.0,166601000000.0,,944000000.0,,7729000000,2089000000,825100000000.0,793945000000.0,177821000000.0,11220000000.0,20416000000,9062000000.0,85648000000,,,-64391000000,,,,,,,,,,,,,,,,,,,,
2015-03-31,12335000000.0,748837000000.0,3953000000.0,19238000000.0,7019000000.0,73750000000,-18943000000,18008000000,31597000000.0,,39190000000.0,-591000000,40389000000.0,7025000000,709647000000.0,123755000000.0,2251000000.0,,962000000.0,6659000000,10993000000.0,9079629630.0,,0.0,44280000000.0,514062000000.0,17138000000,-378000000,9079629630.0,19683000000.0,4986000000,281464000000.0,4903000000,6358000000.0,12335000000.0,0.54,429000000,106614000000.0,2039000000,3966000000,13443000000.0,183864000000.0,,881000000.0,0.54,5980000000,4903000000,874775000000.0,834386000000.0,201437000000.0,17573000000.0,14042000000,9062000000.0,66361000000,,,-84064000000,,,,,,,,,,,,,,,,,,,,
2015-06-30,12318000000.0,780821000000.0,3730000000.0,18324000000.0,8550000000.0,60746000000,-13180000000,18612000000,33458000000.0,,27557000000.0,-313000000,31272000000.0,8556000000,753264000000.0,128600000000.0,3189000000.0,,962000000.0,6814000000,9629000000.0,,,0.0,108494000000.0,543892000000.0,7003000000,-374000000,,19682000000.0,6501000000,284344000000.0,6392000000,7099000000.0,12318000000.0,,515000000,106297000000.0,2055000000,604000000,0.0,206155000000.0,,888000000.0,,6725000000,6392000000,911685000000.0,880413000000.0,223055000000.0,16900000000.0,18008000000,9062000000.0,53453000000,,,-64468000000,,,,,,,,,,,,,,,,,,,,
2015-09-30,12855000000.0,779489000000.0,3944000000.0,18364000000.0,5156000000.0,58797000000,11597000000,30008000000,37199000000.0,,30068000000.0,-5184000000,34840000000.0,5222000000,749421000000.0,127014000000.0,1087000000.0,,962000000.0,7089000000,7277000000.0,9124390244.0,0.0,0.0,96725000000.0,527455000000.0,-5909000000,-899000000,9124390244.0,19682000000.0,3805000000,282890000000.0,3741000000,10848000000.0,12855000000.0,0.41,563000000,114986000000.0,1417000000,11396000000,0.0,193939000000.0,,869000000.0,0.41,9949000000,3741000000,908735000000.0,873895000000.0,211550000000.0,17611000000.0,18612000000,9062000000.0,96782000000,186000000.0,580000000.0,-81378000000,,,,,,,,,,,,,,,,,,,,
2015-12-31,13707000000.0,788161000000.0,17265000000.0,18116000000.0,3455000000.0,53874000000,-18028000000,24191000000,37728000000.0,-21000000.0,29237000000.0,-640000000,25263000000.0,3508000000,758924000000.0,133336000000.0,2499000000.0,-7847000000.0,962000000.0,8456000000,10766000000.0,,-187000000.0,0.0,80468000000.0,550944000000.0,-3571000000,-1606000000,,19497000000.0,2746000000,284399000000.0,2692000000,16589000000.0,13707000000.0,,715000000,119381000000.0,762000000,-5817000000,0.0,218062000000.0,,1105000000.0,,14983000000,2692000000,923843000000.0,898580000000.0,227562000000.0,9500000000.0,30008000000,9062000000.0,55051000000,,2057000000.0,-69242000000,,,,,,,,,,,,,,,,,,,,
2016-03-31,13756000000.0,809506000000.0,4704000000.0,19986000000.0,3191000000.0,83434000000,-3199000000,29885000000,39927000000.0,-125000000.0,31986000000.0,-437000000,28242000000.0,3204000000,777520000000.0,132411000000.0,953000000.0,,962000000.0,7890000000,11678000000.0,9162500000.0,,0.0,80588000000.0,559035000000.0,-6666000000,-350000000,9162500000.0,19497000000.0,2249000000,286101000000.0,2199000000,16000000000.0,13756000000.0,0.24,523000000,136736000000.0,955000000,5694000000,0.0,228371000000.0,,1047000000.0,0.24,15650000000,2199000000,944239000000.0,915997000000.0,242259000000.0,13888000000.0,24191000000,9062000000.0,97112000000,,620000000.0,-98304000000,,,,,,,,,,,,,,,,,,,,
2016-06-30,15687000000.0,853269000000.0,5168000000.0,19643000000.0,5711000000.0,61255000000,-42236000000,17760000000,34808000000.0,-424000000.0,31279000000.0,-124000000,24943000000.0,5718000000,821990000000.0,126957000000.0,958000000.0,,962000000.0,8018000000,9967000000.0,,,0.0,109258000000.0,585038000000.0,20789000000,-1936000000,,19497000000.0,4011000000,308066000000.0,3943000000,9409000000.0,15687000000.0,,678000000,163281000000.0,1707000000,-12125000000,0.0,252990000000.0,,1040000000.0,,7473000000,3943000000,982434000000.0,957491000000.0,263571000000.0,10581000000.0,29885000000,9062000000.0,67624000000,,1539000000.0,-105948000000,,,,,,,,,,,,,,,,,,,,
2016-09-30,15044000000.0,868873000000.0,4752000000.0,21021000000.0,3919000000.0,68558000000,-3149000000,17296000000,37495000000.0,-1000000.0,32640000000.0,-9811000000,28644000000.0,3949000000,836233000000.0,131025000000.0,1411000000.0,,962000000.0,7794000000,137000000.0,8956666667.0,,0.0,97651000000.0,600753000000.0,-4051000000,-506000000,8956666667.0,19497000000.0,2732000000,307084000000.0,2687000000,16541000000.0,15044000000.0,0.3,567000000,168294000000.0,1217000000,-464000000,0.0,267707000000.0,,992000000.0,0.3,16035000000,2687000000,1002881000000.0,974237000000.0,278289000000.0,10582000000.0,17760000000,9062000000.0,71065000000,,576000000.0,-70703000000,,,,,,,,,,,,,,,,,,,,
2016-12-31,16015000000.0,885929000000.0,22326000000.0,22380000000.0,3251000000.0,53749000000,4655000000,36395000000,38772000000.0,418000000.0,34154000000.0,-722000000,32260000000.0,3214000000,851775000000.0,131764000000.0,937000000.0,-8753000000.0,962000000.0,10017000000,26000000.0,,,0.0,100808000000.0,590926000000.0,1939000000,-3287000000,,11498000000.0,3292000000,315716000000.0,3228000000,21187000000.0,16015000000.0,,811000000,172042000000.0,-78000000,19099000000,0.0,258711000000.0,,1228000000.0,,17900000000,3228000000,1020692000000.0,988432000000.0,273968000000.0,15257000000.0,17296000000,9062000000.0,126045000000,,2536000000.0,-116531000000,,,,,,,,,,,,,,,,,,,,
2017-03-31,16514000000.0,953423000000.0,6216000000.0,24118000000.0,2850000000.0,108407000000,-53745000000,31141000000,40772000000.0,,37578000000.0,-691000000,30302000000.0,2844000000,915845000000.0,132749000000.0,955000000.0,,962000000.0,8897000000,18209000000.0,9090909091.0,-2000000.0,0.0,128113000000.0,640476000000.0,22766000000,-963000000,9090909091.0,11498000000.0,2040000000,332330000000.0,2000000000,26426000000.0,16514000000.0,0.22,594000000,228512000000.0,804000000,-5254000000,0.0,312998000000.0,,1166000000.0,0.22,25463000000,2000000000,1089171000000.0,1058869000000.0,328228000000.0,15230000000.0,36395000000,9062000000.0,109409000000,,766000000.0,-160380000000,,,,,,,,,,,,,,,,,,,,
2017-06-30,16476000000.0,984066000000.0,6705000000.0,24207000000.0,6750000000.0,69138000000,-14635000000,32644000000,38938000000.0,,35398000000.0,-659000000,31048000000.0,6754000000,948668000000.0,131514000000.0,964000000.0,,962000000.0,8725000000,13634000000.0,,0.0,0.0,140367000000.0,657716000000.0,2085000000,-553000000,,11498000000.0,4605000000,344365000000.0,4509000000,14741000000.0,16476000000.0,,667000000,241418000000.0,2149000000,1503000000,0.0,339474000000.0,,1174000000.0,,14188000000,4509000000,1118393000000.0,1087345000000.0,355926000000.0,16452000000.0,31141000000,9062000000.0,108015000000,,2065000000.0,-116580000000,,,,,,,,,,,,,,,,,,,,
2017-09-30,16647000000.0,1029517000000.0,6188000000.0,25812000000.0,6084000000.0,81357000000,-39147000000,28218000000,43355000000.0,0.0,37947000000.0,-7676000000,31493000000.0,6254000000,991570000000.0,135751000000.0,965000000.0,,962000000.0,8215000000,9060000000.0,9014285714.0,-7500000000.0,0.0,159971000000.0,675261000000.0,25874000000,-749000000,9014285714.0,3998000000.0,4507000000,373754000000.0,4417000000,24060000000.0,16647000000.0,0.49,625000000,262335000000.0,1747000000,-4426000000,0.0,361732000000.0,0.0,1166000000.0,0.49,23311000000,4417000000,1168179000000.0,1136686000000.0,375227000000.0,13495000000.0,32644000000,9062000000.0,83936000000,,,-118430000000,,,,,,,,,,,,,,,,,,,,
2017-12-31,17162000000.0,1030105000000.0,21156000000.0,25037000000.0,,60641000000,3318000000,28786000000,45722000000.0,-2622000000.0,,-895000000,,5250000000,,137498000000.0,920000000.0,,962000000.0,10456000000,14327000000.0,,-996000000.0,,,677823000000.0,-21677000000,-1953000000,,3999000000.0,3839000000,,3736000000,,17162000000.0,,788000000,255656000000.0,1411000000,568000000,,368868000000.0,,1545000000.0,,18871000000,3736000000,1171224000000.0,,380528000000.0,11660000000.0,28218000000,9062000000.0,84889000000,,,-74293000000,,,,,,,,,,,,,,,,,,,,
2018-03-31,17070000000.0,1081740000000.0,7113000000.0,25889000000.0,,124344000000,-18792000000,36408000000,49473000000.0,-1000000000.0,,-710000000,,6208000000,,141594000000.0,950000000.0,,962000000.0,8023000000,12480000000.0,9148780488.0,-1000000000.0,,,684676000000.0,-20124000000,-446000000,9148780488.0,8988000000.0,3832000000,,3751000000,,17070000000.0,0.41,506000000,279254000000.0,2376000000,7622000000,,375404000000.0,,1463000000.0,0.41,42867000000,3751000000,1227189000000.0,,391837000000.0,16433000000.0,28786000000,9062000000.0,75593000000,,,-89576000000,,,,,,,,,,,,,,,,,,,,
2018-06-30,17125000000.0,1142789000000.0,7394000000.0,28881000000.0,,80147000000,-47993000000,29712000000,46617000000.0,-1701000000.0,,-486000000,,7504000000,,138878000000.0,1143000000.0,,1357000000.0,8551000000,14527000000.0,,0.0,,,706234000000.0,31262000000,-632000000,,8989000000.0,4617000000,,4503000000,,17125000000.0,,1037000000,308433000000.0,2887000000,-6696000000,,395498000000.0,,2150000000.0,,9821000000,4503000000,1285921000000.0,,412333000000.0,16835000000.0,36408000000,9062000000.0,77380000000,,,-120813000000,,,,,,,,,,,,,,,,,,,,
2018-09-30,17199000000.0,1142861000000.0,6943000000.0,26469000000.0,,85029000000,-1858000000,25233000000,51095000000.0,-1950000000.0,,-7892000000,,6923000000,,142996000000.0,1136000000.0,,1357000000.0,10397000000,47000000.0,9104081633.0,0.0,,,708398000000.0,-19541000000,-688000000,9104081633.0,13979000000.0,4565000000,,4461000000,,17199000000.0,0.49,801000000,312116000000.0,2358000000,-4479000000,,401453000000.0,,2168000000.0,0.49,19089000000,4461000000,1290212000000.0,,413826000000.0,12373000000.0,29712000000,9062000000.0,69490000000,,,-66108000000,,,,,,,,,,,,,,,,,,,,
2018-12-31,18444000000.0,1181911000000.0,16384000000.0,33255000000.0,,64348000000,-23105000000,38121000000,54610000000.0,-8236000000.0,,-456000000,,7373000000,,149576000000.0,1168000000.0,,1357000000.0,12972000000,-139000000.0,,90000000.0,,,729919000000.0,20431000000,-2411000000,,13985000000.0,5420000000,,5304000000,,18444000000.0,,826000000,314494000000.0,1953000000,12888000000,,415868000000.0,,2886000000.0,,13495000000,5304000000,1335959000000.0,,431191000000.0,15323000000.0,25233000000,9062000000.0,66147000000,,,-76653000000,,,,,,,,,,,,,,,,,,,,
2019-03-31,21928000000.0,1258263000000.0,7364000000.0,28864000000.0,,132936000000,-35215000000,43792000000,60076000000.0,-1584000000.0,,-997000000,,7764000000,,162090000000.0,2148000000.0,,1357000000.0,10985000000,15282000000.0,9131666667.0,-4002000000.0,,,747260000000.0,-391000000,-503000000,9131666667.0,9986000000.0,5599000000,,5479000000,,21928000000.0,0.6,691000000,356006000000.0,2165000000,5671000000,,444896000000.0,,2773000000.0,0.6,45811000000,5479000000,1425015000000.0,,465793000000.0,20897000000.0,38121000000,9062000000.0,103930000000,,,-134754000000,,,,,,,,,,,,,,,,,,,,
2019-06-30,21778000000.0,1308141000000.0,6836000000.0,29409000000.0,,87099000000,-41231000000,39062000000,61704000000.0,-858000000.0,,-769000000,,6721000000,,162526000000.0,1645000000.0,,1357000000.0,10580000000,16207000000.0,,2000000.0,,,783676000000.0,18729000000,-624000000,,9987000000.0,10927000000,,10704000000,,21778000000.0,,830000000,375330000000.0,-4206000000,-4730000000,,466523000000.0,,3157000000.0,,17867000000,10704000000,1475220000000.0,,489014000000.0,22491000000.0,43792000000,9062000000.0,85358000000,,,-123470000000,,,,,,,,,,,,,,,,,,,,
2019-09-30,21741000000.0,1318438000000.0,6737000000.0,31146000000.0,,90707000000,-4907000000,34441000000,68420000000.0,-1000000.0,,-9854000000,,8460000000,,170233000000.0,1794000000.0,,1357000000.0,10502000000,,9095945946.0,0.0,,,797429000000.0,-14406000000,-547000000,9095945946.0,9987000000.0,6866000000,,6731000000,,21741000000.0,0.74,913000000,379835000000.0,1594000000,-4621000000,,478458000000.0,,3144000000.0,0.74,23945000000,6731000000,1493371000000.0,,497739000000.0,19281000000.0,39062000000,9062000000.0,69551000000,,,-71678000000,,,,,,,,,,,,,,,,,,,,
