date,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyEbitda,quarterlyEndCashPosition,quarterlyChangeInInventory,quarterlyInvestingCashFlow,quarterlyBasicAverageShares,quarterlyCashDividendsPaid,quarterlyBasicEPS,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherNonCashItems,quarterlyRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyDilutedEPS,quarterlyOperatingCashFlow,quarterlyGoodwill,quarterlyInventory,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyOtherIntangibleAssets,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyPurchaseOfInvestment,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyCurrentDebt,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyAccumulatedDepreciation
2014-03-31,13875000000,1949000000.0,46242000000,,,83000000.0,18399000000.0,1037000000.0,50688000000,694000000.0,2511000000.0,,-577000000.0,9295000000.0,-202000000.0,0.030769,30558000000,38581000000,912000000.0,,376000000.0,,5340000000,887000000.0,20000000.0,7661000000,-5722000000.0,47318000000,0,926000000.0,286000000.0,286000000.0,,6815000000,6715000000,0.0,-611000000.0,0.030769,,,13104000000,50688000000,,90000000.0,,1385000000.0,16450000000.0,2560000000.0,6108000000,2511000000,7235000000,1126000000.0,9295000000.0,-50000000.0,93624000000,63066000000,434000000.0,2511000000,318000000.0,1000000.0,11138000000.0,286000000.0,,,,,,,,,,,,,,,
2014-06-30,10981000000,2074000000.0,43795000000,,,5000000.0,19778000000.0,1046000000.0,50575000000,794000000.0,1214000000.0,,-801000000.0,,-730000000.0,,28267000000,37136000000,1028000000.0,,442000000.0,,5436000000,978000000.0,20000000.0,6659000000,-5201000000.0,47427000000,0,917000000.0,291000000.0,291000000.0,,7824000000,5722000000,0.0,-813000000.0,,,,12277000000,50575000000,,151000000.0,,-1297000000.0,17704000000.0,1977000000.0,6070000000,1214000000,7235000000,2511000000.0,,-528000000.0,91286000000,63019000000,-473000000.0,1214000000,352000000.0,-1000000.0,11038000000.0,291000000.0,,,,,,,,,,,,,,,
2014-09-30,9815000000,2481000000.0,44080000000,,,-23000000.0,19009000000.0,1353000000.0,50934000000,907000000.0,3629000000.0,,-1407000000.0,9370833333.0,-360000000.0,0.036923,28933000000,37304000000,1128000000.0,,593000000.0,,5782000000,1085000000.0,24000000.0,6776000000,-5440000000.0,47795000000,0,910000000.0,346000000.0,345000000.0,,7419000000,5842000000,0.0,-1286000000.0,0.036923,,,11924000000,50934000000,,248000000.0,,2415000000.0,16528000000.0,1296000000.0,6031000000,3629000000,7235000000,1214000000.0,9370833333.0,-99000000.0,92281000000,63348000000,-454000000.0,3629000000,314000000.0,344000000.0,14336000000.0,346000000.0,,1000000.0,,,,,,,,,,,,,
2014-12-31,8645000000,2052000000.0,43095000000,,969000000.0,61000000.0,16860000000.0,839000000.0,52093000000,487000000.0,1712000000.0,,-1640000000.0,,-344000000.0,,26624000000,36751000000,1213000000.0,,168000000.0,,5787000000,1118000000.0,20000000.0,6344000000,-4452000000.0,47793000000,0,970000000.0,5000000.0,2000000.0,,7701000000,5354000000,0.0,-1706000000.0,,,,10865000000,52093000000,0.0,166000000.0,,-1917000000.0,14808000000.0,1835000000.0,6234000000,1712000000,7235000000,3629000000.0,,-3000000.0,91291000000,64667000000,-1786000000.0,1712000000,319000000.0,-1000000.0,14672000000.0,5000000.0,,5000000.0,,,,,,,,,,,,,
2015-03-31,7768000000,1859000000.0,41146000000,,959000000.0,14000000.0,14961000000.0,702000000.0,52462000000,334000000.0,1745000000.0,,-607000000.0,8233333333.0,-256000000.0,0.002308,25249000000,35019000000,1157000000.0,,22000000.0,,5806000000,1074000000.0,33000000.0,6127000000,-6885000000.0,48231000000,0,960000000.0,19000000.0,18000000.0,,8171000000,5134000000,0.0,-1241000000.0,0.002308,,,10406000000,52462000000,,4000000.0,,33000000.0,13102000000.0,2004000000.0,6195000000,1745000000,7235000000,1712000000.0,8233333333.0,-32000000.0,89779000000,64530000000,-308000000.0,1745000000,312000000.0,-7000000.0,13840000000.0,19000000.0,,650000000.0,,,,,,,,,,,,,
2015-06-30,8245000000,1731000000.0,42565000000,,959000000.0,10000000.0,14031000000.0,638000000.0,53075000000,-54000000.0,2190000000.0,,-942000000.0,,-877000000.0,,26053000000,35361000000,1093000000.0,,143000000.0,,5616000000,1028000000.0,23000000.0,7204000000,-9045000000.0,48023000000,0,960000000.0,136000000.0,133000000.0,,7187000000,6221000000,0.0,-1110000000.0,,,,10331000000,53075000000,,10000000.0,,445000000.0,12300000000.0,1788000000.0,6157000000,2190000000,7235000000,1745000000.0,,-2000000.0,90998000000,64945000000,-352000000.0,2190000000,-197000000.0,11000000.0,15435000000.0,136000000.0,,160000000.0,,,,,,,,,,,,,
2015-09-30,9279000000,728000000.0,49322000000,,938000000.0,236000000.0,12571000000.0,-316000000.0,53599000000,-624000000.0,9603000000.0,,-697000000.0,9415972222.0,-231000000.0,-0.110769,31304000000,43690000000,1044000000.0,,-1055000000.0,,4573000000,1005000000.0,18000000.0,5632000000,-5477000000.0,46977000000,0,-1000000.0,-1043000000.0,-1045000000.0,,12893000000,4675000000,0.0,-823000000.0,-0.110769,,,10299000000,53599000000,0.0,-10000000.0,,7413000000.0,11843000000.0,1401000000.0,6124000000,9603000000,7235000000,2190000000.0,9415972222.0,-128000000.0,96706000000,65402000000,2599000000.0,9603000000,431000000.0,-1000000.0,16267000000.0,-1043000000.0,,18000000.0,,,,,,,,,,,,,
2015-12-31,9790000000,-1028000000.0,44915000000,,914000000.0,51000000.0,11196000000.0,-2077000000.0,53872000000,-2693000000.0,3601000000.0,,-482000000.0,,-418000000.0,,23595000000,43004000000,1049000000.0,,-2873000000.0,,868000000,1012000000.0,34000000.0,1911000000,-7454000000.0,43274000000,0,915000000.0,-3705000000.0,-3706000000.0,,11587000000,962000000,0.0,-633000000.0,,,,8008000000,53872000000,1000000.0,833000000.0,4000000.0,-6002000000.0,12224000000.0,1123000000.0,6086000000,3601000000,7235000000,9603000000.0,,92000000.0,88596000000,65001000000,-609000000.0,3605000000,180000000.0,1000000.0,16319000000.0,-3705000000.0,,6000000.0,,,,,,,,,,,,,
2016-03-31,10144000000,787000000.0,46977000000,,902000000.0,25000000.0,11274000000.0,-117000000.0,53240000000,-501000000.0,2451000000.0,,-186000000.0,9405882353.0,-211000000.0,-0.065385,25446000000,44584000000,904000000.0,,-790000000.0,,253000000,850000000.0,31000000.0,2393000000,-5823000000.0,42660000000,0,903000000.0,-615000000.0,-615000000.0,,11107000000,1459000000,0.0,-211000000.0,-0.065385,,,8364000000,53240000000,,-175000000.0,,-1150000000.0,10487000000.0,1643000000.0,6046000000,2451000000,7235000000,3601000000.0,9405882353.0,,90044000000,64598000000,-1596000000.0,2451000000,289000000.0,-1000000.0,16776000000.0,-615000000.0,,,,,,,,,,,,,,,
2016-06-30,9853000000,2426000000.0,43224000000,,885000000.0,146000000.0,14156000000.0,1501000000.0,52742000000,1413000000.0,2407000000.0,,324000000.0,,-486000000.0,,23615000000,40899000000,925000000.0,,1098000000.0,,1168000000,840000000.0,15000000.0,2325000000,-14505000000.0,43580000000,0,886000000.0,915000000.0,912000000.0,,3147000000,1424000000,0.0,-202000000.0,,,,8613000000,52742000000,,186000000.0,,-44000000.0,11730000000.0,1579000000.0,6007000000,2407000000,7235000000,2451000000.0,,,87208000000,63593000000,2622000000.0,2407000000,315000000.0,1000000.0,22262000000.0,915000000.0,,,,,,,,,,,,,,,
2016-09-30,9718000000,2331000000.0,43247000000,,874000000.0,25000000.0,15609000000.0,1357000000.0,52441000000,1145000000.0,3017000000.0,,-358000000.0,9362765957.0,-265000000.0,0.072308,24774000000,36936000000,974000000.0,,851000000.0,,1845000000,903000000.0,15000000.0,6311000000,-8127000000.0,44252000000,0,875000000.0,677000000.0,670000000.0,,36000000,5421000000,0.0,-391000000.0,0.072308,,,8317000000,52441000000,,181000000.0,,610000000.0,13278000000.0,1528000000.0,5969000000,3017000000,7235000000,2407000000.0,9362765957.0,,87896000000,63122000000,1509000000.0,3017000000,294000000.0,13000000.0,20650000000.0,677000000.0,,6000000.0,,,,,,,,,,,,,
2016-12-31,11821000000,2152000000.0,42781000000,,739000000.0,103000000.0,16843000000.0,1130000000.0,51306000000,830000000.0,1968000000.0,,-330000000.0,,-341000000.0,,25676000000,36789000000,1022000000.0,,461000000.0,,2484000000,961000000.0,13000000.0,5992000000,-2597000000.0,44882000000,0,739000000.0,639000000.0,648000000.0,,161000000,5240000000,0.0,-589000000.0,,,,10466000000,51306000000,,-187000000.0,,-1049000000.0,14691000000.0,1942000000.0,5755000000,1968000000,7235000000,3017000000.0,,,88069000000,62393000000,421000000.0,1968000000,369000000.0,-16000000.0,18995000000.0,639000000.0,,10000000.0,,,,,,,,,,,,,
2017-03-31,14127000000,2434000000.0,47429000000,,728000000.0,19000000.0,19371000000.0,1283000000.0,50711000000,1366000000.0,2196000000.0,,-802000000.0,9389864865.0,-216000000.0,0.113846,31971000000,40642000000,1151000000.0,,1100000000.0,,3553000000,967000000.0,13000000.0,6787000000,-5693000000.0,45962000000,0,728000000.0,1069000000.0,1077000000.0,,167000000,6046000000,0.0,-821000000.0,0.113846,,,11642000000,50711000000,,23000000.0,,228000000.0,16937000000.0,2838000000.0,5717000000,2196000000,7235000000,1968000000.0,9389864865.0,,93805000000,61834000000,-384000000.0,2196000000,266000000.0,-2000000.0,18999000000.0,1069000000.0,,,,,,,,,,,,,,,
2017-06-30,8177000000,1948000000.0,40883000000,,717000000.0,109000000.0,19686000000.0,911000000.0,50248000000,1082000000.0,2098000000.0,,137000000.0,,-721000000.0,,25733000000,32909000000,1037000000.0,,769000000.0,,3822000000,849000000.0,10000000.0,7974000000,-9431000000.0,46235000000,0,717000000.0,754000000.0,754000000.0,,1666000000,7247000000,0.0,-202000000.0,,,,11179000000,50248000000,,15000000.0,6000000.0,-98000000.0,17738000000.0,2276000000.0,6274000000,2098000000,7235000000,2196000000.0,,,87532000000,61799000000,-29000000.0,2104000000,313000000.0,0.0,16617000000.0,754000000.0,,,,,,,,,,,,,,,
2017-09-30,8753000000,3028000000.0,40107000000,,709000000.0,114000000.0,21449000000.0,1891000000.0,49556000000,1783000000.0,1915000000.0,,29000000.0,9408910891.0,-398000000.0,0.155385,27249000000,34201000000,1137000000.0,,1480000000.0,,5284000000,913000000.0,12000000.0,5906000000,-6166000000.0,47710000000,0,709000000.0,1462000000.0,1466000000.0,,1662000000,5185000000,0.0,-205000000.0,0.155385,,,11615000000,49556000000,,14000000.0,,-183000000.0,18421000000.0,2078000000.0,6234000000,1915000000,7235000000,2098000000.0,9408910891.0,,88235000000,60986000000,2475000000.0,1915000000,303000000.0,-78000000.0,16271000000.0,1462000000.0,,119000000.0,,,,,,,,,,,,,
2017-12-31,8676000000,4157000000.0,38818000000,,682000000.0,-37000000.0,23804000000.0,2517000000.0,49048000000,2475000000.0,2437000000.0,,-709000000.0,,-196000000.0,,28576000000,33098000000,1640000000.0,,2131000000.0,,7604000000,1412000000.0,6000000.0,5720000000,-2633000000.0,49973000000,300000000,805000000.0,2320000000.0,2315000000.0,,1937000000,4909000000,0.0,-640000000.0,,,,11643000000,49048000000,,-184000000.0,7000000.0,522000000.0,19647000000.0,2463000000.0,6199000000,2437000000,7235000000,1915000000.0,,,89204000000,60628000000,2338000000.0,2444000000,344000000.0,162000000.0,14500000000.0,2320000000.0,,14000000.0,,,,,,,,,,,,,
2018-03-31,8885000000,3627000000.0,40162000000,,670000000.0,17000000.0,21513000000.0,2355000000.0,48378000000,2442000000.0,2265000000.0,,-420000000.0,9395454545.0,-295000000.0,0.169231,32637000000,34949000000,1272000000.0,,2105000000.0,,9194000000,981000000.0,6000000.0,5213000000,-5846000000.0,51572000000,544000000,,1590000000.0,1588000000.0,,1758000000,4414000000,,-437000000.0,0.169231,,,13838000000,48378000000,,517000000.0,1000000.0,-172000000.0,17886000000.0,2127000000.0,6158000000,2265000000,7235000000,2437000000.0,9395454545.0,,92145000000,59508000000,-1095000000.0,2266000000,337000000.0,-1000000.0,16378000000.0,1590000000.0,,,,,,,,,,,,,,,
2018-06-30,8353000000,4192000000.0,40604000000,,665000000.0,10000000.0,25369000000.0,2865000000.0,47850000000,2898000000.0,4017000000.0,,-404000000.0,,-1918000000.0,,33527000000,34257000000,1327000000.0,,2554000000.0,,9428000000,924000000.0,6000000.0,6347000000,-7079000000.0,51653000000,482000000,,1909000000.0,1905000000.0,,8189000000,5553000000,967000000.0,-645000000.0,,,,12522000000,47850000000,,649000000.0,,1752000000.0,21177000000.0,2504000000.0,6118000000,4017000000,7235000000,2265000000.0,,,92686000000,59159000000,1920000000.0,4017000000,344000000.0,183000000.0,15358000000.0,1909000000.0,,,,,,,,,,,,,,,
2018-09-30,9792000000,5054000000.0,40511000000,,653000000.0,-1510000000.0,26951000000.0,3601000000.0,50818000000,3545000000.0,2342000000.0,,-2011000000.0,9399700599.0,-445000000.0,0.256923,29242000000,35743000000,1453000000.0,,3205000000.0,,4474000000,1052000000.0,6000000.0,4768000000,-8787000000.0,50872000000,504000000,-9000000.0,2415000000.0,2418000000.0,120000000.0,10229000000,3984000000,1207000000.0,-627000000.0,0.253846,,,13470000000,50818000000,0.0,787000000.0,,-1908000000.0,21897000000.0,11362000000.0,6337000000,2342000000,7235000000,4017000000.0,9513636364.0,-1000000.0,91815000000,62573000000,5206000000.0,2342000000,340000000.0,-1000000.0,12298000000.0,2415000000.0,,122000000.0,,,,,,,,,,,,,
2018-12-31,9063000000,3148000000.0,37559000000,,630000000.0,1567000000.0,27344000000.0,1504000000.0,51522000000,1759000000.0,2154000000.0,,-1047000000.0,,-231000000.0,,26908000000,32747000000,1644000000.0,,1379000000.0,,5636000000,1208000000.0,77000000.0,4812000000,-1403000000.0,51962000000,526000000,136000000.0,1097000000.0,1099000000.0,218000000.0,7446000000,3869000000,1176000000.0,-1116000000.0,,,,13125000000,51522000000,0.0,280000000.0,,-188000000.0,24196000000.0,2460000000.0,6315000000,2154000000,7235000000,2342000000.0,,-1510000000.0,90024000000,63116000000,-562000000.0,2154000000,380000000.0,-301000000.0,13180000000.0,1097000000.0,,8000000.0,,,,,,,,,,,,,
2019-03-31,9371000000,2005000000.0,37552000000,,613000000.0,22000000.0,24463000000.0,677000000.0,51593000000,860000000.0,3062000000.0,,-799000000.0,9346551724.0,-223000000.0,0.044615,27165000000,32335000000,1328000000.0,,560000000.0,,6053000000,1023000000.0,77000000.0,5217000000,-7226000000.0,52403000000,570000000,113000000.0,417000000.0,415000000.0,85000000.0,6324000000,4302000000,1250000000.0,-828000000.0,0.040769,,,14134000000,51593000000,,145000000.0,,908000000.0,22458000000.0,2707000000.0,6280000000,3062000000,7235000000,2154000000.0,10228301887.0,,90457000000,63292000000,1181000000.0,3062000000,300000000.0,32000000.0,13965000000.0,417000000.0,,6000000.0,,,,,,,,,,,,,
2019-06-30,8662000000,3107000000.0,37086000000,,601000000.0,-4000000.0,26611000000.0,1631000000.0,51477000000,1617000000.0,1781000000.0,,-789000000.0,,-1795000000.0,,26101000000,31866000000,1476000000.0,,1286000000.0,,5284000000,1131000000.0,80000000.0,5220000000,-5670000000.0,51759000000,546000000,62000000.0,1008000000.0,1009000000.0,129000000.0,5808000000,4352000000,1594000000.0,-899000000.0,,,,14110000000,51477000000,,277000000.0,,-1281000000.0,23504000000.0,2870000000.0,6242000000,1781000000,9405000000,3062000000.0,,,89348000000,63247000000,857000000.0,1781000000,331000000.0,-83000000.0,14795000000.0,1008000000.0,,183000000.0,,,,,,,,,,,,,
2019-09-30,8302000000,1895000000.0,37083000000,,598000000.0,-10000000.0,26549000000.0,528000000.0,51747000000,649000000.0,3802000000.0,,-944000000.0,9281250000.0,-216000000.0,0.032,26089000000,31027000000,1367000000.0,,364000000.0,,5582000000,1086000000.0,79000000.0,6056000000,-3052000000.0,52064000000,517000000,78000000.0,297000000.0,296000000.0,83000000.0,5322000000,5201000000,1594000000.0,-934000000.0,0.032,,,13706000000,51747000000,,68000000.0,,2021000000.0,24654000000.0,3373000000.0,6196000000,3802000000,9405000000,1781000000.0,9281250000.0,0.0,89649000000,63560000000,1649000000.0,3802000000,285000000.0,0.0,14595000000.0,297000000.0,,0.0,,,,,,,,,,,,,
