date,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyStockholdersEquity,quarterlyBasicEPS,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyCapitalExpenditure,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyDilutedAverageShares,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyInventory,quarterlyGoodwill,quarterlyOtherIncomeExpense,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyBasicAverageShares,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment
2015-03-31,149000000.0,58000000.0,-2311000000.0,,38000000.0,14036000000.0,0.97,1751000000.0,1128000000.0,1335000000.0,-139000000.0,1461000000.0,-23000000.0,111000000.0,-1000000.0,7217000000.0,915000000.0,,6860000000.0,268000000.0,34959000000.0,1512000000,-267000000.0,28000000.0,-962000000.0,135000000.0,35000000.0,1067000000,3165000000,668732000.0,124000000.0,-147000000.0,5699000000.0,46888000000.0,673000000.0,-97000000.0,-11929000000.0,0.96,2091000000.0,48921000000.0,1104000000.0,596000000.0,-416000000.0,999000000.0,27668000000.0,1704000000.0,345000000.0,687000000.0,3964000000.0,94000000.0,647000000,18772000000.0,647000000.0,1470000000.0,1335000000.0,4784000000.0,,666974000.0,-250000000.0,394000000.0,644000000.0,920000000.0,-990000000.0,350000000.0,-43000000.0,7000000.0,3130000000.0,247000000.0,-289000000.0,-143000000.0,-14000000.0,43222000000.0,333000000.0,34885000000.0,,,
2015-06-30,,140000000.0,-2284000000.0,,97000000.0,9941000000.0,-1.13,1335000000.0,902000000.0,846000000.0,56000000.0,930000000.0,31000000.0,13000000.0,,4509000000.0,321000000.0,,2654000000.0,71000000.0,29218000000.0,752000000,-11000000.0,10000000.0,-741000000.0,0.0,48000000.0,638000000,1781000000,671286000.0,132000000.0,-254000000.0,2870000000.0,34866000000.0,640000000.0,26000000.0,-5648000000.0,-1.13,627000000.0,38244000000.0,737000000.0,481000000.0,-137000000.0,,23794000000.0,851000000.0,191000000.0,315000000.0,3590000000.0,-102000000.0,250000000,17103000000.0,-757000000.0,846000000.0,846000000.0,3668000000.0,309000000.0,668415000.0,-250000000.0,292000000.0,-758000000.0,658000000.0,-734000000.0,109000000.0,28000000.0,7000000.0,2100000000.0,215000000.0,-101000000.0,69000000.0,-4000000.0,35374000000.0,339000000.0,28303000000.0,,,
2015-09-30,,490000000.0,-2206000000.0,,1000000.0,10222000000.0,0.58,846000000.0,808000000.0,981000000.0,-97000000.0,991000000.0,0.0,,,4468000000.0,540000000.0,,2791000000.0,144000000.0,29962000000.0,987000000,-197000000.0,-12000000.0,-889000000.0,,62000000.0,686000000,1878000000,673702000.0,103000000.0,250000000.0,2990000000.0,35764000000.0,718000000.0,302000000.0,-5802000000.0,0.58,1643000000.0,39246000000.0,777000000.0,482000000.0,135000000.0,,24556000000.0,887000000.0,300000000.0,321000000.0,3613000000.0,75000000.0,396000000,17745000000.0,393000000.0,981000000.0,981000000.0,3865000000.0,312000000.0,670763000.0,-250000000.0,305000000.0,393000000.0,672000000.0,-888000000.0,245000000.0,0.0,9637000000.0,2017000000.0,221000000.0,-171000000.0,69000000.0,-12000000.0,36256000000.0,382000000.0,29024000000.0,,,
2015-12-31,,129000000.0,-2728000000.0,,0.0,9919000000.0,0.59,981000000.0,812000000.0,836000000.0,26000000.0,900000000.0,-13000000.0,,-729000000.0,3876000000.0,438000000.0,,2953000000.0,33000000.0,30382000000.0,902000000,-135000000.0,,-940000000.0,0.0,58000000.0,617000000,1780000000,676548000.0,69000000.0,43000000.0,2646000000.0,36230000000.0,546000000.0,251000000.0,-5848000000.0,0.59,1663000000.0,39301000000.0,732000000.0,489000000.0,-145000000.0,,25506000000.0,880000000.0,303000000.0,357000000.0,3550000000.0,47000000.0,405000000,18563000000.0,399000000.0,836000000.0,836000000.0,3568000000.0,326000000.0,673028000.0,-254000000.0,283000000.0,399000000.0,679000000.0,-938000000.0,238000000.0,,9694000000.0,1401000000.0,226000000.0,-394000000.0,52000000.0,-17000000.0,36655000000.0,311000000.0,29382000000.0,,,
2016-03-31,25000000.0,188000000.0,-3159000000.0,,,9762000000.0,0.71,836000000.0,707000000.0,814000000.0,-43000000.0,1131000000.0,1000000.0,,-224000000.0,4066000000.0,660000000.0,,3185000000.0,179000000.0,29832000000.0,1131000000,-118000000.0,13000000.0,-662000000.0,,42000000.0,823000000,2011000000,678817000.0,162000000.0,-181000000.0,2713000000.0,35707000000.0,557000000.0,115000000.0,-5875000000.0,0.71,1609000000.0,38709000000.0,777000000.0,478000000.0,-22000000.0,,24881000000.0,880000000.0,315000000.0,332000000.0,3336000000.0,61000000.0,481000000,18074000000.0,481000000.0,814000000.0,814000000.0,3687000000.0,306000000.0,675441000.0,-255000000.0,308000000.0,481000000.0,667000000.0,-661000000.0,247000000.0,0.0,9736000000.0,1750000000.0,224000000.0,-105000000.0,-62000000.0,-23000000.0,35996000000.0,160000000.0,28947000000.0,,,
2016-06-30,,43000000.0,-2857000000.0,,,10325000000.0,0.71,814000000.0,726000000.0,492000000.0,4000000.0,1030000000.0,12000000.0,,-460000000.0,3408000000.0,675000000.0,,3409000000.0,192000000.0,30794000000.0,1149000000,-107000000.0,5000000.0,-698000000.0,,34000000.0,725000000,1785000000,680729000.0,158000000.0,-7000000.0,2360000000.0,36917000000.0,613000000.0,-267000000.0,-6123000000.0,0.71,706000000.0,39528000000.0,667000000.0,441000000.0,-322000000.0,,25795000000.0,755000000.0,211000000.0,336000000.0,3455000000.0,174000000.0,483000000,18949000000.0,483000000.0,492000000.0,492000000.0,3883000000.0,326000000.0,677145000.0,-258000000.0,305000000.0,482000000.0,708000000.0,-686000000.0,250000000.0,,7000000.0,1075000000.0,224000000.0,-85000000.0,78000000.0,38000000.0,37168000000.0,164000000.0,29203000000.0,,,
2016-09-30,,37000000.0,-3480000000.0,,2000000.0,9975000000.0,0.7,492000000.0,741000000.0,416000000.0,-1000000.0,1094000000.0,15000000.0,,-221000000.0,3412000000.0,612000000.0,,3624000000.0,139000000.0,29969000000.0,1084000000,-122000000.0,5000000.0,-736000000.0,,57000000.0,786000000,1889000000,680348000.0,116000000.0,45000000.0,2099000000.0,36062000000.0,1060000000.0,-406000000.0,-6093000000.0,0.69,599000000.0,38038000000.0,687000000.0,437000000.0,-76000000.0,,24651000000.0,795000000.0,315000000.0,346000000.0,3175000000.0,49000000.0,473000000,18069000000.0,473000000.0,416000000.0,416000000.0,3943000000.0,302000000.0,678114000.0,-259000000.0,308000000.0,472000000.0,693000000.0,-719000000.0,249000000.0,,7000000.0,1079000000.0,223000000.0,324000000.0,-45000000.0,-2000000.0,35939000000.0,152000000.0,28063000000.0,,,
2016-12-31,,115000000.0,-3778000000.0,,0.0,9899000000.0,0.68,416000000.0,820000000.0,341000000.0,97000000.0,1020000000.0,9000000.0,,-25000000.0,3837000000.0,603000000.0,,3829000000.0,138000000.0,30074000000.0,1054000000,-63000000.0,,-861000000.0,,11000000.0,714000000,1832000000,681863000.0,124000000.0,-4000000.0,2067000000.0,36221000000.0,660000000.0,119000000.0,-6147000000.0,0.68,1576000000.0,38315000000.0,712000000.0,422000000.0,-75000000.0,,24579000000.0,812000000.0,270000000.0,356000000.0,3060000000.0,106000000.0,465000000,17808000000.0,465000000.0,341000000.0,341000000.0,4021000000.0,276000000.0,679641000.0,-258000000.0,306000000.0,465000000.0,700000000.0,-852000000.0,260000000.0,,9848000000.0,1441000000.0,217000000.0,-201000000.0,14000000.0,-7000000.0,36248000000.0,160000000.0,28416000000.0,,,
2017-03-31,44000000.0,51000000.0,-3777000000.0,,,10109000000.0,0.59,341000000.0,700000000.0,409000000.0,-84000000.0,1113000000.0,3000000.0,,0.0,4256000000.0,532000000.0,,3962000000.0,129000000.0,30407000000.0,1014000000,-521000000.0,19000000.0,-680000000.0,,73000000.0,796000000,1951000000,683084000.0,161000000.0,-208000000.0,2227000000.0,36741000000.0,135000000.0,607000000.0,-6334000000.0,0.59,547000000.0,39034000000.0,702000000.0,422000000.0,68000000.0,,24669000000.0,838000000.0,299000000.0,312000000.0,3050000000.0,-47000000.0,403000000,17958000000.0,403000000.0,409000000.0,409000000.0,4187000000.0,277000000.0,680882000.0,-258000000.0,317000000.0,402000000.0,644000000.0,-677000000.0,265000000.0,,7000000.0,2083000000.0,217000000.0,-545000000.0,-43000000.0,-16000000.0,36807000000.0,151000000.0,28925000000.0,,,
2017-06-30,-2000000.0,54000000.0,-3523000000.0,,,10490000000.0,0.43,409000000.0,752000000.0,467000000.0,-8000000.0,1018000000.0,3000000.0,,-60000000.0,4350000000.0,368000000.0,,3983000000.0,76000000.0,31233000000.0,858000000,-36000000.0,3000000.0,-708000000.0,,104000000.0,702000000,1725000000,686351000.0,40000000.0,14000000.0,2166000000.0,37826000000.0,655000000.0,104000000.0,-6593000000.0,0.43,597000000.0,39964000000.0,628000000.0,434000000.0,58000000.0,,25124000000.0,707000000.0,196000000.0,316000000.0,3139000000.0,-112000000.0,292000000,18397000000.0,292000000.0,467000000.0,467000000.0,4261000000.0,289000000.0,683841000.0,-271000000.0,316000000.0,292000000.0,656000000.0,-705000000.0,268000000.0,,7000000.0,2168000000.0,222000000.0,-53000000.0,69000000.0,-9000000.0,37798000000.0,152000000.0,29474000000.0,,,
2017-09-30,-7000000.0,56000000.0,-3503000000.0,,,10692000000.0,0.52,467000000.0,838000000.0,676000000.0,-1000000.0,1103000000.0,7000000.0,,0.0,4149000000.0,471000000.0,,4066000000.0,116000000.0,31816000000.0,985000000,-9000000.0,8000000.0,-789000000.0,,98000000.0,777000000,1845000000,688746000.0,83000000.0,208000000.0,2331000000.0,38594000000.0,964000000.0,27000000.0,-6778000000.0,0.51,657000000.0,40758000000.0,617000000.0,472000000.0,209000000.0,,25917000000.0,742000000.0,322000000.0,323000000.0,3134000000.0,-76000000.0,355000000,19110000000.0,355000000.0,676000000.0,676000000.0,4354000000.0,291000000.0,686563000.0,-271000000.0,326000000.0,354000000.0,666000000.0,-782000000.0,284000000.0,,7000000.0,1659000000.0,230000000.0,175000000.0,-1000000.0,-9000000.0,38427000000.0,143000000.0,30066000000.0,,,
2017-12-31,5000000.0,116000000.0,-3422000000.0,,,10761000000.0,0.11,676000000.0,924000000.0,485000000.0,83000000.0,1134000000.0,2000000.0,,-108000000.0,4023000000.0,541000000.0,,3871000000.0,463000000.0,33092000000.0,1036000000,-6000000.0,8000000.0,-994000000.0,,178000000.0,793000000,1926000000,691046000.0,423000000.0,-42000000.0,2294000000.0,39987000000.0,707000000.0,86000000.0,-6895000000.0,0.11,1671000000.0,41479000000.0,781000000.0,441000000.0,-191000000.0,,26695000000.0,792000000.0,282000000.0,320000000.0,3258000000.0,-20000000.0,78000000,19847000000.0,78000000.0,485000000.0,485000000.0,2591000000.0,292000000.0,689563000.0,-272000000.0,341000000.0,78000000.0,697000000.0,-992000000.0,288000000.0,,10312000000.0,1428000000.0,232000000.0,-287000000.0,-58000000.0,15000000.0,39185000000.0,135000000.0,30718000000.0,,,
2018-03-31,43000000.0,49000000.0,-3279000000.0,,,11176000000.0,0.65,511000000.0,836000000.0,653000000.0,-36000000.0,1203000000.0,4000000.0,68000000.0,,4238000000.0,569000000.0,,4037000000.0,117000000.0,33736000000.0,1098000000,-153000000.0,15000000.0,-757000000.0,,100000000.0,851000000,2126000000,695322000.0,59000000.0,-132000000.0,2490000000.0,40853000000.0,566000000.0,331000000.0,-7117000000.0,0.65,673000000.0,42388000000.0,760000000.0,441000000.0,142000000.0,,26974000000.0,923000000.0,323000000.0,279000000.0,3302000000.0,-43000000.0,452000000,20214000000.0,452000000.0,629000000.0,629000000.0,2685000000.0,286000000.0,694514000.0,-273000000.0,352000000.0,451000000.0,703000000.0,-753000000.0,290000000.0,,7000000.0,1707000000.0,239000000.0,-191000000.0,-71000000.0,-9000000.0,39898000000.0,140000000.0,31212000000.0,,,
2018-06-30,-11000000.0,62000000.0,-3495000000.0,,,11240000000.0,0.74,653000000.0,804000000.0,875000000.0,-54000000.0,1005000000.0,-61000000.0,66000000.0,,4448000000.0,657000000.0,,4266000000.0,142000000.0,33823000000.0,1178000000,3000000.0,1000000.0,-770000000.0,,47000000.0,658000000,1848000000,700976000.0,112000000.0,69000000.0,2600000000.0,41014000000.0,759000000.0,364000000.0,-7191000000.0,0.73,684000000.0,42830000000.0,675000000.0,456000000.0,222000000.0,,27142000000.0,843000000.0,203000000.0,288000000.0,3308000000.0,232000000.0,515000000,20217000000.0,515000000.0,852000000.0,852000000.0,2760000000.0,271000000.0,699006000.0,-285000000.0,347000000.0,515000000.0,694000000.0,-896000000.0,286000000.0,,7000000.0,2067000000.0,235000000.0,-11000000.0,117000000.0,-7000000.0,40230000000.0,192000000.0,31590000000.0,,,
2018-09-30,-7000000.0,61000000.0,-3648000000.0,,,11783000000.0,0.63,875000000.0,814000000.0,864000000.0,35000000.0,1038000000.0,0.0,61000000.0,-27000000.0,4383000000.0,548000000.0,,4423000000.0,103000000.0,34018000000.0,1089000000,-81000000.0,5000000.0,-817000000.0,,531000000.0,686000000,1872000000,710517000.0,84000000.0,218000000.0,2545000000.0,41325000000.0,885000000.0,-77000000.0,-7307000000.0,0.62,691000000.0,43042000000.0,684000000.0,,-11000000.0,,26876000000.0,834000000.0,326000000.0,295000000.0,3242000000.0,103000000.0,445000000,19924000000.0,445000000.0,842000000.0,842000000.0,2844000000.0,265000000.0,703730000.0,-288000000.0,352000000.0,444000000.0,700000000.0,-817000000.0,297000000.0,0.0,7000000.0,1879000000.0,244000000.0,68000000.0,-8000000.0,-4000000.0,40497000000.0,191000000.0,31259000000.0,,,
2018-12-31,-8000000.0,133000000.0,-3964000000.0,,,11657000000.0,0.57,864000000.0,989000000.0,643000000.0,133000000.0,1012000000.0,-1000000.0,,0.0,4563000000.0,511000000.0,,4593000000.0,96000000.0,34458000000.0,1033000000,-68000000.0,5000000.0,-894000000.0,,20000000.0,657000000,1939000000,727387000.0,100000000.0,-37000000.0,2432000000.0,41869000000.0,611000000.0,72000000.0,-7411000000.0,0.57,1614000000.0,43396000000.0,770000000.0,,-221000000.0,,27176000000.0,927000000.0,278000000.0,303000000.0,3162000000.0,99000000.0,415000000,20069000000.0,415000000.0,621000000.0,621000000.0,2922000000.0,257000000.0,720234000.0,-287000000.0,355000000.0,415000000.0,717000000.0,-895000000.0,299000000.0,0.0,11028000000.0,1960000000.0,245000000.0,-283000000.0,-10000000.0,0.0,40964000000.0,192000000.0,31739000000.0,,,
2019-03-31,31000000.0,62000000.0,-3647000000.0,,57000000.0,12172000000.0,0.65,643000000.0,823000000.0,540000000.0,-94000000.0,1145000000.0,5000000.0,,,4061000000.0,592000000.0,,4761000000.0,126000000.0,35307000000.0,1139000000,-130000000.0,14000000.0,-729000000.0,,22000000.0,781000000,2079000000,729953000.0,89000000.0,-258000000.0,2429000000.0,42943000000.0,474000000.0,142000000.0,-7636000000.0,0.64,606000000.0,44567000000.0,749000000.0,,-103000000.0,,28334000000.0,934000000.0,332000000.0,274000000.0,3260000000.0,46000000.0,466000000,21114000000.0,466000000.0,518000000.0,518000000.0,3066000000.0,260000000.0,721023000.0,-296000000.0,364000000.0,466000000.0,728000000.0,-722000000.0,306000000.0,-55000000.0,7000000.0,1630000000.0,241000000.0,-255000000.0,-57000000.0,-8000000.0,42138000000.0,290000000.0,32395000000.0,,,
2019-06-30,-12000000.0,67000000.0,-3996000000.0,,4000000.0,11983000000.0,0.61,540000000.0,830000000.0,428000000.0,-8000000.0,1015000000.0,-16000000.0,,,4063000000.0,525000000.0,,4903000000.0,84000000.0,35130000000.0,1080000000,-84000000.0,5000000.0,-745000000.0,,13000000.0,640000000,1803000000,730915000.0,65000000.0,-40000000.0,2231000000.0,42817000000.0,596000000.0,56000000.0,-7687000000.0,0.6,572000000.0,44204000000.0,662000000.0,,-112000000.0,,28158000000.0,788000000.0,215000000.0,286000000.0,3139000000.0,128000000.0,441000000,20965000000.0,441000000.0,406000000.0,406000000.0,3111000000.0,265000000.0,721785000.0,-298000000.0,375000000.0,440000000.0,710000000.0,-757000000.0,309000000.0,0.0,7000000.0,1772000000.0,246000000.0,-149000000.0,79000000.0,-10000000.0,41973000000.0,291000000.0,32221000000.0,,,
2019-09-30,-10000000.0,78000000.0,-4272000000.0,,2000000.0,11902000000.0,0.66,428000000.0,846000000.0,690000000.0,-14000000.0,1109000000.0,6000000.0,,0.0,3840000000.0,593000000.0,,5080000000.0,118000000.0,35108000000.0,1187000000,-82000000.0,5000000.0,-723000000.0,,14000000.0,726000000,1933000000,731151000.0,103000000.0,85000000.0,2534000000.0,42945000000.0,818000000.0,165000000.0,-7837000000.0,0.65,607000000.0,44559000000.0,625000000.0,,262000000.0,,28817000000.0,824000000.0,346000000.0,295000000.0,3050000000.0,123000000.0,475000000,21547000000.0,475000000.0,670000000.0,670000000.0,3200000000.0,262000000.0,722259000.0,-299000000.0,383000000.0,475000000.0,709000000.0,-715000000.0,335000000.0,0.0,7000000.0,1387000000.0,259000000.0,95000000.0,35000000.0,-6000000.0,42025000000.0,335000000.0,32657000000.0,,,
