date,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetPPE,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyResearchAndDevelopment,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyBasicEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlyRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetIncome,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyNonCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable
1986-09-30,,,,2442666666.0,,,,,,,,,,,,,,,,,,,0.169998,,,,,,,,,,,,,,,9255200000.0,,,,,,2442666666.0,,,,,,,,,9255200000.0,9255200000.0,,,,,,,,,0.169998,,,302900000.0,,,,,,,,,,,
1986-12-31,428000000.0,,-16232900000.0,,1182000000.0,,2529000000.0,15697000000.0,2899000000.0,,,1534900000.0,1254000000.0,,,-1182000000.0,,,,,,,,,28654000000.0,8847600000.0,,18160000000.0,,,470000000.0,1952000000.0,,,,,,-29500400000.0,,,,,15314000000.0,,,,8507000000.0,1347000000.0,,39097800000.0,7220000000.0,10494000000.0,-29997400000.0,-3770400000.0,4185000000.0,,10305400000.0,1570500000.0,2651000000.0,,,8094000000.0,,,,7300000.0,,,9905000000.0,,,,,,,,
1987-03-31,,,,2442666666.0,,,,,,,,,,,,,,,,,,,0.400002,,,,,,,,,,,,,,,11114200000.0,,,,,,2442666666.0,,,,,,,,,11114200000.0,11114200000.0,,,,,,,,,0.400002,,,736200000.0,,,,,,,,,,,
1987-06-30,,,,,,,,,,,,,,,,,,,,,,,0.289998,,,,,,,,,,,,,,,10932700000.0,,,,,,,,,,,,,,,10932700000.0,10932700000.0,,,,,,,,,0.289998,,,512700000.0,,,,,,,,,,,
1987-09-30,,,,3976000000.0,,,,,,,,,,,,,,,,,,,0.319998,,,,,,,,,,,,,,,11493900000.0,,,,,,3976000000.0,,,,,,,,,11493900000.0,11493900000.0,,,,,,,,,0.319998,,,578700000.0,,,,,,,,,,,
1987-12-31,299000000.0,,-20160700000.0,,682000000.0,,1283000000.0,15472000000.0,2716000000.0,,,1945500000.0,1829000000.0,,,-682000000.0,,,,,,,,,26874000000.0,12084300000.0,,18476000000.0,,,1503000000.0,1976000000.0,,,,,,-30682400000.0,,,,,15605000000.0,,,,14850700000.0,601000000.0,,49035500000.0,8233000000.0,8398000000.0,-33719400000.0,-5391400000.0,3740000000.0,,7394100000.0,3262600000.0,2596000000.0,,,7372000000.0,,,,-236400000.0,,,10681000000.0,,,,,,,,
1988-03-31,,,,3976000000.0,,,,,,,,,,,,,,,,,,,0.220002,,,,,,,,,,,,,,,1121300000.0,,,,,,3976000000.0,,,,,,,,,1121300000.0,1121300000.0,,,,,,,,,0.220002,,,530700000.0,,,,,,,,,,,
1988-06-30,,,,,,,,,,,,,,,,,,,,,,,0.220002,,,,,,,,,,,,,,,1121400000.0,,,,,,,,,,,,,,,1121400000.0,1121400000.0,,,,,,,,,0.220002,,,530700000.0,,,,,,,,,,,
1988-09-30,,,,4064000000.0,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,2256800000.0,,,,,,4064000000.0,,,,,,,,,2256800000.0,2256800000.0,,,,,,,,,0.45,,,916300000.0,,,,,,,,,,,
1988-12-31,389000000.0,,-21928100000.0,,183000000.0,,340000000.0,18926000000.0,2503000000.0,,,3389100000.0,2319000000.0,,,-183000000.0,,,,,,,,,29323000000.0,10234300000.0,,22237000000.0,,,1536000000.0,1752000000.0,,,,,,-3859900000.0,,,,,17191000000.0,,,,15005100000.0,157000000.0,,56155800000.0,7978000000.0,7086000000.0,-6636900000.0,19285100000.0,4864000000.0,,8293800000.0,2586100000.0,2752000000.0,,,9213000000.0,,,,-1569100000.0,,,11506000000.0,,,,,,,,
1989-03-31,,,,4064000000.0,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,10876500000.0,,,,,,4064000000.0,,,,,,,,,10876500000.0,10876500000.0,,,,,,,,,0.45,,,842500000.0,,,,,,,,,,,
1989-06-30,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,10876500000.0,,,,,,,,,,,,,,,10876500000.0,10876500000.0,,,,,,,,,0.45,,,842500000.0,,,,,,,,,,,
1989-09-30,,,,3556126000.0,,,,,,,,,,,,,,,,,,,0.199998,,,,,,,,,,,,,,,12240200000.0,,,,,,3556126000.0,,,,,,,,,12240200000.0,12240200000.0,,,,,,,,,0.199998,,,341700000.0,,,,,,,,,,,
1989-12-31,451000000.0,,-3403400000.0,,268000000.0,,419000000.0,19285000000.0,3381000000.0,,,2743800000.0,2531000000.0,,,-268000000.0,,,,,,,,,31615000000.0,8423000000.0,,22454000000.0,,,1346000000.0,2584000000.0,,,,,,-31597500000.0,,,,,20174000000.0,,,,12614400000.0,151000000.0,,35050100000.0,9568000000.0,9161000000.0,-34924500000.0,-5283500000.0,5758000000.0,,7955500000.0,247800000.0,3540000000.0,,,10606000000.0,,,,-309900000.0,,,10773000000.0,,,,,,,,
1990-03-31,,,,3556126000.0,,,,,,,,,,,,,,,,,,,0.340002,,,,,,,,,,,,,,,14049700000.0,,,,,,3556126000.0,,,,,,,,,14049700000.0,14049700000.0,,,,,,,,,0.340002,,,601700000.0,,,,,,,,,,,
1990-06-30,,,,,,,,,,,,,,,,,,,,,,,0.520002,,,,,,,,,,,,,,,12696000000.0,,,,,,,,,,,,,,,12696000000.0,12696000000.0,,,,,,,,,0.520002,,,92700000.0,,,,,,,,,,,
1990-09-30,,,,3576407333.0,,,,,,,,,,,,,,,,,,,0.820002,,,,,,,,,,,,,,,14596000000.0,,,,,,3576407333.0,,,,,,,,,14596000000.0,14596000000.0,,,,,,,,,0.820002,,,144600000.0,,,,,,,,,,,
1990-12-31,387000000.0,,-12968000000.0,,469000000.0,,621000000.0,17481000000.0,3476000000.0,,,1447000000.0,1713000000.0,,,-469000000.0,,,,,,,,,30697000000.0,15241200000.0,,20341000000.0,,,1353000000.0,3255000000.0,,,,,,-36695000000.0,,,,,19456000000.0,,,,14716300000.0,152000000.0,,30449000000.0,9610000000.0,10356000000.0,-40134000000.0,-7095000000.0,5207000000.0,,8669600000.0,293300000.0,3954000000.0,,,9846000000.0,,,,1515100000.0,,,10989000000.0,,,,,,,,
1991-03-31,,,,3576407333.0,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,14227500000.0,,,,,,3576407333.0,,,,,,,,,14227500000.0,14227500000.0,,,,,,,,,0.51,,,911000000.0,,,,,,,,,,,
1991-06-30,,,,,,,,,,,,,,,,,,,,,,,-0.280002,,,,,,,,,,,,,,,11548600000.0,,,,,,,,,,,,,,,11548600000.0,11548600000.0,,,,,,,,,-0.280002,,,-500100000.0,,,,,,,,,,,
1991-09-30,,,,3595296000.0,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,13352000000.0,,,,,,3595296000.0,,,,,,,,,13352000000.0,13352000000.0,,,,,,,,,0.15,,,266000000.0,,,,,,,,,,,
1991-12-31,404000000.0,,-14599000000.0,,215000000.0,,717000000.0,18681000000.0,2993000000.0,,,1309000000.0,1647000000.0,,,-215000000.0,,,,,,,,,31792000000.0,5535500000.0,,21844000000.0,,,1360000000.0,2961000000.0,,,,,,-40154000000.0,,,,,20838000000.0,,,,13451100000.0,502000000.0,,33280000000.0,9504000000.0,9948000000.0,-40506000000.0,-9467000000.0,6507000000.0,,8268800000.0,938600000.0,4092000000.0,,,11334000000.0,,,,-341000000.0,,,10642000000.0,,,,,,,,
1992-03-31,,,,3595296000.0,,,,,,,,,,,,,,,,,,,-0.06,,,,,,,,,,,-105900000.0,,,,13514800000.0,,,,,,3595296000.0,,,,,,,,,13514800000.0,13514800000.0,,,,,,,,,-0.06,,,-105900000.0,,-105900000.0,,,,,,,,,
1992-06-30,,,,1793188406.0,,,,,,,,,,,,,,,,,,,-0.69,,,,,,,,,,,-1237300000.0,,,,15513500000.0,,,,,,1793188406.0,,,,,,,,,15513500000.0,15513500000.0,,,,,,,,,-0.69,,,-1237300000.0,,-1237300000.0,,,,,,,,,
1992-09-30,,,,1780784787.0,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,223000000.0,,,,14481000000.0,,,,,,1780784787.0,,,,,,,,,14481000000.0,14481000000.0,,,,,,,,,0.12,,,223000000.0,,223000000.0,,,,,,,,,
1992-12-31,226000000.0,,-18549000000.0,,179000000.0,,250000000.0,20864000000.0,3379000000.0,,,1285000000.0,2432000000.0,,,-179000000.0,,,,,,,,,34790000000.0,8238800000.0,,24253000000.0,,,1367000000.0,3555000000.0,,589000000.0,,,,-42221000000.0,,,,,24932000000.0,,,,9782200000.0,71000000.0,,39413000000.0,11213000000.0,10537000000.0,-40148000000.0,-9755000000.0,7827000000.0,,8027000000.0,107500000.0,4318000000.0,,,13719000000.0,,,,594000000.0,,589000000.0,9691000000.0,,,,,,,,
1993-03-31,,,,3612422000.0,,,,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,481000000.0,,,,13478000000.0,,,,,,3612422000.0,,,,,,,,,13478000000.0,13478000000.0,,,,,,,,,0.27,,,481000000.0,,481000000.0,,,,,,,,,
1993-06-30,,,,1781227735.0,,,,,,,,,,,,,,,,,,,0.160002,,,,,,,,,,,285000000.0,,,,13645000000.0,,,,,,1781227735.0,,,,,,,,,13645000000.0,13645000000.0,,,,,,,,,0.160002,,,285000000.0,,285000000.0,,,,,,,,,
1993-09-30,,,,1800476190.0,,,,,,,,,,,,,,,,,,,0.169998,,,,,,,,,,,302000000.0,,,,12984000000.0,,,,,,1800476190.0,,,,,,,,,12984000000.0,12984000000.0,,,,,,,,,0.169998,,,302000000.0,,302000000.0,,,,,,,,,
1993-12-31,248000000.0,,-19550000000.0,,126000000.0,,210000000.0,19954000000.0,2668000000.0,,,777000000.0,1236000000.0,,,-126000000.0,,,,,,,,,31017000000.0,6336700000.0,,22706000000.0,,,1375000000.0,2838000000.0,,-453000000.0,,,,-38130000000.0,,,,,21169000000.0,,,,9415500000.0,84000000.0,,39504000000.0,8357000000.0,8311000000.0,-37583000000.0,-5157000000.0,7144000000.0,,8018900000.0,59300000.0,3263000000.0,,,12812000000.0,,,,-451000000.0,,-453000000.0,9736000000.0,,,,,,,,
1994-03-31,,,,3634041333.0,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,422000000.0,,,,11974000000.0,,,,,,3634041333.0,,,,,,,,,11974000000.0,11974000000.0,,,,,,,,,0.24,,,422000000.0,,422000000.0,,,,,,,,,
1994-06-30,,,,1818430623.0,,,,,,,,,,,,,,,,,,,0.379998,,,,,,,,,,,691000000.0,,,,12527000000.0,,,,,,1818430623.0,,,,,,,,,12527000000.0,12527000000.0,,,,,,,,,0.379998,,,691000000.0,,691000000.0,,,,,,,,,
1994-09-30,,,,1824584182.0,,,,,,,,,,,,,,,,,,,0.379998,,,,,,,,,,,691000000.0,,,,12527000000.0,,,,,,1824584182.0,,,,,,,,,12527000000.0,12527000000.0,,,,,,,,,0.379998,,,691000000.0,,691000000.0,,,,,,,,,
1994-12-31,285000000.0,,-20156000000.0,,137000000.0,,188000000.0,19393000000.0,2758000000.0,,,750000000.0,1042000000.0,,,-137000000.0,,,,,,,,,31088000000.0,6081600000.0,,22191000000.0,,,1388000000.0,3661000000.0,,-227000000.0,,,,-34205000000.0,,,,,19922000000.0,,,,11876800000.0,51000000.0,,39549000000.0,8589000000.0,8897000000.0,-34215000000.0,-3912000000.0,5705000000.0,,8361800000.0,50100000.0,3815000000.0,,,11333000000.0,,,,-215000000.0,,-227000000.0,11045000000.0,,,,,,,,
1995-03-31,,,,3668412666.0,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,876200000.0,,,,14172700000.0,,,,,,3668412666.0,,,,,,,,,14172700000.0,14172700000.0,,,,,,,,,0.48,,,876200000.0,,876200000.0,,,,,,,,,
1995-06-30,,,-31544100000.0,1825416667.0,551700000.0,352400000.0,551700000.0,30644700000.0,4410400000.0,85400000.0,,1251700000.0,1435100000.0,228000000.0,,3659200000.0,,,,1228600000.0,,,0.48,,50483400000.0,0.0,,35555600000.0,,,,12749600000.0,,876200000.0,,,,1377600000.0,,,,,31016100000.0,1825416667.0,,,13929200000.0,,,62188800000.0,14184700000.0,14927800000.0,1377600000.0,14172700000.0,10643300000.0,,6188100000.0,301400000.0,,,12795100000.0,16831400000.0,0.48,1377600000.0,,876200000.0,,876200000.0,19280700000.0,,,,,,,,
1995-09-30,,,,1844635462.0,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,278000000.0,,,,14232000000.0,,,,,,1844635462.0,,,,,,,,,14232000000.0,14232000000.0,,,,,,,,,0.15,,,278000000.0,,278000000.0,,,,,,,,,
1995-12-31,376000000.0,,-22105000000.0,,294000000.0,,395000000.0,19538000000.0,2814000000.0,,,878000000.0,738000000.0,,,-294000000.0,,,,,,,,,32352000000.0,100000.0,,22609000000.0,,,1406000000.0,4202000000.0,,-904000000.0,,,,-40078000000.0,,,,,20430000000.0,,,,12814400000.0,101000000.0,,41643000000.0,9701000000.0,9743000000.0,-38044000000.0,-6391000000.0,4760000000.0,,8674700000.0,221800000.0,4209000000.0,,,10729000000.0,,,,-909000000.0,,-904000000.0,11802000000.0,,,,,,,,
1996-03-31,,,,3716900000.0,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,1106000000.0,,,,15845000000.0,,,,,,3716900000.0,,,,,,,,,15845000000.0,15845000000.0,,,,,,,,,0.6,,,1106000000.0,,1106000000.0,,,,,,,,,
1996-06-30,,,,1864007456.0,,,,,,,,,,,,,,,,,,,0.499998,,,,,,,,,,,932000000.0,,,,15820000000.0,,,,,,1864007456.0,,,,,,,,,15820000000.0,15820000000.0,,,,,,,,,0.499998,,,932000000.0,,932000000.0,,,,,,,,,
1996-09-30,,,,1852730641.0,,,,,,,,,,,,,,,,,,,0.619998,,,,,,,,,,,1154000000.0,,,,17135000000.0,,,,,,1852730641.0,,,,,,,,,17135000000.0,17135000000.0,,,,,,,,,0.619998,,,1154000000.0,,1154000000.0,,,,,,,,,
1996-12-31,405000000.0,,-21049000000.0,,95000000.0,,153000000.0,18805000000.0,3009000000.0,,,959000000.0,1058000000.0,,,-95000000.0,,,,,,,,,32572000000.0,8643000000.0,,21820000000.0,,,1425000000.0,4512000000.0,,-640000000.0,,,,-44770000000.0,,,,,19668000000.0,,,,15688200000.0,58000000.0,,39854000000.0,10617000000.0,10752000000.0,-43636000000.0,-4069000000.0,3474000000.0,,8857000000.0,99100000.0,4948000000.0,,,9051000000.0,,,,-632000000.0,,-640000000.0,12783000000.0,,,,,,,,
1997-03-31,,,,3766804666.0,,,,,,,,,,,,,,,,,,,0.520002,,,,,,,,,,,981000000.0,,,,19501000000.0,,,,,,3766804666.0,,,,,,,,,19501000000.0,19501000000.0,,,,,,,,,0.520002,,,981000000.0,,981000000.0,,,,,,,,,
1997-06-30,,,,1912500000.0,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,918000000.0,,,,17609000000.0,,,,,,1912500000.0,,,,,,,,,17609000000.0,17609000000.0,,,,,,,,,0.48,,,918000000.0,,918000000.0,,,,,,,,,
1997-09-30,,,,1885489953.0,,,,,,,,,,,,,,,,,,,0.619998,,,,,,,,,,,1169000000.0,,,,16514000000.0,,,,,,1885489953.0,,,,,,,,,16514000000.0,16514000000.0,,,,,,,,,0.619998,,,1169000000.0,,1169000000.0,,,,,,,,,
1997-12-31,989040000.0,,-56382888000.0,,286568000.0,,420976000.0,49804504000.0,6545416000.0,,,2865680000.0,2883432000.0,,,-286568000.0,,,,,,,,,83376072000.0,-100000.0,,58792088000.0,,,3684808000.0,9413632000.0,,3195920000.0,,,,-43627088000.0,,,,,47446024000.0,,,,17151300000.0,134408000.0,,106187392000.0,25656712000.0,24583984000.0,-43299944000.0,56590560000.0,8143096000.0,,8243600000.0,87600000.0,10255584000.0,,,21789312000.0,,,,3216208000.0,,3195920000.0,35757600000.0,,,,,,,,
1998-03-31,,,,1858333333.0,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,446000000.0,,,,13941000000.0,,,,,,1858333333.0,,,,,,,,,13941000000.0,13941000000.0,,,,,,,,,0.24,,,446000000.0,,446000000.0,,,,,,,,,
1998-06-30,,,,1929277704.0,,,,,,,,,,,,,,,,,,,0.409998,,,,,,,,,,,791000000.0,,,,10296000000.0,,,,,,1929277704.0,,,,,,,,,10296000000.0,10296000000.0,,,,,,,,,0.409998,,,791000000.0,,791000000.0,,,,,,,,,
1998-09-30,,,,1903082779.0,,,,,,,,,,,,,,,,,,,0.619998,,,,,,,,,,,1203000000.0,,,,10940000000.0,,,,,,1903082779.0,,,,,,,,,10940000000.0,10940000000.0,,,,,,,,,0.619998,,,1203000000.0,,1203000000.0,,,,,,,,,
1998-12-31,1632000000.0,,-62754000000.0,,405000000.0,,405000000.0,54465000000.0,3642000000.0,,,3037000000.0,2837000000.0,,,9772000000.0,,,,,,,,,84500000000.0,10238000000.0,,67274000000.0,,,3056000000.0,5091000000.0,,820000000.0,,,,-28063000000.0,,,,,41642000000.0,,,,32840000000.0,469943637.6,,117219000000.0,18166000000.0,17226000000.0,-28063000000.0,35860000000.0,10918000000.0,,10926000000.0,470000000.0,5777305912.8,,,23476000000.0,,,,820000000.0,,820000000.0,41786000000.0,,,,,,,,
1999-03-31,,,-62754000000.0,2933333333.0,270000000.0,56000000.0,575000000.0,53947000000.0,3616000000.0,469000000.0,1850000000.0,3310000000.0,3789000000.0,304000000.0,0.0,9742000000.0,,,734000000.0,-120000000.0,,-1515000000.0,-0.06,-1153000000.0,84703000000.0,0.0,,66999000000.0,,1423000000.0,4882000000.0,15633000000.0,697000000.0,-176000000.0,-334000000.0,-263000000.0,,2125000000.0,,270000000.0,-1624000000.0,1244000000.0,42593000000.0,2933333333.0,,,32025000000.0,305000000.0,-781000000.0,116701000000.0,19422000000.0,17704000000.0,881000000.0,14642000000.0,10721000000.0,,12450000000.0,0.0,13513000000.0,,11911000000.0,23171000000.0,-0.06,2731000000.0,,-176000000.0,,-176000000.0,41072000000.0,1708000000.0,-288000000.0,,,,,,
1999-06-30,,,-62754000000.0,1602941176.0,467000000.0,473000000.0,771000000.0,53831000000.0,4232000000.0,1144000000.0,3060000000.0,3489000000.0,4029000000.0,328000000.0,2267000000.0,9752000000.0,,,1987000000.0,2108000000.0,,-1396000000.0,1.02,1045000000.0,86652000000.0,0.0,,67072000000.0,,270000000.0,4886000000.0,16170000000.0,697000000.0,1635000000.0,622000000.0,-2030000000.0,,2817000000.0,,686000000.0,-1164000000.0,1152000000.0,44020000000.0,1602941176.0,,,32480000000.0,304000000.0,591000000.0,116585000000.0,20199000000.0,19580000000.0,1665000000.0,19016000000.0,11821000000.0,,12000000000.0,0.0,,,14291000000.0,23821000000.0,1.02,4725000000.0,,1635000000.0,,1635000000.0,41592000000.0,1693000000.0,-120000000.0,,,,,,
1999-09-30,,,-62754000000.0,3242105263.0,536000000.0,738000000.0,883000000.0,52616000000.0,4827000000.0,789000000.0,2983000000.0,3637000000.0,4160000000.0,355000000.0,0.0,10271000000.0,52000000.0,,2568000000.0,2586000000.0,,-1570000000.0,0.580002,115000000.0,88551000000.0,0.0,,66524000000.0,,686000000.0,4890000000.0,15842000000.0,697000000.0,1848000000.0,784000000.0,-1016000000.0,,3582000000.0,,801000000.0,-1183000000.0,1197000000.0,44032000000.0,3186195910.0,,-1261000000.0,34255000000.0,347000000.0,998000000.0,115370000000.0,20002000000.0,22027000000.0,2385000000.0,21958000000.0,11511000000.0,-586000000.0,12519000000.0,0.0,,,16590000000.0,24030000000.0,0.57,5368000000.0,,1848000000.0,,1848000000.0,43367000000.0,1494000000.0,-228000000.0,,,,,,
