date,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyDilutedEPS,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyTaxProvision,quarterlyNetPPE,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyEbitda,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyLongTermDebt,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyInventory,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyBasicEPS,quarterlyChangeInInventory,quarterlyBasicAverageShares,quarterlyCurrentAccruedExpenses,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyGoodwill
2017-03-31,2630143000,-602770000.0,744441000.0,3374792000,,610623000.0,,45619610000.0,362209000,-391497000.0,-1537001000,3402427000.0,11158645000.0,679668000,975504000.0,0.0,1065266000.0,5797441000.0,1640154000.0,12887393000.0,,682356000.0,9544132000.0,577075000.0,,-1511704000,267098000,2176768000,-240756000,1.029609,8968824000,-555211000,1251991000,26605842000.0,295836000,3545560000.0,2375080000,10183141000.0,4731650000,26258102000.0,-327000.0,27188880000.0,1401164000.0,95945222000.0,-795967000,2328359000.0,140880709000.0,1393625000,168069589000.0,7209796000.0,1353548133.0,461353000,,104603000.0,122203324000.0,80319882000.0,5551560000,614428000,40606051000.0,16293697000.0,1378152000,1393625000,988255000.0,975504000,2075926000,583949000,4592779000.0,3417264000,1.029609,95819000.0,1353548133.0,2023750000.0,,,,,
2017-06-30,527555000,-502726000.0,740263000.0,3602844000,,880601000.0,,45963922000.0,70614000,-145964000.0,-1273155000,2982270000.0,14158866000.0,975504000,1231465000.0,0.0,0.0,5929249000.0,1491988000.0,12900513000.0,,816245000.0,10384842000.0,558475000.0,,3423592000,-241599000,2138290000,-319713000,,8985674000,1249384000,183463000,26445590000.0,255961000,4201662000.0,239898000,12927401000.0,2476456000,27599784000.0,-2091000.0,30541720000.0,1733711000.0,96734049000.0,929671000,3043890000.0,140018916000.0,305653000,170560636000.0,7760370000.0,,456913000,,937087000.0,124333833000.0,80569378000.0,5741134000,345173000,40789596000.0,16531262000.0,344092000,305653000,1037537000.0,1231465000,342276000,-751825000,6238427000.0,3244540000,,-35628000.0,,2131101000.0,,,,,
2017-09-30,844922000,-465205000.0,672697000.0,2812412000,,790556000.0,,46556273000.0,164983000,824951000.0,-1508581000,3518496000.0,15534233000.0,1231465000,1062520000.0,0.0,0.0,5369927000.0,1467616000.0,12954030000.0,,1242595000.0,11660751000.0,542711000.0,,-397846000,-753676000,2152391000,-350833000,,8892350000,1235785000,294764000,26083522000.0,-168945000,4413531000.0,3274401000,14471713000.0,2778801000,28050655000.0,-6298000.0,32010666000.0,2273415000.0,96464884000.0,884952000,2428062000.0,139336851000.0,537643000,171347517000.0,8416905000.0,,466263000,,923903000.0,124515539000.0,81874005000.0,4964803000,7124000,40262304000.0,16201201000.0,550158000,537643000,1040572000.0,1062520000,27033000,-651055000,5408542000.0,3927547000,,-210309000.0,,1827908000.0,,,,,
2017-12-31,-4203018000,-221891000.0,749762000.0,15689073000,,654853000.0,-40635194000.0,42339377000.0,1333136000,1170409000.0,-1328216000,3787699000.0,14940964000.0,1062520000,792252000.0,0.0,16736000.0,6111833000.0,1477346000.0,11011612000.0,68601031000.0,1498218000.0,10443752000.0,519391000.0,,-1876937000,-1213204000,-9444184000,-389196000,,11029176000,238029000,-204925000,27965837000.0,-86455000,11212810000.0,2380681000,14148712000.0,-2358898000,34186952000.0,-372720000.0,37358727000.0,0.0,96035875000.0,-151167000,3130022000.0,135616632000.0,-4000726000,172975359000.0,7902381000.0,,366774000,-221891000.0,-3252180000.0,130222827000.0,79700995000.0,6244889000,-407000,39981871000.0,14648509000.0,-3998093000,-4000726000,944395000.0,792252000,-435101000,888722000,4662368000.0,4784287000,,46616000.0,,1204222000.0,,,,,
2018-03-31,770224000,-360521000.0,,4270299000,,560277000.0,,44203468000.0,341706000,585130000.0,-1558910000,1406829000.0,4482247000.0,792252000,10293000.0,0.0,363813000.0,3445678000.0,1184899000.0,12864876000.0,,486605000.0,440976000.0,0.0,,-273896000,-976511000,561875000,-216682000,0.019992,8581790000,775806000,714086000,194402000.0,-193603000,3510514000.0,-56886000,4471954000.0,2421458000,9730349000.0,0.0,16771994000.0,0.0,62674062000.0,559124000,2410342000.0,99835885000.0,31836000,116607879000.0,4739363000.0,1592404884.0,466335000,-360521000.0,-297447000.0,72404411000.0,63249006000.0,4832174000,-1100000,23382981000.0,4974851000.0,56138000,31836000,280000.0,598649000,428253000,128316000,355031000.0,3749616000,0.019992,176778000.0,1592404884.0,,,,,,
2018-06-30,4256707000,-245098000.0,,3471375000,,642250000.0,,45001888000.0,80033000,-148484000.0,-1731483000,3630653000.0,14527726000.0,598649000,767587000.0,0.0,0.0,5105043000.0,1128779000.0,10900911000.0,,1524694000.0,7624072000.0,490319000.0,,-2811037000,-716489000,4730069000,-199382000,,12299283000,1128662000,1424782000,27159926000.0,168938000,15650464000.0,-1377084000,13760139000.0,5868444000,33372521000.0,-6045000.0,41287043000.0,2795646000.0,98152595000.0,929280000,2437097000.0,135666659000.0,2819561000,176953702000.0,6882286000.0,,482958000,,118574000.0,131525116000.0,80427397000.0,8201444000,756791000,40272999000.0,14704038000.0,2831925000,2819561000,927410000.0,767587000,950653000,-364447000,4406686000.0,4097839000,,-158945000.0,,,,,,,
2018-09-30,-1288071000,-8108000.0,,6202980000,,903055000.0,,43313609000.0,-38552000,-647781000.0,-1760785000,18243849000.0,14117771000.0,767587000,878555000.0,0.0,79327000.0,9415287000.0,1105162000.0,10780118000.0,,1933003000.0,7678269000.0,474257000.0,,-226154000,-1683476000,-721018000,-282538000,,7224309000,2044313000,325382000,24865284000.0,110968000,17648317000.0,988776000,13239216000.0,305601000,40688447000.0,-4629000.0,46599215000.0,1228160000.0,93276938000.0,1761775000,2272344000.0,131095736000.0,-1621156000,177694951000.0,6753622000.0,,488510000,,558190000.0,133965385000.0,79430121000.0,5481962000,230415000,34505787000.0,14401470000.0,-1613453000,-1621156000,727264000.0,878555000,606671000,-249871000,5055619000.0,1742347000,,14894000.0,,,,,,,
2018-12-31,11004380000,-451774000.0,,-1693826000,8315386000.0,421002000.0,-35278275000.0,55542906000.0,1679972000,561221000.0,-1323143000,3943303000.0,13005347000.0,878555000,583352000.0,0.0,,12118644000.0,-429186000.0,24237575000.0,67648667000.0,2953072000.0,3360550000.0,448881000.0,,1287794000,-2187324000,2616930000,-562443000,,-3129635000,408090000,19468000,32370392000.0,-322878000,12464561000.0,3610299000,12421995000.0,10839380000,36523971000.0,-53825000.0,46845413000.0,0.0,88677289000.0,-154353000,684578000.0,134364795000.0,12032137000,181210208000.0,6091475000.0,,264186000,,-3613153000.0,125201260000.0,62377634000.0,923104000,-1135254000,43215500000.0,27519810000.0,10984912000,12032137000,890930000.0,583352000,5776666000,907310000,4079221000.0,-4052739000,,23336000.0,,1366376000.0,,,,,
2019-03-31,2186618000,-133734000.0,,2944687000,,746609000.0,,56965237000.0,1454139000,82362000.0,-1400747000,4357929000.0,13565885000.0,583352000,931430000.0,0.0,,11331112000.0,777059000.0,24305305000.0,,1841005000.0,2835319000.0,431103000.0,,-1969778000,-780801000,2217823000,-209543000,1.009616,6451762000,-361980000,616648000,32661511000.0,389142000,12531348000.0,-874042000,12634455000.0,3391634000,33346924000.0,-132000.0,44637806000.0,1354601000.0,88883081000.0,-571523000,1820823000.0,135031766000.0,1347354000,179669572000.0,6041713000.0,1334520787.0,427957000,,-500795000.0,122230005000.0,62884572000.0,5162510000,-10103000,43375163000.0,27299068000.0,1569970000,1397712000,908426000.0,931430000,616811000,1117199000,3967964000.0,1289252000,1.009616,-8086000.0,1334520787.0,,,,,,
2019-06-30,1316935000,-198396000.0,,4214461000,,743809000.0,,62313512000.0,1694681000,-1081985000.0,-2174003000,3794825000.0,19506705000.0,931430000,4368757000.0,0.0,,11176618000.0,1197330000.0,24337891000.0,,2308312000.0,2921077000.0,407096000.0,,-1459841000,2953828000,854016000,-239611000,,6643410000,-814239000,1015757000,32488848000.0,3396263000,7147332000.0,-1658144000,15137948000.0,2959038000,28495210000.0,-10236000.0,42037600000.0,6670290000.0,90615122000.0,-1053850000,1862664000.0,139862840000.0,5615027000,181900440000.0,5262361000.0,,444773000,,47636000.0,119110332000.0,64180552000.0,5068477000,12615000,44788885000.0,28581218000.0,301178000,5564669000,895968000.0,4368757000,2106776000,1256674000,5067555000.0,1574933000,,81739000.0,,,,,,,
2019-09-30,1466318000,84157000.0,,3519089000,,748534000.0,,63049776000.0,361821000,-446767000.0,-7231397000,3578597000.0,14553824000.0,4368757000,447738000.0,0.0,,7457202000.0,937196000.0,24360440000.0,,3207698000.0,2492690000.0,388517000.0,,-632078000,-7731557000,1904488000,-578001000,,7291326000,3552366000,750446000,32318262000.0,-3879955000,6874203000.0,444483000,14106086000.0,2842710000,24809126000.0,-1201000.0,38819290000.0,7384005000.0,88859764000.0,2974365000,1734827000.0,138387776000.0,651042000,177207066000.0,6048120000.0,,439196000,,-285320000.0,113668890000.0,63728101000.0,5423577000,-433534000,42313184000.0,28259111000.0,715872000,651042000,939011000.0,447738000,472481000,299236000,5489493000.0,1867749000,,25534000.0,,,,,,,
