date,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyStockholdersEquity,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyOtherShortTermInvestments,quarterlyDilutedEPS,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyInventory,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherIntangibleAssets,quarterlyBasicEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyChangeInInventory,quarterlyNetIncomeCommonStockholders,quarterlyCommonStockIssuance,quarterlySaleOfInvestment,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyBeginningCashPosition,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyEbitda,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,quarterlyDilutedAverageShares,quarterlyCapitalExpenditure,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,quarterlyEndCashPosition,quarterlyCostOfRevenue,quarterlyOperatingIncome,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,quarterlyNetOtherInvestingChanges,quarterlyIncomeTaxPayable,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyOtherIncomeExpense,quarterlyOtherNonCashItems,quarterlyPretaxIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyChangeInWorkingCapital,quarterlyDepreciationAndAmortization,quarterlyTaxProvision,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables
1998-06-30,11545000000.0,,,394000000.0,1476000000.0,7419000000.0,4539000000.0,4392000000.0,3470000000.0,4501000000.0,9021000000.0,,0.0,-2524000000.0,2226000000.0,0.0,,,,1311000000.0,1244000000.0,,,,,0.0,947000000.0,,947000000.0,2916000000.0,11456000000.0,15995000000.0,2435000000.0,7862000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,26824615154.78463,,1851000000.0,0.0,892036517.553324,10624348244.667606,7368276869.449747,7939953523.113951,7318565856.087642,5871423022.657482,15581640966.055273,684907295.211221,,-11242974188.729355,1304000000.0,1352000000.0,,1422287326.749108,,2145858743.464188,2783816748.277865,,1375338036.351564,,475016349.904556,,2184522864.968047,1712268238.028052,1499615569.756826,4805397958.336791,19666229230.64155,27034506100.091293,-1499615569.756826,15258519379.201593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,15685000000.0,,1013000000.0,0.0,1443000000.0,6843000000.0,4165000000.0,4245000000.0,4481000000.0,3994000000.0,9638000000.0,211000000.0,0.0,-6047000000.0,2895000000.0,0.0,,,,1377000000.0,1586000000.0,,,,235000000.0,0.0,879000000.0,167000000.0,668000000.0,2802000000.0,12071000000.0,16236000000.0,2198000000.0,8726000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,27928902549.501747,,1031000000.0,0.0,766532612.91575,11490167432.379967,6207871263.103404,5683813252.232432,6945724084.379449,6778859842.112075,15750420117.768862,250296363.401061,,-12178482431.732885,2016000000.0,1276000000.0,,1460062119.839524,,2067552251.844183,2362171929.597515,,1316663161.640999,,357193768.603598,,1277554354.859583,1736431021.094862,1027257991.458522,2849728387.472499,19072061440.403778,25279932703.507183,-1027257991.458522,12629537336.61188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,16656000000.0,,936000000.0,0.0,1490000000.0,7309000000.0,3422000000.0,3596000000.0,4160000000.0,4560000000.0,9788000000.0,11000000.0,0.0,-6868000000.0,2727000000.0,0.0,,,,1210000000.0,1433000000.0,,,,203000000.0,0.0,509000000.0,160000000.0,498000000.0,2106000000.0,11990000000.0,15412000000.0,1999000000.0,7756000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,30687246385.47019,,1092000000.0,0.0,876842215.318437,10961643266.81802,6452487752.419644,9638570916.477476,7132988708.328355,6733612737.48357,18148179591.349026,22311506.751105,,-12539066794.12116,2328000000.0,1607000000.0,,1673363006.332895,,2139673497.430995,2293622894.013622,,1363233062.492532,,1744759827.936432,,1115575337.555263,1414549528.020074,1093263830.804158,6361010574.740112,22570320229.41809,29022807981.837734,-1093263830.804158,16771559624.805832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,20795000000.0,,1008000000.0,0.0,1740000000.0,7495000000.0,4248000000.0,6295000000.0,5003000000.0,4734000000.0,12396000000.0,13000000.0,0.0,-8399000000.0,3138000000.0,0.0,,2118000000.0,,1422000000.0,1865000000.0,,,,705000000.0,0.0,708000000.0,154000000.0,695000000.0,4555000000.0,15450000000.0,19698000000.0,2349000000.0,11298000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,20863000000.0,,1026000000.0,0.0,2075000000.0,7176000000.0,4661000000.0,5910000000.0,5703000000.0,4396000000.0,11598000000.0,11000000.0,,-9265000000.0,2279000000.0,0.0,,2489000000.0,,1482000000.0,2566000000.0,,858000000.0,,1077000000.0,,690000000.0,154000000.0,679000000.0,3835000000.0,14955000000.0,19616000000.0,2280000000.0,11613000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,21981000000.0,,1118000000.0,0.0,1824000000.0,7915000000.0,4728000000.0,5142000000.0,7083000000.0,5034000000.0,12716000000.0,328000000.0,0.0,-9265000000.0,3811000000.0,0.0,,2271000000.0,,1572000000.0,3272000000.0,,,,1112000000.0,0.0,885000000.0,154000000.0,557000000.0,3318000000.0,16340000000.0,21068000000.0,2512000000.0,12225000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,23388000000.0,,1119000000.0,0.0,1974000000.0,7462000000.0,4372000000.0,5340000000.0,6624000000.0,4579000000.0,12183000000.0,306000000.0,,-11205000000.0,2866000000.0,0.0,0.0,2239000000.0,,1502000000.0,2708000000.0,,1050000000.0,,1072000000.0,,631000000.0,154000000.0,325000000.0,3366000000.0,15832000000.0,20204000000.0,2577000000.0,11964000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
