date,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyInventory,quarterlyNetOtherFinancingCharges,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyBasicAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyCashAndCashEquivalents,quarterlyOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyCapitalStock,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyPretaxIncome,quarterlyOtherCurrentLiabilities,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyGrossPPE,quarterlySellingGeneralAndAdministration,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyNetIncomeCommonStockholders,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyStockholdersEquity,quarterlyFreeCashFlow,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyDilutedEPS,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,quarterlyResearchAndDevelopment
2014-03-31,8400000,17100000,10000000.0,73500000,-78600000,588900000.0,-3500000,526900000.0,-320100000,-0.66,-40500000,-91000000,73000000.0,,384000000.0,-253300000,-246700000,1147200000.0,-4200000,1147200000.0,206100000.0,1857400000.0,3811000000.0,6508000000.0,3800000.0,384000000.0,1154000000,-406300000.0,-4500000.0,2697000000.0,1506400000.0,5500000,-6800000,-287200000,0.0,-67600000.0,-208500000,,12200000.0,5107600000.0,717200000.0,,-143300000,-14200000,,543200000,66300000.0,48800000,1008700000,-60000000.0,-253300000,109100000,61600000,1378800000.0,-82800000,0.0,3601200000.0,1343300000.0,-100000.0,,2735100000.0,311200000.0,564300000,-25800000,613100000,-83200000,1147200000,-27100000,-0.66,0.0,707100000.0,395600000,664800000.0,,,,
2014-06-30,9700000,17800000,33400000.0,26900000,-36300000,617400000.0,-29700000,540300000.0,-31000000,,-19300000,-267100000,76100000.0,-846500000.0,,-20100000,-12800000,1238000000.0,93400000,1238000000.0,23500000.0,1837100000.0,3807700000.0,6592500000.0,3800000.0,,1147200000,-426400000.0,0.0,2784800000.0,1597300000.0,-500000,90800000,-32100000,81300000.0,-501400000.0,48200000,,11100000.0,5738100000.0,810200000.0,8100000.0,47900000,-18400000,1386800000.0,557700000,29400000.0,15700000,1041500000,-85100000.0,-20100000,2300000,62500000,843800000.0,57100000,0.0,4140800000.0,1342800000.0,3000000.0,8300000.0,3260100000.0,273300000.0,577000000,-31700000,592700000,-33300000,1238000000,69300000,,0.0,440400000.0,448800000,664800000.0,,,,
2014-09-30,7800000,19400000,683000000.0,-148000000,-59900000,638700000.0,-16600000,518600000.0,-130600000,0.03,-5000000,-931600000,70500000.0,,354200000.0,10600000,16700000,1002700000.0,26200000,1002700000.0,227800000.0,1804500000.0,3726800000.0,6426700000.0,3800000.0,364300000.0,1238000000,-415800000.0,-600000.0,2699900000.0,2336000000.0,6000000,-235300000,11700000,0.0,0.0,89900000,,100000.0,5726500000.0,793200000.0,,-138500000,-12900000,,520600000,5500000.0,160600000,1182300000,-158400000.0,10600000,-167000000,58800000,684600000.0,-33700000,0.0,3390500000.0,1324700000.0,100000.0,,2554900000.0,258700000.0,539500000,-46000000,700100000,-60400000,1002700000,35700000,0.03,,853800000.0,482200000,805300000.0,,,,
2014-12-31,27100000,17400000,691600000.0,-62800000,-43200000,526700000.0,1300000,500500000.0,-14700000,0.35,29400000,-172700000,67200000.0,,353400000.0,125400000,134900000,1203200000.0,328800000,1203200000.0,181700000.0,1777800000.0,3668400000.0,6389300000.0,3900000.0,362600000.0,1002700000,-290400000.0,0.0,2720900000.0,2225500000.0,4500000,200500000,164300000,0.0,-191200000.0,239600000,,8000000.0,5725100000.0,700000000.0,,115600000,2600000,,536500000,31700000.0,195700000,1259600000,-203800000.0,125400000,36300000,57900000,641300000.0,285600000,0.0,3499600000.0,1313700000.0,14100000.0,,2713500000.0,260800000.0,555000000,94600000,750700000,-29100000,1203200000,-64700000,0.35,,800100000.0,508900000,736700000.0,,,,
2015-03-31,22100000,18400000,35500000.0,48500000,-61900000,513400000.0,-42300000,473600000.0,-3300000,0.22,15400000,-902200000,70000000.0,,344700000.0,75500000,82200000,1144100000.0,33200000,1144100000.0,161600000.0,1740400000.0,3611100000.0,6108100000.0,3900000.0,354800000.0,1203200000,-214900000.0,0.0,2497000000.0,1285200000.0,-5500000,-59100000,97600000,0.0,-113900000.0,171900000,,-2200000.0,5579700000.0,607900000.0,,-126000000,2900000,,445300000,30600000.0,118600000,933800000,-326600000.0,75500000,96700000,55900000,503000000.0,-28700000,0.0,4294500000.0,1319500000.0,200000.0,,3550900000.0,261200000.0,463400000,-11900000,582000000,-61700000,1144100000,-53100000,0.21,0.0,610800000.0,351800000,610500000.0,,,,
2015-06-30,4000000,16200000,28800000.0,-975900000,-35900000,557800000.0,-27600000,500200000.0,-46600000,,-65900000,-1049100000,207600000.0,-845400000.0,,21000000,25600000,341300000.0,138100000,341300000.0,23400000.0,1913600000.0,4162500000.0,6018900000.0,3900000.0,,1144100000,-193900000.0,0.0,1856400000.0,1526200000.0,15500000,-802800000,-40300000,66300000.0,0.0,34200000,,24700000.0,5034200000.0,748400000.0,3600000.0,118700000,-79800000,1345600000.0,563700000,22400000.0,22500000,1019500000,-274000000.0,21000000,-9500000,58300000,969800000.0,102200000,0.0,3508000000.0,1530700000.0,3600000.0,4100000.0,2605900000.0,352600000.0,582900000,-7300000,605400000,-20000000,341300000,89100000,,0.0,435000000.0,414100000,679600000.0,,,,
2015-09-30,9800000,15000000,41900000.0,6600000,-42600000,585900000.0,-6500000,483600000.0,-84600000,0.35,-67100000,-55900000,208300000.0,,360000000.0,125700000,133100000,416000000.0,116700000,416000000.0,200000000.0,1888600000.0,4119000000.0,6157000000.0,4000000.0,369900000.0,341300000,-68200000.0,0.0,2038000000.0,1687200000.0,7400000,74700000,66000000,0.0,-155700000.0,138500000,,9500000.0,5263700000.0,773100000.0,,-2800000,-97400000,,484300000,32600000.0,165100000,1112300000,-286100000.0,125700000,-104700000,57500000,874500000.0,74100000,0.0,3576500000.0,1528700000.0,100000.0,,2750600000.0,334500000.0,503500000,-34100000,668600000,-42500000,416000000,43300000,0.34,,830000000.0,443700000,772900000.0,,,,
2015-12-31,10300000,25300000,85600000.0,187300000,-35800000,505900000.0,-35000000,486900000.0,-83300000,0.26,13000000,-2939400000,687800000.0,,345000000.0,89000000,97600000,482700000.0,400400000,482700000.0,183800000.0,1856300000.0,4571100000.0,6511700000.0,4000000.0,354300000.0,416000000,20800000.0,-447300000.0,1940600000.0,1712900000.0,18200000,66700000,110600000,0.0,-572200000.0,227400000,,2500000.0,6092300000.0,781400000.0,,214400000,5400000,,515400000,8200000.0,208500000,1210500000,-285000000.0,89000000,59000000,55400000,405800000.0,364600000,0.0,4379400000.0,1530900000.0,0.0,,3570900000.0,340100000.0,534300000,69200000,742800000,-501200000,482700000,21400000,0.25,,828400000.0,467700000,697200000.0,,,,
2016-03-31,16700000,33100000,133500000.0,427800000,-36900000,579100000.0,-32500000,605700000.0,-44000000,-0.08,11600000,-121600000,252500000.0,,337900000.0,-26800000,-20300000,366600000.0,-71800000,366600000.0,176300000.0,2158000000.0,5125800000.0,7024900000.0,4000000.0,337900000.0,482700000,-6000000.0,-450000000.0,1899100000.0,1730200000.0,-7600000,-116100000,-8700000,0.0,0.0,82500000,-11500000.0,6400000.0,6569900000.0,796800000.0,,-96400000,-10600000,,494200000,18300000.0,66600000,950700000,-250900000.0,-26800000,44800000,58100000,443400000.0,-108700000,0.0,4839700000.0,2096000000.0,100000.0,,3997000000.0,380200000.0,515100000,-10100000,581700000,-498300000,366600000,-14300000,-0.08,0.0,771800000.0,369000000,661500000.0,,,,
2016-06-30,7900000,39500000,161800000.0,-29100000,-34800000,565800000.0,-27200000,638600000.0,-58500000,-0.09,2100000,-840800000,244700000.0,-890800000.0,338800000.0,-31000000,-31200000,372400000.0,56100000,372400000.0,233800000.0,2050100000.0,5161800000.0,7100200000.0,4000000.0,338800000.0,366600000,-37000000.0,-11400000.0,1938400000.0,1855200000.0,-5200000,5800000,-29100000,97100000.0,-67000000.0,76100000,0.0,3800000.0,6733100000.0,921400000.0,,64300000,-36600000,1529400000.0,533900000,18700000.0,55600000,1075600000,-239700000.0,-31000000,-43600000,61000000,360200000.0,21300000,0.0,4877900000.0,2212700000.0,29000000.0,,4001000000.0,339200000.0,554400000,2200000,610000000,-17200000,372400000,97800000,-0.09,0.0,748400000.0,465600000,682900000.0,,,,
2016-09-30,6100000,39700000,156600000.0,131400000,-86800000,616700000.0,1700000,665700000.0,-91500000,0.0,-5100000,-105900000,175100000.0,,336300000.0,0,9800000,378000000.0,-15000000,378000000.0,236900000.0,2038000000.0,5085700000.0,7193400000.0,4100000.0,336300000.0,372400000,-37000000.0,,2107700000.0,1882900000.0,6200000,5600000,4700000,0.0,-36300000.0,104300000,,3100000.0,6927300000.0,964600000.0,,-96100000,-6900000,,478900000,4300000.0,135300000,1080200000,-231900000.0,0,-86900000,59900000,251000000.0,-101800000,0.0,5044400000.0,2192300000.0,-25000000.0,,4210400000.0,298800000.0,500100000,-48700000,635400000,-111800000,378000000,60200000,0.0,-92400000.0,753000000.0,444800000,768500000.0,,,,
2016-12-31,7500000,59200000,186700000.0,167800000,-111400000,1014800000.0,-23600000,1418700000.0,-151000000,0.06,-122100000,-1379500000,284800000.0,-941200000.0,746600000.0,46800000,52100000,939200000.0,678400000,939200000.0,151000000.0,8816600000.0,17981700000.0,21891000000.0,8100000.0,752400000.0,378000000,9800000.0,,3909300000.0,3137800000.0,-8900000,586200000,-70000000,221400000.0,0.0,159600000,,6000000.0,12080800000.0,1401000000.0,,537800000,-104300000,2359900000.0,1170200000,20800000.0,139000000,2296700000,-283500000.0,46800000,-206800000,170400000,9793100000.0,567000000,0.0,8943000000.0,7390100000.0,-118800000.0,6100000.0,6308400000.0,1611400000.0,1265400000,152000000,1404400000,-230200000,964200000,262400000,0.06,-93400000.0,1003200000.0,892300000,1450300000.0,,,,
2017-03-31,5900000,59000000,193000000.0,481900000,-125800000,1034300000.0,-16400000,1555800000.0,-215600000,-0.22,-93400000,-293100000,289800000.0,-1022200000.0,747300000.0,-164200000,-159400000,767000000.0,43300000,767000000.0,139200000.0,8968800000.0,19027100000.0,22773300000.0,8100000.0,747300000.0,964200000,-154400000.0,-598800000.0,3746200000.0,3257700000.0,2100000,-172200000,-252800000,163400000.0,0.0,-9200000,0.0,10000000.0,13142700000.0,1456500000.0,,159400000,-187100000,2578000000.0,1092400000,9700000.0,21000000,2032100000,-193700000.0,-164200000,77500000,184600000,9609700000.0,-82500000,0.0,9885000000.0,8111800000.0,10500000.0,25300000.0,6909300000.0,1480200000.0,1195000000,69300000,1216000000,-714100000,792000000,16700000,-0.22,-93400000.0,986000000.0,816100000,1380900000.0,,,,
2017-06-30,3300000,61700000,209100000.0,-185900000,-108300000,1052600000.0,-39400000,1632100000.0,-274900000,-0.41,-38900000,-491400000,281300000.0,-1043400000.0,747700000.0,-304800000,-301000000,535400000.0,50800000,535400000.0,473400000.0,8425200000.0,18966700000.0,22548200000.0,8100000.0,747700000.0,792000000,-459200000.0,0.0,3581500000.0,3803600000.0,26500000,-221300000,-339900000,213200000.0,0.0,50600000,0.0,5500000.0,13230500000.0,1732100000.0,,265400000,-91700000,2675500000.0,1315400000,66000000.0,-5500000,2241300000,4400000.0,-304800000,-63600000,140200000,9314700000.0,-57500000,0.0,9426900000.0,8555500000.0,800000.0,15800000.0,6928300000.0,924900000.0,1371500000,-10300000,1366000000,-107500000,570700000,201600000,-0.41,-93400000.0,1796400000.0,875300000,1470300000.0,,,,
2017-09-30,11200000,67400000,223300000.0,492400000,-111400000,1172000000.0,-11800000,1633800000.0,-70000000,-0.03,-25300000,-191100000,299700000.0,,748600000.0,-19700000,-16100000,919200000.0,-8900000,919200000.0,565000000.0,8493900000.0,19323600000.0,23573100000.0,8100000.0,748600000.0,570700000,-470600000.0,-7500000.0,4249500000.0,3948500000.0,1900000,373900000,-41400000,0.0,0.0,194700000,,6900000.0,14119400000.0,1768300000.0,,-109000000,-81600000,,1191800000,129300000.0,94000000,2238300000,243500000.0,-19700000,-124000000,168700000,9452300000.0,-120300000,0.0,10170900000.0,8738000000.0,2900000.0,,7541900000.0,937400000.0,1270000000,-97500000,1364000000,-116000000,944600000,19300000,-0.03,-94300000.0,1827600000.0,874300000,1609500000.0,,,,
2017-12-31,2500000,69600000,295900000.0,-459200000,-120800000,1155300000.0,-27200000,1647300000.0,-32100000,0.15,-7900000,-1070800000,304400000.0,,749600000.0,109200000,118600000,400100000.0,316700000,400100000.0,572000000.0,8550700000.0,19566400000.0,23445600000.0,8100000.0,752700000.0,944600000,-361400000.0,-257100000.0,3879200000.0,4155800000.0,-7000000,-518900000,110700000,0.0,0.0,292700000,,9300000.0,14017100000.0,1758600000.0,,-3400000,6500000,,1319900000,94000000.0,203100000,2637600000,283900000.0,109200000,-122600000,181800000,9429100000.0,195900000,0.0,9861300000.0,8864900000.0,-100000.0,,7145800000.0,933900000.0,1409500000,75300000,1612600000,-378000000,425700000,-600000,0.15,-93800000.0,2007300000.0,1025000000,1743900000.0,,,,
2018-03-31,6300000,75500000,231600000.0,257700000,-86500000,1258500000.0,-25000000,1689200000.0,-48900000,-0.1,4400000,-424500000,303800000.0,,750100000.0,-77000000,-60100000,460800000.0,-118900000,460800000.0,499600000.0,8662100000.0,19854400000.0,23765000000.0,8100000.0,750100000.0,425700000,-438400000.0,-900000.0,3910600000.0,3941800000.0,21300000,60800000,-55700000,,0.0,212800000,,9900000.0,14265400000.0,1709300000.0,,-217900000,-82600000,,1252300000,118700000.0,65200000,2222700000,536100000.0,-77000000,213100000,193000000,9499300000.0,-205400000,,10323600000.0,8972800000.0,700000.0,,7628600000.0,941300000.0,1345100000,-79100000,1410300000,-86700000,486500000,-98900000,-0.1,-93800000.0,1882200000.0,812400000,1555400000.0,,,,
2018-06-30,2600000,74600000,218900000.0,-221600000,-127700000,1148900000.0,-51400000,1680800000.0,-165300000,-0.24,4100000,-8449400000,299500000.0,-1300800000.0,750600000.0,-181300000,-170200000,331600000.0,224800000,331600000.0,388500000.0,8284400000.0,18979200000.0,22630200000.0,8100000.0,750600000.0,486500000,-626200000.0,-12500000.0,3651000000.0,4044000000.0,-17500000,-124300000,-166100000,235800000.0,0.0,157100000,,4500000.0,13775000000.0,1928600000.0,,111500000,56000000,2981600000.0,1245600000,52100000.0,64900000,2299400000,158800000.0,-181300000,-46100000,193500000,8849700000.0,97100000,,9731000000.0,8607100000.0,33300000.0,25500000.0,7305400000.0,842500000.0,1337800000,41300000,1402700000,-106900000,362200000,239700000,-0.24,-93900000.0,1844400000.0,896700000,1536000000.0,,,,
2018-09-30,700000,72400000,200700000.0,351800000,-133600000,1251200000.0,-21300000,1648000000.0,-27200000,-0.02,-77400000,-305700000,196700000.0,,750800000.0,-12100000,-10100000,423300000.0,-81900000,423300000.0,402600000.0,8218900000.0,18852700000.0,22592700000.0,8100000.0,750800000.0,362200000,-769100000.0,-40800000.0,3740000000.0,3791100000.0,11500000,91000000,-87500000,,,170500000,,6400000.0,13979600000.0,1794900000.0,,-203300000,-99800000,,1122300000,57800000.0,7400000,2031300000,110800000.0,-12100000,35600000,185600000,8607500000.0,-215500000,,10188500000.0,8570100000.0,,,7789700000.0,841100000.0,1214800000,-109500000,1222200000,-174400000,453200000,-83200000,-0.02,-93800000.0,1737700000.0,809100000,1484400000.0,,,,
2018-12-31,200000,74100000,255700000.0,-198100000,-125700000,1164600000.0,-13400000,1625700000.0,-991200000,-1.28,78300000,-434700000,153500000.0,,751100000.0,-960600000,-956000000,417500000.0,319600000,417500000.0,385700000.0,7929400000.0,17556300000.0,21270700000.0,8100000.0,751100000.0,453200000,-1729700000.0,0.0,3714400000.0,3865000000.0,38700000,-8200000,-877700000,,,-621500000,,1800000.0,13659400000.0,1818900000.0,,31600000,43900000,,1284000000,51600000.0,182000000,2511200000,33600000.0,-960600000,-81100000,182100000,7605100000.0,193900000,,9794400000.0,7665000000.0,,,7560900000.0,840600000.0,1372500000,74300000,1554500000,-125700000,445000000,54600000,-1.28,-94600000.0,1738800000.0,956700000,1542700000.0,,,,
