date,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyFreeCashFlow,quarterlyCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyBasicAverageShares,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,quarterlyCurrentAccruedExpenses,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCapitalStock,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCommonStockIssuance,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyTotalRevenue,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments
1996-12-31,195700000.0,5100000.0,38300000.0,115300000.0,800000.0,63100000.0,22173913.0,,5100000,450200000.0,23300000.0,0.23,-17000000.0,387100000.0,5000000.0,91000000.0,311000000.0,0.0,,22173913.0,17500000.0,,5100000,5100000,-1600000.0,129400000.0,6300000.0,43000000.0,,200000.0,,5800000.0,,67400000.0,0.0,-28500000.0,,,8600000.0,12700000.0,0.23,,139200000.0,-100000.0,,27400000.0,,15200000.0,800000.0,,15200000.0,800000.0,83500000.0,3300000.0,,66400000.0,-2100000.0,-19600000.0,1400000.0,,,,50500000.0,-12200000.0,11700000,,84900000,48100000.0,212600000.0,3500000.0,,41100000.0,2500000.0,,16700000,,
1997-03-31,339700000.0,49500000.0,59900000.0,84500000.0,1200000.0,123400000.0,32246377.0,,44500000,857100000.0,27700000.0,1.38,-10100000.0,733700000.0,9800000.0,10100000.0,424200000.0,98100000.0,,32246377.0,92400000.0,,44500000,44500000,2500000.0,228000000.0,9200000.0,84000000.0,,300000.0,,11000000.0,,82900000.0,0.0,-161500000.0,,,73800000.0,0.0,1.38,,432900000.0,-139500000.0,,26200000.0,-35200000.0,58000000.0,700000.0,,58000000.0,300000.0,236900000.0,7900000.0,,78200000.0,28900000.0,131900000.0,-12200000.0,,,,72500000.0,-12600000.0,81400000,521900000.0,175300000,6000000.0,486700000.0,29300000.0,,1600000.0,42700000.0,,91200000,,
1997-06-30,331400000.0,36200000.0,-27400000.0,61100000.0,3200000.0,72900000.0,34750000.0,,-13900000,814400000.0,28900000.0,-0.4,-9200000.0,741500000.0,9600000.0,9500000.0,392500000.0,0.0,,34750000.0,-4700000.0,,-13900000,-13900000,300000.0,228000000.0,8700000.0,74500000.0,,700000.0,,12900000.0,,42600000.0,0.0,-23900000.0,,,-21600000.0,0.0,-0.4,,421900000.0,-100000.0,,26100000.0,-35200000.0,21700000.0,500000.0,,21700000.0,300000.0,233200000.0,4600000.0,,54900000.0,-8600000.0,0.0,-5900000.0,,0.0,,-12300000.0,-15100000.0,-17600000,534000000.0,37900000,5900000.0,498800000.0,-7700000.0,,5700000.0,-36200000.0,,-7900000,,
1997-09-30,372300000.0,19700000.0,-75300000.0,77900000.0,-700000.0,76400000.0,,,-16500000,855900000.0,23300000.0,,,779500000.0,9600000.0,168100000.0,450200000.0,-42100000.0,,,-13800000.0,,-16500000,-16500000,-2000000.0,263300000.0,10800000.0,85700000.0,,0.0,,8900000.0,,46800000.0,0.0,-37900000.0,,,-27100000.0,0.0,,,405700000.0,-6700000.0,,28800000.0,-59900000.0,14700000.0,500000.0,,14700000.0,1700000.0,200300000.0,4400000.0,,70200000.0,-10800000.0,38700000.0,6100000.0,,0.0,,-7300000.0,-68000000.0,-22700000,471000000.0,33000000,6000000.0,411100000.0,-10600000.0,,-48300000.0,-6400000.0,,-13100000,,
1997-10-31,,,,,,,33793103.0,,-9800000,,,-0.29,,,,,,,,33793103.0,,,-9800000,-9800000,,,,,,,,,,,,,,,,,-0.29,,,,,,,,,,,,,,,,,,,,,,,,4100000,,4100000,,,,,,,,4100000,,
1998-01-31,410500000.0,35800000.0,,104900000.0,1700000.0,102300000.0,34255319.0,,16100000,948100000.0,24100000.0,0.47,,845800000.0,,151600000.0,515400000.0,,,34255319.0,50400000.0,,16100000,16100000,,289300000.0,13000000.0,97100000.0,,500000.0,,15200000.0,,141200000.0,,,,,27500000.0,,0.47,,432700000.0,,,32400000.0,-59900000.0,28100000.0,,,28100000.0,1700000.0,202600000.0,8100000.0,,102800000.0,,,,,,,,,35200000,551500000.0,191600000,400000.0,491600000.0,11400000.0,,,,,48700000,,
1998-04-30,396500000.0,77500000.0,76600000.0,60500000.0,1500000.0,84700000.0,34750000.0,,41700000,934000000.0,23300000.0,1.21,,849300000.0,11800000.0,148700000.0,457000000.0,3400000.0,,34462810.0,88600000.0,,41700000,41700000,2700000.0,246600000.0,10300000.0,126600000.0,,900000.0,,13300000.0,,85400000.0,0.0,-16700000.0,,,71200000.0,0.0,1.2,,477000000.0,-41400000.0,,34900000.0,-59900000.0,11700000.0,,,11700000.0,1700000.0,199700000.0,4900000.0,,58400000.0,29500000.0,-41000000.0,-40400000.0,,1700000.0,,41400000.0,35200000.0,75300000,560800000.0,174000000,400000.0,500900000.0,29500000.0,,-1700000.0,-16400000.0,,87100000,,
1998-10-31,448400000.0,40300000.0,-72100000.0,107600000.0,1500000.0,91200000.0,34745763.0,,-20500000,1004100000.0,27100000.0,-0.59,,912900000.0,11800000.0,176100000.0,556000000.0,0.0,,34745763.0,-17500000.0,,-20500000,-20500000,-14800000.0,356500000.0,28300000.0,64800000.0,,400000.0,,13300000.0,,66100000.0,0.0,-79800000.0,,,-35000000.0,19500000.0,-0.59,,442700000.0,0.0,,16900000.0,-93700000.0,20500000.0,,,20500000.0,700000.0,199800000.0,5700000.0,,104600000.0,-14500000.0,73100000.0,31700000.0,,100000.0,,7700000.0,-79800000.0,-30800000,630700000.0,48600000,2300000.0,537000000.0,-14500000.0,,4500000.0,1000000.0,,-19000000,,
1999-01-31,438900000.0,56800000.0,81100000.0,129300000.0,1300000.0,116600000.0,35106383.0,,16500000,1036100000.0,29500000.0,0.48,,919500000.0,12900000.0,174100000.0,568200000.0,0.0,,34375000.0,51200000.0,,16500000,16500000,17900000.0,332700000.0,24400000.0,76700000.0,,600000.0,,14200000.0,,108800000.0,0.0,-23200000.0,,,28400000.0,0.0,0.47,,459600000.0,-58700000.0,,16800000.0,-106600000.0,17700000.0,,,17700000.0,2100000.0,197500000.0,6200000.0,,125000000.0,11900000.0,-25100000.0,-7400000.0,,400000.0,,45600000.0,35500000.0,37000000,654500000.0,160000000,2200000.0,547900000.0,11900000.0,,4200000.0,-2800000.0,,49900000,,
1999-04-30,423000000.0,87000000.0,4900000.0,92200000.0,1700000.0,94400000.0,34712644.0,,30200000,1014800000.0,28400000.0,0.87,,920400000.0,13500000.0,171200000.0,515200000.0,0.0,,34712644.0,77000000.0,,30200000,30200000,-9200000.0,293300000.0,19600000.0,101300000.0,,700000.0,,15100000.0,,125200000.0,0.0,-17900000.0,,,54900000.0,0.0,0.87,,490000000.0,25200000.0,,16800000.0,-116100000.0,10100000.0,,,10100000.0,500000.0,196100000.0,5800000.0,,89400000.0,24700000.0,-37900000.0,-23700000.0,,100000.0,,48000000.0,-43100000.0,61900000,669200000.0,202200000,2300000.0,553100000.0,24700000.0,,,-7600000.0,,75400000,,
1999-07-31,512003000.0,73507000.0,23542000.0,93135000.0,1650000.0,92695000.0,,,-13509000,1089239000.0,31146000.0,,,996544000.0,15056000.0,152508000.0,605138000.0,-7422000.0,,,-8823000.0,152508000.0,-13509000,-13509000,-454000.0,396129000.0,22805000.0,84728000.0,,1722000.0,,16706000.0,,73723000.0,18302000.0,-83524000.0,29650000.0,345000.0,-27606000.0,0.0,,,476775000.0,33500000.0,,4512000.0,,18302000.0,,,18302000.0,2057000.0,201504000.0,7499000.0,,89445000.0,-14097000.0,96650000.0,5140000.0,,-600000.0,1633000.0,1310000.0,22232000.0,-25529000,,64900000,0.0,611141000.0,-14097000.0,,,14336000.0,,-6951000,,
1999-10-31,522600000.0,51100000.0,-26000000.0,122500000.0,,91900000.0,35000000.0,,-22400000,1105300000.0,30700000.0,-0.65,,1013400000.0,14900000.0,188000000.0,645100000.0,0.0,,34461538.0,-17400000.0,,-22400000,-22400000,-6200000.0,424100000.0,29000000.0,67800000.0,,300000.0,,14900000.0,,83200000.0,19000000.0,-34500000.0,,300000.0,-39300000.0,25300000.0,-0.65,,454600000.0,-8100000.0,,17300000.0,-139500000.0,19000000.0,,,19000000.0,1500000.0,198900000.0,8900000.0,,121000000.0,-17000000.0,27700000.0,25900000.0,,300000.0,,400000.0,-26400000.0,-32300000,766000000.0,65800000,0.0,626500000.0,-16900000.0,,-100000.0,-6400000.0,,-17400000,,
2000-01-31,506100000.0,62000000.0,33700000.0,152900000.0,,110000000.0,35161290.0,,10900000,1134200000.0,30500000.0,0.32,,1024200000.0,15000000.0,194500000.0,659000000.0,-400000.0,,34062500.0,46200000.0,,10900000,10900000,2700000.0,399600000.0,26300000.0,76000000.0,,200000.0,,15000000.0,,116700000.0,22600000.0,-20100000.0,,300000.0,19200000.0,19000000.0,0.31,,467600000.0,-5400000.0,,18500000.0,-138300000.0,22600000.0,,,22600000.0,1500000.0,199000000.0,10000000.0,,151400000.0,8300000.0,-24900000.0,17700000.0,,0.0,,48700000.0,-15000000.0,31200000,769000000.0,162900000,0.0,630700000.0,8300000.0,,-6000000.0,3700000.0,,46200000,,
2000-04-30,482924000.0,104840000.0,74042000.0,118422000.0,,111154000.0,34821138.0,,42830000,1120773000.0,30665000.0,1.24,,1009619000.0,16028000.0,175224000.0,601346000.0,-218000.0,,34540323.0,85115000.0,,42830000,42830000,4640000.0,342016000.0,21665000.0,110243000.0,,2305000.0,,,,164674000.0,29864000.0,-20564000.0,,346000.0,76121000.0,22600000.0,1.23,,509490000.0,-8934000.0,,16547000.0,-165445000.0,29864000.0,,,29864000.0,1455000.0,196692000.0,8720000.0,,116967000.0,34215000.0,-57820000.0,-31899000.0,,14000.0,,85624000.0,-11582000.0,85115000,803148000.0,249789000,0.0,637703000.0,33291000.0,,,7240000.0,,101143000,,
2000-07-31,516485000.0,88845000.0,-47774000.0,110184000.0,,100354000.0,,,-15995000,1127818000.0,31710000.0,,,1027464000.0,15507000.0,177432000.0,626669000.0,-1000.0,,,-7209000.0,,-15995000,-15995000,-2427000.0,392198000.0,24092000.0,92577000.0,,-2911000.0,,15507000.0,,81773000.0,8821000.0,-40839000.0,,346000.0,-28756000.0,29864000.0,,,493755000.0,-17976000.0,,28014000.0,-175650000.0,8821000.0,,,8821000.0,2037000.0,194860000.0,7489000.0,,105502000.0,-17626000.0,49918000.0,-10439000.0,,0.0,,-23100000.0,-24674000.0,-22716000,830822000.0,74564000,2645000.0,655172000.0,-12761000.0,,,-14021000.0,,-7209000,,
2000-10-31,529144000.0,67664000.0,-24185000.0,133810000.0,,110011000.0,34722951.0,,-21181000,1143742000.0,31433000.0,-0.61,,1033731000.0,15643000.0,182737000.0,662954000.0,1076000.0,,34722951.0,-13835000.0,,-21181000,-21181000,-6813000.0,420197000.0,30905000.0,77514000.0,,402000.0,,15643000.0,,84262000.0,20694000.0,-22068000.0,,349000.0,-36207000.0,18668000.0,-0.61,,475405000.0,-5456000.0,,19116000.0,-177672000.0,20694000.0,,,20694000.0,1833000.0,193695000.0,8901000.0,,130531000.0,-15026000.0,31667000.0,14784000.0,,2796000.0,,-7573000.0,-16612000.0,-29478000,834971000.0,70427000,1446000.0,657299000.0,-15026000.0,,,2026000.0,,-13835000,,
2001-01-31,502840000.0,83801000.0,67381000.0,161687000.0,,113629000.0,35080435.0,,16137000,1173429000.0,33403000.0,0.46,,1059800000.0,16183000.0,186844000.0,664527000.0,-7400000.0,,35080435.0,55096000.0,,16137000,16137000,3325000.0,380513000.0,27580000.0,88924000.0,,700000.0,,16183000.0,,134301000.0,25644000.0,-23174000.0,,349000.0,27585000.0,20694000.0,0.46,,491900000.0,10661000.0,,17242000.0,-177672000.0,25644000.0,,,25644000.0,2044000.0,191366000.0,9219000.0,,159027000.0,11373000.0,-46477000.0,23517000.0,,396000.0,,74601000.0,-7220000.0,38913000,859262000.0,189397000,616000.0,681590000.0,11448000.0,,,4950000.0,,55096000,,
2001-04-30,482573000.0,124570000.0,53419000.0,115896000.0,,92470000.0,35145690.0,,40769000,1155207000.0,33689000.0,1.17,,1062737000.0,15940000.0,148530000.0,598469000.0,0.0,,34845299.0,95847000.0,,40769000,40769000,2822000.0,330561000.0,24758000.0,118323000.0,,565000.0,,15940000.0,,130273000.0,21821000.0,-25579000.0,27110000.0,349000.0,70217000.0,25644000.0,1.16,,532757000.0,-34239000.0,,6483000.0,,21821000.0,,,21821000.0,1832000.0,192835000.0,7713000.0,,114064000.0,29399000.0,-50164000.0,-19331000.0,,0.0,,71920000.0,-18501000.0,79907000,677120000.0,226120000,0.0,677120000.0,29448000.0,,,-3823000.0,,95847000,,
2001-07-31,539402000.0,85012000.0,-46682000.0,130896000.0,,102900000.0,,,-22094000,1188128000.0,61178000.0,,,1085228000.0,17712000.0,199147000.0,670298000.0,7400000.0,,,-23629000.0,,-22094000,-22094000,-2133000.0,386634000.0,26891000.0,91590000.0,,8011000.0,,17712000.0,,81465000.0,8685000.0,-36607000.0,25752000.0,351000.0,-36794000.0,21821000.0,,,496749000.0,-1652000.0,,8677000.0,-230102000.0,8685000.0,,,8685000.0,1746000.0,194964000.0,6260000.0,,129150000.0,-19956000.0,64519000.0,-1061000.0,-474000.0,1132000.0,,-31201000.0,-15481000.0,-41341000,921219000.0,57836000,0.0,691117000.0,-14700000.0,,,-3289000.0,,-23629000,,
2001-10-31,531478000.0,83125000.0,-23431000.0,149971000.0,,99800000.0,34885714.0,,-24420000,1194367000.0,28608000.0,-0.7,,1094567000.0,15362000.0,220005000.0,681449000.0,0.0,,34885714.0,-18305000.0,,-24420000,-24420000,-8727000.0,415023000.0,35618000.0,87847000.0,,733000.0,,15362000.0,,92635000.0,21044000.0,-34595000.0,19403000.0,351000.0,-38456000.0,27994000.0,-0.7,,494894000.0,-13474000.0,,13590000.0,-223194000.0,21044000.0,,,21044000.0,3143000.0,193627000.0,7862000.0,,146828000.0,-14115000.0,29903000.0,19076000.0,,117000.0,,-2258000.0,-21173000.0,-33667000,904129000.0,74330000,0.0,680935000.0,-14036000.0,,3785000.0,-6950000.0,,-18305000,,
2002-01-31,600500000.0,106059000.0,79563000.0,185882000.0,,115938000.0,35281538.0,,22933000,1327525000.0,27909000.0,0.65,,1211587000.0,16066000.0,226072000.0,786382000.0,-7314000.0,,35281538.0,64738000.0,,22933000,22933000,6424000.0,471725000.0,29538000.0,100866000.0,,45000.0,,16066000.0,,153094000.0,26230000.0,-114657000.0,40346000.0,351000.0,36056000.0,21044000.0,0.65,,517492000.0,-22781000.0,,9679000.0,-223194000.0,26230000.0,,,26230000.0,3361000.0,205804000.0,10364000.0,,182521000.0,13019000.0,25976000.0,16731000.0,,146000.0,,93867000.0,-14304000.0,48672000,1002905000.0,217832000,0.0,779711000.0,13123000.0,,21845000.0,5186000.0,,64738000,,
2002-04-30,639886000.0,138404000.0,55752000.0,135338000.0,,131220000.0,35261940.0,,47251000,1352404000.0,71515000.0,1.34,,1221184000.0,16567000.0,238024000.0,775224000.0,-561000.0,,35261940.0,105528000.0,,47251000,47251000,3212000.0,450661000.0,26326000.0,117710000.0,,318000.0,,16567000.0,,141986000.0,53515000.0,-22596000.0,33172000.0,351000.0,76212000.0,26230000.0,1.34,,550385000.0,-10247000.0,,8062000.0,-223194000.0,53515000.0,,,53515000.0,4259000.0,204754000.0,9644000.0,,131079000.0,28120000.0,-21325000.0,-24669000.0,,47000.0,,71206000.0,-15454000.0,88961000,1001600000.0,247514000,0.0,778406000.0,28961000.0,,,27285000.0,,105528000,,
2002-07-31,762050000.0,92577000.0,-56444000.0,152918000.0,,109416000.0,,,-37402000,1447710000.0,90584000.0,,,1338294000.0,20418000.0,206902000.0,914968000.0,-1152000.0,,,-100187000.0,,-35694000,-37402000,-3620000.0,598032000.0,32326000.0,73434000.0,,5199000.0,,,,177056000.0,13110000.0,-133045000.0,31837000.0,351000.0,-55864000.0,53515000.0,,,507268000.0,-17654000.0,,8855000.0,-277262000.0,13110000.0,,,13110000.0,4754000.0,217586000.0,11401000.0,,140230000.0,-29739000.0,143090000.0,13202000.0,-1348000.0,-159000.0,,-31141000.0,-25303000.0,-52192000,1191068000.0,76869000,7934000.0,913806000.0,-20170000.0,,,-21096000.0,,-31774000,,
2002-10-31,776996000.0,67757000.0,-9663000.0,171988000.0,,125678000.0,34957746.0,,-24820000,1455148000.0,96332000.0,-0.71,,1329470000.0,17985000.0,193166000.0,948984000.0,-182000.0,,34957746.0,-17888000.0,,-24820000,-24820000,,625044000.0,41089000.0,55620000.0,,3093000.0,,17985000.0,,131741000.0,25165000.0,-39560000.0,34924000.0,351000.0,-42720000.0,25965000.0,-0.71,,482838000.0,-16025000.0,,24500000.0,-277262000.0,25165000.0,,,25165000.0,3485000.0,216584000.0,11964000.0,,165272000.0,,24888000.0,20707000.0,-985000.0,,,13872000.0,-23535000.0,-35873000,1196982000.0,113853000,3231000.0,919720000.0,-17900000.0,,,-800000.0,,-17888000,,
2003-01-31,711039000.0,84570000.0,69392000.0,239499000.0,,129121000.0,35025000.0,,16812000,1474366000.0,96856000.0,0.48,,1345245000.0,,175815000.0,950538000.0,-14000.0,,35025000.0,63480000.0,,16812000,16812000,,546196000.0,36022000.0,67987000.0,,271000.0,,19885000.0,,183287000.0,24690000.0,-56708000.0,41656000.0,351000.0,29168000.0,25165000.0,0.48,,500101000.0,14091000.0,,26753000.0,-277262000.0,24690000.0,,,24690000.0,26577000.0,222929000.0,12782000.0,,210191000.0,,-55997000.0,113403000.0,-900000.0,,,112230000.0,-42838000.0,43595000,1223763000.0,246767000,2731000.0,946501000.0,12356000.0,,,-475000.0,,63480000,,
2003-04-30,690820000.0,120061000.0,49860000.0,178198000.0,,101579000.0,35140594.0,,35492000,1431136000.0,94967000.0,1.01,,1329557000.0,,174478000.0,869018000.0,-649000.0,,35140594.0,105579000.0,,35492000,35492000,,493215000.0,30497000.0,102638000.0,,268000.0,,20785000.0,,163538000.0,20374000.0,-10208000.0,31710000.0,352000.0,70092000.0,24690000.0,1.01,,535920000.0,-28312000.0,,18998000.0,-277262000.0,20374000.0,,,20374000.0,27074000.0,222143000.0,12867000.0,,150915000.0,,-53825000.0,24225000.0,-553000.0,,,59717000.0,-9857000.0,84794000,1210198000.0,269117000,209000.0,932936000.0,34600000.0,,,-4316000.0,,105579000,,
2003-07-31,750067000.0,80786000.0,-61357000.0,179970000.0,,116995000.0,,,-36011000,1455442000.0,115039000.0,,,1338447000.0,,172735000.0,930037000.0,-3009000.0,,,-28820000.0,,-36011000,-36011000,,556220000.0,31756000.0,78808000.0,,-6423000.0,,29210000.0,,109481000.0,7874000.0,-24247000.0,37830000.0,352000.0,-70545000.0,20374000.0,,,496246000.0,5226000.0,,6428000.0,-350982000.0,7874000.0,,,7874000.0,27931000.0,233461000.0,12388000.0,,152039000.0,,55851000.0,-141061000.0,-198000.0,,,-31249000.0,-30108000.0,-58030000,1283233000.0,80661000,0.0,932251000.0,-34534000.0,,,355000.0,,-34444000,,
2003-10-31,756947000.0,55383000.0,4689000.0,194912000.0,,121097000.0,35281944.0,,-25403000,1449504000.0,119211000.0,-0.72,,1328407000.0,,161475000.0,951859000.0,-334000.0,,35281944.0,-10933000.0,,-25403000,-25403000,,576909000.0,41820000.0,60827000.0,,-1262000.0,,19463000.0,,114556000.0,18525000.0,-21068000.0,34940000.0,352000.0,-43313000.0,18940000.0,-0.72,,470909000.0,-172000.0,,25812000.0,-350982000.0,18525000.0,,,18525000.0,3522000.0,232643000.0,13408000.0,,191390000.0,,-4932000.0,50988000.0,-176000.0,,,25585000.0,-20896000.0,-30396000,1285271000.0,103623000,0.0,934289000.0,-17910000.0,,,-415000.0,,-10030000,,
2004-01-31,798358000.0,48645000.0,65948000.0,241973000.0,,154358000.0,35457895.0,,-6737000,1535701000.0,110527000.0,-0.19,,1381343000.0,,160775000.0,1040331000.0,-29358000.0,,35457895.0,75944000.0,,-6737000,-6737000,,628086000.0,34946000.0,59745000.0,,-44271000.0,,29313000.0,,171292000.0,42569000.0,-25408000.0,46195000.0,353000.0,-7518000.0,18525000.0,-0.19,,464462000.0,1451000.0,,30648000.0,-395700000.0,42569000.0,,,42569000.0,14941000.0,232144000.0,12857000.0,,227032000.0,,-39304000.0,95494000.0,-848000.0,,,88756000.0,-22808000.0,46631000,1384124000.0,247236000,0.0,988424000.0,-781000.0,,,24044000.0,,69199000,,
2004-04-30,811841000.0,111130000.0,66307000.0,170305000.0,,174255000.0,35302260.0,,62485000,1548872000.0,98151000.0,1.77,,1374617000.0,,167028000.0,982146000.0,22700000.0,,35302260.0,131572000.0,,62485000,62485000,,620456000.0,29229000.0,93234000.0,,1278000.0,,22406000.0,,156354000.0,94869000.0,-10008000.0,29455000.0,353000.0,96047000.0,42569000.0,1.77,,527063000.0,-9702000.0,,20702000.0,-418176000.0,94869000.0,,,94869000.0,14227000.0,231254000.0,10664000.0,,156078000.0,,-8356000.0,3751000.0,-762000.0,,,70664000.0,-4357000.0,109166000,1394511000.0,287926000,0.0,976335000.0,33562000.0,,,52300000.0,,131572000,,
2004-07-31,803662000.0,74827000.0,-14539000.0,202027000.0,,155737000.0,,,-36303000,1533957000.0,101273000.0,,,1378220000.0,,179155000.0,1005689000.0,-25135000.0,,,-15746000.0,,-36303000,-36303000,,622644000.0,31151000.0,79745000.0,,-7242000.0,,27844000.0,,98854000.0,46328000.0,-26881000.0,31915000.0,353000.0,-53731000.0,94869000.0,,,491163000.0,-14640000.0,,13193000.0,-434360000.0,46328000.0,,,46328000.0,3159000.0,230293000.0,10549000.0,,198868000.0,,-10954000.0,-98608000.0,-677000.0,,,360000.0,-14899000.0,-43590000,1403132000.0,83108000,0.0,968772000.0,-17428000.0,,-2000.0,-37475000.0,,-22553000,,
2004-10-31,813555000.0,43371000.0,-32228000.0,231244000.0,,152212000.0,35343820.0,,-31456000,1540424000.0,105054000.0,-0.89,,1388212000.0,,170372000.0,1044799000.0,620000.0,,35343820.0,-19687000.0,,-31456000,-31456000,,648512000.0,40549000.0,59989000.0,,-1709000.0,,21934000.0,,117570000.0,31618000.0,-38190000.0,29913000.0,354000.0,-51148000.0,46328000.0,-0.89,,460562000.0,-8964000.0,,34003000.0,-452476000.0,31618000.0,,,31618000.0,3299000.0,229439000.0,10576000.0,,227945000.0,,26482000.0,28454000.0,-585000.0,,,-3002000.0,-29226000.0,-41621000,1440877000.0,97883000,0.0,988401000.0,-19692000.0,,,-14710000.0,,-20545000,,
2005-01-31,728716000.0,75612000.0,94385000.0,291375000.0,,162221000.0,36225843.0,,32241000,1551809000.0,102381000.0,0.91,,1389588000.0,,169191000.0,1020091000.0,703000.0,,35429670.0,84495000.0,,32241000,32241000,,546421000.0,37364000.0,79914000.0,,6677000.0,,23896000.0,,180133000.0,19117000.0,-23928000.0,51917000.0,355000.0,52425000.0,31618000.0,0.89,,495618000.0,-17327000.0,,34816000.0,-471164000.0,19117000.0,,,19117000.0,2222000.0,228710000.0,10809000.0,,289153000.0,,-102295000.0,81481000.0,-500000.0,,,113722000.0,-19337000.0,60599000,1462851000.0,264628000,0.0,991687000.0,20184000.0,,,-12501000.0,,83872000,,
2005-04-30,739454000.0,134399000.0,48504000.0,190527000.0,,151353000.0,36514286.0,,58788000,1530285000.0,102467000.0,1.64,,1378932000.0,,174053000.0,929981000.0,5494000.0,,35846341.0,135723000.0,,58788000,58788000,,520349000.0,31098000.0,116638000.0,,-1530000.0,,26650000.0,,191728000.0,41068000.0,-25375000.0,33493000.0,359000.0,95589000.0,19117000.0,1.61,,561162000.0,6813000.0,,27985000.0,-481760000.0,41068000.0,,,41068000.0,2178000.0,226415000.0,9349000.0,,188349000.0,,-20630000.0,9169000.0,-415000.0,,,67956000.0,-19452000.0,109073000,1460224000.0,327451000,0.0,978464000.0,36801000.0,,,21951000.0,,134112000,,
2005-07-31,731370000.0,97965000.0,29705000.0,224352000.0,,282884000.0,,,-36434000,1525921000.0,140455000.0,,,1243037000.0,,187509000.0,955722000.0,-10398000.0,,,-18155000.0,,-36434000,-36434000,,519706000.0,36078000.0,71209000.0,,-12683000.0,,21567000.0,,138181000.0,136580000.0,42612000.0,33136000.0,366000.0,-59242000.0,41068000.0,,,540529000.0,52553000.0,,47432000.0,-466583000.0,136580000.0,,,136580000.0,2004000.0,212481000.0,9564000.0,,209369000.0,,11235000.0,-63862000.0,-329000.0,,,41665000.0,-11960000.0,-39722000,1309630000.0,120026000,12979000.0,843047000.0,-22808000.0,,,95512000.0,,-19141000,,
2005-10-31,708081000.0,63637000.0,-55530000.0,265120000.0,,221236000.0,36912903.0,,-34329000,1519804000.0,134166000.0,-0.93,,1298568000.0,,227459000.0,973201000.0,-379000.0,,36912903.0,-30581000.0,,-34329000,-34329000,,524174000.0,50571000.0,49741000.0,,739000.0,,19299000.0,,116001000.0,58692000.0,-74513000.0,25458000.0,372000.0,-56276000.0,136580000.0,-0.93,,519944000.0,-42065000.0,,69115000.0,-483141000.0,58692000.0,,,58692000.0,6128000.0,213149000.0,9437000.0,,246801000.0,,19707000.0,11247000.0,,11502000.0,,-23082000.0,-32448000.0,-49880000,1341101000.0,85420000,12191000.0,857960000.0,-21947000.0,,,-77888000.0,,-30957000,,
2006-01-31,727608000.0,106647000.0,100844000.0,307089000.0,,326854000.0,38402679.0,,43011000,1652680000.0,132933000.0,1.15,,1325826000.0,,254274000.0,1034697000.0,3298000.0,,37400870.0,98073000.0,,43011000,43011000,,517638000.0,43977000.0,77037000.0,,8600000.0,,21065000.0,,189943000.0,175541000.0,-18810000.0,39712000.0,380000.0,70509000.0,58692000.0,1.12,,586638000.0,-26858000.0,,43909000.0,-498245000.0,175541000.0,,,175541000.0,5673000.0,213352000.0,9502000.0,,295092000.0,,12151000.0,80497000.0,,16133000.0,,123508000.0,-22664000.0,77008000,1356445000.0,288016000,6324000.0,858200000.0,27498000.0,,,116849000.0,,98439000,,
