date,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyCashAndCashEquivalents,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyEbitda,quarterlyTaxProvision,quarterlyNetPPE,quarterlyAccumulatedDepreciation,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyPretaxIncome,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyTotalRevenue,quarterlyDilutedAverageShares,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
1990-03-31,,,,1.5,,,,,,,,77500000,,,,77500000,,,,,,,,,,,,,77500000,,,,,,,,,,,,,,,,1.5,51666667.0,,,,1518200000,,,,,,,,,,,,1518200000,,,,,1518200000,51666667.0,,,,,,,,,
1990-06-30,,,,1.5,,,,,,,,77500000,,,,77500000,,,,,,,,,,,,,77500000,,,,,,,,,,,,,,,,1.5,51666667.0,,,,1518200000,,,,,,,,,,,,1518200000,,,,,1518200000,51666667.0,,,,,,,,,
1990-09-30,,,,1.5,,,,,,,,77500000,,,,77500000,,,,,,,,,,,,,77500000,,,,,,,,,,,,,,,,1.5,51666667.0,,,,1518300000,,,,,,,,,,,,1518300000,,,,,1518300000,51666667.0,,,,,,,,,
1990-12-31,5582000000.0,4041000000.0,1404000000.0,,,,914000000.0,,,,,77500000,,,2318000000.0,77500000,,696000000.0,,,,,,70000000.0,96000000.0,,,,73500000,,,1293000000.0,3338000000.0,,2000000.0,,,,,,,,25000000.0,,,,70000000.0,2244000000.0,,-4079700000,,2748000000.0,,,,,,,,,,-4079700000,924000000.0,,,,1518300000,,,,1541000000.0,1020000000.0,,,,,
1991-03-31,5213000000.0,4102000000.0,1273000000.0,-6.06,70000000.0,-21000000.0,955000000.0,,,1162000000.0,63000000.0,-308000000,,31000000.0,2228000000.0,-308000000,,659000000.0,0.0,-128000000.0,-327000000.0,,,49000000.0,145000000.0,39000000.0,0.0,,-308000000,-12000000.0,,1374000000.0,3292000000.0,21000000.0,55000000.0,27000000.0,,,-46000000.0,81000000.0,,593000000.0,23000000.0,70000000.0,-6.06,50825083.0,49000000.0,1921000000.0,,-64000000,-185000000.0,2728000000.0,-5731000000.0,,270000000.0,,,-5000000.0,-108000000.0,-493000000.0,-153000000.0,-127000000,326000000.0,-116000000.0,223000000.0,,1116000000,50825083.0,309000000.0,8459000000.0,1111000000.0,1064000000.0,,,,,
1991-06-30,5422000000.0,4235000000.0,1550000000.0,-0.79,-243000000.0,14000000.0,914000000.0,,,1107000000.0,59000000.0,-39000000,,24000000.0,2464000000.0,-39000000,,642000000.0,0.0,-164000000.0,6000000.0,,,63000000.0,208000000.0,39000000.0,0.0,,-40000000,-10000000.0,,1452000000.0,3544000000.0,-53000000.0,87000000.0,17000000.0,,,54000000.0,86000000.0,,579000000.0,25000000.0,0.0,-0.79,50632911.0,63000000.0,1878000000.0,,27000000,-26000000.0,2783000000.0,-5760000000.0,,-44000000.0,,,-2000000.0,-3000000.0,-65000000.0,-116000000.0,-32000000,293000000.0,305000000.0,-127000000.0,,1161000000,50632911.0,-95000000.0,8543000000.0,1187000000.0,1080000000.0,,,,,
1991-09-30,5641000000.0,4297000000.0,1786000000.0,0.09,-207000000.0,1000000.0,883000000.0,,,1163000000.0,64000000.0,5000000,,25000000.0,2669000000.0,5000000,,684000000.0,0.0,-78000000.0,21000000.0,,,64000000.0,197000000.0,44000000.0,0.0,,4000000,-14000000.0,,1500000000.0,3772000000.0,-10000000.0,3000000.0,-42000000.0,,,118000000.0,88000000.0,,601000000.0,25000000.0,0.0,0.09,44444444.0,64000000.0,1869000000.0,,94000000,2000000.0,2797000000.0,-5785000000.0,,-48000000.0,,,-4000000.0,-2000000.0,7000000.0,-79000000.0,30000000,305000000.0,207000000.0,-128000000.0,,1281000000,44444444.0,-142000000.0,8582000000.0,1344000000.0,1103000000.0,,,,,
1991-12-31,5627000000.0,4335000000.0,1848000000.0,,-43000000.0,15000000.0,894000000.0,,,1796000000.0,67000000.0,-165000000,,,2742000000.0,-165000000,,623000000.0,0.0,-86000000.0,309000000.0,,,79000000.0,194000000.0,26000000.0,-37000000.0,,-165000000,-13000000.0,,1538000000.0,3935000000.0,-8000000.0,4000000.0,,,,-490000000.0,-2000000.0,,,25000000.0,0.0,,,79000000.0,1692000000.0,,-421000000,-40000000.0,2797000000.0,,,85000000.0,390400000.0,,,,-205000000.0,-84000000.0,-488000000,999000000.0,60000000.0,41000000.0,,1306000000,,,,1292000000.0,1193000000.0,,,,,
1992-03-31,5521000000.0,4376000000.0,1938000000.0,-0.27,-147000000.0,-78000000.0,834000000.0,,,1050000000.0,68000000.0,-13000000,,28000000.0,2772000000.0,-13000000,,676000000.0,0.0,-81000000.0,0.0,,,1000000.0,202000000.0,43000000.0,97000000.0,,-13000000,-13000000.0,,1574000000.0,3852000000.0,-17000000.0,1000000.0,-54000000.0,,,119000000.0,95000000.0,,549000000.0,25000000.0,79000000.0,-0.27,48148148.0,1000000.0,1669000000.0,,92000000,-6000000.0,2802000000.0,-5900000000.0,2000000.0,-84000000.0,,,,-7000000.0,-19000000.0,-69000000.0,24000000,329000000.0,81000000.0,-78000000.0,,1169000000,48148148.0,-37000000.0,8702000000.0,1145000000.0,1080000000.0,,,,,
1992-06-30,5581000000.0,4440000000.0,1825000000.0,0.1,-55000000.0,36000000.0,808000000.0,,,1125000000.0,73000000.0,6000000,,29000000.0,2633000000.0,6000000,,684000000.0,0.0,-64000000.0,11000000.0,,,37000000.0,189000000.0,45000000.0,-130000000.0,,5000000,-12000000.0,,1610000000.0,3718000000.0,21000000.0,1000000.0,-8000000.0,,,140000000.0,95000000.0,,568000000.0,25000000.0,0.0,0.1,50000000.0,37000000.0,1863000000.0,,118000000,5000000.0,2830000000.0,-5957000000.0,201000000.0,,,,,17000000.0,11000000.0,-98000000.0,45000000,328000000.0,57000000.0,43000000.0,,1265000000,50000000.0,-6000000.0,8787000000.0,1141000000.0,1085000000.0,,,,,
1992-09-30,5984000000.0,4516000000.0,1959000000.0,-0.13,-135000000.0,228000000.0,825000000.0,,,1165000000.0,73000000.0,-7000000,,29000000.0,2784000000.0,-7000000,,721000000.0,0.0,-87000000.0,5000000.0,,,265000000.0,455000000.0,44000000.0,33000000.0,,-8000000,-16000000.0,,1674000000.0,4140000000.0,-13000000.0,1000000.0,-37000000.0,,,106000000.0,94000000.0,,561000000.0,25000000.0,0.0,-0.13,61538462.0,265000000.0,1844000000.0,,85000000,-20000000.0,2842000000.0,-5996000000.0,3000000.0,,,,,-13000000.0,-27000000.0,-75000000.0,12000000,340000000.0,375000000.0,-60000000.0,,1271000000,61538462.0,-57000000.0,8838000000.0,1468000000.0,1356000000.0,,,,,
1992-12-31,6251000000.0,4930000000.0,2132000000.0,,-50000000.0,-243000000.0,2609000000.0,,,1436000000.0,74000000.0,-1592000000,,36000000.0,4741000000.0,-257000000,,644000000.0,0.0,-95000000.0,-31000000.0,,,22000000.0,142000000.0,44000000.0,218000000.0,,-1593000000,-15000000.0,,2121000000.0,6004000000.0,-59000000.0,208000000.0,78000000.0,,,-194000000.0,90000000.0,,579000000.0,25000000.0,0.0,,,22000000.0,247000000.0,,-210000000,-102000000.0,2809000000.0,-6033000000.0,6000000.0,-110000000.0,,,,,-359000000.0,-56000000.0,-284000000,542000000.0,-154000000.0,6000000.0,,1242000000,,303000000.0,8842000000.0,1321000000.0,1263000000.0,,,,,
1993-03-31,6282000000.0,4940000000.0,1792000000.0,0.18,56000000.0,11000000.0,2636000000.0,,,1074000000.0,76000000.0,13000000,,33000000.0,4428000000.0,13000000,,693000000.0,0.0,1000000.0,32000000.0,,,33000000.0,75000000.0,48000000.0,0.0,,11000000,-15000000.0,,2168000000.0,5692000000.0,-11000000.0,200000000.0,-49000000.0,,,134000000.0,94000000.0,,648000000.0,32000000.0,22000000.0,0.18,61111111.0,33000000.0,590000000.0,,116000000,11000000.0,2772000000.0,-6102000000.0,342000000.0,-13000000.0,,,,7000000.0,24000000.0,-36000000.0,40000000,541000000.0,-82000000.0,92000000.0,,1208000000,61111111.0,47000000.0,8874000000.0,1342000000.0,1264000000.0,,,,,
1993-06-30,6498000000.0,4906000000.0,1735000000.0,-5.66,-21000000.0,-9000000.0,2520000000.0,,,1269000000.0,80000000.0,-333000000,,30000000.0,4255000000.0,-333000000,,675000000.0,0.0,53000000.0,-332000000.0,,,24000000.0,68000000.0,223000000.0,0.0,,-340000000,-23000000.0,,2194000000.0,6260000000.0,-3000000.0,412000000.0,18000000.0,,,158000000.0,102000000.0,,1379000000.0,32000000.0,0.0,-5.66,60070671.0,24000000.0,238000000.0,,136000000,-166000000.0,2712000000.0,-6086000000.0,3000000.0,550000000.0,,,,-224000000.0,-499000000.0,-46000000.0,56000000,558000000.0,-87000000.0,25000000.0,,1427000000,60070671.0,50000000.0,8798000000.0,1592000000.0,2005000000.0,,,,,
1993-09-30,6565000000.0,4971000000.0,1479000000.0,0.44,0.0,20000000.0,2516000000.0,,,1248000000.0,77000000.0,36000000,,22000000.0,3995000000.0,36000000,,664000000.0,0.0,-59000000.0,11000000.0,,,44000000.0,21000000.0,51000000.0,0.0,,29000000,-24000000.0,,2283000000.0,5961000000.0,-9000000.0,408000000.0,11000000.0,,,181000000.0,110000000.0,,1375000000.0,32000000.0,0.0,0.44,65909091.0,44000000.0,604000000.0,,148000000,-5000000.0,2688000000.0,-6163000000.0,354000000.0,-74000000.0,,,,25000000.0,31000000.0,-54000000.0,71000000,570000000.0,25000000.0,54000000.0,,1429000000,65909091.0,-7000000.0,8851000000.0,1594000000.0,1966000000.0,,,,,
1993-12-31,6616000000.0,5041000000.0,1540000000.0,,-147000000.0,35000000.0,2838000000.0,,,1371000000.0,81000000.0,46000000,,23000000.0,4378000000.0,115000000,,629000000.0,0.0,89000000.0,174000000.0,,,79000000.0,11000000.0,8000000.0,0.0,,41000000,-23000000.0,,2388000000.0,5999000000.0,14000000.0,271000000.0,34000000.0,,,177000000.0,109000000.0,,1048000000.0,32000000.0,0.0,,,79000000.0,617000000.0,,149000000,119000000.0,2653000000.0,-5984000000.0,3000000.0,-300000000.0,,,,154000000.0,234000000.0,-62000000.0,68000000,562000000.0,31000000.0,-85000000.0,,1548000000,,-58000000.0,8637000000.0,1575000000.0,1621000000.0,,,,,
1994-03-31,6523000000.0,5032000000.0,1599000000.0,-0.56,-346000000.0,-32000000.0,2877000000.0,,,1303000000.0,78000000.0,-35000000,,30000000.0,4476000000.0,-35000000,,629000000.0,0.0,-38000000.0,8000000.0,,,47000000.0,19000000.0,38000000.0,64000000.0,,-41000000,-24000000.0,,2409000000.0,5697000000.0,3000000.0,283000000.0,,,,81000000.0,105000000.0,,633000000.0,64000000.0,79000000.0,-0.56,73214286.0,47000000.0,826000000.0,,54000000,-19000000.0,2623000000.0,-6035000000.0,267000000.0,-364000000.0,,,,-3000000.0,-54000000.0,-44000000.0,-24000000,569000000.0,308000000.0,-302000000.0,,1384000000,73214286.0,23000000.0,8658000000.0,1491000000.0,1221000000.0,,,,,
1994-06-30,6496000000.0,4974000000.0,1524000000.0,0.64,56000000.0,-9000000.0,2856000000.0,,,1343000000.0,80000000.0,56000000,,31000000.0,4380000000.0,56000000,,645000000.0,0.0,-49000000.0,30000000.0,,,38000000.0,37000000.0,37000000.0,-64000000.0,,49000000,-25000000.0,,2368000000.0,5636000000.0,5000000.0,306000000.0,,,,191000000.0,103000000.0,,653000000.0,64000000.0,0.0,0.65,75384615.0,38000000.0,860000000.0,,168000000,25000000.0,2606000000.0,-6092000000.0,4000000.0,319000000.0,,,,32000000.0,81000000.0,-64000000.0,88000000,566000000.0,-80000000.0,120000000.0,,1534000000,76562500.0,-361000000.0,8698000000.0,1522000000.0,1256000000.0,,,,,
1994-09-30,6441000000.0,4933000000.0,1405000000.0,1.05,49000000.0,-14000000.0,2773000000.0,,,1297000000.0,79000000.0,90000000,,30000000.0,4178000000.0,90000000,,613000000.0,0.0,-72000000.0,17000000.0,,,24000000.0,71000000.0,40000000.0,-14000000.0,,84000000,-24000000.0,,2397000000.0,5503000000.0,-12000000.0,289000000.0,-32000000.0,,,208000000.0,102000000.0,,665000000.0,64000000.0,0.0,1.11,75675676.0,24000000.0,938000000.0,,185000000,-7000000.0,2536000000.0,-5924000000.0,15000000.0,-25000000.0,,,,20000000.0,83000000.0,-63000000.0,106000000,589000000.0,-54000000.0,112000000.0,,1505000000,80000000.0,-50000000.0,8460000000.0,1508000000.0,1325000000.0,,,,,
1994-12-31,6480000000.0,4700000000.0,1432000000.0,,37000000.0,-4000000.0,2772000000.0,,,1399000000.0,77000000.0,90000000,,30000000.0,4204000000.0,90000000,,595000000.0,0.0,-58000000.0,32000000.0,,,20000000.0,21000000.0,37000000.0,-43000000.0,,84000000,-25000000.0,,2164000000.0,5471000000.0,16000000.0,449000000.0,18000000.0,,,244000000.0,101000000.0,,678000000.0,64000000.0,0.0,,,20000000.0,1009000000.0,,220000000,48000000.0,2536000000.0,-5954000000.0,8000000.0,26000000.0,,,,44000000.0,138000000.0,-77000000.0,143000000,568000000.0,-60000000.0,114000000.0,,1643000000,,-120000000.0,8490000000.0,1780000000.0,1267000000.0,,,,,
1995-03-31,6417000000.0,4765000000.0,1300000000.0,0.86,118000000.0,3000000.0,2742000000.0,,,1348000000.0,77000000.0,74000000,,37000000.0,4042000000.0,74000000,,603000000.0,0.0,-26000000.0,21000000.0,,,23000000.0,32000000.0,39000000.0,0.0,,68000000,-25000000.0,,2262000000.0,5349000000.0,2000000.0,395000000.0,-11000000.0,,,229000000.0,95000000.0,,644000000.0,64000000.0,20000000.0,0.89,76404494.0,23000000.0,1068000000.0,,211000000,42000000.0,2503000000.0,-6011000000.0,12000000.0,-89000000.0,,,,20000000.0,116000000.0,-56000000.0,134000000,631000000.0,-145000000.0,174000000.0,,1577000000,79069767.0,95000000.0,8514000000.0,1652000000.0,1307000000.0,,,,,
1995-06-30,6503000000.0,4828000000.0,1147000000.0,0.95,86000000.0,6000000.0,2714000000.0,,,1393000000.0,84000000.0,81000000,,32000000.0,3861000000.0,81000000,,634000000.0,0.0,-67000000.0,29000000.0,,,29000000.0,98000000.0,36000000.0,0.0,,74000000,-22000000.0,,2330000000.0,5365000000.0,5000000.0,326000000.0,-30000000.0,,,230000000.0,101000000.0,,747000000.0,64000000.0,0.0,0.99,74747475.0,29000000.0,1138000000.0,,213000000,41000000.0,2498000000.0,-5814000000.0,11000000.0,-51000000.0,,,,22000000.0,122000000.0,-86000000.0,129000000,659000000.0,-99000000.0,172000000.0,,1623000000,77894737.0,41000000.0,8312000000.0,1675000000.0,1504000000.0,,,,,
1995-09-30,6647000000.0,5026000000.0,1090000000.0,0.94,-144000000.0,33000000.0,2686000000.0,,,1372000000.0,80000000.0,85000000,,34000000.0,3776000000.0,86000000,,650000000.0,0.0,-63000000.0,33000000.0,,,62000000.0,151000000.0,32000000.0,0.0,,79000000,-23000000.0,,2525000000.0,5285000000.0,4000000.0,230000000.0,-16000000.0,,,237000000.0,103000000.0,,756000000.0,64000000.0,0.0,0.98,80612245.0,62000000.0,1362000000.0,,214000000,49000000.0,2501000000.0,-5863000000.0,182000000.0,-285000000.0,,,2000000.0,109000000.0,135000000.0,-82000000.0,134000000,602000000.0,158000000.0,-62000000.0,,1609000000,84042553.0,-40000000.0,8364000000.0,1621000000.0,1509000000.0,,,,,
1995-12-31,6521000000.0,5077000000.0,923000000.0,,203000000.0,-10000000.0,2671000000.0,,,1452000000.0,77000000.0,61000000,,31000000.0,3594000000.0,62000000,,601000000.0,0.0,-96000000.0,10000000.0,,,52000000.0,101000000.0,30000000.0,0.0,,56000000,-23000000.0,,2565000000.0,5113000000.0,-6000000.0,177000000.0,43000000.0,,,195000000.0,95000000.0,,815000000.0,64000000.0,0.0,,,52000000.0,1408000000.0,,177000000,18000000.0,2512000000.0,-5909000000.0,13000000.0,26000000.0,,,192000000.0,-18000000.0,80000000.0,-100000000.0,100000000,603000000.0,-217000000.0,303000000.0,,1647000000,,157000000.0,8421000000.0,1444000000.0,1519000000.0,,,,,
1996-03-31,6447000000.0,5002000000.0,896000000.0,0.48,-69000000.0,-23000000.0,2653000000.0,,,1415000000.0,78000000.0,46000000,,41000000.0,3549000000.0,46000000,,625000000.0,0.0,30000000.0,9000000.0,,,29000000.0,114000000.0,29000000.0,0.0,,40000000,-26000000.0,,2512000000.0,5011000000.0,-3000000.0,181000000.0,-24000000.0,,,176000000.0,95000000.0,,726000000.0,64000000.0,52000000.0,0.49,81632653.0,29000000.0,1436000000.0,,159000000,15000000.0,2490000000.0,-5967000000.0,7000000.0,-59000000.0,,,,16000000.0,61000000.0,-56000000.0,81000000,622000000.0,-40000000.0,-13000000.0,,1591000000,83333333.0,-91000000.0,8457000000.0,1445000000.0,1462000000.0,,,,,
1996-06-30,6467000000.0,5054000000.0,905000000.0,0.32,-69000000.0,-9000000.0,2651000000.0,,,1484000000.0,75000000.0,32000000,,39000000.0,3556000000.0,32000000,,630000000.0,0.0,-49000000.0,68000000.0,,,20000000.0,99000000.0,29000000.0,0.0,,27000000,-25000000.0,,2538000000.0,4999000000.0,0.0,174000000.0,-5000000.0,,,96000000.0,95000000.0,,720000000.0,64000000.0,0.0,0.32,84375000.0,20000000.0,1468000000.0,,76000000,8000000.0,2516000000.0,-5999000000.0,26000000.0,-47000000.0,,,,33000000.0,40000000.0,-102000000.0,1000000,624000000.0,7000000.0,33000000.0,,1580000000,84375000.0,-5000000.0,8515000000.0,1413000000.0,1443000000.0,,,,,
1996-09-30,6595000000.0,5130000000.0,1070000000.0,0.75,-189000000.0,0.0,2690000000.0,,,1423000000.0,69000000.0,70000000,,41000000.0,3760000000.0,70000000,,724000000.0,0.0,-76000000.0,20000000.0,,,20000000.0,120000000.0,30000000.0,0.0,,64000000,-26000000.0,,2593000000.0,5069000000.0,13000000.0,168000000.0,-94000000.0,,,188000000.0,85000000.0,,695000000.0,64000000.0,0.0,0.76,84210526.0,20000000.0,1526000000.0,,172000000,23000000.0,2537000000.0,-6044000000.0,189000000.0,-31000000.0,,,,9000000.0,93000000.0,-91000000.0,103000000,494000000.0,174000000.0,-98000000.0,,1611000000,85333333.0,-212000000.0,8581000000.0,1465000000.0,1309000000.0,,,,,
1996-12-31,6580000000.0,5152000000.0,1014000000.0,,76000000.0,3000000.0,2637000000.0,,,1507000000.0,70000000.0,129000000,,44000000.0,3651000000.0,127000000,,648000000.0,0.0,-44000000.0,30000000.0,,,23000000.0,91000000.0,32000000.0,0.0,,124000000,-27000000.0,,2601000000.0,4950000000.0,27000000.0,177000000.0,76000000.0,,,258000000.0,83000000.0,,667000000.0,64000000.0,0.0,,,23000000.0,1630000000.0,,245000000,46000000.0,2551000000.0,-5909000000.0,-171000000.0,-561000000.0,,,,92000000.0,173000000.0,-88000000.0,175000000,541000000.0,-117000000.0,164000000.0,,1765000000,,444000000.0,8460000000.0,1428000000.0,1299000000.0,,,,,
1997-03-31,6504000000.0,5170000000.0,810000000.0,0.93,163000000.0,-7000000.0,2636000000.0,,,1404000000.0,74000000.0,87000000,,37000000.0,3446000000.0,87000000,,667000000.0,0.0,-40000000.0,12000000.0,,,16000000.0,114000000.0,12000000.0,0.0,,81000000,-26000000.0,,2643000000.0,4802000000.0,4000000.0,179000000.0,-19000000.0,1000000.0,,216000000.0,96000000.0,,661000000.0,64000000.0,23000000.0,0.96,84375000.0,16000000.0,1702000000.0,,194000000,33000000.0,2527000000.0,-5792000000.0,11000000.0,-76000000.0,,,,21000000.0,120000000.0,-50000000.0,120000000,581000000.0,-180000000.0,213000000.0,,1620000000,87096774.0,108000000.0,8319000000.0,1334000000.0,1356000000.0,,,,,
1997-06-30,6574000000.0,5197000000.0,536000000.0,1.06,14000000.0,0.0,2960000000.0,,,1438000000.0,79000000.0,107000000,,33000000.0,3496000000.0,97000000,,706000000.0,0.0,290000000.0,17000000.0,,,16000000.0,38000000.0,38000000.0,0.0,,105000000,-23000000.0,,2699000000.0,4786000000.0,-11000000.0,182000000.0,-39000000.0,,,283000000.0,106000000.0,,685000000.0,246000000.0,0.0,1.23,85365854.0,16000000.0,1788000000.0,,256000000,59000000.0,2498000000.0,-5742000000.0,10000000.0,-43000000.0,,,,3000000.0,156000000.0,-67000000.0,177000000,567000000.0,-371000000.0,81000000.0,,1721000000,99056604.0,-49000000.0,8240000000.0,1377000000.0,1290000000.0,,,,,
1997-09-30,6701000000.0,5222000000.0,505000000.0,1.25,0.0,1000000.0,2952000000.0,,,1433000000.0,72000000.0,116000000,,30000000.0,3457000000.0,116000000,,714000000.0,0.0,-47000000.0,14000000.0,,,17000000.0,72000000.0,23000000.0,0.0,,114000000,-23000000.0,,2734000000.0,4812000000.0,-4000000.0,231000000.0,-8000000.0,,,289000000.0,105000000.0,,700000000.0,246000000.0,0.0,1.32,86363636.0,17000000.0,1889000000.0,,256000000,59000000.0,2488000000.0,-5780000000.0,8000000.0,-113000000.0,,,,13000000.0,175000000.0,-59000000.0,184000000,583000000.0,-11000000.0,59000000.0,,1722000000,91200000.0,-8000000.0,8268000000.0,1479000000.0,1355000000.0,,,,,
1997-12-31,6694000000.0,5163000000.0,456000000.0,,32000000.0,1000000.0,2874000000.0,,,1487000000.0,78000000.0,142000000,,37000000.0,3330000000.0,152000000,,705000000.0,0.0,-63000000.0,88000000.0,,,18000000.0,67000000.0,18000000.0,0.0,,139000000,-24000000.0,,2667000000.0,4664000000.0,-8000000.0,220000000.0,9000000.0,,,264000000.0,99000000.0,,687000000.0,3000000.0,0.0,,,18000000.0,1782000000.0,,243000000,83000000.0,2496000000.0,-5799000000.0,19000000.0,183000000.0,,,,156000000.0,235000000.0,-85000000.0,165000000,580000000.0,-53000000.0,117000000.0,,1751000000,,-71000000.0,8295000000.0,1531000000.0,1334000000.0,,,,,
1998-03-31,6743000000.0,5267000000.0,476000000.0,0.95,77000000.0,-6000000.0,2888000000.0,,,1455000000.0,77000000.0,87000000,,46000000.0,3364000000.0,87000000,,718000000.0,0.0,-118000000.0,26000000.0,,,12000000.0,56000000.0,28000000.0,0.0,,85000000,-24000000.0,,2792000000.0,4646000000.0,-63000000.0,227000000.0,-13000000.0,,,215000000.0,79000000.0,,663000000.0,3000000.0,18000000.0,0.98,86734694.0,12000000.0,1849000000.0,,213000000,47000000.0,2475000000.0,-5810000000.0,2000000.0,-23000000.0,,,,43000000.0,134000000.0,-57000000.0,136000000,563000000.0,-22000000.0,134000000.0,,1670000000,89473684.0,13000000.0,8285000000.0,1476000000.0,1282000000.0,,,,,
1998-06-30,6784000000.0,5327000000.0,432000000.0,1.46,29000000.0,4000000.0,2920000000.0,,,1436000000.0,72000000.0,136000000,,53000000.0,3352000000.0,136000000,,738000000.0,0.0,-53000000.0,44000000.0,,,16000000.0,45000000.0,22000000.0,-50000000.0,,133000000,-24000000.0,,2859000000.0,4553000000.0,13000000.0,220000000.0,-20000000.0,,,253000000.0,80000000.0,,634000000.0,3000000.0,0.0,1.53,86928105.0,16000000.0,1983000000.0,,245000000,59000000.0,2468000000.0,-5837000000.0,23000000.0,-6000000.0,,,,46000000.0,195000000.0,-79000000.0,173000000,522000000.0,-51000000.0,108000000.0,,1689000000,91095890.0,-68000000.0,8305000000.0,1457000000.0,1201000000.0,,,,,
1998-09-30,6866000000.0,5411000000.0,501000000.0,0.71,-41000000.0,7000000.0,2911000000.0,,,1312000000.0,71000000.0,65000000,,51000000.0,3412000000.0,65000000,,776000000.0,0.0,-109000000.0,14000000.0,,,23000000.0,32000000.0,10000000.0,0.0,,63000000,-25000000.0,,2922000000.0,4573000000.0,-19000000.0,215000000.0,-38000000.0,,,171000000.0,80000000.0,,618000000.0,3000000.0,0.0,0.72,87500000.0,23000000.0,2045000000.0,,162000000,30000000.0,2489000000.0,-5893000000.0,30000000.0,,,,,20000000.0,95000000.0,-92000000.0,91000000,511000000.0,65000000.0,51000000.0,,1483000000,88732394.0,-55000000.0,8382000000.0,1455000000.0,1161000000.0,,,,,
1998-12-31,6693000000.0,5418000000.0,464000000.0,,-3000000.0,-14000000.0,2872000000.0,,,1207000000.0,63000000.0,76000000,,51000000.0,3336000000.0,76000000,,698000000.0,0.0,-61000000.0,15000000.0,,,9000000.0,25000000.0,-18000000.0,0.0,,74000000,-23000000.0,,2918000000.0,4352000000.0,17000000.0,176000000.0,78000000.0,,,135000000.0,55000000.0,,501000000.0,3000000.0,0.0,,,9000000.0,2093000000.0,,143000000,37000000.0,2500000000.0,-5939000000.0,0.0,,,,0.0,49000000.0,113000000.0,-82000000.0,80000000,490000000.0,-32000000.0,79000000.0,,1342000000,,34000000.0,8439000000.0,1275000000.0,1016000000.0,,,,,
1999-03-31,6744000000.0,5431000000.0,444000000.0,-0.18,1000000.0,9000000.0,2799000000.0,,,1157000000.0,71000000.0,-14000000,,70000000.0,3391000000.0,-9000000,,712000000.0,0.0,-81000000.0,-35000000.0,,148000000.0,18000000.0,18000000.0,8000000.0,0.0,,-16000000,-24000000.0,,2925000000.0,4443000000.0,-4000000.0,177000000.0,-14000000.0,,,89000000.0,56000000.0,,577000000.0,3000000.0,9000000.0,-0.18,88888889.0,18000000.0,2053000000.0,,104000000,-1000000.0,2506000000.0,-6000000000.0,,22000000.0,,,,22000000.0,-10000000.0,-79000000.0,33000000,457000000.0,10000000.0,80000000.0,,1246000000,88888889.0,13000000.0,8506000000.0,1313000000.0,1052000000.0,,,,,
