date,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyCashAndCashEquivalents,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyEbitda,quarterlyTaxProvision,quarterlyNetPPE,quarterlyAccumulatedDepreciation,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyPretaxIncome,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyTotalRevenue,quarterlyDilutedAverageShares,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2008-09-30,17268000000.0,10287000000.0,3120000000.0,7.79,575000000.0,402000000.0,4103000000.0,39000000.0,3287000000.0,5752000000.0,149000000.0,919000000,728000000.0,151000000.0,7239000000.0,942000000,1726000000.0,2669000000.0,793000000.0,-315000000.0,57000000.0,2000000.0,16000000.0,793000000.0,61000000.0,40000000.0,34000000.0,,919000000,-35000000.0,297000000.0,412000000.0,10933000000.0,-24000000.0,77000000.0,-186000000.0,,-211000000.0,1560000000.0,290000000.0,-1738000000.0,2246000000.0,124000000.0,391000000.0,7.84,117169000.0,793000000.0,6179000000.0,-367000000.0,1470000000,339000000.0,6732000000.0,-8435000000.0,0.0,43000000.0,5410000000.0,0.0,-129000000.0,165000000.0,1281000000.0,-293000000.0,1270000000,44000000.0,-138000000.0,868000000.0,561000000.0,7312000000,117826000.0,-268000000.0,15167000000.0,6981000000.0,3694000000.0,,,,,
2008-12-31,16087000000.0,10355000000.0,3064000000.0,,64000000.0,-69000000.0,590000000.0,33000000.0,2288000000.0,3831000000.0,,290000000,672000000.0,161000000.0,8250000000.0,298000000,1609000000.0,2492000000.0,724000000.0,-367000000.0,113000000.0,-7000000.0,9000000.0,724000000.0,81000000.0,41000000.0,43000000.0,,290000000,-35000000.0,282000000.0,416000000.0,11028000000.0,7000000.0,51000000.0,102000000.0,,974000000.0,671000000.0,159000000.0,-3269000000.0,1483000000.0,124000000.0,793000000.0,,,724000000.0,4895000000.0,-21000000.0,681000000,201000000.0,6676000000.0,-8669000000.0,-6000000.0,-185000000.0,5666000000.0,-104000000.0,-13000000.0,104000000.0,499000000.0,-263000000.0,512000000,11000000.0,-32000000.0,327000000.0,410000000.0,4502000000,,193000000.0,15345000000.0,5732000000.0,2778000000.0,,,,,
2009-03-31,15142000000.0,10049000000.0,3043000000.0,-3.78,146000000.0,407000000.0,0.0,43000000.0,1527000000.0,3007000000.0,,-439000000,667000000.0,143000000.0,8124000000.0,-439000000,1588000000.0,2080000000.0,1131000000.0,116000000.0,76000000.0,-22000000.0,,1131000000.0,81000000.0,36000000.0,37000000.0,-283000000.0,-439000000,-35000000.0,277000000.0,240000000.0,10563000000.0,301000000.0,50000000.0,350000000.0,,722000000.0,-257000000.0,297000000.0,-3322000000.0,1241000000.0,124000000.0,724000000.0,-3.78,116103000.0,1131000000.0,4379000000.0,-4000000.0,-355000000,-110000000.0,6558000000.0,-8721000000.0,0.0,-25000000.0,5192000000.0,0.0,0.0,-165000000.0,-549000000.0,-163000000.0,-554000000,12000000.0,-2000000.0,309000000.0,406000000.0,2750000000,116103000.0,790000000.0,15279000000.0,5093000000.0,2439000000.0,,,,,
2009-06-30,15737000000.0,10279000000.0,3333000000.0,-2.92,-84000000.0,819000000.0,0.0,35000000.0,1257000000.0,2340000000.0,,-392000000,630000000.0,154000000.0,8459000000.0,-392000000,1648000000.0,1781000000.0,1950000000.0,-131000000.0,26000000.0,,,1950000000.0,18000000.0,38000000.0,53000000.0,,-392000000,-7000000.0,279000000.0,317000000.0,10608000000.0,-9000000.0,51000000.0,368000000.0,,306000000.0,-213000000.0,278000000.0,-3098000000.0,1073000000.0,151000000.0,1131000000.0,-2.92,134634000.0,1950000000.0,4873000000.0,-663000000.0,-277000000,-82000000.0,6740000000.0,-8924000000.0,666000000.0,58000000.0,4793000000.0,0.0,0.0,-83000000.0,-474000000.0,-136000000.0,-491000000,10000000.0,888000000.0,52000000.0,406000000.0,2127000000,134634000.0,423000000.0,15664000000.0,5458000000.0,2149000000.0,,,,,
2009-09-30,15849000000.0,10593000000.0,3346000000.0,-2.11,-393000000.0,-407000000.0,0.0,51000000.0,1638000000.0,2902000000.0,,-303000000,697000000.0,163000000.0,8344000000.0,-307000000,1702000000.0,1677000000.0,1543000000.0,-195000000.0,3000000.0,,,1543000000.0,19000000.0,42000000.0,37000000.0,,-303000000,-7000000.0,281000000.0,321000000.0,10810000000.0,-11000000.0,50000000.0,147000000.0,,-357000000.0,-85000000.0,327000000.0,-2925000000.0,1490000000.0,151000000.0,1950000000.0,-2.11,143363000.0,1543000000.0,4749000000.0,-4000000.0,-228000000,-130000000.0,6860000000.0,-9124000000.0,1000000.0,77000000.0,4483000000.0,0.0,0.0,-10000000.0,-437000000.0,-150000000.0,-412000000,1000000.0,27000000.0,-243000000.0,405000000.0,2817000000,143363000.0,76000000.0,15984000000.0,5256000000.0,2466000000.0,,,,,
2009-12-31,15422000000.0,10407000000.0,3345000000.0,,-349000000.0,-325000000.0,481000000.0,32000000.0,1567000000.0,3348000000.0,,-267000000,668000000.0,158000000.0,7969000000.0,-268000000,1725000000.0,1679000000.0,1218000000.0,-164000000.0,1000000.0,,,1218000000.0,19000000.0,33000000.0,34000000.0,,-267000000,-7000000.0,281000000.0,357000000.0,10443000000.0,26000000.0,38000000.0,2000000.0,,,6000000.0,328000000.0,-2728000000.0,1457000000.0,151000000.0,1543000000.0,,,1218000000.0,4676000000.0,-129000000.0,-175000000,-117000000.0,6820000000.0,-9210000000.0,0.0,-111000000.0,4209000000.0,-24000000.0,0.0,102000000.0,-385000000.0,-170000000.0,-322000000,23000000.0,25000000.0,-179000000.0,481000000.0,3354000000,,-22000000.0,16030000000.0,5015000000.0,2474000000.0,,,,,
2010-03-31,15327000000.0,9927000000.0,3651000000.0,-1.1,-184000000.0,168000000.0,431000000.0,52000000.0,1962000000.0,3639000000.0,,-157000000,658000000.0,148000000.0,8186000000.0,-158000000,1754000000.0,1647000000.0,1386000000.0,-64000000.0,-2000000.0,-10000000.0,,1386000000.0,21000000.0,43000000.0,-270000000.0,269000000.0,-157000000,-7000000.0,281000000.0,343000000.0,10770000000.0,71000000.0,87000000.0,-11000000.0,,,257000000.0,312000000.0,-2686000000.0,1653000000.0,151000000.0,1218000000.0,-1.1,143390000.0,1386000000.0,4556000000.0,-274000000.0,43000000,-7000000.0,6409000000.0,-9253000000.0,1000000.0,-31000000.0,4044000000.0,,0.0,15000000.0,-165000000.0,-125000000.0,-55000000,14000000.0,302000000.0,-59000000.0,431000000.0,3896000000,143390000.0,41000000.0,15662000000.0,5400000000.0,2584000000.0,,,,,
2010-06-30,15418000000.0,9609000000.0,3639000000.0,-0.17,-406000000.0,-439000000.0,451000000.0,44000000.0,2362000000.0,4184000000.0,,-25000000,647000000.0,152000000.0,8076000000.0,-24000000,1730000000.0,2012000000.0,947000000.0,-121000000.0,11000000.0,,,947000000.0,21000000.0,52000000.0,270000000.0,,-25000000,-7000000.0,276000000.0,328000000.0,10968000000.0,1000000.0,169000000.0,-410000000.0,,,497000000.0,310000000.0,-2763000000.0,1901000000.0,151000000.0,1386000000.0,-0.17,143504000.0,947000000.0,4449000000.0,-99000000.0,262000000,72000000.0,6203000000.0,-9271000000.0,1000000.0,-33000000.0,4012000000.0,,0.0,26000000.0,48000000.0,-117000000.0,187000000,13000000.0,-18000000.0,-289000000.0,451000000.0,4681000000,143504000.0,-507000000.0,15474000000.0,5809000000.0,2892000000.0,,,,,
2010-09-30,15653000000.0,9786000000.0,3639000000.0,-0.35,-314000000.0,-304000000.0,483000000.0,76000000.0,2322000000.0,4321000000.0,,-51000000,674000000.0,148000000.0,8059000000.0,-51000000,1733000000.0,2375000000.0,643000000.0,-173000000.0,-5000000.0,,,643000000.0,20000000.0,50000000.0,0.0,,-51000000,-8000000.0,275000000.0,313000000.0,11134000000.0,25000000.0,179000000.0,-291000000.0,,115000000.0,176000000.0,309000000.0,-2647000000.0,2052000000.0,151000000.0,947000000.0,-0.35,143660000.0,643000000.0,4518000000.0,-29000000.0,153000000,-9000000.0,6390000000.0,-9417000000.0,1000000.0,104000000.0,3953000000.0,,,-21000000.0,-60000000.0,-184000000.0,-133000000,84000000.0,-11000000.0,-130000000.0,483000000.0,4497000000,143660000.0,-155000000.0,15807000000.0,5867000000.0,3075000000.0,,,,,
2010-12-31,15350000000.0,10046000000.0,3517000000.0,-1.74,-151000000.0,-65000000.0,469000000.0,43000000.0,2023000000.0,4115000000.0,,-249000000,623000000.0,162000000.0,8351000000.0,-249000000,1760000000.0,2352000000.0,578000000.0,-225000000.0,-35000000.0,,,578000000.0,216000000.0,50000000.0,0.0,,-249000000,-7000000.0,275000000.0,347000000.0,11498000000.0,30000000.0,51000000.0,24000000.0,,278000000.0,185000000.0,322000000.0,-3068000000.0,1804000000.0,151000000.0,643000000.0,-1.74,143712000.0,578000000.0,3851000000.0,-15000000.0,10000000,41000000.0,6486000000.0,-9404000000.0,2000000.0,47000000.0,3698000000.0,,,135000000.0,-208000000.0,-250000000.0,-137000000,30000000.0,62000000.0,99000000.0,469000000.0,4300000000,143712000.0,-80000000.0,15890000000.0,5304000000.0,3147000000.0,,,,,
2011-03-31,15768000000.0,10231000000.0,3518000000.0,-0.6,-163000000.0,-157000000.0,0.0,75000000.0,2596000000.0,4621000000.0,,-86000000,694000000.0,180000000.0,8336000000.0,-86000000,1787000000.0,2255000000.0,421000000.0,-172000000.0,14000000.0,-6000000.0,,421000000.0,217000000.0,50000000.0,0.0,,-86000000,-7000000.0,274000000.0,336000000.0,11859000000.0,14000000.0,72000000.0,151000000.0,,,243000000.0,348000000.0,-2929000000.0,2127000000.0,151000000.0,578000000.0,-0.6,143801000.0,421000000.0,3908000000.0,-244000000.0,149000000,16000000.0,6627000000.0,-9634000000.0,4000000.0,-32000000.0,3604000000.0,,,8000000.0,-70000000.0,-180000000.0,-105000000,19000000.0,-7000000.0,17000000.0,466000000.0,4864000000,143801000.0,34000000.0,16261000000.0,5537000000.0,3523000000.0,,,,,
2011-06-30,16245000000.0,10224000000.0,3684000000.0,1.33,-200000000.0,-28000000.0,463000000.0,43000000.0,2695000000.0,4498000000.0,,222000000,687000000.0,189000000.0,8430000000.0,222000000,1794000000.0,2698000000.0,393000000.0,-207000000.0,35000000.0,-10000000.0,,393000000.0,217000000.0,48000000.0,0.0,,222000000,-7000000.0,272000000.0,300000000.0,12029000000.0,24000000.0,91000000.0,-426000000.0,,,622000000.0,357000000.0,-2840000000.0,2153000000.0,151000000.0,421000000.0,1.54,143922000.0,393000000.0,4215000000.0,-870000000.0,506000000,65000000.0,6736000000.0,-9815000000.0,0.0,37000000.0,3819000000.0,,,35000000.0,287000000.0,-221000000.0,265000000,34000000.0,156000000.0,21000000.0,463000000.0,5120000000,171591000.0,-399000000.0,16551000000.0,6021000000.0,3599000000.0,,,,,
2011-09-30,15931000000.0,9997000000.0,3641000000.0,0.15,-155000000.0,-123000000.0,0.0,75000000.0,2527000000.0,4560000000.0,,22000000,685000000.0,181000000.0,8048000000.0,22000000,1749000000.0,2843000000.0,270000000.0,-232000000.0,27000000.0,-6000000.0,,270000000.0,292000000.0,47000000.0,76000000.0,,22000000,-8000000.0,264000000.0,311000000.0,11761000000.0,-1000000.0,80000000.0,-236000000.0,,,521000000.0,349000000.0,-2909000000.0,2161000000.0,151000000.0,393000000.0,0.15,144067000.0,270000000.0,4169000000.0,-2067000000.0,274000000,33000000.0,6588000000.0,-9867000000.0,0.0,53000000.0,3834000000.0,,,-33000000.0,55000000.0,-225000000.0,172000000,52000000.0,44000000.0,70000000.0,465000000.0,5081000000,144452000.0,-110000000.0,16455000000.0,5934000000.0,3713000000.0,,,,,
2011-12-31,16073000000.0,10299000000.0,3828000000.0,,-162000000.0,138000000.0,495000000.0,41000000.0,2046000000.0,4647000000.0,,-211000000,638000000.0,183000000.0,8923000000.0,-211000000,1783000000.0,2775000000.0,408000000.0,-202000000.0,7000000.0,-19000000.0,,408000000.0,400000000.0,45000000.0,0.0,,-211000000,-7000000.0,262000000.0,348000000.0,12572000000.0,39000000.0,44000000.0,51000000.0,,,172000000.0,349000000.0,-3367000000.0,2063000000.0,151000000.0,270000000.0,,,408000000.0,3500000000.0,-1605000000.0,-31000000,-34000000.0,6579000000.0,-9993000000.0,-1000000.0,27000000.0,3616000000.0,,,-78000000.0,-245000000.0,-222000000.0,-177000000,24000000.0,284000000.0,60000000.0,495000000.0,4819000000,,56000000.0,16572000000.0,5774000000.0,3649000000.0,,,,,
2012-03-31,15804000000.0,10013000000.0,3802000000.0,-1.52,237000000.0,244000000.0,486000000.0,78000000.0,2518000000.0,4626000000.0,,-219000000,668000000.0,173000000.0,8691000000.0,-219000000,1799000000.0,2437000000.0,652000000.0,-56000000.0,-285000000.0,,,652000000.0,315000000.0,49000000.0,-380000000.0,,-219000000,-7000000.0,261000000.0,312000000.0,12343000000.0,135000000.0,69000000.0,264000000.0,,,546000000.0,334000000.0,-3190000000.0,2013000000.0,151000000.0,408000000.0,-1.52,144075000.0,652000000.0,3460000000.0,-1036000000.0,89000000,96000000.0,6401000000.0,-10056000000.0,0.0,6000000.0,3390000000.0,,,44000000.0,-123000000.0,-189000000.0,212000000,57000000.0,-129000000.0,426000000.0,486000000.0,5172000000,144075000.0,263000000.0,16457000000.0,5791000000.0,3652000000.0,,,,,
2012-06-30,15404000000.0,9779000000.0,3801000000.0,0.62,227000000.0,-87000000.0,473000000.0,48000000.0,2469000000.0,4477000000.0,,101000000,643000000.0,173000000.0,8561000000.0,101000000,1781000000.0,2412000000.0,565000000.0,-199000000.0,44000000.0,,,565000000.0,5000000.0,66000000.0,0.0,,101000000,-7000000.0,257000000.0,310000000.0,11871000000.0,8000000.0,63000000.0,-12000000.0,,,540000000.0,331000000.0,-3215000000.0,2030000000.0,151000000.0,652000000.0,0.7,144176000.0,565000000.0,3532000000.0,-312000000.0,401000000,70000000.0,6316000000.0,-10143000000.0,0.0,41000000.0,3484000000.0,,,63000000.0,171000000.0,-208000000.0,209000000,56000000.0,-318000000.0,435000000.0,473000000.0,5017000000,171416000.0,41000000.0,16459000000.0,5625000000.0,3310000000.0,,,,,
2012-09-30,15496000000.0,9850000000.0,3939000000.0,0.28,-42000000.0,-29000000.0,0.0,72000000.0,2412000000.0,4311000000.0,,44000000,645000000.0,166000000.0,8366000000.0,44000000,1814000000.0,2525000000.0,536000000.0,-211000000.0,49000000.0,,,536000000.0,1000000.0,45000000.0,0.0,,44000000,-8000000.0,257000000.0,381000000.0,11633000000.0,-69000000.0,54000000.0,-84000000.0,,,341000000.0,328000000.0,-2931000000.0,1948000000.0,151000000.0,565000000.0,0.3,144350000.0,536000000.0,3861000000.0,-4000000.0,225000000,-27000000.0,6390000000.0,-10321000000.0,0.0,20000000.0,3520000000.0,,,-21000000.0,17000000.0,-139000000.0,13000000,49000000.0,81000000.0,97000000.0,438000000.0,4652000000,171673000.0,-62000000.0,16711000000.0,5646000000.0,3267000000.0,,,,,
2012-12-31,15217000000.0,9843000000.0,3936000000.0,-0.35,-10000000.0,34000000.0,419000000.0,50000000.0,2090000000.0,4216000000.0,,-50000000,570000000.0,142000000.0,8749000000.0,-51000000,1822000000.0,2503000000.0,570000000.0,-136000000.0,33000000.0,,,570000000.0,2000000.0,54000000.0,0.0,,-50000000,-7000000.0,253000000.0,332000000.0,11739000000.0,60000000.0,40000000.0,24000000.0,,,271000000.0,306000000.0,-3268000000.0,1800000000.0,151000000.0,536000000.0,-0.35,144351000.0,570000000.0,3477000000.0,0.0,166000000,-8000000.0,6408000000.0,-10498000000.0,0.0,52000000.0,3463000000.0,,,-12000000.0,-59000000.0,-187000000.0,-35000000,15000000.0,-7000000.0,177000000.0,397000000.0,4487000000,144351000.0,110000000.0,16906000000.0,5374000000.0,2990000000.0,,,,,
2013-03-31,15151000000.0,9597000000.0,3932000000.0,-0.51,117000000.0,163000000.0,0.0,64000000.0,2274000000.0,4242000000.0,,-73000000,624000000.0,145000000.0,8593000000.0,-73000000,1808000000.0,2316000000.0,733000000.0,-92000000.0,7000000.0,-3000000.0,,733000000.0,2000000.0,85000000.0,0.0,,-73000000,-7000000.0,249000000.0,304000000.0,11680000000.0,27000000.0,62000000.0,166000000.0,,-203000000.0,353000000.0,322000000.0,-3236000000.0,1879000000.0,151000000.0,570000000.0,-0.51,144353000.0,733000000.0,3470000000.0,-542000000.0,190000000,7000000.0,6246000000.0,-10599000000.0,,13000000.0,3382000000.0,,,4000000.0,-66000000.0,-116000000.0,31000000,48000000.0,29000000.0,233000000.0,398000000.0,4595000000,144353000.0,115000000.0,16845000000.0,5554000000.0,3087000000.0,,,,,
2013-06-30,14864000000.0,9448000000.0,3611000000.0,-0.54,34000000.0,34000000.0,0.0,55000000.0,2142000000.0,4114000000.0,,-78000000,621000000.0,151000000.0,8122000000.0,-78000000,1790000000.0,2269000000.0,767000000.0,-112000000.0,-2000000.0,-3000000.0,,767000000.0,322000000.0,58000000.0,0.0,,-78000000,-7000000.0,277000000.0,298000000.0,11390000000.0,8000000.0,71000000.0,38000000.0,,139000000.0,315000000.0,320000000.0,-3148000000.0,1743000000.0,151000000.0,733000000.0,-0.54,144485000.0,767000000.0,3473000000.0,0.0,153000000,3000000.0,6156000000.0,-10746000000.0,,-10000000.0,3296000000.0,,,-6000000.0,-75000000.0,-117000000.0,-5000000,47000000.0,-9000000.0,151000000.0,389000000.0,4429000000,144485000.0,44000000.0,16902000000.0,5416000000.0,3268000000.0,,,,,
2013-09-30,13006000000.0,7652000000.0,3618000000.0,-12.38,-70000000.0,-70000000.0,0.0,80000000.0,1957000000.0,3749000000.0,,-1791000000,607000000.0,153000000.0,7945000000.0,-1791000000,4000000.0,2480000000.0,697000000.0,-105000000.0,-1757000000.0,-2000000.0,,697000000.0,322000000.0,61000000.0,0.0,,-1791000000,-8000000.0,276000000.0,287000000.0,11231000000.0,4000000.0,58000000.0,-189000000.0,,201000000.0,382000000.0,327000000.0,-3058000000.0,1723000000.0,151000000.0,767000000.0,-12.38,144727000.0,697000000.0,1774000000.0,0.0,-1553000000,4000000.0,6167000000.0,-10864000000.0,,58000000.0,1497000000.0,,,5000000.0,-1787000000.0,-107000000.0,55000000,56000000.0,-9000000.0,37000000.0,408000000.0,4131000000,144727000.0,0.0,17031000000.0,5354000000.0,3286000000.0,,,,,
2013-12-31,13143000000.0,7065000000.0,3616000000.0,-0.84,-156000000.0,-93000000.0,851000000.0,54000000.0,1975000000.0,3911000000.0,,270000000,558000000.0,161000000.0,6549000000.0,270000000,4000000.0,2688000000.0,604000000.0,-84000000.0,-273000000.0,1000000.0,445000000.0,604000000.0,323000000.0,62000000.0,0.0,,270000000,-7000000.0,271000000.0,236000000.0,9794000000.0,64000000.0,50000000.0,-216000000.0,,-23000000.0,358000000.0,325000000.0,-1752000000.0,1754000000.0,151000000.0,697000000.0,-0.84,144740000.0,604000000.0,3348000000.0,0.0,-72000000,-574000000.0,5922000000.0,-10877000000.0,,272000000.0,1762000000.0,,,-362000000.0,-304000000.0,-149000000.0,33000000,262000000.0,-7000000.0,-7000000.0,424000000.0,4269000000,144740000.0,-494000000.0,16799000000.0,6078000000.0,3245000000.0,,,,,
2014-03-31,13394000000.0,6914000000.0,3615000000.0,0.34,480000000.0,495000000.0,0.0,78000000.0,2200000000.0,4038000000.0,,52000000,607000000.0,138000000.0,6404000000.0,52000000,4000000.0,2411000000.0,1099000000.0,-66000000.0,16000000.0,-1000000.0,403000000.0,1099000000.0,323000000.0,61000000.0,0.0,,52000000,-7000000.0,266000000.0,230000000.0,9943000000.0,25000000.0,87000000.0,260000000.0,,-232000000.0,410000000.0,304000000.0,-1704000000.0,2000000000.0,151000000.0,604000000.0,0.36,144757000.0,1099000000.0,3450000000.0,0.0,280000000,1000000.0,5791000000.0,-10931000000.0,,-20000000.0,1807000000.0,,,4000000.0,53000000.0,-90000000.0,106000000,26000000.0,-7000000.0,570000000.0,422000000.0,4448000000,156114000.0,391000000.0,16722000000.0,6480000000.0,3539000000.0,,,,,
2014-06-30,13406000000.0,6879000000.0,3605000000.0,-0.12,687000000.0,372000000.0,925000000.0,52000000.0,2071000000.0,4097000000.0,,-18000000,622000000.0,143000000.0,6371000000.0,-18000000,4000000.0,2337000000.0,1471000000.0,-81000000.0,40000000.0,-1000000.0,506000000.0,1471000000.0,20000000.0,60000000.0,1000000.0,,-18000000,-8000000.0,266000000.0,237000000.0,9892000000.0,16000000.0,56000000.0,81000000.0,,130000000.0,303000000.0,308000000.0,-1644000000.0,2294000000.0,151000000.0,1099000000.0,-0.12,144884000.0,1471000000.0,3513000000.0,-322000000.0,196000000,-11000000.0,5736000000.0,-11091000000.0,,90000000.0,1808000000.0,,,12000000.0,-29000000.0,-96000000.0,-5000000,44000000.0,-329000000.0,783000000.0,419000000.0,4400000000,144884000.0,639000000.0,16827000000.0,6527000000.0,3521000000.0,,,,,
2014-09-30,12008000000.0,5907000000.0,3162000000.0,-1.42,-202000000.0,-214000000.0,799000000.0,73000000.0,2058000000.0,3848000000.0,,-207000000,586000000.0,125000000.0,4515000000.0,-207000000,,2199000000.0,1257000000.0,-87000000.0,-597000000.0,-1000000.0,411000000.0,1257000000.0,336000000.0,57000000.0,0.0,,-207000000,-7000000.0,205000000.0,133000000.0,8065000000.0,10000000.0,38000000.0,-278000000.0,,-210000000.0,739000000.0,283000000.0,-1016000000.0,2072000000.0,151000000.0,1471000000.0,-1.42,145348000.0,1257000000.0,3942000000.0,-1000000.0,14000000,6000000.0,4570000000.0,-10488000000.0,,262000000.0,1594000000.0,,,-10000000.0,-201000000.0,-96000000.0,456000000,26000000.0,1000000.0,-106000000.0,388000000.0,4587000000,145348000.0,-501000000.0,15058000000.0,6101000000.0,3550000000.0,,,,,
2014-12-31,12314000000.0,5883000000.0,3120000000.0,1.83,108000000.0,97000000.0,708000000.0,52000000.0,1927000000.0,3472000000.0,,275000000,532000000.0,117000000.0,4945000000.0,275000000,4000000.0,2496000000.0,1354000000.0,-132000000.0,41000000.0,-2000000.0,301000000.0,1354000000.0,378000000.0,56000000.0,0.0,,275000000,-7000000.0,204000000.0,126000000.0,8514000000.0,7000000.0,37000000.0,-310000000.0,,113000000.0,600000000.0,243000000.0,-1441000000.0,2002000000.0,151000000.0,1257000000.0,1.89,145654000.0,1354000000.0,3799000000.0,-2000000.0,541000000,72000000.0,4574000000.0,-10565000000.0,,55000000.0,1862000000.0,,,70000000.0,347000000.0,-137000000.0,357000000,187000000.0,-6000000.0,245000000.0,407000000.0,4072000000,150481000.0,-294000000.0,15139000000.0,6431000000.0,3569000000.0,,,,,
2015-03-31,11544000000.0,5802000000.0,3124000000.0,-0.52,-36000000.0,-88000000.0,410000000.0,73000000.0,1648000000.0,3066000000.0,,-75000000,578000000.0,102000000.0,4567000000.0,-75000000,,2418000000.0,1266000000.0,-171000000.0,-147000000.0,-1000000.0,7000000.0,1266000000.0,378000000.0,51000000.0,0.0,,-75000000,-7000000.0,202000000.0,116000000.0,7876000000.0,2000000.0,48000000.0,33000000.0,,237000000.0,206000000.0,246000000.0,-1501000000.0,1837000000.0,151000000.0,1354000000.0,-0.52,145733000.0,1266000000.0,3667000000.0,,-54000000,-174000000.0,4354000000.0,-10191000000.0,,135000000.0,1779000000.0,,,-166000000.0,-249000000.0,-172000000.0,-40000000,32000000.0,-7000000.0,136000000.0,403000000.0,3272000000,145733000.0,125000000.0,14545000000.0,5742000000.0,3309000000.0,,,,,
2015-06-30,11213000000.0,5777000000.0,3124000000.0,-1.79,-25000000.0,-56000000.0,0.0,52000000.0,1497000000.0,2792000000.0,,-261000000,564000000.0,107000000.0,4490000000.0,-261000000,,2330000000.0,1210000000.0,-124000000.0,-256000000.0,-1000000.0,16000000.0,1210000000.0,362000000.0,53000000.0,-17000000.0,,-261000000,-8000000.0,200000000.0,109000000.0,7732000000.0,6000000.0,46000000.0,109000000.0,,134000000.0,108000000.0,244000000.0,-1432000000.0,1811000000.0,151000000.0,1266000000.0,-1.79,145962000.0,1210000000.0,3480000000.0,,-256000000,-186000000.0,4431000000.0,-10272000000.0,,28000000.0,1510000000.0,,,-179000000.0,-447000000.0,-104000000.0,-136000000,12000000.0,-25000000.0,79000000.0,398000000.0,2900000000,145962000.0,130000000.0,14703000000.0,5436000000.0,3242000000.0,,,,,
2015-09-30,11191000000.0,5806000000.0,3127000000.0,-1.18,-40000000.0,-45000000.0,403000000.0,73000000.0,1335000000.0,2654000000.0,,-173000000,551000000.0,99000000.0,4686000000.0,-173000000,,2435000000.0,1165000000.0,-131000000.0,-112000000.0,0.0,10000000.0,1165000000.0,362000000.0,56000000.0,0.0,,-173000000,-7000000.0,198000000.0,115000000.0,8019000000.0,2000000.0,38000000.0,-104000000.0,,158000000.0,176000000.0,234000000.0,-1568000000.0,1881000000.0,151000000.0,1210000000.0,-1.18,146324000.0,1165000000.0,3171000000.0,0.0,-31000000,-50000000.0,4415000000.0,-10361000000.0,,48000000.0,1331000000.0,0.0,,-40000000.0,-223000000.0,-133000000.0,-58000000,9000000.0,-7000000.0,93000000.0,393000000.0,2830000000,146324000.0,121000000.0,14776000000.0,5385000000.0,3333000000.0,,,,,
