date,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyOtherNonCurrentAssets,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyChangeInInventory,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyDilutedAverageShares,quarterlyOtherCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyGrossPPE,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyBasicEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable
1996-12-31,656200000.0,45500000.0,,-127100000.0,1035500000.0,2869000000.0,3739600000.0,339600000.0,,214100000.0,38000000,4532300000.0,-6000000.0,792700000.0,13200000.0,-2300000.0,1.03,3525200000.0,,290500000.0,257000000.0,,38000000,-84300000,442100000.0,,,2234700000.0,122300000.0,-454900000.0,,-10600000.0,352800000.0,3229600000.0,,0.0,-279900000.0,0.0,,-108500000.0,,1007100000.0,-315400000.0,-391200000.0,,266800000.0,266800000.0,45500000.0,54100000.0,,142500000.0,676800000.0,12700000.0,55600000.0,492200000.0,-244900000.0,10800000.0,200000.0,,1554000000.0,750900000.0,-14300000.0,-95800000,3486600000,-112800000.0,1.03,99500000.0,-24200000.0,638200000.0,359700000.0,,-82600000,-91000000.0,-10500000.0,,,
1997-03-31,1080000000.0,,,-856700000.0,1062600000.0,2637200000.0,3761100000.0,248400000.0,,255100000.0,37000000,5172800000.0,-96900000.0,1411700000.0,18800000.0,200000.0,,3717200000.0,,301900000.0,349400000.0,,37700000,36800000,824900000.0,,,2259500000.0,900000.0,84700000.0,,-11500000.0,267200000.0,3649200000.0,,124800000.0,-699600000.0,0.0,,59600000.0,,1260800000.0,323700000.0,-405700000.0,,124800000.0,124800000.0,,152300000.0,,736200000.0,160300000.0,21900000.0,800000.0,184300000.0,334700000.0,205100000.0,-3800000.0,,1854700000.0,779300000.0,-1230000000.0,82200000,3998600000,373300000.0,,-142000000.0,22800000.0,622200000.0,373600000.0,,101000000,-900000.0,0.0,,,
1997-06-30,1064400000.0,91707317.0,,-50700000.0,1089300000.0,2463400000.0,3588200000.0,278500000.0,,256700000.0,37600000,5018100000.0,-4400000.0,1429900000.0,21300000.0,1900000.0,0.39,3527800000.0,,312200000.0,386100000.0,,37600000,37600000,807700000.0,,,2116900000.0,0.0,133300000.0,,-14300000.0,299800000.0,3956600000.0,,0.0,-26100000.0,124800000.0,,61600000.0,,1295200000.0,-11700000.0,-418400000.0,,76800000.0,76800000.0,96410256.0,146500000.0,,740000000.0,195300000.0,23100000.0,11400000.0,5700000.0,-89100000.0,2000000.0,2700000.0,,1632000000.0,796100000.0,-23100000.0,86300000,4342700000,-27600000.0,0.41,-48000000.0,24000000.0,636100000.0,377700000.0,,107600000,-1000000.0,,,,
1997-09-30,1052700000.0,90000000.0,,-139000000.0,1117900000.0,2656200000.0,3777400000.0,276400000.0,,246600000.0,39600000,5235500000.0,3100000.0,1458100000.0,20500000.0,600000.0,0.41,3708900000.0,,322200000.0,388200000.0,,39600000,39600000,806100000.0,,,2214900000.0,0.0,-77100000.0,,-13900000.0,296900000.0,4079600000.0,,0.0,-74500000.0,0.0,,64800000.0,,1331500000.0,-54000000.0,-425100000.0,,79300000.0,79300000.0,96585366.0,150400000.0,,750200000.0,399400000.0,25000000.0,100000.0,190800000.0,-178400000.0,900000.0,3100000.0,,1614600000.0,810800000.0,-25200000.0,91300000,4467800000,-113800000.0,0.44,2500000.0,25200000.0,642200000.0,385700000.0,,111800000,-800000.0,,,,
1997-12-31,1161300000.0,93333333.0,,-31500000.0,1148500000.0,2862600000.0,4108300000.0,281600000.0,,243200000.0,42000000,5584200000.0,-81200000.0,1475900000.0,22300000.0,100000.0,0.43,4023900000.0,,322900000.0,399300000.0,,42000000,42000000,918100000.0,,,2358100000.0,0.0,-155600000.0,,-14200000.0,303900000.0,4271500000.0,,0.0,-56500000.0,0.0,,67100000.0,,1365200000.0,-27100000.0,-432200000.0,,71000000.0,71000000.0,97674419.0,158700000.0,,756500000.0,409700000.0,26700000.0,0.0,126700000.0,-47600000.0,600000.0,2600000.0,,1816500000.0,828700000.0,47000000.0,95400000,4670800000,-78500000.0,0.45,-8300000.0,25100000.0,636400000.0,396500000.0,,117700000,-97600000.0,,,,
1998-03-31,1427500000.0,,,-9000000.0,1173200000.0,2577800000.0,4105600000.0,322600000.0,,233300000.0,35700000,5607500000.0,81200000.0,1501900000.0,23100000.0,-7800000.0,,4005300000.0,,319200000.0,434900000.0,,35700000,35700000,1194200000.0,,,2583500000.0,0.0,-192800000.0,,-3900000.0,345700000.0,6941100000.0,,35700000.0,-128100000.0,0.0,,60000000.0,,1406800000.0,-1600000.0,-440000000.0,,35700000.0,35700000.0,,106000000.0,,752400000.0,10000000.0,27700000.0,21200000.0,-129300000.0,58800000.0,7800000.0,58000000.0,,1859100000.0,870300000.0,-231100000.0,89200000,7376000000,222100000.0,,-35300000.0,24300000.0,708700000.0,430300000.0,,112300000,22800000.0,,,,
1998-06-30,1386000000.0,93555556.0,,13000000.0,1204400000.0,3158900000.0,4755200000.0,302200000.0,,238400000.0,42100000,6301100000.0,-10700000.0,1545900000.0,23100000.0,-200000.0,0.43,4544900000.0,,350200000.0,425400000.0,,42100000,42100000,1147600000.0,,,2775200000.0,0.0,-198000000.0,,-14200000.0,325300000.0,5445500000.0,,0.0,-24400000.0,35700000.0,,70500000.0,,1560800000.0,-25700000.0,-448400000.0,,169800000.0,169800000.0,97906977.0,78200000.0,,751700000.0,68700000.0,28000000.0,40700000.0,110600000.0,-20600000.0,111100000.0,-1000000.0,,2397300000.0,892400000.0,-34900000.0,100100000,5870900000,47900000.0,0.45,134100000.0,28400000.0,692900000.0,444000000.0,,123200000,-3100000.0,,,,
1998-09-30,1381900000.0,94000000.0,,-399900000.0,1210600000.0,3808700000.0,5329700000.0,381900000.0,,240400000.0,9400000,7016900000.0,-1600000.0,1687200000.0,24300000.0,-400000.0,0.1,5190600000.0,,379200000.0,453000000.0,,9400000,9400000,1141500000.0,,,3207200000.0,0.0,-426700000.0,,-16100000.0,406200000.0,6488500000.0,,103500000.0,-59000000.0,0.0,,15900000.0,,1630800000.0,-56900000.0,-491200000.0,,103500000.0,103500000.0,94000000.0,70300000.0,,828200000.0,746200000.0,29400000.0,22900000.0,362200000.0,-424700000.0,1200000.0,-400000.0,,2587100000.0,971000000.0,-30400000.0,46800000,6941500000,-369500000.0,0.1,-66300000.0,6500000.0,475400000.0,479800000.0,,71100000,15100000.0,,,,
1998-12-31,1375600000.0,98139535.0,,-390400000.0,1242800000.0,4188000000.0,5530000000.0,371200000.0,,233400000.0,42200000,7439700000.0,-8100000.0,1909700000.0,25200000.0,600000.0,0.4,5563600000.0,,398900000.0,498200000.0,,42200000,42200000,1142200000.0,,,3284700000.0,0.0,-44300000.0,,-15100000.0,396400000.0,7480600000.0,,124000000.0,-284400000.0,103500000.0,,67900000.0,,1680700000.0,51300000.0,-522200000.0,,124000000.0,124000000.0,105500000.0,74500000.0,,996900000.0,1396100000.0,32400000.0,7300000.0,353100000.0,-172800000.0,-6800000.0,6400000.0,,2282300000.0,1036100000.0,-342200000.0,101800000,7978800000,-48200000.0,0.43,20500000.0,25700000.0,509600000.0,513900000.0,,127000000,-9500000.0,,,,
1999-03-31,1204100000.0,,,541000000.0,1465000000.0,4800100000.0,6499500000.0,1163400000.0,,258600000.0,-8800000,9081600000.0,-7500000.0,2582100000.0,126700000.0,-900000.0,,6004200000.0,,659700000.0,1488300000.0,,-8800000,-8800000,945500000.0,,,3529000000.0,0.0,-226500000.0,,-49400000.0,1404800000.0,8102800000.0,,240800000.0,-286100000.0,124000000.0,,47700000.0,,2881800000.0,-191400000.0,-681000000.0,,240800000.0,240800000.0,,146000000.0,,1228400000.0,637500000.0,34200000.0,47000000.0,-814600000.0,279800000.0,119400000.0,-36900000.0,,3154200000.0,1375000000.0,-145900000.0,83500000,9591100000,686900000.0,,-413800000.0,56500000.0,1008400000.0,694000000.0,,210200000,311700000.0,,,,
1999-06-30,1190700000.0,280400000.0,,-435200000.0,1518500000.0,4980500000.0,6696400000.0,501100000.0,,253100000.0,70100000,9324900000.0,-155000000.0,2628500000.0,56800000.0,-400000.0,0.25,6171200000.0,,686900000.0,706900000.0,,70100000,70100000,937600000.0,,,3665800000.0,0.0,-131500000.0,,-19400000.0,557900000.0,7990500000.0,,178800000.0,-262700000.0,240800000.0,,114900000.0,,2958100000.0,-43300000.0,-701300000.0,,178800000.0,178800000.0,280400000.0,319400000.0,,1223300000.0,1052100000.0,32600000.0,,568800000.0,-370000000.0,13100000.0,-2400000.0,,3008800000.0,1419600000.0,-67100000.0,149000000,8697400000,-368100000.0,0.25,-62000000.0,44800000.0,919600000.0,718300000.0,,205800000,-132200000.0,,,,
1999-09-30,1184700000.0,282380952.0,28100000.0,-137000000.0,1561300000.0,5105100000.0,6797500000.0,523000000.0,,254900000.0,59300000,9497400000.0,-500000.0,2699900000.0,60800000.0,-700000.0,0.21,6289800000.0,,745600000.0,711400000.0,,59300000,59300000,929800000.0,,,3679800000.0,0.0,-23700000.0,,-19300000.0,583800000.0,8338700000.0,,179000000.0,22500000.0,178800000.0,2800000.0,97300000.0,,3011900000.0,-68800000.0,-715200000.0,,207100000.0,179000000.0,282380952.0,167000000.0,,1224400000.0,854900000.0,28700000.0,,47700000.0,-296800000.0,12000000.0,-23100000.0,-267900000.0,2965100000.0,1445100000.0,-67000000.0,127600000,9050100000,-70000000.0,0.21,200000.0,38000000.0,1285100000.0,729900000.0,,188400000,98800000.0,,,,
1999-12-31,1192300000.0,281400000.0,195400000.0,505600000.0,1711400000.0,5646000000.0,7326500000.0,538800000.0,,277500000.0,166800000,10205900000.0,-6200000.0,2879400000.0,41900000.0,-9100000.0,0.58,6838300000.0,,1046300000.0,607000000.0,,166800000,160600000,914800000.0,,,4060000000.0,263200000.0,-383600000.0,,-11900000.0,580700000.0,9283900000.0,,204800000.0,-139100000.0,179000000.0,2800000.0,259100000.0,,3171900000.0,-41200000.0,-587500000.0,,400200000.0,204800000.0,288800000.0,136200000.0,,1283900000.0,441000000.0,28900000.0,2000000.0,-429300000.0,469600000.0,15300000.0,5800000.0,-270300000.0,3922200000.0,1136700000.0,-95700000.0,26300000,9890900000,601300000.0,0.59,32900000.0,98500000.0,1282800000.0,549200000.0,,68200000,-85800000.0,,,,
2000-03-31,1489500000.0,,57000000.0,-494500000.0,2122300000.0,5121800000.0,7965500000.0,611500000.0,,245700000.0,427500000,10372900000.0,600000.0,2407400000.0,41800000.0,25800000.0,,6611300000.0,,666400000.0,653300000.0,,427500000,-88200000,1243800000.0,,,4149300000.0,5900000.0,-91000000.0,,-26900000.0,765900000.0,8651800000.0,,548900000.0,1034100000.0,204800000.0,2800000.0,-135400000.0,,3565800000.0,1065500000.0,-594200000.0,,605900000.0,548900000.0,,175800000.0,,1185600000.0,16200000.0,27100000.0,5800000.0,-110800000.0,-838100000.0,-14200000.0,46200000.0,-323100000.0,3678300000.0,1149600000.0,84700000.0,-112600000,9305100000,-579200000.0,,344100000.0,-47200000.0,1427300000.0,555400000.0,,-70800000,223100000.0,,,,
2000-06-30,1484100000.0,282600000.0,38100000.0,-61700000.0,2169000000.0,5192300000.0,8080900000.0,448600000.0,,247700000.0,63600000,10488400000.0,-500000.0,2407500000.0,57700000.0,4200000.0,0.22,6676400000.0,,685500000.0,640500000.0,,63600000,63600000,1236400000.0,,,4303300000.0,0.0,-158300000.0,3100800000.0,-19600000.0,506300000.0,9088000000.0,,452300000.0,-56000000.0,548900000.0,2800000.0,105300000.0,,3616200000.0,-28000000.0,-6147200000.0,,490400000.0,452300000.0,289700000.0,186400000.0,,1169700000.0,16000000.0,27400000.0,,-8100000.0,-133100000.0,14800000.0,-1300000.0,-329100000.0,3923200000.0,6699500000.0,-29200000.0,134200000,9728500000,-32500000.0,0.23,-96600000.0,41700000.0,1253100000.0,552300000.0,,191900000,-27200000.0,,,,
2000-09-30,1474400000.0,283000000.0,34800000.0,-158400000.0,2214100000.0,5209900000.0,8069100000.0,449600000.0,,250100000.0,61900000,10548000000.0,,2478900000.0,58800000.0,700000.0,0.22,6684300000.0,,715000000.0,634700000.0,,61900000,61900000,1224300000.0,,,4467500000.0,7800000.0,-167100000.0,3221400000.0,-19600000.0,508400000.0,9240100000.0,,176400000.0,-97600000.0,452300000.0,2900000.0,103800000.0,,3667800000.0,-30000000.0,-63500000.0,,211200000.0,176400000.0,292000000.0,169000000.0,,1207300000.0,384500000.0,28700000.0,,-50300000.0,-297000000.0,5200000.0,10600000.0,-324500000.0,3976800000.0,620100000.0,-30400000.0,126300000,9874800000,-128000000.0,0.22,-275900000.0,41900000.0,848600000.0,556600000.0,,185100000,23900000.0,,,,
2000-12-31,1462700000.0,283400000.0,19000000.0,205700000.0,2198900000.0,6061800000.0,8937800000.0,471200000.0,,255200000.0,1700000,11436800000.0,,2499000000.0,61300000.0,7700000.0,0.01,7524500000.0,,739700000.0,612800000.0,,1700000,7300000,1207500000.0,,,4922900000.0,-98900000.0,-455500000.0,3541900000.0,-19600000.0,471200000.0,10416300000.0,,333200000.0,-72800000.0,176400000.0,2900000.0,12900000.0,,3716400000.0,-35500000.0,-651600000.0,,352200000.0,333200000.0,295100000.0,120800000.0,,1199600000.0,18000000.0,28300000.0,,-12500000.0,100700000.0,14200000.0,0.0,-275400000.0,4413600000.0,1211300000.0,-36400000.0,141600000,11029100000,242100000.0,0.01,156800000.0,5600000.0,1630200000.0,559700000.0,,202900000,63800000.0,-200000.0,,,
2001-03-31,1291400000.0,,11900000.0,208600000.0,2006600000.0,6549700000.0,9164000000.0,706100000.0,,255800000.0,-175500000,11529900000.0,,2365900000.0,68300000.0,-10900000.0,,7841100000.0,,706200000.0,659500000.0,,-175500000,-175500000,1035600000.0,,378500000.0,5116400000.0,10500000.0,-204100000.0,3443400000.0,-19500000.0,965200000.0,10718100000.0,,433700000.0,-116400000.0,333200000.0,2900000.0,-212400000.0,,3492900000.0,-64000000.0,-663700000.0,,445600000.0,433700000.0,,0.0,,1064400000.0,194100000.0,27200000.0,6200000.0,-54600000.0,-27500000.0,4400000.0,-30700000.0,-272400000.0,4603300000.0,1259000000.0,-62900000.0,-305700000,11377600000,271500000.0,,100500000.0,-36900000.0,1373800000.0,595300000.0,,-237400000,234600000.0,-39900000.0,,,
2001-06-30,1486500000.0,283900000.0,8600000.0,-414900000.0,2095100000.0,6963500000.0,9700000000.0,500500000.0,,266400000.0,105400000,12073400000.0,,2373400000.0,51200000.0,8200000.0,0.36,8450000000.0,,718400000.0,659700000.0,,105400000,105400000,1024100000.0,,330600000.0,5899500000.0,-11100000.0,-774700000.0,3404400000.0,-19600000.0,500500000.0,10994200000.0,,230300000.0,-55200000.0,433700000.0,2900000.0,119600000.0,,3623400000.0,-36600000.0,-663700000.0,,238900000.0,230300000.0,295500000.0,0.0,,1067400000.0,437500000.0,27000000.0,4800000.0,249400000.0,-598000000.0,28900000.0,12400000.0,-258200000.0,5628200000.0,1251300000.0,-17300000.0,159200000,11653900000,-397600000.0,0.37,-203400000.0,14200000.0,567200000.0,587600000.0,,210400000,18300000.0,,,,
2001-09-30,1488300000.0,285000000.0,6700000.0,375400000.0,2157100000.0,7025600000.0,9751300000.0,520100000.0,968800000.0,268300000.0,79000000,12198100000.0,,2446800000.0,52100000.0,-8200000.0,0.27,8513900000.0,,804100000.0,667800000.0,,79000000,79000000,1024000000.0,,297000000.0,5654800000.0,6200000.0,231700000.0,3657000000.0,-19700000.0,520100000.0,11491500000.0,,286400000.0,-78800000.0,230300000.0,2900000.0,125300000.0,,3684200000.0,-51700000.0,-663700000.0,,293100000.0,286400000.0,299000000.0,0.0,,94700000.0,192800000.0,27000000.0,0.0,-266300000.0,229600000.0,21400000.0,12300000.0,-265800000.0,5961700000.0,1242900000.0,-25800000.0,147700000,12159300000,401200000.0,0.28,56100000.0,46300000.0,574100000.0,579200000.0,,199800000,-42700000.0,,,,
2001-12-31,1362000000.0,285600000.0,5300000.0,45900000.0,2248900000.0,7643800000.0,10314400000.0,497700000.0,,272500000.0,108800000,12788900000.0,,2474500000.0,50200000.0,14500000.0,0.37,9005800000.0,,925100000.0,685400000.0,,108800000,108800000,893400000.0,,427600000.0,6259300000.0,9300000.0,-608100000.0,3604200000.0,-19600000.0,497700000.0,12511300000.0,,284900000.0,-74600000.0,286400000.0,2900000.0,169800000.0,,3783100000.0,-34800000.0,-663700000.0,,290200000.0,284900000.0,299200000.0,0.0,,969600000.0,333400000.0,27200000.0,,-4500000.0,-83800000.0,21600000.0,-15200000.0,-260900000.0,6249100000.0,1243500000.0,-31700000.0,187700000,13196700000,77600000.0,0.38,-1500000.0,59500000.0,633700000.0,579800000.0,,237900000,43400000.0,-29100000.0,,,
