date,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyOtherNonCurrentAssets,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyChangeInInventory,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyDilutedAverageShares,quarterlyOtherCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyGrossPPE,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyBasicEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable
1994-06-30,,73333333.0,,,,,,,,,30800000,,,,,,0.36,,,,,,30800000,21800000,,,,,,,,,,,,,,,,,,,,,,,,85555556.0,,,,,,,,,,,,,,,3245500000,3245500000,,0.42,,,,,,3245500000,,,,,
1994-09-30,,73333333.0,,,,,,,,,30800000,,,,,,0.36,,,,,,30800000,21800000,,,,,,,,,,,,,,,,,,,,,,,,85555556.0,,,,,,,,,,,,,,,3245500000,3245500000,,0.42,,,,,,3245500000,,,,,
1994-12-31,672400000.0,88454810.0,,,862100000.0,1786600000.0,2759700000.0,452500000.0,,213000000.0,303400000,3505100000.0,,745400000.0,,,3.33,2459000000.0,,178100000.0,236300000.0,,303400000,-276300000,459400000.0,,,1219400000.0,3100000.0,,,,452500000.0,3113700000.0,,,,,,-226300000.0,,989600000.0,,-398900000.0,,144200000.0,144200000.0,91111111.0,73500000.0,,216300000.0,329100000.0,11300000.0,,,,,,,1085900000.0,749900000.0,,-216200000,3350000000,,3.43,,50000000.0,371600000.0,351000000.0,,-216200000,,,,,
1995-03-31,667600000.0,,,138100000.0,875900000.0,1738200000.0,2699400000.0,226900000.0,,208800000.0,39600000,3479200000.0,172000000.0,779800000.0,16700000.0,-11000000.0,,2405800000.0,,199200000.0,330000000.0,,39600000,39600000,458800000.0,,,1467500000.0,0.0,59900000.0,,-11500000.0,243600000.0,3018100000.0,,0.0,142200000.0,0.0,,69600000.0,,1013500000.0,-26800000.0,-396800000.0,,385400000.0,385400000.0,,67900000.0,,214300000.0,39500000.0,12400000.0,,-66400000.0,119300000.0,19300000.0,,,1120800000.0,763100000.0,-27300000.0,86400000,3348100000,165400000.0,,241200000.0,30000000.0,577900000.0,366300000.0,,103100000,635300000.0,0.0,,,
1995-06-30,668800000.0,93714286.0,,-39700000.0,898100000.0,1683200000.0,2662300000.0,212100000.0,,206900000.0,32800000,3455300000.0,-143000000.0,793000000.0,16700000.0,1600000.0,0.35,2352000000.0,,212000000.0,299000000.0,,32800000,32800000,461900000.0,,,1083200000.0,0.0,79700000.0,,-10200000.0,228800000.0,3037000000.0,,0.0,-118800000.0,385400000.0,,56200000.0,,1043400000.0,1600000.0,-395400000.0,,288900000.0,288900000.0,93714286.0,496700000.0,,213500000.0,308800000.0,12400000.0,35000000.0,46000000.0,-31600000.0,1500000.0,200000.0,,1035600000.0,762900000.0,-16000000.0,70200000,3336000000,-23700000.0,0.35,-96500000.0,23400000.0,338800000.0,367500000.0,,86900000,-37100000.0,-4700000.0,,,
1995-09-30,665700000.0,93235294.0,,45700000.0,919400000.0,1799800000.0,2769300000.0,218700000.0,,209700000.0,31700000,3576900000.0,1400000.0,807600000.0,17700000.0,600000.0,0.34,2465500000.0,,223700000.0,302900000.0,,31700000,31700000,456000000.0,,,1108200000.0,0.0,-30400000.0,,-11600000.0,236400000.0,3045500000.0,,0.0,32400000.0,0.0,,53200000.0,,1051900000.0,1500000.0,-402200000.0,,370800000.0,370800000.0,93235294.0,480800000.0,,211300000.0,108900000.0,12000000.0,14900000.0,-19900000.0,91200000.0,2300000.0,-5400000.0,,1414400000.0,774800000.0,-23700000.0,66500000,3348400000,69400000.0,0.34,81900000.0,21500000.0,276500000.0,372600000.0,,84200000,-65500000.0,-21000000.0,,,
1995-12-31,657700000.0,94000000.0,,-208700000.0,941500000.0,1885200000.0,2839600000.0,211100000.0,,201900000.0,32900000,3674400000.0,11300000.0,834800000.0,17700000.0,1700000.0,0.35,2542900000.0,,234300000.0,295400000.0,,32900000,32900000,455800000.0,,,1346700000.0,0.0,-240900000.0,,-11200000.0,228800000.0,3254300000.0,,0.0,2700000.0,0.0,,54000000.0,,1072600000.0,-44000000.0,-413100000.0,,181600000.0,181600000.0,94000000.0,435600000.0,,226400000.0,122800000.0,11800000.0,49700000.0,2100000.0,-350700000.0,5400000.0,400000.0,,1280100000.0,787200000.0,-14700000.0,66600000,3549700000,-194000000.0,0.35,-189200000.0,21100000.0,482300000.0,374100000.0,,84300000,99200000.0,-9400000.0,,,
1996-03-31,659500000.0,,,94400000.0,968900000.0,1722600000.0,2665000000.0,231000000.0,,217000000.0,38000000,3503900000.0,-300000.0,838900000.0,19200000.0,0.0,,2382100000.0,,235700000.0,321000000.0,,38000000,38000000,442500000.0,,,1379100000.0,0.0,-31800000.0,,-11200000.0,250200000.0,3161300000.0,,281800000.0,79700000.0,0.0,,60700000.0,,1064600000.0,-9300000.0,-419800000.0,,281800000.0,281800000.0,,222700000.0,,223400000.0,34900000.0,10500000.0,145200000.0,-130300000.0,46600000.0,10000000.0,48000000.0,,1188600000.0,799600000.0,-56400000.0,70800000,3482300000,150800000.0,,100200000.0,22700000.0,499100000.0,379800000.0,,90000000,-15200000.0,-27600000.0,,,
1996-06-30,661000000.0,45500000.0,,-75900000.0,989100000.0,1736700000.0,2533300000.0,227000000.0,,216200000.0,30100000,3447900000.0,-61600000.0,914600000.0,19300000.0,1800000.0,0.66,2397700000.0,,249000000.0,310500000.0,,30100000,30100000,444800000.0,,,1327700000.0,0.0,52300000.0,866800000.0,-10700000.0,246300000.0,3191000000.0,,163100000.0,-38400000.0,281800000.0,,50600000.0,,992400000.0,-15200000.0,-432300000.0,,163100000.0,163100000.0,45500000.0,175700000.0,,282500000.0,113700000.0,11600000.0,58300000.0,-24500000.0,-109400000.0,5300000.0,1000000.0,,1157700000.0,815400000.0,-20100000.0,64200000,3501500000,-55800000.0,0.66,-118700000.0,20500000.0,465300000.0,383100000.0,,83500000,,-101900000.0,,,
1996-09-30,658900000.0,85151515.0,,11400000.0,1007400000.0,1868600000.0,2618300000.0,221000000.0,,213200000.0,28100000,3563600000.0,61400000.0,945300000.0,20500000.0,600000.0,0.32,2527500000.0,,277200000.0,300500000.0,,28100000,28100000,445700000.0,,,1342700000.0,0.0,-14700000.0,,-10500000.0,241500000.0,3266000000.0,,0.0,53700000.0,163100000.0,,47000000.0,,977900000.0,-70300000.0,-444300000.0,,188300000.0,188300000.0,87812500.0,98100000.0,,279200000.0,119200000.0,10500000.0,83500000.0,-61900000.0,22900000.0,1300000.0,1000000.0,,1208300000.0,833200000.0,-22000000.0,59000000,3566500000,33400000.0,0.33,25200000.0,18900000.0,541100000.0,388900000.0,,79500000,,-43300000.0,,,
