date,quarterlyStockholdersEquity,quarterlyOtherIntangibleAssets,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyTaxProvision,quarterlyDilutedAverageShares,quarterlyPretaxIncome,quarterlyNonCurrentDeferredRevenue,quarterlyGoodwill,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedEPS,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetIncomeCommonStockholders,quarterlyInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyCostOfRevenue,quarterlyCurrentLiabilities,quarterlyStockBasedCompensation,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyOtherShortTermInvestments,quarterlyEndCashPosition,quarterlySaleOfInvestment,quarterlyOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingCashFlow,quarterlyResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyCurrentAssets,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyEbitda,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyOtherCurrentAssets,quarterlyCapitalExpenditure,quarterlyOperatingExpense,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherCurrentLiabilities,quarterlyChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets
2010-06-30,5003640000000.0,664901000000.0,30.324,6984906835.0,5342055000000.0,25649000000.0,199870000000.0,2337895000000.0,158477000000.0,280290000000.0,798038000000.0,,,,1583847000000.0,1081056000000.0,38888000000.0,6985258228.0,280290000000.0,,,,,128209062000000.0,9200978000000.0,348266000000.0,241402000000.0,211807000000.0,30.322,85661000000.0,1558950000000.0,211807000000.0,40820006000000.0,121121410000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,5169558000000.0,660590000000.0,,,4893453000000.0,71413000000.0,170225000000.0,2337895000000.0,187298000000.0,260317000000.0,1024320000000.0,,,,1789404000000.0,1088390000000.0,-112733000000.0,,267897000000.0,,,,,131409208000000.0,3489479000000.0,793645000000.0,232939000000.0,205686000000.0,,72485000000.0,9221112000000.0,205686000000.0,42207128000000.0,124210598000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,5169126000000.0,655456000000.0,,,4969266000000.0,70200000000.0,162031000000.0,2337895000000.0,197559000000.0,205095000000.0,878608000000.0,,,,1814224000000.0,1118571000000.0,218207000000.0,,197515000000.0,,,,,132151935000000.0,3587255000000.0,628304000000.0,126997000000.0,97645000000.0,,67587000000.0,10829097000000.0,97645000000.0,44370069000000.0,124936663000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,5502543000000.0,769677000000.0,,,9436358000000.0,25727000000.0,,2337896000000.0,,192777000000.0,177279000000.0,-723889000000.0,49448000000.0,1763372000000.0,1974069000000.0,1039483000000.0,216803000000.0,,186981000000.0,,,,,136470927000000.0,12548358000000.0,-476669000000.0,-29820000000.0,-51131000000.0,,85323000000.0,5890388000000.0,-51131000000.0,38178394000000.0,128919722000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,4970176000000.0,674270000000.0,29.694,6958429615.0,6749710000000.0,62779000000.0,85750000000.0,2337895000000.0,224025000000.0,301207000000.0,967033000000.0,,,,1910956000000.0,1170026000000.0,61228000000.0,6958429615.0,299942000000.0,,,,,133163200000000.0,3793253000000.0,389386000000.0,238714000000.0,206621000000.0,29.694,75636000000.0,10320691000000.0,206621000000.0,43750043000000.0,126168588000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,4965161000000.0,669611000000.0,,,6737438000000.0,61981000000.0,-52453000000.0,2337895000000.0,283126000000.0,247556000000.0,932019000000.0,,,,2017801000000.0,1153346000000.0,106727000000.0,,245436000000.0,,,,1706704000000.0,133087119000000.0,13919683000000.0,374858000000.0,138709000000.0,107137000000.0,,72440000000.0,1347193000000.0,107137000000.0,43225826000000.0,126126738000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,4903965000000.0,788027000000.0,,,7338561000000.0,93902000000.0,-77344000000.0,2337895000000.0,430285000000.0,235219000000.0,848556000000.0,,,,2045107000000.0,1156439000000.0,389948000000.0,,238606000000.0,,,,,138842236000000.0,4418173000000.0,1042177000000.0,127609000000.0,97243000000.0,,66472000000.0,11158396000000.0,97243000000.0,47442385000000.0,131904770000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,5564665000000.0,899167000000.0,,,8050562000000.0,69330000000.0,,2337896000000.0,,728834000000.0,86895000000.0,-746662000000.0,61786000000.0,1791668000000.0,2162696000000.0,1045006000000.0,-96709000000.0,,135208000000.0,,,,,141874426000000.0,10412858000000.0,-439716000000.0,-47034000000.0,-65571000000.0,,99083000000.0,7377742000000.0,-65571000000.0,41992018000000.0,134259035000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,5113798000000.0,807982000000.0,17.408,6769750075.0,6946951000000.0,90752000000.0,40886000000.0,2337895000000.0,464110000000.0,237680000000.0,967468000000.0,,,,2202732000000.0,1745053000000.0,87021000000.0,6771750374.0,235517000000.0,,,,1702377000000.0,138120170000000.0,11822968000000.0,400747000000.0,148496000000.0,117842000000.0,17.402,80301000000.0,2355633000000.0,117842000000.0,46930543000000.0,130979139000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,5630235000000.0,900851000000.0,,,8360558000000.0,76114000000.0,275275000000.0,2337896000000.0,,783358000000.0,340187000000.0,,106825000000.0,,2382208000000.0,1589068000000.0,80342000000.0,,279498000000.0,,,,,138904559000000.0,8507681000000.0,221312000000.0,199156000000.0,173145000000.0,,78179000000.0,6512074000000.0,173145000000.0,41639460000000.0,131271012000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,5623465000000.0,793149000000.0,,,7961894000000.0,97609000000.0,185470000000.0,2337895000000.0,606941000000.0,-196149000000.0,1461497000000.0,,,,2567637000000.0,1812201000000.0,9645000000.0,,309872000000.0,,,,1670746000000.0,142891234000000.0,4764395000000.0,468296000000.0,300227000000.0,259420000000.0,,70942000000.0,2657559000000.0,259420000000.0,52548363000000.0,135187514000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,6638535000000.0,1375108000000.0,,,11920708000000.0,107262000000.0,1069603000000.0,2337896000000.0,2054417000000.0,140662000000.0,-176703000000.0,-757733000000.0,206977000000.0,2515727000000.0,2596104000000.0,1757994000000.0,97787000000.0,,140664000000.0,165126000000.0,431420000000.0,229521000000.0,,148007726000000.0,8804516000000.0,179364000000.0,42877000000.0,22509000000.0,,110098000000.0,5658336000000.0,22509000000.0,42131162000000.0,139265076000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,6608067000000.0,786450000000.0,42.312,6814317360.0,19871706000000.0,115395000000.0,678415000000.0,2337895000000.0,629165000000.0,518266000000.0,1103582000000.0,,,,3006716000000.0,2042413000000.0,133556000000.0,6817349979.0,458697000000.0,,,,1724625000000.0,146677441000000.0,4794681000000.0,391358000000.0,325141000000.0,288333000000.0,42.294,77059000000.0,3362227000000.0,288333000000.0,40964687000000.0,137926634000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,7220744000000.0,904185000000.0,,,25209503000000.0,129690000000.0,1313184000000.0,2337896000000.0,,235171000000.0,512484000000.0,,120051000000.0,,2882340000000.0,1884044000000.0,104600000000.0,,306074000000.0,,,,,146753854000000.0,9850970000000.0,287635000000.0,201474000000.0,170648000000.0,,81262000000.0,5495662000000.0,170648000000.0,27766861000000.0,137570198000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,7280832000000.0,801073000000.0,,,27621540000000.0,163244000000.0,1008686000000.0,2337895000000.0,680132000000.0,413648000000.0,1322382000000.0,,,,3349313000000.0,2273805000000.0,116089000000.0,,400004000000.0,,,,1786004000000.0,157103235000000.0,5041547000000.0,490856000000.0,283914000000.0,245724000000.0,,81334000000.0,3779497000000.0,245724000000.0,39664969000000.0,147802202000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,7686841000000.0,1458977000000.0,,,33329918000000.0,149251000000.0,1546826000000.0,2337896000000.0,2216443000000.0,139096000000.0,146533000000.0,-815867000000.0,94585000000.0,2894794000000.0,3114716000000.0,2078927000000.0,59752000000.0,,141406000000.0,165825000000.0,452515000000.0,239664000000.0,1191736000000.0,158615655000000.0,10376030000000.0,180532000000.0,81655000000.0,61662000000.0,,80856000000.0,6762804000000.0,61662000000.0,27834388000000.0,149197488000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,7505135000000.0,815473000000.0,33.764,6836355375.0,32466293000000.0,218486000000.0,924505000000.0,2337895000000.0,7245647000000.0,367447000000.0,917635000000.0,,,,3657602000000.0,2415184000000.0,107293000000.0,6840297534.0,366265000000.0,,,,1814547000000.0,162438236000000.0,5264989000000.0,397864000000.0,258972000000.0,230819000000.0,33.744,88662000000.0,3975322000000.0,230819000000.0,39750201000000.0,153227565000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,8345008000000.0,962989000000.0,,,36681124000000.0,322042000000.0,1906379000000.0,2337896000000.0,,246118000000.0,591033000000.0,,103055000000.0,,3413163000000.0,2268219000000.0,71490000000.0,,259384000000.0,,,,,168119114000000.0,9799598000000.0,295648000000.0,187894000000.0,159909000000.0,,86149000000.0,9729513000000.0,159909000000.0,27475582000000.0,158036824000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,8451803000000.0,817400000000.0,,,33154774000000.0,487844000000.0,1502876000000.0,2337895000000.0,5965380000000.0,493262000000.0,1423330000000.0,,,,4026998000000.0,2756609000000.0,152739000000.0,,477185000000.0,,,,1850175000000.0,175695844000000.0,5763664000000.0,531234000000.0,324446000000.0,291492000000.0,,110780000000.0,4633320000000.0,291492000000.0,43342275000000.0,165442357000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,9339378000000.0,1497941000000.0,,,40233086000000.0,563805000000.0,2759084000000.0,2337896000000.0,2109554000000.0,7957000000.0,88172000000.0,-911958000000.0,111365000000.0,3408455000000.0,3554688000000.0,2496497000000.0,78425000000.0,,30074000000.0,161355000000.0,454049000000.0,252420000000.0,,179181466000000.0,10606492000000.0,212825000000.0,-48351000000.0,-68150000000.0,,85516000000.0,11560151000000.0,-68150000000.0,29888339000000.0,168160616000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,9222412000000.0,818708000000.0,39.184,6836190200.0,43503454000000.0,650896000000.0,2042076000000.0,2337895000000.0,10418471000000.0,404477000000.0,1037881000000.0,,,,4258030000000.0,2848906000000.0,110899000000.0,6840722202.0,406501000000.0,,,,1911612000000.0,187315077000000.0,6447427000000.0,426838000000.0,295602000000.0,267869000000.0,39.158,101193000000.0,4402990000000.0,267869000000.0,42819317000000.0,176395547000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,9487729000000.0,988163000000.0,,,43744530000000.0,381229000000.0,2272304000000.0,2337896000000.0,,264287000000.0,576179000000.0,,111712000000.0,,3889763000000.0,2574377000000.0,78608000000.0,,279375000000.0,,,,,182305423000000.0,13598088000000.0,308992000000.0,200767000000.0,176583000000.0,,107730000000.0,9073240000000.0,176583000000.0,28759481000000.0,171131468000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,9293850000000.0,873440000000.0,,,39674309000000.0,571175000000.0,1857256000000.0,2337895000000.0,6250547000000.0,231394000000.0,1411764000000.0,,,,4514043000000.0,2942055000000.0,-2854000000.0,,212062000000.0,,,,1979000000000.0,187505952000000.0,6979941000000.0,549829000000.0,214915000000.0,181790000000.0,,114251000000.0,5161309000000.0,181790000000.0,42364380000000.0,176493780000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,9504551000000.0,1635399000000.0,,,43260368000000.0,335888000000.0,1991955000000.0,2337896000000.0,2280117000000.0,394486000000.0,353220000000.0,-969766000000.0,93307000000.0,3560717000000.0,4186683000000.0,2590951000000.0,186225000000.0,,427762000000.0,159888000000.0,460787000000.0,258464000000.0,,180172652000000.0,13395026000000.0,220090000000.0,241538000000.0,217678000000.0,,107927000000.0,7243024000000.0,217678000000.0,25794580000000.0,169130553000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,8788790000000.0,961372000000.0,26.958,6836114695.0,39363896000000.0,377359000000.0,1249700000000.0,2337895000000.0,976806000000.0,273974000000.0,994411000000.0,,,,4616228000000.0,2896767000000.0,65665000000.0,6843111771.0,273115000000.0,,,,2367220000000.0,181371336000000.0,6865392000000.0,443197000000.0,207450000000.0,184285000000.0,26.93,125947000000.0,3645285000000.0,184285000000.0,36299351000000.0,171073237000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,9408114000000.0,1174613000000.0,,,39671548000000.0,365536000000.0,1491686000000.0,2337896000000.0,,471828000000.0,708397000000.0,,56761000000.0,,4590242000000.0,2531422000000.0,135949000000.0,,487967000000.0,,,,,174682853000000.0,10929621000000.0,314464000000.0,352018000000.0,321819000000.0,,99005000000.0,7355327000000.0,321819000000.0,22085945000000.0,163754895000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,9240228000000.0,994539000000.0,,,42025313000000.0,455856000000.0,1443242000000.0,2337895000000.0,1159537000000.0,67507000000.0,1393883000000.0,,,,4873833000000.0,3081950000000.0,12428000000.0,,76131000000.0,,,,2357090000000.0,192306072000000.0,8010280000000.0,587525000000.0,63702000000.0,38575000000.0,,177923000000.0,3786904000000.0,38575000000.0,35799946000000.0,181473539000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,10382282000000.0,1766681000000.0,,,47445219000000.0,320201000000.0,2134042000000.0,2337896000000.0,3181590000000.0,37725000000.0,-135608000000.0,-1138625000000.0,79371000000.0,3824680000000.0,4609496000000.0,2686055000000.0,-74276000000.0,,43139000000.0,168952000000.0,426455000000.0,291871000000.0,,191150981000000.0,12239800000000.0,215022000000.0,117416000000.0,83191000000.0,,99463000000.0,11064842000000.0,83191000000.0,25125405000000.0,179263698000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,9892957000000.0,937700000000.0,34.256,7050560000.0,47613679000000.0,389095000000.0,1634521000000.0,2337895000000.0,,316186000000.0,1079284000000.0,,,,5172476000000.0,3452976000000.0,49868000000.0,7056240505.0,315647000000.0,,,,2362188000000.0,201864739000000.0,8371517000000.0,453913000000.0,265779000000.0,241521000000.0,34.228,173667000000.0,3534538000000.0,241521000000.0,38548992000000.0,190456584000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,11000454000000.0,1085391000000.0,,,49990986000000.0,488386000000.0,2431221000000.0,2338743000000.0,,268856000000.0,526280000000.0,,51859000000.0,,4929792000000.0,2966027000000.0,87428000000.0,,301618000000.0,,,,,197288043000000.0,13170583000000.0,342274000000.0,214190000000.0,184481000000.0,,164185000000.0,10780161000000.0,184481000000.0,25268776000000.0,184753085000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,,,,,,,,,,,1932979000000.0,,,,,,83986000000.0,,331850000000.0,,,,,,,555567000000.0,247863000000.0,222123000000.0,,242108000000.0,,222123000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,11262819000000.0,1398079000000.0,,,54795316000000.0,397741000000.0,2324349000000.0,2338743000000.0,2378406000000.0,,-186529000000.0,-733024000000.0,55516000000.0,2243156000000.0,5149193000000.0,1510132000000.0,8096000000.0,,169861000000.0,133478000000.0,273725000000.0,313226000000.0,,192175566000000.0,14801647000000.0,285181000000.0,161766000000.0,111873000000.0,,154009000000.0,6410785000000.0,111873000000.0,25942284000000.0,179679767000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,10471273000000.0,849477000000.0,32.356,7018510000.0,54052677000000.0,524658000000.0,1801204000000.0,,,,1060765000000.0,,,,5652748000000.0,3589617000000.0,82937000000.0,7023071689.0,330624000000.0,,,,,200110993000000.0,9464680000000.0,428772000000.0,247687000000.0,227084000000.0,32.334,245182000000.0,5109681000000.0,227084000000.0,37305728000000.0,188392001000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,11496682000000.0,818219000000.0,,,56793422000000.0,446617000000.0,2104670000000.0,2339443000000.0,,,545904000000.0,-1125459000000.0,40137000000.0,4823510000000.0,5629654000000.0,1490003000000.0,43334000000.0,,210790000000.0,,,,,199370561000000.0,22587885000000.0,422133000000.0,167456000000.0,130352000000.0,,260484000000.0,2013278000000.0,130352000000.0,25428827000000.0,186740372000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,10491898000000.0,702821000000.0,,,54231010000000.0,397104000000.0,1528064000000.0,2339443000000.0,,,1798672000000.0,,,,5903515000000.0,1497499000000.0,74222000000.0,,382400000000.0,,,,,202000264000000.0,9672246000000.0,428627000000.0,308177000000.0,280446000000.0,,329742000000.0,2760150000000.0,280446000000.0,36200740000000.0,190670462000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,11279323000000.0,1427762000000.0,,,57856308000000.0,267365000000.0,1916366000000.0,2339443000000.0,1532603000000.0,,-435466000000.0,-772225000000.0,147041000000.0,2280011000000.0,5715101000000.0,1507786000000.0,-16187000000.0,,-91922000000.0,129414000000.0,215808000000.0,360258000000.0,,195503623000000.0,20868173000000.0,247499000000.0,-75734000000.0,-95950000000.0,,266467000000.0,2440515000000.0,-95950000000.0,24272957000000.0,183730177000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,10699124000000.0,,31.048,6948183010.0,58018346000000.0,404206000000.0,1657056000000.0,,,,896228000000.0,,,,6075295000000.0,1501670000000.0,60688000000.0,6952655666.0,282383000000.0,,,,,204572522000000.0,9131716000000.0,432641000000.0,221695000000.0,215727000000.0,31.028,322841000000.0,3744303000000.0,215727000000.0,37810326000000.0,193351036000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,11347049000000.0,851137000000.0,,,58057047000000.0,281585000000.0,1831923000000.0,2339965000000.0,,,,,42640000000.0,,5777873000000.0,1845714000000.0,,,,,,,,201518047000000.0,24035310000000.0,,,,,,1823180000000.0,,28048958000000.0,189843950000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
