date,quarterlyOperatingExpense,quarterlyDilutedAverageShares,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNetPPE,quarterlyTaxProvision,quarterlyChangesInAccountReceivables,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyTotalNonCurrentAssets,quarterlyBasicAverageShares,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyOtherIncomeExpense,quarterlyChangeInInventory,quarterlyInventory,quarterlyGrossProfit,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyCurrentDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashDividendsPaid,quarterlyRepaymentOfDebt,quarterlyInterestExpense,quarterlyLongTermDebt,quarterlyIncomeTaxPayable
2008-09-30,31398000,79559000.0,,,,34908000,80000,104526000,24413000,11013000,,,-1303000,-11804000.0,0.0,2502000,83044000,22817000.0,-10495000,-0.27,-10110000,19513000,27711000,,-23319000,0.0,7631000,2502000.0,,14917000.0,-2103000.0,,-21872000,38043000,119943000,1447000,1608000.0,3687000,70149000.0,80113000,-283425000,94057000,79559000.0,8079000,-21097000,108192000,214000000,-21764000,-11413000,-21764000,-21764000,,0.0,6595000.0,,0.0,,24413000,,-2887000,105808000,,23126000.0,-0.27,1555000,,,8079000.0,,,,,,,,,
2008-12-31,41944000,,,,,24413000,80000,95179000,30800000,10996000,,,-910000,-15119000.0,3986000.0,70000,476000,26115000.0,6387000,,-25637000,32865000,37582000,66958000.0,-31876000,0.0,244000,-3916000.0,,,,,-31876000,40220000,110716000,-108000,3012000.0,4362000,68479000.0,64379000,-314022000,77001000,,10068000,-1000,108699000,187717000,-30597000,-26547000,-30597000,-30597000,0.0,0.0,8186000.0,,0.0,,30800000,,31954000,79018000,65529000.0,24341000.0,,1279000,,,10068000.0,,,,,,,,,
2009-03-31,37402000,83545000.0,,,,30800000,86000,131607000,30741000,12144000,,-3694000.0,-1886000,,0.0,53225000,476000,,-59000,-0.33,-18554000,18038000,33246000,68714000.0,-28260000,0.0,4279000,52532000.0,,,-1576000.0,2714000.0,-27522000,44735000,147514000,738000,3596000.0,4156000,68714000.0,100866000,-341290000,73426000,83545000.0,9142000,-50882000,113449000,220940000,-27268000,-20440000,-27268000,-27268000,0.0,0.0,11880000.0,,0.0,,30741000,0.0,-34730000,107491000,60806000.0,27147000.0,-0.33,992000,,,9142000.0,,,,,,,,,
2009-06-30,32731000,86200000.0,,,,30741000,87000,140628000,26591000,12644000,,5863000.0,-1320000,,0.0,11819000,476000,,-4150000,-0.26,-12354000,53539000,28712000,93572000.0,-23323000,0.0,4406000,11395000.0,,,-1054000.0,2729000.0,-23323000,19159000,189937000,820000,3872000.0,4019000,93572000.0,114037000,-363761000,22884000,86200000.0,9408000,-55834000,112731000,212821000,-22471000,-13674000,-22471000,-22471000,0.0,0.0,6017000.0,,0.0,,26591000,0.0,-3615000,100090000,49309000.0,27658000.0,-0.26,852000,,,9408000.0,,,,,,,,,
2009-09-30,32219000,93460000.0,,,,26591000,101000,266477000,72060000,12465000,,2023000.0,-677000,,0.0,131657000,531000,,45469000,-0.21,-14656000,51794000,28263000,88928000.0,-20573000,0.0,419000,128214000.0,,,-473000.0,3046000.0,-20573000,21946000,306016000,856000,3872000.0,3956000,88928000.0,194417000,-383588000,20405000,93460000.0,11646000,-122649000,110874000,326421000,-19827000,-15333000,-19827000,-19827000,0.0,0.0,3994000.0,,0.0,,72060000,0.0,-71532000,215547000,39539000.0,27866000.0,-0.21,746000,,,11646000.0,,,,,,,,,
2009-12-31,34470000,,,,,72060000,101000,260805000,18486000,12325000,,-76128000.0,-706000,-18243000.0,0.0,186000,504000,30568000.0,-53574000,,-16219000,130640000,28918000,77635000.0,-12701000,0.0,-9183000,0.0,,2886000.0,-1249000.0,3360000.0,-8233000,104498000,348579000,4468000,3360000.0,5552000,77635000.0,242319000,-395705000,39754000,,21769000,-167475000,182133000,388333000,-12117000,-16925000,-12117000,-12117000,0.0,0.0,80122000.0,,0.0,,18486000,,-37541000,206200000,26925000.0,85002000.0,,584000,,,,,,,,,,,,
2010-03-31,35547000,103036000.0,,,,18486000,101000,318286000,18332000,12562000,,66307000.0,-1053000,,0.0,1040000,475000,,-154000,0.11,44575000,101391000,30316000,130858000.0,10908000,0.0,27689000,0.0,,,-1005000.0,3184000.0,10908000,63036000,342021000,816000,4582000.0,5231000,82746000.0,299954000,-384245000,25889000,100622000.0,46455000,-146107000,145782000,367910000,11460000,43522000,11460000,11460000,0.0,0.0,13815000.0,,0.0,,18332000,0.0,-45769000,222128000,12852000.0,48112000.0,0.11,552000,,,46455000.0,,,,,,,,,
2010-06-30,45754000,100919000.0,,,,18332000,101000,313367000,49493000,12893000,,-1365000.0,-1204000,,0.0,2859000,478000,,31161000,-0.08,-5257000,98700000,39287000,118992000.0,-8876000,0.0,-2007000,0.0,,,-2291000.0,3178000.0,-8876000,44804000,333153000,874000,4128000.0,6467000,95092000.0,263874000,-392568000,25299000,100919000.0,36878000,-63937000,139896000,358452000,-8323000,-6461000,-8323000,-8323000,0.0,0.0,15180000.0,,0.0,,49493000,0.0,33559000,218556000,11928000.0,23900000.0,-0.08,553000,,,36878000.0,,,,,,,,,
2010-09-30,51325000,101221000.0,,,,49493000,101000,302913000,22771000,12834000,,-82000.0,-876000,,0.0,1598000,478000,,-26722000,-0.34,-10521000,101956000,44287000,131949000.0,-35334000,0.0,19023000,0.0,,,-1538000.0,3736000.0,-35334000,51183000,322668000,3882000,3736000.0,7038000,107746000.0,280142000,-427424000,26048000,101221000.0,15991000,-118879000,158929000,348716000,-34856000,-11397000,-34856000,-34856000,0.0,0.0,15262000.0,,0.0,,22771000,0.0,-17799000,189787000,12736000.0,24203000.0,-0.34,478000,,,15991000.0,,,,,,,,,
2010-12-31,43042000,,,,,22771000,102000,281809000,21127000,12311000,,-4017000.0,-415000,-21542000.0,0.0,1880000,478000,33853000.0,-1644000,,-21963000,143530000,32520000,110630000.0,-34896000,0.0,6875000,0.0,,,-1373000.0,4232000.0,-34896000,54821000,304116000,-2010000,4232000.0,10522000,113597000.0,260682000,-461970000,25820000,,8146000,-124676000,168418000,329936000,-34546000,-22378000,-34546000,-34546000,0.0,0.0,19279000.0,,0.0,,21127000,0.0,18439000,161518000,13031000.0,29038000.0,,350000,,,8146000.0,,,,,,,,,
2011-03-31,45147000,108513000.0,,,,21127000,114000,442597000,61469000,11739000,,10658000.0,-303000,,0.0,171508000,479000,,40342000,-0.3,-9574000,117610000,32434000,112962000.0,-32976000,0.0,17112000,168118000.0,,,-1164000.0,4268000.0,-31274000,59817000,455119000,1702000,18000.0,12713000,115947000.0,381128000,-494644000,25474000,108513000.0,12171000,-238899000,175764000,480593000,-32674000,-9877000,-32674000,-32674000,0.0,0.0,8621000.0,,0.0,,61469000,0.0,-121592000,304829000,13256000.0,34424000.0,-0.3,302000,,,12171000.0,,,,,,,,,
2011-06-30,64840000,113996000.0,,,,61469000,114000,411119000,79797000,12125000,,-2390000.0,-1282000,,0.0,6483000,681000,,18328000,-0.45,-35453000,133300000,49643000,116894000.0,-51786000,0.0,9383000,-65000.0,,,-1204000.0,4262000.0,-51717000,69514000,427685000,69000,-83966000.0,15197000,120093000.0,331322000,-546150000,25950000,113996000.0,13054000,-84720000,189607000,453635000,-51506000,-36735000,-51506000,-51506000,0.0,0.0,11011000.0,,0.0,,79797000,0.0,47298000,264028000,13144000.0,35678000.0,-0.45,280000,,,13054000.0,,,,,,,,,
2011-09-30,60875000,114727000.0,,,,79797000,115000,361697000,112105000,14638000,,-4436000.0,-3431000,,0.0,2824000,6150000,,32308000,-0.35,-41912000,141043000,41080000,150959000.0,-40933000,0.0,-9094000,0.0,,,-1617000.0,5490000.0,-40933000,38287000,374488000,1008000,-40397000.0,19795000,150959000.0,249592000,-586835000,46002000,114727000.0,20666000,-60454000,189246000,420490000,-40685000,-45343000,-40685000,-40685000,0.0,0.0,15447000.0,,-5762000.0,,112105000,724000.0,71396000,231244000,12791000.0,35636000.0,-0.35,248000,,3428000.0,19942000.0,,,,,,,,,
2011-12-31,65193000,,,,,112105000,116000,330696000,87634000,19652000,,-39508000.0,-6236000,-24824000.0,0.0,7169000,5983000,44476000.0,-24471000,,-37092000,107006000,40239000,110013000.0,-18697000,0.0,-28277000,0.0,,15650000.0,20000.0,5964000.0,-17306000,91140000,399581000,1391000,-25438000.0,24954000,115227000.0,243062000,-614000000,25635000,,48887000,-95316000,206367000,425216000,-27165000,-43328000,-27165000,-27165000,0.0,0.0,54955000.0,,-2000.0,21053000.0,87634000,2391000.0,5452000,218849000,0.0,38092000.0,,-8468000,-6041000.0,9469000.0,46496000.0,,,,,,,,,
2012-03-31,60672000,116348000.0,,,,87634000,117000,308867000,53343000,19406000,,-1626000.0,-1055000,,0.0,7584000,5791000,,-34291000,-0.11,-27855000,110676000,38487000,112841000.0,-15498000,0.0,-23893000,0.0,,,-35000.0,6101000.0,-14004000,74025000,387358000,1494000,-12004000.0,22185000,118349000.0,255524000,-626298000,25197000,116348000.0,48245000,-123641000,192374000,412555000,-12298000,-28910000,-12298000,-12298000,0.0,0.0,56581000.0,,0.0,,53343000,3071000.0,-14020000,220181000,,33460000.0,-0.11,3200000,-6284000.0,15753000.0,45174000.0,,,,,,,,,
2012-06-30,62617000,117252000.0,,,,53343000,118000,330337000,60760000,19339000,,25028000.0,-1271000,,0.0,10038000,5598000,,7417000,-0.15,13272000,-104851000,42755000,111735000.0,-17291000,0.0,23249000,0.0,,,-37000.0,5536000.0,-15762000,84644000,395092000,1529000,-17611000.0,19862000,116868000.0,269577000,-643534000,24937000,117252000.0,48823000,-131622000,201512000,420029000,-17236000,12001000,-17236000,-17236000,0.0,0.0,31553000.0,,221851000.0,,60760000,3497000.0,-15893000,218517000,,32490000.0,-0.15,55000,-9944000.0,25697000.0,45326000.0,,,,,,,,,
2012-09-30,60234000,118471000.0,,,,60760000,119000,313934000,54931000,20348000,,-3603000.0,-2353000,,0.0,11389000,5404000,,-5829000,-0.12,-24734000,5000000,41392000,113179000.0,-13757000,0.0,-19553000,0.0,,,13000.0,6272000.0,-12218000,74536000,389578000,1539000,-13746000.0,18842000,118218000.0,259003000,-657186000,25752000,118471000.0,49832000,-91131000,192754000,415330000,-13652000,-27087000,-13652000,-13652000,0.0,0.0,35156000.0,,96000000.0,,54931000,3355000.0,7516000,222576000,,32011000.0,-0.12,105000,-8599000.0,34296000.0,46477000.0,,,,,,,,,
2012-12-31,71074000,119310000.0,-10596000.0,,,54931000,120000,364258000,54663000,24752000,,1713000.0,-5806000,-29864000.0,0.0,6713000,107164000,54616000.0,-268000,-0.09,50798000,425150000,47663000,138767000.0,-10708000,0.0,51387000,0.0,,12864000.0,37000.0,7431000.0,-10708000,56130000,364258000,1597000,45935000.0,23411000,189144000.0,309595000,-667782000,107164000,119310000.0,63912000,-158672000,245274000,471422000,-10596000,44992000,-10596000,-10596000,0.0,0.0,33443000.0,,-318451000.0,27038000.0,54663000,3546000.0,-57779000,226148000,,44447000.0,-0.09,112000,-3451000.0,37747000.0,60366000.0,,,,,,,,,
2013-03-31,69621000,120455000.0,-16264000.0,,,54663000,121000,344134000,34934000,29469000,,-11278000.0,-6254000,,0.0,16786000,5620000,,-19729000,-0.14,-29872000,70700000,47735000,137949000.0,-16387000,0.0,-22715000,,,,27000.0,6606000.0,-14660000,88987000,430939000,1727000,774000.0,21886000,143775000.0,309200000,-684046000,35089000,120455000.0,57328000,-71089000,232762000,466028000,-16264000,-36126000,-16264000,-16264000,0.0,0.0,44721000.0,,0.0,,34934000,4094000.0,-6643000,233266000,,43222000.0,-0.14,123000,4015000.0,33732000.0,53234000.0,,,,,,,,,
2013-06-30,75809000,121317000.0,-6899000.0,,,34934000,121000,338089000,27632000,29684000,,-2948000.0,-2137000,,0.0,3995000,128502000,,-7302000,-0.06,-7313000,137300000,52273000,133455000.0,-7009000,0.0,-9767000,,,,0.0,6780000.0,-7009000,49577000,338089000,2114000,459000.0,23536000,179899000.0,310457000,-690945000,128502000,121317000.0,73558000,-139042000,229476000,466591000,-6899000,-9450000,-6899000,-6899000,0.0,0.0,47669000.0,,0.0,,27632000,4758000.0,-3984000,237115000,,40771000.0,-0.06,110000,-4929000.0,38661000.0,68800000.0,,,,,,,,,
2013-09-30,89298000,121990000.0,-23686000.0,,,27632000,122000,373848000,119529000,37229000,,18461000.0,-6402000,,0.0,12673000,103782000,,91897000,-0.19,29822000,186200000,67847000,138092000.0,-23784000,0.0,42764000,,,,47000.0,8231000.0,-23784000,56611000,373848000,2216000,297000.0,21451000,186639000.0,254319000,-714631000,103782000,121990000.0,70969000,-130312000,243250000,477630000,-23686000,23420000,-23686000,-23686000,0.0,103782000.0,29208000.0,,-84000.0,,119529000,5455000.0,49402000,234380000,,43026000.0,-0.19,98000,12657000.0,26004000.0,65514000.0,,,,,,,,,
2013-12-31,76253000,122512000.0,-15671000.0,,3849000.0,119529000,123000,374267000,64116000,40787000,,-300000.0,-7361000,-36365000.0,0.0,1745000,109631000,77152000.0,-55413000,-0.13,6253000,86500000,50772000,149191000.0,-15681000,0.0,9224000,,,13407000.0,-11000.0,9789000.0,-15681000,59348000,374267000,2558000,353000.0,25481000,194365000.0,310151000,-730302000,109631000,122512000.0,67409000,-142739000,253713000,483898000,-15671000,-1108000,-15671000,-15671000,0.0,0.0,29508000.0,,189000.0,27620000.0,64116000,6837000.0,-63411000,230185000,,39850000.0,-0.13,10000,-1069000.0,27073000.0,60572000.0,,,,,,,,,
2014-03-31,78514000,122896000.0,-16301000.0,,,64116000,123000,355358000,44812000,41047000,,-8388000.0,-3141000,,0.0,7786000,120714000,,-19304000,-0.13,-23242000,127500000,54496000,140920000.0,-16371000,0.0,-19414000,,,,9000.0,9304000.0,-16371000,58593000,355358000,2837000,332000.0,24018000,186485000.0,310546000,-746603000,120714000,122896000.0,68271000,-128207000,245078000,476072000,-16301000,-26383000,-16301000,-16301000,0.0,120714000.0,37896000.0,,0.0,,44812000,6128000.0,-3848000,230994000,,40436000.0,-0.13,70000,-1971000.0,29044000.0,62143000.0,,,,,,,,,
2014-06-30,79219000,123209000.0,-17590000.0,,,44812000,123000,349209000,38831000,41256000,,2991000.0,-3999000,,0.0,2244000,120406000,,-5981000,-0.14,-4183000,105200000,53694000,134956000.0,-17643000,0.0,718000,,,,756000.0,9435000.0,-17643000,61580000,349209000,3062000,192000.0,25525000,182205000.0,310378000,-764193000,120406000,123209000.0,68308000,-105243000,243785000,469615000,-17590000,-8182000,-17590000,-17590000,0.0,0.0,34905000.0,,0.0,,38831000,6732000.0,-4042000,225830000,,42261000.0,-0.14,53000,-1447000.0,30491000.0,61576000.0,,,,,,,,,
2014-09-30,83852000,123591000.0,-15566000.0,,,38831000,124000,339561000,50168000,43958000,,-8912000.0,-2641000,,0.0,4898000,138687000,,11337000,-0.13,-11791000,118500000,58510000,129238000.0,-15625000,0.0,-9854000,,,,501000.0,10279000.0,-15625000,71323000,339561000,3209000,141000.0,25342000,181739000.0,289393000,-779759000,138687000,123591000.0,75853000,-97629000,253062000,478248000,-15566000,-14432000,-15566000,-15566000,0.0,0.0,43817000.0,,0.0,,50168000,7626000.0,18230000,225186000,,47806000.0,-0.13,59000,-7050000.0,37541000.0,68227000.0,,,,,,,,,
2014-12-31,93478000,123921000.0,-26684000.0,,3078000.0,50168000,124000,313413000,56927000,46129000,,4569000.0,-7395000,-46165000.0,0.0,1260000,145552000,92294000.0,6759000,-0.22,-20783000,153872000,64043000,117648000.0,-27724000,0.0,-8267000,,,17245000.0,-29000.0,11601000.0,-27724000,77681000,313413000,3382000,-815000.0,29435000,170450000.0,256486000,-806443000,145552000,123921000.0,74326000,-120195000,248131000,458965000,-26684000,-28178000,-26684000,-26684000,0.0,145552000.0,39248000.0,,0.0,38479000.0,56927000,8572000.0,26282000,210834000,,48212000.0,-0.22,1040000,-5910000.0,43451000.0,65754000.0,,,,,,,,,
2015-03-31,95516000,124312000.0,-21690000.0,,,56927000,125000,296013000,62571000,44922000,,-10339000.0,-2371000,,0.0,12392000,150460000,,5644000,-0.17,-27131000,86100000,63395000,104636000.0,-21743000,0.0,-16907000,,,,-11000.0,7735000.0,-21743000,80454000,296013000,3423000,308000.0,32121000,156730000.0,233442000,-828133000,150460000,124312000.0,82157000,-63346000,237184000,446473000,-21690000,-29502000,-21690000,-21690000,0.0,150460000.0,49587000.0,,0.0,,62571000,8384000.0,20383000,209289000,,47698000.0,-0.17,53000,382000.0,43069000.0,73773000.0,,,,,,,,,
2015-06-30,116080000,125064000.0,-47502000.0,,,62571000,125000,249536000,79013000,43637000,,4337000.0,-2586000,,0.0,7971000,158279000,,16442000,-0.38,-46557000,120805000,85737000,90218000.0,-47563000,0.0,-12832000,,,,12000.0,9837000.0,-47563000,86015000,249536000,3612000,328000.0,30343000,142182000.0,170523000,-875635000,158279000,125064000.0,77096000,-63191000,228197000,407815000,-47502000,-49143000,-47502000,-47502000,0.0,158279000.0,45250000.0,,0.0,,79013000,8579000.0,55028000,179618000,,47745000.0,-0.38,61000,-4420000.0,47489000.0,68517000.0,,,,,,,,,
2015-09-30,100474000,127667000.0,-26438000.0,,,79013000,139000,736454000,614074000,44679000,,-18248000.0,-4069000,,526618000.0,531916000,170886000,,535061000,-0.21,-40559000,103300000,70790000,78978000.0,-26500000,0.0,-29367000,,,,6000.0,11148000.0,-26500000,76756000,736454000,3725000,373000.0,29684000,134346000.0,122380000,-902073000,170886000,127667000.0,84072000,-55527000,211102000,907340000,-26438000,-44628000,-26438000,-26438000,0.0,170886000.0,63498000.0,,0.0,,614074000,10098000.0,43704000,696238000,,51505000.0,-0.21,62000,2974000.0,44515000.0,73974000.0,,,,,,,,,
2015-12-31,108242000,139543000.0,-24856000.0,,2307000.0,614074000,140000,712711000,102255000,49598000,,10568000.0,-4366000,-58755000.0,0.0,2102000,182384000,108353000.0,-511819000,-0.18,-18956000,87000000,74607000,71249000.0,-25144000,0.0,-12798000,0.0,,20786000.0,-683000.0,13116000.0,-25144000,88031000,712711000,3745000,1837000.0,33635000,121153000.0,547396000,-926929000,182384000,139543000.0,93477000,-577599000,209184000,895095000,-24856000,-23322000,-24856000,-24856000,0.0,0.0,52930000.0,,0.0,42416000.0,102255000,10379000.0,-494965000,685911000,63060000.0,46235000.0,-0.18,288000,-12448000.0,56963000.0,83098000.0,,,,,,,,,
2016-03-31,122618000,139890000.0,-20478000.0,,,102255000,140000,691681000,119547000,49882000,,538000.0,-7333000,,0.0,5698000,187705000,,17292000,-0.15,-17837000,149500000,92871000,69125000.0,-21022000,0.0,-16114000,,,,110000.0,12182000.0,-21022000,83381000,691681000,4230000,2343000.0,29747000,111899000.0,489943000,-947407000,187705000,139890000.0,111155000,-112736000,195280000,879386000,-20478000,-25170000,-20478000,-20478000,0.0,0.0,52392000.0,,0.0,,119547000,9559000.0,29431000,684106000,82191000.0,39329000.0,-0.15,544000,-3087000.0,60050000.0,101596000.0,,,,,,,,,
2016-06-30,118836000,140283000.0,-32743000.0,,,119547000,140000,608945000,192088000,51052000,,-5350000.0,-3351000,,0.0,4800000,11111000,,72541000,-0.23,-32491000,320000000,85554000,63838000.0,-33442000,0.0,-17671000,,,,368000.0,12103000.0,-29026000,127714000,750582000,4416000,1404000.0,33282000,67048000.0,416857000,-980150000,112704000,140283000.0,95402000,-216417000,194762000,863286000,-32743000,-35842000,-32743000,-32743000,0.0,0.0,57742000.0,,0.0,,192088000,10008000.0,100232000,668524000,50541000.0,34140000.0,-0.23,699000,-11625000.0,71675000.0,85394000.0,,,,,,,,,
2016-09-30,127552000,140928000.0,-31752000.0,,,192088000,142000,591795000,131029000,54715000,,-7379000.0,-8201000,,0.0,12911000,10799000,,-61059000,-0.23,-31589000,80000000,92711000,59000000.0,-32412000,0.0,-17792000,,,,215000.0,12760000.0,-27788000,125808000,744304000,4624000,571000.0,34841000,61814000.0,460766000,-1011902000,105608000,140928000.0,106315000,-114180000,187622000,849912000,-31752000,-39790000,-31752000,-31752000,0.0,0.0,65121000.0,,0.0,,131029000,11175000.0,-42381000,662290000,40094000.0,30487000.0,-0.23,660000,30000.0,71645000.0,95140000.0,,,,,,,,,
2016-12-31,149549000,141869000.0,-55138000.0,,1535000.0,131029000,142000,618974000,108673000,62870000,,3193000.0,-8950000,-73576000.0,0.0,11787000,219422000,136446000.0,-22356000,-0.39,-15054000,150300000,108172000,53006000.0,-55849000,6629000.0,19466000,0.0,,29005000.0,-63000.0,15426000.0,-55849000,120669000,618974000,4764000,428000.0,41377000,83640000.0,480313000,-1067040000,219422000,141869000.0,105275000,-160439000,204309000,838396000,-55138000,-24004000,-55138000,-55138000,0.0,0.0,61928000.0,,0.0,61994000.0,108673000,11575000.0,-19089000,634087000,29988000.0,27847000.0,-0.39,711000,3521000.0,68124000.0,93700000.0,,,,,,,,,
2017-03-31,156588000,142458000.0,-59990000.0,,,108673000,143000,536384000,75767000,67980000,,-11759000.0,-14583000,,0.0,10835000,247664000,,-32906000,-0.42,-63544000,242756000,118184000,49103000.0,-59318000,0.0,-24639000,,,,3917000.0,14465000.0,-59318000,99213000,536384000,4784000,1836000.0,38404000,81458000.0,430637000,-1127030000,247664000,142458000.0,109131000,-208370000,180671000,784048000,-59990000,-78127000,-59990000,-59990000,0.0,0.0,73687000.0,,0.0,,75767000,11861000.0,19803000,603377000,29980000.0,29682000.0,-0.42,-672000,7401000.0,60723000.0,97270000.0,,,,,,,,,
2017-06-30,155118000,142802000.0,-56360000.0,,,75767000,143000,472983000,197104000,85170000,,1747000.0,-22973000,,0.0,4548000,284488000,,121337000,-0.39,-44731000,230000000,114406000,43559000.0,-59274000,0.0,-9459000,,,,8356000.0,17528000.0,-59274000,106665000,472983000,5431000,-1871000.0,40712000,77274000.0,255307000,-1183390000,284488000,142802000.0,108223000,-45507000,183939000,757471000,-56360000,-67704000,-56360000,-56360000,0.0,0.0,71940000.0,,0.0,,197104000,12379000.0,161520000,573532000,20572000.0,31114000.0,-0.39,2914000,-8524000.0,69247000.0,95844000.0,,,,,,,,,
2017-09-30,153273000,148068000.0,50021000.0,,,197104000,144000,470365000,128140000,82769000,,-18492000.0,-5059000,,0.0,10608000,382718000,,-68964000,0.35,-8231000,125500000,113606000,37901000.0,-32197000,0.0,6762000,,,,17997000.0,15906000.0,-32197000,119978000,470365000,6178000,688000.0,39667000,73397000.0,322258000,-1133369000,382718000,143357000.0,135291000,-191782000,193375000,853083000,50021000,-13290000,50021000,50021000,0.0,0.0,90432000.0,,0.0,,128140000,14215000.0,-71341000,659708000,19967000.0,32811000.0,0.34,82218000,8410000.0,60837000.0,121076000.0,,,,,,,,,
2017-12-31,158954000,144061000.0,-87143000.0,,764000.0,128140000,144000,413171000,160945000,103756000,-27942000.0,5658000.0,-27764000,-96596000.0,0.0,15320000,464778000,200352000.0,32805000,-0.41,-2394000,115000000,110504000,30618000.0,-45012000,0.0,12532000,,-22270000.0,29357000.0,63836000.0,15903000.0,-45012000,132672000,413171000,7876000,-156000.0,48450000,67708000.0,252226000,-1192570000,464778000,144061000.0,129605000,-67357000,200380000,877949000,-59201000,-30158000,-59201000,-59201000,0.0,0.0,84774000.0,,0.0,64839000.0,160945000,15663000.0,19879000,677569000,0.0,34457000.0,-0.41,-42131000,859000.0,59978000.0,113942000.0,,,,,,,,,
2018-03-31,218684000,152049000.0,-111715000.0,-598151000.0,300000000.0,160945000,158000,399916000,186890000,103489000,,-17531000.0,-4673000,,,670070000,1073711000,,25945000,-0.73,-147164000,168491000,152502000,23387000.0,-93829000,,-77976000,658165000.0,,,-264000.0,16838000.0,-93829000,132246000,399916000,7010000,-146000.0,66182000,62044000.0,213026000,-1213610000,1073711000,152049000.0,140590000,-62628000,194290000,1473627000,-111715000,-151837000,-111715000,-111715000,,,118579000.0,251017000.0,,,186890000,15735000.0,-496961000,1279337000,,35776000.0,-0.73,-17886000,-11937000.0,71915000.0,124855000.0,,,,,,,,,
2018-06-30,181152000,163382000.0,76273000.0,0.0,300000000.0,186890000,159000,447977000,159287000,100726000,,-31397000.0,-4817000,,,11222000,213496000,,-27603000,0.48,-20971000,167014000,122860000,14576000.0,-30284000,,-13747000,77000.0,,,-174000.0,15517000.0,-23461000,180847000,705821000,6823000,-365000.0,58292000,17631000.0,288690000,-1137337000,875096000,158381000.0,170173000,-180051000,198478000,1580917000,76273000,-25788000,76273000,76273000,3055000.0,,149976000.0,251017000.0,,,159287000,19305000.0,-17854000,1382439000,9857000.0,35658000.0,0.47,106557000,982000.0,70933000.0,150868000.0,,,,,,,,,
2018-09-30,197330000,159304000.0,-67446000.0,0.0,300000000.0,159287000,160000,485711000,115457000,100966000,,-2544000.0,-5451000,,,28846000,1082134000,,-43830000,-0.42,-11116000,75568000,140175000,6004000.0,-45574000,,7413000,0.0,,,-305000.0,20813000.0,-45574000,157157000,485711000,5212000,-873000.0,57155000,46167000.0,347619000,-1204783000,1082134000,159304000.0,169424000,-131677000,203324000,1567845000,-67446000,-16567000,-67446000,-67446000,3668000.0,,152520000.0,251017000.0,,,115457000,17668000.0,-61560000,1364521000,22635000.0,36495000.0,-0.42,-21872000,-4239000.0,75172000.0,151756000.0,,,,,,,,,
2018-12-31,229239000,160197000.0,-143491000.0,0.0,300040000.0,115457000,160000,459866000,78186000,103820000,-23686000.0,6239000.0,-6278000,-121184000.0,,3269000,1043463000,225004000.0,-37271000,-0.75,-24285000,128001000,149772000,0.0,-90311000,,32093000,0.0,-23653000.0,44179000.0,-40000.0,25693000.0,-90311000,191472000,459866000,6987000,,79467000,37914000.0,332486000,-1324588000,1043463000,160197000.0,174513000,-137978000,229386000,1503329000,-119805000,-30563000,-119805000,-119805000,4314000.0,,146281000.0,274671000.0,,97505000.0,78186000,35585000.0,-16255000,1273943000,49194000.0,33600000.0,-0.75,-53180000,21933000.0,53239000.0,138928000.0,,,,,,,,,
