date,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyTaxProvision,quarterlyInventory,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetPPE,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyGrossProfit,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyChangeInInventory,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyBasicEPS,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyPretaxIncome,quarterlyStockholdersEquity,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyCurrentDeferredRevenue
1995-04-30,437000000.0,,0.0,843000000.0,20000000.0,15000000.0,343000000.0,127000000.0,127000000,-92000000.0,63000000.0,697000000.0,754000000.0,45000000.0,2520000000.0,498000000.0,231000000.0,-20000000.0,867000000.0,524000000.0,,978000000.0,,89000000.0,,251000000.0,127000000.0,6373000000.0,134000000.0,134000000.0,,1116000000.0,2000000.0,32000000.0,0.26,4689000000.0,1732000000.0,,67000000.0,409000000.0,129000000.0,6000000.0,766000000.0,498000000.0,,3972000000.0,1744000000,242000000,4158000000.0,,64000000.0,14000000.0,,309000000,,134000000.0,-1147000000.0,-155000000.0,0.26,2690000000.0,1693000000.0,,,190000000.0,2401000000.0,1684000000.0,437000000.0,-43000000.0,,2279000000.0,,-1638000000.0,177000000.0,595000000.0,,,
1995-07-31,435000000.0,,0.0,-271000000.0,26000000.0,7000000.0,367000000.0,143000000.0,143000000,-162000000.0,63000000.0,755000000.0,743000000.0,-83000000.0,2584000000.0,,235000000.0,36000000.0,857000000.0,504000000.0,,906000000.0,,134000000.0,,205000000.0,143000000.0,6315000000.0,53000000.0,53000000.0,,865000000.0,,43000000.0,,4734000000.0,1715000000.0,,84000000.0,556000000.0,117000000.0,30000000.0,724000000.0,,,3847000000.0,1630000000,220000000,4254000000.0,,-59000000.0,-7000000.0,,304000000,-23000000.0,53000000.0,-183000000.0,0.0,,2755000000.0,1683000000.0,,,206000000.0,2468000000.0,1581000000.0,394000000.0,-7000000.0,,2164000000.0,,-1670000000.0,142000000.0,591000000.0,,,
1995-10-31,431000000.0,,0.0,107000000.0,20000000.0,11000000.0,90000000.0,219000000.0,219000000,-79000000.0,108000000.0,900000000.0,853000000.0,16000000.0,2595000000.0,498000000.0,241000000.0,-24000000.0,852000000.0,539000000.0,,1065000000.0,,53000000.0,,11000000.0,219000000.0,6803000000.0,69000000.0,69000000.0,,1083000000.0,,35000000.0,0.44,4834000000.0,1808000000.0,,78000000.0,578000000.0,-239000000.0,6000000.0,925000000.0,498000000.0,,4219000000.0,1990000000,386000000,4315000000.0,,-147000000.0,26000000.0,,464000000,-40000000.0,69000000.0,-186000000.0,-77000000.0,0.44,2897000000.0,1705000000.0,,,327000000.0,2584000000.0,1969000000.0,441000000.0,-6000000.0,,2514000000.0,,-1720000000.0,145000000.0,612000000.0,,,
1996-01-31,449000000.0,,0.0,-363000000.0,21000000.0,23000000.0,436000000.0,258000000.0,258000000,-86000000.0,126000000.0,743000000.0,869000000.0,-13000000.0,2577000000.0,498000000.0,239000000.0,-20000000.0,1050000000.0,616000000.0,,1166000000.0,,69000000.0,,350000000.0,258000000.0,6576000000.0,56000000.0,56000000.0,,497000000.0,,31000000.0,0.52,4824000000.0,1798000000.0,,81000000.0,575000000.0,77000000.0,-2000000.0,1051000000.0,498000000.0,,3843000000.0,2217000000,435000000,4315000000.0,,139000000.0,23000000.0,,516000000,0.0,56000000.0,-74000000.0,-78000000.0,0.52,3068000000.0,1902000000.0,,,384000000.0,2733000000.0,1752000000.0,514000000.0,1000000.0,,1941000000.0,,-1738000000.0,147000000.0,613000000.0,,,
1996-04-30,489000000.0,,0.0,-152000000.0,20000000.0,19000000.0,302000000.0,145000000.0,145000000,-101000000.0,72000000.0,718000000.0,846000000.0,1000000.0,2618000000.0,498000000.0,230000000.0,-21000000.0,750000000.0,585000000.0,,979000000.0,,56000000.0,,201000000.0,145000000.0,6494000000.0,57000000.0,57000000.0,,893000000.0,,29000000.0,0.29,4917000000.0,1810000000.0,,82000000.0,407000000.0,64000000.0,1000000.0,852000000.0,498000000.0,,3753000000.0,1831000000,267000000,4405000000.0,,28000000.0,10000000.0,,349000000,-99000000.0,57000000.0,-161000000.0,-86000000.0,0.29,3127000000.0,1607000000.0,,,217000000.0,2741000000.0,1577000000.0,483000000.0,-75000000.0,,2146000000.0,,-1787000000.0,142000000.0,627000000.0,,,
1996-07-31,525000000.0,,0.0,-223000000.0,23000000.0,11000000.0,385000000.0,181000000.0,181000000,-150000000.0,88000000.0,739000000.0,796000000.0,-23000000.0,2681000000.0,,274000000.0,63000000.0,744000000.0,511000000.0,,881000000.0,,57000000.0,,235000000.0,181000000.0,6632000000.0,34000000.0,34000000.0,,865000000.0,,31000000.0,,5014000000.0,1808000000.0,,85000000.0,568000000.0,93000000.0,27000000.0,759000000.0,,,3800000000.0,1640000000,248000000,4490000000.0,,-47000000.0,-1000000.0,,333000000,-105000000.0,34000000.0,-188000000.0,-97000000.0,,3211000000.0,1571000000.0,,,269000000.0,2742000000.0,1618000000.0,403000000.0,-40000000.0,,2229000000.0,,-1809000000.0,227000000.0,553000000.0,,,
1996-10-31,521000000.0,,-4000000.0,67000000.0,18000000.0,1000000.0,167000000.0,88000000.0,88000000,-69000000.0,72000000.0,852000000.0,1206000000.0,18000000.0,2717000000.0,492000000.0,269000000.0,-254000000.0,1041000000.0,576000000.0,,1033000000.0,,34000000.0,,98000000.0,88000000.0,7215000000.0,52000000.0,52000000.0,,1832000000.0,,29000000.0,0.18,5205000000.0,1967000000.0,,79000000.0,552000000.0,-201000000.0,-61000000.0,1019000000.0,492000000.0,,5567000000.0,2052000000,443000000,4550000000.0,,-79000000.0,,,522000000,-1101000000.0,52000000.0,-208000000.0,-86000000.0,0.18,3213000000.0,1977000000.0,,,160000000.0,1648000000.0,2010000000.0,479000000.0,-1000000.0,,3590000000.0,,-1833000000.0,218000000.0,667000000.0,,,
1997-01-31,531000000.0,,4000000.0,-338000000.0,19000000.0,19000000.0,410000000.0,276000000.0,276000000,-64000000.0,142000000.0,695000000.0,1137000000.0,-21000000.0,2667000000.0,466000000.0,266000000.0,-29000000.0,938000000.0,679000000.0,,1146000000.0,,52000000.0,,346000000.0,276000000.0,7005000000.0,31000000.0,31000000.0,,1791000000.0,,45000000.0,0.59,5130000000.0,1932000000.0,,81000000.0,511000000.0,37000000.0,-3000000.0,1171000000.0,466000000.0,,5317000000.0,2317000000,492000000,4523000000.0,,153000000.0,,,573000000,-134000000.0,31000000.0,-88000000.0,-89000000.0,0.59,3400000000.0,1878000000.0,,,418000000.0,1688000000.0,1875000000.0,579000000.0,-18000000.0,,3439000000.0,,-1856000000.0,219000000.0,674000000.0,,,
1997-04-30,536000000.0,,0.0,-301000000.0,18000000.0,40000000.0,337000000.0,157000000.0,157000000,-67000000.0,82000000.0,650000000.0,1049000000.0,-18000000.0,2634000000.0,464000000.0,271000000.0,-40000000.0,934000000.0,608000000.0,,940000000.0,,31000000.0,,270000000.0,157000000.0,6699000000.0,11000000.0,11000000.0,,1755000000.0,,43000000.0,0.34,5082000000.0,1912000000.0,,90000000.0,460000000.0,93000000.0,17000000.0,930000000.0,464000000.0,,5147000000.0,1870000000,322000000,4510000000.0,,38000000.0,,,412000000,-216000000.0,11000000.0,-53000000.0,-85000000.0,0.34,3468000000.0,1883000000.0,,,239000000.0,1552000000.0,1617000000.0,500000000.0,-6000000.0,,3264000000.0,,-1876000000.0,210000000.0,678000000.0,,,
1997-07-31,523000000.0,,0.0,-338000000.0,22000000.0,46000000.0,273000000.0,192000000.0,192000000,-131000000.0,98000000.0,762000000.0,867000000.0,13000000.0,2560000000.0,,251000000.0,28000000.0,1153000000.0,502000000.0,,912000000.0,,11000000.0,,142000000.0,192000000.0,6459000000.0,26000000.0,26000000.0,,1506000000.0,,50000000.0,,4876000000.0,1793000000.0,,78000000.0,608000000.0,-71000000.0,23000000.0,813000000.0,,,4956000000.0,1725000000,311000000,4427000000.0,,-143000000.0,,,389000000,-245000000.0,26000000.0,51000000.0,-90000000.0,,3571000000.0,1975000000.0,,,290000000.0,1420000000.0,1583000000.0,402000000.0,30000000.0,,2981000000.0,,-1867000000.0,162000000.0,571000000.0,,,
1997-10-31,539000000.0,,0.0,-10000000.0,19000000.0,31000000.0,95000000.0,267000000.0,267000000,-55000000.0,141000000.0,826000000.0,968000000.0,30000000.0,2532000000.0,458000000.0,246000000.0,-24000000.0,1152000000.0,621000000.0,,1024000000.0,,26000000.0,,40000000.0,267000000.0,6820000000.0,56000000.0,56000000.0,,1767000000.0,,43000000.0,0.58,4856000000.0,1785000000.0,,80000000.0,541000000.0,-260000000.0,-5000000.0,1096000000.0,458000000.0,,5315000000.0,2120000000,475000000,4479000000.0,,-61000000.0,,,555000000,-119000000.0,56000000.0,-53000000.0,-176000000.0,0.58,3751000000.0,2039000000.0,,,408000000.0,1505000000.0,1964000000.0,522000000.0,-4000000.0,,3276000000.0,,-1947000000.0,158000000.0,641000000.0,,,
1998-01-31,529000000.0,,0.0,187000000.0,18000000.0,18000000.0,373000000.0,300000000.0,311000000,-58000000.0,163000000.0,722000000.0,804000000.0,43000000.0,2449000000.0,457000000.0,254000000.0,-18000000.0,1263000000.0,705000000.0,,1101000000.0,,56000000.0,,315000000.0,300000000.0,7007000000.0,99000000.0,99000000.0,,2112000000.0,,44000000.0,0.65,5102000000.0,2124000000.0,,76000000.0,522000000.0,-35000000.0,13000000.0,1241000000.0,462000000.0,,5523000000.0,2342000000,536000000,4411000000.0,,100000000.0,,,612000000,-185000000.0,99000000.0,-508000000.0,-96000000.0,0.66,3955000000.0,2085000000.0,,,474000000.0,1484000000.0,1905000000.0,611000000.0,-1000000.0,,3438000000.0,,-1962000000.0,174000000.0,568000000.0,,,
1998-04-30,541000000.0,,0.0,-742000000.0,18000000.0,27000000.0,725000000.0,-90000000.0,-36000000,-38000000.0,7000000.0,542000000.0,1104000000.0,-44000000.0,1944000000.0,453000000.0,242000000.0,-282000000.0,1191000000.0,544000000.0,,730000000.0,,99000000.0,,687000000.0,-90000000.0,6051000000.0,46000000.0,46000000.0,,1635000000.0,,45000000.0,-0.2,4470000000.0,1985000000.0,,45000000.0,388000000.0,83000000.0,-69000000.0,842000000.0,453000000.0,,5115000000.0,1572000000,298000000,3537000000.0,,1000000.0,,,343000000,-241000000.0,46000000.0,-22000000.0,0.0,-0.2,3618000000.0,1988000000.0,,,-29000000.0,936000000.0,1581000000.0,481000000.0,4000000.0,,3127000000.0,,-1593000000.0,234000000.0,555000000.0,,,
1998-07-31,566000000.0,,0.0,-440000000.0,19000000.0,26000000.0,220000000.0,182000000.0,182000000,-105000000.0,93000000.0,564000000.0,896000000.0,-30000000.0,1723000000.0,,246000000.0,56000000.0,1169000000.0,427000000.0,,603000000.0,,46000000.0,,115000000.0,182000000.0,5633000000.0,16000000.0,16000000.0,,1401000000.0,,58000000.0,,4193000000.0,1904000000.0,,60000000.0,506000000.0,-130000000.0,40000000.0,696000000.0,,,4755000000.0,1299000000,269000000,3160000000.0,,-69000000.0,,,329000000,-124000000.0,16000000.0,192000000.0,-95000000.0,,3706000000.0,1952000000.0,,,275000000.0,874000000.0,1440000000.0,348000000.0,-4000000.0,,2803000000.0,,-1437000000.0,204000000.0,537000000.0,,,
1998-10-31,571000000.0,,0.0,-27000000.0,16000000.0,54000000.0,181000000.0,264000000.0,264000000,-47000000.0,139000000.0,658000000.0,962000000.0,3000000.0,1707000000.0,448000000.0,246000000.0,-13000000.0,1488000000.0,573000000.0,,771000000.0,,16000000.0,,134000000.0,264000000.0,5995000000.0,19000000.0,19000000.0,,1332000000.0,,44000000.0,0.58,4300000000.0,2022000000.0,,59000000.0,544000000.0,-155000000.0,-3000000.0,1033000000.0,454000000.0,,5143000000.0,1804000000,460000000,3217000000.0,,-97000000.0,,,519000000,-215000000.0,19000000.0,-148000000.0,-95000000.0,0.59,3876000000.0,2305000000.0,,,403000000.0,852000000.0,1695000000.0,498000000.0,-4000000.0,,2838000000.0,,-1510000000.0,202000000.0,571000000.0,,,
1999-01-31,581000000.0,,0.0,-114000000.0,17000000.0,10000000.0,208000000.0,219000000.0,219000000,-79000000.0,110000000.0,621000000.0,835000000.0,11000000.0,1719000000.0,444000000.0,245000000.0,-3000000.0,1338000000.0,666000000.0,,792000000.0,,19000000.0,20000000.0,129000000.0,219000000.0,5874000000.0,30000000.0,30000000.0,,1721000000.0,,42000000.0,0.49,4301000000.0,2001000000.0,,64000000.0,468000000.0,-58000000.0,0.0,1040000000.0,449000000.0,-170000000.0,5183000000.0,1832000000,374000000,3238000000.0,,35000000.0,,,438000000,-274000000.0,30000000.0,-83000000.0,-93000000.0,0.49,3996000000.0,2159000000.0,,,329000000.0,691000000.0,1573000000.0,585000000.0,-4000000.0,,3024000000.0,,-1519000000.0,217000000.0,576000000.0,,,
1999-04-30,601000000.0,,-2000000.0,-282000000.0,15000000.0,-22000000.0,356000000.0,162000000.0,162000000,-72000000.0,79000000.0,587000000.0,772000000.0,-6000000.0,1743000000.0,438000000.0,251000000.0,-24000000.0,1338000000.0,522000000.0,,662000000.0,,30000000.0,20000000.0,284000000.0,162000000.0,5703000000.0,24000000.0,24000000.0,,1859000000.0,,43000000.0,0.37,4332000000.0,1988000000.0,,68000000.0,403000000.0,109000000.0,-3000000.0,830000000.0,443000000.0,-140000000.0,5204000000.0,1492000000,308000000,3284000000.0,,37000000.0,,,376000000,-285000000.0,24000000.0,-91000000.0,-100000000.0,0.37,4060000000.0,2170000000.0,,,241000000.0,499000000.0,1371000000.0,439000000.0,-19000000.0,,3034000000.0,,-1541000000.0,230000000.0,581000000.0,,,
1999-07-31,592000000.0,,2000000.0,-191000000.0,18000000.0,15000000.0,187000000.0,79000000.0,79000000,-99000000.0,45000000.0,615000000.0,648000000.0,-18000000.0,1726000000.0,,263000000.0,-1000000.0,1330000000.0,498000000.0,,628000000.0,,24000000.0,20000000.0,88000000.0,79000000.0,5522000000.0,6000000.0,6000000.0,,1987000000.0,,55000000.0,,4228000000.0,1910000000.0,,64000000.0,511000000.0,-62000000.0,84000000.0,668000000.0,,-150000000.0,5287000000.0,1296000000,170000000,3217000000.0,,-33000000.0,,,234000000,-252000000.0,6000000.0,0.0,-98000000.0,,4041000000.0,2141000000.0,,,124000000.0,235000000.0,1294000000.0,416000000.0,-5000000.0,,3146000000.0,,-1491000000.0,132000000.0,548000000.0,,,
1999-10-31,594000000.0,,0.0,-200000000.0,16000000.0,12000000.0,261000000.0,235000000.0,235000000,-36000000.0,130000000.0,690000000.0,847000000.0,28000000.0,1713000000.0,429000000.0,263000000.0,-21000000.0,1328000000.0,589000000.0,,747000000.0,,6000000.0,20000000.0,225000000.0,235000000.0,5742000000.0,34000000.0,34000000.0,,2031000000.0,,46000000.0,0.54,4195000000.0,1888000000.0,,62000000.0,495000000.0,-36000000.0,-1000000.0,1021000000.0,433000000.0,-155000000.0,5514000000.0,1768000000,432000000,3247000000.0,,-73000000.0,,,494000000,-155000000.0,34000000.0,-36000000.0,-97000000.0,0.55,4180000000.0,2141000000.0,,,365000000.0,228000000.0,1547000000.0,511000000.0,-1000000.0,,3373000000.0,,-1534000000.0,140000000.0,550000000.0,,,
2000-01-31,603000000.0,,0.0,-367000000.0,15000000.0,4000000.0,465000000.0,281000000.0,281000000,-37000000.0,142000000.0,583000000.0,829000000.0,58000000.0,1678000000.0,427000000.0,260000000.0,-29000000.0,1336000000.0,627000000.0,,787000000.0,,34000000.0,20000000.0,428000000.0,281000000.0,5564000000.0,92000000.0,92000000.0,,1874000000.0,,50000000.0,0.65,4125000000.0,1844000000.0,,61000000.0,446000000.0,112000000.0,2000000.0,1129000000.0,431000000.0,-180000000.0,5299000000.0,1916000000,502000000,3247000000.0,,103000000.0,,,563000000,-128000000.0,92000000.0,-41000000.0,-97000000.0,0.66,4365000000.0,2150000000.0,,,423000000.0,265000000.0,1439000000.0,551000000.0,-6000000.0,,3149000000.0,,-1569000000.0,126000000.0,554000000.0,,,
2000-04-30,615000000.0,,0.0,-214000000.0,14000000.0,-4000000.0,208000000.0,139000000.0,139000000,-47000000.0,61000000.0,560000000.0,745000000.0,-58000000.0,1622000000.0,423000000.0,249000000.0,-15000000.0,1270000000.0,537000000.0,,598000000.0,,92000000.0,20000000.0,161000000.0,139000000.0,5195000000.0,34000000.0,34000000.0,,1887000000.0,,44000000.0,0.32,4009000000.0,1772000000.0,,66000000.0,351000000.0,-8000000.0,0.0,796000000.0,432000000.0,-236000000.0,5032000000.0,1394000000,259000000,3289000000.0,,5000000.0,,,325000000,-91000000.0,34000000.0,-54000000.0,-95000000.0,0.33,4409000000.0,2049000000.0,,,200000000.0,163000000.0,1186000000.0,457000000.0,-18000000.0,,2983000000.0,,-1667000000.0,122000000.0,530000000.0,,,
2000-07-31,617000000.0,,0.0,-162000000.0,19000000.0,8000000.0,231000000.0,59000000.0,59000000,-80000000.0,30000000.0,571000000.0,650000000.0,-7000000.0,1644000000.0,,285000000.0,32000000.0,1218000000.0,503000000.0,,580000000.0,,34000000.0,20000000.0,151000000.0,59000000.0,5196000000.0,27000000.0,27000000.0,,1873000000.0,,58000000.0,,4028000000.0,1767000000.0,,62000000.0,509000000.0,95000000.0,16000000.0,609000000.0,,-227000000.0,5059000000.0,1189000000,106000000,3296000000.0,,-12000000.0,,,168000000,-20000000.0,27000000.0,-73000000.0,-95000000.0,,4373000000.0,2027000000.0,,,89000000.0,137000000.0,1168000000.0,422000000.0,3000000.0,,3032000000.0,,-1652000000.0,127000000.0,524000000.0,,,
2000-10-31,596000000.0,,0.0,-231000000.0,14000000.0,1000000.0,259000000.0,204000000.0,204000000,-24000000.0,107000000.0,595000000.0,860000000.0,-2000000.0,1574000000.0,421000000.0,277000000.0,-29000000.0,1216000000.0,641000000.0,,745000000.0,,27000000.0,20000000.0,235000000.0,204000000.0,5234000000.0,25000000.0,25000000.0,,1741000000.0,,52000000.0,0.47,3848000000.0,1678000000.0,,62000000.0,482000000.0,-12000000.0,-6000000.0,1033000000.0,431000000.0,-319000000.0,5106000000.0,1778000000,392000000,3246000000.0,,-34000000.0,,,454000000,-29000000.0,25000000.0,-25000000.0,-95000000.0,0.48,4482000000.0,2023000000.0,,,311000000.0,128000000.0,1386000000.0,565000000.0,-2000000.0,,3083000000.0,,-1672000000.0,157000000.0,530000000.0,,,
2001-01-31,591000000.0,,0.0,-438000000.0,15000000.0,8000000.0,485000000.0,271000000.0,271000000,-38000000.0,140000000.0,494000000.0,830000000.0,13000000.0,1570000000.0,415000000.0,279000000.0,-32000000.0,1742000000.0,665000000.0,,800000000.0,,25000000.0,20000000.0,447000000.0,271000000.0,5094000000.0,38000000.0,38000000.0,,1433000000.0,,49000000.0,0.65,3865000000.0,1704000000.0,,62000000.0,469000000.0,140000000.0,0.0,1157000000.0,419000000.0,-279000000.0,5285000000.0,1957000000,492000000,3242000000.0,,103000000.0,,,554000000,-560000000.0,38000000.0,-34000000.0,-94000000.0,0.65,4661000000.0,2553000000.0,,,411000000.0,-191000000.0,1229000000.0,588000000.0,-1000000.0,,2732000000.0,,-1672000000.0,148000000.0,532000000.0,,,
2001-04-30,600000000.0,,0.0,-150000000.0,15000000.0,5000000.0,190000000.0,122000000.0,122000000,-41000000.0,63000000.0,459000000.0,92000000.0,-17000000.0,1542000000.0,410000000.0,444000000.0,-24000000.0,2239000000.0,575000000.0,397000000.0,603000000.0,429000000.0,38000000.0,20000000.0,149000000.0,122000000.0,4832000000.0,21000000.0,21000000.0,,892000000.0,,52000000.0,0.3,3802000000.0,1660000000.0,,64000000.0,378000000.0,1000000.0,-2000000.0,836000000.0,411000000.0,-322000000.0,5051000000.0,1439000000,261000000,3194000000.0,,33000000.0,,,325000000,-29000000.0,21000000.0,-54000000.0,-92000000.0,0.3,4691000000.0,3025000000.0,,,185000000.0,-219000000.0,1030000000.0,496000000.0,-14000000.0,,2026000000.0,,-1652000000.0,153000000.0,342000000.0,,,
2001-07-31,618000000.0,,0.0,834000000.0,19000000.0,10000000.0,172000000.0,52000000.0,52000000,-97000000.0,28000000.0,597000000.0,282000000.0,3000000.0,1637000000.0,,,21000000.0,2243000000.0,376000000.0,413000000.0,998000000.0,450000000.0,21000000.0,20000000.0,75000000.0,52000000.0,5927000000.0,24000000.0,24000000.0,,1806000000.0,,66000000.0,,4706000000.0,2451000000.0,,78000000.0,582000000.0,10000000.0,12000000.0,492000000.0,,-324000000.0,6174000000.0,1490000000,116000000,3377000000.0,,-103000000.0,,,194000000,0.0,24000000.0,-1009000000.0,-93000000.0,,4651000000.0,3054000000.0,,,80000000.0,-247000000.0,1221000000.0,488000000.0,-2000000.0,,3120000000.0,,-1740000000.0,46000000.0,811000000.0,,,
2001-10-31,625000000.0,,-5000000.0,-105000000.0,18000000.0,1000000.0,146000000.0,171000000.0,171000000,-24000000.0,90000000.0,652000000.0,318000000.0,11000000.0,1603000000.0,410000000.0,,-35000000.0,2757000000.0,409000000.0,697000000.0,971000000.0,580000000.0,24000000.0,20000000.0,122000000.0,171000000.0,6244000000.0,35000000.0,35000000.0,,1295000000.0,,53000000.0,0.42,4668000000.0,2440000000.0,,73000000.0,627000000.0,-118000000.0,2000000.0,758000000.0,411000000.0,-338000000.0,6392000000.0,1729000000,349000000,3343000000.0,,-56000000.0,,,422000000,,35000000.0,-25000000.0,-92000000.0,0.42,4758000000.0,3572000000.0,,,261000000.0,-148000000.0,1576000000.0,391000000.0,-1000000.0,,2820000000.0,,-1740000000.0,192000000.0,815000000.0,,,
2002-01-31,617000000.0,,4000000.0,-297000000.0,17000000.0,3000000.0,345000000.0,203000000.0,203000000,-37000000.0,104000000.0,568000000.0,304000000.0,-3000000.0,1586000000.0,410000000.0,,-31000000.0,2354000000.0,422000000.0,642000000.0,1004000000.0,545000000.0,35000000.0,20000000.0,308000000.0,203000000.0,6049000000.0,32000000.0,32000000.0,,1456000000.0,,45000000.0,0.49,4611000000.0,2408000000.0,,74000000.0,583000000.0,60000000.0,-4000000.0,806000000.0,411000000.0,-341000000.0,6053000000.0,1810000000,384000000,1586000000.0,,80000000.0,,,458000000,,32000000.0,-50000000.0,-65000000.0,0.49,4896000000.0,3165000000.0,,,307000000.0,-4000000.0,1438000000.0,405000000.0,-2000000.0,,2888000000.0,,,196000000.0,811000000.0,,,
2002-04-30,621000000.0,,0.0,-290000000.0,17000000.0,3000000.0,338000000.0,96000000.0,96000000,-51000000.0,50000000.0,532000000.0,322000000.0,-5000000.0,1595000000.0,410000000.0,,0.0,2430000000.0,399000000.0,432000000.0,782000000.0,543000000.0,32000000.0,20000000.0,287000000.0,96000000.0,5789000000.0,27000000.0,27000000.0,,1164000000.0,,44000000.0,0.23,4656000000.0,2440000000.0,,82000000.0,461000000.0,152000000.0,-8000000.0,589000000.0,411000000.0,-296000000.0,5709000000.0,1371000000,190000000,1595000000.0,,44000000.0,,,272000000,,27000000.0,-56000000.0,-64000000.0,0.23,4927000000.0,3219000000.0,,,146000000.0,80000000.0,1133000000.0,382000000.0,-8000000.0,,2490000000.0,,,142000000.0,789000000.0,,,
2002-07-31,335000000.0,,-5000000.0,-34000000.0,25000000.0,7000000.0,188000000.0,55000000.0,55000000,-157000000.0,29000000.0,638000000.0,298000000.0,-6000000.0,1684000000.0,,,-138000000.0,2449000000.0,271000000.0,417000000.0,686000000.0,503000000.0,27000000.0,20000000.0,31000000.0,55000000.0,5721000000.0,21000000.0,21000000.0,,1196000000.0,,48000000.0,,4522000000.0,2503000000.0,,90000000.0,681000000.0,21000000.0,15000000.0,537000000.0,,-481000000.0,5835000000.0,1223000000,266000000,3633000000.0,,-98000000.0,,,356000000,,21000000.0,-157000000.0,-65000000.0,,4918000000.0,3157000000.0,,,84000000.0,-114000000.0,1199000000.0,246000000.0,-1000000.0,,2678000000.0,,-1949000000.0,123000000.0,708000000.0,,,
2002-10-31,315000000.0,,0.0,156000000.0,19000000.0,1000000.0,70000000.0,161000000.0,192000000,-37000000.0,93000000.0,745000000.0,65000000.0,20000000.0,1736000000.0,410000000.0,,-7000000.0,1860000000.0,397000000.0,661000000.0,971000000.0,911000000.0,21000000.0,20000000.0,33000000.0,161000000.0,6250000000.0,41000000.0,41000000.0,,2047000000.0,,45000000.0,0.39,4673000000.0,962000000.0,,55000000.0,679000000.0,-186000000.0,-3000000.0,734000000.0,411000000.0,-458000000.0,6247000000.0,1705000000,337000000,3685000000.0,,-92000000.0,,,392000000,,41000000.0,-206000000.0,-65000000.0,0.39,5014000000.0,2545000000.0,,1660000000.0,285000000.0,3000000.0,1577000000.0,378000000.0,-1000000.0,,3702000000.0,,-1949000000.0,130000000.0,685000000.0,,,
2003-01-31,298000000.0,,0.0,-363000000.0,20000000.0,4000000.0,403000000.0,231000000.0,231000000,-56000000.0,108000000.0,657000000.0,65000000.0,-4000000.0,1757000000.0,411000000.0,,-6000000.0,2270000000.0,471000000.0,649000000.0,1056000000.0,987000000.0,41000000.0,20000000.0,347000000.0,231000000.0,6287000000.0,37000000.0,37000000.0,,1357000000.0,,46000000.0,0.56,4803000000.0,2748000000.0,,56000000.0,625000000.0,101000000.0,-1000000.0,862000000.0,411000000.0,-395000000.0,6048000000.0,1918000000,391000000,3706000000.0,,98000000.0,,,447000000,,37000000.0,-47000000.0,-64000000.0,0.56,5181000000.0,3014000000.0,,,339000000.0,239000000.0,1484000000.0,451000000.0,0.0,,3034000000.0,,-1949000000.0,141000000.0,744000000.0,,,
