date,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyOperatingIncome,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyDilutedEPS,quarterlyInterestExpense,quarterlyOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingExpense,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyChangesInAccountReceivables,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable
2013-09-30,1027000000.0,0.0,273000000.0,180000000.0,-74000000.0,114000000.0,122000000.0,452000000.0,767000000.0,1656000000.0,-1000000.0,,2169000000.0,0.0,1029000000.0,-22000000.0,3443000000.0,-76000000.0,6000000.0,0.272,449500000.0,3911000000.0,1189000000.0,0.0,1058000000.0,,260000000.0,289000000.0,528000000.0,122000000.0,122000000.0,-38000000.0,627000000.0,0.0,0.0,69000000.0,-74000000.0,0.27,2000000.0,-3000000.0,1000000.0,975000000.0,,,109000000.0,175000000.0,35000000.0,22000000.0,587000000.0,199000000.0,178000000.0,0.0,56000000.0,770000000.0,0.0,59000000.0,10000000.0,3398000000.0,5567000000.0,125000000.0,0.0,1021000000.0,93000000.0,,752000000.0,92000000.0,136000000.0,185000000.0,136000000.0,,,,,,,,
2013-12-31,1175000000.0,0.0,344000000.0,235000000.0,-199000000.0,126000000.0,162000000.0,450500000.0,882000000.0,1772000000.0,-1000000.0,2279000000.0,2256000000.0,-93000000.0,1073000000.0,37000000.0,3520000000.0,-75000000.0,5000000.0,0.362,447500000.0,4047000000.0,1256000000.0,0.0,1113000000.0,,293000000.0,335000000.0,585000000.0,162000000.0,162000000.0,0.0,699000000.0,0.0,7000000.0,42000000.0,-125000000.0,0.36,3000000.0,-4000000.0,-3000000.0,1006000000.0,,-1463000000.0,109000000.0,178000000.0,50000000.0,10000000.0,647000000.0,321000000.0,232000000.0,-74000000.0,70000000.0,816000000.0,0.0,62000000.0,15000000.0,3563000000.0,5819000000.0,196000000.0,0.0,1054000000.0,109000000.0,,785000000.0,114000000.0,137000000.0,184000000.0,137000000.0,,,,,,,,
2014-03-31,1073000000.0,,320000000.0,229000000.0,-65000000.0,150000000.0,150000000.0,449101796.0,805000000.0,1724000000.0,3000000.0,,2387000000.0,,1061000000.0,-164000000.0,3668000000.0,-1000000.0,9000000.0,0.336,446500000.0,4216000000.0,1269000000.0,0.0,1138000000.0,,268000000.0,337000000.0,520000000.0,150000000.0,150000000.0,-14000000.0,663000000.0,0.0,7000000.0,61000000.0,-65000000.0,0.334,6000000.0,-5000000.0,1000000.0,1067000000.0,,,107000000.0,181000000.0,49000000.0,24000000.0,576000000.0,91000000.0,221000000.0,,71000000.0,814000000.0,0.0,56000000.0,12000000.0,3553000000.0,5940000000.0,26000000.0,,1048000000.0,93000000.0,,716000000.0,126000000.0,182000000.0,184000000.0,182000000.0,,,,,,,,
2014-06-30,1147000000.0,,237000000.0,134000000.0,-1668000000.0,132000000.0,89000000.0,449494949.0,859000000.0,3587000000.0,4000000.0,,2532000000.0,-152000000.0,1148000000.0,12000000.0,3590000000.0,-30000000.0,7000000.0,0.2,447000000.0,4155000000.0,2070000000.0,0.0,1207000000.0,,288000000.0,1986000000.0,661000000.0,89000000.0,89000000.0,0.0,2439000000.0,0.0,23000000.0,65000000.0,-96000000.0,0.198,8000000.0,-2000000.0,1000000.0,1185000000.0,,,111000000.0,184000000.0,169000000.0,-18000000.0,725000000.0,142000000.0,128000000.0,-1572000000.0,39000000.0,893000000.0,0.0,64000000.0,12000000.0,5210000000.0,7742000000.0,46000000.0,0.0,1868000000.0,101000000.0,,806000000.0,150000000.0,140000000.0,184000000.0,140000000.0,,,,,,,,
2014-09-30,1148000000.0,-1000000.0,276000000.0,160000000.0,-97000000.0,106000000.0,102000000.0,451327434.0,851000000.0,3633000000.0,5000000.0,,2529000000.0,0.0,1228000000.0,-85000000.0,3559000000.0,-24000000.0,7000000.0,0.228,446500000.0,4017000000.0,2024000000.0,0.0,1173000000.0,,297000000.0,1936000000.0,634000000.0,102000000.0,102000000.0,-56000000.0,2405000000.0,0.0,54000000.0,91000000.0,-96000000.0,0.226,9000000.0,-2000000.0,0.0,1209000000.0,,,114000000.0,187000000.0,170000000.0,-21000000.0,691000000.0,148000000.0,153000000.0,-1000000.0,51000000.0,894000000.0,0.0,57000000.0,8000000.0,5121000000.0,7650000000.0,52000000.0,0.0,1812000000.0,114000000.0,,878000000.0,132000000.0,147000000.0,184000000.0,147000000.0,,,,,,,,
2014-12-31,1249000000.0,-4000000.0,355000000.0,226000000.0,85000000.0,65000000.0,160000000.0,449438202.0,940000000.0,3266000000.0,10000000.0,2360000000.0,2440000000.0,-98000000.0,1162000000.0,44000000.0,3650000000.0,-20000000.0,9000000.0,0.358,446500000.0,4040000000.0,2027000000.0,20000000.0,1166000000.0,,309000000.0,1656000000.0,656000000.0,160000000.0,160000000.0,-307000000.0,2104000000.0,0.0,44000000.0,37000000.0,-118000000.0,0.356,12000000.0,-4000000.0,-13000000.0,1181000000.0,,-1469000000.0,117000000.0,0.0,98000000.0,-39000000.0,714000000.0,302000000.0,212000000.0,-1000000.0,52000000.0,891000000.0,0.0,58000000.0,12000000.0,4866000000.0,7306000000.0,184000000.0,0.0,1747000000.0,131000000.0,,838000000.0,106000000.0,93000000.0,184000000.0,93000000.0,,,,,,,,
2015-06-30,,,,,,,,,,3166000000.0,,,2432000000.0,,1225000000.0,,3713000000.0,,,,,4049000000.0,2038000000.0,,1159000000.0,,,1532000000.0,,,,,1941000000.0,0.0,44000000.0,66000000.0,,,,,,1185000000.0,,,116000000.0,0.0,77000000.0,,,,,,,908000000.0,0.0,,,4783000000.0,7215000000.0,,,1639000000.0,,,799000000.0,,88000000.0,183000000.0,88000000.0,,,,,,,,
2015-12-31,,,,,,,,,,3201000000.0,,2413000000.0,2475000000.0,,1344000000.0,,3731000000.0,,,,,3966000000.0,2012000000.0,,939000000.0,,,1426000000.0,,,,,1857000000.0,83000000.0,29000000.0,44000000.0,,,,,,1217000000.0,,-1481000000.0,128000000.0,13000000.0,77000000.0,,,,,,,932000000.0,0.0,,,4692000000.0,7167000000.0,,,1502000000.0,,,808000000.0,,120000000.0,183000000.0,120000000.0,,,,,,,,
2016-06-30,,,,,,,,,,3558000000.0,,,2552000000.0,,1345000000.0,,3717000000.0,,,,,3944000000.0,2227000000.0,,1166000000.0,,,1708000000.0,,,,,2213000000.0,10000000.0,94000000.0,71000000.0,,,,,,1291000000.0,,,127000000.0,0.0,38000000.0,,,,,,,946000000.0,0.0,,,4950000000.0,7502000000.0,,,1535000000.0,,,842000000.0,,85000000.0,182000000.0,85000000.0,,,,,,,,
2016-12-31,,,,,,,,,,3386000000.0,,2538000000.0,2529000000.0,,1348000000.0,,3970000000.0,,,,,3958000000.0,2188000000.0,,988000000.0,,,1559000000.0,,,,,2038000000.0,73000000.0,82000000.0,84000000.0,,,,,,1244000000.0,,-1556000000.0,137000000.0,0.0,94000000.0,,,,,,,982000000.0,0.0,,,4815000000.0,7344000000.0,,,1411000000.0,,,807000000.0,,100000000.0,180000000.0,100000000.0,,,,,,,,
2017-06-30,,,,,,,,,,3238000000.0,,,2579000000.0,,1185000000.0,,3956000000.0,,,,,4201000000.0,2227000000.0,,1212000000.0,,,1604000000.0,,,,,2053000000.0,0.0,64000000.0,64000000.0,,,,,,1298000000.0,,,135000000.0,0.0,111000000.0,,,,,,,1032000000.0,0.0,,,4860000000.0,7439000000.0,,,1360000000.0,,,792000000.0,,69000000.0,178000000.0,69000000.0,,,,,,,,
2017-12-31,,,,,,,,,,3222000000.0,,2741000000.0,2731000000.0,,1346000000.0,,4329000000.0,,,,,4644000000.0,2371000000.0,,1056000000.0,,,1423000000.0,,,,,1876000000.0,82000000.0,313000000.0,27000000.0,,,,,,1304000000.0,,-1692000000.0,139000000.0,16000000.0,97000000.0,,,,,,,1049000000.0,0.0,,,5135000000.0,7866000000.0,,,1371000000.0,,,873000000.0,,169000000.0,178000000.0,169000000.0,,,,,,,,
2018-06-30,,,,,,,,,,3070000000.0,,,2656000000.0,,1247000000.0,,4358000000.0,,,,,4643000000.0,2348000000.0,,1205000000.0,,,,,,,,1823000000.0,,,,,,,,,1352000000.0,,,,13000000.0,115000000.0,,,,,,,1056000000.0,,,,5057000000.0,7713000000.0,,,1290000000.0,,,831000000.0,,99000000.0,178000000.0,99000000.0,,,,,,,,
2018-12-31,,,,,,,,,,3185000000.0,,2883000000.0,3077000000.0,,1465000000.0,,4625000000.0,,,,,4874000000.0,2337000000.0,,1104000000.0,,,1301000000.0,,,,,1720000000.0,,,164000000.0,,,,,,1395000000.0,,-1821000000.0,,16000000.0,99000000.0,,,,,,,1062000000.0,,,,4982000000.0,8059000000.0,,,1210000000.0,,,854000000.0,,365000000.0,177000000.0,365000000.0,,,,,,,,
2019-06-30,,,,,,,,,,3994000000.0,,,2949000000.0,,1474000000.0,,4708000000.0,,,,,4952000000.0,2751000000.0,,1280000000.0,,,,,,,,2520000000.0,,,,,,,,,1532000000.0,,,,33000000.0,157000000.0,,,,,,,1226000000.0,,,,5997000000.0,8946000000.0,,,1640000000.0,,,906000000.0,,137000000.0,177000000.0,137000000.0,,,,,,,,
