date,quarterlyDilutedEPS,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyBasicAverageShares,quarterlyTaxProvision,quarterlyNetPPE,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyTotalRevenue,quarterlyEbitda,quarterlyDilutedAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyBasicEPS,quarterlyOperatingIncome,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment
2009-02-28,-0.67,29110000.0,-8062000.0,2222000,-18389000.0,-152173000.0,11560000.0,54793000.0,,,-147664000.0,180117000,-10868000.0,6370000.0,-82900000,,68280000.0,31359000.0,70020000.0,1541000.0,159670000.0,15818000,141412000.0,,914184000.0,60218000.0,1444596000.0,225224000.0,15297000.0,-160000.0,356234000.0,0.0,387593000.0,387593000.0,151841000.0,-103736000.0,,-8236000.0,387593000.0,392663000,-65381000,159670000.0,529530000.0,-106776000,,245903000,293585000.0,13736000.0,530412000.0,-1598000.0,264707000.0,1201000.0,,-0.67,65786000,-3886000.0,-5586000.0,616725000.0,-8062000.0,105759000.0,,146760000,915066000.0,535988000.0,165000000.0,-1130000.0,180117000,-98718000,-106776000,45030000.0,,264823000.0,3234000.0,,,,
2009-05-31,,39567000.0,-15482000.0,623000,-13772000.0,-121189000.0,22193000.0,76405000.0,,,0.0,33395000,-13462000.0,5914000.0,67512000,-70926000.0,114194000.0,39342000.0,106934000.0,1089000.0,,20710000,176226000.0,-16221000.0,1081633000.0,98712000.0,1676821000.0,258094000.0,15891000.0,92000.0,387593000.0,0.0,426935000.0,426935000.0,180043000.0,-10901000.0,3616000.0,-86316000.0,426935000.0,402041000,84026000,,629806000.0,37559000,,248504000,297415000.0,9633000.0,595188000.0,-1609000.0,336177000.0,9462000.0,0.0,,215109000,8876000.0,30575000.0,652675000.0,0.0,123384000.0,,153537000,1047015000.0,625120000.0,167610000.0,661000.0,181059000,46802000,37559000,49614000.0,-6734000.0,293629000.0,6675000.0,,,,
2009-08-31,0.355,108015000.0,-11101000.0,4171000,-41694000.0,-122028000.0,25295000.0,76652000.0,,,0.0,185836000,-11399000.0,13283000.0,89206000,-249000.0,696508000.0,645414000.0,723812000.0,4048000.0,161108000.0,26762000,182184000.0,-2883000.0,1178372000.0,685407000.0,2430928000.0,251076000.0,16922000.0,253000.0,426935000.0,0.0,1072349000.0,1072349000.0,173568000.0,9000.0,3004000.0,-11097000.0,1072349000.0,441310000,110299000,162596000.0,1600241000.0,57831000,,278482000,304212000.0,24378000.0,1252556000.0,-1616000.0,1029773000.0,6611000.0,,0.36,92646000,1596000.0,605931000.0,404934000.0,0.0,126064000.0,,162828000,819835000.0,626212000.0,374366000.0,-7381000.0,185836000,62444000,57831000,119450000.0,-335162000.0,570468000.0,11990000.0,,,,
2009-11-30,0.38,118961000.0,-9576000.0,4423000,-10803000.0,-118170000.0,23246000.0,62112000.0,,,0.0,175368000,-822000.0,12858000.0,84969000,-16810000.0,88714000.0,18498000.0,755460000.0,13969000.0,162472000.0,23655000,174692000.0,-4986000.0,1118754000.0,79138000.0,2509848000.0,225211000.0,16783000.0,0.0,1072349000.0,0.0,1090847000.0,1090847000.0,169417000.0,19203000.0,4429000.0,-26887000.0,1090847000.0,408951000,106175000,164376000.0,1577837000.0,62835000,,264070000,292862000.0,8171000.0,1391094000.0,-1629000.0,1052009000.0,22240000.0,,0.385,88702000,-19687000.0,-1233000.0,467476000.0,-501000.0,132027000.0,,144881000,921407000.0,599872000.0,341978000.0,107000.0,175368000,61314000,62835000,121738000.0,-22373000.0,525828000.0,132008000.0,,,,
2010-02-28,0.295,150489000.0,-15843000.0,4141000,1107000.0,-111385000.0,22489000.0,59133000.0,,,0.0,178484000,-1661000.0,12146000.0,71027000,0.0,-467025000.0,-449071000.0,203475000.0,2682000.0,163078000.0,20298000,178549000.0,9811000.0,1078415000.0,-482868000.0,1979668000.0,210309000.0,16720000.0,44000.0,1090847000.0,0.0,589620000.0,589620000.0,176423000.0,-20438000.0,4410000.0,-15947000.0,589620000.0,398535000,91888000,165272000.0,1034473000.0,48461000,,252333000,289934000.0,12291000.0,901253000.0,-1632000.0,542678000.0,6579000.0,,0.3,73849000,-2932000.0,-543254000.0,513068000.0,-148000.0,122217000.0,,146202000,934992000.0,577218000.0,307298000.0,489000.0,178484000,50729000,48461000,125364000.0,-1098000.0,491795000.0,152500000.0,,,,
2010-05-31,,227356000.0,-19534000.0,4815000,-44360000.0,-119402000.0,22454000.0,88265000.0,,,0.0,201243000,584000.0,9740000.0,68600000,-12454000.0,147564000.0,128170000.0,265110000.0,9549000.0,,17890000,183938000.0,-13631000.0,1071062000.0,128030000.0,2039326000.0,205110000.0,18242000.0,14000.0,589620000.0,0.0,769946000.0,769946000.0,173575000.0,-44255000.0,6229000.0,28727000.0,769946000.0,425050000,91657000,,1167809000.0,34190000,,272728000,303340000.0,6430000.0,968264000.0,-1620000.0,672471000.0,-7962000.0,,,71485000,23745000.0,43969000.0,544772000.0,470000.0,132086000.0,,152322000,861264000.0,569090000.0,272965000.0,2058000.0,201243000,50710000,34190000,134108000.0,-24247000.0,495338000.0,13741000.0,,,,
2010-08-31,0.305,222033000.0,-24785000.0,4841000,-61775000.0,-130407000.0,21550000.0,89858000.0,,,0.0,206990000,-1957000.0,6731000.0,78803000,-2489000.0,-104377000.0,-191733000.0,105686000.0,,159194000.0,24981000,202928000.0,-18960000.0,1103476000.0,-129162000.0,1908745000.0,202908000.0,16704000.0,0.0,769946000.0,0.0,578213000.0,578213000.0,180059000.0,-20413000.0,3492000.0,-26820000.0,578213000.0,440138000,100348000,160678000.0,976588000.0,49368000,,289097000,333335000.0,233000.0,805269000.0,-1586000.0,508011000.0,4570000.0,-15374000.0,0.31,82107000,3518000.0,-186455000.0,592439000.0,454000.0,151161000.0,,151041000,921920000.0,582252000.0,238248000.0,3096000.0,206990000,49396000,49368000,140471000.0,-49467000.0,468577000.0,43333000.0,,,,
2010-11-30,0.335,323975000.0,-26924000.0,4299000,64163000.0,-142121000.0,22310000.0,95426000.0,,,0.0,206178000,-2310000.0,7737000.0,82916000,-2920000.0,43461000.0,85447000.0,94887000.0,,159402000.0,24546000,219944000.0,1411000.0,1127932000.0,16537000.0,2056590000.0,198687000.0,18024000.0,0.0,578213000.0,0.0,663660000.0,663660000.0,177879000.0,-4457000.0,4198000.0,-29307000.0,663660000.0,443526000,105239000,160688000.0,1058125000.0,53505000,,289321000,362065000.0,9244000.0,928658000.0,-1594000.0,605985000.0,2020000.0,474000.0,0.335,83143000,-231000.0,-38433000.0,636594000.0,537000.0,149719000.0,,154205000,988529000.0,590911000.0,202610000.0,-1142000.0,206178000,58370000,53505000,154104000.0,-33864000.0,452140000.0,81192000.0,,,,
2011-02-28,0.295,,-25386000.0,4315000,47620000.0,,,,,,0.0,209851000,11024000.0,,75515000,-164287000.0,794207000.0,665405000.0,,,159794000.0,20962000,,11713000.0,,768821000.0,,,21791000.0,0.0,663660000.0,,,,,,4058000.0,-189150000.0,1329065000.0,456382000,101621000,161466000.0,,47789000,,288050000,,,,-1602000.0,,5349000.0,0.0,0.3,78199000,352000.0,707933000.0,,523000.0,,,168332000,,,,-2023000.0,209851000,54553000,47789000,,-165665000.0,,,,,,
2011-05-31,,356547000.0,-21442000.0,4706000,64115000.0,-147670000.0,362478000.0,116432000.0,,,0.0,240172000,-6368000.0,7640000.0,86973000,-849000.0,-23519000.0,25220000.0,838565000.0,,,24587000,256301000.0,-28887000.0,1502556000.0,-44961000.0,3350531000.0,,25718000.0,0.0,1329065000.0,0.0,1354285000.0,1354285000.0,20053000.0,79320000.0,4137000.0,-21743000.0,1354285000.0,519755000,117397000,,1878856000.0,58577000,,328316000,403971000.0,7674000.0,1847975000.0,-1606000.0,1444364000.0,-14913000.0,0.0,,88144000,15515000.0,-136308000.0,715202000.0,548000.0,166540000.0,37033000.0,191439000,1184535000.0,779637000.0,268217000.0,2048000.0,240172000,62386000,58577000,49843000.0,-31202000.0,434492000.0,280359000.0,,,,
2011-08-31,0.395,404976000.0,-12151000.0,4087000,-11661000.0,-159188000.0,20403000.0,122133000.0,,,0.0,242625000,-1051000.0,10454000.0,107024000,0.0,-605878000.0,-630333000.0,162116000.0,,160152000.0,34943000,255664000.0,-10812000.0,1477579000.0,-618029000.0,2715158000.0,326994000.0,24216000.0,,1354285000.0,0.0,723952000.0,723952000.0,217978000.0,70350000.0,3978000.0,-11568000.0,723952000.0,542771000,135327000,161662000.0,1262987000.0,63974000,,351235000,414852000.0,17317000.0,1237579000.0,-1613000.0,802387000.0,441000.0,-76058000.0,0.4,108610000,7831000.0,-721237000.0,736868000.0,583000.0,177352000.0,,191536000,1157711000.0,775505000.0,285766000.0,-2861000.0,242625000,72081000,63974000,52701000.0,-44295000.0,460600000.0,288684000.0,,,,
2011-11-30,0.39,313638000.0,-22995000.0,4878000,-200144000.0,-161672000.0,28619000.0,115157000.0,,,0.0,247994000,-2173000.0,11790000.0,93961000,-7000000.0,291812000.0,46908000.0,270290000.0,,156696000.0,25812000,258041000.0,14709000.0,1423929000.0,268817000.0,2614339000.0,299680000.0,24024000.0,,723952000.0,0.0,770860000.0,770860000.0,206420000.0,12909000.0,4447000.0,-29375000.0,770860000.0,530505000,122863000,157752000.0,1180591000.0,61181000,,344574000,419713000.0,17076000.0,1190410000.0,-1556000.0,807424000.0,-541000.0,-23546000.0,0.39,96580000,-1916000.0,191400000.0,790532000.0,620000.0,162643000.0,,185931000,1146355000.0,741081000.0,203222000.0,-1351000.0,247994000,68149000,61181000,54788000.0,-87050000.0,373167000.0,206642000.0,,,,
2012-02-29,0.365,298221000.0,-35938000.0,3698000,-56191000.0,-176696000.0,23644000.0,120748000.0,,,0.0,246973000,-19074000.0,12380000.0,91018000,-37245000.0,87220000.0,-35127000.0,221247000.0,,156842000.0,25328000,288428000.0,6605000.0,1490472000.0,51282000.0,2616971000.0,318843000.0,25257000.0,,770860000.0,0.0,735733000.0,735733000.0,213613000.0,33299000.0,4371000.0,-72524000.0,735733000.0,533539000,119973000,158130000.0,1107767000.0,57920000,,339321000,465124000.0,19289000.0,1126499000.0,-1571000.0,752370000.0,-849000.0,-4847000.0,0.37,92348000,-57000.0,-12964000.0,842487000.0,659000.0,156038000.0,,194218000,1229977000.0,760972000.0,177846000.0,-561000.0,246973000,65690000,57920000,56803000.0,-31137000.0,355397000.0,179515000.0,,,,
2012-05-31,,291811000.0,-38792000.0,4185000,49810000.0,-161911000.0,21446000.0,106644000.0,,,0.0,289711000,-3343000.0,9864000.0,8445000,-29000.0,53371000.0,45542000.0,216878000.0,,,-3201000,305848000.0,-26924000.0,1439404000.0,14579000.0,2688143000.0,290188000.0,25602000.0,,735733000.0,0.0,781275000.0,781275000.0,11817000.0,-30000000.0,3595000.0,-36966000.0,781275000.0,597032000,38232000,,1242800000.0,5086000,,383961000,467759000.0,12283000.0,1248739000.0,-1571000.0,837285000.0,-1826000.0,-14000.0,,94250000,-25356000.0,36126000.0,843456000.0,703000.0,182962000.0,36116000.0,213071000,1172184000.0,724687000.0,236565000.0,2379000.0,289711000,11646000,5086000,62306000.0,-21753000.0,405515000.0,217994000.0,,,,
2012-08-31,0.295,256795000.0,-29237000.0,3545000,5983000.0,-177228000.0,22532000.0,124096000.0,,,-23989000.0,281419000,-1000000.0,12839000.0,78926000,-190000.0,68627000.0,60056000.0,470771000.0,4375000.0,157208000.0,24764000,324005000.0,3087000.0,1468611000.0,39390000.0,2805492000.0,284625000.0,23895000.0,,781275000.0,0.0,841331000.0,841331000.0,300270000.0,1498000.0,4222000.0,-28687000.0,841331000.0,590287000,106366000,158086000.0,1522472000.0,46675000,,385896000,501233000.0,18110000.0,1336881000.0,-1578000.0,1045946000.0,-941000.0,-9597000.0,0.295,104477000,10273000.0,-28996000.0,889370000.0,740000.0,179875000.0,,204391000,1148952000.0,740891000.0,285464000.0,-2992000.0,281419000,54162000,46675000,66966000.0,-30080000.0,476526000.0,236384000.0,,,,
2012-11-30,0.445,314824000.0,-25156000.0,14609000,531333000.0,-179846000.0,26950000.0,167365000.0,,,14489000.0,276177000,-6936000.0,14147000.0,104160000,-409541000.0,56166000.0,156930000.0,470711000.0,2705000.0,157502000.0,28789000,338195000.0,-2366000.0,1938801000.0,31010000.0,3428721000.0,416170000.0,28160000.0,,841331000.0,0.0,998261000.0,998261000.0,244499000.0,18432000.0,4956000.0,-433952000.0,998261000.0,588538000,146929000,158288000.0,2053920000.0,70183000,,378270000,518041000.0,7436000.0,1489920000.0,-1575000.0,1037470000.0,-1290000.0,-13280000.0,0.445,102093000,19782000.0,-76771000.0,957978000.0,745000.0,183256000.0,,210268000,1233964000.0,1059520000.0,777988000.0,-1305000.0,276177000,75371000,70183000,71097000.0,-313053000.0,1016450000.0,237640000.0,,,,
2013-02-28,0.375,239484000.0,-20623000.0,7063000,-341168000.0,-185722000.0,29554000.0,162389000.0,,,1189000.0,270507000,-249916000.0,11349000.0,86247000,-23696000.0,79974000.0,-315301000.0,201190000.0,2177000.0,155512000.0,23433000,341573000.0,16985000.0,1929362000.0,59351000.0,3076224000.0,412995000.0,30892000.0,,998261000.0,0.0,682960000.0,682960000.0,227367000.0,-6774000.0,4885000.0,-43646000.0,682960000.0,578746000,124202000,156648000.0,1790986000.0,58462000,,361281000,527295000.0,5787000.0,1146862000.0,-1535000.0,673828000.0,-1461000.0,-114776000.0,0.375,90774000,-2773000.0,-19094000.0,946195000.0,673000.0,166271000.0,,217465000,1147087000.0,1051614000.0,883462000.0,2762000.0,271696000,62814000,58462000,71307000.0,-96656000.0,1117158000.0,208471000.0,,,,
2013-05-31,0.265,259796000.0,-23574000.0,8065000,-12626000.0,-156948000.0,22252000.0,170723000.0,,,-28464000.0,319032000,-2478000.0,11057000.0,64951000,-589000.0,35779000.0,-2490000.0,162558000.0,1286000.0,152068000.0,18585000,348064000.0,-23164000.0,1910564000.0,12205000.0,3125056000.0,400848000.0,28841000.0,,682960000.0,0.0,680470000.0,680470000.0,18497000.0,-15062000.0,4364000.0,-22282000.0,680470000.0,618352000,101857000,153302000.0,1838449000.0,40805000,39001000.0,388401000,505012000.0,18870000.0,1214492000.0,-1510000.0,704114000.0,-1186000.0,-37644000.0,0.27,69369000,5830000.0,-53414000.0,958751000.0,654000.0,189435000.0,188242000.0,229951000,1146085000.0,1044222000.0,891134000.0,348000.0,290568000,46366000,40805000,72478000.0,-42560000.0,1134335000.0,259204000.0,,,,
2013-08-31,0.435,400715000.0,-20263000.0,7879000,92480000.0,,22594000.0,173573000.0,,,0.0,291556000,-11269000.0,6677000.0,102843000,0.0,-23187000.0,45417000.0,400887000.0,3998000.0,147530000.0,31135000,355370000.0,802000.0,1909422000.0,-43450000.0,3499490000.0,387234000.0,28374000.0,990000.0,680470000.0,0.0,725887000.0,725887000.0,224100000.0,-17376000.0,4788000.0,-18608000.0,725887000.0,629685000,139096000,148578000.0,2294801000.0,64643000,-40207000.0,398940000,,19118000.0,1590068000.0,-1456000.0,1044820000.0,-1891000.0,-143700000.0,0.44,107384000,5784000.0,-137184000.0,917550000.0,665000.0,188633000.0,,230745000,1067022000.0,1047578000.0,1000383000.0,4448000.0,291556000,71708000,64643000,76025000.0,-331515000.0,1249981000.0,611602000.0,,,,
2013-11-30,0.51,518859000.0,-20915000.0,8025000,-44962000.0,,22384000.0,172988000.0,,,7000000.0,287045000,91000.0,8886000.0,109170000,-2324000.0,434870000.0,370946000.0,798671000.0,23368000.0,145948000.0,29313000,357880000.0,-7155000.0,1923256000.0,413955000.0,3981564000.0,379350000.0,29018000.0,2112000.0,725887000.0,0.0,1096833000.0,1096833000.0,235361000.0,2235000.0,7177000.0,-20464000.0,1096833000.0,634122000,146213000,147008000.0,2749880000.0,73897000,18362000.0,398952000,,20114000.0,2058308000.0,-1438000.0,1573005000.0,-2454000.0,-106483000.0,0.51,111907000,289000.0,315968000.0,896597000.0,663000.0,195788000.0,,235170000,1087113000.0,1063310000.0,922545000.0,-2211000.0,294045000,79857000,73897000,81342000.0,-447865000.0,1176875000.0,688003000.0,,,,
2014-02-28,0.38,264406000.0,-20092000.0,16457000,43450000.0,,25172000.0,165697000.0,,,0.0,286224000,-23745000.0,7315000.0,83778000,-195000.0,-97282000.0,-83273000.0,171563000.0,2374000.0,143670000.0,23657000,364725000.0,20795000.0,1922460000.0,-117374000.0,3455715000.0,364513000.0,29806000.0,419000.0,1096833000.0,0.0,1013560000.0,1013560000.0,243212000.0,-5745000.0,5304000.0,-19199000.0,1013560000.0,616452000,130041000,144868000.0,2192006000.0,55121000,5423000.0,383515000,,8821000.0,1533255000.0,-1436000.0,688002000.0,3339000.0,-8379000.0,0.385,97291000,-2970000.0,-196836000.0,940545000.0,669000.0,174993000.0,,232937000,1130108000.0,1064868000.0,1252056000.0,1574000.0,286224000,60121000,55121000,86251000.0,-1320489000.0,1504004000.0,283414000.0,,,,
2014-05-31,0.36,457805000.0,-20141000.0,9451000,127928000.0,-171965000.0,31067000.0,209099000.0,,,0.0,331687000,-1233000.0,6636000.0,81559000,-424005000.0,-120303000.0,-431688000.0,451317000.0,1987000.0,141414000.0,23293000,369753000.0,-32981000.0,2375206000.0,-140444000.0,4018650000.0,535173000.0,34871000.0,86000.0,1013560000.0,0.0,581872000.0,581872000.0,13076000.0,-1776000.0,12524000.0,-443399000.0,581872000.0,673977000,125881000,142644000.0,2885851000.0,51625000,25646000.0,420604000,541718000.0,12390000.0,1643444000.0,-1427000.0,1211618000.0,-478000.0,-188745000.0,0.365,88917000,-4902000.0,-226955000.0,815980000.0,661000.0,214574000.0,214681000.0,253373000,997227000.0,1337285000.0,1376002000.0,982000.0,331687000,58266000,51625000,89132000.0,-160728000.0,1674233000.0,780917000.0,,,,
2014-08-31,0.55,683407000.0,-18157000.0,11010000,94085000.0,,32765000.0,209941000.0,,,0.0,320658000,-8095000.0,5660000.0,114580000,-4773000.0,-63473000.0,14012000.0,634061000.0,12588000.0,136292000.0,30146000,363415000.0,7933000.0,2332632000.0,-81630000.0,4339356000.0,511265000.0,34566000.0,10528000.0,581872000.0,0.0,595884000.0,595884000.0,248639000.0,-19351000.0,4066000.0,-12183000.0,595884000.0,704895000,160156000,137234000.0,3268843000.0,75366000,-22151000.0,445056000,,13390000.0,2006724000.0,-1370000.0,1579497000.0,-755000.0,-132283000.0,0.555,124398000,3705000.0,-193797000.0,822461000.0,219000.0,206641000.0,,259839000,942251000.0,1324374000.0,1388750000.0,981000.0,320658000,84434000,75366000,90655000.0,-363679000.0,1689346000.0,1141608000.0,,,,
2014-11-30,0.55,577596000.0,-15133000.0,10350000,10920000.0,,31755000.0,200848000.0,,,0.0,315511000,-3791000.0,8002000.0,114916000,-218878000.0,290409000.0,48585000.0,781262000.0,4511000.0,134754000.0,29660000,362809000.0,9588000.0,2516332000.0,275276000.0,4541587000.0,542992000.0,34606000.0,0.0,595884000.0,0.0,644469000.0,644469000.0,303008000.0,-102726000.0,5079000.0,-234011000.0,644469000.0,697291000,159872000,135474000.0,3519351000.0,74781000,-9352000.0,439495000,,14267000.0,2025255000.0,-1323000.0,1676133000.0,368000.0,-47441000.0,0.555,123984000,-4687000.0,166663000.0,852972000.0,0.0,197053000.0,,257796000,894665000.0,1483615000.0,1554125000.0,-2487000.0,315511000,85256000,74781000,88245000.0,-509000000.0,1843218000.0,1122321000.0,,,,
2015-02-28,0.465,509300000.0,-23456000.0,13429000,-94253000.0,,36753000.0,201737000.0,,,0.0,310113000,-3618000.0,5587000.0,92346000,-9213000.0,120149000.0,-34321000.0,426368000.0,1768000.0,133780000.0,23031000,355885000.0,14603000.0,2425170000.0,96693000.0,4018320000.0,516083000.0,33640000.0,69000.0,644469000.0,0.0,610148000.0,610148000.0,284472000.0,-184226000.0,5682000.0,-32600000.0,610148000.0,664983000,139415000,134612000.0,3076692000.0,62568000,-4541000.0,414728000,,22560000.0,1593150000.0,-1342000.0,1242700000.0,856000.0,-52120000.0,0.47,104615000,14461000.0,-6903000.0,861955000.0,0.0,170895000.0,,250255000,825073000.0,1422900000.0,1546000000.0,1250000.0,310113000,69315000,62568000,86255000.0,-506000000.0,1833992000.0,744976000.0,,,,
2015-05-31,0.495,655129000.0,-35804000.0,9647000,130623000.0,-179932000.0,34563000.0,214669000.0,,,0.0,348732000,-19073000.0,5228000.0,95268000,-126323000.0,77616000.0,40591000.0,2033900000.0,3683000.0,131488000.0,25158000,374143000.0,-30876000.0,2491253000.0,41812000.0,5793548000.0,560136000.0,34693000.0,0.0,610148000.0,0.0,650739000.0,650739000.0,22836000.0,-185992000.0,6229000.0,-162127000.0,650739000.0,706549000,139608000,132392000.0,4929995000.0,65325000,-36758000.0,452332000,554075000.0,14228000.0,3302295000.0,-1305000.0,3015904000.0,2604000.0,-140543000.0,0.495,103600000,67600000.0,-107596000.0,795226000.0,0.0,202390000.0,232573000.0,254217000,757976000.0,1491833000.0,1680000000.0,383000.0,348732000,70110000,65325000,19422000.0,-770228000.0,1914091000.0,2394822000.0,,,,
2015-08-31,0.66,356675000.0,-16858000.0,13243000,-90115000.0,,36265000.0,216844000.0,,,0.0,338358000,-7332000.0,,125671000,-241530000.0,513392000.0,152570000.0,1699353000.0,2513000.0,130328000.0,32623000,368795000.0,-7512000.0,2725880000.0,496534000.0,5472918000.0,686852000.0,38757000.0,0.0,650739000.0,0.0,803309000.0,803309000.0,303497000.0,-212727000.0,6467000.0,-258388000.0,803309000.0,748796000,177671000,131146000.0,4555775000.0,86646000,-14801000.0,476130000,,30711000.0,2747038000.0,-1305000.0,2390236000.0,1333000.0,-34296000.0,0.665,137772000,3584000.0,365940000.0,861212000.0,0.0,207949000.0,,272666000,786697000.0,1603593000.0,1932028000.0,,338358000,93048000,86646000,16667000.0,-2626925000.0,2165539000.0,1658193000.0,,,,
2015-11-30,0.6,685178000.0,-19388000.0,14126000,275846000.0,,35365000.0,202630000.0,,,0.0,328620000,-6789000.0,,110331000,-404000.0,-59322000.0,185148000.0,1256458000.0,3804000.0,129505000.0,27253000,367541000.0,3241000.0,2672280000.0,-78710000.0,5328101000.0,665667000.0,38749000.0,0.0,803309000.0,0.0,988457000.0,988457000.0,309117000.0,-245234000.0,7005000.0,-19792000.0,988457000.0,722350000,163206000,130353000.0,4402002000.0,78771000,11472000.0,451785000,,16892000.0,2655821000.0,-1297000.0,2267645000.0,865000.0,-37452000.0,0.61,123165000,-684000.0,-195329000.0,917989000.0,0.0,202931000.0,,270565000,805156000.0,1577455000.0,1915803000.0,,328620000,83078000,78771000,15924000.0,-225250000.0,2134357000.0,1403914000.0,,,,
2016-02-29,0.53,276323000.0,-21302000.0,13300000,-553538000.0,,40559000.0,195354000.0,,,0.0,313407000,-10306000.0,,95597000,-48000.0,423949000.0,-162957000.0,1160951000.0,962000.0,129287000.0,22685000,366445000.0,27699000.0,2633998000.0,402647000.0,4699101000.0,645541000.0,39168000.0,0.0,988457000.0,0.0,825500000.0,825500000.0,285572000.0,-277301000.0,7000000.0,-21350000.0,825500000.0,679940000,148065000,130160000.0,3746351000.0,69061000,-27185000.0,421212000,,25286000.0,2065103000.0,-1293000.0,1748132000.0,330000.0,-11084000.0,0.53,107805000,-6192000.0,306161000.0,981013000.0,0.0,172848000.0,,258728000,840117000.0,1556904000.0,1787675000.0,,313407000,72912000,69061000,15190000.0,-198000000.0,1998219000.0,1000683000.0,,,,
2016-05-31,0.26,513978000.0,-34043000.0,28647000,2333294000.0,-200669000.0,48129000.0,744862000.0,267094000.0,,0.0,345182000,-45550000.0,,29313000,-1793675000.0,-293018000.0,219228000.0,1220315000.0,1201000.0,139952000.0,-11866000,493678000.0,-37970000.0,7658639000.0,-327061000.0,10509952000.0,2264708000.0,71207000.0,,825500000.0,0.0,1044728000.0,1044728000.0,25195000.0,-246050000.0,10337000.0,-1827718000.0,1044728000.0,747064000,129167000,140948000.0,7632548000.0,37187000,-50992000.0,401384000,694347000.0,,2851313000.0,-1544000.0,2430707000.0,6729000.0,-53122000.0,0.27,56202000,-14870000.0,-418975000.0,1015811000.0,0.0,281612000.0,313467000.0,345680000,2746476000.0,4829405000.0,4379744000.0,,345182000,41179000,37187000,77235000.0,-641433000.0,5201841000.0,1336326000.0,,,,
2016-08-31,0.55,514090000.0,-41381000.0,43077000,-175066000.0,,58982000.0,724023000.0,,,0.0,355760000,6828000.0,,120502000,-34563000.0,155667000.0,-66952000.0,1015805000.0,3037000.0,153901000.0,28044000,512079000.0,-7726000.0,7652951000.0,114286000.0,10237780000.0,2211954000.0,103186000.0,37717000.0,1044728000.0,0.0,977776000.0,977776000.0,702277000.0,-265511000.0,7619000.0,-38227000.0,977776000.0,939492000,266765000,154875000.0,7332568000.0,85093000,30846000.0,476866000,,,2584829000.0,-1539000.0,2232172000.0,8855000.0,-67633000.0,0.55,121106000,-20861000.0,-4066000.0,1099026000.0,0.0,286645000.0,,462626000,2746679000.0,4849015000.0,4289666000.0,,355760000,92458000,85093000,86707000.0,-308555000.0,5100396000.0,1105470000.0,,,,
2016-11-30,0.32,645052000.0,-41887000.0,52448000,44415000.0,,57420000.0,695258000.0,,,0.0,368171000,-15455000.0,,54172000,-697000.0,37876000.0,18040000.0,883447000.0,1845000.0,153173000.0,1557000,520714000.0,17419000.0,7538151000.0,-4011000.0,10113114000.0,2115842000.0,108683000.0,0.0,977776000.0,0.0,995816000.0,995816000.0,681356000.0,-309717000.0,8747000.0,-42584000.0,995816000.0,941821000,215303000,153991000.0,7311277000.0,49452000,-43272000.0,473438000,,,2574963000.0,-1530000.0,2209855000.0,22220000.0,-104772000.0,0.32,105267000,-31849000.0,-131939000.0,1146844000.0,0.0,266245000.0,,468383000,2655614000.0,4823756000.0,4316391000.0,,368171000,52615000,49452000,89773000.0,-1006244000.0,5101422000.0,1117666000.0,,,,
