date,quarterlyBasicAverageShares,quarterlyOperatingIncome,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyGrossProfit,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyDilutedEPS,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyNetOtherInvestingChanges,quarterlyCurrentLiabilities,quarterlyOperatingExpense,quarterlyCurrentAssets,quarterlyGoodwill,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,quarterlyDilutedAverageShares,quarterlyAccountsReceivable,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyCurrentAccruedExpenses,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable
2004-12-31,101896000.0,115052000,-2385000.0,154447000,,99076000,947269000.0,,438033000,887993000,936841000,31977000,-40229000,362931000,-1000.0,141920000,-5017000.0,1079467000,,,0.72,1653207000,449960000,407582000,,0.0,529259000,322981000,1264124000,,,99601000.0,322981000,0.0,,10086000,-1106000.0,2951000.0,,74842000,74842000,425071000,1985000,244597000,-40515000,189369000,-479929000.0,,216949000,71663000.0,307981000.0,104325000.0,334347000.0,467340000,115041000,303149000.0,40199000,16210000.0,,204082000,145982000,616364000.0,1325924000,2590048000,74842000,4966000.0,,,26868000.0,,0.73,1080000.0,362931000,,362931000,,
2005-03-31,,41069000,11356000.0,184394000,,-46966000,1052966000.0,,501658000,940992000,1050961000,-2145000,-48645000,350485000,0.0,71360000,-6581000.0,1090310000,,,,1675708000,439334000,428551000,,0.0,622410000,460589000,1413763000,,,137591000.0,460589000,0.0,,6578000,1106000.0,2799000.0,,21773000,21773000,430082000,-2582000,21988000,-49231000,183190000,-565072000.0,,-21304000,72148000.0,290960000.0,,455682000.0,487894000,39372000,365868000.0,15994000,12053000.0,,-27243000,362931000,605849000.0,1312906000,2726669000,21773000,61000.0,,,30291000.0,,,1085000.0,350485000,,350485000,,
2005-06-30,103048000.0,80221000,-6964000.0,160324000,,102281000,1053800000.0,,414428000,751942000,1000691000,-47225000,-32607000,522327000,-1602000.0,107882000,-5193000.0,1133048000,,,0.48,1743123000,337514000,408934000,,0.0,591757000,334207000,1447485000,,,139785000.0,334207000,0.0,,18103000,0.0,2510000.0,,50707000,50707000,467610000,396000,190707000,-32607000,179172000,-565072000.0,,171842000,55689000.0,269149000.0,105491000.0,275598000.0,488728000,80695000,375744000.0,30343000,25552000.0,,158100000,350485000,593795000.0,1296329000,2743814000,50707000,-25179000.0,,,27661000.0,,0.49,1099000.0,522327000,,522327000,,
2005-09-30,104198000.0,176983000,1177000.0,192868000,,-135141000,1059216000.0,,551545000,1027384000,1034385000,-17269000,-155868000,383156000,-1651000.0,207554000,-5232000.0,1232021000,,,0.97,1878928000,475839000,415522000,,-113965000.0,618863000,374562000,1527227000,,,147865000.0,368019000,0.0,,9646000,0.0,2790000.0,,104205000,104205000,513101000,-13527000,7363000,-41903000,180456000,-565072000.0,,-139171000,41240000.0,267657000.0,107416000.0,458651000.0,494144000,171073000,384755000.0,64281000,16858000.0,,-34540000,522327000,675413000.0,1386086000,2913313000,104205000,-18253000.0,,,30571000.0,,1.0,1091000.0,383156000,,383156000,,
2005-12-31,104688000.0,143642000,-10531000.0,158795000,,163134000,1082932000.0,,531465000,995482000,1042062000,68953000,-23115000,643874000,0.0,179971000,-5237000.0,1317457000,,,0.84,1975397000,464017000,169899000,,0.0,872163000,387823000,1593505000,,,,381615000,0.0,,-2788000,0.0,3312000.0,,90673000,90673000,443267000,-5504000,295540000,-23115000,201074000,-565072000.0,,260718000,55374000.0,,107780000.0,356677000.0,517860000,143525000,397216000.0,52368000,2449000.0,,272425000,383156000,672088000.0,1423954000,3017459000,90673000,-21609000.0,,,36329000.0,,0.87,1092000.0,643874000,260778000.0,643874000,,
2006-03-31,,124754000,51818000.0,202200000,,-214974000,1273100000.0,,524962000,971492000,1039100000,-659000,-327610000,285700000,-547000.0,157193000,-5138000.0,1379200000,,,,2049600000,446530000,195600000,,0.0,843500000,400208000,1378500000,699700000.0,,174800000.0,394008000,0.0,,8539000,5100000.0,3888000.0,,62415000,62415000,485500000,-2565000,-44510000,-60975000,203200000,-724300000.0,20800000.0,-358189000,46600000.0,,,484200000.0,548800000,107607000,314300000.0,47908000,10341000.0,,-105485000,643874000,258500000.0,1710200000,3088700000,62415000,-27200000.0,,,32439000.0,,,1100000.0,285700000,280400000.0,285700000,,
2006-06-30,105100000.0,135600000,-2700000.0,203600000,,100500000,1265900000.0,,531500000,953600000,1092800000,-34800000,-32400000,429200000,-67600000.0,173400000,-5300000.0,1454200000,,9500000.0,0.74,2091800000,422100000,204000000,,0.0,888800000,395900000,1440400000,705400000.0,,183500000.0,390300000,0.0,,-62100000,3700000.0,4400000.0,,80200000,80200000,525600000,-2500000,231800000,-34500000,234200000,-724300000.0,20500000.0,143500000,86000000.0,,108100000.0,349700000.0,541600000,128500000,308200000.0,48300000,8300000.0,,197300000,285700000,253100000.0,1744200000,3184600000,80200000,32200000.0,,,37800000.0,,0.76,1100000.0,429200000,291000000.0,429200000,,
2006-09-30,104500000.0,216700000,-4300000.0,240800000,,-157400000,1273400000.0,,632600000,1166800000,1121200000,-61600000,-84900000,321000000,-62000000.0,250300000,-5200000.0,1586000000,,13200000.0,1.28,2198900000,534200000,208600000,,-52400000.0,912600000,415900000,1533600000,705500000.0,,188500000.0,412100000,0.0,,-46600000,4700000.0,4500000.0,,137000000,137000000,586400000,300000,24800000,-29100000,268900000,-724300000.0,20100000.0,-108200000,70900000.0,,107300000.0,524800000.0,549100000,213600000,311800000.0,76600000,17200000.0,,-4300000,429200000,249200000.0,1786500000,3320100000,137000000,29900000.0,,,33600000.0,,1.31,1100000.0,321000000,289100000.0,321000000,,
2006-12-31,104200000.0,184200000,-4400000.0,168400000,,237900000,1281600000.0,,614000000,1143700000,1224600000,107700000,-40400000,751800000,-50900000.0,217000000,-5200000.0,1691200000,,17200000.0,1.03,2306000000,529700000,619700000,,0.0,604900000,429800000,1714800000,710000000.0,,205400000.0,426800000,0.0,,68400000,14600000.0,7100000.0,,110500000,110500000,483900000,100000,397500000,-40400000,290200000,-724300000.0,20500000.0,430800000,69500000.0,393800000.0,107600000.0,366800000.0,557300000,180800000,367000000.0,70300000,22700000.0,,357100000,321000000,246100000.0,1815800000,3530600000,110500000,42200000.0,,,32800000.0,,1.06,1100000.0,751800000,,751800000,,
2007-03-31,,120700000,-101000000.0,174700000,,111500000,1458000000.0,,558100000,1031300000,1419100000,-43500000,-276900000,563900000,-50800000.0,161200000,-5200000.0,1742300000,,12900000.0,,2334900000,473200000,778800000,,-22100000.0,640300000,437400000,1685900000,790500000.0,40000000.0,332900000.0,434200000,0.0,,-54900000,-800000.0,5600000.0,,73200000,73200000,526900000,-1000000,142000000,-80000000,297200000,-828200000.0,,-187900000,74600000.0,398800000.0,,467500000.0,629800000,120400000,351000000.0,47200000,3200000.0,,62000000,751800000,297700000.0,2072100000,3758000000,73200000,40500000.0,,,40500000.0,,,1100000.0,563900000,,563900000,,
2007-06-30,103900000.0,145800000,-4100000.0,223600000,,142500000,1450400000.0,,592000000,1070300000,1767300000,-25100000,-224900000,643200000,-170000000.0,188900000,-5200000.0,1763000000,,9200000.0,0.82,2228100000,478300000,974600000,,-700000.0,792700000,446200000,1706200000,922500000.0,,571500000.0,438500000,0.0,,24700000,25900000.0,5800000.0,,88300000,88300000,604700000,-1300000,280800000,-44700000,278700000,-828200000.0,,79300000,12600000.0,403100000.0,107300000.0,323000000.0,622200000,145100000,390000000.0,56800000,6400000.0,,236100000,563900000,373900000.0,2289200000,3995400000,88300000,40300000.0,,,43100000.0,,0.85,1100000.0,643200000,166500000.0,643200000,,
2007-09-30,102600000.0,192600000,5000000.0,256000000,,-221300000,1475200000.0,,695200000,1299100000,1944700000,-20300000,-63400000,473000000,-100000000.0,244100000,-5100000.0,1873200000,,22200000.0,1.09,2242800000,603900000,1035600000,,-12800000.0,909100000,502600000,1812100000,940900000.0,,611200000.0,488200000,0.0,,-101200000,3300000.0,6200000.0,,115300000,115300000,635700000,-1500000,-26600000,-48400000,288900000,-828200000.0,,-170200000,0.0,424400000.0,105400000.0,549300000.0,647000000,190300000,474900000.0,75000000,1900000.0,,-75000000,643200000,368000000.0,2375400000,4187500000,115300000,70400000.0,,,51500000.0,,1.12,1100000.0,473000000,178200000.0,473000000,,
2007-12-31,101600000.0,170700000,-15000000.0,230400000,,275000000,1505500000.0,,676500000,1269800000,1944600000,60600000,-83800000,804400000,-50000000.0,223700000,-5200000.0,1980800000,,19100000.0,1.08,2400100000,593300000,1034700000,,-3900000.0,909900000,505800000,1925700000,951800000.0,,596200000.0,492200000,0.0,,-46400000,4400000.0,6800000.0,,112700000,112700000,581200000,-2800000,445600000,-58600000,297300000,-828200000.0,,331400000,6700000.0,438500000.0,104300000.0,354500000.0,677300000,163500000,493000000.0,50800000,5600000.0,20000000.0,387000000,473000000,357500000.0,2419000000,4344700000,112700000,90100000.0,,,53000000.0,,1.11,1100000.0,824400000,179800000.0,804400000,,
2008-03-31,,144200000,6400000.0,205700000,,-195100000,1509500000.0,,674300000,1240900000,1970300000,66600000,-132900000,551500000,-155400000.0,197900000,-5000000.0,2079300000,,27800000.0,,2389700000,566600000,1061700000,,2300000.0,908600000,530100000,1893500000,975100000.0,50100000.0,515700000.0,513600000,0.0,,-137600000,500000.0,6800000.0,,103500000,103500000,514900000,-7700000,-4400000,-65400000,320800000,-799600000.0,,-252900000,72400000.0,472800000.0,,508400000.0,709900000,143200000,374000000.0,39700000,26200000.0,74300000.0,-69800000,804400000,349300000.0,2472000000,4365500000,103500000,112600000.0,,-76800000.0,53700000.0,,,1100000.0,625800000,206400000.0,551500000,,
2008-06-30,99500000.0,146600000,-4000000.0,224900000,,249400000,1505900000.0,,638400000,1113600000,1777200000,-53600000,-145100000,553800000,-51000000.0,192700000,-5000000.0,2169500000,,9300000.0,0.93,2484400000,475200000,1063000000,,-5400000.0,714200000,491800000,1798800000,977200000.0,,593200000.0,486900000,0.0,,-244200000,2800000.0,7000000.0,,95200000,95200000,568100000,-600000,396700000,-56100000,313300000,-799600000.0,,2300000,29500000.0,469800000.0,102100000.0,310100000.0,706300000,146200000,459800000.0,51000000,7100000.0,157000000.0,340600000,551500000,345600000.0,2462800000,4261600000,95200000,123900000.0,,-83000000.0,46100000.0,10000000.0,0.96,1100000.0,710800000,,553800000,,
2008-09-30,99300000.0,242900000,-200000.0,221300000,,-246200000,1492000000.0,,788200000,1428900000,1750800000,-49300000,-4800000,417600000,-118300000.0,289900000,-5000000.0,2325500000,,28800000.0,1.58,2525400000,640700000,1015700000,,300000.0,735100000,545300000,1866500000,962000000.0,,576500000.0,533200000,0.0,,-109500000,4900000.0,6100000.0,,161000000,161000000,619300000,-5200000,-8700000,-29200000,291000000,-799600000.0,,-136200000,46400000.0,439200000.0,101800000.0,531100000.0,692400000,244600000,467400000.0,83600000,11300000.0,92300000.0,-37900000,553800000,350800000.0,2409700000,4276200000,161000000,98700000.0,,-79500000.0,47000000.0,136500000.0,1.62,1100000.0,509900000,,417600000,,
2008-12-31,98800000.0,168100000,-8400000.0,185900000,,202600000,1493200000.0,,669700000,1252000000,1690900000,41400000,-200700000,574300000,-500000.0,213000000,-4900000.0,2425900000,,16900000.0,1.05,2694400000,582300000,969600000,,56800000.0,721300000,501600000,2004200000,976200000.0,,550000000.0,496500000,0.0,,5900000,3300000.0,7400000.0,,105300000,105300000,585100000,-8000000,362800000,-44600000,254700000,-799600000.0,,156700000,54000000.0,419600000.0,100700000.0,310500000.0,693600000,158100000,481400000.0,52800000,9200000.0,305900000.0,318200000,417600000,354400000.0,2381100000,4385300000,105300000,140600000.0,,-293900000.0,44900000.0,83800000.0,1.07,1100000.0,880200000,,574300000,,
2009-03-31,,116900000,-22500000.0,165900000,,-120400000,1611500000.0,35900000.0,634400000,1224400000,1621400000,51000000,-107400000,481200000,0.0,102900000,-5000000.0,2465500000,,-33900000.0,,2735100000,590000000,947300000,,-24800000.0,674100000,517500000,2056700000,966400000.0,,386100000.0,519400000,0.0,,-4300000,1100000.0,6100000.0,,44500000,44500000,525100000,-68600000,23400000,-55100000,230100000,-959900000.0,154800000.0,-93100000,0.0,406400000.0,,474900000.0,651600000,38600000,472300000.0,-5900000,,338700000.0,-31700000,574300000,348900000.0,2299800000,4356500000,44500000,126800000.0,,-166700000.0,46400000.0,139200000.0,,1100000.0,819900000,0.0,481200000,,
2009-06-30,99200000.0,117100000,-4700000.0,166800000,,163000000,,58200000.0,601200000,1023700000,1669800000,-82000000,-140800000,620800000,-14000000.0,165000000,-5000000.0,2537300000,12600000.0,500000.0,0.76,2831000000,422500000,782300000,-1700000.0,5700000.0,887500000,484100000,2206100000,976800000.0,,489800000.0,478900000,0.0,-1200000.0,-12700000,3300000.0,6600000.0,,76800000,76800000,612400000,800000,292300000,-17800000,242700000,,,139600000,0.0,292500000.0,101500000.0,250300000.0,631700000,114100000,537200000.0,37300000,,467900000.0,274500000,481200000,345700000.0,2294700000,4500800000,76800000,144800000.0,224800000.0,-350200000.0,44300000.0,223200000.0,0.77,1100000.0,1088700000,125300000.0,620800000,,
2009-09-30,99400000.0,253900000,-8600000.0,168100000,,-209800000,,77500000.0,784800000,1374200000,1576400000,10800000,-54200000,423500000,-60500000.0,253100000,-4900000.0,2709900000,11800000.0,7700000.0,1.75,2995600000,589400000,843200000,0.0,-6900000.0,733200000,530900000,2251100000,989000000.0,,403100000.0,525700000,0.0,-123100000.0,-176900000,3200000.0,5600000.0,44400000.0,177500000,177500000,610400000,-12400000,28200000,-35200000,197600000,,132600000.0,-197300000,0.0,307500000.0,101600000.0,482400000.0,643700000,242300000,487600000.0,64800000,,502200000.0,-7000000,620800000,342200000.0,2320900000,4572000000,177500000,174000000.0,-225400000.0,-241400000.0,45100000.0,229300000.0,1.79,1100000.0,925700000,,423500000,,
2009-12-31,98800000.0,178000000,-4400000.0,154700000,,307100000,,72900000.0,723700000,1243900000,1575300000,66100000,130300000,973800000,-78900000.0,175400000,-5000000.0,2811100000,15300000.0,600000.0,1.1,3076100000,520200000,820300000,-2000000.0,1700000.0,755000000,545700000,2350400000,1000500000.0,,392300000.0,540400000,0.0,-1400000.0,-54500000,10100000.0,4600000.0,43300000.0,111100000,111100000,545100000,-9100000,483800000,-51300000,166700000,,129700000.0,550300000,0.0,298300000.0,101400000.0,262900000.0,644000000,165500000,527400000.0,54400000,,316900000.0,432500000,423500000,342900000.0,2301000000,4651400000,111100000,187400000.0,219500000.0,-254900000.0,44100000.0,436800000.0,1.12,1100000.0,1290700000,,973800000,,
2010-03-31,,171400000,17500000.0,149800000,271200000.0,-97700000,1780500000.0,37800000.0,789400000,1337100000,1532300000,34200000,-439700000,563100000,-77600000.0,220500000,-9800000.0,2915300000,20000000.0,200000.0,,3116600000,547700000,785000000,-27100000.0,5700000.0,747300000,618000000,2275800000,986600000.0,50500000.0,193500000.0,612000000,0.0,-2000000.0,-62300000,9900000.0,5400000.0,75500000.0,114100000,114100000,504000000,-600000,102200000,-97000000,148700000,-1083300000.0,,-410700000,0.0,282100000.0,,381900000.0,697200000,167400000,509200000.0,53300000,,584100000.0,5200000,973800000,363200000.0,2373100000,4648900000,114100000,154000000.0,-126700000.0,-504400000.0,47700000.0,183100000.0,,1200000.0,1147200000,,563100000,,
2010-06-30,97200000.0,174300000,-21100000.0,220600000,,12100000,,69500000.0,712200000,1153300000,1533200000,-132500000,-134900000,345800000,-247000000.0,180000000,-9800000.0,3026500000,15500000.0,-1300000.0,1.21,2965800000,441100000,769200000,-2400000.0,-2800000.0,764000000,537900000,2161000000,970500000.0,51000000.0,365800000.0,531900000,0.0,-1300000.0,-251000000,1800000.0,4500000.0,71900000.0,120800000,120800000,629600000,-2100000,171400000,-38500000,135400000,,141700000.0,-217300000,29900000.0,261700000.0,99900000.0,270100000.0,675200000,169500000,473900000.0,48700000,,644900000.0,132900000,563100000,355400000.0,2338000000,4499000000,120800000,116500000.0,104400000.0,-359500000.0,46000000.0,268300000.0,1.24,1200000.0,990700000,0.0,345800000,,
2010-09-30,95500000.0,308800000,-1000000.0,256400000,,-213500000,,59700000.0,887900000,1532100000,1702500000,-86700000,116500000,435900000,-100700000.0,356800000,-9600000.0,3222200000,15300000.0,-1000000.0,2.09,3172500000,644200000,818000000,-19000000.0,-400000.0,884500000,579100000,2444000000,999700000.0,51200000.0,532800000.0,572900000,0.0,-2600000.0,-91600000,4700000.0,4400000.0,61100000.0,205200000,205200000,732500000,1400000,52600000,-55300000,142800000,,,90100000,0.0,285200000.0,98000000.0,523300000.0,716400000,306000000,517200000.0,100800000,,500400000.0,-2700000,345800000,372000000.0,2431000000,4875000000,205200000,191500000.0,-242500000.0,-208200000.0,46400000.0,399400000.0,2.15,1200000.0,936300000,,435900000,,
2010-12-31,95500000.0,246200000,-11100000.0,176500000,,143500000,1909700000.0,39900000.0,907900000,1548000000,1595600000,39800000,-222400000,643400000,0.0,293100000,-9500000.0,3381000000,18100000.0,3800000.0,1.72,3413000000,640100000,803100000,-46400000.0,19100000.0,792500000,661700000,2513100000,996700000.0,50200000.0,528000000.0,655400000,0.0,-2700000.0,60800000,27200000.0,4300000.0,65500000.0,168400000,168400000,697700000,-5300000,370300000,-77700000,147400000,-1153300000.0,,207500000,0.0,275100000.0,98100000.0,338100000.0,756400000,238400000,525900000.0,70000000,,599400000.0,292600000,435900000,392000000.0,2495500000,5008600000,168400000,182000000.0,185100000.0,-451800000.0,50400000.0,334400000.0,1.76,1200000.0,1242800000,,643400000,,
2011-03-31,95800000.0,120900000,80500000.0,214700000,166100000.0,-94600000,1810300000.0,8900000.0,810300000,1426900000,1676400000,5900000,-58600000,453000000,-246900000.0,123500000,-9600000.0,3435300000,21500000.0,561900000.0,0.74,3304700000,616600000,844400000,-3100000.0,12600000.0,832000000,689400000,2478000000,1016300000.0,46800000.0,396100000.0,682500000,0.0,-1300000.0,-230800000,6400000.0,5100000.0,83600000.0,73200000,73200000,702100000,-6800000,94400000,-83500000,150000000,-1021500000.0,156400000.0,-190400000,0.0,291900000.0,98600000.0,442800000.0,788800000,111500000,608400000.0,38300000,,593900000.0,10900000,643400000,387700000.0,2503100000,4981100000,73200000,215800000.0,-97700000.0,-224800000.0,,240200000.0,0.76,1200000.0,1046900000,,453000000,,
2011-06-30,93900000.0,282100000,-7100000.0,196800000,,-34400000,1860900000.0,51000000.0,961500000,1526400000,1758500000,-183000000,91900000,431500000,-324500000.0,336000000,-18900000.0,3600900000,17900000.0,189300000.0,1.9,3201700000,564900000,850100000,-7900000.0,300000.0,908400000,679400000,2515700000,1023100000.0,51600000.0,392600000.0,672300000,0.0,-1400000.0,-330700000,3200000.0,6100000.0,29600000.0,184100000,184100000,896300000,-5700000,212400000,-39300000,141800000,-1075800000.0,160800000.0,-21500000,0.0,296700000.0,96800000.0,388100000.0,785100000,274500000,540600000.0,90400000,,520000000.0,173100000,453000000,381200000.0,2444500000,4960200000,184100000,240000000.0,58000000.0,-377500000.0,,516300000.0,1.96,1200000.0,951500000,7700000.0,431500000,,
2011-09-30,92200000.0,350800000,-6600000.0,190000000,,-213800000,1939600000.0,123100000.0,1078600000,1904600000,1944500000,-101400000,-104500000,407700000,-93300000.0,409900000,-18500000.0,3816000000,16100000.0,228900000.0,2.46,3383900000,826000000,822100000,0.0,0.0,1122400000,727800000,2773900000,1024500000.0,51800000.0,388200000.0,720300000,0.0,-10500000.0,14600000,10600000.0,6400000.0,93800000.0,233500000,233500000,988400000,700000,71100000,-53100000,148600000,-1106100000.0,160200000.0,-23800000,0.0,273700000.0,94900000.0,633500000.0,833500000,347500000,601300000.0,114000000,,477900000.0,18000000,431500000,378600000.0,2554500000,5328400000,233500000,247400000.0,-253800000.0,-415400000.0,,364000000.0,2.53,1200000.0,885600000,100000000.0,407700000,,
2011-12-31,92200000.0,270100000,-7800000.0,169700000,,258300000,1964400000.0,142800000.0,1031600000,1805600000,1796800000,81300000,21800000,815800000,-1600000.0,325200000,-18400000.0,3966500000,21200000.0,174300000.0,1.78,3529700000,774000000,817600000,-2200000.0,700000.0,979200000,761500000,2826500000,1013400000.0,40900000.0,389200000.0,754300000,0.0,-101400000.0,-105000000,4300000.0,6300000.0,72500000.0,169000000,169000000,894700000,-4400000,500700000,-67700000,145200000,-1137900000.0,162800000.0,408100000,0.0,265600000.0,94900000.0,440200000.0,826500000,262100000,394200000.0,93100000,,386300000.0,433000000,407700000,370200000.0,2500000000,5326500000,169000000,206700000.0,187200000.0,-277100000.0,56800000.0,368100000.0,1.83,1200000.0,1202100000,,815800000,,
2012-03-31,,151000000,6400000.0,180600000,,-68500000,2058500000.0,71900000.0,926400000,1622900000,1763900000,54800000,-258800000,671600000,0.0,193700000,-18500000.0,4042400000,22700000.0,91600000.0,,3652500000,696500000,817700000,-1600000.0,300000.0,946200000,775400000,2899900000,1004000000.0,,375300000.0,768300000,0.0,-2400000.0,13400000,14400000.0,5700000.0,99900000.0,94400000,94400000,841600000,-16000000,101100000,-112100000,129700000,-1174400000.0,168000000.0,-144200000,0.0,274400000.0,,547200000.0,884100000,131000000,693700000.0,36600000,,515700000.0,-11000000,815800000,359000000.0,2516500000,5416400000,94400000,196600000.0,-105400000.0,-290500000.0,,145100000.0,,1200000.0,1187300000,,671600000,,
2012-06-30,92200000.0,292000000,-6300000.0,206500000,,19700000,2080300000.0,65100000.0,992100000,1593400000,1722300000,-130700000,-121200000,468500000,-346500000.0,296100000,-18500000.0,4199300000,21600000.0,196000000.0,2.03,3471800000,601300000,789300000,-6700000.0,7400000.0,933000000,700100000,2719300000,1002700000.0,47300000.0,364100000.0,693400000,0.0,-3100000.0,-345600000,19700000.0,5500000.0,82100000.0,193400000,193400000,964100000,-3900000,268700000,-61600000,132100000,-1210600000.0,164200000.0,-203100000,0.0,261000000.0,95100000.0,395300000.0,869700000,283900000,661400000.0,90500000,,563000000.0,207100000,671600000,354900000.0,2474800000,5194100000,193400000,161400000.0,148800000.0,-278300000.0,,218000000.0,2.1,1200000.0,1031500000,0.0,468500000,,
2012-09-30,91300000.0,348300000,11600000.0,224400000,,-256600000,2175700000.0,35100000.0,1095300000,1862000000,1787100000,-85100000,39600000,543700000,-200000.0,404900000,-36500000.0,4376500000,21200000.0,209700000.0,2.29,3736400000,766700000,829000000,-3200000.0,-300000.0,958100000,747000000,3003000000,1014000000.0,44900000.0,376700000.0,689700000,0.0,-1500000.0,-7900000,6700000.0,5400000.0,84900000.0,213700000,213700000,1060200000,-2000000,38000000,-55700000,125200000,-1263800000.0,186500000.0,75200000,0.0,265800000.0,93400000.0,606800000.0,911900000,342200000,446100000.0,128500000,,469100000.0,-17700000,468500000,349700000.0,2520500000,5523500000,213700000,197500000.0,-204600000.0,-330800000.0,,429600000.0,2.34,1200000.0,1012800000,,543700000,,
2012-12-31,91100000.0,318400000,-28500000.0,146200000,,312100000,2239000000.0,89300000.0,1094100000,1846100000,1719500000,77800000,74400000,999100000,-150000000.0,307000000,-72800000.0,4555900000,22300000.0,-394000000.0,2.31,3769700000,752000000,527900000,-8100000.0,-100000.0,1191600000,775700000,3002000000,993100000.0,,527900000.0,768900000,0.0,-3000000.0,-209000000,5000000.0,5600000.0,89000000.0,215700000,215700000,981100000,-19700000,590600000,-77700000,122700000,-1312600000.0,155600000.0,455400000,0.0,0.0,93300000.0,383900000.0,926400000,294600000,682000000.0,78900000,,313200000.0,512900000,543700000,339800000.0,2487200000,5489200000,215700000,160800000.0,221900000.0,-142800000.0,,303100000.0,2.37,1200000.0,1312300000,274100000.0,999100000,,
2013-03-31,,196900000,37600000.0,146900000,57600000.0,-131600000,2253500000.0,43200000.0,974300000,1643300000,1633600000,70500000,-105900000,973700000,-50600000.0,232500000,0.0,4646800000,22400000.0,-8200000.0,,3784600000,669000000,512300000,-3700000.0,-4200000.0,1121300000,777400000,2962800000,968000000.0,40300000.0,197400000.0,770900000,14900000.0,-1100000.0,-32300000,8000000.0,5600000.0,104300000.0,127200000,127200000,896100000,-24300000,121600000,-81500000,78600000,-1321300000.0,29700000.0,-25400000,0.0,0.0,,458100000.0,932200000,168600000,537000000.0,41400000,,324700000.0,40100000,999100000,327900000.0,2455400000,5418200000,127200000,93600000.0,-84000000.0,-123900000.0,,107400000.0,,1200000.0,1298400000,266600000.0,973700000,,
2013-06-30,90800000.0,260000000,-8000000.0,196000000,,70000000,2310000000.0,71000000.0,1004000000,1653000000,1699000000,-129000000,-107000000,940000000,-201000000.0,279000000,-36000000.0,4791000000,22000000.0,-15000000.0,1.94,3761000000,649000000,520000000,-32000000.0,-2000000.0,1179000000,744000000,3084000000,963000000.0,39000000.0,520000000.0,735000000,186000000.0,-2000000.0,-217000000,17000000.0,5000000.0,9000000.0,181000000,181000000,1053000000,8000000,295000000,-66000000,113000000,-1366000000.0,151000000.0,-34000000,0.0,0.0,93100000.0,349000000.0,944000000,265000000,641000000.0,84000000,,411000000.0,229000000,974000000,325000000.0,2376000000,5460000000,181000000,82000000.0,131000000.0,-305000000.0,60000000.0,298000000.0,1.99,1000000.0,1351000000,271000000.0,940000000,,
2013-09-30,90400000.0,295000000,-8000000.0,219000000,48000000.0,-358000000,2704000000.0,22000000.0,1084000000,1915000000,2275000000,-142000000,-301000000,839000000,-9000000.0,361000000,-37000000.0,4961000000,21000000.0,-1000000.0,2.23,3991000000,831000000,1057000000,-4000000.0,-4000000.0,1218000000,789000000,3558000000,967000000.0,40000000.0,210000000.0,779000000,0.0,-3000000.0,268000000,3000000.0,7000000.0,7000000.0,205000000,205000000,1215000000,-2000000,-75000000,-148000000,114000000,-1424000000.0,28000000.0,-101000000,0.0,300000000.0,92200000.0,577000000.0,1280000000,288000000,558000000.0,83000000,,572000000.0,-223000000,940000000,318000000.0,2708000000,6266000000,205000000,114000000.0,-224000000.0,-339000000.0,66000000.0,194000000.0,2.28,1000000.0,1411000000,283000000.0,839000000,,
