date,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyCurrentAssets,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyDilutedAverageShares,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyBasicAverageShares,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyCommonStockIssuance,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedEPS,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyTaxProvision,quarterlyOtherNonCashItems,quarterlyOtherIntangibleAssets,quarterlyStockBasedCompensation,quarterlySellingGeneralAndAdministration,quarterlyResearchAndDevelopment
2013-12-31,353000000.0,-121000000.0,34216000000.0,245000000.0,2514000000.0,52104000000.0,4310000000.0,91000000.0,16828000000.0,,346000000.0,56414000000.0,463000000.0,-245000000.0,177000000.0,221000000.0,4305000000.0,112000000.0,118000000.0,123000000.0,1423000000.0,1259000000.0,104000000.0,0.0,347000000,40328000000.0,346000000.0,10300000000.0,299000000.0,,50000000.0,653000000.0,-245000000.0,-1298000000.0,746000000.0,16085000000.0,147000000.0,,1000000.0,-10000000.0,471000000.0,-567000000.0,80000000.0,-115000000.0,3303000000.0,170000000.0,118000000.0,2306000000.0,-1187000000.0,606000000,23000000.0,3773000000,,1266000000.0,-99000000.0,483000000.0,60285000000.0,1066000000.0,203000000.0,,-19288000000.0,1174000000.0,-29000000.0,,6112000000.0,-26000000.0,6766000000.0,492000000.0,40997000000.0,,1176000000,164000000.0,-89000000.0,,,,
2014-03-31,310000000.0,177000000.0,34100000000.0,220000000.0,2878000000.0,52703000000.0,4335000000.0,91000000.0,16475000000.0,488271167.0,560000000.0,57038000000.0,529000000.0,-165000000.0,1850000000.0,220000000.0,4270000000.0,4000000.0,292000000.0,33000000.0,1214000000.0,1770000000.0,28000000.0,0.0,561000000,40619000000.0,560000000.0,10446000000.0,302000000.0,1.15,209000000.0,729000000.0,-245000000.0,-981000000.0,785000000.0,16416000000.0,118000000.0,487867089.0,-83000000.0,-9000000.0,602000000.0,-403000000.0,175000000.0,-109000000.0,3305000000.0,192000000.0,292000000.0,2944000000.0,-956000000.0,1041000000,15000000.0,4648000000,,1213000000.0,245000000.0,13000000.0,61094000000.0,1133000000.0,22000000.0,1.15,-19564000000.0,1037000000.0,174000000.0,,6519000000.0,-43000000.0,7076000000.0,850000000.0,41530000000.0,,1599000000,307000000.0,-84000000.0,,,,
2014-06-30,377000000.0,79000000.0,33435000000.0,240000000.0,2616000000.0,53297000000.0,4323000000.0,91000000.0,15601000000.0,488538227.0,390000000.0,57620000000.0,484000000.0,-369000000.0,1904000000.0,221000000.0,4263000000.0,1000000.0,190000000.0,-72000000.0,1219000000.0,1428000000.0,34000000.0,2244000000.0,391000000,41035000000.0,390000000.0,10463000000.0,306000000.0,0.8,-2000000.0,661000000.0,-245000000.0,-1087000000.0,774000000.0,16581000000.0,292000000.0,488291576.0,10000000.0,-22000000.0,567000000.0,-862000000.0,158000000.0,-104000000.0,3308000000.0,291000000.0,190000000.0,4006000000.0,-985000000.0,767000000,14000000.0,4044000000,,1228000000.0,257000000.0,45000000.0,62065000000.0,1064000000.0,-79000000.0,0.8,-19792000000.0,1128000000.0,-102000000.0,,7600000000.0,-2000000.0,7222000000.0,583000000.0,42273000000.0,,1288000000,215000000.0,-77000000.0,,,,
2014-09-30,318000000.0,461000000.0,33596000000.0,219000000.0,2637000000.0,53814000000.0,4111000000.0,91000000.0,15677000000.0,488970647.0,493000000.0,57925000000.0,542000000.0,-257000000.0,1919000000.0,221000000.0,4179000000.0,-2000000.0,194000000.0,-4000000.0,1205000000.0,1665000000.0,34000000.0,2159000000.0,494000000,41053000000.0,493000000.0,10506000000.0,315000000.0,1.01,15000000.0,740000000.0,-246000000.0,-1013000000.0,671000000.0,16868000000.0,190000000.0,488912892.0,73000000.0,11000000.0,512000000.0,-364000000.0,145000000.0,-105000000.0,3312000000.0,300000000.0,194000000.0,3663000000.0,-1067000000.0,925000000,34000000.0,4302000000,,1259000000.0,101000000.0,398000000.0,63123000000.0,1528000000.0,-511000000.0,1.01,-20059000000.0,1232000000.0,4000000.0,,7457000000.0,0.0,7470000000.0,739000000.0,43064000000.0,,1502000000,269000000.0,-41000000.0,,,,
2014-12-31,386000000.0,-354000000.0,34842000000.0,239000000.0,2813000000.0,55155000000.0,4478000000.0,91000000.0,16181000000.0,,191000000.0,59633000000.0,518000000.0,-328000000.0,1947000000.0,223000000.0,4168000000.0,4000000.0,163000000.0,-37000000.0,1325000000.0,1213000000.0,40000000.0,2072000000.0,192000000,42809000000.0,191000000.0,10986000000.0,324000000.0,,-120000000.0,714000000.0,-262000000.0,-1325000000.0,727000000.0,16820000000.0,194000000.0,,-72000000.0,16000000.0,549000000.0,-271000000.0,127000000.0,-103000000.0,3313000000.0,249000000.0,163000000.0,3849000000.0,-1242000000.0,499000000,10000000.0,4026000000,,1287000000.0,233000000.0,-60000000.0,64305000000.0,888000000.0,406000000.0,,-20188000000.0,1397000000.0,-31000000.0,,7967000000.0,-20000000.0,7406000000.0,318000000.0,44117000000.0,,1059000000,151000000.0,-48000000.0,,,,
2015-03-31,293000000.0,128000000.0,35662000000.0,227000000.0,2829000000.0,55922000000.0,4116000000.0,91000000.0,16778000000.0,489936726.0,629000000.0,60038000000.0,543000000.0,-246000000.0,1962000000.0,223000000.0,4123000000.0,3000000.0,190000000.0,49000000.0,1192000000.0,1879000000.0,38000000.0,2001000000.0,631000000,42790000000.0,629000000.0,11188000000.0,335000000.0,1.29,133000000.0,755000000.0,-260000000.0,-1017000000.0,725000000.0,17241000000.0,163000000.0,489597986.0,37000000.0,39000000.0,483000000.0,-761000000.0,137000000.0,-103000000.0,3317000000.0,321000000.0,190000000.0,3306000000.0,-1129000000.0,1124000000,31000000.0,4708000000,,1283000000.0,208000000.0,-62000000.0,65306000000.0,1257000000.0,-213000000.0,1.29,-20496000000.0,1131000000.0,27000000.0,,7128000000.0,-2000000.0,7776000000.0,940000000.0,44810000000.0,,1706000000,333000000.0,-45000000.0,,,,
2015-06-30,356000000.0,-159000000.0,36846000000.0,232000000.0,2385000000.0,56713000000.0,4225000000.0,91000000.0,17761000000.0,490484450.0,430000000.0,60938000000.0,534000000.0,-295000000.0,2030000000.0,224000000.0,4037000000.0,-96000000.0,195000000.0,-59000000.0,1160000000.0,1557000000.0,43000000.0,1931000000.0,431000000,43496000000.0,430000000.0,11426000000.0,335000000.0,0.88,16000000.0,748000000.0,-262000000.0,-1173000000.0,815000000.0,17434000000.0,190000000.0,490207482.0,-25000000.0,2000000.0,551000000.0,-1264000000.0,125000000.0,-102000000.0,3321000000.0,225000000.0,195000000.0,2922000000.0,-1105000000.0,809000000,25000000.0,3942000000,,1236000000.0,347000000.0,-235000000.0,64602000000.0,946000000.0,232000000.0,0.88,-19589000000.0,1176000000.0,5000000.0,,6650000000.0,0.0,7945000000.0,631000000.0,45013000000.0,,1389000000,225000000.0,-37000000.0,,,,
2015-09-30,315000000.0,605000000.0,36332000000.0,236000000.0,2689000000.0,56551000000.0,4548000000.0,53000000.0,17600000000.0,490800335.0,519000000.0,61099000000.0,553000000.0,-948000000.0,1934000000.0,221000000.0,3888000000.0,-1000000.0,178000000.0,-3000000.0,1105000000.0,1743000000.0,34000000.0,1841000000.0,512000000,43390000000.0,519000000.0,11425000000.0,335000000.0,1.06,45000000.0,783000000.0,-261000000.0,-1058000000.0,662000000.0,17699000000.0,195000000.0,490648929.0,-30000000.0,19000000.0,493000000.0,-744000000.0,105000000.0,-109000000.0,3322000000.0,972000000.0,178000000.0,2608000000.0,-1102000000.0,960000000,12000000.0,4432000000,,1274000000.0,221000000.0,298000000.0,64826000000.0,1707000000.0,-666000000.0,1.06,-19588000000.0,1857000000.0,-17000000.0,,7058000000.0,1000000.0,8204000000.0,775000000.0,45238000000.0,,1549000000,275000000.0,2000000.0,,,,
2015-12-31,386800000.0,-355500000.0,36669700000.0,226900000.0,2427400000.0,57610700000.0,4072400000.0,52500000.0,17740900000.0,,469100000.0,61683100000.0,524700000.0,-793700000.0,1793300000.0,214900000.0,3856300000.0,16000000.0,176400000.0,29500000.0,1339400000.0,1186800000.0,40400000.0,1749900000.0,204600000,43778200000.0,469100000.0,11733200000.0,346600000.0,,-232600000.0,721300000.0,-276000000.0,-767200000.0,615900000.0,17891700000.0,178000000.0,,218200000.0,36000000.0,563200000.0,-273900000.0,115200000.0,-127100000.0,3324000000.0,710000000.0,176400000.0,2631800000.0,-1264000000.0,465500000,13600000.0,3614200000,,1418000000.0,-20200000.0,26800000.0,65481400000.0,908500000.0,-14700000.0,,-19348200000.0,1506100000.0,-1100000.0,,7108500000.0,-4300000.0,8398300000.0,292900000.0,46133200000.0,,1032500000,92600000.0,-9900000.0,,,,
2016-03-31,264500000.0,-449100000.0,37122900000.0,237600000.0,2400800000.0,58340200000.0,4146300000.0,52500000.0,17749300000.0,491332305.0,501200000.0,62486500000.0,537600000.0,-1152000000.0,1809200000.0,217000000.0,3841600000.0,18000000.0,190400000.0,-34400000.0,1351900000.0,1644100000.0,35600000.0,1689200000.0,503100000,44344800000.0,501200000.0,12133800000.0,358100000.0,1.02,-95400000.0,751200000.0,-276500000.0,-1138300000.0,651200000.0,18126500000.0,176400000.0,491108392.0,-10800000.0,2200000.0,454900000.0,-347300000.0,102300000.0,-133800000.0,3325300000.0,1260500000.0,190400000.0,3254300000.0,-1249000000.0,892900000,12100000.0,4044900000,,1219500000.0,295800000.0,-567600000.0,66430200000.0,799900000.0,352400000.0,1.02,-19597300000.0,1252900000.0,14000000.0,,7221900000.0,,8624800000.0,713600000.0,46832900000.0,,1468200000,235500000.0,-500000.0,,,,
2016-06-30,306900000.0,-192600000.0,37042300000.0,227000000.0,2263500000.0,58878200000.0,4438900000.0,52500000.0,17537400000.0,491641400.0,502100000.0,63317100000.0,546500000.0,-645400000.0,1833200000.0,224900000.0,3827900000.0,-17600000.0,246800000.0,11800000.0,1362000000.0,1629400000.0,35100000.0,0.0,506400000,44912200000.0,502100000.0,12402500000.0,335800000.0,1.02,-11600000.0,763200000.0,-276600000.0,-1161400000.0,692400000.0,18386200000.0,190400000.0,491459541.0,-155200000.0,2600000.0,553700000.0,-487800000.0,106500000.0,-117900000.0,3328000000.0,597400000.0,246800000.0,4066600000.0,-1116000000.0,866200000,18800000.0,3892900000,,1242300000.0,387800000.0,-438600000.0,67082400000.0,923400000.0,294400000.0,1.02,-19646200000.0,1184200000.0,56400000.0,,7869900000.0,,8851400000.0,678800000.0,47436200000.0,,1450200000,165000000.0,-2800000.0,,,,
2016-09-30,279200000.0,545600000.0,36319600000.0,230200000.0,2711500000.0,55492800000.0,5949200000.0,52500000.0,17319900000.0,491813858.0,-765800000.0,61442000000.0,575800000.0,-657100000.0,1836900000.0,225300000.0,3789800000.0,-7200000.0,212200000.0,70400000.0,1024800000.0,1940700000.0,-2237600000.0,1559000000.0,-764200000,44099000000.0,-765800000.0,11815100000.0,341600000.0,-1.56,118600000.0,803700000.0,-276700000.0,-1129000000.0,628400000.0,17321900000.0,246800000.0,491697809.0,-74800000.0,-600000.0,491400000.0,-554400000.0,107400000.0,-145800000.0,3328300000.0,678300000.0,212200000.0,3863100000.0,-1149600000.0,1137000000,3300000.0,4652200000,,1340300000.0,-442300000.0,61700000.0,60599800000.0,1695200000.0,-600800000.0,-1.56,-16337600000.0,1338000000.0,-34600000.0,,7779400000.0,,7809400000.0,-1323900000.0,44262200000.0,,-522800000,-534500000.0,14100000.0,,,,
2016-12-31,331700000.0,-294200000.0,36549600000.0,227200000.0,2549100000.0,57433800000.0,6033900000.0,52500000.0,17378400000.0,,373400000.0,63467700000.0,431000000.0,-547800000.0,1807500000.0,210000000.0,3742300000.0,-8900000.0,210500000.0,117100000.0,967300000.0,1241000000.0,28500000.0,1486100000.0,375200000,46047600000.0,373400000.0,11884400000.0,343200000.0,,48600000.0,662200000.0,-291200000.0,-1560400000.0,705100000.0,17397000000.0,212200000.0,,14200000.0,11400000.0,542200000.0,-512000000.0,156600000.0,-156300000.0,3328300000.0,478900000.0,210500000.0,4591000000.0,-1395000000.0,578800000,0.0,3790100000,,1688500000.0,-310300000.0,548500000.0,62036600000.0,1100800000.0,457900000.0,,-16397300000.0,1600100000.0,-1700000.0,,9498000000.0,,7892400000.0,407100000.0,45639300000.0,,1048100000,60300000.0,-52100000.0,,,,
2017-03-31,275000000.0,-562700000.0,36102100000.0,239700000.0,2309800000.0,58111900000.0,3616400000.0,52500000.0,16722200000.0,492031975.0,592200000.0,61728300000.0,517000000.0,-506000000.0,1600000.0,221800000.0,3758400000.0,-42700000.0,175000000.0,-250700000.0,955300000.0,1623500000.0,242400000.0,1425200000.0,594200000,44016600000.0,592200000.0,11981600000.0,342000000.0,1.2,13400000.0,741700000.0,-291400000.0,844800000.0,601000000.0,17687100000.0,210500000.0,491712042.0,235800000.0,2176800000.0,450000000.0,-1435900000.0,158500000.0,-171000000.0,3328300000.0,543500000.0,175000000.0,4050200000.0,-1369500000.0,881800000,0.0,3933300000,,1116900000.0,91800000.0,-209300000.0,62910500000.0,806800000.0,-1687100000.0,1.2,-16674200000.0,1087200000.0,-35500000.0,,7914500000.0,,8194300000.0,910400000.0,46236300000.0,,1649200000,343200000.0,3100000.0,,,,
2017-06-30,317600000.0,-269600000.0,36497400000.0,217000000.0,2084700000.0,58930100000.0,3809000000.0,52500000.0,16796900000.0,492642100.0,375000000.0,62739100000.0,522000000.0,-812200000.0,5500000.0,222900000.0,3746400000.0,-7900000.0,172400000.0,80200000.0,982200000.0,1491800000.0,24700000.0,1364400000.0,376200000,44889600000.0,375000000.0,12288500000.0,344000000.0,0.76,-22900000.0,745100000.0,-293500000.0,-1220500000.0,538700000.0,17824100000.0,175000000.0,491790752.0,34700000.0,12400000.0,490000000.0,-496700000.0,189000000.0,-161600000.0,3328300000.0,759100000.0,172400000.0,4606700000.0,-1179800000.0,746700000,0.0,3576500000,,1268400000.0,455200000.0,-176300000.0,64134800000.0,910200000.0,307700000.0,0.76,-16907600000.0,1064600000.0,-2600000.0,,8392200000.0,,8276400000.0,550800000.0,47227200000.0,,1295700000,190600000.0,1800000.0,,,,
2017-09-30,310700000.0,105100000.0,38537400000.0,260300000.0,2329600000.0,59897100000.0,4067800000.0,52500000.0,18362400000.0,492986307.0,544700000.0,63964900000.0,551700000.0,-537600000.0,9300000.0,223300000.0,3720800000.0,100000.0,343900000.0,79500000.0,916500000.0,1775100000.0,37500000.0,1287800000.0,556700000,45859400000.0,544700000.0,12628200000.0,346600000.0,1.11,68000000.0,791100000.0,-290100000.0,-1300900000.0,522700000.0,18069100000.0,172400000.0,491840722.0,-69200000.0,-1700000.0,654600000.0,-1198800000.0,153500000.0,-175400000.0,3328300000.0,540500000.0,343900000.0,3418600000.0,-1302100000.0,984000000,0.0,4104700000,,1537000000.0,485300000.0,-253700000.0,65438200000.0,1407200000.0,65200000.0,1.1,-17121700000.0,1043000000.0,171500000.0,,7322000000.0,,8532000000.0,800600000.0,48316500000.0,,1575600000,264000000.0,-1500000.0,,,,
2017-12-31,161700000.0,-801700000.0,38144200000.0,234500000.0,2213000000.0,60476000000.0,4253100000.0,52500000.0,19419600000.0,,400700000.0,64729100000.0,535600000.0,-458900000.0,11900000.0,227000000.0,3738800000.0,800000.0,412600000.0,33000000.0,953200000.0,1597400000.0,-40600000.0,1211200000.0,401800000,46415500000.0,400700000.0,6813900000.0,357000000.0,,-40600000.0,778700000.0,-316900000.0,-1979800000.0,643900000.0,18287000000.0,343900000.0,,-172800000.0,20600000.0,376300000.0,-98200000.0,292500000.0,-67800000.0,3329400000.0,413200000.0,214600000.0,3392300000.0,-1947900000.0,818700000,12200000.0,3810400000,,2065300000.0,-160300000.0,234900000.0,67428500000.0,1146200000.0,709300000.0,,-17167000000.0,1106700000.0,-124300000.0,,8271300000.0,,8626700000.0,554400000.0,50261500000.0,,1317000000,171900000.0,-13900000.0,,,,
2018-03-31,167900000.0,-1127400000.0,37626500000.0,273100000.0,2517000000.0,61474500000.0,4135000000.0,52500000.0,18844900000.0,493127300.0,454400000.0,65609500000.0,567100000.0,-525900000.0,70700000.0,234000000.0,3657200000.0,3000000.0,316500000.0,-129300000.0,922800000.0,1531300000.0,66100000.0,,456700000,47097900000.0,454400000.0,6943900000.0,365500000.0,0.92,28500000.0,825300000.0,-306100000.0,-1927800000.0,635600000.0,18483300000.0,412600000.0,492267402.0,39700000.0,19100000.0,351300000.0,-560800000.0,352300000.0,-95400000.0,3332700000.0,508600000.0,183400000.0,5274900000.0,-1929600000.0,706000000,32200000.0,4048300000,,1449600000.0,23600000.0,-165200000.0,68796300000.0,802200000.0,1029500000.0,0.92,-17431200000.0,1026900000.0,-96100000.0,,9471400000.0,,8801500000.0,540200000.0,51365100000.0,,1341300000,102000000.0,-12700000.0,,,,
2018-06-30,163100000.0,-113400000.0,39060400000.0,235200000.0,2419800000.0,62300000000.0,4570100000.0,52500000.0,19750600000.0,493505085.0,528400000.0,66870100000.0,577200000.0,-543300000.0,70400000.0,242300000.0,3637000000.0,-19400000.0,387300000.0,75700000.0,915600000.0,1593400000.0,65100000.0,,530100000,48118700000.0,528400000.0,7085300000.0,369000000.0,1.07,2700000.0,836400000.0,-308100000.0,-1311100000.0,827200000.0,18722300000.0,316500000.0,492688342.0,-249600000.0,21000000.0,374300000.0,-1019500000.0,280400000.0,-94800000.0,3335400000.0,529200000.0,211200000.0,4870600000.0,-1318000000.0,757000000,18700000.0,4013200000,,1635400000.0,246000000.0,-96900000.0,70012900000.0,1204600000.0,177300000.0,1.07,-17571400000.0,1004200000.0,70800000.0,,9058300000.0,,9023100000.0,583600000.0,52441500000.0,,1403100000,72200000.0,-13000000.0,,,,
2018-09-30,164100000.0,458900000.0,40144400000.0,299800000.0,2767700000.0,62925000000.0,4692400000.0,52500000.0,20869800000.0,493940543.0,577600000.0,67617400000.0,633800000.0,-522000000.0,70000000.0,256800000.0,3667400000.0,-9700000.0,937500000.0,8600000.0,847900000.0,1565400000.0,63700000.0,,579700000,48570600000.0,577600000.0,7110400000.0,372500000.0,1.17,67500000.0,896800000.0,-308300000.0,-1449800000.0,757900000.0,19016800000.0,387300000.0,492984741.0,157600000.0,26000000.0,952400000.0,-634200000.0,137500000.0,-86000000.0,3336500000.0,513100000.0,788300000.0,4146800000.0,-1466900000.0,668600000,11600000.0,4333100000,,1579900000.0,78200000.0,432300000.0,71197300000.0,1925800000.0,74200000.0,1.17,-17841600000.0,1253100000.0,550200000.0,,8426200000.0,,9293700000.0,480900000.0,53355700000.0,,1371500000,-80700000.0,-14000000.0,,,,
2018-12-31,159100000.0,-351900000.0,41094600000.0,231700000.0,2308600000.0,64688900000.0,4113900000.0,52500000.0,21648200000.0,,363400000.0,68802800000.0,622300000.0,-476600000.0,69400000.0,251300000.0,3395500000.0,-100000.0,444100000.0,81600000.0,921100000.0,1492500000.0,-1900000.0,,364800000,49743400000.0,363400000.0,7086500000.0,412200000.0,,-78000000.0,870800000.0,-333000000.0,-1664900000.0,699000000.0,19028400000.0,937500000.0,,198200000.0,9700000.0,393200000.0,-838200000.0,150100000.0,-120400000.0,3337400000.0,459100000.0,234100000.0,3608500000.0,-1642500000.0,621700000,11100000.0,3801100000,,1874300000.0,-302600000.0,595300000.0,73085200000.0,1290600000.0,-119100000.0,,-17986100000.0,1304100000.0,-493400000.0,,8648800000.0,,9325300000.0,368800000.0,55099100000.0,,1242400000,21800000.0,-25100000.0,,,,
2019-03-31,168900000.0,-789500000.0,43502900000.0,306000000.0,2352700000.0,66807200000.0,3914800000.0,52500000.0,22898200000.0,494484144.0,572800000.0,70722000000.0,630900000.0,-130400000.0,860200000.0,255800000.0,3537000000.0,13900000.0,363100000.0,-152600000.0,946600000.0,1704100000.0,67500000.0,1045400000.0,574100000,51493500000.0,572800000.0,7193000000.0,400400000.0,1.16,-26400000.0,915700000.0,-333600000.0,-1582800000.0,696600000.0,19196300000.0,444100000.0,493309076.0,57500000.0,33500000.0,396600000.0,-286900000.0,123300000.0,-150700000.0,3338600000.0,111900000.0,227700000.0,3386500000.0,-1597800000.0,788400000,14500000.0,4056800000,,1497200000.0,-58800000.0,-417600000.0,75196600000.0,808300000.0,693500000.0,1.16,-18182600000.0,1015800000.0,-81000000.0,,7990600000.0,,9565600000.0,600100000.0,57014000000.0,,1486800000,44500000.0,-14200000.0,,,,
2019-06-30,175700000.0,-430200000.0,44769700000.0,241200000.0,2097700000.0,68488700000.0,4061300000.0,52500000.0,24174400000.0,495382966.0,461300000.0,72550000000.0,643600000.0,-105100000.0,797200000.0,250700000.0,3561700000.0,-21200000.0,389600000.0,80200000.0,1034400000.0,1475900000.0,87000000.0,1016500000.0,459100000,53126800000.0,461300000.0,7294000000.0,382100000.0,0.93,-88200000.0,924900000.0,-334500000.0,-2012200000.0,688900000.0,19259600000.0,363100000.0,493584347.0,108000000.0,9200000.0,386200000.0,-471000000.0,109900000.0,-230700000.0,3340800000.0,87600000.0,210500000.0,3534400000.0,-1422700000.0,551000000,17800000.0,3573600000,,1689000000.0,160900000.0,-96700000.0,76658500000.0,992500000.0,1046200000.0,0.93,-18439100000.0,1235000000.0,26500000.0,,8357100000.0,,9694200000.0,387300000.0,58219400000.0,,1281600000,-54400000.0,-36100000.0,,,,
2019-09-30,198400000.0,141700000.0,45291800000.0,304800000.0,2391100000.0,69734300000.0,4166400000.0,52500000.0,24553500000.0,495461509.0,733500000.0,73900700000.0,670700000.0,-716000000.0,,275100000.0,3773900000.0,-6400000.0,489800000.0,40000000.0,1051300000.0,1923900000.0,76200000.0,,733900000,53903000000.0,733500000.0,7427800000.0,381400000.0,1.49,-2000000.0,965700000.0,-333900000.0,-1762600000.0,609000000.0,19716400000.0,389600000.0,493839034.0,-40500000.0,26200000.0,547200000.0,-310100000.0,98500000.0,-187900000.0,3341900000.0,674700000.0,348800000.0,3837700000.0,-1407400000.0,958200000,12400000.0,4315000000,,1766800000.0,255500000.0,-157200000.0,78442900000.0,1549100000.0,313700000.0,1.48,-18760200000.0,1208300000.0,100200000.0,,8611200000.0,-340100000.0,10095300000.0,759300000.0,59682700000.0,,1705100000,40600000.0,-37900000.0,,,,
